pathway	4	5	10	16	18	20	27	29	32	36	37	39	44	45
1CMET2-PWY	26024.15330976161	28185.9728179096	27799.463090902704	24438.201509515493	26283.04474017176	30365.69179186106	24802.02246571392	31490.070323308515	24230.915459990912	27330.44265381309	35682.42412038037	33436.64064639483	30542.292428954115	33729.295029736124
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	55.64147319434016	50.53738331140606	35.23307586554866	90.18023844162592	42.43681930988831	122.92975052529728	58.631874145217424	44.561756613089024	41.284271638309015	16.181970286996492	303.907898532315	128.4987529182709	81.86188130979465	97.52487124191128
AEROBACTINSYN-PWY	61.605916234089456	41.34706807360947	18.6527241615332	53.60155863691215	17.28522884513039	40.74094129613739	49.84629782889564	36.56959054159785	41.60424469413233	53.20249776984835	317.95846217383195	199.60166415815624	64.43003560621487	82.2731745100485
ALL-CHORISMATE-PWY	24115.29576828524	25583.960058639408	27135.555043555105	22980.336081858703	21290.96444604519	18377.843909652456	23380.34883063469	22598.23780194813	17113.483460743144	2364.825454768719	9531.779762602808	2270.0545856077947	17094.608270908637	28307.872213736147
ANAEROFRUCAT-PWY	30868.796693497094	40213.550019155824	40767.99789230947	30221.44692177736	38849.13902526799	52932.543200013686	30486.959523842488	52837.70575720579	38672.34297530735	70489.29860446998	32562.67776863015	50735.34738144781	53866.18853879077	40477.616263283264
ANAGLYCOLYSIS-PWY	32615.38542232396	40966.37051958287	41472.6503838698	31521.52001759441	38936.54187073938	52056.96238452127	32047.24192558195	51295.78885663077	37724.98662362184	89155.6741450372	39749.2190630718	84785.54650649267	54086.65674511818	44317.812303370265
ARG+POLYAMINE-SYN	23425.062615327664	23715.86664459424	25177.73793061114	22588.51271502714	22172.576947100155	19556.98697391333	22816.37493252962	23804.308865061743	18240.58756520859	2095.591795709993	5984.005039484486	3192.8407518810604	18697.97324053276	28593.129289737823
ARGDEG-PWY	21536.312144290187	19849.3238451744	21528.14653233776	21364.888429775307	19722.213604528224	15419.537720874549	21177.24860503089	19978.821585904298	15633.015586988931	116.44367503706108	676.5847562094955	133.73065608184808	14462.192397371531	25441.207396322985
ARGORNPROST-PWY	2460.5575816817814	3480.7121291407584	3944.483483106461	1649.9072398413423	1261.113544547157	2770.768152924441	2118.5800409252324	2167.023594419397	1080.687432797852	16415.670083828627	8982.797739023466	8051.21472160107	3818.551250291217	3592.7782351985534
ARGSYN-PWY	23962.548435266635	29611.43228940105	30745.90299520056	22429.695602129832	23739.36807284607	24777.388873217275	23255.11919751216	27896.91912732908	20102.04994803893	36250.19547069953	30909.176610792845	25536.700763818782	24797.688691868505	30023.677366027965
ARGSYNBSUB-PWY	24482.43635706619	30085.69771906169	31358.272465762104	22802.02147808552	23708.64884908529	24069.483364221967	23736.38289158912	27406.67197204486	19845.913775355813	41687.394345844434	31524.92749536124	22312.32237499129	23552.404188664368	30253.21410050133
ARO-PWY	27243.666505825666	30099.4134283439	31618.992552957145	24776.71167660536	21842.822765211764	19880.95097128038	25562.465812088605	23498.842857241845	17597.99257285111	28472.477898997426	34710.35738436865	15180.93112977894	19097.43601079628	31482.77988437336
ASPASN-PWY	25422.33049171795	24592.43991743771	23699.37891133085	24399.68271788373	23791.04701252413	25830.316075312203	24537.62755617039	27065.68289042465	21554.432219524864	23259.50337757945	28044.797593593343	26985.5572920614	25751.712289876323	33265.14986462316
AST-PWY	17582.10356627659	15217.137782509086	16601.84508714551	17651.892823663227	16140.797217682026	12056.486924980309	17392.028623172275	15940.163467228149	12691.529686867603	736.487080177007	2239.7117087204133	987.8500466265186	11000.65454151072	20676.707833497803
BIOTIN-BIOSYNTHESIS-PWY	27008.34416940836	26369.856096894426	27522.510382080025	25907.40332401072	25205.78627875381	22781.364470758854	26124.133684351487	27253.68085837937	21255.733213335665	8515.831985426657	25303.454158618675	9498.61858323913	21442.3826869019	33034.415065802576
BRANCHED-CHAIN-AA-SYN-PWY	29363.584808099968	35274.0068845128	36385.07205636073	26756.136383999423	26091.408503700444	26814.056137599982	27830.74779358768	29868.092797393863	22032.32098407864	43232.43478865659	42139.05861211851	24023.758838935373	25107.77631692685	35210.864547404926
CALVIN-PWY	35439.93817719875	41134.78878854799	41592.06255362128	33322.221983237294	37208.45589655839	43330.6747404698	33994.041826756555	45704.27464568272	34225.78436935563	55248.08936780424	44005.64114287886	38298.65337413126	43570.97869639015	45950.29747277442
CATECHOL-ORTHO-CLEAVAGE-PWY	132.8164893272275	89.33270602158176	44.72619859122927	63.56378913761007	51.49425287356322	146.1652501777103	99.92653057026408	55.353909729084585	73.47117411432497	221.54345144062583	897.2708131339928	353.457075106156	136.6765174294474	185.0341081451845
CENTBENZCOA-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56
CENTFERM-PWY	1669.4195231330157	1235.641657310239	598.5670126571717	757.8775736062618	325.22207775452347	1436.641928150882	978.8397381143102	684.5774378758815	653.1342447408655	2747.6780487566907	8037.386458389922	3624.8969773300646	1709.963228989063	1923.8269447897264
CHLOROPHYLL-SYN	108.46978765201668	77.30309416275077	0.0	38.49555822864056	27.933368308106	20.97255138213421	11.400344857129792	0.0	0.0	35.718123859270165	363.0906270706576	114.64437344417092	0.0	73.1136039645809
COA-PWY	25517.65524096752	32414.281316424967	32408.849246185626	24488.136123593475	31008.47535359187	44122.26411123563	24889.375958375804	42150.40999076405	30873.28630784421	81325.10533129601	36801.28441782935	80043.64794614723	46490.44273870024	35073.72219041685
