pathway	140A	146A	151A	156A	158A	161A	162A	167A	258A	259A	260A	261A	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B
P441-PWY	18235.789525545097	17609.373313592005	18711.797831209115	20035.382868878976	15135.429953847834	15074.186931804536	13369.922192219778	492.456492747772	10992.242652678064	1876.022320988074	417.075177770671	1607.1803668799373	7209.539161273871	12558.9187133443	8126.787841697276	5528.274704758626	1885.2822923522008	8852.973188955903	4905.297268759591	3493.0596140547905	13065.406605723589	3747.644382987792	6960.547158964872	3673.94838150928
P461-PWY	12354.084538423462	12619.04866580436	15781.803987898316	14944.80816989489	11002.374766990795	11175.813899164725	10219.257950420852	2013.0167270379648	6315.044987317669	572.267571269184	186.9704634657102	491.9877829863125	3141.0399206117017	8340.931934068718	2765.9444197112307	2357.9814008553644	1221.5001735341111	4001.0401474660944	1918.307407191908	1083.414569846706	6188.881997804396	1235.1678211460282	3740.954978228598	1651.3138678313392
P562-PWY	13.38185875692364	21.88497551451601	10.965310080280377	10.55497382198953	8.02084411998014	1337.3056291503724	1295.741264646147	59.21063918192718	1518.3281042275992	83.84758031285669	85.66732817633563	85.23923438765917	1355.0195909341144	860.9201744314902	667.0035173766686	585.9205076969084	751.5740471037063	1610.894266897157	676.562128675287	347.9944888590229	491.33914092756777	232.33460677914107	151.2102396207702	157.62315545211047
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.26858877086495	29.327354260089688	0.0	0.0	0.0	15.729957805907176	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	14319.428215950637	9362.208645984416	6845.548443538779	8189.371122072362	9138.184161489648	15364.34149207674	9171.35398629016	9740.81323038325	18802.43242289573	14325.895817163242	14287.990053205447	14658.144816184637	1663.2641611299446	3364.1881292652374	1717.489524985895	988.054339756612	1292.7432923378806	2256.060904819084	1341.055516949999	761.4212596637682	12750.2054329125	2542.966267260314	3882.191618648933	2619.2861310622206
PANTOSYN-PWY	18350.3811567378	12556.441885488905	9754.424737773725	11381.378846217118	12344.072459876888	19607.738396619443	12540.728212723236	13622.027036234746	20821.160118230448	17756.562382174157	18410.622660524856	17364.47660918512	2470.7622435545823	4850.319102835296	2717.4604429957108	1529.5765239662433	1533.5198920636665	3265.106569630785	1980.2184399511	1176.3349079240552	14541.435852768189	3775.3764846469617	5503.2119892414	3881.657693791223
PENTOSE-P-PWY	22443.514484139418	19580.442191922164	15842.89165133082	18121.29081281437	15560.207376356611	25829.80523837773	18987.66773744626	18009.368110235217	20893.08253385744	15447.072996845383	16524.233187501268	12701.79628537846	4179.4436739422	7198.533850154225	3372.1883759129373	2706.792628462732	1681.0589440965923	5768.588334270264	2500.5604292587727	1602.4076701804893	13337.11305116683	4783.9500094838295	7379.638186221754	5324.467632259792
PEPTIDOGLYCANSYN-PWY	33836.87623265054	27746.65916843118	33265.58144369579	31061.3794493064	26841.57321374891	37600.19057132369	31773.978009928043	38392.71934583542	24893.74256234866	29865.710935796807	33848.435104242795	24842.97236948477	13155.108256728929	16920.04405136241	37191.78177621367	12593.120809776494	2395.5384613271594	18252.33558160292	12470.402263713217	42075.25631083166	20825.202895028448	21482.31812873461	20176.950405116128	25190.849706575085
PHOSLIPSYN-PWY	32174.509519358377	27428.646077320365	33929.152624811184	31325.36676792883	26341.438426740493	35030.90054141926	31194.700340351592	37593.73058246639	21262.367350280165	27476.188562081163	30995.184751001536	21171.389657382595	13958.469476968596	17727.993823261575	37755.45832690803	13064.246604140904	3047.1146519891263	18801.829211456115	13011.355520220372	42384.67780539309	21627.59261624936	21641.78890937065	20405.70652106749	25431.84793646115
POLYAMINSYN3-PWY	486.42735365978615	435.7382680738588	1616.9118511721083	541.5250447895492	463.6912614429392	524.6951204823756	672.8701757107058	1173.273223078289	70.02373003231523	1303.1768328460566	785.5539720405228	546.7249491269358	354.76561540605167	632.8272044072024	267.35497412988525	236.4305674141732	92.51273920251258	601.9897254384986	144.3895726820274	105.90015223257436	3124.9038012297533	470.38449056451407	1229.691781874998	858.7358859400883
POLYAMSYN-PWY	5449.156036531319	5924.052838625129	3365.473947153257	5479.79894097087	4480.577735083363	4985.523019307464	4862.817941302498	3026.329249172604	100.0287335019556	1405.0099830218414	2159.7025708543733	997.9773881577382	583.4336952971972	2365.8200160969845	384.8321876511134	542.8776975080499	350.5267830760236	1036.132942022745	259.6239423134763	218.6528913413265	4565.546888286124	730.3243423739477	1577.5653246927818	1161.8630170518577
POLYISOPRENSYN-PWY	26306.92055806872	22226.717995618008	28529.13210753181	25869.96422317184	21507.323054425226	29423.722133429543	25753.55149217819	30429.94474781952	20115.875827952845	21053.25547648257	25675.426484568445	18479.256445052026	11517.845687583143	14956.683164942262	33231.91622669252	11325.060865664707	1928.971694154861	16219.639191988568	11053.596229950825	37775.23582727642	14555.250716675577	19154.25375095012	17569.05377990161	22366.183280079
PPGPPMET-PWY	5340.714420023538	5593.871138883344	5487.850043252305	6546.294903532942	4759.396478131438	3861.262730045295	3468.809008273471	101.36203698253902	2938.5232155910703	105.2468939570392	77.41772068967583	45.78704405501766	2311.2502359892374	4033.506576287516	702.4427039584236	1556.5847214133653	369.7267439676267	2355.809022272343	670.6684962326434	411.1318518542146	4884.365319250808	1132.201908666793	1597.0028443224755	1140.7465562469688
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	26.10405867301023	32.97249741642397	0.0	29.972704112580374	11.51452461239145	1626.151036175128	1549.5153393095763	31.97491098790925	0.0	0.0	0.0	0.0	1074.9962752467238	1126.0696440780307	908.9567568645958	409.0077104003559	1033.6955664453733	1701.303592534322	760.5154188800327	490.3910350202385	890.5258718027012	86.00118065898303	130.67822171984386	15.045834003077797
PRPP-PWY	21796.64493538596	17864.110764354973	19111.788962806448	19954.650661217533	17125.852102085475	17424.192151564086	16822.259820719857	3448.790103325984	12311.922739084575	11125.436297470493	17295.685802862834	12467.481280106393	9024.853239237178	12478.787144741074	10625.435112790525	6480.523182109515	1639.0012342455527	10781.049173965954	6554.294833426941	5906.399477276955	17088.448345890436	8262.74219975281	9844.066657711952	7448.384354512852
PWY-1269	11446.831802410632	7543.523990372996	4379.193358910662	6128.580592479763	7263.221133892722	11718.275493687102	6897.027233253876	6679.33820449057	15130.633000291198	10224.7612691927	10525.401687074656	11838.587540596094	1764.0693566684226	2821.362511072421	1216.9377044716643	961.7902655023296	792.1703149622498	1714.6093056041393	853.2984987462919	481.395279139714	8132.60508933482	1081.9056998154342	1967.9929492625952	1144.8398094241777
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.483631601920558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66413245312444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.960042752664689	0.0	21.565862574200374	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6742764074010543	0.0	0.0	0.0	262.88197408665843	0.0	0.0	11.89128039557145
PWY-181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.36637023279985	124.07872156636786	148.80371186913206	0.0	5.343275492758163	204.06997316455016	75.98849507215115	66.92592825811838	973.0702713887464	23.422005336692017	231.06035906724864	90.15153155085316
PWY-1861	856.2734927097953	835.0625313090228	467.71602734015096	2878.7089630033865	770.204883936591	412.15694108648887	568.2773773230583	632.1576272877272	12684.919270990516	3373.160955708466	4322.175649593153	2344.8931985500685	252.72377496125105	57.42902312011852	250.63938909727807	391.2974822316153	690.6940401229041	637.132716016232	1133.0738811706267	0.0	7181.527373925875	3893.436229662205	4370.448301216552	3354.012792267099
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	25622.26150715096	21757.81751995796	28550.8908027546	25822.275796712394	21201.97470540372	30640.893060751325	26864.338174911496	32074.03450438645	17416.733968801214	20977.507323536207	26530.38347456005	16895.620832117533	11631.416012577389	14993.158739509869	33553.17675959624	11446.343110637918	2178.022029960647	16746.32640471469	11304.741326632724	37944.69089401883	11213.89408968055	18167.40207915344	17522.51343307335	22277.61406758924
PWY-2942	33757.302735374455	28042.118421622254	31996.55613725046	30737.558002305497	26872.88525000564	39138.85612789897	32831.1340535643	38555.03283773056	27049.49237005393	30220.27478787847	34183.851675109145	25990.353110414173	12303.29710997872	15984.506575107818	33993.87524917467	11768.016381836622	2526.0964569728253	17452.27531216288	11663.44084474675	38129.444624869066	22140.130046196497	19017.37597256433	19176.260706084107	23344.54034289207
PWY-3001	26057.50757037461	20754.63641178254	18726.838921045583	21168.54502472821	19127.60082963258	28518.813094971127	22169.67906225704	26183.8069533346	24883.69959427012	25224.81919337348	27097.385631377336	22434.12904594188	5565.6844671638255	7498.614381369607	5078.973854605876	3262.206294982085	2171.968058513291	5770.071662100264	4108.755308985091	3002.283589861672	20225.932781322488	7362.30267313871	10498.043489475787	8905.221691648168
PWY-3661	31.27100091081488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.33238172761592	387.83367323501807	149.70550711369904	111.20072832081684	466.73413999438	353.2860008253677	215.2867896888092	355.0828671285926	184.28198424256712	0.0	35.74103827620824	50.86621873459652
PWY-3781	97.86432710970762	89.81681171046579	0.0	79.84075984727727	29.98104289532456	3.99978300411122	0.0	222.9027337930972	0.0	97.85636555794524	0.0	70.9344427955358	3107.531666808057	5550.540771242667	3127.0182329742547	1695.068677668282	2812.292558990121	3603.484273088249	2433.9863112859907	1471.2939837420397	14605.358561898129	1208.1615984601387	1767.3123641770455	728.7922470765474
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.36615377251466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.835314312511123	0.0	10.417093041819223	17.84542760771153	0.0	0.0	0.0	69.20616649616845	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.7420164236883	0.0	0.0	0.0
PWY-4984	9541.553520989328	6793.390974528919	4671.342190181644	1512.2572476422552	5433.393663035748	6919.17648679075	534.1456922738106	208.4469120937456	12552.078240936558	8145.370241207896	5831.960549107433	6640.135168632146	279.0870533431569	505.7899548181787	1730.7480550662872	2681.57439025592	728.5210112349832	1818.0548949452127	1194.042379748043	387.008523135609	6151.168849038935	1959.104613990555	3251.439870372268	5013.045077848357
PWY-5005	52.70800266695221	166.67607142586473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.71512122475367	0.0	59.39745000368902	2.996331398747509	0.0	4.782725636330269	42.51222701183813	138.80920196029953	46.95108106905288	1567.0976550035953	0.0	321.4322420063634	163.03003747362004
PWY-5022	2442.9815934227	1677.8766308031777	3980.923411009456	2732.908980955333	2720.593506095307	2836.734076200687	2387.7415064163265	980.2712041941824	2744.9613202681794	4995.377436842741	4770.670561944742	2456.8689554274247	1291.831556853132	1899.330634737913	1297.3636448489535	653.3539249827644	1277.5684018140491	1198.5144284488654	1224.7903051494995	731.4583178573719	3330.241570961147	1530.1468662137854	1456.0593083112938	1029.7924508011613
PWY-5028	0.0	22.425756448035656	0.0	19.87222324674229	7.489848682227045	0.0	0.0	49.69213466305008	0.0	0.0	0.0	0.0	795.9734156156778	802.327366176891	776.8602280516335	311.4998912175617	791.3247951866466	739.4617214901211	632.1320654831472	314.9740716165158	1122.1254716364178	188.7564992224244	53.81087573348477	55.610752104361445
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.00282403258906	0.0	0.0	0.0	0.0	0.0	17.678129245348646	0.0	28.122841510347	155.53995636631203	0.0	0.0	82.2000356036293
PWY-5097	33222.583172048406	27527.623037632075	31448.930581787023	30211.860870723543	26500.24732269885	38475.80776188176	32114.053783579457	38082.639978308594	25476.90381104681	29527.37460613932	33258.8955872678	25406.00095764461	12233.197469786815	15896.614255191333	33975.236238329584	11712.84561213824	2505.017653416668	17289.25220335416	11586.937055429926	38049.46836163674	20912.494561656506	18549.21864088098	18675.26901418429	22840.68255628358
PWY-5100	38732.287232882896	34057.743410373805	42043.35098025373	38650.047688018174	31788.411592103694	44506.917109163725	39939.01946174554	48210.187042094745	22070.15790836628	33129.69102132591	38088.8371579636	23326.951240257666	16058.481737357464	20270.94572641541	46801.29778132992	15638.581479543942	2447.9306827596856	23082.90887877084	15384.49381898473	53126.69529287642	20057.41587881165	26930.8829872886	25022.54396307396	31659.67682187496
PWY-5101	24564.025167919524	19153.24349560499	15260.3017727907	18414.81284685427	18044.111527736583	25516.338888844355	19206.357739397965	22765.41932516653	30902.32311854552	28361.998745347235	27608.563726428056	24283.74788632691	5334.643243544134	6825.494468641371	4495.302208409874	2770.59533564113	2731.067062925379	5044.92511966396	3862.6710132287217	2459.374021385208	23212.506905820177	6086.689994578996	9109.826896667137	7331.854787238025
PWY-5103	21082.140921732404	16283.039085366356	12313.943490773208	15415.497495516282	15441.586335474984	21944.829598712546	16346.840129243976	19404.13072952685	22948.36122573648	22338.434633364883	22397.90057667718	19985.475495832965	3578.415835829836	4908.646684404848	2746.40919294628	1965.78708635578	1863.5619529747912	3480.606189487792	2499.6861273095533	1562.7430239952434	19032.513596921563	4573.270512736838	6980.140702028895	5618.6295087423305
PWY-5104	22502.61056350884	17337.849627777636	14122.031756721197	17127.76105752701	16908.404855210574	23215.64349616659	17737.577677028185	21053.702223513526	21589.64407163361	26356.64875627346	25095.90895042246	21919.29309228044	1149.5356188154408	3532.4133912838515	1865.1549209015309	782.3531459521278	525.8594607296059	1749.9981719580958	504.9774585497081	493.8422834012495	21041.1299365454	2846.887212421619	7125.439171628115	4847.633389536972
PWY-5121	20105.57755859293	15903.561836054016	13545.46856954485	15727.68266356352	15657.110956064782	20727.796510323737	15988.542142197331	19553.64811460317	18658.217087102512	20209.504680392845	19816.141895081764	18273.97496074892	3073.664359070533	4388.06496987289	2757.232370549757	1874.7501014876675	1243.8120105039447	3076.9844566596344	1794.4800055667172	1090.506098494995	16304.953423388257	2930.455646811725	6009.095350150343	4362.449460137586
PWY-5154	14665.491469489549	11851.249863976038	7716.833044757598	10164.708146065284	10819.16839544848	14662.38759042399	12153.444053079607	12345.326311900122	7238.243349294384	13174.671688873364	12025.294536533322	10005.902629402966	3820.9951047311183	5261.633713165402	3102.290422261931	2018.669080306322	1661.267006201967	3691.94997151777	2359.7298976447987	1233.395417688003	10048.627687396704	1742.424289242789	3257.0934476556304	1946.3539727299603
PWY-5177	870.6478249984708	452.80198471807824	901.4393920269893	870.0896403863778	1088.1365602266403	1710.1277944868316	1131.3435258643397	197.28732062375377	0.0	1192.1143040037534	1060.3551505105654	502.5012442419998	0.0	190.76632758268195	80.57584823206592	9.974741032433792	11.96921196981293	106.22694370821736	0.0	56.34542429287061	1983.836948444229	59.16983721692588	173.5546380571617	464.2974083897682
PWY-5178	0.0	21.257302082576192	0.0	20.265764910741705	7.660647609569146	332.2471350924852	250.63883472686769	42.11158723967974	0.0	0.0	0.0	0.0	200.1031042825529	431.5773400313913	422.4857479082778	376.8584593304909	100.57378543021557	908.5837664805264	265.5728312829602	128.3902438631402	712.8983347172687	94.15923414064716	83.361579916672	0.0
PWY-5180	3013.927515284911	3208.4786901014104	3670.9576617823736	3782.3264131898304	2751.914373011995	2185.203357257916	2036.1916271875664	297.22361981137755	0.0	1105.0545704009446	1216.49189964387	649.5432723052021	724.7316428203944	2179.216826076629	408.5961908149754	490.6503204046485	689.5984551958411	938.2934216740532	633.8295538316875	349.1783270115428	2846.9177910839094	482.1697638612664	954.7609690030148	521.354351888295
PWY-5181	0.0	0.0	0.0	0.0	0.0	1452.0919874901908	1374.2959918331142	0.0	0.0	0.0	0.0	0.0	207.4713736904876	139.86718933251967	107.74816076636245	0.0	90.83554525312974	1302.015175760605	139.27720529258414	111.35668407431838	579.0507195686645	65.96618132752742	92.01224328128949	12.972540008912476
PWY-5182	3013.927515284911	3208.4786901014104	3670.9576617823736	3782.3264131898304	2751.914373011995	2185.203357257916	2036.1916271875664	297.22361981137755	0.0	1105.0545704009446	1216.49189964387	649.5432723052021	724.7316428203944	2179.216826076629	408.5961908149754	490.6503204046485	689.5984551958411	938.2934216740532	633.8295538316875	349.1783270115428	2846.9177910839094	482.1697638612664	954.7609690030148	521.354351888295
PWY-5183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.21449275699699	0.0	48.11189003227082	0.0	616.0786622278566	82.36273545934723	0.0	0.0
PWY-5188	6118.214552906267	5755.3915981354685	6689.784186975384	7609.197653331053	6363.33767394899	3372.5163922154243	4217.639201619423	5202.420497270511	4412.502008128025	5689.013035949547	4549.01396873844	3948.253503112627	1834.6384215736948	2743.002323879267	1137.593266406696	1016.8572551567394	1035.779746621577	1715.9822294799992	1067.4687155230058	507.68251067172105	10238.956528630202	1840.599554235058	2807.1645125101927	1965.0860268871363
PWY-5189	5795.748872294305	5583.041841132234	6570.9070716304495	7349.369137521202	6055.5891513949855	3256.914991203688	4075.578702118205	4967.640067777503	3731.252658422749	5336.426622787939	4185.721930106376	3617.0274957423258	1860.463564812405	2753.555250731617	1137.2495582942918	1025.3724974580955	1035.367484382054	1709.7927194633592	1062.278992899793	496.64602388219765	9608.985017386807	1805.87725010412	2639.433659652549	1853.4978428983904
PWY-5198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.542857142857144	0.0	0.0	0.0	0.0	193.7391008786117	16.484848484848484	0.0	0.0
PWY-5265	739.0712645798314	2899.229660844095	487.2430978369206	4686.620801857431	741.3988092501066	306.2109016059392	352.30292680344206	32.93189454554765	9948.596239985056	3119.588232035585	4195.246752893118	2190.017800125948	255.9614458266611	0.0	255.1509776610836	384.2287777049888	731.2992075957544	637.0707785620115	1364.7638936624255	0.0	5818.805940734138	5841.782718841441	4915.694397327359	4278.963997044385
PWY-5304	357.46000000000004	72.94	77.4	257.6	314.54	391.65	2.0	32.0	12219.0	2618.5	1331.5	1684.0	45.0	51.22	37.75	7.0	64.0	45.0	99.0	25.0	1330.37	145.5	412.00000000000006	170.0
PWY-5345	7508.492960103609	7200.275608943645	6042.718761999769	7176.773296902539	5755.541994666577	5632.215138754071	4108.749238358381	338.14449184871955	9114.016352228224	3241.83138064534	4181.43126631561	2512.6199134001963	1882.512085659949	2585.777377464656	1598.061202704184	1087.1890241144297	1290.6464358414062	2086.780637904325	1344.4652142194227	720.5833863316011	9258.21932646667	2272.0553494566147	3097.0330193295176	1926.7728509352416
PWY-5347	11034.406538149424	10723.575416890411	10744.573697353106	11894.94261967988	9197.204665888805	14733.263860891342	12493.149538920265	2119.985475997517	16831.470895906426	5492.177402982472	9397.74350890826	4902.12183603389	3656.2913860472618	5077.080841857923	2635.6349935376584	2147.3478239256087	1420.456648945593	4081.998214309429	2238.325697565784	1452.6341121455168	14308.127464796706	3834.913691413839	6039.624428094894	4649.581592239065
PWY-5384	7332.150349481276	9146.680525592084	4558.344528663213	7334.982343147855	5248.23229225298	5366.392663449141	5382.735113117276	4426.158085004342	2523.818368660919	2068.585620386671	2770.828222926073	1056.247928420188	2727.395823970296	3987.913931757033	1481.6863718379125	1570.461202272637	947.3740224205086	2485.811785338599	1154.392426943919	597.2552997611965	3995.515560356301	1493.7601680999123	2401.93629776571	2713.900022625232
PWY-5392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.44729242874935	88.3247282070579	0.0	6.950393234339139	40.547861809106514	0.0	51.08455328071063	0.0	31.41157821568877	0.0	0.0	0.0
PWY-5415	357.981680074377	258.2104212274803	894.6856984479864	1132.5340996605937	342.7435639379973	279.7555368162073	438.9910180254738	150.61827321542012	0.0	784.3633332542603	749.0000425570266	392.2864395170772	537.6760216274107	743.1156581170268	327.5584060905699	443.2740236968907	63.60006196135588	809.1039993832239	195.90641141266656	91.65965777616222	2009.9712457948224	325.99300393050163	762.4651489674986	333.684395686265
PWY-5417	0.0	10.7922070112846	0.0	9.594732239312725	3.598960168683748	1209.176802138265	1145.8037933666708	20.71794871794872	0.0	0.0	0.0	0.0	670.3934533115278	711.4011802374724	572.5702002155965	256.2239102275664	610.3577042008053	1059.4952554624365	434.0355173149837	229.3916981859356	585.0762687493169	71.12979145495012	81.29086318791894	0.0
PWY-5419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.50792629304589	0.0	0.0	9.921139039373289	14.555683845384284	0.0	55.479746648478006	0.0	174.60934025729165	0.0	15.955136906661949	0.0
PWY-5420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.08847322355413	0.0	0.0	17.146137326064526	22.25193587065914	0.0	81.96670594548691	0.0	287.9712924710851	0.0	27.497825255439736	0.0
PWY-5430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.473171749359649	0.0	0.0	16.2637817385494	5.936622522229996	0.0	27.05584626653369	0.0	325.6860719685632	0.0	31.370590490036168	0.0
PWY-5431	0.0	10.7922070112846	0.0	9.594732239312725	3.598960168683748	1209.176802138265	1145.8037933666708	20.71794871794872	0.0	0.0	0.0	0.0	670.3934533115278	711.4011802374724	572.5702002155965	256.2239102275664	610.3577042008053	1059.4952554624365	434.0355173149837	229.3916981859356	585.0762687493169	71.12979145495012	81.29086318791894	0.0
PWY-5484	37031.21204543393	30879.05644061536	32625.47124400448	32841.6634127073	28264.92567858445	38669.00406706637	31084.94305054626	35957.393832389906	31527.675425909223	31229.727015327146	32394.77204693984	26468.98848739706	10411.913296117787	15560.834284523591	12293.139756445598	8256.512385399228	2256.417621543922	11905.219702305496	6792.609746382353	5410.262266741891	22435.442900380505	12839.73897501972	16587.249324470205	14296.699015693845
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	10321.645055307878	10520.35083799882	7988.205313061804	9982.958349565237	8757.951599893213	9478.04189252392	9640.378708790828	13668.99989827291	146.66785969493822	11728.210794076467	9104.734769081146	7376.653835285954	181.40367966397696	305.3800775068256	118.47682244064188	44.49399925038367	206.22330121677587	1534.5380728556656	111.84758846377034	130.3062688928208	7861.80860782453	798.578738722366	2460.77067112774	1940.5600645242805
PWY-5507	110.30618105735503	138.13592109978734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.60538181014189	194.9262960112615	246.07570838035548	55.577048781176266	97.5498034997252	996.0387309782334	41.617946236587805	134.69091009347864	2695.841964160423	184.32129773335825	388.8801665124804	235.99039410104527
PWY-5509	10017.070240833782	9475.131728157228	4130.90877600324	4997.880918217398	4695.645467996003	11177.89545017833	6258.625627134368	4536.426171659602	10717.332563086173	8342.938468906494	5729.077616740919	5420.399950011745	1025.4383718725155	2011.800273451977	1057.436647281159	530.2686249984181	799.3843879845826	1211.297293723179	587.0883866428492	435.2333135050148	9161.325404903248	826.7997556090336	2216.7515688471667	1395.3079427153675
PWY-5529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.433224018510764	0.0	0.0	0.0
PWY-5531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.730756540884066	0.0	0.0	0.0	0.0	0.0	29.73043862766023	17.897839119467417	0.0	56.82166942929601
PWY-5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.27955510054082	10.904109072038496	28.560832569235306	0.0
PWY-5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.558011049723757	0.0	0.0	0.0	0.0	0.0	23.02911616908069	0.0	62.37405168254033	0.0	9.333333333333334	0.0
PWY-5651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.952830188679245	0.0	0.0	0.0	0.0	6.507271382795169	0.0	0.0	0.0	0.0	0.0	34.37711240501852	16.321773735076746	440.8967911804192	35.594623062647344	48.062806926854485	18.471989493229472
PWY-5654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.238095238095238	0.0	0.0	0.0	0.0	0.0	23.301616973548924	0.0	52.53102687641493	0.0	8.0	0.0
PWY-5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.811465131249227	0.0	0.0	0.0	0.0	0.0	36.31855072042937	0.0	135.00485203409963	0.0	19.74031048612263	0.0
PWY-5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.828333414343447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	21380.65879567719	14993.126536560694	14879.647159119548	16460.49991716098	16414.733554893373	20918.131175915267	14828.730355490205	16046.375159542842	26043.39164521521	23000.433674062075	22147.76330279155	21837.263697608683	3428.38499352093	7033.249905889125	3650.590786003109	2091.1983373348967	1867.130396598848	4196.278314601673	2148.5748708294946	1412.2723668173476	15233.70570129142	2493.4361445695004	6066.251784342307	3970.502926292165
PWY-5667	35392.93004519653	29706.44569210074	35654.2783164191	33204.97900674168	28604.444748557	38769.43183971808	33729.222692492905	40820.6024359697	24344.091089000965	31332.611955840017	34987.33828744858	24911.407324103013	14596.63919402972	18525.514290487765	39108.45682059464	13539.85169742647	3418.473519996467	19561.77832393808	13570.264675465498	43736.24987218305	23593.52768361043	22407.170232518434	21270.41747874324	26356.71435905056
PWY-5676	2626.003001831846	2233.942741586923	6762.830916179155	3605.914468094394	2978.62762202985	1876.3767468274864	2701.376007418937	1119.5777269124171	0.0	7164.517363382463	6072.08797258154	3336.080786517002	782.9444448230462	1285.2681005329844	550.0812879010274	305.20706686828345	466.0513150677491	1041.2491220443965	667.1789663859739	326.0895578644609	5067.285625812486	529.404450515318	1103.711207663804	1103.0034354544223
