function	050A	052A	059A	064A	065A	073A	074A	075A	081A	083A	085A	086A	088A	095A	097A	103A	105A	106A	107A	215A	226A	227A	228A	229A	233A	234A	235A	237A	238A	239A
EC:4.2.3.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.99.18	28810.7	62939.83	64471.42	68530.63	72695.46	88167.43	77232.04	82431.51000000001	63880.51	59020.5	51868.87	46797.01	67613.28	62116.91	61880.84	72355.8	68907.56	67120.73	78245.81	34660.130000000005	49500.0	37666.44	34031.67	34084.15	33766.94	35779.88	48854.59	29515.97	49956.36	44327.77
EC:4.2.99.20	1837.0	2034.5	4253.75	1039.6	2158.93	576.09	263.5	290.08	902.83	1270.5	1970.74	3508.99	1835.59	3518.87	1163.03	499.5	935.17	377.34	555.08	180.59	3609.49	3571.38	3612.5	3582.15	1132.5800000000002	1888.15	2379.42	727.09	2325.41	1238.19
EC:4.2.99.21	1783.5	1946.0	4114.0	897.4300000000001	2042.93	31.75	29.0	41.25	427.0	669.0	626.74	3337.0	1395.0	3367.79	1086.36	112.0	554.5	56.0	31.75	2.75	3129.75	3201.75	3306.0	3079.25	619.25	1669.5	1595.75	423.25	395.75	176.0
EC:4.3.1.1	1819.33	2047.5	4443.75	1024.26	2184.93	10481.59	2541.63	701.75	621.0799999999999	1397.5000000000002	1684.07	3440.33	2646.84	4440.37	1994.36	527.83	1075.5	792.5899999999999	379.16	8301.25	3792.16	3617.48	3511.5	3353.75	5186.24	5157.99	2385.42	6518.25	5909.08	1253.99
EC:4.3.1.12	25.270000000000003	19.0	25.0	129.34	32.0	911.0	112.87	176.13	356.8	486.0	650.87	79.25999999999999	460.3	125.4	212.87	170.07	185.07	248.8	358.62	220.94	117.35	32.3	127.0	262.0	159.94	97.66	23.0	345.84000000000003	2162.93	471.8
EC:4.3.1.14	0.0	64.0	34.0	55.0	0.0	45.0	90.0	670.0	28.0	0.0	0.0	0.0	16.0	30.0	83.0	0.0	0.0	10.0	0.0	64.0	10.0	7.0	2.0	0.0	2.0	0.0	0.0	70.0	0.0	112.0
EC:4.3.1.15	1837.5	2112.66	4414.59	884.4300000000001	2237.27	2457.75	834.0	1263.25	788.0	1072.0	636.74	3583.16	1726.25	4164.2	1727.86	68.0	556.84	385.6	49.75	433.75	3602.95	3888.41	3655.34	3277.25	749.91	1976.16	1702.75	1196.95	1271.75	886.66
EC:4.3.1.17	28345.870000000003	61926.33	64106.92	68291.8	72278.46	87726.59	76525.21	81030.01	62579.68	58208.5	50489.04	41994.18000000001	66888.94	61728.58	61079.83	71799.97	67509.56	65732.39	77758.9	24707.130000000005	48691.34	36519.51	33750.17	33755.25	31000.95	31983.89	47909.92	23054.33	47387.03	39382.58
EC:4.3.1.18	1810.5	1996.33	4242.92	874.4300000000001	2072.6	80.75	56.0	204.25	736.0	1067.0	1166.74	3450.83	1625.75	3484.87	1138.36	52.0	543.17	32.0	12.75	167.75	3275.0	3394.08	3436.67	3168.25	695.58	1786.83	1647.75	546.63	382.75	331.33000000000004
EC:4.3.1.19	3851.93	4608.83	8898.17	1910.26	4548.1	6474.84	2631.2000000000003	3275.3	1477.88	1739.0	2271.52	7152.26	4906.89	8689.85	2877.74	909.23	2052.57	1331.99	568.11	7798.1	9245.04	8894.36	7329.17	7542.0	4292.92	6917.32	5953.17	7950.2	8250.6	5904.95
EC:4.3.1.2	1783.5	1946.0	4114.0	863.4300000000001	2016.93	19.75	0.0	19.25	418.0	669.0	591.74	3337.0	1355.0	3365.79	1074.36	42.0	536.5	19.0	12.75	9.75	3079.75	3188.75	3302.0	3059.25	612.25	1669.5	1580.75	413.25	382.75	166.0
EC:4.3.1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.3.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.3.1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.3.1.3	459.0	1046.0	522.0	937.43	89.43	7146.0	4742.6	2994.0	2237.0	2438.9999999999995	1810.99	945.0	3761.0	976.79	3008.36	3203.0	2156.0	2438.0	2996.0	5968.0	321.0	140.5	30.0	2.0	4050.5	2694.5	83.0	4565.5	2437.0	217.0
EC:4.3.1.4	459.0	1046.0	497.0	0.0	0.0	4408.0	3937.0	2897.0	1450.0	1246.0	536.0	916.0	3144.0	612.0	1047.0	2940.0	1993.0	2237.0	2913.0	73.0	89.0	21.0	0.0	0.0	69.0	40.0	0.0	148.5	1503.0	99.0
EC:4.3.1.7	3621.0	4184.66	8537.84	3477.7200000000003	4212.06	63.5	58.0	82.5	1710.0	2676.0	2427.46	6843.66	2905.5	7482.320000000001	4395.780000000001	232.0	1122.34	142.0	59.5	197.5	6438.0	6738.16	6873.34	6336.5	1301.16	3449.66	3249.5	1172.5	765.5	692.66
EC:4.3.2.1	13482.43	30494.0	30102.25	33791.26	35227.93	49381.59	39911.5	41188.55	31254.88	29019.5	25158.02	19355.43	33579.64	29820.77	30995.9	36122.23	34160.65	33076.99	38856.86	21319.85	23201.29	17003.280000000002	15114.5	15220.75	18746.34	18745.24	23611.42	16579.33	25491.1	22080.62
EC:4.3.2.2	13500.1	30481.0	30085.25	33837.6	35247.93	44857.59	38746.17	41308.880000000005	31567.88	29088.5	25629.69	21750.090000000004	33541.64	29847.77	30989.07	36167.9	34318.32	33633.99	39126.53	21487.19	23252.29	17031.08	15272.5	15468.15	19019.68	18991.9	23611.42	18071.17	26732.43	22272.82
EC:4.3.2.3	1810.5	1982.33	4188.67	925.43	2106.6	2695.75	1300.0	2013.25	446.0	711.0	679.74	3400.33	1459.0	3434.12	1092.36	198.0	579.17	503.0	46.75	468.75	3524.75	3408.08	3434.67	3182.25	680.58	1873.83	1654.75	891.25	435.75	465.33
EC:4.3.2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.3.3.6	0.0	0.0	248.0	0.0	0.0	2877.0	771.0	608.0	660.5	827.0	1264.0	68.0	1411.5	937.0	146.0	24.0	0.0	41.7	1.5	834.0	285.9	63.8	4.0	1.0	246.0	255.0	49.0	1340.9	2410.0	376.0
EC:4.3.3.7	13696.1	31022.0	30507.25	37954.32	35534.65	50200.59	40936.64	44098.880000000005	33805.880000000005	32431.5	28269.65	21892.090000000004	35079.14	32573.430000000004	36842.02	36349.9	34780.32	34795.19	39216.28	29095.69	23759.94	17587.58	15335.5	15468.15	20313.18	21412.4	23662.42	26936.57	31506.1	25322.15
EC:4.3.99.3	1810.5	1996.33	4242.92	894.4300000000001	2096.6	127.25	73.0	94.25	743.0	1067.0	1201.74	3455.83	1734.75	3486.87	1134.03	118.0	561.17	69.0	29.75	74.25	3279.0	3417.08	3434.67	3184.25	702.08	1745.83	1677.75	2034.75	397.75	284.33000000000004
EC:4.4.1.1	0.0	0.0	25.0	1719.86	44.86	64.0	67.0	51.0	1157.0	1736.0	1783.98	29.0	277.0	513.58	2200.3900000000003	76.0	18.0	50.0	17.0	67.0	0.0	17.0	0.0	0.0	53.0	21.0	23.0	123.38	2.0	110.0
EC:4.4.1.11	0.0	0.0	0.0	11.0	2.0	9.0	18.0	103.0	22.0	0.0	8.0	0.0	3.0	0.0	20.67	39.0	34.0	70.0	32.0	0.0	109.75	12.0	6.0	0.0	11.0	0.0	0.0	11.0	2.0	90.0
EC:4.4.1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.4.1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.4.1.15	1810.5	1996.33	4242.92	2583.29	2115.46	83.75	67.0	70.25	1575.0	2405.0	2375.7200000000003	3450.83	1665.75	3967.45	3271.08	118.0	623.17	69.0	29.75	69.75	3219.75	3374.08	3438.67	3184.25	695.58	1745.83	1647.75	546.25	395.75	290.33000000000004
EC:4.4.1.16	13276.77	29912.83	29945.92	33534.770000000004	35057.6	41557.25	37121.17	38783.88	31018.05	28835.0	24671.36	19224.090000000004	32774.8	28984.77	30047.4	35592.07	33475.49	32616.050000000003	38712.87	16652.190000000002	22488.68	16647.38	15211.67	15276.25	17318.52	17171.239999999998	22849.75	12497.97	23865.93	19039.13
EC:4.4.1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.4	0.0	0.0	0.0	0.0	3.0	4.5	0.0	2.0
EC:4.4.1.2	0.0	0.0	25.0	31.0	26.0	64.0	67.0	51.0	321.0	398.0	610.0	29.0	277.0	33.0	59.0	76.0	18.0	50.0	17.0	67.0	0.0	12.0	0.0	0.0	53.0	21.0	23.0	123.38	0.0	108.0
EC:4.4.1.21	13500.1	30417.0	30068.25	33794.6	35199.93	43011.09	37985.37	40180.880000000005	31227.88	28795.5	25257.69	19270.090000000004	33209.14	29202.27	30200.9	36054.9	34073.32	33038.99	39036.78	16717.190000000002	22771.46	16888.88	15242.5	15430.75	17738.18	17267.4	23535.42	7522.17	23564.43	20385.62
EC:4.4.1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.4.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.4.1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
EC:4.4.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.4.1.5	5416.3	10897.5	11072.25	9744.46	8709.79	29331.09	20900.07	18840.980000000003	11748.48	12200.500000000002	9007.82	9281.29	18649.24	13756.15	13744.52	15608.7	13950.37	15079.59	16514.68	11851.89	10784.990000000002	8899.98	4302.5	7576.75	7466.88	9891.15	9686.42	16832.93	14080.88	7436.219999999999
EC:4.4.1.8	26557.64	59947.83	59686.67	68272.14000000001	70368.96	84221.34	73073.38	79055.39	61636.73	57430.0	50238.41	40145.94	63209.74	58934.73	61250.02999999999	68881.04000000001	66254.38	64668.84	75224.52	37329.32	45693.07000000001	33739.36	30574.17	30952.4	33490.14	35184.3	46448.17	39178.48	51418.46	43726.58
EC:4.6.1.1	1819.33	2015.5	4233.75	1034.26	2184.93	83.59	261.83000000000004	217.75	581.8299999999999	809.5	1419.07	3440.33	1576.59	3462.87	1122.7	553.83	913.5	334.34000000000003	377.41	72.25	3706.41	3581.08	3489.5	3346.75	1031.74	1840.49	2358.42	451.75	1102.08	973.99
EC:4.6.1.12	2033.83	2615.0	4655.25	1786.2600000000002	2408.93	8128.59	2770.3	3233.75	1173.08	1718.5	1795.8199999999997	3712.83	3928.84	6305.37	3864.7	623.83	1719.25	1709.19	468.66	15631.25	4535.19	4233.48	3591.5	3392.75	7517.74	8160.24	2465.42	15499.83	9512.5	4804.82
EC:4.6.1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.6.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.7.1.1	1810.5	1996.33	4217.92	863.4300000000001	2070.6	19.75	0.0	74.25	418.0	669.0	591.74	3421.83	1388.75	3453.87	1074.36	46.0	543.17	19.0	12.75	2.75	3230.75	3377.08	3434.67	3168.25	642.58	1724.83	1624.75	423.25	382.75	176.33
EC:4.99.1.1	12801.33	28790.5	29161.75	32972.26	34976.93	33041.09	32390.83	35230.75	29210.83	26909.5	24427.07	18153.33	28283.59	26323.87	27724.03	33023.83	31395.5	29851.34	35719.16	6405.25	20886.16	15089.08	14743.5	14196.75	11308.74	11827.49	21689.42	2503.25	15952.08	16782.989999999998
EC:4.99.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.99.1.3	0.0	88.0	325.0	1529.43	200.43	4771.5	1690.17	1854.0	913.0	1082.0	714.99	98.0	1123.0	1477.29	1963.03	134.0	324.0	452.6	138.0	1160.5	688.53	456.4	102.0	14.0	357.0	413.0	64.0	2314.2	3046.17	925.83
EC:4.99.1.4	2025.0	2529.33	4677.42	2405.86	2330.03	5410.25	2208.17	2928.75	2008.0	2592.0	2473.73	3625.33	3299.75	5321.16	3517.56	214.0	1002.67	855.2	115.75	5484.75	3947.4	3939.48	3530.67	3195.25	2243.08	3580.83	1742.75	7288.65	4567.92	3156.16
EC:4.99.1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.1.1	26494.1	59758.33	59294.67	66635.03	70012.53	78968.34	71796.84	78332.63	60631.880000000005	56028.0	49428.92999999999	39992.420000000006	61787.89	56891.64	58843.42999999999	68627.90000000001	65752.99	64221.99	74492.28	33300.94	43934.37	32004.960000000003	29935.17	29488.8	31127.26	32269.73	44505.17	25045.92	43182.850000000006	40693.68
EC:5.1.1.13	11007.27	26884.0	25123.0	32082.34	32867.0	36280.5	32893.869999999995	35651.13	28707.8	26021.0	23037.87	17195.260000000002	27329.8	24267.4	26467.87	32711.07	30721.07	30362.800000000003	35831.869999999995	8060.94	17371.1	11535.8	11386.0	11086.0	10648.44	10490.66	19296.0	3833.84	19025.93	16440.8
EC:5.1.1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.1.18	0.0	32.0	17.0	0.0	0.0	611.0	19.67	29.0	44.0	249.0	271.0	0.0	32.5	86.0	24.67	0.0	87.0	472.0	38.0	3302.0	0.0	0.0	0.0	0.0	24.0	855.0	0.0	335.5	4.67	365.33
EC:5.1.1.3	13500.1	30481.0	30085.25	33837.6	35247.93	44857.59	38746.17	41253.880000000005	31567.88	29088.5	25629.69	21750.090000000004	33541.64	29847.77	30988.4	36167.9	34287.32	33633.99	39126.53	21487.19	23247.96	17026.08	15288.5	15469.15	19019.68	18991.9	23617.42	18065.17	26738.43	22272.82
EC:5.1.1.4	0.0	0.0	0.0	20.0	0.0	14.5	13.5	10.0	18.0	0.0	8.0	0.0	78.0	0.0	70.5	39.0	34.0	70.0	32.0	98.0	41.0	0.0	0.0	0.0	14.5	41.0	0.0	0.0	231.5	91.5
EC:5.1.1.7	13041.1	29483.0	29663.25	34505.6	35439.93	40782.09	35005.67	38464.880000000005	30226.88	27820.5	24491.69	20901.090000000004	30468.14	29518.77	30699.57	33291.9	32305.32	31364.59	36230.53	21266.19	21928.99	16046.28	15030.5	14472.75	17855.18	18100.9	21768.42	18135.370000000003	26007.93	21199.12
EC:5.1.1.8	0.0	0.0	0.0	31.0	28.0	12.0	29.0	22.0	7.0	0.0	35.0	0.0	40.0	2.0	12.67	74.0	18.0	40.0	17.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.2.3	3621.0	3992.66	8435.84	1788.86	4193.2	63.5	58.0	82.5	852.0	1338.0	1253.48	6843.66	2857.5	6911.74	2170.3900000000003	224.0	1122.34	112.0	59.5	7.5	6519.0	6810.16	6869.34	6366.5	1285.16	3449.66	3309.5	846.5	795.5	352.66
EC:5.1.3.1	13518.6	30577.0	30201.75	33868.6	35380.93	44975.09	38785.67	41432.380000000005	31929.88	29438.5	25655.69	21755.590000000004	33746.14	30102.77	31359.57	36170.9	34324.82	33689.59	39126.53	21593.19	23308.99	17356.08	15354.5	15472.15	19095.18	19092.9	23647.42	18525.75	27341.93	22805.32
EC:5.1.3.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.3.13	711.77	1667.5	988.5	1827.77	437.43	12512.5	6862.94	6039.13	2556.05	2714.9999999999995	1527.61	1170.76	5451.05	3289.69	4846.57	3367.07	2968.82	3464.65	3456.12	15816.94	2471.55	2006.3	557.0	1277.0	7686.44	7401.91	1976.0	18418.54	10693.35	5211.63
EC:5.1.3.14	13481.6	30377.0	29968.75	33260.6	35078.93	41935.09	37811.67	40057.380000000005	31130.63	28398.0	25390.19	21646.590000000004	33427.39	29682.27	30538.07	36269.9	34313.82	32903.14	39136.78	19369.19	21307.76	15278.28	14893.5	14444.75	17934.18	17505.399999999998	21702.42	21176.35	23698.93	20064.12
EC:5.1.3.15	1819.33	2015.5	4228.75	1024.26	2184.93	58.59	235.83	193.75	579.8299999999999	809.5	1409.07	3440.33	1551.59	3462.87	1115.36	523.83	913.5	304.34000000000003	340.41	67.75	3526.99	3543.58	3485.5	3336.75	1026.24	1838.49	2356.42	428.75	1092.08	967.99
EC:5.1.3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.3.2	13792.14	31106.33	30589.42	34684.28	35587.6	51288.59	40522.380000000005	43209.64	32834.48	30402.0	26908.93	24451.44	35472.74	31513.4	33125.99	36479.04	35120.63	34941.59	39919.02	34281.07	24145.57	17809.410000000003	15806.17	16101.15	24876.890000000003	24157.05	23768.42	30409.730000000003	34990.96	25469.08
EC:5.1.3.20	1819.33	2015.5	4228.75	993.26	2158.93	718.5899999999999	355.83	173.75	572.8299999999999	840.5	1374.07	3440.33	1517.59	3460.87	1110.03	457.83	895.5	270.34000000000003	323.41	72.25	3648.66	3559.58	3497.5	3343.75	1043.74	1840.49	2364.42	441.75	1106.08	973.99
EC:5.1.3.22	1810.5	1996.33	4217.92	863.4300000000001	2070.6	422.75	14.0	19.25	440.0	913.0	809.74	3421.83	1388.75	3453.87	1074.36	42.0	630.17	490.6	50.75	1774.75	3224.95	3369.08	3434.67	3168.25	666.58	2200.83	1624.75	750.45	382.75	374.33
EC:5.1.3.23	0.0	0.0	0.0	20.0	0.0	38.5	13.5	10.0	0.0	0.0	0.0	0.0	75.0	7.0	64.5	0.0	0.0	0.0	0.0	0.0	19.0	0.0	2.0	0.0	14.5	0.0	2.0	24.0	231.5	44.5
EC:5.1.3.24	1783.5	1946.0	4114.0	19.0	2007.5	19.75	0.0	19.25	0.0	0.0	4.75	3337.0	1355.0	3125.5	5.5	42.0	536.5	19.0	12.75	61.92	3311.91	3313.92	3350.83	3162.75	971.41	1768.5	2235.42	412.75	1052.58	827.83
EC:5.1.3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.3.29	1819.33	2015.5	4228.75	1096.83	2158.93	254.59000000000003	206.83	189.75	626.8299999999999	897.9300000000001	1450.07	3440.33	1515.09	3545.73	1246.72	457.83	895.5	275.94	323.41	65.75	3518.94	3554.58	3487.5	3334.75	1027.24	1838.49	2355.42	533.95	1092.08	967.99
EC:5.1.3.3	15308.87	32433.0	34211.5	33951.939999999995	37297.43	46641.84	39131.64	41507.26	31562.68	29389.5	25698.81	25197.85	35824.19	34863.92	32250.61	36303.97	35375.39	33877.78999999999	39438.15	31797.380000000005	26341.140000000003	20267.230000000003	18685.5	18788.4	25704.87	25957.06	25226.17	36814.14	31170.61	23904.620000000003
EC:5.1.3.30	0.0	32.0	17.0	0.0	0.0	261.0	0.0	18.0	4.0	10.0	0.0	0.0	11.5	165.0	19.17	4.0	75.0	26.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	46.5	0.0	150.0
EC:5.1.3.31	0.0	32.0	17.0	0.0	0.0	261.0	0.0	18.0	4.0	10.0	0.0	0.0	11.5	165.0	19.17	4.0	75.0	26.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	46.5	0.0	150.0
EC:5.1.3.32	1828.17	2015.33	4217.92	915.77	2072.6	532.25	248.27	108.58	434.0	732.0	613.41	3461.49	1475.75	3655.87	1570.03	85.67	657.8399999999999	128.6	246.42	519.59	3484.2	3487.08	3573.67	3443.25	757.92	1974.49	1687.75	9264.79	1632.08	359.33
EC:5.1.3.4	13385.6	27391.16	29491.84	29398.460000000003	31127.63	36583.34	32371.17	34566.630000000005	26433.88	24944.5	21829.67	20010.250000000004	28727.39	28197.26	26917.62	30091.9	28727.910000000003	27740.99	32335.03	12480.44	23058.21	18478.590000000004	18784.84	16739.4	12785.59	14988.81	21695.17	11710.54	23302.43	21473.98
EC:5.1.3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
EC:5.1.3.6	0.0	0.0	0.0	887.4300000000001	37.43	305.0	465.0	1024.0	427.0	669.0	621.99	19.0	66.0	426.29	1713.53	70.0	93.0	37.0	17.0	4588.0	164.25	71.0	24.0	19.0	1179.0	1582.0	51.0	11216.5	900.0	1570.0
EC:5.1.3.7	214.5	477.0	106.5	9.0	31.0	554.0	457.0	1106.5	70.0	35.0	0.0	47.5	310.0	260.0	404.5	25.0	451.5	403.0	17.0	4242.0	146.0	183.0	2.0	0.0	1151.0	1407.0	30.0	2780.0	1115.0	1912.0
EC:5.1.3.8	0.0	34.5	17.0	3.0	0.0	1084.0	373.1	79.5	4.0	148.5	2.25	120.0	642.5	1409.0	1107.5	0.0	270.25	89.0	3.5	7560.0	154.32999999999998	63.0	6.0	24.0	4882.5	3716.25	45.0	11326.5	1827.25	750.0
EC:5.1.3.9	22517.1	52040.5	50050.25	59349.6	61613.93	67002.09	63374.87	68292.38	54381.630000000005	49792.5	44053.94	33556.090000000004	53564.39	46974.27	50334.9	62391.9	58733.07	57435.74	67596.28	18828.19	36451.21	26272.380000000005	26460.5	24287.75	22467.68	23167.15	39245.42	10050.67	36546.18	36930.62
EC:5.1.99.1	0.0	34.5	17.0	12.0	2.0	1819.0	686.3	1133.5	36.0	156.5	10.25	41.0	744.5	899.5	1253.67	39.0	366.25	163.0	36.25	12556.0	365.83	120.4	20.0	26.0	6097.5	5433.75	41.0	9783.0	4379.25	2319.0
EC:5.1.99.3	0.0	0.0	0.0	875.4300000000001	35.43	12.0	29.0	22.0	425.0	669.0	621.99	0.0	40.0	242.29	1077.86	74.0	18.0	37.0	17.0	0.0	3.25	0.0	0.0	14.0	0.0	0.0	0.0	0.0	13.0	2.0
EC:5.1.99.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
EC:5.1.99.6	2052.0	2632.16	4719.09	1645.43	2356.27	7392.25	2390.4700000000003	2903.25	1007.0	1547.0000000000002	1013.49	3754.66	3752.75	6377.700000000001	3819.37	208.0	1373.59	1459.6	157.25	15566.25	4310.53	4187.81	3665.34	3315.25	7167.41	8099.91	1742.75	15503.95	8786.17	4021.49
EC:5.2.1.1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	26.0	13.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
EC:5.2.1.13	0.0	0.0	0.0	0.0	0.0	208.0	0.0	18.0	0.0	0.0	0.0	0.0	3.5	56.0	4.5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0
EC:5.2.1.2	0.0	0.0	0.0	31.0	26.0	12.0	29.0	22.0	9.0	0.0	35.0	0.0	40.0	2.0	12.0	70.0	18.0	37.0	17.0	0.0	8.25	0.0	0.0	14.0	0.0	0.0	0.0	3.0	15.0	0.0
EC:5.2.1.4	1783.5	1946.0	4114.0	863.4300000000001	2018.93	19.75	0.0	19.25	420.0	669.0	591.74	3337.0	1355.0	3365.79	1077.36	46.0	536.5	19.0	12.75	2.75	3092.75	3182.75	3300.0	3073.25	610.25	1669.5	1580.75	413.25	397.75	166.0
EC:5.2.1.8	40220.29	76121.32	90601.93	76064.3	85776.48	112661.79	85983.3	87567.64	69266.87999999999	67208.0	60408.240000000005	68693.58	86357.19	90975.65	79860.73999999999	78031.19	77948.39000000001	72315.34	83170.56999999999	101789.57	74639.29	61194.65	55531.68	55459.45	79047.83	79267.73999999999	63971.77	94646.21	83337.03	55469.74999999999
EC:5.3.1.1	13525.37	30564.0	30119.25	34777.369999999995	35257.36	47101.09	39835.54	43333.01	32021.68	29866.5	26270.55	21819.35	33685.44	30163.46	32316.3	36240.97	34353.39	33985.78999999999	39455.4	26185.13	23490.390000000003	17068.68	15397.5	15725.55	20288.12	20561.56	23613.42	21214.51	29591.86	24384.32
