function	055B	056B	068B	071B	077B	078B	091B	092B	093B	094B	098B	099B	100B	101B	217B	218B	219B	220B	223B	224B	225B	241B	242B	243B	244B	245B	246B	248B
EC:3.1.27.3	115.0	99.0	120.0	64.67	177.0	225.0	116.0	283.0	244.67	84.0	13.33	0.0	4.0	0.0	67.33	103.0	48.33	128.0	302.67	191.33	278.0	103.0	192.67	204.0	138.0	59.0	210.0	173.67
EC:3.1.27.6	84.75	5268.75	30.5	6.0	16.75	13.0	2033.75	198.25	11.45	62.75	109.25	3703.6	5.25	105.35	81.67	67.42	2502.67	181.9	169.57999999999998	141.59	254.34000000000003	406.58	57.58	135.07999999999998	176.7	1085.75	254.79	130.09
EC:3.1.27.9	36.0	0.0	24.0	0.0	64.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	40.0	11.0	11.0	0.0	32.0	15.0	4.0	0.0	41.5	28.0
EC:3.1.3.1	6562.75	12884.69	8647.18	19944.0	6492.72	8435.039999999999	13488.97	37813.25	20694.78	13975.36	20311.33	18661.1	21175.66	4751.25	3591.8500000000004	10020.73	9520.68	8609.060000000001	9259.490000000002	9448.35	8753.630000000001	5247.13	7055.48	7249.66	9739.99	6899.6	6667.55	9031.46
EC:3.1.3.10	84.75	5167.75	37.5	6.0	16.75	20.2	2024.75	198.25	11.45	62.75	109.25	3674.93	5.25	123.35	134.42000000000002	129.37	2504.0	283.33	302.72	190.44	362.19	484.08	183.33	342.73	292.70000000000005	1157.0	317.98	244.84000000000003
EC:3.1.3.11	5243.77	22265.57	13345.12	13694.83	4474.139999999999	6531.07	16550.46	32807.8	20226.82	13623.48	20041.0	24393.07	19010.32	3947.51	5808.0	12094.21	16103.11	14702.54	13901.97	12484.080000000002	13441.18	9549.8	8774.77	10213.47	13709.92	10297.8	9834.87	13019.830000000002
EC:3.1.3.12	244.0	5416.61	290.5	205.5	336.25	333.5	3272.75	536.25	261.37	219.11	152.07999999999998	3732.6	45.75	186.75	640.1700000000001	810.12	2680.67	1637.08	1710.55	1077.07	1007.23	880.21	957.69	1865.03	1370.4	1404.25	1404.29	1272.1
EC:3.1.3.15	714.9	5895.38	587.77	1320.4	471.13	527.4	4726.07	3948.22	714.6500000000001	2151.25	517.35	3924.8	291.41	409.05	5674.57	4798.28	4348.26	12440.679999999998	12108.83	7414.56	8474.39	4542.27	6522.780000000001	9311.44	8973.759999999998	4027.6100000000006	8333.36	8883.57
EC:3.1.3.16	7921.84	24361.21	23412.85	30177.11	7539.59	8869.24	20525.24	41383.45	23482.09	16592.25	21511.44	26467.97	21967.64	5909.57	7187.11	13460.19	16359.079999999998	17487.699999999997	16829.14	13927.99	16944.07	13127.5	10940.89	12421.4	16399.73	11468.15	11920.57	16034.13
EC:3.1.3.18	13104.15	18206.68	17651.78	15112.55	10982.7	14921.75	17501.76	43852.55	27331.17	19677.550000000003	22709.09	18076.300000000003	20751.91	5891.549999999999	10951.0	17807.62	12192.73	26377.44	25477.16	20425.59	21876.99	11862.61	17001.79	21236.97	23819.2	11778.89	18538.26	22699.47
EC:3.1.3.2	231.5	10798.25	161.0	180.0	133.0	41.0	4917.0	523.5	67.9	149.5	248.5	7579.47	31.5	245.55	432.26	507.26	5170.0	1171.39	1110.99	845.77	1110.77	1102.74	693.49	968.24	991.29	2441.75	1128.37	707.94
EC:3.1.3.23	3083.25	18467.0	3902.17	1984.83	2518.25	3053.07	8246.58	2662.75	2411.77	2172.0	1121.0	11555.47	534.5	984.45	823.76	959.66	7699.67	1248.77	1428.53	1312.9	1714.61	1957.24	1274.49	1718.91	1567.45	4135.0	1654.2400000000002	1458.65
EC:3.1.3.25	7901.9	13562.16	16319.57	25630.77	8041.130000000001	8315.3	18204.31	47740.73	24229.75	18369.88	20614.93	19024.86	21311.050000000003	4781.54	4882.87	11226.29	10530.98	11392.22	10952.43	10737.12	11836.02	8051.1	7895.57	8430.88	12373.839999999998	7677.99	7881.049999999999	11657.16
EC:3.1.3.26	105.75	5235.5	82.5	64.0	16.25	16.0	2084.25	257.25	27.45	74.75	124.25	3679.1	5.25	105.35	122.42	127.17	2546.5	290.08	274.58	205.34	292.09000000000003	429.83	148.32999999999998	215.08	252.17	1118.75	276.25	186.09000000000003
EC:3.1.3.27	2409.25	18106.13	3217.1800000000003	1211.4899999999998	1697.11	2510.77	7447.6	3639.5	1653.19	1605.2200000000005	1234.08	11507.47	606.5699999999999	1010.7	2286.63	2506.04	9395.91	4735.09	4497.22	3953.51	5043.71	3352.76	3214.03	3967.17	4415.04	5362.76	3538.53	4285.41
EC:3.1.3.3	7099.8	12722.3	9290.51	12342.56	5809.37	8391.24	12710.15	38673.0	21604.43	14797.02	20663.18	17202.1	19679.41	4552.1	5404.8	11817.169999999998	10336.23	13569.54	12688.36	11860.23	12424.91	6785.799999999999	9114.1	10773.29	13272.3	7562.5	9008.41	12276.89
EC:3.1.3.37	1135.0	904.0	1392.0	1083.0	1174.0	924.5	1541.0	1028.0	1384.0	1167.0	146.0	144.0	93.5	65.0	113.5	106.0	50.5	346.9	245.0	186.0	145.5	77.5	115.5	206.5	227.9	58.0	198.0	154.0
EC:3.1.3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.3.4	195.25	5639.44	207.84	66.83	72.93	107.2	2192.05	942.75	104.95	204.61	150.75	3833.27	86.91	144.35	458.18	469.86	3220.1800000000003	979.49	793.81	885.27	1172.94	829.25	547.6700000000001	693.22	772.6199999999999	1600.93	596.8900000000001	848.7600000000001
EC:3.1.3.41	704.8	417.0	7307.73	13943.6	1502.4	437.4	3219.1	14475.6	1633.0	2721.4	698.0999999999999	1887.8	2364.89	1075.69	1040.52	848.69	227.6	1269.11	1807.27	866.25	1578.6800000000003	2497.25	1147.9699999999998	1009.67	1876.52	936.07	1111.1	1860.42
EC:3.1.3.45	2354.25	7307.19	3189.84	1286.66	1674.85	2733.87	3509.63	2705.5	1807.95	1599.11	1062.33	4056.6	561.66	932.0	3471.78	3521.89	3910.730000000001	7146.78	7374.19	4742.07	5848.33	3446.76	4814.379999999999	6389.67	6231.650000000001	3563.33	5511.879999999999	5889.6900000000005
EC:3.1.3.48	8680.99	21591.79	30256.28	58138.84	10461.41	10891.97	31367.5	96529.58	42503.11	32353.03	40421.04	39097.33	44194.14	9736.61	10766.259999999998	23948.46	20665.92	25561.71	26656.96	22112.54	25033.51	18917.41	17286.16	18312.81	26569.36	15661.080000000002	17284.489999999998	25817.4
EC:3.1.3.5	7317.75	21969.63	9689.85	6001.49	5957.95	7256.24	14023.59	13931.5	6752.55	6053.72	2601.4100000000003	12242.9	1458.07	2074.95	7239.85	7486.87	10584.2	15642.62	15493.93	10504.12	13316.33	7836.28	10320.5	13009.69	13167.62	8322.960000000001	11495.11	12411.419999999998
EC:3.1.3.6	512.65	6064.05	7607.570000000001	4772.429999999999	341.86	285.13	3370.68	7361.48	868.75	997.02	308.6	3880.93	249.8	269.04	2015.61	2292.02	4275.11	4676.6	4246.52	2945.92	4795.49	4528.880000000001	2733.97	3455.99	4154.1	2869.4700000000003	3196.1	3761.91
EC:3.1.3.7	5514.82	11845.489999999998	13520.91	23335.1	5572.549999999999	6567.77	16063.39	45552.98	21253.07	15920.63	20330.52	18827.6	21261.550000000003	4809.1	7152.43	13413.43	10818.03	17597.92	17184.46	14069.419999999998	15406.6	9985.59	11129.75	12536.19	16509.47	8810.939999999999	11872.31	15654.82
EC:3.1.3.70	84.75	5392.75	30.5	6.0	8.25	16.0	2100.75	198.25	11.45	62.75	109.25	3773.84	5.25	96.5	143.75	148.75	2554.0	342.75	256.64	193.5	302.75	463.5	236.75	242.75	274.0	1064.75	248.61	275.5
EC:3.1.3.71	210.0	75.0	121.0	1594.67	16.67	256.0	196.83	283.0	232.66000000000005	132.5	102.0	54.0	6.0	103.0	559.13	565.25	111.83	1163.4	1650.52	581.1800000000001	796.19	368.5	885.57	940.12	1147.92	324.8	1002.27	934.27
EC:3.1.3.73	2179.92	7149.69	3102.51	1260.5	1646.85	2676.34	3427.71	1963.25	1430.87	1292.86	1066.25	4031.27	489.5	863.91	3626.49	3437.2	3572.8	8844.57	9014.01	4901.08	5982.75	3382.01	5087.46	7401.36	6521.7	3236.6200000000003	6208.709999999999	6527.530000000001
EC:3.1.3.77	19.0	13.0	76.0	49.0	14.5	7.2	62.0	146.0	17.0	6.0	0.0	1.43	8.0	16.85	108.42	135.72000000000003	48.5	310.73	289.97	187.19	224.19	87.78	199.08	215.48	276.35	69.75	286.73	142.59
EC:3.1.3.78	0.0	119.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	71.67	0.0	0.0	9.5	2.75	0.0	8.25	16.75	6.5	5.5	6.75	7.25	5.0	3.75	0.0	4.75	14.75
EC:3.1.3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.3.8	1711.5	1610.0	2450.0	915.0	1305.0	2044.0	719.0	1112.0	1018.0	805.0	664.0	199.0	419.0	597.0	533.0	590.0	283.0	845.0	925.0	1006.0	986.0	715.0	1058.25	1049.12	1075.5	628.0	850.38	1023.55
EC:3.1.3.81	192.25	5639.44	207.84	66.83	72.93	95.2	2192.05	942.75	104.95	204.61	150.75	3833.27	86.91	144.35	458.18	469.86	3220.1800000000003	979.49	779.81	881.27	1172.94	820.25	547.6700000000001	693.22	772.6199999999999	1600.93	596.8900000000001	848.7600000000001
EC:3.1.3.82	2216.25	7249.33	3069.84	1230.66	1618.0	2458.87	3319.33	2650.75	1621.9	1425.5	986.33	3989.6	550.66	851.35	2011.69	1907.46	3621.23	3702.68	3663.74	2798.14	3743.52	2144.67	2643.76	3327.11	3551.12	2720.6600000000003	2970.2700000000004	3150.13
EC:3.1.3.83	2216.25	7249.33	3069.84	1230.66	1618.0	2458.87	3319.33	2650.75	1621.9	1425.5	986.33	3989.6	550.66	851.35	2011.69	1907.46	3621.23	3702.68	3663.74	2798.14	3743.52	2144.67	2643.76	3327.11	3551.12	2720.6600000000003	2970.2700000000004	3150.13
EC:3.1.3.87	0.0	29.0	0.0	32.0	0.0	3.0	31.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	67.0	8.0	0.0	94.0	134.0	40.5	30.22	17.0	10.0	84.5	62.0	0.0	31.0	68.0
EC:3.1.3.89	96.25	5300.75	58.5	60.0	60.5	52.2	2111.25	283.25	11.45	149.75	139.25	3759.6	37.25	168.35	826.0	861.3700000000001	2945.67	2183.16	2129.14	1238.77	1495.27	1261.92	1248.83	1533.73	1609.29	1801.76	1581.39	1647.17
EC:3.1.3.90	766.0699999999999	875.8	7551.34	12580.07	1513.13	500.2	1782.23	12137.8	1951.53	1147.67	596.77	1901.2	2304.0	1132.86	665.9200000000001	814.8699999999999	1151.54	1396.3	1461.9299999999998	1007.24	2454.24	3221.2000000000003	1275.81	883.0699999999999	2185.53	1459.4199999999998	849.75	1698.54
EC:3.1.3.92	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.71	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
EC:3.1.3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	52.0	7.0	18.0	20.0	7.0	0.0	30.0	10.0	5.0	4.0	8.0
EC:3.1.30.1	0.0	7.0	0.0	0.0	0.0	0.0	36.0	0.0	8.0	6.0	0.0	0.0	4.5	0.0	27.5	28.0	0.0	105.5	42.0	59.0	45.5	19.0	62.0	112.0	76.0	26.0	57.5	60.0
EC:3.1.31.1	2416.67	5384.33	2740.94	15054.67	2359.0	5114.67	11374.0	54601.0	32566.33	20894.0	36846.42	25331.67	36357.0	5028.66	597.09	13262.62	11105.0	4104.14	3270.5	8849.75	6246.98	3196.38	3454.82	1468.0	7442.72	5818.0	1837.25	6807.25
EC:3.1.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.14	84.75	5273.75	30.5	6.0	16.75	20.2	2033.75	208.25	11.45	62.75	109.25	3712.6	5.25	105.35	209.67	185.87	2529.0	329.33	382.47	291.94	409.44	522.75	241.08	411.4	322.45	1208.25	387.56	254.34000000000003
EC:3.1.4.16	512.65	6064.05	7607.570000000001	4772.429999999999	341.86	285.13	3370.68	7361.48	868.75	997.02	308.6	3880.93	249.8	269.04	2015.61	2292.02	4275.11	4676.6	4246.52	2945.92	4795.49	4528.880000000001	2733.97	3455.99	4154.1	2869.4700000000003	3196.1	3761.91
EC:3.1.4.17	0.0	0.0	15.0	0.0	43.0	43.0	11.0	0.0	17.67	0.0	3.33	0.0	0.0	0.0	116.0	70.0	17.33	145.4	131.0	78.0	167.0	100.0	95.0	162.0	158.4	40.0	109.0	162.17
EC:3.1.4.3	38.0	220.72	98.0	214.34	175.2	134.0	613.6	118.0	236.34	123.72	84.66	25.0	41.0	43.8	550.0	441.5	169.32999999999998	1442.9	1506.42	754.5	799.79	493.0	847.75	1030.62	604.9	350.0	870.3	1045.9
EC:3.1.4.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	22.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	0.0
EC:3.1.4.46	13773.37	32737.32	30064.75	71328.07	14132.93	22255.97	46297.48	189702.38	105307.53	69624.41	113486.58	87527.86	114388.55	19019.5	8718.52	46562.53	41561.31	26092.26	24611.33	36270.42	31692.06	20918.5	20129.230000000003	16395.23	35517.18	25225.8	16476.3	32942.65
EC:3.1.4.52	254.25	15767.0	91.5	18.0	37.25	46.2	6087.75	594.75	34.35	188.25	327.75	11082.01	15.75	265.5	94.08	173.12	7485.0	297.9	229.67	236.6	498.68	1117.0	97.75	204.48	334.17999999999995	3190.75	473.2	274.5
EC:3.1.4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.55	1471.25	6281.25	1652.5	1286.5	1232.42	1263.7	3892.08	1688.75	1818.36	1412.75	527.25	3951.03	272.75	373.7	2204.02	2119.7200000000003	2887.13	5232.08	5418.17	2962.33	3315.02	2130.39	3052.03	4155.93	3866.13	2204.4	3735.86	3651.26
EC:3.1.5.1	3702.0	8386.19	4935.51	2824.5	3080.1	3739.37	6113.3	3861.5	3309.95	2787.11	1263.3300000000002	4280.1	716.1599999999999	1127.0	5042.91	5229.31	4597.56	12046.84	11583.22	7473.150000000001	9125.35	4978.43	6923.85	9094.169999999998	9123.19	4552.63	8257.57	9063.62
EC:3.1.6.1	258.75	5373.33	315.5	87.67	84.53	75.0	2256.86	305.25	282.09	103.33	206.25	3702.17	19.75	204.3	296.84000000000003	361.74	2544.0	1037.0	1206.66	410.59	505.67	606.39	467.08	1557.84	682.34	1228.5	808.22	610.27
EC:3.1.6.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67	13.27	0.0	49.67	93.0	33.2	22.33	12.33	22.0	18.33	45.67	0.0	27.0	27.0
EC:3.1.6.13	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	7.0	0.0	8.5	5.0	0.0	0.0	24.0	22.0
EC:3.1.6.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	44.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	32.0	0.0
EC:3.1.6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
EC:3.1.6.6	2868.0	2536.75	3970.67	2076.83	2436.0	2964.67	2147.33	2153.0	2434.42	2069.75	840.25	337.0	514.25	641.0	371.0	379.2000000000001	160.0	382.57	567.71	630.7900000000001	626.75	544.63	710.3100000000001	819.91	725.91	590.75	678.14	719.5100000000001
EC:3.1.6.8	0.0	3.0	0.0	0.0	3.67	0.0	1.33	1.0	7.66	0.0	0.0	0.0	0.0	0.0	7.67	9.67	0.0	101.67	150.0	14.0	36.33	7.33	26.5	304.33	19.67	0.0	139.24999999999997	46.0
EC:3.1.7.2	1346.25	6420.44	1754.17	1213.83	1230.9299999999998	1025.2	3813.05	2062.75	1631.95	1535.61	334.75	3923.6	185.41	209.35	910.68	1055.86	3331.1800000000003	2066.6000000000004	1758.35	1371.41	1871.08	1172.75	1281.67	1512.7199999999998	1653.12	1873.93	1390.14	1679.9300000000003
EC:3.10.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	8.0	11.0	0.0	0.0	5.0	4.5	3.0	0.0	0.0	12.0	0.0
EC:3.11.1.1	1719.0	1620.61	2497.67	922.83	1387.17	2097.67	643.6600000000001	1135.0	997.0	901.61	685.58	198.43	424.25	600.25	532.1700000000001	429.37	199.00000000000003	639.5799999999999	839.3299999999999	837.64	778.59	647.1999999999999	796.93	1417.12	1197.54	689.25	859.1800000000001	895.09
EC:3.11.1.2	0.0	12.0	0.0	11.0	0.0	0.0	37.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0	20.0	0.0	14.0	14.5	0.0	23.0	0.0	24.0	29.0	0.0	0.0	0.0	0.67
EC:3.11.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EC:3.13.1.1	19.0	0.0	0.0	27.67	6.0	0.0	461.0	65.0	0.0	0.0	46.5	0.0	0.0	0.0	74.0	69.0	0.0	126.0	127.67	109.0	67.0	70.5	68.0	106.5	88.75	2.0	94.0	94.5
EC:3.13.1.3	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.1	2921.65	12784.55	3521.34	9511.23	2723.9700000000003	2858.74	7468.049999999999	18800.3	3290.6	2843.75	1682.35	9221.83	2478.25	1930.75	3461.12	3620.29	5882.97	7822.93	7992.370000000001	4867.25	5221.1900000000005	4036.33	5019.18	6645.09	6339.15	4422.62	5886.650000000001	6205.8
EC:3.2.1.10	127.0	117.0	42.0	2267.0	171.5	46.0	1582.0	2527.34	243.0	1608.0	54.0	51.5	90.0	38.0	1276.83	764.49	153.0	2580.36	2445.32	1406.67	1715.02	689.76	1016.44	2143.08	1743.9999999999998	611.75	2009.69	2030.16
EC:3.2.1.11	7.8	0.0	0.0	7.4	8.0	21.2	37.4	21.0	12.4	12.8	21.6	0.0	26.0	15.2	42.0	55.6	7.0	38.57	110.71	26.34	28.75	52.43	29.86	47.33	53.33	26.0	62.14	46.67
EC:3.2.1.113	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.122	383.35	5923.97	247.5	9992.0	1351.38	403.33	3228.25	12000.38	990.25	943.62	363.25	5386.06	1976.25	730.1999999999999	263.59000000000003	527.38	2989.21	665.3	691.72	545.3399999999999	714.8399999999999	871.9399999999999	569.0500000000001	352.23	830.88	1456.91	597.91	823.8
EC:3.2.1.123	0.0	0.0	0.0	20.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	52.0	7.0	35.0	56.0	0.0	31.75	36.0	22.0	46.0	22.0	26.0	64.6	51.0
EC:3.2.1.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	0.0	23.0	0.0	19.0	16.0	0.0	0.0	0.0	0.0
EC:3.2.1.135	0.0	0.0	10.0	0.0	67.0	20.0	468.33	90.0	101.0	75.0	121.0	24.0	136.0	0.0	22.33	208.0	1.33	86.0	52.0	39.33	29.0	24.0	32.67	10.0	34.0	31.0	13.92	184.0
EC:3.2.1.136	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	5.75	0.0	19.0	88.62	34.75	36.0	16.0	30.0	60.0	55.0	0.0	30.25	47.0
EC:3.2.1.139	292.5	121.0	255.0	123.0	15.0	367.0	244.0	370.0	375.0	193.0	97.0	52.0	12.0	144.0	587.4300000000001	591.6	124.8	1047.27	1499.84	652.04	689.0	494.73	824.26	1048.3	1210.5	443.9	1020.11	910.87
EC:3.2.1.14	116.5	974.34	141.0	101.67	54.16	308.86	741.3299999999999	497.66	720.2	256.34000000000003	98.0	191.43	10.0	132.85	473.66	566.63	758.3399999999999	944.36	1131.92	634.9300000000001	1043.44	825.24	823.91	1218.22	1198.18	497.18	787.97	846.0
EC:3.2.1.141	1734.0	1680.75	2667.67	946.33	1357.67	2158.17	785.6600000000001	1169.0	1134.75	909.75	690.58	206.0	436.25	609.0	394.33	450.1	186.33	618.4	807.66	862.5799999999999	818.5	563.2	830.92	885.25	932.15	629.25	903.25	845.26
EC:3.2.1.143	0.0	0.0	0.0	8.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.15	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.14	1.0	0.0	0.0	0.0	0.0	11.0	0.0	0.86	0.0
EC:3.2.1.156	29.0	0.0	0.0	21.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.33	5.0	0.0	102.0	103.83	33.0	82.0	5.0	13.0	29.0	77.67	2.0	32.17	49.0
EC:3.2.1.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.165	0.0	0.0	0.0	0.0	3.0	0.0	17.5	0.0	0.0	17.5	0.0	0.0	0.0	0.0	19.5	23.5	9.5	30.0	42.5	17.5	60.5	2.5	11.0	35.620000000000005	34.620000000000005	6.0	51.75	15.0
EC:3.2.1.17	1173.0	32223.44	843.34	9664.5	1499.53	586.2	14788.1	10203.0	1374.6	2605.36	1102.0	24089.05	2270.16	1552.1	897.26	912.88	15769.85	1780.0700000000002	1800.3000000000002	1538.6	2273.36	2909.58	1292.83	1343.26	1821.9100000000003	7242.01	1778.9	1762.1899999999998
EC:3.2.1.170	32.0	23.0	0.0	66.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	70.0	28.0	0.0	35.0	30.0	4.5	12.0	0.0	0.0	0.0	20.0	10.0	52.92	20.0
EC:3.2.1.172	238.5	460.67	6943.0	2842.0	51.33	418.33	510.83	494.33	582.0	275.17	145.0	63.76	12.0	210.85	1287.16	1146.72	620.8399999999999	2287.74	2813.91	1506.55	2328.09	3181.51	1696.53	2032.83	3208.62	1266.59	1769.93	2193.51
EC:3.2.1.177	321.75	5380.75	322.83	254.0	35.75	362.0	2399.75	624.25	380.45	290.25	228.25	3789.6	19.14	250.24	1880.03	1688.77	2768.77	3807.0	4224.81	2110.39	2332.59	1806.58	2205.9300000000003	3856.83	3470.08	2146.55	3248.6	3150.76
EC:3.2.1.18	845.0	308.0	679.0	339.0	394.67	446.0	1355.5	672.0	1824.16	630.5	559.25	300.0	437.0	841.0	1060.34	1082.14	286.5	2659.41	2978.71	1391.94	1574.16	929.59	1606.06	2307.61	1950.04	559.0	1603.35	1967.17
EC:3.2.1.180	426.0	181.0	335.0	186.0	227.5	277.0	753.3299999999999	6274.0	1239.0	886.0	281.75	151.43	279.0	426.85	609.33	477.85	89.0	1108.31	1088.17	496.98	574.25	473.86	581.97	891.91	1173.12	434.75	905.64	845.01
EC:3.2.1.183	0.0	12.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	36.0	52.0	7.0	39.0	56.0	10.0	19.0	36.0	22.0	54.0	20.0	26.0	57.0	36.67
EC:3.2.1.184	66.0	0.0	22.33	4.0	50.0	0.0	0.0	0.0	49.0	25.0	0.0	0.0	0.0	0.0	126.0	130.0	49.0	197.0	248.0	180.0	271.5	73.0	124.0	271.5	303.33	75.0	176.5	230.67
EC:3.2.1.20	3677.7	15302.02	10521.33	22438.04	3924.33	5132.43	15026.03	38489.53	19945.07	14502.67	19627.33	22170.49	20305.39	4026.54	6384.1	12827.97	12493.33	15200.95	16029.47	11956.23	12229.57	9290.1	9714.23	11586.37	14566.0	9167.04	11077.36	13546.87
EC:3.2.1.21	5380.45	9487.52	13381.1	9924.67	3424.18	5200.37	7543.74	5474.18	6032.31	3882.32	2284.08	4804.62	919.53	2232.68	10755.05	10260.43	5921.6	24493.36	26201.47	14081.539999999995	18030.25	11589.35	14226.21	21495.01	19864.98	8140.49	18287.42	17720.85
EC:3.2.1.22	1471.35	6493.22	8444.1	14880.0	1656.88	1226.33	6109.91	15465.38	2683.25	3337.12	906.25	5766.56	2374.25	1540.2	4858.18	4795.17	4498.5	11125.670000000002	11632.06	6290.52	9400.82	6793.56	6682.379999999999	9250.62	9083.3	4810.39	8338.31	8500.84
EC:3.2.1.23	4113.2	16177.19	24532.6	36064.0	4278.42	5588.19	19781.32	56166.09	22224.92	18677.41	20718.08	24407.02	22940.94	5618.12	13602.52	19048.22	15122.990000000002	30216.69	31425.37	20133.47	23734.82	18726.81	19235.6	23396.03	27288.04	13967.73	21198.77	24673.43
