function	050B	052B	059B	064B	065B	073B	074B	075B	076B	081B	083B	085B	086B	088B	095B	097B	103B	105B	106B	107B	215B	226B	227B	228B	229B	233B	234B	235B	237B	238B	239B
EC:1.1.1.1	84536.33	147320.02000000002	128172.51	188857.07	202844.83	70364.81	14865.53	135689.88999999998	147371.8	84736.54	83753.0	98473.2	122635.84	96433.44	126295.44	153943.6	42563.34999999999	90747.26	11666.73	75481.23	17140.09	35354.83	16683.14	29289.75	6831.39	9653.34	35977.06	26427.56	38911.23	28740.65	45228.47
EC:1.1.1.100	57568.75	105620.18	94906.75	138904.87	152630.66	64269.880000000005	17369.159999999996	106715.07	114939.04	69958.69	72159.08	78202.00000000001	93523.49	76230.17	98060.76	120414.12	38442.72	69577.26	11958.67	58058.130000000005	24412.39	44237.6	19496.38	26686.23	8834.7	14386.03	30467.980000000003	35414.33	41830.67	35159.23	34738.93
EC:1.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.103	9156.91	8751.59	2893.17	66.0	428.5	592.42	371.5	550.75	644.5	923.1	701.8699999999999	532.92	3294.58	598.0300000000001	5397.41	2582.4	406.57	56.4	185.5	119.25	474.2	1360.94	436.08	414.08	144.32999999999998	278.23	791.1700000000001	450.71	397.7	544.8299999999999	102.42
EC:1.1.1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0
EC:1.1.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.108	701.0	1028.0	741.5	204.0	807.0	2242.0	1113.33	1311.0	1339.75	1461.67	1966.75	1161.42	682.5	1062.92	1129.5	552.0	1034.5	457.0	497.25	438.0	403.0	672.5	287.0	431.0	260.0	366.0	221.0	796.33	795.5	644.0	245.0
EC:1.1.1.11	0.0	3.0	4.0	0.0	5.0	21.0	11.0	15.0	0.0	0.0	178.72	0.0	0.0	9.0	1315.99	2505.44	315.57	8.0	0.0	0.0	53.67	37.42	22.75	9.0	28.75	51.67	25.33	71.17	22.33	46.33	6.25
EC:1.1.1.122	220.0	270.0	336.0	60.0	418.0	579.33	336.0	542.0	655.0	944.0	553.0	522.0	349.0	569.0	663.67	74.0	125.5	44.0	168.25	110.0	23.67	175.25	6.0	51.5	5.0	19.5	8.67	17.67	68.25	47.5	28.0
EC:1.1.1.125	9156.91	8749.59	2922.17	66.0	428.5	630.75	378.5	581.75	679.58	980.5	882.1700000000001	549.8399999999999	3295.41	620.25	6714.570000000001	5093.549999999999	710.89	62.4	239.75	132.25	403.67	1638.78	484.58	558.25	135.07999999999998	265.32000000000005	825.16	439.84	351.2	571.91	99.67
EC:1.1.1.130	8961.16	8675.59	3137.09	828.67	969.66	971.92	364.16	1567.42	127.0	1684.33	3787.97	2109.59	2958.33	433.83	3975.59	777.8399999999999	1185.34	792.1600000000001	641.66	459.58	228.92	1343.56	889.5699999999999	947.43	512.24	134.92000000000002	981.33	488.03	743.1600000000001	688.6700000000001	388.08
EC:1.1.1.132	481.0	761.0	311.5	144.0	389.0	1624.0	771.33	737.0	709.75	496.67	1080.75	419.42	325.5	485.92	364.5	212.0	934.5	397.0	315.75	328.0	273.0	461.0	204.0	382.4	225.0	263.0	161.0	641.0	731.0	456.6	196.4
EC:1.1.1.133	1694.0	4046.0	2574.0	665.4	1626.0	7839.73	2218.61	3225.0	3163.5	2426.63	3578.1400000000003	1802.51	2715.95	4177.17	3299.83	3623.14	3025.2499999999995	1640.5	1171.12	1416.1	4986.45	8334.300000000001	3551.44	3412.53	1671.08	3142.57	2498.6	6809.139999999999	7256.61	7114.96	2102.16
EC:1.1.1.136	0.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.33	0.0	19.66	13.0	12.33	26.83	0.0	2.33	0.0	6.0	54.57	0.0	69.17	79.0	47.93	30.4	22.0	17.5	25.67	37.43	75.0	25.27	1.4
EC:1.1.1.137	48.0	11.0	37.67	27.0	63.67	289.0	80.67	86.67	77.6	131.73	103.0	112.0	30.53	145.67000000000002	187.53	95.33	399.6	244.8	241.33	102.0	83.4	159.79999999999998	63.4	76.39999999999999	63.400000000000006	110.2	55.8	204.27	117.2	130.2	32.8
EC:1.1.1.14	8.0	26.0	113.0	3.0	43.0	161.66	45.0	84.0	59.75	63.0	617.97	322.25	81.5	116.25	1475.83	2769.15	333.07	50.0	138.32	9.0	1488.66	2121.73	855.9300000000001	516.0	208.25	760.8299999999999	414.67	1702.79	1056.08	1841.41	266.0
EC:1.1.1.140	18224.07	18871.18	6523.26	12.0	15.67	3573.5	169.67000000000002	896.17	770.0	174.93	657.3399999999999	33.5	7124.74	2063.87	9732.82	5339.879999999999	1061.14	568.4	185.33	287.5	156.87	1698.18	484.0	624.5	109.58	87.34	1373.66	184.87	134.99	195.25	10.67
EC:1.1.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	9833.49	9709.93	3302.92	217.2	953.0	2465.08	1279.71	1486.85	1578.92	1748.77	2053.22	1178.17	3823.51	1435.2800000000002	6015.35	2840.4	1541.82	599.9	757.8199999999999	606.85	4697.06	7839.110000000001	3094.1	2393.42	1287.83	2796.25	2468.33	5443.97	4783.99	5399.45	1349.92
EC:1.1.1.159	8686.5	8235.25	2509.75	6.0	5.5	5.75	12.5	12.75	13.5	21.5	44.15	10.25	2869.0	12.5	3393.75	0.0	0.0	23.0	12.5	3.25	322.62	1459.15	398.5	392.75	94.0	207.25	818.5	481.95	339.75	424.25	114.75
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0
EC:1.1.1.169	10217.58	10489.59	3927.5	531.6	1545.17	4506.82	2137.73	2518.6200000000003	2487.0	2323.66	4355.139999999999	2075.26	4384.929999999999	2224.06	9442.36	8783.61	3228.9700000000003	1229.8	1032.45	1045.25	5296.23	8883.5	4134.629999999999	3621.02	1847.09	3083.79	3238.83	6646.46	6205.04	6944.03	2140.32
EC:1.1.1.17	21479.91	38641.59	34485.84	52003.67	55080.33	18057.59	3194.83	36566.09	38860.0	23193.26	24242.69	28401.26	40910.91	25631.7	32832.579999999994	41424.69	11242.91	24587.060000000005	3036.99	20400.58	2165.37	5726.8	3221.73	7897.51	1489.49	1227.59	8723.83	4307.16	7584.12	5445.55	13785.17
EC:1.1.1.173	0.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	0.0	0.0	20.0	11.0	0.0	16.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
EC:1.1.1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	9.0	0.0	0.0	0.0	7.0	0.0	25.0	0.0
EC:1.1.1.18	1237.0	2052.0	1560.65	1170.67	2160.16	4791.5	2245.32	3509.67	2127.25	3610.77	6970.56	3460.5999999999995	1060.8300000000002	1947.1200000000003	5744.31	8787.58	4067.55	1618.56	1433.48	1236.33	1345.13	2148.84	1394.5	1554.6799999999998	1161.15	815.6700000000001	831.8299999999999	2193.4700000000003	2485.82	2222.0	927.92
EC:1.1.1.193	9819.58	9884.59	4004.67	1073.67	2006.66	3934.17	1769.83	3182.7200000000003	1807.75	4298.64	6348.700000000001	4867.18	15004.97	1990.61	6882.05	4032.94	3196.16	1657.06	1637.23	1260.6799999999998	5267.280000000001	9283.84	3764.9	3481.75	2034.32	3314.56	3056.5999999999995	7085.68	6063.11	6674.349999999999	2045.4
EC:1.1.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	51.0	81.0	25.0	10.0	50.0	12.0	85.0	81.0	78.0	42.0
EC:1.1.1.202	0.0	0.0	2.33	0.0	8.0	0.0	0.0	0.0	0.33	0.0	163.72	0.0	0.0	22.5	1273.99	2542.15	299.57	22.0	6.57	12.0	77.57	88.67	26.18	15.0	33.75	41.17	30.33	60.6	48.33	56.33	0.0
EC:1.1.1.203	511.0	812.0	328.5	148.0	418.0	1738.0	816.33	790.0	810.75	508.67	1194.41	478.42	391.83	524.92	471.5	215.16000000000005	981.5	413.0	315.75	328.0	400.0	650.88	255.0	430.42	262.0	334.0	195.0	820.21	879.5	572.05	221.92
EC:1.1.1.205	25234.58	46411.59	42284.34	63541.67	68354.83	24001.57	5130.9	46286.34	49255.35	30023.370000000003	30246.03	35157.24	47513.48	32648.620000000003	40699.75	50304.77	14840.94	30936.86	4569.11	25649.68	9418.85	17614.09	8017.049999999999	11689.4	3609.22	5246.59	13413.07	13406.53	16987.25	14368.1	16422.95
EC:1.1.1.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	75.0	6.0	11.0	18.0	25.0	8.0	37.0	44.0	40.33	0.0
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.215	9450.58	9297.59	2896.67	154.6	423.5	1748.75	824.12	850.55	813.92	532.06	1341.62	480.67	3324.29	554.62	5262.71	2722.69	1266.07	439.4	355.25	339.05	667.6099999999999	1715.43	638.0799999999999	796.92	303.76	516.42	974.16	1045.62	1034.99	814.16	337.75
EC:1.1.1.219	473.67	763.0	317.5	146.6	389.0	1695.0	779.33	718.0	689.34	493.67	1133.16	424.17	329.33	481.83	428.8	214.33	942.0	405.0	342.0	328.0	461.92	709.3399999999999	325.83000000000004	442.17	272.0	367.83	207.0	828.5	846.66	599.16	234.33
EC:1.1.1.22	34293.25	66213.59	63194.67	102477.0	109341.5	31306.0	7453.03	70336.05	78215.92	44241.44	42387.88	52482.18	65963.08	47599.29	61012.67999999999	77981.84999999999	21229.82	47529.9	5659.5	40246.15	9108.21	17492.98	7957.51	17341.53	3535.16	5294.82	18064.53	14880.87	19877.04	16123.87	28795.8
EC:1.1.1.220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	5.0	0.0	0.0	8.0	9.0	19.0	15.0	0.0	6.0
EC:1.1.1.23	9782.58	9850.59	3970.67	1077.67	1943.16	3613.57	1668.4299999999998	3076.92	1710.75	3408.6400000000003	6231.1	3506.1800000000003	4060.77	2079.28	6694.55	3950.69	2798.26	1450.06	1445.0300000000002	1056.6799999999998	6099.780000000001	10226.240000000002	4060.9	3462.17	2110.32	3454.23	3070.4300000000003	7525.21	6150.28	7365.349999999999	2137.9
EC:1.1.1.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.25	11299.58	13693.59	6241.0	1708.67	3160.16	11049.57	3587.48	5810.42	4361.85	4933.38	9725.67	4784.58	6215.83	5399.29	13326.88	15147.99	6955.719999999999	3189.36	2561.28	2420.68	8409.02	14710.490000000002	6228.719999999999	5687.74	3199.8	4983.02	4724.880000000001	11101.100000000002	10071.15	11426.84	3547.87
EC:1.1.1.251	8872.16	8414.59	2549.42	6.0	5.5	5.75	6.5	12.75	13.5	12.5	176.27	10.25	2910.33	12.5	4731.41	2503.15	299.57	13.0	3.5	3.25	55.67	835.67	233.5	306.25	57.0	37.17	683.83	47.67	24.08	69.58	4.75
EC:1.1.1.26	229.0	264.0	354.0	62.0	434.0	639.33	374.0	605.0	630.0	978.0	547.66	534.0	430.33	621.0	695.67	76.33	93.5	44.0	241.0	150.0	120.17	133.67000000000002	70.67	32.0	17.0	42.5	23.67	145.82999999999998	72.06	149.23000000000002	33.0
EC:1.1.1.261	0.0	0.0	0.0	0.0	0.0	16.0	9.0	10.0	0.33	4.0	6.33	24.67	2.33	0.0	0.0	0.0	0.0	0.0	22.0	0.0	140.0	232.0	156.0	64.4	32.0	99.5	30.67	137.0	101.0	146.6	19.4
EC:1.1.1.262	9685.58	9572.59	3275.17	224.0	911.5	2531.67	1232.0	1427.55	1595.92	1706.4799999999998	2411.82	1067.51	3739.72	1303.12	8615.69	7833.32	2084.21	586.8	663.5	586.35	3877.63	6569.18	2297.23	2293.82	1224.99	2507.73	2097.09	5040.92	4087.76	4638.95	1287.0700000000002
EC:1.1.1.264	0.0	3.0	4.0	0.0	5.0	21.0	11.0	15.0	11.0	0.0	15.0	3.0	0.0	0.0	61.0	0.0	25.5	8.0	0.0	6.0	25.22	121.67	53.67	38.17	28.08	19.5	48.83	46.17	48.83	35.17	12.5
EC:1.1.1.267	9562.58	9677.59	3568.34	986.67	1461.16	3030.17	1356.8300000000002	2531.7200000000003	1109.75	2517.6400000000003	5378.700000000001	2800.1800000000003	3549.97	1311.9499999999998	6049.55	3571.86	2644.41	1387.06	1321.48	1089.6799999999998	6093.280000000001	10505.37	4138.9	3605.33	2090.32	3527.56	3136.4300000000003	7894.1	6645.11	7841.56	2214.48
EC:1.1.1.27	30868.0	73042.0	76835.66	125018.0	132921.66999999998	40523.8	6763.77	86343.32	95019.52	53710.13	48839.64	64943.41	98164.87	61218.35	69265.06	95822.72	24084.88	58884.6	6067.75	48955.0	7674.280000000001	15700.17	7810.23	15988.05	3158.2200000000003	4056.22	20655.6	12641.04	22635.0	13931.0	28255.44
EC:1.1.1.271	9171.91	8767.59	2942.17	75.4	470.5	740.75	385.25	582.75	735.83	1080.5	670.41	589.92	3330.91	688.5	4232.42	102.58	180.25	124.0	264.5	220.55	1686.55	3399.7200000000003	1214.44	1144.94	474.15	1117.5	1378.77	2319.38	1938.73	2354.87	580.65
EC:1.1.1.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	67.0	6.0	0.0	18.0	11.0	8.0	37.0	44.0	25.0	0.0
EC:1.1.1.28	33458.49	52595.17999999999	43121.170000000006	63552.27	67963.33	19336.34	4393.55	44744.89	47765.45	28706.83	29411.17	34341.39	48502.920000000006	29628.16	44406.19	52328.05	13893.18	30116.56	3776.49	24934.63	5460.7	11758.85	5650.07	9942.67	2649.28	3253.4300000000003	12223.75	8796.83	13201.589999999998	8930.039999999999	14978.5
EC:1.1.1.281	464.0	760.0	311.5	144.0	389.0	1659.0	771.33	703.0	674.0	493.67	1100.49	453.84	341.66	473.17	357.0	214.33	935.5	422.0	313.0	328.0	271.17	529.0	212.0	371.0	225.0	264.5	161.0	718.0	793.5	440.34	203.0
EC:1.1.1.282	9122.57	8663.93	2611.84	6.0	5.5	5.75	6.5	12.75	13.5	12.5	12.15	10.25	2985.41	12.5	3550.09	5.25	0.0	13.0	3.5	3.25	40.5	819.0	217.75	306.25	39.25	13.5	670.5	54.5	17.75	45.25	4.75
EC:1.1.1.284	9492.92	9379.25	3333.0	214.6	856.5	2477.67	1208.12	1436.55	1519.92	1618.8100000000002	2280.62	1285.34	3685.79	1245.45	6046.38	3064.3499999999995	1415.15	506.4	555.25	490.05	2083.9	3680.52	1297.41	1295.34	630.76	1278.6999999999998	1491.4999999999998	2538.75	2259.9	2420.04	792.3400000000001
EC:1.1.1.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	23.0	0.0	0.0	47.0	0.0	11.0	0.0	54.0	0.0
EC:1.1.1.289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.3	128.5	53.5	28.0	42.0	58.5	0.0	107.0	28.5	86.5	29.0
EC:1.1.1.29	584.67	1031.0	906.17	971.07	1364.16	2671.09	1190.54	2320.67	866.58	2273.54	4931.17	2548.4300000000003	414.31	975.25	931.17	1022.84	2210.09	1275.16	1077.91	844.63	3469.71	5719.07	2458.43	2273.63	1363.3200000000002	1981.48	1514.76	4490.66	4172.639999999999	4895.54	1420.06
EC:1.1.1.290	9419.58	9254.59	2910.67	153.6	422.5	1713.67	827.87	769.55	789.92	609.81	1333.62	430.34	3289.79	595.62	5210.71	2747.69	1298.32	506.4	354.25	423.55	2321.61	3864.53	1463.03	1514.02	727.76	1499.0500000000002	1566.16	2861.37	2588.03	2818.84	883.4000000000001
EC:1.1.1.291	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
EC:1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.3	34821.15	55804.52	45204.18	63693.67	68739.33	25576.990000000005	5877.69	46941.14	49907.25	29825.07	31512.9	34265.66	39709.61000000001	33064.32	45834.96	52967.71000000001	15912.580000000002	31276.96	4841.860000000001	25889.730000000003	9790.15	18781.88	8575.23	12426.0	3854.15	5620.96	14119.26	14251.910000000002	16801.67	15064.23	16534.57
EC:1.1.1.30	827.9999999999999	1341.0	1372.67	1031.27	1809.16	3342.75	1538.61	2954.47	1587.9199999999998	3228.92	5853.07	3341.93	794.4999999999999	1596.42	1747.64	1329.84	2308.09	1261.16	1186.16	908.13	1380.84	2398.59	1464.7400000000002	1315.1799999999998	987.57	918.42	853.8299999999999	2119.67	2230.8	2113.4	884.5
EC:1.1.1.302	0.0	0.0	0.0	0.0	1.5	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	29.0	27.0	0.0	0.0	9.0	8.5	30.0	11.5	0.0	10.0
EC:1.1.1.303	480.0	788.0	523.0	144.0	435.0	1740.4	810.1899999999999	814.0	739.33	595.0	1847.0	889.0	362.65	571.0	620.0	767.54	977.6	409.0	391.05	337.8	603.87	1076.67	378.67	536.5	342.5	485.0	290.17	1014.16	956.06	761.81	277.0
EC:1.1.1.304	15346.0	36331.0	38164.66	62211.0	66128.0	19989.65	3317.69	42973.0	47281.6	25601.75	23943.72	30077.12	32247.6	30312.54	34928.189999999995	48517.98	11769.52	29117.2	2784.05	24178.8	2332.8900000000003	5152.39	2708.15	7068.57	1054.98	1226.79	9267.13	4574.299999999999	8213.5	4849.7	13482.14
EC:1.1.1.305	8937.91	8485.59	2568.17	6.0	10.5	15.75	6.5	19.75	49.25	18.1	190.12	13.5	2938.58	38.45	4782.91	2510.69	308.07	14.4	6.25	3.25	300.62	1046.84	304.0	370.25	98.83	143.59	743.83	260.87	137.82999999999998	232.5	59.92
EC:1.1.1.306	0.0	13.0	3.0	0.0	4.0	39.0	14.5	35.5	23.0	10.0	0.0	6.5	17.25	10.5	8.5	21.25	35.0	5.5	28.25	14.0	100.17	259.5	43.0	35.0	40.0	48.5	30.67	143.17000000000002	46.25	115.0	39.0
EC:1.1.1.308	0.0	0.0	0.0	0.0	0.0	32.0	0.0	16.0	17.0	32.0	6.33	6.67	2.33	0.0	31.0	0.0	0.0	0.0	9.0	24.0	37.0	26.0	13.0	0.0	0.0	0.0	0.0	52.0	0.0	10.0	9.0
EC:1.1.1.31	1328.01	1966.0	1603.5	696.8	2136.67	3989.0	2088.03	2919.02	3223.44	3668.32	3136.66	2432.08	1779.11	2682.35	2915.27	757.41	1418.4299999999998	862.3	975.65	973.6	3297.79	5019.959999999999	1872.64	1736.9900000000002	1005.01	2002.74	1221.46	4103.9400000000005	3343.05	3898.04	1170.54
EC:1.1.1.310	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	11.0	0.0	14.66	8.0	2.33	3.0	0.0	2.33	0.0	0.0	0.0	0.0	5.67	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
EC:1.1.1.312	31.0	45.0	13.0	4.0	24.0	95.0	34.0	54.0	107.0	44.0	59.0	51.0	55.0	56.0	81.0	0.0	0.0	0.0	9.0	7.0	83.0	129.0	67.0	29.0	22.0	77.0	19.0	57.0	49.0	71.0	34.0
EC:1.1.1.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.72	0.0	0.0	0.0	1273.99	2503.15	299.57	0.0	0.0	6.0	42.17	34.67	15.75	8.0	11.75	23.67	13.33	36.17	23.33	35.33	0.0
EC:1.1.1.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.320	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.83	0.0	0.0	0.0	0.0	69.33	95.0	27.5	11.17	13.0	60.0	18.0	94.16	10.0	98.5	28.17
EC:1.1.1.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.328	0.0	0.0	0.0	0.0	5.0	0.0	13.0	0.0	0.0	33.0	13.0	0.0	9.0	7.0	0.0	0.0	17.0	0.0	0.0	14.0	55.67	6.0	0.0	0.0	0.0	0.0	2.67	28.67	0.0	52.0	0.0
EC:1.1.1.333	0.0	0.0	0.0	0.0	4.0	16.0	14.5	35.5	0.0	10.0	0.0	24.5	22.25	10.5	8.5	3.25	35.0	5.5	6.0	0.0	78.5	221.25	43.0	35.0	40.0	42.0	30.67	106.5	38.0	106.0	39.0
EC:1.1.1.335	0.0	0.0	0.0	0.0	11.0	14.0	8.0	0.0	0.0	0.0	9.0	10.0	8.0	0.0	0.0	0.0	0.0	30.0	0.0	51.0	92.62	166.0	19.0	100.0	3.0	98.33	107.0	147.0	185.67	169.0	71.0
EC:1.1.1.336	9027.58	8745.59	3171.84	828.67	979.66	1030.92	397.16	1621.42	169.0	1753.9299999999998	4006.69	2119.59	2992.08	469.03	5316.58	3288.53	1501.91	817.5600000000001	652.91	459.58	882.04	2614.35	1324.85	1113.4499999999998	607.49	568.9	1296.16	1383.79	1445.1999999999998	1518.84	686.73
EC:1.1.1.337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	46.0	28.0	9.0	0.0	0.0	0.0	37.0	0.0	25.0	10.0
EC:1.1.1.338	7.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	36.5	3.0	0.0	0.0	0.0	0.0	23.5	0.0	10.0	0.0
EC:1.1.1.339	480.0	760.0	311.5	144.0	389.0	1614.0	771.33	730.0	674.0	493.67	1079.5	416.17	323.0	467.17	357.0	212.75	926.0	397.0	313.0	328.0	291.0	508.5	220.0	383.0	225.0	259.0	167.0	654.75	725.0	476.0	195.0
EC:1.1.1.34	0.0	0.0	0.0	0.0	0.0	17.0	0.0	8.0	0.0	0.0	0.0	0.67	6.75	0.0	0.0	0.0	0.0	0.0	2.25	12.0	37.75	121.02	27.83	8.0	17.5	12.81	8.0	67.5	9.04	36.25	16.25
EC:1.1.1.343	24790.91	44282.59	40853.67	63501.67	68257.33	20222.92	4857.41	45312.34	48343.95	29715.73	29794.43	34964.97	45939.05	30251.12	40279.65	49878.52	14293.94	30288.160000000003	4298.99	25153.08	5057.389999999999	10711.13	5699.82	9893.5	2671.62	2842.95	11892.77	8149.99	13146.23	9270.43	15288.42
EC:1.1.1.346	26765.65	25414.77	7698.26	18.6	30.5	129.25	47.620000000000005	144.55	125.92	63.370000000000005	564.76	56.67	8803.57	135.32	14364.03	7563.78	1019.54	67.3	63.75	36.55	879.6299999999999	3670.85	1004.58	1137.92	291.66	517.01	2277.49	989.42	588.5699999999999	915.91	231.67
EC:1.1.1.35	19389.16	19165.18	6597.34	437.2	1763.5	4898.42	2389.24	2827.1	3088.84	3175.8700000000003	4241.9	2330.1800000000003	7440.16	2435.23	11984.09	5862.539999999999	2823.89	973.3	1139.75	977.1	3337.7200000000003	6361.900000000001	2308.24	2467.17	1151.52	2258.61	2674.49	4329.32	3833.12	3789.96	1258.17
EC:1.1.1.350	9057.82	8593.93	2593.09	6.0	5.5	22.75	21.5	23.75	13.5	12.5	184.87	10.25	2959.66	34.5	4795.08	2522.15	314.57	13.0	3.5	3.25	168.5	1088.0	335.75	356.25	118.25	75.5	712.5	193.5	172.75	225.25	66.75
EC:1.1.1.36	258.0	315.0	357.0	64.0	451.0	696.67	391.0	612.0	775.0	988.0	593.0	570.67	422.5	635.0	749.0	74.0	153.5	65.0	228.0	123.0	505.75	829.52	270.83000000000004	224.33	178.0	326.14	176.0	762.0	533.79	463.25	158.25
EC:1.1.1.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
