,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
K00001,150416.67,132436.23,144543.83,7125.77,19670.8,8111.51,143258.74,131006.92,25515.41,18538.51,90302,85869.42,74926.25,84538.92,7731.42,4910.63,23768.83,11253.74,50607.14,20110.66,74948.26,122193.59,125005.91,115647,12244.9,8175.42,21162.93,41556.34,60698.5,2883.92,28951.92,8657,4159.07,82553.86,114967.14,16880.63,112367.81,122279.8,79950.08,113753.66,106525.75,83560.25,56485.25,18178.44,74846.67,79513.83,130081.08,113339.25
K00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
K00003,83115.44,74508.2,80797.66,6028.3,15307.57,8567.29,78618.66,71787.5,17204.66,14637.67,49952.84,47550.84,41645.83,46682.17,5678.53,4894.9,13885.49,8296.49,29481.66,7312.28,41540.01,66969.67,68750.5,63578.5,6672.87,6092.5,13199.84,24081.33,33275,3202.17,16636.5,5865.17,4770.13,48802.12,72084.39,18399.16,54775.57,70760.4,43915.38,63485.67,58625.69,46039.3,32613.5,11786.73,41229.25,43638.83,71034.66,62341.58
K00004,3284,6890,6334.66,2168,13759.34,1212.91,18,26,10561.66,16738.34,274,885,201,189,1013,865,1862,3139.16,1690.29,590.66,93.34,36.34,106.66,62,382.34,2627,2050,2987.34,0,100.66,40.34,85,74.14,5254.66,29740.66,2156.37,12739.05,3308.52,56,99.23,63,60,441,213,0,0,9,4
K00005,5686.02,5121.35,4777.51,17861.71,15883.26,14137.44,5652.87,6391.65,12792.99,17445.66,7738.6,10382.17,8627.08,8735.46,17799.01,13670.46,16350.24,18212.81,12425.35,16754.49,8401.92,9573.13,10122.92,7972.17,16509.62,17664.37,13814.11,16579.23,4228.5,17755.68,12846.53,14855.79,20091.67,5745.88,7117.18,4209.01,2741.08,5262.63,10494,7276.48,7989.94,10955.72,12928.98,21751.85,9542.41,10649.97,9728.4,7311.36
K00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0
K00007,0,7.5,0,0,0,2.57,0,0,1,0,14.5,0,0,0,14.5,0,0,1.5,22.79,37,0,11.5,0,12.5,33.5,0,11.5,0,0,24,0,0,21,1,0,80.71,46.21,15.86,0,0.57,0,0,7,0,6.29,20.86,441,77.43
K00008,1921.84,3897,3602.5,2279.17,7801,3708.49,288.49,305.5,5973.75,8681.75,400.67,583.84,340.83,204.67,897.83,2221.33,1202.74,2683.33,2240.59,2534.1,288.34,229.5,256.67,184.67,2963.58,2141.67,1969.34,2060.91,46.5,1409.75,617,1084,1806.28,6218.01,17037.92,8582.5,9028,4277.67,325.66,1008.09,213.84,283.5,1712.83,1758.92,220.29,170.19,725.66,389.43
K00009,69592.84,62088.35,67720.33,20592.04,27896.93,15912.84,65748.87,60046.32,26565.66,29900.15,47517.76,48947.83,41832.25,46357.3,21326.18,14754.79,27224.58,23178.81,34594.31,18547.12,41435.08,63219.13,64045.91,59149.5,16549.12,21226.2,22942.62,35079.57,30949.33,17891.18,25375.53,17967.46,20492.11,39350.54,60248.18,13269.67,42543.96,55962.16,44915.67,55764.21,54590.27,47018.56,35946.65,27886.51,41524.96,44744.44,61507.56,55225.93
K00010,451.83,443.84,500.31,780.16,956.84,1903.56,426.32,519.33,510.5,590.15,258.17,343,216.83,150.84,489.16,877.5,186.16,667.5,772.63,1262.83,328.5,206,186.83,142,1650.17,519.66,605.18,302.33,98.33,985.83,404.67,577.34,1303.17,5213.84,2665.33,11526.71,1561.21,2578.7,211.33,664.91,175.68,139.17,791,1115.67,253.87,250.91,1886.82,598.62
