function	050B	051B	052B	058B	059B	060B	064B	065B	066B	067B	073B	074B	075B	076B	080B	081B	082B	083B	084B	085B	086B	087B	088B	095B	096B	097B	102B	103B	104B	105B	106B	107B	214B	215B	216B	226B	227B	228B	229B	230B	231B	232B	233B	234B	235B	236B	237B	238B	239B	240B	139B	140B	141B	142B	143B	144B	145B	146B	147B	148B	149B	150B	151B	152B	153B	154B	155B	156B	157B	158B	159B	160B	161B	162B	163B	164B	165B	166B	167B	168B	169B	249B	250B	251B	252B	253B	254B	255B	256B	257B	258B	259B	260B	261B	262B	263B	108B	109B	110B	111B	112B	113B	114B	115B	116B	117B	118B	119B	120B	121B	122B	123B	124B	125B	126B	127B	128B	129B	130B	131B	132B	133B	134B	135B	136B	137B	138B
EC:1.1.3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.5.2	9647.58	10550.57	9514.59	4834.92	3215.67	3924.08	210.6	825.5	1083.5	542.0	2249.75	1122.41	1310.35	1369.92	1556.25	1475.0600000000002	1903.7	1808.28	1201.2400000000002	999.6699999999998	3645.62	766.2	1082.62	5789.71	2338.83	2799.0199999999995	1219.0	1334.07	1042.08	459.4	492.25	468.85	1777.67	779.1800000000001	2441.25	2038.18	674.58	865.92	429.76	973.63	577.04	985.87	512.92	978.16	1221.62	791.6700000000001	1095.99	1073.82	334.5	1538.77	309.25	946.01	619.46	2775.17	3697.65	1493.92	2716.17	2162.83	481.25	538.35	659.75	674.25	794.5	547.25	528.15	391.0	539.0	556.83	274.25	703.92	1129.57	450.78	1075.39	488.96	599.65	311.25	419.0	538.0	316.0	516.25	663.4	342.42	33.75	8.67	38.0	29.17	51.0	50.0	33.75	5.75	1675.04	241.08	462.83	172.0	5.75	0.71	29.0	49.22	76.75	78.25	66.92	91.35	120.0	44.32	40.75	75.0	30.0	61.21	42.43	83.25	45.0	20.0	64.55	119.0	17.0	29.25	54.0	37.0	51.0	41.0	31.0	43.25	66.93	72.0	57.0	28.5	26.0
EC:1.1.5.3	51926.31	37792.56999999999	70531.35999999999	25979.68	49916.52	49928.82	64976.61	70311.98000000001	90974.98	75881.01	22483.520000000004	5931.65	48856.81	49085.25	15607.41	33105.56	18952.86	38284.62	8900.769999999999	38362.94	44052.17	42735.23	31544.37	56033.12	48946.16	58686.990000000005	32414.24	16915.3	88249.91	31484.580000000005	5400.3	25997.29	10242.25	6870.08	31514.04	15701.85	7781.88	11776.48	3496.46	13697.37	8623.619999999999	9740.41	3776.27	14134.65	10305.67	13349.39	13909.55	11278.43	15811.2	9607.88	34010.68	13266.67	17831.91	22355.94	34746.2	32009.43	23772.95	19413.97	37738.43	12557.15	17196.74	17791.41	33000.66	32723.5	7669.15	4583.34	4012.99	9363.33	6415.73	1890.5	18785.46	9633.88	17920.32	10857.42	27596.419999999995	30479.49	25182.51	48824.01	37583.26	28909.0	21792.640000000003	15933.48	16557.77	14378.43	18205.99	10878.7	16439.65	16244.43	17053.010000000002	28214.24	14736.7	18244.36	17580.63	19306.31	19457.33	20159.98	25015.34	24981.39	12007.75	37528.09	44293.67	55927.85	41630.43	67783.7	50834.51	30492.18	50285.82	44865.51	32881.18	30371.08	20687.74	21633.0	12915.3	6298.92	29980.83	59893.67	38720.25	29123.58	73295.25	44074.58	14344.08	61764.42	89906.62000000001	23822.67	23566.0	40261.67	19124.5
EC:1.1.5.4	9904.91	12261.419999999998	10048.59	5212.17	3527.17	4054.08	294.6	886.5	1233.25	641.25	3506.75	1646.95	1644.05	1523.67	1316.92	1171.4399999999998	2392.45	3708.09	2139.99	1605.59	3657.33	898.45	1147.04	7212.700000000001	4784.41	6259.379999999999	2011.11	2521.64	1140.41	868.9	737.5	669.05	3901.88	1922.51	3686.25	3945.26	1373.92	1658.25	944.83	2183.83	1288.66	2376.93	1449.34	1494.16	2899.38	1890.58	2475.72	2227.72	806.6700000000001	3471.84	2366.25	1538.22	868.75	3673.42	4518.22	1820.25	3315.17	2714.41	1075.17	1083.1	1409.75	1726.58	1303.5	1129.75	1324.9	754.82	1087.0	869.83	763.25	1456.25	1472.14	986.06	2162.78	1282.42	1784.65	526.25	756.0	828.0	464.0	878.25	986.15	725.75	377.58	200.25	443.0	139.5	402.5	158.0	2815.25	880.25	4237.88	2490.91	2303.49	1564.0	641.75	4722.0	58.0	63.6	111.75	154.25	101.25	143.35	198.0	79.89	68.75	117.0	36.0	99.92	83.0	131.25	90.0	32.0	84.55	236.0	39.0	28.25	124.0	56.0	106.0	86.0	46.0	76.75	124.61	128.0	102.0	54.5	38.0
EC:1.1.5.6	17873.82	16279.84	16969.18	7057.84	5136.34	5979.66	12.0	11.0	22.5	0.0	11.5	13.0	25.5	27.0	8.5	25.0	62.7	351.74	134.42000000000002	20.5	5872.16	0.0	43.0	9520.82	3292.66	5016.799999999999	34.0	599.14	1854.16	27.4	7.0	6.5	369.34	432.34	4882.5	1910.01	532.5	680.0	133.32999999999998	356.34000000000003	120.66	234.68	209.01	1423.66	436.84	126.33	147.66	316.83	76.0	368.84	18.5	562.42	407.5	3682.34	6123.3	2360.5	3962.34	3003.16	8.0	13.0	20.5	66.5	345.0	6.5	26.0	0.0	182.0	613.66	56.5	25.0	1761.14	415.56	1154.28	28.42	484.5	6.5	28.0	0.0	16.0	2.5	30.0	565.5	49.5	13.5	22.0	29.0	102.0	3.0	60.0	11.5	1352.41	264.16	801.3199999999999	310.0	5.5	0.0	0.0	0.0	5.5	4.5	2.5	7.5	14.0	24.64	9.5	0.0	0.0	64.42	2.0	2.5	0.0	0.0	1.5	32.0	0.0	4.5	8.0	0.0	26.0	0.0	4.0	8.5	19.36	0.0	0.0	5.0	0.0
EC:1.1.5.8	17.67	21.4	2.0	2.0	1.5	6.25	0.6	0.0	3.25	0.0	13.0	5.62	41.8	36.42	26.0	11.27	34.95	330.19	116.52	10.42	2.5	40.2	12.12	2573.28	3289.66	5008.589999999999	0.0	607.64	0.0	1.4	2.75	0.8	309.07	210.57	0.0	314.68	100.83	49.17	79.08	279.27	123.58	303.12	186.42	89.66	204.62	227.42	134.99	201.91	76.92	318.09000000000003	3.0	29.22	0.0	13.0	11.14	0.0	0.0	2.25	2.25	7.85	0.0	11.0	0.0	0.0	5.15	15.0	24.0	0.0	0.0	2.75	1.14	408.56	1157.53	15.17	501.4	0.0	0.0	0.0	0.0	0.0	3.65	22.67	0.0	3.67	17.0	4.67	0.0	68.0	0.0	0.0	352.29	70.33	41.5	13.0	0.0	0.0	0.0	6.47	0.0	0.0	0.0	0.6	14.0	5.14	0.0	0.0	0.0	57.42	0.0	0.0	0.0	0.0	0.8	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.109999999999999	0.0	0.0	0.0	0.0
EC:1.1.9.1	0.0	48.0	0.0	0.0	0.0	24.0	0.0	0.0	9.0	0.0	85.0	0.0	48.0	51.0	0.0	96.0	48.0	14.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	51.0	0.0	0.0	0.0	27.0	0.0	21.0	12.0	0.0	48.0	0.0	15.0	0.0	55.0	0.0	34.0	14.0	0.0	9.0	0.0	34.0	27.0	0.0	23.0	51.0	15.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	33.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	36.0	16.0	0.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	25.0	0.0	6.0	8.5	9.0	0.0	0.0	16.0	0.0	0.0	0.0	20.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	10.0	0.0	18.0	0.0	0.0	13.0	0.0	0.0	44.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
EC:1.1.98.3	0.0	54.17	0.0	1.25	0.0	2.75	0.0	4.0	16.5	2.25	16.0	5.5	35.5	0.0	6.0	10.0	25.0	0.0	18.8	24.5	22.25	26.25	10.5	8.5	7.0	3.25	0.0	35.0	1.33	5.5	6.0	0.0	209.0	78.5	0.0	221.25	43.0	35.0	40.0	167.25	0.0	162.3	35.5	30.67	106.5	48.5	38.0	106.0	39.0	190.75	14.0	2.5	43.5	57.25	28.0	20.0	16.0	36.0	0.0	71.83	0.0	0.0	0.0	44.5	0.0	0.0	0.0	0.0	0.0	2.25	0.0	10.0	28.0	32.0	11.0	6.0	2.0	4.0	15.0	0.0	6.0	7.0	8.0	1.75	0.0	0.0	15.5	0.0	0.0	14.5	72.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	2.0	0.0	0.0
EC:1.1.99.1	10871.92	15297.4	11451.25	7458.5	4584.5	5742.0	623.2	2498.5	3202.75	1688.25	6781.42	3408.95	3897.55	4155.34	4750.5	4330.73	5362.45	5471.37	3591.28	3123.76	5019.21	2270.2	3256.87	7956.34	4029.41	3637.94	3608.0	3446.07	1262.08	1382.4	1455.25	1345.05	4685.72	2002.99	2863.25	3836.43	1423.41	1908.25	1012.01	2010.38	1386.79	2391.92	1488.3300000000002	1662.16	3264.12	1812.59	3147.99	2610.74	1001.92	4101.110000000001	1579.25	2260.31	1454.46	4621.75	5022.65	2136.25	4205.5	3539.41	1460.5	1730.19	2056.25	2196.91	1940.5	1791.25	1739.3	1187.0	1498.0	1089.5	860.25	2204.58	1648.57	1014.78	2167.64	1566.04	1568.05	944.25	1238.0	1626.0	928.0	1554.25	1995.05	582.4200000000001	166.75	91.42	233.0	107.17	163.0	180.0	962.75	306.75	2926.5	1011.08	1086.0	653.0	226.75	1584.71	87.0	136.27	245.75	231.25	196.25	260.95	360.0	119.32	112.75	227.0	90.0	120.21	124.43	247.25	137.0	60.0	198.35	365.5	51.0	83.25	174.0	111.0	140.0	123.0	93.33	121.25	187.18	216.0	173.0	83.5	78.0
EC:1.1.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	33.0	58.0	13.0	11.0	0.0	0.0	10.0	7.0	0.0	7.0	0.0	14.0	17.0	0.0	0.0	0.0	0.0	21.5	4.5	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	10.0	0.0	3.5	0.0	0.0	0.0	0.0	3.0	33.0	0.0	10.5	0.0	5.0	26.0	0.0	0.0	6.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	12.0	0.0	0.0	0.0	15.0	9.0	4.5	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5	0.0	3.5	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0
EC:1.1.99.21	464.0	1889.17	760.0	780.0	311.5	507.0	144.0	389.0	544.0	292.0	1614.0	777.33	703.0	674.0	581.0	493.67	892.0	1085.5	594.0	416.17	323.0	311.0	467.17	357.0	341.0	212.0	985.0	926.0	101.0	409.0	313.0	328.0	1029.0	283.8	0.0	469.0	221.0	373.0	225.0	325.0	251.0	419.0	249.0	167.0	657.0	294.0	748.0	493.0	204.0	900.0	179.0	579.0	291.0	825.0	545.0	274.0	599.0	593.0	450.0	437.0	505.0	541.0	526.0	481.0	539.0	264.0	337.0	227.0	238.0	576.0	207.0	190.0	408.0	396.0	237.0	248.0	315.0	393.0	202.0	432.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	3.0	0.0	29.0	28.0	51.0	76.0	50.0	66.0	46.0	16.0	32.0	56.0	18.0	17.0	41.0	65.0	45.0	16.0	39.0	107.0	17.0	13.0	38.0	28.0	27.0	41.0	22.0	35.0	45.0	64.0	49.0	26.0	19.0
EC:1.1.99.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0
EC:1.1.99.28	8.0	20.0	0.0	15.0	15.0	5.0	0.0	13.0	26.0	0.0	19.0	0.0	11.0	16.0	31.0	25.0	36.0	4.0	25.0	18.0	0.0	24.0	36.0	0.0	12.0	0.0	0.0	0.0	1.33	0.0	7.0	38.0	33.0	8.67	0.0	6.0	5.0	2.5	0.0	3.0	5.0	15.0	0.0	0.0	0.0	6.5	7.0	24.83	0.0	12.0	0.0	0.0	15.0	0.0	16.0	0.0	8.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.67	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	10.0	3.5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.99.3	0.0	56.94	2.0	4.0	24.0	12.5	0.0	30.0	180.5	60.0	146.0	66.0	104.0	115.5	6.0	11.2	31.9	26.5	225.0	6.5	5.0	4.4	17.9	275.0	5.0	4.58	4.22	36.0	0.0	2.8	5.5	0.0	658.48	375.84	0.0	422.02	194.84	110.0	111.16	413.32	185.16	420.58	206.34	42.66	331.40000000000003	290.5	165.28	312.62	60.34	377.34	6.0	62.0	0.0	26.0	16.0	0.0	0.0	30.48	4.5	12.5	0.0	41.98	0.0	0.0	7.5	6.0	0.0	0.0	0.0	5.5	0.0	0.0	6.5	11.5	28.0	0.0	0.0	0.0	0.0	0.0	4.5	16.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	717.3399999999999	62.66	37.66	10.0	0.0	0.0	0.0	7.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0
EC:1.1.99.31	0.0	32.33	3.0	16.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	32.0	17.0	0.0	0.0	11.0	9.0	0.0	0.0	13.0	0.0	11.0	0.0	0.0	0.0	16.0	0.0	17.0	0.0	0.0	81.0	122.0	0.0	83.0	45.0	43.0	31.0	79.0	44.0	82.0	38.0	42.0	96.0	94.0	119.0	33.0	26.0	231.0	0.0	15.0	0.0	0.0	0.0	0.0	12.0	4.33	0.0	30.0	52.0	3.33	15.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	19.0	17.0	10.0	21.0	0.0	0.0	12.0	9.0	0.0	0.0	29.0	0.0	0.0	8.0	0.0	11.0	9.0	6.0	17.0	68.0	0.0	25.0	10.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.10.2.2	739.0	2490.75	1073.0	1384.0	668.5	956.25	208.0	840.0	1131.25	586.0	2355.92	1168.33	1349.0	1462.75	1708.75	1506.42	1809.75	1707.75	1210.17	992.09	739.0	819.0	1133.92	1102.5	762.8299999999999	286.0	1247.0	1064.25	120.0	464.0	543.75	457.0	2178.1	1011.05	7.0	1646.02	656.5799999999999	699.83	460.0	1228.0	879.5	1214.25	749.39	414.0	1684.25	989.92	1478.54	1259.0	462.75	2163.59	300.0	679.5	427.0	933.0	627.33	317.0	793.75	723.58	505.25	546.58	667.0	658.33	572.0	598.0	564.75	382.0	460.0	280.75	249.0	712.08	266.5	243.0	510.25	491.08	370.0	325.0	430.0	553.75	335.0	557.0	658.75	98.0	34.0	9.5	47.0	60.0	96.0	88.0	30.5	30.0	1450.83	152.0	139.25	53.0	14.0	0.0	61.0	45.8	79.0	80.0	65.0	86.0	113.0	32.0	36.0	78.0	30.0	35.0	41.0	82.0	45.0	20.0	63.0	118.5	17.0	27.0	54.0	37.0	40.0	56.0	34.33	126.0	61.25	94.0	90.0	29.0	26.0
EC:1.10.3.11	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	58.0	14.0	0.0	11.0	0.0	0.0	0.0	49.0	29.0	17.0	20.0	0.0	17.0	20.0	40.0	14.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	40.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.10.3.12	0.0	388.0	56.0	184.0	460.0	60.0	0.0	152.0	92.0	84.0	300.0	84.0	292.0	84.0	160.0	192.0	750.0	1552.0	476.0	1108.0	108.0	220.0	304.0	580.0	1120.0	1064.0	8.44	0.0	0.0	96.0	108.0	36.0	1630.6799999999998	1492.0	1660.0	3087.6800000000003	1086.6799999999998	608.0	476.0	1035.56	772.0	1418.0	984.5	790.0	1329.65	1626.0	1022.24	1786.24	456.0	1076.0	2620.0	88.0	204.0	188.0	428.0	120.0	156.0	48.0	228.0	136.0	686.0	648.0	88.0	128.0	332.0	256.0	336.0	164.0	336.0	408.0	236.0	352.0	272.0	604.0	1072.0	48.0	92.0	0.0	32.0	0.0	0.0	484.0	488.0	248.0	592.0	116.0	392.0	108.0	3676.0	1124.0	4002.36	3064.0	2356.0	1824.0	840.0	6336.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	52.0	16.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
EC:1.10.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.10.9.1	8.0	8.0	0.0	7.0	6.0	12.0	0.0	13.0	26.0	0.0	53.33	0.0	14.0	30.0	18.0	19.0	16.33	33.33	43.33	24.67	18.33	31.0	23.0	48.67	0.0	0.0	2.5	0.0	0.0	0.0	7.0	26.0	19.33	0.0	0.0	9.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	12.0	12.0	9.33	0.0	18.5	0.0	0.0	0.0	0.0	16.0	0.0	8.0	0.0	12.0	8.0	34.0	46.0	10.0	0.0	9.0	0.0	12.0	0.0	0.0	0.0	9.0	0.0	4.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
EC:1.11.1.1	12051.0	1679.0	27910.0	8048.0	29811.33	29615.0	51144.0	54057.0	68781.0	59197.0	13434.0	2641.0	34077.0	37983.0	8823.0	21301.0	9188.0	19613.0	5277.0	26021.56	36461.33	32896.33	22896.67	27198.67	31901.0	37490.0	21255.23	9286.33	62799.66	23173.0	2212.0	19633.0	669.67	1713.33	4944.67	3996.67	2312.25	6928.0	930.0	7590.67	4080.0	3602.33	962.33	7640.0	3454.33	6640.0	6781.44	4530.67	13396.0	2788.0	24762.67	8004.0	12740.89	10152.33	18833.0	23431.0	12235.33	10249.55	30198.0	9210.0	12746.44	13231.0	26218.0	25929.660000000003	6638.0	3820.0	5745.0	8968.0	3754.67	808.0	10974.0	6854.0	12017.0	8183.0	22405.0	23822.0	19992.0	39045.0	30091.0	22956.0	17444.0	9737.67	13225.0	14409.0	14960.0	10352.0	13602.0	12539.0	13445.0	23965.0	2819.67	14671.67	11461.34	16315.33	16810.0	16166.0	11154.0	11893.0	5147.0	29828.0	34946.0	40356.0	52792.0	51724.67	34600.0	30701.0	46989.0	49414.0	40789.0	28892.0	37312.0	37015.0	20320.0	34349.0	30065.0	51761.0	29995.0	40518.0	56370.0	28122.0	43986.0	40461.0	73774.67	41818.0	44297.0	40299.0	46308.0
EC:1.11.1.10	1392.0	4767.26	2071.0	2586.65	1303.5	1843.4	408.6	1622.0	2026.6	1091.2	4414.4	2225.6800000000003	2520.0	2617.67	3039.0	2873.01	3407.2000000000003	3364.22	2229.31	1877.51	1348.4	1459.0	2141.01	3267.79	3076.78	3075.15	2356.6	2370.67	444.0	858.0	958.37	897.8	2799.85	1044.5	26.0	1858.08	720.93	1010.25	562.0	1115.5	786.25	1451.75	891.25	544.0	1903.93	1070.0	2199.88	1424.33	549.0	2568.58	601.0	1249.51	786.0	1865.2	1225.57	638.8000000000001	1451.2	1341.4	926.0	1013.93	1250.0	1302.0	1140.25	1088.0	1028.6	717.0	870.0	505.0	500.0	1387.0	501.5	673.1700000000001	1535.34	898.71	924.4	616.0	858.0	1117.8	617.0	1057.0	1293.4	289.25	130.57999999999998	155.0	142.0	136.0	96.67	217.0	58.0	40.0	1183.92	70.0	161.5	98.5	41.25	18.0	2464.0	559.6	341.33	161.67	170.13	252.93	249.0	169.57	279.33	345.0	112.67	86.71000000000001	1778.0	928.0	576.0	40.0	343.8	242.0	789.0	1284.0	550.6700000000001	689.3299999999999	144.0	4302.0	119.0	725.1700000000001	2256.4300000000003	2179.0	4581.0	835.0	5034.0
EC:1.11.1.15	59686.740000000005	38252.22	100592.77	36415.65	86048.18000000001	85714.45999999999	127132.54	136964.99	176068.85	148447.57	46966.89	11242.740000000002	92455.76	98510.5	26582.67	59233.34	32001.17	62602.21	18219.81	69479.62000000001	85677.67	85580.11	63404.41999999999	87292.46999999999	90231.88	105621.13	60417.61	31015.24	170039.4	61811.920000000006	9255.89	51474.31	27967.28	19439.2	38302.36	36863.79	16237.05	24277.31	7685.66	34088.14	20988.770000000004	26021.55	11799.97	27483.58	28962.68	30905.41	35120.64	29651.480000000003	33110.45	30049.11	66726.09999999999	24711.06	34884.79	35503.25	57154.97	60426.15	39154.7	32726.45	76924.85	25881.93	35944.26	38041.58	67838.67	67040.91	18082.6	10005.48	11543.66	20072.83	11675.16	5221.24	34679.06	18720.38	33949.3	23003.49	55509.62999999999	61140.74	51654.26	99245.44000000002	75815.17	59153.75	44436.93	33558.939999999995	35616.53	34053.67	40069.2	24458.13	35646.69	34362.69	43408.59	60223.43	40589.4	38708.06	36511.19	42455.07	41289.26	43691.29	91318.34	87605.63	86054.86	112168.91	125793.82	164839.73	133238.43	160980.62	109301.62	105046.98	147397.36	130310.68	142777.14	103837.33	131499.24	99882.3	69730.65	88211.92	123922.33	135206.91999999998	94143.59	112706.41	156134.91999999998	134347.33000000002	95157.07	127896.67	192065.38000000003	117293.67	134283.5	135642.64	128300.2
