function	050B	051B	052B	058B	059B	060B	064B	065B	066B	067B	073B	074B	075B	076B	080B	081B	082B	083B	084B	085B	086B	087B	088B	095B	096B	097B	102B	103B	104B	105B	106B	107B	214B	215B	216B	226B	227B	228B	229B	230B	231B	232B	233B	234B	235B	236B	237B	238B	239B	240B	139B	140B	141B	142B	143B	144B	145B	146B	147B	148B	149B	150B	151B	152B	153B	154B	155B	156B	157B	158B	159B	160B	161B	162B	163B	164B	165B	166B	167B	168B	169B	249B	250B	251B	252B	253B	254B	255B	256B	257B	258B	259B	260B	261B	262B	263B	108B	109B	110B	111B	112B	113B	114B	115B	116B	117B	118B	119B	120B	121B	122B	123B	124B	125B	126B	127B	128B	129B	130B	131B	132B	133B	134B	135B	136B	137B	138B
EC:1.1.1.1	84536.33	48589.37	147320.02000000002	53613.71	128172.51	127005.21	188857.07	202844.83	259788.04	220417.1	70364.81	14865.53	135689.88999999998	147371.8	36494.42	84736.54	43032.38	83753.0	22835.0	98473.2	122635.84	127796.88	96433.44	126295.44	132024.46	153943.6	85485.35	42563.34999999999	254883.23	90747.26	11666.73	75481.23	20221.46	17140.09	35176.740000000005	35354.83	16683.14	29289.75	6831.39	36561.29	22295.2	24250.82	9653.34	35977.06	26427.56	34684.439999999995	38911.23	28740.65	45228.47	25459.57	95523.68	34303.35999999999	51273.2	48957.82000000001	83299.72	89523.23	55755.29	46374.69	113526.34	36855.79	51471.5	53270.06	98555.92	98964.82	24390.5	12419.98	13645.13	27267.41	15575.62	6365.91	45762.63	26670.47	48008.77	32342.27	79914.54	90395.66	75690.09	147294.77000000002	112867.7	87339.25	65499.74	42749.740000000005	51528.25	47478.85	58114.99	35155.42	49827.26999999999	48712.55	64719.17	87184.25	32531.700000000004	54508.74	47714.8	58637.36	60674.67	63174.03	121612.6	120468.45	138410.47999999998	165286.5	199457.74	239451.25	192012.5	218806.44	141262.13	132594.3	209003.12	188138.22	190705.71	131604.05	188390.25	143881.8	93444.95	137028.75	176759.25	198395.75	112279.42	153326.0	221195.92	133593.0	128375.24	168459.66999999998	274338.24	149097.0	165522.5	194961.22	153455.2
EC:1.1.1.100	57568.75	43208.45	105620.18	43021.01	94906.75	95061.56	138904.87	152630.66	196269.41	163957.91999999998	64269.880000000005	17369.159999999996	106715.07	114939.04	35299.93	69958.69	42401.01	72159.08	25627.56	78202.00000000001	93523.49	97798.55	76230.17	98060.76	105318.66	120414.12	69846.29	38442.72	195263.72	69577.26	11958.67	58058.130000000005	35919.520000000004	24412.39	50568.23	44237.6	19496.38	26686.23	8834.7	38338.58	24195.49	30514.22	14386.03	30467.980000000003	35414.33	35466.91	41830.67	35159.23	34738.93	37821.86	73541.34999999999	29262.370000000003	40290.58	40118.62	61735.93	65803.93000000001	43780.19	36853.89	86124.84	30413.410000000003	42724.560000000005	44096.57	75930.67	75956.32	21913.8	12326.28	14001.03	22383.83	13222.05	9327.67	36722.96	21838.84	40121.21	27201.67	61858.84	68469.33	58374.92	111320.47	84707.47	67350.5	51585.25	39954.56	40806.95	38246.9	45790.53	26456.15	40000.07	39112.15000000001	46595.87	67107.62	50626.52	41194.74	41460.21	48152.01	45364.030000000006	49308.17	72887.78	76520.02	67997.14	127807.26	120487.55	152687.44	143851.09	181304.52	121401.09	135580.44	156581.07	137049.09999999998	113158.63	88947.11	97579.75	93492.1	65293.2	68890.09	97980.16	141130.84	108470.26	111558.42	161885.75	106165.66	78175.56	130654.26	202258.49	105364.84	114902.0	135781.44	125760.9
EC:1.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.103	9156.91	8647.22	8751.59	4052.92	2893.17	3402.83	66.0	428.5	494.25	244.0	592.42	371.5	550.75	644.5	920.67	923.1	848.95	701.8699999999999	609.5500000000001	532.92	3294.58	391.2	598.0300000000001	5397.41	1979.33	2582.4	249.0	406.57	1003.08	56.4	185.5	119.25	561.3199999999999	474.2	2512.75	1360.94	436.08	414.08	144.32999999999998	473.35	273.75	418.96	278.23	791.1700000000001	450.71	259.05	397.7	544.8299999999999	102.42	560.6700000000001	115.75	315.71	320.75	1927.17	3134.65	1223.25	2148.57	1623.92	31.0	95.16	203.25	204.25	218.5	112.25	42.0	113.82	185.5	329.83	43.25	131.83	923.57	271.78000000000003	699.1400000000001	92.21	343.25	93.25	151.5	145.0	146.0	101.25	206.75	394.25	83.75	58.0	16.0	61.83	60.0	29.33	37.75	10.42	1435.37	157.25	539.41	191.0	2.75	0.0	309.7	526.75	162.25	94.92	137.75	262.75	61.5	1001.82	1216.45	721.0	483.5	93.71	57.5	515.25	104.5	114.5	112.25	29.0	19.0	137.25	1779.5	1439.0	270.5	234.0	148.0	695.4200000000001	72.68	1382.5	658.5	106.5	23.5
EC:1.1.1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.108	701.0	2426.42	1028.0	1307.0	741.5	929.25	204.0	807.0	1012.25	536.0	2242.0	1113.33	1311.0	1339.75	1512.0	1461.67	1829.75	1966.75	1184.5	1161.42	682.5	780.0	1062.92	1129.5	973.0	552.0	1189.0	1034.5	439.0	457.0	497.25	438.0	1219.6	403.0	1119.0	672.5	287.0	431.0	260.0	462.0	325.0	592.0	366.0	221.0	796.33	435.0	795.5	644.0	245.0	976.0	955.0	645.0	389.0	937.0	727.0	342.0	761.0	676.25	511.25	556.25	701.0	801.0	594.0	576.0	625.75	422.0	534.0	284.0	330.0	773.75	311.0	331.0	570.25	608.75	614.0	340.0	405.0	538.0	297.0	515.0	640.25	140.0	102.0	62.0	145.0	39.0	80.0	55.0	919.0	281.0	861.0	743.0	586.0	487.0	210.0	1554.0	43.0	92.8	74.0	84.0	65.0	85.0	127.0	43.0	36.0	75.0	30.0	29.0	41.0	90.0	50.0	36.0	63.0	111.0	17.0	27.0	157.0	92.0	65.0	41.0	31.0	61.0	64.25	72.0	66.0	26.0	26.0
EC:1.1.1.11	0.0	32.76	3.0	16.0	4.0	0.0	0.0	5.0	38.0	10.0	21.0	11.0	15.0	0.0	17.0	0.0	0.0	178.72	67.71000000000001	0.0	0.0	13.0	9.0	1315.99	1641.58	2505.44	12.0	315.57	0.0	8.0	0.0	0.0	99.42	53.67	0.0	37.42	22.75	9.0	28.75	49.42	52.08	32.09	51.67	25.33	71.17	26.08	22.33	46.33	6.25	37.67	0.0	17.71	0.0	0.0	1.57	0.0	16.0	19.33	0.0	30.0	52.0	3.33	15.0	0.0	38.0	14.0	0.0	0.0	0.0	0.0	0.57	223.28	602.14	14.71	249.0	0.0	0.0	12.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.67	11.33	11.33	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	2.57	0.0	0.0	0.0	28.71	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.43	0.0	0.0	0.0	0.0
EC:1.1.1.122	220.0	514.0	270.0	525.0	336.0	421.0	60.0	418.0	474.0	244.0	579.33	336.0	542.0	655.0	932.67	944.0	836.33	553.0	982.67	522.0	349.0	403.0	569.0	663.67	350.75	74.0	204.0	125.5	14.0	44.0	168.25	110.0	86.0	23.67	0.0	175.25	6.0	51.5	5.0	41.0	34.0	74.0	19.5	8.67	17.67	37.0	68.25	47.5	28.0	47.0	118.0	53.0	142.0	73.0	67.0	38.0	133.0	84.0	8.0	134.66	191.0	96.0	74.0	81.0	0.0	107.0	89.0	23.0	8.0	123.0	37.5	72.0	113.0	66.0	116.0	60.0	90.0	161.5	104.0	83.0	193.0	20.0	18.0	0.0	0.0	5.0	0.0	6.0	10.0	0.0	142.17000000000002	0.0	0.0	7.0	3.0	0.0	0.0	17.8	27.0	1.67	15.0	20.0	42.0	16.0	4.0	19.0	12.0	12.0	0.0	17.0	0.0	4.0	26.0	25.0	0.0	14.0	12.0	9.0	11.0	0.0	10.0	4.0	11.0	8.0	8.0	0.0	7.0
EC:1.1.1.125	9156.91	8676.25	8749.59	4055.92	2922.17	3412.08	66.0	428.5	511.5	257.0	630.75	378.5	581.75	679.58	949.0	980.5	882.03	882.1700000000001	1111.42	549.8399999999999	3295.41	403.0	620.25	6714.570000000001	3652.16	5093.549999999999	240.0	710.89	941.08	62.4	239.75	132.25	666.09	403.67	2467.25	1638.78	484.58	558.25	135.07999999999998	351.84000000000003	271.41	584.4300000000001	265.32000000000005	825.16	439.84	309.25	351.2	571.91	99.67	437.51	130.25	361.42	428.25	1914.17	3138.22	1224.25	2104.17	1644.16	21.25	65.41	138.25	144.57999999999998	240.5	102.25	25.75	111.0	186.0	341.83	36.25	138.25	918.64	451.06	1278.5300000000002	70.67	595.25	63.25	132.0	133.0	105.0	120.25	238.0	433.75	88.75	93.0	25.0	81.5	133.0	99.0	70.75	8.75	1169.4899999999998	151.41	457.99	221.0	33.75	0.0	29.0	247.75	56.75	22.25	59.25	49.75	62.0	310.89	379.75	353.0	129.0	72.92	1.0	151.25	2.0	4.0	31.75	17.0	0.0	49.25	537.0	467.0	40.0	66.0	19.0	151.25	23.36	317.0	118.0	17.5	7.0
EC:1.1.1.130	8961.16	8086.34	8675.59	3518.67	3137.09	2986.58	828.67	969.66	1585.91	926.67	971.92	364.16	1567.42	127.0	1084.58	1684.33	1577.91	3787.97	305.66	2109.59	2958.33	303.17	433.83	3975.59	463.42	777.8399999999999	1650.3399999999997	1185.34	2136.5	792.1600000000001	641.66	459.58	1118.17	228.92	2566.65	1343.56	889.5699999999999	947.43	512.24	573.67	532.15	437.08	134.92000000000002	981.33	488.03	879.59	743.1600000000001	688.6700000000001	388.08	278.5	868.42	914.51	578.4200000000001	2395.09	3073.67	1296.17	2042.01	1656.41	97.67	245.16	32.08	117.25	215.33	38.25	78.0	484.84	372.33	614.5	508.41	12.5	990.5	218.99	305.17	178.0	473.59	215.58	75.67	39.17	24.17	24.75	18.58	543.9200000000001	169.59	83.67	92.83	64.01	165.32999999999998	25.5	330.92	743.58	637.0	319.74	505.49	225.33	64.42	55.66	38.4	115.25	35.95	15.25	23.05	64.85	0.0	175.25	240.75	74.0	47.0	20.5	7.5	119.25	20.0	14.0	38.75	0.0	0.0	32.75	314.5	101.5	76.5	92.0	68.5	150.42000000000002	29.08	358.5	189.5	18.5	0.0
EC:1.1.1.132	481.0	1898.42	761.0	782.0	311.5	513.25	144.0	389.0	547.25	292.0	1624.0	771.33	737.0	709.75	598.0	496.67	905.75	1080.75	606.5	419.42	325.5	349.0	485.92	364.5	345.5	212.0	973.0	934.5	101.0	397.0	315.75	328.0	1020.6	273.0	0.0	461.0	204.0	382.4	225.0	343.0	268.6	455.2	263.0	161.0	641.0	289.4	731.0	456.6	196.4	884.0	182.0	589.0	256.0	825.0	553.0	274.0	592.0	575.25	445.25	443.25	505.0	552.0	526.0	463.0	513.75	264.0	358.0	227.0	238.0	567.75	207.0	185.0	395.25	401.75	241.0	248.0	315.0	393.0	202.0	432.0	447.25	0.0	0.0	0.0	13.0	0.0	0.0	28.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	29.0	31.8	51.0	76.0	50.0	66.0	71.0	16.0	32.0	56.0	18.0	17.0	41.0	65.0	45.0	16.0	39.0	107.0	17.0	13.0	38.0	28.0	27.0	41.0	22.0	35.0	46.25	64.0	49.0	26.0	19.0
EC:1.1.1.133	1694.0	5038.75	4046.0	3998.4	2574.0	2357.9	665.4	1626.0	2287.85	1274.2	7839.73	2218.61	3225.0	3163.5	2486.0	2426.63	3253.03	3578.1400000000003	2969.64	1802.51	2715.95	2362.0	4177.17	3299.83	3378.11	3623.14	2919.11	3025.2499999999995	10285.49	1640.5	1171.12	1416.1	8704.49	4986.45	13167.09	8334.300000000001	3551.44	3412.53	1671.08	5610.120000000001	4092.45	5669.18	3142.57	2498.6	6809.139999999999	4976.03	7256.61	7114.96	2102.16	8142.700000000001	1182.51	2019.01	1970.78	2235.2	2825.35	2822.42	1821.98	1848.98	1405.0	1357.99	1766.05	1964.16	1849.75	1488.16	1337.7	970.16	1041.5	652.0	659.92	1453.58	2345.82	833.8800000000001	1880.84	1300.04	1219.0	1049.5	1523.25	1646.8000000000002	982.25	1341.5	1506.16	5521.07	2457.85	2209.65	2602.5	2267.4300000000003	1962.04	2027.52	5720.0	3249.52	13086.65	2597.68	3745.53	2835.93	1117.76	1628.15	15466.68	15780.44	23117.61	3760.26	5558.93	8974.01	3043.59	11500.83	12557.76	7769.84	8562.5	1940.05	12292.77	12507.41	9347.25	2890.0	5058.0	4283.59	13886.16	3868.84	21247.59	14771.59	6168.75	25855.66	4184.08	12092.59	5053.17	12840.34	13279.0	4548.84	7520.0
EC:1.1.1.136	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	17.0	0.0	7.0	0.0	0.0	0.33	22.0	0.0	61.0	19.66	7.33	13.0	12.33	19.0	26.83	0.0	0.0	2.33	25.0	0.0	0.0	6.0	54.57	0.0	55.33	69.17	83.5	79.0	47.93	30.4	22.0	45.5	31.6	74.7	17.5	25.67	37.43	92.4	75.0	25.27	1.4	128.75	11.17	29.0	52.0	30.0	0.0	1.67	19.0	30.0	0.0	2.33	61.5	2.0	10.0	18.0	0.0	14.0	11.0	5.0	4.0	13.67	13.43	3.29	4.0	7.0	5.0	0.0	0.0	4.5	18.0	0.0	21.0	99.0	13.0	12.0	3.0	6.0	15.0	13.0	0.0	25.0	172.17000000000002	14.0	68.58	53.5	9.0	0.0	203.84	289.17	75.5	67.0	84.17	178.17000000000002	6.5	482.33	727.17	408.0	297.5	37.5	50.0	222.33	84.5	88.5	46.5	22.67	22.0	61.5	554.0	759.17	123.0	81.33	59.5	461.0	42.5	705.17	366.0	86.67	17.5
EC:1.1.1.137	48.0	119.83	11.0	62.8	37.67	48.67	27.0	63.67	60.53	63.73	289.0	80.67	86.67	77.6	142.67	131.73	207.96	103.0	302.67	112.0	30.53	135.4	145.67000000000002	187.53	140.0	95.33	128.0	399.6	76.0	244.8	241.33	102.0	139.4	83.4	0.0	159.79999999999998	63.4	76.39999999999999	63.400000000000006	75.0	65.6	97.2	110.2	55.8	204.27	98.8	117.2	130.2	32.8	203.8	214.67	142.0	144.8	176.0	229.8	71.6	205.13	200.67	141.0	161.2	236.6	321.47	117.34	144.0	191.0	140.0	75.6	113.0	33.07	259.33	48.67	135.6	197.0	189.63	118.2	127.33	310.67	293.0	183.73	180.0	75.66	28.2	2.0	3.0	29.2	34.8	11.0	8.6	9.6	13.0	274.2	23.6	24.4	5.0	0.0	0.0	659.0	296.0	215.4	41.33	34.0	57.67	78.0	34.0	41.0	43.0	33.0	25.67	114.67	90.6	41.0	9.0	3.0	124.0	124.0	430.0	63.0	31.67	12.67	1827.0	22.0	348.33	729.6700000000001	1626.0	3995.0	745.6700000000001	4304.0
EC:1.1.1.14	8.0	248.58	26.0	89.0	113.0	44.25	3.0	43.0	86.25	42.0	161.66	45.0	84.0	59.75	55.0	63.0	505.41	617.97	310.21	322.25	81.5	171.67000000000002	116.25	1475.83	1943.58	2769.15	136.0	333.07	5176.5	50.0	138.32	9.0	2142.83	1488.66	10798.9	2121.73	855.9300000000001	516.0	208.25	965.08	928.07	1462.67	760.8299999999999	414.67	1702.79	1025.38	1056.08	1841.41	266.0	1657.16	841.1700000000001	161.71	86.0	188.0	119.57	132.0	199.4	105.92	124.25	103.25	428.0	332.33	121.75	76.0	115.75	113.0	87.0	49.0	88.0	151.07999999999998	548.0	331.57	698.3900000000001	221.46	597.0	71.0	235.25	14.0	43.0	26.0	86.25	2288.6	790.5	703.5	584.0	650.3299999999999	622.6700000000001	1027.33	1085.0	485.67	5635.72	1182.17	2284.33	1586.0	391.0	1679.0	3749.94	7221.42	2496.7	898.6700000000001	1293.3	2841.1	142.5	7472.74	10519.53	7065.0	4388.5	350.88	680.5	4889.33	1120.17	1003.5	733.0	302.67	522.3299999999999	1355.67	19501.5	15274.51	2178.0	1612.33	751.0	5932.17	350.34000000000003	10539.67	5625.5	1614.17	262.0
EC:1.1.1.140	18224.07	16525.219999999998	18871.18	8691.09	6523.26	6581.58	12.0	15.67	37.83	9.33	3573.5	169.67000000000002	896.17	770.0	52.17	174.93	170.36	657.3399999999999	204.09	33.5	7124.74	729.2	2063.87	9732.82	3581.6600000000003	5339.879999999999	427.0	1061.14	6973.57	568.4	185.33	287.5	202.91	156.87	5737.17	1698.18	484.0	624.5	109.58	306.36	107.66	133.21	87.34	1373.66	184.87	59.58	134.99	195.25	10.67	222.34	87.17	676.7199999999999	626.5	3737.09	6208.75	2440.75	4037.17	3031.33	126.0	120.0	147.5	108.17	408.67	103.5	78.0	154.0	268.0	661.66	89.17	35.33	1757.8100000000002	426.56	1154.28	49.75	549.5	21.83	39.67	104.0	28.33	12.5	115.83	834.9699999999999	49.5	10.0	0.0	27.0	102.0	13.0	86.5	11.5	1565.63	316.43	1070.06	430.73	5.5	0.0	14.0	58.75	17.5	8.83	2.5	30.17	14.0	83.31	34.5	0.0	0.0	73.09	11.67	24.5	12.0	0.0	9.5	25.0	13.0	25.5	178.0	62.67	50.67	0.0	4.0	11.83	31.700000000000003	9.0	38.0	7.67	17.0
EC:1.1.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	9833.49	11116.89	9709.93	5112.09	3302.92	4070.41	217.2	953.0	1250.0	628.25	2465.08	1279.71	1486.85	1578.92	1840.92	1748.77	2357.53	2053.22	1517.3799999999997	1178.17	3823.51	1042.45	1435.2800000000002	6015.35	2583.49	2840.4	1428.22	1541.82	6822.07	599.9	757.8199999999999	606.85	6958.360000000001	4697.06	16971.760000000002	7839.110000000001	3094.1	2393.42	1287.83	4106.72	2861.16	4806.820000000001	2796.25	2468.33	5443.97	3744.4	4783.99	5399.45	1349.92	6648.24	585.92	1119.81	1078.15	3076.34	3793.39	1746.7	3114.34	2516.99	653.25	774.77	1085.25	1093.33	988.5	656.75	740.55	567.0	686.5	623.16	364.25	972.16	2048.0	613.07	1269.39	731.6200000000001	804.05	460.75	717.0	766.5	448.0	639.25	948.8	2923.52	973.25	798.9200000000001	789.9	979.67	1062.8	1432.17	1634.35	381.75	10314.44	888.24	2406.82	1556.83	211.58	102.5	16195.34	16999.84	20409.25	8429.09	14919.25	18052.45	8521.67	4143.49	3507.25	5519.17	11471.83	8481.38	22717.67	13771.08	28514.5	14266.5	10382.85	21099.67	20432.33	5711.42	10628.5	20461.84	3201.5	10838.08	14861.16	3551.75	4144.84	19762.67	25070.0	16221.67	18888.5
EC:1.1.1.159	8686.5	7909.75	8235.25	3429.5	2509.75	2908.75	6.0	5.5	22.25	3.0	5.75	12.5	12.75	13.5	4.25	21.5	21.75	44.15	15.5	10.25	2869.0	8.0	12.5	3393.75	50.75	0.0	17.0	0.0	970.25	23.0	12.5	3.25	561.25	322.62	4112.15	1459.15	398.5	392.75	94.0	320.75	206.9	334.75	207.25	818.5	481.95	366.25	339.75	424.25	114.75	590.75	14.75	281.0	203.75	1841.25	2983.0	1239.5	2028.0	1478.75	48.0	6.5	60.25	47.0	214.5	30.25	4.0	7.0	91.0	300.5	28.25	34.5	1144.0	20.5	0.0	28.5	10.25	3.25	55.0	10.0	19.0	18.25	13.75	944.75	149.75	95.0	53.0	32.5	161.0	33.0	74.75	12.75	2003.55	324.25	955.5	478.0	11.75	0.0	547.4	1190.0	355.45	138.25	218.55	461.35	18.5	1538.25	2042.25	1175.0	745.5	64.0	83.5	823.25	155.5	159.5	132.25	21.0	83.0	193.25	3105.5	2303.0	334.5	374.25	204.5	889.25	91.0	1754.0	806.5	159.5	16.5
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.169	10217.58	13611.29	10489.59	6018.57	3927.5	4696.15	531.6	1545.17	2160.1800000000003	1181.78	4506.82	2137.73	2518.6200000000003	2487.0	2660.67	2323.66	3500.51	4355.139999999999	2522.4400000000005	2075.26	4384.929999999999	1728.3100000000002	2224.06	9442.36	6774.929999999999	8783.61	2535.05	3228.9700000000003	5443.4	1229.8	1032.45	1045.25	8409.0	5296.23	8812.59	8883.5	4134.629999999999	3621.02	1847.09	5330.58	3678.02	5441.9400000000005	3083.79	3238.83	6646.46	4947.37	6205.04	6944.03	2140.32	7758.77	2178.76	1987.03	1412.8	3897.62	4616.179999999999	2140.05	3752.76	3163.14	1222.5	1415.4199999999998	1975.25	1959.66	1764.42	1345.0700000000002	1498.1	1025.82	1202.0	1024.33	806.26	1651.9	2216.31	1409.23	3257.12	1600.4500000000005	2269.65	1063.58	1282.92	1478.8	933.58	1383.75	1635.98	4843.96	2393.58	1983.92	2822.88	2245.0	1668.51	1676.83	4355.75	3281.92	12439.48	3087.12	4653.65	3440.28	1164.25	4768.780000000001	14929.7	16731.27	20932.25	8777.42	15780.05	21529.02	8748.25	4170.8	3167.95	5268.5	11512.25	8721.3	21230.35	12605.75	27917.0	14403.0	10259.3	21305.0	19891.25	4579.0	8678.5	18957.42	3456.67	7735.25	15320.99	2969.5	2917.3	18654.0	21329.25	15568.92	14595.5
