pathway	050B	051B	052B	058B	059B	060B	064B	065B	066B	067B	073B	074B	075B	076B	080B	081B	082B	083B	084B	085B	086B	087B	088B	095B	096B	097B	102B	103B	104B	105B	106B	107B	214B	215B	216B	226B	227B	228B	229B	230B	231B	232B	233B	234B	235B	236B	237B	238B	239B	240B	139B	140B	141B	142B	143B	144B	145B	146B	147B	148B	149B	150B	151B	152B	153B	154B	155B	156B	157B	158B	159B	160B	161B	162B	163B	164B	165B	166B	167B	168B	169B	249B	250B	251B	252B	253B	254B	255B	256B	257B	258B	259B	260B	261B	262B	263B	108B	109B	110B	111B	112B	113B	114B	115B	116B	117B	118B	119B	120B	121B	122B	123B	124B	125B	126B	127B	128B	129B	130B	131B	132B	133B	134B	135B	136B	137B	138B
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	127.5339071854206	541.5416125839879	158.41288928608608	391.6338800331689	68.75110513362414	137.1575607063583	30.12801821996901	187.40032303524592	472.2792419414418	182.6869968479429	590.3227169094446	235.36268154521176	243.2540342944932	418.6849834747151	575.1928621190435	247.1600768203297	641.2356683729442	910.0581557331992	1838.139633442468	277.3218012082531	380.92499669067473	396.6023909995156	292.76585654584574	3798.3397605132095	3894.9621746123735	5242.5072020480375	188.5717304353484	926.5973431965496	8144.325209969111	35.73629958550804	351.7573053538832	225.95526084966212	3041.425192828843	2353.445483547985	10865.2838974328	3454.394389281698	1349.5977265428762	1046.7983780425066	366.3242719055771	1727.139961325492	1182.6530008072366	1959.5008860101143	1081.8336559835038	454.8936832028667	2852.822667645289	1518.2264461925568	1911.3638148782688	2936.646191244965	415.98094726601386	3417.824505253904	506.0452362404562	181.40367966397696	277.2466384619565	320.10639864539064	102.65614917422997	316.1659554560493	192.5573907840475	305.3800775068256	227.57813135511023	145.37193688704306	572.5973709801469	578.223978763942	118.47682244064188	208.18032258789708	379.18812932753696	198.2888367581052	85.13721645254225	44.49399925038367	50.17500508999177	206.22330121677587	1286.6481984407146	570.0370491004592	1534.5380728556656	111.84758846377034	858.0967291109953	194.6472564752616	337.1084893586112	243.8678356095681	130.3062688928208	216.2450624635112	282.2174046748285	4086.819285414489	1017.9593976049932	990.7608904448408	918.1900626422722	1024.130581346864	1204.924038539318	1681.3879605391617	483.7000596005386	468.9873215816366	7861.80860782453	798.578738722366	2460.77067112774	1940.5600645242805	284.50284494179164	192.53916126445125	5854.775882077338	9498.758649992278	4526.690418315667	884.3068115471247	1321.6680379302636	4055.00771992814	209.1623347191316	6167.420780862895	9595.48803936889	6604.701646271153	4371.448829887306	408.4028825916348	1300.841105304208	5453.586192803367	1650.9189384259007	1264.1789254930022	1017.048435925472	600.5365292141848	1513.1378848058876	2631.2314423843945	18812.56062178504	13832.17546001586	2466.2078141717493	6422.89471848928	1043.8492171969608	6381.75187288436	2318.466999596141	11060.88039730631	13869.920351332968	3902.978545169501	10408.934963467418
PWY-5507	0.0	401.9095246559607	112.18084225981612	29.71102472522504	75.9032604520342	71.15062569062408	0.0	90.04943081888695	0.0	122.93138547559084	304.7240990769769	144.64406361608323	104.2955604036247	122.11413839219792	36.226875866981146	224.7528651966158	161.81118888427503	795.1020666948839	700.0573756698699	18.546751395578344	185.6373648262111	179.49661370676077	20.912736414557983	2336.6772067225443	1801.721163563442	1112.489814479972	73.67803661075651	948.0190658615531	832.3177932026208	35.4886231490439	305.8735508145649	203.79107526295883	2139.815635337289	1381.3441324604817	0.0	2104.507017588766	815.0773228149756	684.457553877534	280.0343213304158	1148.8143263757806	892.7208558225059	1373.4312215457082	836.8244019591201	515.2285002454746	1825.9065630352984	972.417308090186	1566.6519001519057	1652.8913851387897	374.0535379304494	2155.381649458104	246.44034623694927	73.60538181014189	322.7353630398145	294.6964635259829	102.94442175805588	37.126357876545605	78.3763305630866	194.9262960112615	168.375392426631	0.0	387.85244513320623	529.2740612521517	246.07570838035548	242.5228192657392	260.4837997008169	0.0	0.0	55.577048781176266	88.43452380709708	97.5498034997252	219.79870511647505	412.241198362522	996.0387309782334	41.617946236587805	528.5538358661123	221.6757322939964	96.24005139738271	371.519626715024	134.69091009347864	247.351592889028	200.82209158956925	530.5763564730057	165.4508525677917	0.0	163.29085243935117	79.64416226358578	0.0	292.52084908616854	63.8391280496682	0.0	2695.841964160423	184.32129773335825	388.8801665124804	235.99039410104527	34.32837899447305	0.0	1005.0922710251002	631.0467581969513	437.3396643503814	76.22864163984167	77.82429479331208	174.53024824153985	158.01545438640497	23.560521918186097	0.0	0.0	43.33436920848318	114.37767285650442	630.1392044997348	1027.1958843585494	522.1345387987792	0.0	442.9107608631133	123.29402545716084	290.0887925331861	445.3570138304194	604.8929429174455	407.6889853568681	240.60776579483132	1029.4006243371207	205.0747473928848	1014.5736203827828	916.587018014123	1265.4773578079764	1437.4647219145215	368.5985515351798	508.1041812393247
PWY-5509	4451.469769102379	8389.727395996237	5486.699140553633	3972.502871271562	2378.667608526228	3077.3684413511864	194.94238061503128	680.2863058535554	988.4941089293818	517.0305448288485	2225.383735638428	1113.71844579235	1181.6523731312868	1259.9343131725686	1306.5872353476534	1274.940395395486	1690.036796077091	1790.5776596730154	1482.809253455064	792.1119364627598	2768.0233964668614	749.3948592832425	1026.6918259514646	5172.306597075908	2402.028882839428	2861.0187286823	1251.254758706255	1433.4642204361196	4742.332389461462	564.6488863562098	647.6865783710434	599.7419985824295	6415.757075607943	4226.115330228582	11709.422823776233	7162.697368479072	2675.8514944559715	2303.165902020763	1167.442777291773	3873.525613622365	2551.5849122391924	4359.267409360338	2408.311549256164	2062.1942049227323	5235.7051122433295	3481.001611038016	4326.598441625642	5060.132346869886	1214.720481317168	6356.2941215617775	595.805449942552	1025.4383718725155	726.6253157703972	2485.207842377264	2576.570805417128	1303.5654565019763	2340.2629330095347	2011.800273451977	585.8406234673321	620.9657748477464	943.5732229266372	1126.6897728559418	1057.436647281159	613.4239692971965	811.8188867263646	449.4231047019041	627.4188527692133	530.2686249984181	354.2607525945237	799.3843879845826	1534.4243270304244	482.4195735765843	1211.297293723179	587.0883866428492	700.0649034150299	435.23531162186646	596.4803526069867	741.600674415486	435.2333135050148	668.9249322260582	759.1852691581123	3182.330982759014	875.658967793232	891.767821064126	923.3630094465484	883.5156164608779	1172.3821063031055	1474.842988880406	529.5363607070666	369.30532222426353	9161.325404903248	826.7997556090336	2216.7515688471667	1395.3079427153675	266.068471902896	138.06555269387113	4131.276182569802	4125.647266000036	1820.280138777492	418.4236514560303	567.1547596267943	1608.5472275456325	201.80615691293863	2769.480558687923	4574.873556012293	3008.63003424856	1795.0827940395664	232.1700580458016	2188.767866626323	2993.906948653768	1144.8221864743994	479.7964689075152	682.5729529616613	392.9249934728937	1249.608199100497	1890.878798459764	9215.11652366315	6677.717510839266	1129.3481233364737	5898.46124354063	474.68112860622927	3616.2075473795257	2754.501998606379	5306.027633548655	6820.560845109939	1595.765388323887	5356.144189647963
PWY-5529	0.0	0.0	0.0	0.0	0.0	29.13741028425457	0.0	0.0	0.0	0.0	115.05961453409604	0.0	16.851625152185168	57.07118860911269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.765204047750537	149.76261871385867	0.0	0.0	14.342213879977864	0.0	6.281703166500233	0.0	0.0	0.0	50.09598508748395	0.0	0.0	0.0	0.0	0.0	0.0	21.719626055205463	0.0	0.0	0.0	0.0	19.049801665356387	0.0	0.0	0.0	0.0	47.93957063904164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.83642871877931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.93410884664495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.53105301723156	0.0	0.0	28.433224018510764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.826961132346677	0.0	0.0	11.64705367588322	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531	0.0	46.81209208667729	0.0	0.0	13.69655050676714	38.38230196563602	0.0	0.0	0.0	0.0	146.6529007004121	0.0	52.28491719030435	74.11419729174327	0.0	85.58963214357703	46.66372597096392	52.16735447773582	36.39616708307346	0.0	0.0	45.75281165016293	25.83408364911777	166.78295004237995	0.0	0.0	52.76114112742267	0.0	10.461729226880914	0.0	25.934828604242096	0.0	35.6774883057338	0.0	0.0	0.0	0.0	0.0	0.0	30.65174374135166	0.0	0.0	0.0	0.0	14.925548456810525	0.0	0.0	0.0	0.0	58.62007066242766	48.06711841450548	0.0	57.259027911227854	0.0	0.0	0.0	0.0	0.0	0.0	23.121742390822657	25.13476668509021	98.73501174476664	14.730756540884066	0.0	42.33253337549005	0.0	26.714258326427167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.03889731193503	0.0	59.96518022858868	0.0	0.0	38.67822418879681	11.465168421449643	0.0	0.0	0.0	0.0	0.0	0.0	16.67261309208615	0.0	0.0	29.73043862766023	17.897839119467417	0.0	56.82166942929601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.898740112269302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.02498786640154	0.0	0.0	10.868119293392551	0.0	0.0	11.471158856309678	0.0	17.270119903362556	9.77821868262568	17.951088489261704	38.51942629624783	0.0	6.172401683060213
PWY-5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.179024108977803	0.0	0.0	9.375402867952731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.69146795313577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.689233522218908	12.4314381270903	0.0	0.0	0.0	0.0	0.0	16.8	0.0	0.0	43.27955510054082	10.904109072038496	28.560832569235306	0.0	0.0	0.0	15.811764705882354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57319587628866	0.0	0.0	0.0	0.0	0.0	0.0	13.515358361774744	0.0	45.28588018307261	0.0	41.99021207177814	46.92485549132948	0.0	0.0
PWY-5647	0.0	14.983534577387488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.520325203252034	0.0	0.0	3.126550868486352	0.0	0.0	3.333333333333334	0.0	3.79746835443038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.90864948141627	0.0	0.0	78.8959963765027	30.30337405262076	0.0	21.0	8.168332884496236	15.728395061728394	20.568714161969268	13.534369045874248	0.0	54.27112564560351	0.0	57.42553392256156	43.11023391926804	0.0	90.96866530721104	0.0	4.558011049723757	0.0	12.644628099173554	0.0	0.0	0.0	0.0	0.0	0.0	5.612244897959184	0.0	0.0	0.0	0.0	8.823529411764707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.02911616908069	0.0	0.0	12.401574803149606	0.0	0.0	0.0	0.0	0.0	12.244897959183673	0.0	0.0	0.0	9.782608695652174	0.0	0.0	0.0	62.37405168254033	0.0	9.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5651	0.0	51.42193276376941	0.0	0.0	0.0	0.0	0.0	20.77048290830168	0.0	0.0	0.0	0.0	0.0	25.254829800358905	0.0	0.0	34.56218523298343	0.0	0.0	7.182463750632865	0.0	7.055423246780273	0.0	0.0	0.0	0.0	0.0	24.847138150333308	0.0	0.0	38.21806958293613	0.0	256.87509149073384	234.4169481445473	0.0	399.5283655163881	128.56724013625308	67.89718582648132	94.38161825326296	293.2627117051284	174.04539779573645	213.71743215177864	140.36499975131994	70.17103959830634	295.05900408883605	173.82607911012002	207.01638822842324	251.62380225711723	32.69923251728734	397.9411973664088	0.0	6.507271382795169	0.0	17.359228860469557	0.0	0.0	20.23554603854389	0.0	18.448403860430588	0.0	47.7944195052451	13.583300011915302	0.0	28.052631578947366	0.0	21.28523992573708	0.0	0.0	7.954545454545455	0.0	0.0	0.0	0.0	34.37711240501852	0.0	0.0	15.485265154278212	0.0	16.321773735076746	0.0	0.0	28.305245668169952	25.03020539669754	0.0	0.0	22.7602861272205	24.96998799519808	14.748016798880077	7.361258395192646	0.0	440.8967911804192	35.594623062647344	48.062806926854485	18.471989493229472	5.376955903271694	0.0	0.0	0.0	0.0	0.0	0.0	1.2499572225454296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4657534246575343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5654	0.0	22.060606060606062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.256637168141594	0.0	0.0	12.968421052631578	0.0	0.0	2.618181818181818	0.0	0.0	3.428571428571429	0.0	4.067796610169491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.242396313364054	0.0	0.0	68.3387367915466	26.540613963596847	0.0	18.0	6.598261346103033	13.0	17.106563967618733	11.244444444444442	0.0	46.29663763762984	0.0	50.71472222222222	36.84111939459783	0.0	78.3899131707205	0.0	5.238095238095238	0.0	17.239436619718308	1.5739644970414202	0.0	0.0	0.0	0.0	5.012998655311519	5.789473684210527	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.301616973548924	0.0	0.0	13.19371727748691	0.0	0.0	0.0	0.0	0.0	11.16279069767442	0.0	0.0	0.0	9.0	0.0	0.0	0.0	52.53102687641493	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5655	0.0	30.24711226966532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.095945930938077	0.0	0.0	6.331989787967546	0.0	7.028789737318027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.59645357696355	0.0	0.0	165.54517716232337	62.43323648950588	0.0	42.62994462685863	19.16650760729041	35.3118885445332	46.01720068788448	30.35325077023497	0.0	113.90366117519162	0.0	113.9788300283552	92.1611075527868	0.0	184.4990026195799	0.0	7.811465131249227	0.0	20.93112955194896	0.0	0.0	0.0	0.0	0.0	0.0	12.33794774961472	0.0	0.0	0.0	0.0	15.87268126107524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.31855072042937	0.0	0.0	18.22921358668045	0.0	0.0	0.0	0.0	0.0	19.3608919321177	0.0	0.0	0.0	18.16329087509584	0.0	0.0	0.0	135.00485203409963	0.0	19.74031048612263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.517556484792767	0.0	25.023925641866025	0.0	21.641585661330023	3.538229911393336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3386414695387865	0.0	0.0	0.0	11.828333414343447	0.0	0.0	0.0	0.0	0.0	0.0	5.42185807150596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	21671.295733556777	15260.391455533212	26599.967453149864	11997.286465677273	10689.5704999618	12669.578756615345	2066.4223576229933	3707.270186903482	5628.016441973803	3031.2156487710085	7476.629770242958	3026.262116157916	5771.034395082658	4478.493804298995	4921.72768968961	6263.143455104376	6318.201287432571	10090.229391795268	4222.374369099695	6036.821632523952	12168.256115462877	2964.620380874904	3385.8144760326136	17672.883456589396	8412.167009281455	10954.790564138257	5638.195370910813	4985.445301807075	9744.902220867189	2743.6956244616576	2127.5549380216694	2061.095742585214	9754.276418809248	6185.311776580991	17182.604211511454	11867.42238970772	4650.113459324011	5326.78583222278	2410.291212772888	7969.353972155162	5093.303098898859	7584.545608459078	3901.9621392033096	5270.42518773676	9046.123334798229	6849.754504662411	8771.116840370953	8675.431058913982	3304.433458201085	10303.173114470916	3050.348707062642	3428.38499352093	2600.608854070684	8596.394379455844	11590.020731699651	5702.938946980379	8503.435021775478	7033.249905889125	2219.085533312303	2299.4718617424724	3197.2524739509854	3412.966657077709	3650.590786003109	2396.8546311659943	2363.4153194598944	1756.1446962061543	1998.964967253068	2091.1983373348967	1495.442730810578	1867.130396598848	6430.781616331752	1701.0556731384768	4196.278314601673	2148.5748708294946	2776.77275842198	1485.1357395456455	2472.0548747774574	2442.5311313630154	1412.2723668173476	2250.962984648439	2584.346106326448	6967.313280093387	1935.78443190536	1964.9131295449315	1893.496476460959	1939.4495956922149	2539.167462616664	2769.6814715920727	1329.0094197213823	1856.3094195887704	15233.70570129142	2493.4361445695004	6066.251784342307	3970.502926292165	680.0496234517068	411.182624878955	18948.159326419813	22246.6126951936	21579.382274399788	46717.20086539271	12542.040154321505	36238.30273169415	36265.4701633295	46583.43700123639	19720.53667735865	61726.19657959172	43776.06668993587	29719.525604055696	7629.05105397015	11167.13239360197	7057.428159344361	22285.22571118376	25283.41232252381	1626.306047939363	8198.020346077044	3826.114886910588	16079.197417564052	11746.26715758362	8222.399805097	18546.35158146001	6383.077492090112	15284.909594967015	7329.124768328195	24420.519699394805	38097.361189033705	41007.40519269621	61880.9907814705
PWY-5667	30412.337911530616	19145.69381690537	55065.7855316013	21014.399974422147	49359.70326339953	48677.926114009104	72950.78937799437	79180.98401911726	101809.10776628356	85513.38188256262	30360.55053449297	7278.825563375162	54557.99438949832	57962.78609620367	17603.757778970645	36058.11326986626	20195.1005458407	36974.135351839424	11751.274674860924	41486.32821863845	55382.79116576197	50154.29224512831	38633.88756669818	48110.388606353226	50595.43780493746	58102.329700989765	35506.09821556703	18406.11016626536	102581.43029096004	35988.0619363566	5924.277447563202	29898.896958959333	15650.700143629683	11249.574180765218	23002.08464362712	20885.88120976176	9658.471767855808	14007.648423411178	4461.771347120631	19449.28511053554	12234.158778023757	14545.15608391667	6451.5389492434215	15742.088490110447	16372.594174477365	17870.177216228025	20747.595263881336	17156.231033367207	19105.628610019525	16665.98254040806	38121.762954581885	14596.63919402972	20881.526024738618	19856.04095329351	32320.74910408473	35219.62307306014	21956.586339468493	18525.514290487765	44200.42968354762	15183.68021365332	20818.06665063956	21861.50230914574	39108.45682059464	38678.68980694339	11110.059950579052	7068.293692244392	9077.80262737469	13539.85169742647	6722.160222466379	3418.473519996467	19264.97642968962	10897.846638041876	19561.77832393808	13570.264675465498	32815.88891855479	35324.17505493708	29977.9535040172	57346.808517128455	43736.24987218305	34248.6784991088	25946.770867826104	20735.95234845386	21887.54786781804	22326.603467928333	24508.028510186185	15200.513205022336	21736.62742994406	20610.90898892692	28055.34590811212	37872.54367004168	23593.52768361043	22407.170232518434	21270.41747874324	26356.71435905056	24689.22384358706	25136.416047484527	53781.25683567173	53534.64277351377	60646.93078816713	78078.23487994613	75800.17546543457	97977.5390405494	97062.5159291638	103661.60451272893	65784.52147705044	84992.08627808698	100079.86779302776	88589.4593480875	90536.8292409018	64194.94253777488	87396.29047558634	73239.0097706452	52019.61433250152	69310.10973524656	77016.75646783989	81137.58120779938	65715.31162454122	83773.3983848847	88103.49155857078	76107.1802569832	73762.33851598871	71273.82498974485	112685.92660544207	87658.11073095287	100370.60851205255	91911.60029598507	106833.19347931496
PWY-5676	2317.287066677412	5032.542762608138	2929.0392625310706	4044.539001703931	2363.70114239649	3076.6093342990657	525.913601977095	1832.225653588761	2768.03159122393	1462.6926465426268	2472.559261083258	1027.1442052990196	2826.655765419186	468.680390526484	3047.12777876771	3037.557241769912	3427.336308191289	4031.4912342838456	1749.4722687137478	3003.856489449713	3087.0354870293936	932.3667161606644	1339.262087965856	3984.534963181944	1983.4836404537664	694.5799988849104	2036.9483612614088	1278.089160274906	5834.210499614184	591.5067360411269	1142.7421100885524	784.9743974335958	3846.83896293632	2595.778922777156	12175.37487727608	4758.838022469294	1888.422845131588	1639.695714584253	1056.5552436811697	2567.1793892334363	2205.9213905196475	2829.993707670231	1411.976315369025	1442.1990197973143	3407.887762554776	2324.141310842236	2931.661425900609	3148.434725495485	967.8893915463144	3405.305225571465	913.38591257701	782.9444448230462	1034.892366936539	1378.5509898393352	806.5473859173466	481.30283360813934	1669.4834174578368	1285.2681005329844	364.0069087355569	708.4605171473361	470.9376444645167	471.3500247071908	550.0812879010274	253.3013122358496	656.234335678135	1057.3267379664092	867.9245034769873	305.20706686828345	150.40612937233502	466.0513150677491	501.8615972703536	575.1451196627017	1041.2491220443965	667.1789663859739	1091.8477687786606	465.08810006734586	466.4586666155976	394.9460952364127	326.0895578644609	263.9987453074706	161.88468761580287	654.1737309208518	167.27367019617677	626.066775946002	383.22138019019474	380.1060122159951	717.5290835937732	561.8684468282595	463.2613469003519	254.5397569127636	5067.285625812486	529.404450515318	1103.711207663804	1103.0034354544223	100.22681259996938	0.0	244.6127743628716	791.6330233287676	147.209093263088	146.46092932197027	94.85932133872603	123.81395760235468	432.042470658808	182.43367810152705	47.13798021799604	256.5440618360997	140.00240022860405	150.58442434683587	0.0	282.4681725556081	177.55109919552632	180.67088761217263	298.2413442927544	180.07009086616395	0.0	164.2562601046688	2545.6288651915474	1835.501444968348	169.30431713427285	178.63165936090786	189.8291616936365	1197.225216223413	176.6777075913633	355.6098337660145	706.5940399643831	35.890167397601246	83.81918911233932
PWY-5677	0.0	0.0	0.0	32.51398826216029	34.63772763540304	95.4137173130344	0.0	7.028517477514239	17.450933879196743	0.0	30.75091313648444	36.60095627651825	0.0	0.0	0.0	0.0	36.18426835297881	48.62449398693146	37.001972710133685	5.445262904427478	0.0	0.0	16.214162807748608	112.87334345162444	0.0	0.0	40.41867417282505	73.79627180739095	1271.0553294252195	57.93310388648803	9.887805798374284	119.74097814624018	454.6320198243479	616.7916104470495	5084.7837502701	1434.1812901676778	581.8586392716473	349.7924485722009	152.14002847633782	447.0479883784902	465.6459319874405	349.90276293925365	322.9727834583881	496.4023033966615	457.8703712946836	108.69773891914303	129.02448927418118	704.4529314328137	58.85336736049029	437.9675728152153	24.87835013480548	17.617410253462484	61.84963243805606	52.63257833811764	0.0	68.63598765377985	119.57532508204191	23.625856444339163	10.86099950450994	55.01754173324103	34.02454979207618	103.19682289474912	11.765070954397162	8.272416015916427	83.88899595700018	42.24388162492139	108.85001644726636	25.65697913296483	0.0	85.58572430593982	382.69207882462064	0.0	0.0	0.0	11.514907447443363	45.57173471746508	18.16175569581181	59.997278922177074	62.63452401057263	12.684922023404775	0.0	237.9579363543493	54.61946947540719	57.268497869962175	0.0	104.26111670059755	122.04358087535616	107.8572240310471	60.9655105148487	15.342836803687666	1652.6464308221273	150.45525833312902	314.9244359700223	204.6034272189664	13.180271318716446	0.0	50.62108457298242	221.39806843121744	27.60887872061876	62.038383336023	3.4927278554712897	35.2525411098769	7.154977188556967	46.483054217675445	63.68734088004	49.57932046644456	2.592202386336329	15.719322398165634	29.88979679696848	71.04552324506253	56.81487036628546	35.35860197062651	27.35645678567356	19.93566397013502	13.461781207809205	5.977464646855967	431.6883110810265	292.99678520914046	65.21644846882171	25.81483330832854	19.230605234666687	171.23701398856423	0.0	119.01935242408877	112.47196489820212	19.702391735710084	22.59679915258612
PWY-5679	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
