pathway	050B	051B	052B	058B	059B	060B	064B	065B	066B	067B	073B	074B	075B	076B	080B	081B	082B	083B	084B	085B	086B	087B	088B	095B	096B	097B	102B	103B	104B	105B	106B	107B	214B	215B	216B	226B	227B	228B	229B	230B	231B	232B	233B	234B	235B	236B	237B	238B	239B	240B	139B	140B	141B	142B	143B	144B	145B	146B	147B	148B	149B	150B	151B	152B	153B	154B	155B	156B	157B	158B	159B	160B	161B	162B	163B	164B	165B	166B	167B	168B	169B	249B	250B	251B	252B	253B	254B	255B	256B	257B	258B	259B	260B	261B	262B	263B	108B	109B	110B	111B	112B	113B	114B	115B	116B	117B	118B	119B	120B	121B	122B	123B	124B	125B	126B	127B	128B	129B	130B	131B	132B	133B	134B	135B	136B	137B	138B
NONOXIPENT-PWY	20750.35279254278	18425.09967182908	24284.3196207742	12233.263308703705	10727.8266218952	10623.155875179222	2032.5224959761583	3935.831626801375	5673.560699157491	3259.134458368976	10691.13999084618	2997.97568741594	6547.508262382524	4766.969283966854	5614.121822433088	6528.425857636883	7090.419577444439	11081.76178300443	5811.692953830917	6178.9899325075485	11288.08009138183	4383.680919715103	6848.415200584277	26582.39161917636	22688.25035886693	31230.2566249976	5729.16863998028	8637.902399021668	32531.07644887084	3818.288274967132	3020.6907718533994	3023.7986997602825	14445.340740920356	10458.922618701494	27591.301617612506	18740.86265255443	7972.1152227582	7737.560853939195	3542.976784511883	12388.100713203912	8322.497099023098	11832.823831371456	5960.248724180517	7094.419667058207	13798.97268900294	11403.618198512391	13696.312919461132	14691.6459502301	4630.854288076636	14686.13234565642	5046.518112441378	3856.807826603879	3816.5833319076255	7893.324441677768	9733.718754394917	5071.834483594438	7668.94230712805	6212.038851220552	2504.0140397544933	2497.113851060691	3862.451849844204	4196.512702039107	3248.410588022519	2567.312647560649	2428.5295166804385	2306.373381215163	1955.4640299105183	2306.643287459496	1507.11248435583	2177.7512404174186	6827.285750593453	4074.121647442496	9316.135788527785	2653.6747776000243	5775.57624978216	2307.850472433841	3386.919541192289	3402.3568290833823	2142.376000200022	2368.4387044320006	2345.965080588977	14147.84795489255	6217.868692077653	5742.652097632644	5924.3648859505065	5447.684501423623	6140.214649116055	6641.935564634006	11125.9828330667	6604.658431503486	24920.399921980617	6310.553565185093	10497.21718117468	8246.882188280744	2595.1899943050844	4696.307984157557	45068.66570127669	45862.65112875172	52573.45937746387	49715.64063536494	31831.10104600134	53397.01987339995	40292.12054666483	52618.51382510903	33889.99147369183	59457.74566915653	54940.45441716022	33580.007234492536	45757.957795623646	36222.01667612933	46250.98272467906	34848.76578355122	34485.32473619796	31222.360953999265	42174.07775729603	16889.70186858683	51461.20780166236	54435.92102212437	15047.7153939299	52285.16194952957	25618.83288986968	25933.180814027564	18336.880947248	55560.607963969785	69504.39010454163	52473.39778723396	76288.81884464079
OANTIGEN-PWY	6315.961576231784	8827.79844173237	13560.512085588469	9021.024576330265	8671.378898307568	8157.466340607896	2164.968590997489	5139.356492071952	7202.058025586794	4085.426386572549	14396.10952474807	3501.0210225678893	9229.514570206273	9143.937524401805	5643.20546190174	6774.283200069911	7134.642751185154	9178.54160364914	5053.494544284596	5231.231342029435	9267.22477661024	6937.118286042146	10609.471295644227	10968.810716582537	10350.42689435479	11654.938785159293	7837.09720292064	6716.469882895456	26965.75570006512	4824.805587938448	2341.600705282674	3970.63788172728	9496.948661094815	6534.037121865993	16257.441773901925	11742.304895356569	5352.282163989189	6583.0733925771765	2378.7967701489765	9912.2724420644	6600.413778320827	7999.540185383497	3799.0073014860977	6058.679437288207	9193.232094726984	8940.0695850435	11197.975038970662	9818.368649589616	5559.129451284103	9911.743887785417	3506.937137524384	4751.951490332952	5338.7202916728365	6045.46708769316	8688.756003009921	8281.678213886044	5547.981004707993	5221.746774272468	4093.371337288053	3490.6513364093657	4534.115828868878	4881.378902496261	5240.121402671273	4489.357245331892	3241.3743891071254	2231.123773546587	2465.48832055243	1982.5403033856787	1706.5952859612496	1613.768651292835	6366.152828158452	2294.6509853660705	5041.086045477913	3404.22822860645	3708.5113661709393	3240.052514677453	4513.580231983886	5085.6758056985	3092.689978718696	4050.082347360232	4333.35375327052	10515.81434263605	6564.805697740362	6119.198561528169	7106.888627381281	5620.630263989376	5756.677213911294	5762.832170187864	12196.354373025582	8999.405714609451	15027.91097771127	6692.900152922166	8580.540097638623	7568.251085416891	3594.255611989811	4819.018699388252	27573.787271782865	27104.54418534829	35155.43229367838	10950.387847838916	16334.365921446832	28774.33299754281	9137.378589438593	27323.973306042608	25022.44495318247	17923.425823683476	22011.459366759816	6100.765410651402	29116.90800320504	25528.3116580554	23540.603352908984	8586.273622818897	12809.708240388096	11797.858628570206	30316.520531673938	11750.34503151777	33098.11267366306	29749.080533832715	17173.21051746722	41419.2366103837	12658.883015405954	26705.66248923741	16299.032112422889	27961.7510281021	31002.40753304901	13168.074357647818	20847.75682413618
ORNARGDEG-PWY	11568.5168100303	11303.028806703758	11635.542581739885	5351.043070358492	3893.2053241566286	4530.531122694015	16.780873216909253	15.266545735646242	34.092930510586	0.0	29.59553803479741	24.29842053296961	62.05990094844813	54.49415622738204	48.75010974781594	46.97473756336552	134.19787808254986	438.57870252041135	189.92448790974984	37.04020927741969	4679.5258905652045	9.978763523655603	60.51129696761306	6940.97826294814	2518.739809297482	3387.6847850601366	46.50532219260924	613.9166476687766	1695.3320163906362	37.53954539026853	15.02363090053052	9.783973305918318	352.57583443975034	279.62605517238364	3885.754653552633	1885.857205123843	565.8926758730773	697.5942634110227	128.82842251175586	374.9906941314245	166.6430057782048	224.21247459741028	173.05992322448378	1261.046060879258	353.7101707437704	168.7234026828546	166.1569840518905	286.7253195957555	38.99550704484041	315.1541681383055	28.001775246790388	551.9801746785412	443.4733264820602	2876.0255564875	4446.78016882388	1850.197160461434	3009.524239569592	2347.5927529893106	15.613089228085302	28.355428676574057	28.08512694563281	97.5680853105578	357.6260149732771	9.023319767295854	16.59847766758639	24.199067121488994	234.07168685338547	559.0631486366304	65.49414946273752	36.6399632139198	1482.5287155072103	379.7500932929366	990.8856446937737	42.75704578350089	473.2998693444793	8.981973066585422	38.00523404017796	0.0	31.24517288115215	3.485124253320431	42.15873370709425	555.9327956897347	57.686943110983925	11.58101257618611	0.0	30.61843643039284	111.48344679194378	59.53087637291396	62.8811809091069	13.178066152768723	1309.1502796510622	251.36543469073143	786.1606218597389	319.0077675858839	8.161460336337651	0.0	0.0	0.0	7.637189813923671	8.044436393444814	3.480243966359493	12.473037539949306	19.005113663251173	32.4911469133682	13.082974827421792	0.0	0.0	77.63179306891594	2.792435700847681	3.491877215885042	0.0	0.0	2.637715266198678	13.602130460228617	0.0	6.194015292405109	11.0800954412108	0.0	34.60661683813628	0.0	5.544776847632468	11.74581515618324	27.7522084416701	0.0	0.0	6.89948642890784	0.0
ORNDEG-PWY	15513.091096516746	15225.590589779516	17056.37980863088	8036.575223316356	6013.366222569724	7425.56818014731	585.2536896118958	1548.9285898275643	2170.6901804927447	0.0	5512.924216664004	2272.945270416437	2849.004371013397	2647.9525154224925	2147.8297614503817	1930.143959021816	3285.405073008232	4289.45148059507	2146.736765784669	1642.4580079961054	6758.668310769339	1372.8264039839992	1847.7194144520568	9855.25882348518	4419.1385034587765	5531.282572984102	3704.673967113445	3668.33871388814	2257.9562264992223	1573.1319015863255	1050.888531477713	1283.8679515912147	2494.9293628457344	1036.931596953293	3921.005807973864	2885.44754437762	1103.4056692587858	1848.3372342279447	772.4860197501288	1387.931266003514	1001.8387714728136	1552.0651185560523	841.8186742120045	1870.6052290113607	2253.381195101189	1130.7896109173412	2596.05041825987	1632.7349992890147	772.370480102728	2774.987782717497	725.7507764164026	2547.1026390765155	1436.514333151737	5854.866012808342	7378.073267558946	3305.01114398801	5498.440917449507	4600.270365758447	1738.5529370981562	1637.9501899837155	1920.2452525019128	2092.6752129648867	2360.920447035672	1821.885952368474	1869.800505924644	0.0	1443.113356074521	1435.3365242100076	912.6176290360596	1374.662433213629	2413.015101423425	1082.9019199787574	2515.577692350188	1495.3145344560285	1412.6152190940927	982.0013983236664	0.0	0.0	815.0100362788975	1680.0543515796744	1774.9929307920638	575.8976661040621	67.36054077581109	9.997076479871271	0.0	26.9662427171788	101.69149256041604	0.0	57.41994261292783	11.497749338416114	1163.4696300686608	258.17741168558257	836.4712071024865	307.59780027496566	11.49677608083566	0.0	0.0	0.0	218.4725820725245	307.273945943077	202.0596100458043	270.7756442697457	297.2920373736408	88.5793141093303	137.27801879758837	0.0	0.0	132.26803639211218	165.69794361380278	261.45926944018606	0.0	0.0	156.96109101573956	435.5139436035663	0.0	56.47490911949068	159.6456943560218	0.0	133.87058925276753	0.0	91.90816968644896	148.27952490214605	199.14041000759585	0.0	0.0	108.87631044713964	0.0
P101-PWY	0.0	59.74231781159549	0.0	14.967367833842072	0.0	12.468990980505474	0.0	0.0	0.0	0.0	42.38720353715605	52.02946940787668	79.52598175381172	52.11773553881324	6.045870291765225	47.30415615976281	67.12871856165326	126.7789368018038	68.39265434780833	1.6747779405574277	11.213073108986706	0.0	34.810207428484674	37.376976861467085	132.9702149063475	0.0	0.0	0.0	0.0	105.96126925517191	32.869228363714925	0.0	904.4257519813042	906.1868979882432	0.0	944.4716400389436	483.1806543512231	357.6706490640317	206.93212980594296	759.837867530516	418.5198375790517	690.2871694306971	331.8087084888418	256.8407150684516	814.2763387628	613.2547124719515	666.7311701681581	813.1664862190794	268.80882870789486	1368.8992807980885	0.0	8.739268321970101	21.1431692830167	103.80447991252764	14.959159782968534	37.07695222111344	139.14929159239546	39.72394120464832	17.435123635653216	85.15982306278771	9.978578682412955	44.62624902661919	0.0	64.13054263244987	0.0	0.0	46.9374808962626	0.0	0.0	0.0	14.912733453038628	97.25954292589998	47.18618401862983	37.17015214691695	24.88861172075185	29.740717335963016	0.0	24.8472882233242	0.0	0.0	12.46272915295182	108.10674238969874	39.71717378475053	0.0	26.29005016430576	30.92309336951837	144.7466698513834	25.82656569651808	45.943953229741695	58.89295130141198	1030.7280935092415	124.26463646237306	152.0542464899395	30.76049998867185	20.532616738515934	0.0	0.0	0.0	0.0	4.1523408494991925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.950387928071118	0.0	0.0
P105-PWY	13808.01053949655	14583.354713291115	14251.018174788856	7365.673263792668	5488.849008823123	5694.494722537406	701.5447519766423	1866.2553571189144	2697.6293440194568	1415.337899231566	4880.209253457228	1813.624574415104	3203.543031028455	2309.6635295246274	3223.0127655640817	3473.2007016188413	4104.676398632714	5307.369270766341	2753.916334973824	3079.219916766854	6142.046532829552	1836.4625756962305	2636.5307353193675	9253.72230504502	4637.431981864098	5601.873874844923	2932.627442193781	2930.6306571524424	4034.156764044023	1395.2899395044892	1381.9960995170018	1151.7537702734633	8476.746670148377	5023.706070081153	8054.771936311214	9068.233486564695	3477.849582750257	3299.59194959176	1839.0280644349948	5335.9172779522505	3411.967599165725	5310.910046083304	3136.172659828006	3224.239251150401	6434.935795083725	4574.766827296642	5583.594086537799	6251.627791893822	1912.878761678305	7436.076459009117	1778.9634174193095	1929.027430770108	1665.7988862166967	4339.202267964549	5336.6694584742045	2476.302899377444	4037.4455313127214	3273.820270276197	841.7253887757711	1042.0773187740006	1333.1852174259284	1499.392797472182	1526.7647602611714	910.7600879524751	954.11372796443	1165.276254015213	1244.9002138616945	1224.2956785211957	825.765028961697	863.9818543438768	2934.6581102865457	1014.2566444304248	2216.866607398801	1178.1643057599258	1803.6359830065533	762.965774822468	1042.9224458965969	949.6973086277604	624.4094940544858	689.2571214680428	1013.818175728774	2457.7412934274507	641.9707989803754	349.84856111015245	672.8043095088171	562.394375614353	882.4561393139571	755.704479059743	580.557074768325	325.01662939404946	10138.237971329463	1716.9280671967697	2829.3600184084653	1511.2436188069662	191.08234207946137	10.60776265000854	413.7665441049399	690.7095344720371	1056.4086852990724	689.9197746062707	725.9218357397402	1201.1067665068915	537.6334468033573	610.3253139624346	564.1942652876278	1068.770426806037	416.7087243466268	516.3017197988559	519.8238428894439	1078.7826143898935	552.771507930062	261.34364529502164	745.518239912984	587.1852235604274	295.24340336084333	364.43457125847056	825.762966598661	531.5968698595117	668.5998619820123	606.9777698880645	434.192012725582	595.4794097135658	714.3138704118996	982.0802146927876	807.7337036329934	383.3631890179305	339.32812036364487
P108-PWY	690.2297661115801	1923.80271076452	843.5734175151049	1542.925488493884	1066.927499214686	1259.5521415516191	152.9503388280301	1022.3379782358984	1194.2212334994551	587.33914188016	1612.2686438976405	889.1428281753663	1328.2914613747328	1417.341040344215	1985.364417063863	2225.739511565892	2246.43586708127	1420.752476501409	1479.9009619526412	1367.3461363650997	1303.8362830057338	1161.6679973463492	1524.0382886331888	1969.092127329599	1219.9025443890305	304.36513824180093	604.7813775438821	415.1886064459699	1269.462867855235	255.6007195721565	714.139232329091	572.8720953632276	5754.712229055289	3892.429288807304	8284.108790749502	6281.217883723776	2479.6414187546425	1995.579009451915	1189.4345218643311	4293.879975210513	2711.860855757958	4157.840204146499	2468.0781869030648	1853.890136538048	4897.596459137213	3399.7304728962176	4053.708993103356	5090.9526584489	1273.163314060199	5624.48317030705	970.4484868994888	355.46743899205774	763.4832618285681	829.7237381733571	440.0260201911723	629.4365282474706	930.6072802988552	654.2672220905649	325.44788660797803	265.4023592087364	659.4251678501814	785.3772841282087	833.1125708195234	372.74871132600754	485.2533207320004	409.9509326176061	415.909877771736	105.8731634380904	203.00550064329715	491.5200189960327	2792.247665310114	307.712535494822	530.1741719055981	438.3719929226529	495.9383295494313	369.0410141775821	756.7942666119491	568.4026040950416	385.2823738782842	328.1638002167242	704.3723184838641	3584.271830487557	667.566596384272	856.5377368687775	654.6491370363135	665.5609997789343	920.577988362345	907.7178346949974	537.5294098141136	282.4305307647668	10609.419911940611	1304.052516656435	3169.402233832971	1885.3359960937587	252.9195305733887	125.78660944859436	11534.13853669392	11697.258606294394	7537.05977607261	1531.2438650894985	1873.505759005652	8934.104864834717	864.0972156516758	9183.811961043077	9968.164726562733	5401.995405684447	6408.471652206974	2360.3090811079933	9336.616514741085	11423.01633509325	7249.339983712788	3373.49930478884	4766.106963046461	439.6526616897109	8208.445994562888	3131.2576208730766	12903.075557421109	9002.084907994165	7013.947090360443	11066.801973394897	4719.56060077978	10654.062073530564	4426.047688909501	9767.212609606617	9495.77832390408	4717.413362668706	4493.546028991416
P122-PWY	22529.082276829173	8462.13975272732	44096.91742985402	14626.136345077944	41817.384043173006	41484.46047903101	65331.33384818192	70043.5579319108	89838.85711169043	76129.66316200572	21653.649561850303	4802.404884671631	46382.11498029103	49990.254253398765	13091.825519062351	29737.950969179543	14937.870230348512	29171.362248299258	8407.345008057719	35057.61087174814	48229.579822404216	43520.14728578999	31736.834473596857	40398.32272692968	44272.30313162708	51536.20123953797	29460.041744768496	14338.18158963885	86273.22019431226	31190.344918704388	4002.852437874722	25937.703541585422	4790.992501807973	4753.569860729276	12475.830399453176	9785.975045669264	5008.5677003434685	9784.132343494495	2235.9021371111494	12835.280008088052	7464.946994453269	7992.664982438797	2660.069201062634	11889.848988545147	8205.491222346302	11600.77110606289	13445.28809840099	8765.347312682205	15544.087800927738	7733.257878490204	32926.40598436487	11764.768053273605	17590.3194569869	15681.74790873706	27262.083314772543	30774.22381675317	17972.370517024876	15124.297207479229	39029.646013938174	12717.330988050078	17577.208887412005	18275.866701786214	34380.11280126547	33952.62101007482	9223.334765392628	5622.130598466382	7698.31688527391	11853.617231524948	5430.759941462019	2003.572618525986	16044.446353756515	9341.795150206062	16715.918865907366	11340.874451033644	28852.08083123779	31207.036743471854	26149.82939496962	50810.40729822237	38918.78064177918	30108.48703350723	22489.161625391444	15407.873544564	18294.42452523806	19124.90224411466	20545.327196505	12358.689251437796	18221.537338087983	17109.09157188628	24052.904754990617	32851.38434748114	8708.369788671378	18782.53715352388	16956.99929075346	22322.77233329424	21885.21395314496	21141.954383533724	40865.502394592026	41536.00864995402	50044.3878287409	56587.2801750165	66109.6155410318	81192.0129759638	80510.05495931044	80837.55443615976	52403.259039080585	53190.398110747	79391.81861150097	74594.27466354461	76861.0842078653	53577.35161601976	77520.08313773574	62855.81936411954	40212.65690175069	64855.68612590222	66601.28484747224	71952.9117297036	50388.28686254611	71281.60170564991	78088.25614783565	50161.153021735954	68522.72372624223	59762.552356774686	98667.2203800677	73066.95396533029	80588.33449762595	73113.0368432907	78061.56815934318
P124-PWY	24642.453562253937	8617.150735350086	49777.66177047324	16532.272656792484	48100.43445497577	47614.78713722013	75519.00097427602	80912.06103524454	103630.81953779908	88028.50668211498	25266.34050345477	5310.492352766154	53304.6264121253	58120.29392750232	14843.496961954255	34075.65991795138	16742.981929610894	32171.35800302397	9532.592607501874	40188.54878250352	56430.29653124244	50625.578415787866	37216.107316041554	45341.1292820563	50310.92544969846	58111.444112936624	33408.45523705073	15938.873928229666	101677.1083616622	35970.208331628	4394.120326981736	29995.72535222975	5700.332340149341	5925.422042060887	15606.696154629466	11942.281395405756	5905.453702503221	11466.25806428866	2549.1730803538685	15368.575574379642	8965.891517403996	9806.588580587144	3299.9962153341785	13967.109268792192	10144.934463308044	13876.196172591472	15951.331895348132	10713.002009584085	18142.27606735756	9535.99619338353	38171.006691118615	13280.233495719282	20337.20577030368	17534.74051825438	30873.38965236344	35433.25731755178	20378.959331602888	17130.669887671203	45305.347548244055	14668.734393372592	20395.52591758337	21189.71965149605	39992.3877145216	39389.603202889855	10680.432949463886	6392.376940545662	8591.587633614063	13749.50468400894	6111.340148618475	2221.503965414224	18778.841677144355	10712.49972150135	19082.82948222958	13129.779011365606	33570.69909468662	36161.35451708597	30371.87601244144	59013.64695254661	45202.70502405136	34920.78217303689	26122.75643197309	18712.38007660281	21541.2377146936	22698.150597360083	24174.813789014228	14640.751241298734	21672.183957387853	20396.23821462953	27816.083228656546	38224.37686786514	10957.932727955213	22046.41051694198	20361.82579872855	26534.216977519223	25638.657271230968	24779.408635404143	47998.10783176903	48324.877420623794	55951.60680084225	71980.66462611062	76298.91277712595	95481.49111914956	97615.75308763976	100045.27481298428	63614.81267792722	70423.29548834788	97003.14027028048	89924.973074205	88094.30613976438	62234.20002289137	85278.6161054275	73040.91092714907	47661.16688054527	68891.81904237323	75987.79338024394	84591.49893491437	60478.8733351636	81214.41421040052	91475.51857302268	63074.21790269711	74610.90751229638	71419.71087669206	116777.48830360298	83477.23047578504	93432.4820793228	88884.7298111623	95234.5141156406
P125-PWY	713.2793972045868	2534.97159457719	1173.1798881600414	1258.8440506153454	780.1274934400029	798.4443337059423	215.7594251360757	650.4841669060633	927.7152564816232	483.7670591885285	2525.429708317547	1126.2727172310229	1210.8873381570927	1101.0037071789045	963.5501961013052	884.1337505761134	1801.5812604851783	2694.535275712499	1160.9369143799847	1317.3488649731548	541.558564015135	723.547228300679	849.4067095930236	923.9827457514056	1266.9615782246335	1143.787404412211	1548.740300919082	1423.8483731777158	151.41805119766016	609.6074367994138	562.101814443194	503.4694423780048	1743.952004594518	848.5379173913633	1198.429433680382	1535.1235179403686	550.7844653581014	785.9231138966301	474.97045482083297	917.7053332737928	616.6313128633168	1342.285779720651	658.6696272277569	430.6826015244541	1431.022883218662	952.246099752968	1388.832933444767	1099.8963690709234	412.1006246431273	1641.413706422184	2250.8623368851777	922.393122880622	644.2057383451998	1426.7073493664964	1165.4682216978592	498.092396559772	1058.5096826667284	886.2887468718483	829.0241166926509	825.1802198908085	1080.6687111697222	1364.6158578206412	862.5882255739889	905.369304754634	985.00553919685	561.40969946815	737.896787685217	467.1293892330319	588.815975051329	962.1811990599696	482.92095752833	442.63231185041934	790.9980654013494	1019.481502381252	1164.1586825834129	383.9183288484738	625.0315737390536	630.0542777532168	340.9870807861256	721.6568305292706	711.0028232068387	434.4878388522994	316.2850821477525	205.78833396000604	412.8789878803115	86.81714641826092	246.40264369269104	146.607839318269	2665.4830914149334	872.4974349488486	2265.558305097624	2145.515962300526	1683.148213322574	1387.6858017675	628.1929922224651	4416.861149775441	43.4839678892037	41.98610029185617	79.45706492750652	120.9044814089344	79.16720627720174	107.94995160959772	151.3536480380212	59.98385557424338	47.98566415648114	97.4116575488143	26.9962368052381	32.99325015904203	61.47283206371712	97.41805360193187	67.46625867659401	23.994721260241786	65.93637446335184	160.21570114881052	25.49569920655661	19.49805521012632	92.93090082218828	55.47787465217362	79.47268199560474	61.452038029849554	32.986957785722986	58.48131537271411	88.47080371487618	95.92036249710408	86.93721024714422	38.9909164647382	29.99020131104572
P161-PWY	38548.43758675272	20458.151907693275	70225.60667978248	24740.856498888723	63188.4607907933	61914.85279747407	95014.92119395602	101453.78426556614	130169.7609961142	110533.61758251024	32843.215520512764	6026.118643850348	67452.49474450368	72174.31781992766	17867.08740395752	42440.95591019288	20484.81843507516	42427.98840188354	10714.611194311005	50440.83526877023	67976.35581503063	63311.8077459568	47300.90067961097	62191.83479460128	66660.86229453907	78523.70706891667	42474.11997591045	21289.80396486086	130810.38668368832	45559.86983858652	5709.817643609366	37639.7477191596	7822.366590970917	7827.867856196467	22506.463363686507	17184.71593715134	8534.707791196046	14675.97047606156	3339.772869105118	17937.322851689263	10762.282305663508	10993.467084712274	3765.079032083216	18312.571261051	11606.288879010028	17062.352561980308	18644.915106295783	13579.390567938544	22373.54913631292	10402.522760918157	47522.1334074828	17126.90307501564	25774.180945753324	24085.99013866846	41030.37885797075	45336.48590756564	27291.345931200714	22794.732759922645	56319.39276530334	18051.00676875721	24896.409690971992	25987.77288638602	49153.2912049818	48898.3686900832	12278.348326568428	7298.2321063767	9146.275942955315	16125.987599462336	7751.22028606676	2149.64484607139	23436.11073085301	13791.484133729356	25076.39434929352	15848.18688838798	41501.20117928526	45199.262484866274	37603.00384955607	73470.29567322345	56389.21323451019	43245.443514621824	31941.226286770067	22196.15968610558	26588.67515163401	26518.10317592241	29978.7573573894	18073.2590010685	25942.027488639207	24440.83702359327	33865.09700874394	47112.100709745806	15108.690351099953	27063.73405396221	24072.44443452634	31051.80696507428	31245.09840473776	30552.4520397622	60578.61617358658	57880.96024478477	70566.6204668178	93165.41255805951	97717.4564424042	119649.12746101314	115317.39005960849	120070.3328346562	73339.92135687696	89568.06931513855	117366.04940545069	107180.63875958323	107649.53820612856	71793.63340221418	105045.8707206358	85882.3595019957	57531.09456722297	83474.52081802922	93076.72472382511	102647.5429095206	64347.104387503765	90795.39158729084	109686.68528141956	81394.93557151781	82951.83133057842	81864.75015546347	142035.9860419589	93476.968187239	106041.68004960344	108322.8833900577	110422.3090887169
P162-PWY	0.0	531.003522572552	0.0	43.07426505819038	0.0	79.12351656144398	0.0	117.24438045860776	0.0	65.956900681045	0.0	184.6911257585113	0.0	0.0	0.0	242.27762313137825	0.0	168.05678513342662	602.17164182003	0.0	287.6893606095504	0.0	0.0	0.0	0.0	30.46291304047509	0.0	140.4966840365352	325.60504522980057	59.64273767613922	391.6653345340869	217.9871684818595	1486.9428412021073	1050.3022290217696	176.93582881907244	1258.4548576611728	646.1489290262896	460.213317118768	425.2962184619852	858.654693347381	587.2573400896657	1133.3653761922546	546.7696393699705	331.7918627723025	1523.259022067816	596.3107301584727	940.7134335172916	1350.6614113033377	380.5052825158589	1737.8362003510108	271.17641044888944	0.0	303.51460520537887	173.81439159250633	129.57802510196734	0.0	0.0	300.2621340807417	250.59390866669585	0.0	424.28960111088895	457.932398285469	143.0657343022961	279.12458770916265	359.38289265574537	0.0	0.0	19.290711293318417	44.06340408787669	23.41630816495025	196.60356194285168	22.91675117575314	176.18006980330742	0.0	219.56634150284265	270.0155450725524	23.16625727532608	283.6454655798722	91.21291744603208	242.7188531495784	257.86368443267764	101.05153697176634	56.8280900020131	0.0	99.66679351216864	0.0	12.742647508030142	136.4698390317688	86.76568818091043	0.0	1151.20525428102	76.5128464522135	125.35393254721538	0.0	0.0	0.0	71.28821665623433	122.40268604427963	89.00003317887926	85.60036637956179	35.17057991527335	24.589180433466577	39.52525101554003	19.31845931613809	106.1161632730008	0.0	0.0	0.0	22.25179274298042	75.81066782717683	18.71293686978651	23.784278947739192	24.92387846965907	113.93895242738306	0.0	0.0	205.3152524835302	142.9540631240103	55.2963802977163	38.59450111274084	7.504159840187517	128.62470455330111	0.0	131.57606985245476	134.02512264160433	33.58594051171361	38.22235786600677
P163-PWY	0.0	27.17350424370057	0.0	0.0	0.0	0.0	3.998868635588447	3.703086899422293	29.267526371281143	0.0	32.406622723705475	7.059090593625994	0.0	0.0	12.768132005067368	0.0	24.51686810883288	26.1901847116899	0.0	0.0	42.8344729756377	7.666653389295733	58.261309112767	0.0	0.0	12.791944855641946	37.55144996036112	0.0	850.8467734258707	41.638635481197326	0.0	96.33845456482209	372.4715454914656	386.1417310576664	5999.187117902617	544.7631348037045	228.93991280306287	230.8742381586299	70.11656814722383	390.3765599756626	422.40198510981554	448.2308282436059	255.9015081396866	58.95915100940324	394.0156898145647	234.749851657565	194.89901776941755	542.7363109683664	58.26502481451607	396.7811505929798	0.0	0.0	62.6307534151494	0.0	12.796945937343075	57.71849434643945	24.08306780699329	0.0	0.0	31.00596518244835	81.45209105326782	112.27675785394348	92.05518143062908	0.0	0.0	27.260282775053287	83.0389773728828	15.720984105492908	0.0	84.08130982033127	307.92749352002784	35.304866864876175	47.872817554643824	0.0	0.0	38.417357964420994	33.03901313290356	79.44963392992543	59.24364010048814	10.790772904319097	0.0	217.0897369400652	38.60618895802368	110.27129177961191	0.0	35.91703375999792	117.55569786888096	92.00727248675952	79.66751297584746	6.131566239358069	813.729262510539	88.54177904983068	274.82563300095325	202.19443578145908	20.399605961820026	0.0	72.67944222963679	216.33315884940123	0.0	37.81982982463597	17.424022985259	11.6970415417136	6.916198570135348	99.25355943067385	179.40051935818207	68.12667887083204	31.84872512800788	20.364126572825697	2.654373842144363	140.44418510171351	24.117705950910057	29.11243921247092	0.0	0.0	0.0	0.0	414.0784411080068	300.0923343965188	58.83300365681724	43.539243623119646	7.716451586097901	184.1704145551152	0.0	286.4812002382702	87.6947046166156	0.0	0.0
