"","1913-12","1913-16","1913-4","1913-8","1913-B","1914-12","1914-16","1914-4","1914-8","1914-B","1915-12","1915-16","1915-4","1915-8","1915-B","1916-12","1916-16","1916-4","1916-8","1916-B","1917-12","1917-16","1917-4","1917-8","1917-B","1918-12","1918-16","1918-4","1918-8","1918-B","1919-12","1919-16","1919-4","1919-8","1919-B","1920-12","1920-16","1920-4","1920-8","1920-B","1945-12","1945-16","1945-4","1945-8","1945-B","1947-12","1947-16","1947-4","1947-8","1947-B","1948-12","1948-16","1948-4","1948-8","1948-B","1949-12","1949-16","1949-4","1949-8","1949-B","1951-12","1951-16","1951-4","1951-8","1951-B","1952-12","1952-16","1952-4","1952-8","1952-B"
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium",89,138,253,82,143,638,299,225,44,57,374,306,68,181,268,85,155,475,0,1084,109,141,604,83,101,366,154,1235,147,111,160,129,69,222,97,599,146,331,120,421,1374,388,73,48,39,1488,720,63,156,73,1001,302,53,61,72,0,43,95,43,88,0,0,132,107,376,0,0,29,61,91
"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter",145,498,306,136,367,163,371,643,256,111,417,257,161,488,155,133,93,395,390,524,343,268,78,13,200,269,505,47,446,94,253,875,75,106,153,226,571,176,36,361,622,45,248,214,58,172,121,335,494,170,517,58,178,239,135,48,0,147,53,186,235,0,499,348,179,93,51,107,178,402
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK4A136_group",0,313,0,0,259,207,535,0,0,577,857,825,17,1958,0,713,66,0,0,69,336,629,0,0,71,710,772,1464,77,1143,877,0,60,0,0,589,0,0,0,21,0,22,155,42,0,0,205,137,0,377,158,0,0,0,727,26,0,280,0,52,0,0,0,0,752,31,0,343,33,0
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium",1232,58,0,0,13,375,88,0,0,19,1056,152,28,0,16,345,62,0,0,0,41,145,0,59,28,86,48,51,100,27,32,1278,80,122,35,147,1590,58,11,41,39,45,102,31,82,72,75,142,108,342,54,9,52,52,102,922,12,228,269,156,919,7,1223,286,743,609,49,203,1169,675
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA",0,343,0,0,0,513,1954,0,0,0,1540,1375,0,0,0,757,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,822,0,0,0,0,0,0,0,0,1125,451,70,217,0,1501,693,0,255,0,1008,2097,0,236,0
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK4A136_group",0,0,0,55,0,752,0,0,0,0,139,0,0,16,31,11,0,13,0,331,27,11,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,12,19,105,127,516,28,10,8,506,1339,126,20,0,168,618,70,511,82,851,180,443,1506,168,1459,548,1190,559,971,108,1058,1237
"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium",1561,517,65,216,86,377,222,71,1129,730,703,40,122,551,427,503,336,221,2217,463,78,277,476,0,1013,53,300,224,252,334,142,56,105,46,722,118,0,91,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,1103,0,3375,0,1620,1051,0,2115,0,1755,725,0,1446,0
"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,1019,0,3424,0,1678,937,0,2047,0,1704,747,0,1424,0
"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK4A136_group",0,909,0,576,125,121,210,107,0,635,113,40,0,932,180,189,833,0,0,313,40,0,0,0,227,96,0,0,429,81,103,0,0,0,0,18,0,0,0,70,275,244,285,174,98,165,38,433,280,118,34,101,46,278,241,112,218,579,450,257,150,118,614,235,83,213,756,449,664,511
