pathway	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
ORNARGDEG-PWY	9931.558839190911	8846.614338143363	9721.621384544676	8910.793254676393	83.9060883932886	11070.86179291729	2091.710033744864	4342.68683178431	4306.767336683419	4247.859033696112	50.30643363628717	29.34644087068272	46.94726365682812	850.6048180341145	1659.777149875853	47.543072678531445	590.7756306541545	940.0379471755148	828.1927824889696	6.3625654688863085	2289.463908458108	0.0	0.0	0.0	14.302794101173866	3689.918201327844	3769.742813795288	3589.300304599434	4208.261607914782	0.0	2825.0458486653174	3466.759698608661	2524.9250874337567	38.53450938233369	36.6020282382995	11.399669109559236	0.0	10.49055112035231	97.38963659022068	0.0	0.0	13.342206583402584
ORNDEG-PWY	13298.028437562953	12381.66396665332	13271.168159255309	12178.6553091416	100.28365323368963	14871.498015842955	3113.2681349726545	5966.764886648322	5973.266117820045	5898.154118199515	87.38203459034706	93.37701608648862	185.4185350768093	1150.3621586388224	2100.1379645170227	126.27239625928956	851.3333559575119	1304.8559262413448	1286.964353877527	5.497220905406051	2839.603036379261	0.0	0.0	0.0	90.3053162029499	4189.523274622574	4414.962944404386	4383.07282174584	5209.953761363525	0.0	3006.3882735025954	3723.249271399845	2703.044350156491	58.40585670467518	31.46941700442294	40.45230098146129	0.0	8.996869807164664	105.76400907334286	0.0	0.0	41.88925163234556
P101-PWY	0.0	0.0	0.0	0.0	26.686093106187386	0.0	12.22473167836328	13.329415409692924	0.0	99.41765466375008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY	12287.633479760758	10716.978805795254	11973.454165273804	11165.586478356448	3412.0481043304726	13620.231759573708	3310.907063453628	5123.014795685238	5732.362862757473	5908.256054507076	444.2594723988378	163.9949211451418	462.217861072592	1813.506861946048	3834.292129329806	414.9661964112554	1666.5528082911278	2322.179953468872	2291.5664351596306	40.299595961695225	4427.2204192995405	0.0	0.0	0.0	406.6692612539662	10461.64864549264	9119.876881086391	7175.4665378003065	8304.733643875225	0.0	9508.105037495769	8419.318686731716	7124.2260104303095	323.43902862656154	273.9523739976929	332.9389273283096	0.0	141.23333671101594	633.1158280165823	0.0	0.0	234.7955963322998
P108-PWY	999.8938714211624	741.949799276489	973.534109931558	1428.4863248888762	1431.3229191447808	1124.5230247550562	120.15697702395263	59.59311575622673	347.64182924818937	989.8434703839562	3651.196832982509	87.42863045281314	376.82202019162224	869.2050861489757	2607.424884618508	471.6174034537335	102.93077450632984	416.8815394231236	30.394885957887	14651.632528794476	1801.6732986449945	18117.963494711068	18325.637548736908	19009.16087070008	12629.977914554189	17325.633702567007	10458.569878252993	7425.893653922785	9010.626209407808	27176.050515718263	16452.560047816052	11280.22743582547	10036.554722661296	13245.381733650032	13448.963228044891	7485.424067418391	10545.733449814266	13912.92758206028	7635.393875990037	11018.29656906372	14039.58653194112	9663.971459277029
P122-PWY	47348.77372385691	70426.57594145558	48367.97643455246	56398.41334607973	72290.0351343544	50832.70843923772	23006.909662537924	14618.595701161625	15590.218664523418	21809.890490387454	39513.46175730283	38440.88498434106	32698.10945729913	33627.23801621303	30204.93789390851	39298.41450491384	31308.71044997796	28780.65265386513	25533.06025675446	11218.67516664418	31047.6385730972	23571.196395522013	19876.268932605897	14492.213043021957	29099.32031102616	24581.83810341585	20443.49201076876	27295.256834025025	23815.272095200216	15180.295329826564	27719.93549048413	19270.13911373016	24019.17428037142	28358.267022555683	25234.78177071955	22740.86831732443	22675.76280656053	27194.26101975771	31801.91169251328	28350.371850670574	20023.166013807844	18052.36332991892
P124-PWY	54076.52882687381	80805.94690959918	54977.7758903143	64577.997396023406	86003.67552922374	57964.741891237536	25981.46582466903	16311.844485224789	17457.906756230117	24798.999662039296	49057.23633666181	45311.60033629997	38875.93749912078	39528.493845622696	35452.958688757186	47344.82642604642	36673.79152269429	33529.85464027661	29289.7899344266	14268.11245499765	37109.73358745118	29737.048414436373	25464.15150693757	18421.582487505555	36442.16828472615	29534.269711542107	24421.51643808405	32586.044124345088	28639.12520152006	17847.34395457872	34385.299744135475	23713.49703185395	29822.21920297293	34388.4180335856	31552.303059048023	30168.339582599536	28589.88332782172	34848.88029130119	39727.34604668699	34462.552018375376	24594.962795161107	24540.63064133764
P125-PWY	0.0	92.96355181799818	139.8939599350942	410.129351036709	9904.28635672668	83.96084539196941	68.94050183227405	0.0	17.994346739611313	22.49353540849897	173.78030160058836	26.619018281593405	94.41245293327816	26.99322877510292	163.24395840999873	119.88902404723194	943.5396687258876	1179.1770304286588	1740.8079457039184	199.72832023694176	765.6002104430439	1248.0867886982326	938.9379911797148	640.723764074721	29.99075690763639	231.7788174482375	175.02368045397787	95.89941237428576	796.0372996477779	4457.3802598274815	71.94284080098284	203.1968204070426	89.90392213414665	22.49357128224792	26.990124606144715	14.996632325583294	10.497508558152608	8.998858342578272	8.999203578582271	0.0	14.995332197362162	11.996482528255044
P161-PWY	74578.11020016727	106520.18253118648	74899.14767625954	86273.29333258691	107777.85820073645	80043.44942873894	35075.733176481546	23186.858539640845	25686.512991780204	34683.350353329995	61426.822499249785	58602.29022712974	49607.59241870445	51116.621321110186	46427.79181782132	59569.83721167791	47755.14499853003	44505.10720221699	39038.72412161808	13056.794007699147	49645.339770705	28086.66324055201	21812.489696720462	14813.849938499385	37126.77093255031	34452.35751063919	31763.62405485608	41278.26282425734	36957.48165008068	12939.305652289437	38711.5048048693	27393.76940367729	36161.29972521942	35972.89319126563	33253.53886160426	34826.46919435622	30502.858860849552	34831.200625349	45664.682290668	37119.33069418669	26423.13275271625	27153.702621806067
P162-PWY	11.852739741563616	16.249009912134397	18.011864241932656	29.63918602347777	86.26084946959206	14.324553814361952	0.0	4.338754382815576	0.0	73.14004460609821	65.01953030181888	0.0	17.856470564258295	0.0	55.81752480706043	32.94014207989875	12.27495670055597	0.0	0.0	0.0	176.67119349770945	133.31184140612746	286.7284451140574	104.95343176960758	57.17120040761161	41.21393211673642	56.40525098340128	0.0	58.02370476657197	0.0	0.0	123.4602195160724	62.2280432884662	48.415020962651205	48.26629191670455	145.23347349893152	0.0	158.57193015945003	72.76872116866416	0.0	69.60785317489248	127.50116087694887
P163-PWY	3.5228209216686963	10.441304362834906	0.0	15.614671037693496	23.38467773017484	48.01082306940203	0.0	3.199763823491846	15.5578668388718	24.894655877758016	0.0	0.0	18.701018444542093	0.0	52.927384717029774	0.0	13.498898608542968	0.0	0.0	111.7709784343313	21.3185006746795	2416.8461722842585	2726.6734315298054	1535.136715295301	145.14845895340562	548.9178986667166	349.2682027100392	1418.8547860108138	423.66589166990326	0.0	284.3814479743329	425.3000288638817	325.74287365436606	816.2585785190706	687.4453272618938	1012.6175278686968	680.2000787125837	1359.8316540972155	577.0337288804186	260.9416232590777	692.3126626172145	1358.543817579845
P164-PWY	10121.551686169414	7171.373135635575	5849.808472886168	6315.73451391676	1745.3479397634162	10318.544146142593	0.0	930.6134288700158	165.51944410612913	2180.28509540366	2908.801613601672	329.9376492272667	543.342535810299	2247.8768474261155	1674.506371182597	693.9145478754127	755.8910814967188	1052.312980481615	968.857012195994	1672.0344100799869	5105.982611126189	2046.8302052880963	3242.2848437203515	1989.9458352085032	2457.479630424361	4745.723237777375	4498.117146796194	4164.825107306792	2524.70706505027	5571.541554703215	3613.309809178781	5204.685090103778	3596.917347814323	2741.890362865796	2098.483974951202	8120.289750633637	4345.299572890591	3617.513899824489	2003.7766435050687	1367.2859780468436	2578.822890825641	4089.2111016052577
P184-PWY	24.62794596154785	59.03365377979427	19.089882970512743	67.06505161598604	68.80242708809119	63.0178136446217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5454302379898937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8181388091059634	0.0	0.0	2.5454430417288663	0.0	0.0	0.0	0.0
P221-PWY	0.0	24.76066434103928	0.0	28.84267746121364	36.91674748368816	0.0	0.0	0.0	0.0	86.22478705285924	23.960216703673822	32.22035550355251	71.94388923148321	35.45930421462518	17.92534387168529	43.49028519842131	13.916630771950324	0.0	69.0472634315968	0.0	79.16235279649227	4.999150094889893	57.85623204189205	0.0	39.93908687986868	0.0	17.98312411870787	0.0	15.986377493068376	0.0	0.0	5.998246387923103	0.0	13.993076360539602	5.998893630548903	42.93711361559448	0.0	0.0	11.994698644380415	6.997864431060398	0.0	15.993636136988863
P23-PWY	5199.05130596143	4038.8810631106	4905.530442211752	6652.6126570637125	2342.5598796057257	5617.71581481512	810.1560139829512	362.632208591376	1684.292202930574	5126.852037775297	2752.182968904059	164.89085508533012	321.9775010186127	1691.4092272791474	3337.2546407084374	264.12899902820385	1303.6535269700323	1965.4116894287456	1863.5257478529463	19.154877241833294	4046.6091007920127	0.0	937.2497764088488	789.3628141193967	163.78454386372056	8969.402228306635	7995.505098817257	6564.4804057156025	8128.782081183499	0.0	6616.273595521154	6782.845660473937	5219.396212837187	2804.555756551581	327.6989281141954	2980.51777327742	1324.5099471142105	415.4795358158415	503.55081844539177	404.7901949885113	733.2019329951028	671.5033330782435
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	44.91111111111112	33.87868076166339	52.49999999999999	59.57492090882945	107.84959128065395	54.932735426008975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	7652.935737842397	6824.2071566539225	7596.96365824079	6857.130641607701	134.40905412289698	8581.476899894304	1580.75	3300.0	3178.2474057151694	3090.495087069556	26.08508353221957	12.75	19.0	536.5	1075.857908649824	19.25	420.0	676.489707475623	591.74	2.75	1356.4950349393162	0.0	0.0	0.0	5.25	2237.994526362824	2393.75	2306.699471812008	2794.25	0.0	1599.370267951105	2005.0	1433.855307587504	20.164809782608696	22.351694915254235	7.385264855621624	0.0	9.2345166163142	43.942583732057415	0.0	0.0	7.203274215552524
P341-PWY	4.574766009864548	0.0	7.499373876303462	7.499450004968437	9.999220139411545	0.0	0.0	0.0	0.0	0.0	36.23330462615062	0.0	0.0	0.0	160.7868015580212	24.99125258974895	0.0	0.0	0.0	484.9508045064928	186.89765652867703	315.7962585178491	896.3703018424461	206.5459368093992	393.8535880925383	176.97367436714413	245.02723732739904	113.53081193091388	18.74363772077585	0.0	94.8592455509832	8.748380420327642	198.0209968844084	312.1033169357012	282.40922315469646	427.4430464180598	138.39421899075407	306.34141719958546	196.93011868510777	509.2897899516386	194.2564296287531	1080.360154491719
P381-PWY	79.28333668839045	62.91488951433888	26.74026951250072	101.65086916777706	253.85180492132565	130.18737027503195	0.0	0.0	0.0	69.69656796960193	0.0	65.32911532936075	181.6773841604008	87.79432911753483	77.2669823164762	48.979216114988034	41.08162168639598	0.0	115.83899665759634	0.0	78.45974763602744	0.0	0.0	0.0	0.0	58.38268178562949	80.21703835914518	0.0	0.0	0.0	0.0	0.0	0.0	66.00519993032378	0.0	271.70584673773345	0.0	27.203609043919585	0.0	0.0	0.0	80.23396364774945
P4-PWY	20627.51541669897	19936.947391115125	20038.90432032584	19677.105176998568	9933.439873596515	22578.218352964275	8126.872425236324	7911.763058016133	9396.283730140329	10991.496922531986	15215.176652135562	2256.2359563657697	4882.284763437904	5675.30610311605	7761.716640241831	8686.887709784229	4585.216686308245	5661.841212167496	5793.343275700231	4819.216034408792	10586.880736772144	10866.15127770878	7428.242371301806	6250.197418313562	3274.6066017531894	12118.438909136032	11441.903997496776	11899.813730698344	12829.85169533339	9444.110808595224	12163.520487412816	10491.90261727304	11505.805737037495	6050.015433442167	4060.163527456146	5680.577012909588	3673.865218350879	10669.028197181726	3022.5510866373465	8148.216973691426	4149.897932646231	6462.104518743818
P42-PWY	14832.168507581657	13306.49101737228	14435.938593544006	13735.492039420187	10368.414397057142	16407.589486320652	3486.7513858228986	5921.513549459569	6370.483520455831	7065.206869130212	13966.28393998672	1042.0838911052167	3206.0114994570545	3171.3471372108747	6579.605540978918	6277.780478067382	2332.098493681166	3332.3776910449524	2772.927546357986	17338.612492625223	7526.059779337309	23247.27060225086	23034.918239854072	22142.97918812459	16983.59293319357	26812.527287610163	18142.03481902292	11635.932300467875	14007.920771965948	25698.20174909555	25197.252856340783	15481.17263265607	15527.479885021525	21063.151896717845	20359.72633091345	12223.04425695036	16112.217918734535	21903.17942646076	13766.503687693134	17295.376574694565	19293.47338781188	14470.635375848078
P441-PWY	43170.92380751273	48914.612051067335	43340.46815712497	44489.98309352606	5626.102113036105	47162.6458890777	16379.865350859218	15641.863586937008	16602.80992549228	19779.426635720927	8301.742789496398	4070.7771179923866	3376.7341127530576	9732.619480755584	11289.936073974945	2246.1778036908527	6640.990729363254	8721.344006451183	12395.67994427	888.365283600029	14376.484112362208	417.075177770671	1876.022320988074	1607.1803668799373	492.456492747772	18235.789525545097	17609.373313592005	18711.797831209115	20035.382868878976	10992.242652678064	15074.186931804536	15135.429953847834	13369.922192219778	6959.359910521035	705.053896463739	8961.270584002377	2875.985873093732	822.2991561472697	1078.3726798867135	813.6531155936526	1609.7402631085924	1453.9524939966705
P461-PWY	39196.63288919148	40824.795516061735	37651.43870795889	37481.97295154741	17358.841063136882	42792.36959101177	9874.986393444697	13974.919165641162	13853.31363036398	15650.182726376068	15864.687670781936	11082.363692243942	8297.677079660989	10512.964518526836	10394.291869143364	10688.585714962468	7991.637149792726	8943.018805721727	6128.932912550293	242.73235803613167	17037.79323493403	186.9704634657102	572.267571269184	491.9877829863125	2013.0167270379648	12354.084538423462	12619.04866580436	15781.803987898316	14944.80816989489	6315.044987317669	11175.813899164725	11002.374766990795	10219.257950420852	2322.8195199081374	209.82217228111307	3084.444446823007	899.85161401327	1012.4501530975258	756.585140641159	352.8997793163758	489.20675303437497	1293.979625660676
P562-PWY	199.78419279012635	109.12057855735507	276.24271077049787	199.1630214133084	358.55909789759056	149.87246460272883	733.1279504016578	50.830000000000005	172.80087633885103	282.66	257.76476677700884	330.3759086476577	293.7626899905005	377.6856210427324	1404.0337388984517	296.9510956707643	702.6845690439122	986.3001719253838	1607.2030234935737	76.8327501383545	173.26307708285108	85.66732817633563	83.84758031285669	85.23923438765917	59.21063918192718	13.38185875692364	21.88497551451601	10.965310080280377	10.55497382198953	1518.3281042275992	1337.3056291503724	8.02084411998014	1295.741264646147	84.20064730535286	25.28170821597053	223.27812469660128	58.250355618776666	378.0356066222399	138.73287723936534	107.52036767716704	24.71264183693934	470.4941531955787
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	10388.63916821498	9394.931972283894	10363.742675062982	9935.31098582017	7105.322893126934	11613.296360839951	2710.280392138389	4502.863510777424	4958.328771559171	5344.255123387455	3928.0802770743935	192.91404521558496	476.8146705831767	1253.5548204732424	3649.7863101769294	664.2210797079973	1369.6472826888546	2110.5293488765747	2007.253277003805	11070.537195040788	3451.756254140624	14287.990053205447	14325.895817163242	14658.144816184637	9740.81323038325	14319.428215950637	9362.208645984416	6845.548443538779	8189.371122072362	18802.43242289573	15364.34149207674	9138.184161489648	9171.35398629016	11738.617841248064	11437.296432823605	10926.763368429349	11814.605127607998	15674.7249444123	7209.684420381408	9742.94890760965	11440.310265425136	12439.565375198828
PANTOSYN-PWY	15301.6038877481	14570.024248071522	15311.773927974678	14978.089465072271	10895.86658980362	16997.69058860758	4055.431560132828	6254.541439188483	6828.338686956936	7623.365025866993	6136.553846122023	294.67767271345394	745.0184612922586	2018.4375872988635	5403.078458325672	1017.8378371437764	2099.0373305049466	3198.589504203672	3038.8669671759544	13530.296014269068	5367.90369019513	18410.622660524856	17756.562382174157	17364.47660918512	13622.027036234746	18350.3811567378	12556.441885488905	9754.424737773725	11381.378846217118	20821.160118230448	19607.738396619443	12344.072459876888	12540.728212723236	15568.90818774135	15483.196266016996	13927.082440814684	15313.700544714417	20353.46297417245	10412.165071863856	13590.636609981168	14974.440362033569	15344.628426746602
PENTOSE-P-PWY	26281.247018633512	25420.788117571206	25280.10332963057	24806.4333405768	18180.50693283121	28794.71234029444	8171.087561748555	10054.083105612292	11547.817595826606	12873.914815179967	21186.1205010036	7200.809310407639	8557.728096541054	8119.901564180134	12413.679388801123	10783.97929394659	8216.899204707286	9662.483967537915	8547.556075483208	9751.67035554962	14565.704965544352	16524.233187501268	15447.072996845383	12701.79628537846	18009.368110235217	22443.514484139418	19580.442191922164	15842.89165133082	18121.29081281437	20893.08253385744	25829.80523837773	15560.207376356611	18987.66773744626	18176.34489915716	17453.49879785944	22002.986007597643	21356.89437274134	26380.6007474238	16562.394073731804	15293.992209315964	16648.25588426574	18917.354645792624
PEPTIDOGLYCANSYN-PWY	54973.78352342756	78744.8426254611	55286.832575469605	63812.272664202406	83362.93909358636	58964.28838936638	26266.774823927644	17053.769585593003	18944.1957641991	25861.993776113537	49253.37762705066	43354.94923463421	37297.29813343188	38014.470339055966	34339.6284171798	45618.514441123225	34995.58166901796	32273.4366927585	28407.04194554289	23167.780787624444	37092.131297770014	33848.435104242795	29865.710935796807	24842.97236948477	38392.71934583542	33836.87623265054	27746.65916843118	33265.58144369579	31061.3794493064	24893.74256234866	37600.19057132369	26841.57321374891	31773.978009928043	36762.84744183476	35785.54179899149	35326.11933982043	32292.02474529506	44867.76147705069	42202.64279569629	36322.42209560339	30172.366173456605	36495.23301271748
PHOSLIPSYN-PWY	55263.42119615145	78942.61654903973	55558.1520777882	64061.483838936845	83955.953364789	59275.81341092236	26386.57924498642	17174.672429556478	19215.60804562848	26088.97875505885	50007.706882064726	43596.86160582491	37444.20965082136	38170.08902554266	34529.01285263598	46302.26157897181	35240.51287611664	32352.45318289567	28556.57139533156	20234.508999543123	37458.890967862506	30995.184751001536	27476.188562081163	21171.389657382595	37593.73058246639	32174.509519358377	27428.646077320365	33929.152624811184	31325.36676792883	21262.367350280165	35030.90054141926	26341.438426740493	31194.700340351592	35136.29329712481	34501.220324887334	37424.68614027065	32473.060058241583	46017.01249362699	42634.60294946564	35237.14406577475	28542.527363021305	39147.4728615044
POLYAMINSYN3-PWY	609.0966764628324	542.3922490567925	637.2337335305162	803.1190470786105	189.4126452503308	901.360665787564	2141.5173279757178	760.6840697094289	2423.4324129439296	2744.5433242613167	1355.646611369435	9.87940843134266	105.81963821138372	190.44992380407484	122.79682140746073	168.69454501333544	49.07161682132409	215.53651434256275	7.109481892978916	716.1245489602538	400.4327767899445	785.5539720405228	1303.1768328460566	546.7249491269358	1173.273223078289	486.42735365978615	435.7382680738588	1616.9118511721083	541.5250447895492	70.02373003231523	524.6951204823756	463.6912614429392	672.8701757107058	792.5408115317246	465.10331313440247	555.019176627814	259.2782131312006	1168.8843190637208	221.2252303102341	794.8786811605906	433.0578214464442	1222.222962183278
POLYAMSYN-PWY	10120.161144888456	9035.77384767252	10061.825878901946	9148.781350855104	190.5743950519142	11344.918495611297	2832.776629758189	4665.159923242652	5125.069789798094	5226.544453732647	2427.0836808633603	51.59453583135227	114.14109137371274	767.8324861718453	1985.246346463296	293.598118016669	662.5470032641027	1005.6547972519688	821.1783867702967	905.2965212421132	2777.781387175251	2159.7025708543733	1405.0099830218414	997.9773881577382	3026.329249172604	5449.156036531319	5924.052838625129	3365.473947153257	5479.79894097087	100.0287335019556	4985.523019307464	4480.577735083363	4862.817941302498	2254.42932321019	4112.951411956143	2701.8203643903908	3490.836924610376	3943.282367861189	5027.580677576224	1865.8876097214893	2329.1274755033187	5998.81065629898
POLYISOPRENSYN-PWY	49127.94382462205	70534.99970857006	49378.99874684996	57030.8561176322	75139.62311916778	52709.73143806891	23397.2965983395	15231.49589846234	16802.0277744724	22945.48251346409	42660.10088806694	39047.93534134418	33351.50203817069	34016.76160060617	30245.545129599224	40412.89476289807	31385.806528334004	28883.10050969076	25382.90502253269	15437.44538394246	32882.11985000992	25675.426484568445	21053.25547648257	18479.256445052026	30429.94474781952	26306.92055806872	22226.717995618008	28529.13210753181	25869.96422317184	20115.875827952845	29423.722133429543	21507.323054425226	25753.55149217819	29410.36903024827	27037.40410808938	27536.391479581493	25859.35714663356	29934.57586587689	33586.12053991354	28945.905861659536	21992.79410150832	20353.66137799644
PPGPPMET-PWY	16841.229895471482	15645.08257537044	16864.50654928735	15548.449916398064	1326.2526136969002	18652.089194882366	5403.32551389183	7125.021084913942	7415.796436340206	7698.329686831446	116.34576758315094	801.6023676489159	662.8297030174774	2180.390189571807	2677.2188415928067	427.5182036420738	1406.4034455514468	1968.1823709301189	3258.561719529876	168.82190661659	3612.777777953676	77.41772068967583	105.2468939570392	45.78704405501766	101.36203698253902	5340.714420023538	5593.871138883344	5487.850043252305	6546.294903532942	2938.5232155910703	3861.262730045295	4759.396478131438	3468.809008273471	38.10975173896952	39.357397777290046	38.108636735141694	0.0	18.74700997597096	102.39237984847556	0.0	0.0	19.99590345464172
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	162.33012542876023	140.22654404542547	145.16481901045893	283.79418082500257	270.9656535343224	102.39503007593449	0.0	0.0	31.28718124426316	74.88121854605082	19.190756083371785	28.12348141216732	59.07512061630119	43.60070933547074	1661.3454997428448	35.16242737406451	664.9405634261522	1034.7847710939247	959.3548667682704	0.0	109.51997461022732	0.0	0.0	0.0	31.97491098790925	26.10405867301023	32.97249741642397	0.0	29.972704112580374	0.0	1626.151036175128	11.51452461239145	1549.5153393095763	11.198372751052188	0.0	30.38475078113965	0.0	4.7997585659825335	9.598084584228417	0.0	0.0	17.59619420372903
PRPP-PWY	41838.89214501338	50411.44657873157	42151.63862720621	44916.94237428309	15703.859004472975	45411.89749113138	16884.55569685244	14393.17374063927	15599.961272182032	19697.364478240022	10054.079006580436	5165.583171053841	4800.279266694868	11297.04043784426	12711.937271226954	3088.360649292983	7858.790064520197	10174.246935044452	13535.271377235416	1164.195321097694	15951.922301522338	17295.685802862834	11125.436297470493	12467.481280106393	3448.790103325984	21796.64493538596	17864.110764354973	19111.788962806448	19954.650661217533	12311.922739084575	17424.192151564086	17125.852102085475	16822.259820719857	16402.231752888	18578.977739796035	11579.604700555728	13828.073462563969	19623.853023364663	12021.250701080273	10215.9217364791	12856.622040482453	15481.543438496585
PWY-1269	9433.237064520394	8232.37113187098	9429.21432063109	8662.872480495926	1392.465471708545	10439.26689592711	2707.185550519052	4013.8200127593386	4191.155132112176	4477.436116173571	2349.257271756773	355.33322582123066	455.19002780204937	1305.4605254035612	2396.618614578482	274.818441273326	667.5470832529112	1132.5339668869256	1556.059052832965	8733.175670850078	2504.1457313598994	10525.401687074656	10224.7612691927	11838.587540596094	6679.33820449057	11446.831802410632	7543.523990372996	4379.193358910662	6128.580592479763	15130.633000291198	11718.275493687102	7263.221133892722	6897.027233253876	8094.355758030385	8098.819151051529	3733.0540113476304	6236.918077206567	7473.100156899401	4284.701164787221	6538.018796841261	8166.4238103891485	4758.311488550816
PWY-1361	2.9994118393923337	37.39699002266061	0.0	43.36258836132691	22.413475900212223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	2.545209064161428	0.0	0.0	15.739890327655251	5.6293478658928935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	63.36144164955339	115.43658936264104	0.0	126.82732687399394	152.93399982459695	15.957565998425892	0.0	0.0	0.0	25.879274825410807	0.0	0.0	0.0	0.0	5.1034571553410295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	179.1264799624986	492.9152434883149	670.974361054041	1550.688528525846	15448.87939094236	478.2800787227617	269.6096921120678	0.0	0.0	0.0	1259.1246950921495	0.0	154.1986704429151	0.0	654.5117027002021	341.2663481887321	2931.5041478613566	3656.2006610899766	4607.126064767101	5364.848492359765	2547.052208041167	4322.175649593153	3373.160955708466	2344.8931985500685	632.1576272877272	856.2734927097953	835.0625313090228	467.71602734015096	2878.7089630033865	12684.919270990516	412.15694108648887	770.204883936591	568.2773773230583	486.0075535226752	416.4122565520767	911.3134185278803	262.21816660443244	835.5071341062985	312.6506499165049	747.7647515972699	277.4098969394664	1815.673139526195
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
