pathway	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
PWY-5676	777.9122857736783	787.1243387348737	930.2583386661804	1394.0640413661993	720.2865549187446	963.1956823365144	23.26214421904175	69.48102978723956	230.0859291076868	833.0294300661851	0.0	0.0	153.40914302678468	0.0	463.9542246605273	0.0	132.881959423525	0.0	0.0	921.7585720075836	271.82925982411217	6072.08797258154	7164.517363382463	3336.080786517002	1119.5777269124171	2626.003001831846	2233.942741586923	6762.830916179155	3605.914468094394	0.0	1876.3767468274864	2978.62762202985	2701.376007418937	918.9999038516028	1127.165707251538	2974.928937406006	1715.8731275492844	5988.705580432332	1123.7494781438486	1357.8079844683373	1040.3916269187916	6738.493414232228
PWY-5677	58.165826683072446	38.40910217271195	92.9311039736446	84.60323222529048	68.07374612921346	113.08586798615148	0.0	14.437695991997836	19.574521231290326	194.7909371046928	26.728351775829047	0.0	32.50726448135079	0.0	80.80802300792236	38.815341342283446	20.07503065867397	0.0	0.0	140.13477279960216	137.19444708575512	1621.227082092343	1830.340607197637	849.2945523801322	262.0459453539219	506.7292130117588	396.74505003848026	1520.456771089765	677.9695826954808	0.0	367.6431263075848	536.9145912316965	529.3294131774007	418.82846736579097	450.530211778492	684.8636152653244	356.38200290242287	1193.6128359967856	491.4795480820344	273.954941886232	355.2924856335049	1463.9720423333383
PWY-5679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	53866.28934630696	77131.33657433803	54102.81081458678	62578.17742022799	82422.67592893305	57781.64432542334	25265.669963198445	16669.475368479765	18624.15481121985	25310.03350708508	49930.6281463046	42571.26912640746	36751.72984004861	37344.86796831613	34376.77897072079	45693.44858293841	34698.95935246583	31918.59724767376	27707.835346635136	25051.26097380666	36898.14569585947	35508.34483362586	32070.71743193913	26814.061835315744	40366.69012804307	35406.20239396845	29137.38227852519	34404.88772727219	32128.614438536228	26644.82140475781	39373.60458342562	28738.746223311464	33199.72692285798	38711.35915563916	36748.6944209486	37456.22854115475	34544.271140155244	48011.41737259418	40445.19257427527	36891.97977087583	32810.2045612803	41458.50972667735
PWY-5695	38146.37635140319	39544.56487187402	37896.39006535389	37385.03035336266	13773.10233959407	41974.15136771489	12481.700322395249	14322.93261743488	14911.904320028149	16585.22967698296	14992.28395598788	6693.199168065463	5668.434409856431	8560.081151969815	12244.26262896388	6479.835855783228	6767.094212012241	7964.991397957627	7946.550673261129	20515.87425422659	14437.063594706831	24422.083140393308	22044.514778322977	22811.82052392612	19646.35775030988	24212.05142803256	17677.94115622762	17284.80951903467	19303.50925222193	23696.27641214758	28060.218268687124	20277.06757841628	20662.51800174582	23779.766759018177	21070.13480215665	15934.591203861371	21946.632843248623	22069.36341287748	13086.377164761803	18258.144311194825	23593.5984510068	14864.949995092224
PWY-5705	7627.841328087313	6779.850673415231	7571.866706211281	6824.800088054094	104.75506076889592	8539.44102158053	1643.0273101966543	3467.885076419043	3430.014079040255	3331.3236649623195	393.0556833409506	20.206352022711144	40.288554695547255	575.4647209591532	1462.8676936787588	62.51096599310005	584.284640883978	954.0994834498548	887.5811544578371	314.213432423808	1469.0072136263864	160.4746247319514	382.9758643183301	125.97297297297295	120.44160231660231	2378.4701895193007	2588.083777496212	2380.547392714464	3001.874048538732	0.0	2016.5216189377136	2087.3155444935005	1833.886600977072	140.40866788802012	63.79697114530772	146.5152394990607	36.240852956968624	239.6599542952624	122.80871799651172	34.9404389939072	45.206951026856245	275.2969253953209
PWY-5741	11.052170874548738	0.0	3.1867943172172635	4.781275500935215	25.235579255007888	0.0	0.0	0.0	0.0	7.255745513814813	0.0	0.0	0.0	0.0	4.7339559862634495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.76608182286188	137.3412434515072	0.0	0.0	65.89792700791048	0.0	0.0
PWY-5744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	7683.663006161895	6820.3645614099305	7657.182726821093	6895.371560182394	307.5713025506544	8589.161853320593	1759.0056638209385	3355.716713061712	3306.9069682238023	3277.4468229993995	35.856447571318434	38.54382576262156	70.35165424862232	614.914415781487	19.578241418108146	51.355421686746986	10.054657953808553	0.0	52.65050191359223	4.548355997564442	1438.791226037706	0.0	0.0	0.0	33.594114301961895	2263.8469873844497	2429.87247045446	2329.115189804824	2839.0449254512164	0.0	708.6072358393685	2028.9745082156485	555.5352530588149	22.25	20.535714285714285	71.26964594240496	96.0	9.614854174751486	59.69308430085815	43.0	0.0	17.010043041606885
PWY-5837	8750.9753747767	7760.230972668555	8783.401390695151	8028.449863312975	4230.765819386279	9786.72089242713	2622.0216522038604	3996.463174285536	4000.4537366423097	4143.33594110373	1019.279007439576	572.0352966562514	426.8501199322288	1148.1567525916544	1692.053420895929	334.54398128947463	985.7908345288466	1459.716505417356	2094.898621283478	409.7362867716113	2328.8925853509027	1069.5888765833608	798.8501493715503	536.291363017851	785.7425103201564	4354.133440545137	4133.248358126399	3605.897773070886	4490.403206241496	8555.465494530667	3390.340229479474	3521.569060678864	2802.909144682443	664.7719297145594	310.58841986953985	137.22322464352277	121.78782748261794	227.1216147210591	140.9748306785633	392.7027304813411	270.3433715242433	231.91724038701105
PWY-5838	12246.13886179812	11021.713677457152	12315.459401548256	11561.119146076202	5493.025969098143	13619.74528812507	3060.382322752528	5170.519815413507	5267.885127642153	5632.977136648204	2434.703678941601	690.7831622547415	735.3243823849001	1933.307501268016	3035.909683468348	547.6787853110992	1331.563088969595	2101.400978287502	2920.901768129619	1307.1047200794517	3875.2943498880463	3246.823093880664	2479.873187570726	1718.9803093832777	2369.962729615068	10326.59569295	8734.365558381085	6070.521795024052	7928.708953458461	15762.481705456205	8424.307382306853	7319.250458183994	6233.906158697107	2124.5358440299224	1022.8050220475816	457.908936565265	410.55953492004096	755.2975853663334	468.9062824035395	1276.0550287665303	896.6949442056014	754.789693110711
PWY-5840	12886.426064732575	11673.173843666502	12955.094201004917	12210.675126403248	7280.352654510448	14326.598020387128	3210.640246426177	5406.110258366599	5512.284009468735	5916.164100185172	2544.1094330007204	768.0498814813787	796.9097989550083	2069.6638391332763	3207.17310433744	601.6630513944498	1518.56501020328	2344.979404641432	3266.8868212339216	1310.3256397474768	4153.497764354072	3271.258549651697	2492.78934486719	1719.7849080385752	2397.283266919626	10517.969232149844	9028.567469097923	6422.129278169182	8302.50880768935	15657.912467066984	8565.34742251981	7526.564279572802	6416.093863737804	2141.1941609175046	1026.5205402165627	460.1171351572534	411.3997309233816	757.8805265099069	470.8611661327759	1283.8074027967605	899.2222863172191	759.4342459565019
PWY-5845	12176.153270377066	10969.593692821289	12226.055699411718	11461.035026716076	2847.122497555371	13558.083592740391	2959.826125431612	5157.6182058943405	5219.006447501144	5513.259745532876	488.50732367368977	129.17779511995	202.790382244532	1692.291939900283	2839.3682058845684	282.66686734452134	1236.6923893778323	1934.7863012930009	2357.705058019621	32.43343956154215	3648.088488752338	99.76949012764436	0.0	0.0	995.145853579707	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	0.0	7087.976198635772	6617.957557955135	5433.036033901227	1656.445399668072	783.7028616514057	349.9340703858691	311.04953483477937	565.106263681772	357.8458169249142	984.8605640371712	684.178442971669	584.0444016845468
PWY-5850	12176.153270377066	10969.593692821289	12226.055699411718	11461.035026716076	2847.122497555371	13558.083592740391	2959.826125431612	5157.6182058943405	5219.006447501144	5513.259745532876	488.50732367368977	129.17779511995	202.790382244532	1692.291939900283	2839.3682058845684	282.66686734452134	1236.6923893778323	1934.7863012930009	2357.705058019621	32.43343956154215	3648.088488752338	99.76949012764436	0.0	0.0	995.145853579707	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	0.0	7087.976198635772	6617.957557955135	5433.036033901227	1656.445399668072	783.7028616514057	349.9340703858691	311.04953483477937	565.106263681772	357.8458169249142	984.8605640371712	684.178442971669	584.0444016845468
PWY-5855	9289.951223216716	8211.831363082589	9337.312902138006	8507.14148198185	1125.802245544414	10338.868989092854	2015.6639972563144	3985.708582587569	4005.906646750037	4005.443766082357	89.78298717012281	375.95335438564126	370.7678758766368	1124.0752258325708	1551.2418169188877	236.44332702231816	757.0868886192835	1085.165859820312	1764.0280698677875	15.926824504418615	2012.2251259732536	0.0	0.0	0.0	134.10187776131644	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	388.50254490434	2524.6324138111872	3324.5368403315947	2347.106771231594	54.93720796240638	46.58891121358708	181.71606021733496	231.4089255605793	23.68704631602866	114.29758946023524	103.68117047611987	0.0	39.79509788673239
PWY-5856	9289.951223216716	8211.831363082589	9337.312902138006	8507.14148198185	1125.802245544414	10338.868989092854	2015.6639972563144	3985.708582587569	4005.906646750037	4005.443766082357	89.78298717012281	375.95335438564126	370.7678758766368	1124.0752258325708	1551.2418169188877	236.44332702231816	757.0868886192835	1085.165859820312	1764.0280698677875	15.926824504418615	2012.2251259732536	0.0	0.0	0.0	134.10187776131644	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	388.50254490434	2524.6324138111872	3324.5368403315947	2347.106771231594	54.93720796240638	46.58891121358708	181.71606021733496	231.4089255605793	23.68704631602866	114.29758946023524	103.68117047611987	0.0	39.79509788673239
PWY-5857	9289.951223216716	8211.831363082589	9337.312902138006	8507.14148198185	1125.802245544414	10338.868989092854	2015.6639972563144	3985.708582587569	4005.906646750037	4005.443766082357	89.78298717012281	375.95335438564126	370.7678758766368	1124.0752258325708	1551.2418169188877	236.44332702231816	757.0868886192835	1085.165859820312	1764.0280698677875	15.926824504418615	2012.2251259732536	0.0	0.0	0.0	134.10187776131644	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	388.50254490434	2524.6324138111872	3324.5368403315947	2347.106771231594	54.93720796240638	46.58891121358708	181.71606021733496	231.4089255605793	23.68704631602866	114.29758946023524	103.68117047611987	0.0	39.79509788673239
PWY-5860	15656.234926777272	14419.59218267394	15681.930040733936	14598.020648960775	2333.524506937701	17459.757294796596	4352.749543566145	6769.75007450644	6769.596204733512	7130.977307015859	342.63465420179773	95.57579521859282	152.6890835320611	1811.1109512632904	3028.1936624564464	242.16376408714228	1472.324679261418	2238.8576816287828	2507.1502013775066	21.64395415899216	4029.336243509724	66.66455398752319	0.0	0.0	689.2774535668235	7135.548795596177	6817.383429992667	6206.611903201718	7490.429456020412	0.0	5599.426388755125	5866.293190568	4688.9041601284325	1140.8748629929762	533.039666387398	236.2778655412397	208.9290122563847	382.0205037552061	242.64458616268416	674.7252651281218	462.4642815671253	399.1439962466295
PWY-5861	15830.728257945411	14555.30793142015	15904.065268009186	14843.52761128241	5722.0635300700405	17613.796262166117	4884.619721394535	6808.317701820974	6894.05456671995	7437.658651061005	2154.830290765491	978.0470060311188	838.6642896452537	2264.247476619986	3378.045405836109	640.3407108840504	1686.964026870343	2596.145392678112	3620.730337176298	908.0266804808466	4462.83192097678	2337.491392813484	1754.245833939786	1190.8952504438157	1734.9087272247878	8446.833687845368	7692.433362806246	6766.255012018563	8245.746050273212	13522.745534372098	6895.60489530729	6722.76214630682	5624.286840522936	1477.097571414983	699.9872476893663	310.4101847185348	276.4353641626115	513.0139572318703	319.6483199997483	881.4266418333237	608.7433715323714	519.6500061416822
PWY-5862	15656.234926777272	14419.59218267394	15681.930040733936	14598.020648960775	2333.524506937701	17459.757294796596	4352.749543566145	6769.75007450644	6769.596204733512	7130.977307015859	342.63465420179773	95.57579521859282	152.6890835320611	1811.1109512632904	3028.1936624564464	242.16376408714228	1472.324679261418	2238.8576816287828	2507.1502013775066	21.64395415899216	4029.336243509724	66.66455398752319	0.0	0.0	689.2774535668235	7135.548795596177	6817.383429992667	6206.611903201718	7490.429456020412	0.0	5599.426388755125	5866.293190568	4688.9041601284325	1140.8748629929762	533.039666387398	236.2778655412397	208.9290122563847	382.0205037552061	242.64458616268416	674.7252651281218	462.4642815671253	399.1439962466295
PWY-5863	9708.358895837784	8717.208567667943	9744.91095932997	8970.436974859693	4796.417600385775	10841.485211615596	2944.617906091876	4356.207054380701	4385.275783667038	4596.837606942372	1161.060043261161	652.3807116878444	486.9388126993922	1305.7651580157133	1918.2569563183768	381.8917132452327	1121.522086858677	1656.0224313421145	2364.990079553882	466.9938693119202	2634.224478730328	1216.4611190510582	909.2300948243046	610.8928659548881	895.1409001011269	4871.540861535202	4605.624708857644	4045.983259367176	5005.385905771025	9270.230681296727	3818.757100833864	3937.224867975289	3157.618941992021	757.5796750934583	354.4813450346637	156.73119431999268	139.10449602402824	259.36541203719315	161.02960016886598	448.0466532753762	308.5385602599865	264.7919024958064
PWY-5896	12176.153270377066	10969.593692821289	12226.055699411718	11461.035026716076	2847.122497555371	13558.083592740391	2959.826125431612	5157.6182058943405	5219.006447501144	5513.259745532876	488.50732367368977	129.17779511995	202.790382244532	1692.291939900283	2839.3682058845684	282.66686734452134	1236.6923893778323	1934.7863012930009	2357.705058019621	32.43343956154215	3648.088488752338	99.76949012764436	0.0	0.0	995.145853579707	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	0.0	7087.976198635772	6617.957557955135	5433.036033901227	1656.445399668072	783.7028616514057	349.9340703858691	311.04953483477937	565.106263681772	357.8458169249142	984.8605640371712	684.178442971669	584.0444016845468
PWY-5897	12280.242718908605	11061.715691384476	12351.461766924223	11590.791012650883	6816.3034416748405	13665.40888754076	3064.2645875814665	5207.416401861966	5291.241270854255	5646.818096306399	2308.7131280093845	726.2873508063516	739.9964144375163	1929.237618936024	2984.394546463038	559.9989908478206	1429.4810084438625	2204.4457531563385	3083.1283870389025	1160.412892955159	3882.877514798064	2917.656529998271	2217.088837045236	1524.970932944054	2133.3972685146286	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	15309.688947314951	7853.986259993616	7023.964550198089	5918.881816287251	1893.6958200144825	903.6970703535512	403.96669280111377	360.89571468913306	665.9363077576558	413.5619118756655	1132.0166496350296	791.067557922086	668.880669752979
PWY-5898	12280.242718908605	11061.715691384476	12351.461766924223	11590.791012650883	6816.3034416748405	13665.40888754076	3064.2645875814665	5207.416401861966	5291.241270854255	5646.818096306399	2308.7131280093845	726.2873508063516	739.9964144375163	1929.237618936024	2984.394546463038	559.9989908478206	1429.4810084438625	2204.4457531563385	3083.1283870389025	1160.412892955159	3882.877514798064	2917.656529998271	2217.088837045236	1524.970932944054	2133.3972685146286	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	15309.688947314951	7853.986259993616	7023.964550198089	5918.881816287251	1893.6958200144825	903.6970703535512	403.96669280111377	360.89571468913306	665.9363077576558	413.5619118756655	1132.0166496350296	791.067557922086	668.880669752979
PWY-5899	12280.242718908605	11061.715691384476	12351.461766924223	11590.791012650883	6816.3034416748405	13665.40888754076	3064.2645875814665	5207.416401861966	5291.241270854255	5646.818096306399	2308.7131280093845	726.2873508063516	739.9964144375163	1929.237618936024	2984.394546463038	559.9989908478206	1429.4810084438625	2204.4457531563385	3083.1283870389025	1160.412892955159	3882.877514798064	2917.656529998271	2217.088837045236	1524.970932944054	2133.3972685146286	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	15309.688947314951	7853.986259993616	7023.964550198089	5918.881816287251	1893.6958200144825	903.6970703535512	403.96669280111377	360.89571468913306	665.9363077576558	413.5619118756655	1132.0166496350296	791.067557922086	668.880669752979
PWY-5910	32551.22221487548	38517.258342250345	32666.27671440101	34961.73398632609	30148.0529963268	35453.656933369144	14338.898302222098	11207.481161234518	12674.49086054887	16500.98997100521	20358.01718258255	4242.315757802107	9403.195746322564	8803.11632944132	13424.45994721651	12012.01686583058	9659.490786425386	11290.265303833574	12386.944791538132	7906.969685205062	15817.785825892392	15335.64126575606	13668.50336623252	9009.089992546917	17019.672886965094	16703.346286966742	15028.792384722892	20036.448522703296	18316.020178035244	10937.10773741977	17338.94302422765	15169.758777491234	15998.362714776827	19529.092100180103	16716.150497346975	18192.66992101469	18512.135142149207	19862.5427686972	19645.127007281782	15950.644568227974	15562.337502499506	12480.489381125886
PWY-5913	11866.306298509391	10006.272738987942	10788.047553071136	10023.870616888336	7292.75599494904	12964.24089146482	4303.50032444841	4529.304487858364	5576.133229962601	6016.7288980394405	5885.870104624635	2130.517817099292	2488.763638974591	3188.277139936578	3677.839780429712	3416.540600950182	2543.5001723746573	2584.2587461591456	2676.6350168004083	1280.0735702527747	5552.024809056996	3349.2661450343244	4644.58205109797	2745.6348062548286	791.7772465283851	11021.866868220444	7943.248692533998	6661.490444179949	8932.091916533622	16922.68522602408	7085.023649511283	7356.550487916718	5104.496728482572	6088.946569848807	2984.6293367028447	6624.085633665364	12259.82198424955	4960.117386387829	1690.8219260050917	3267.2447719467127	5694.264682066636	3182.1659116069195
PWY-5918	8859.650170906043	7886.687384969457	8908.474966935823	8274.728336155566	4037.558921411213	9888.479999308784	2442.0293128377607	3825.717707016808	4148.337839516402	4356.108372603629	399.6530856143416	119.30686299251914	237.4017732497681	1126.530618149346	2062.46343679871	192.8944381658638	962.9184894433708	1334.9910099236386	1519.3019910551554	723.043278910325	2653.0205739038925	2484.929131654428	2075.163294540349	2429.640974809431	143.56169218901502	6195.70913913107	5737.681940889638	4759.5789830825815	6056.385524228829	3509.067252404413	3744.039615494196	4672.532626213445	3405.7995301796072	2865.730884468141	3512.311610047623	1605.3432199429974	3274.632666461	4743.974539839184	3488.3202288957013	97.9639822528624	3493.5318125944527	2769.1854067724257
PWY-5920	547.1074450581734	480.5740394596298	521.5527985638191	751.46324091015	1853.1155255911983	522.6559082815598	145.71641436934	23.89413216707309	280.0855079577156	480.1588142242643	106.31424574038314	2.9521358131845084	45.455183721398186	0.0	190.82057687656385	92.51852180041358	679.4463319254207	883.85869772202	1141.3140422457616	28.27969069256967	769.9089799244308	0.0	0.0	5.990302365965469	50.052281436023605	4637.343308471401	4679.5648427709	1440.2630272346598	1143.6382475041958	0.0	3368.5260312873693	591.9602219447169	226.34241366119812	87.30496421526824	74.0468995104172	229.0785136816021	356.068015364997	37.79772031063733	181.78513081871972	64.40844263104823	0.0	63.05385282502576
PWY-5941	0.0	49.90909510889854	0.0	57.873742296910734	29.95710299630533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.990547648810471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	25273.572317386785	25032.39633725252	25475.793363155604	24409.806233950923	3902.347864210805	27985.80478228459	8709.228331594028	9848.722288342033	10663.254705843488	11969.596394443575	410.36229431474754	1715.9558724976546	1769.967136247972	4209.995219851294	5022.335405808858	1149.9037838683016	2661.696639488201	3575.260846345668	5994.935790947199	403.43905455989767	6927.499045133197	273.49760341994545	209.8382292885495	91.42604705169404	518.1636493189587	9493.990071241413	9687.836165666238	12876.617349938168	10909.164748756144	5597.084019864441	9915.139899493504	10503.975647285495	6335.998671992919	1618.1608209202257	1855.791564467541	324.0013502309699	976.4651119141528	1308.8117470284692	422.826777357466	548.0075376130036	1472.5155055883715	422.2340888953572
PWY-5973	58434.67403914477	83064.82448197804	58777.250382551785	67742.30383973607	88147.90429124156	62671.03243225064	27251.49690081533	17706.16986068961	20121.341392748287	27352.58813037963	51953.4347071915	45330.3096671498	38505.89998222332	39688.17442023997	37456.21134917722	47882.15592982786	36863.429907939295	34289.02306679959	29739.10445638312	23843.0483564235	39196.43946168916	37060.8133305504	32214.35025536421	27848.763520597568	41932.29397499555	36875.17456067173	30003.800042373656	34815.780398441806	33052.33545168071	28909.07605675927	43256.28596855867	27011.834717784368	35775.48317907605	36440.52048104745	37093.1321411382	36486.68857080266	29148.90751222393	47152.24009510318	43937.122519396966	37685.884060837176	30164.39285630608	38524.86010795178
PWY-5989	14739.655086716764	13427.62435951737	14818.670401420526	13859.024425679449	2279.378037284196	16284.23549239639	4906.891902672723	6022.616624932956	6602.29820919022	7226.081173727728	246.5247175470368	891.4492461081245	985.8508254454218	2354.0826523920546	2988.444167157896	665.1685635216422	1414.750826422055	1974.0587809329704	3374.807120009916	243.86119931212352	4131.86911635739	164.56174107348733	126.23195505787491	54.93223176407585	312.1902868800229	6307.659313612214	6564.93156087525	8097.725762052319	7205.389872310804	3652.403659536396	6503.529235696256	7255.536598535498	4043.307996821458	985.9144849477076	1133.727429764153	194.96654398806496	592.6029904447122	793.4893387021708	254.35286847887085	330.454814791047	899.6336905569896	254.46362606078543
PWY-6071	9004.282345545074	8024.11546495984	8962.999544268441	8069.904144955823	70.9920996311634	10118.507149920324	2074.330444613764	4165.531584658019	4241.546426587534	4123.75348315832	32.16970834882311	20.40496658484917	34.25225624282449	683.4071761357214	1368.5714556943285	32.78625796364624	516.6241418585066	816.0787281543879	735.8967021864858	4.628330741186308	1753.0461357324104	0.0	0.0	0.0	9.832507062265217	3047.074100885829	3226.182003305896	3054.695526428697	3546.1206180530853	0.0	2139.8868412520555	2646.92309162132	1847.512075981864	24.251183294364058	22.959565972373035	7.69128531702499	0.0	6.865763016540854	60.355406264182825	0.0	0.0	8.958887714951398
PWY-6107	2.999608472140836	0.0	0.0	13.491181504239412	22.137395822058668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	58087.47362889035	82723.70751993237	58476.585843264766	67307.4358765944	86850.53650418072	62359.06273092966	27574.52534503847	18165.87492710984	20281.81253045052	27403.776076087608	52536.4182050622	45029.38783689673	38789.44669099578	39841.27689979266	36519.63829011629	47757.34388096875	36216.2584938143	33760.119551164666	29560.534981389683	26359.82660171003	39315.7608023061	38675.92851495889	34141.69236669812	29018.05876342161	43039.736281211335	37441.32396909026	30434.9153731682	34792.872585561774	34065.121548388124	36090.93713385124	42010.10614361129	26926.4150543012	35231.39180579618	37442.84031523644	37049.92135167924	36795.92358099444	27116.025493359703	46504.2163069122	41910.665975896496	38964.10862503253	30428.821163494096	38230.220338332525
PWY-6122	58309.50591320323	84114.03812402862	58725.2414406422	68070.37581539211	90015.4230863649	62533.62804016027	27992.95512566392	18027.567127919865	20198.47378898452	27539.64429823186	54330.34105319308	46673.150677206846	40201.72903459645	41097.03855872599	37463.60092345748	49620.87370530031	37491.57292523727	34833.84372173373	30329.399197951363	25614.8825364084	40305.08143009956	38394.570967617154	33560.14067239202	28062.442828016094	43360.73539520007	37825.17153264064	31024.26648360757	35470.319460734056	34197.08438284488	34541.00873997164	41931.40435043028	26713.50068339168	35238.55202586333	37640.35349155822	37349.64909924162	37754.73654322042	27152.78180924638	47350.85893928391	43029.04248750623	39274.01372580553	30174.72993712783	39225.87490987194
PWY-6123	53306.76458235159	76675.59394708535	53623.1862680227	62056.1367716621	81902.01828330985	57139.33856385383	25524.49849034935	16401.331497813797	18223.26503680197	25004.888037829114	47647.261851698895	42485.37619898708	36398.52645840466	37168.84701890098	33470.63655944347	44538.38721659961	33999.8707097348	31503.777200962624	27604.91304322668	22923.15260753587	36036.72139142097	32046.151785402508	28665.8528919088	24699.53835769967	36356.7308716498	31248.30894851897	25579.87254947261	30982.85468181912	29257.263573511267	25643.68597489392	35303.479370320085	22676.80478419874	30091.28461565582	32375.62557318584	31618.75909307693	31617.23546118246	24153.686401139825	39927.12328693888	37550.72368490883	34358.85025029487	26272.4425716057	33090.70122202045
PWY-6125	56360.01711746447	81823.60161909595	57392.45555540804	66221.86981219787	84404.3570778917	60578.89951537309	27446.39739888664	17831.38296234505	19459.810942219363	26681.465678385764	46587.54016769529	43655.75058359271	36854.81420654937	38213.69196264798	34404.73591504629	44353.31734696938	35439.23159789704	32798.037704344315	29388.39865920909	18862.68139659136	36000.36770445181	30149.014798545835	26967.05419496872	22440.00730007528	35964.712335336764	32825.56055536496	27492.26325156944	32060.94570423562	29363.571725003192	28177.10521238908	38147.50457770019	23184.71150192509	30455.43819840247	30824.70819710957	28057.88700970038	26967.52883262596	21871.6033665868	30472.59076381726	35969.17150162564	32504.72230439273	20696.50323865085	18515.291478915668
PWY-6126	57976.238886324456	83130.59311659238	58744.38404882049	67528.13165722784	85949.94193463208	62319.487061994056	27832.854245338152	18397.63784281214	20193.699584796457	27456.18210068708	51742.04307775037	44427.0351468605	37753.02207986367	38987.87860013236	34963.294602836715	46169.68731682799	35926.951866034346	33154.861735644954	29518.346967275786	24832.43779971578	37816.67098165668	35868.011678568524	32264.924751433136	26770.7792093472	40980.80915788889	36598.89514902501	30551.94878362851	35810.743925101546	33548.882871482594	28170.36284894132	40326.46052979154	29400.98510381019	34042.28197264538	39778.5471887394	38293.73912880944	38879.8086158184	36102.34374910864	48074.501887339226	43687.19947885108	37871.969568946566	33162.32677922602	39606.728517463416
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.586294416243655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	10362.479332846651	8587.85425105337	9302.028467860504	8915.192372003461	9988.400294422936	11226.463934382044	4322.571363576597	3803.499737084265	5203.29500558999	5667.851651787101	10759.15947567696	3376.7251950135246	3195.8582338638457	3657.8494783863343	4016.4629063671314	4902.515249121721	2482.480723381186	2717.483354930962	2632.8100922235267	15266.128940265668	7042.502312124065	16344.46580246288	16124.482717125898	16473.629774332603	14152.82900127906	16466.15652413185	12523.916596317842	8779.926089852359	10841.736125356378	18331.847765585426	16165.78356993517	11414.919471547064	11697.19053622988	15724.85391472277	14600.401738219192	12509.341556655936	15678.085410881287	21505.712358440887	10319.098792577504	12028.69506202089	16561.9793984503	18829.04570959572
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
