function	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
K00001	74846.67	115647.0	74948.26	90302.0	132436.22999999998	79950.08	35101.0	22477.0	21006.0	31373.33	67759.0	69743.5	57774.0	59235.25	49505.0	69305.5	54393.0	49298.5	42462.25	12557.0	54222.5	30534.0	23022.25	16009.5	40512.75	35192.369999999995	28012.65	38658.65	32071.0	13709.0	37494.9	20693.1	32868.75	34850.5	31706.9	26663.75	16479.25	25590.25	44463.25	39397.3	19075.85	14351.35
K00002	0.0	0.0	12.0	0.0	0.0	10.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003	41229.25	63578.5	41540.01	49952.84	74508.2	43915.38	21220.0	11750.0	13357.7	19366.33	42951.0	38626.95	33231.25	33065.9	28809.54	41012.3	30675.05	28069.5	24079.7	13184.1	31391.55	20974.83	17328.15	11633.0	28748.22	19750.73	18218.47	25151.85	22579.8	9657.5	23307.3	15356.27	22654.93	23564.59	22650.82	32476.76	20649.82	32598.700000000004	31178.6	25866.9	17097.27	28572.43
K00004	0.0	62.0	93.34	274.0	6890.0	56.0	46.0	0.0	12.0	15.0	116.0	17.75	63.0	18.0	109.0	80.0	635.0	796.0	1185.0	134.0	514.0	846.0	636.0	434.0	20.0	155.0	117.0	64.0	536.0	3283.0	48.0	136.0	60.0	15.0	18.0	10.0	7.0	6.0	6.0	0.0	10.0	8.0
K00005	9542.41	7972.17	8401.92	7738.6	5121.35	10494.0	3509.75	3811.67	5057.88	5134.0	9233.25	3166.95	3234.0	2690.57	4093.59	4633.05	2795.8	3255.0000000000005	2072.93	3268.85	5685.55	3867.33	3968.9	1943.0	3623.72	4831.33	6395.42	5398.27	5582.75	940.0	6629.5	3694.0	6280.37	5628.59	4379.42	10721.26	9323.17	8949.5	3579.0	3852.7	6419.17	11381.33
K00006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00007	6.29	12.5	0.0	14.5	7.5	0.0	0.0	0.0	5.0	3.25	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00008	220.29	184.67	288.34000000000003	400.67	3897.0	325.66	72.0	88.0	524.0	517.03	6664.5	17.0	677.6	407.5	3463.03	2933.5	1267.0	1519.0000000000002	1256.99	6639.5	2287.0	7297.33	10378.7	4863.0	7801.67	5934.62	5611.4	5971.9	5697.0	4952.0	6600.789999999999	5082.85	6831.26	4041.77	6082.9	8905.51	4005.17	18501.0	6117.43	5259.17	4482.37	21472.76
K00009	41524.96	59149.5	41435.08	47517.76	62088.35	44915.67	17480.75	14783.67	12845.21	17350.1	31290.59	32203.28	26894.14	27667.570000000003	23171.23	31756.88	25602.63	23484.5	21163.94	6298.52	26017.39	12824.0	9729.0	6792.0	17592.39	14368.0	13165.42	20682.27	17286.25	8193.83	16854.36	13217.83	15840.61	14638.25	14663.75	14645.25	13903.0	12276.3	21828.0	15696.0	8041.0	6939.0
K00010	253.87	142.0	328.5	258.17	443.84	211.33	745.67	50.83	174.5	282.66	267.84000000000003	344.66	324.34000000000003	419.33	3517.25	315.5	1426.83	2147.5	2613.3	245.50000000000003	206.34	1152.0	2124.67	1407.33	71.34	1070.95	57.57	84.9	16.0	11024.0	3508.74	99.35	2998.79	495.5	283.9	276.17	273.0	647.0	234.5	138.8	306.1	653.1
K00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00012	72165.7	109461.33	73945.17	86932.1	108175.21	78117.47	33254.75	25994.67	22932.58	32135.480000000003	56840.25	57291.0	48689.45	50953.92	45523.2	58628.25	47130.25	42895.5	37665.99	22605.25	45691.5	43588.03	43327.91	34857.49	46352.5	40578.99	31974.97	39601.47	36834.25	72467.3	43971.11	29695.950000000004	37635.08	38348.44	39621.47	38969.42	29189.01	40341.92	48350.36	40151.73	27436.22	33205.94
K00013	8310.04	7279.0	8375.34	7855.6	4938.049999999999	9263.8	2494.42	3603.5	4236.280000000001	4496.29	8341.59	513.86	1681.9899999999998	1703.65	3915.9	3284.55	1472.88	2131.5	2344.02	15674.85	4171.64	15038.84	15912.04	14698.16	13894.56	15785.1	12212.54	8105.17	11094.05	15907.9	16177.429999999998	11369.2	11646.02	11195.34	12872.47	14481.76	11948.74	23703.45	10505.52	11727.6	10543.12	24761.11
K00014	10600.2	8835.0	9489.34	9152.03	10377.18	11416.74	5056.09	4154.33	6249.25	6741.6	13810.09	3919.28	4737.1900000000005	4336.82	10404.509999999998	7602.379999999999	5228.88	6620.5	5513.65	20471.86	7949.14	18069.34	18217.61	17201.489999999998	17800.06	17482.43	13883.21	11524.67	14195.05	19838.07	21796.32	14336.37	17385.239999999998	17891.510000000002	19623.14	25249.76	21111.24	38191.25	17679.190000000002	16754.129999999997	20925.12	36567.78
K00015	77.0	46.33	61.67	104.67	111.0	43.22	0.0	0.0	12.0	9.5	0.0	0.0	0.0	0.0	3.67	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	96.0	3.0	0.0	43.0	0.0	3.0
K00016	81916.62	126668.67	82425.34	98982.01	147859.54	87213.38	40488.0	23162.0	24779.1	36482.850000000006	79724.5	77577.48999999999	65258.3	65722.64	56863.44	77939.76	62106.1	56159.5	48914.23	15891.38	60845.6	34345.83	29116.9	18674.0	46760.52	34439.73	30997.97	47348.2	37471.3	18390.0	42728.4	30741.77	40081.46	59506.84	45251.57000000001	47542.01	55402.07	55884.7	56411.1	51679.9	46602.77	40587.93
K00018	643.6700000000001	375.17	640.75	704.0	1138.34	560.58	815.6700000000001	150.82999999999998	785.5	1047.11	7296.34	421.16	1496.94	1060.08	2755.67	3034.5	712.8299999999999	993.0	1139.58	15557.0	2441.34	12938.33	12483.12	12372.33	13316.76	8393.029999999999	5749.49	4146.65	7619.5	5022.4	10855.57	8947.77	9875.08	10423.44	14023.07	13207.59	11792.42	23040.050000000003	11955.85	11012.5	11547.12	21902.68
K00019	201.67	176.0	310.5	358.83	3814.57	184.94	755.67	50.83	200.5	392.66	90.84	327.66	298.34000000000003	370.33	94.0	203.5	477.83	538.5	1392.33	130.0	399.84	454.0	360.17	235.33	55.34	80.0	65.17	39.5	272.0	2923.0	28.67	68.0	41.5	7.0	3.0	71.0	96.0	5.0	6.0	43.0	0.0	11.0
K00020	509.5	518.5	541.6800000000001	697.8399999999999	1009.2	439.82	67.0	135.0	140.1	528.8	3502.0	571.62	1141.4	293.07	244.04	1442.13	199.8	487.0	451.87	2020.94	346.3	522.0	888.7	526.0	1004.3	390.0	731.0	1094.6	591.0	2194.0	343.63	287.5	381.6	5652.5	2069.0	6120.17	6213.0	4715.0	1441.5	2863.1	6705.5	2701.5
K00021	0.0	0.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00023	151.0	132.0	136.0	222.0	358.6	155.22	2.0	0.0	20.0	78.25	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	63.0	96.0	5.0	0.0	43.0	0.0	3.0
K00024	10264.46	8567.33	9266.59	8827.93	9873.38	11156.72	2483.42	3505.5	3763.08	3993.49	7631.59	3242.16	2660.34	3429.0	3780.03	3244.75	2352.83	2766.5	2489.57	11157.25	6074.59	14991.01	13919.34	15450.16	8911.09	18745.74	11619.72	6407.97	7450.25	27764.4	15931.03	8826.029999999999	8371.84	13029.25	12054.55	5129.25	8722.17	10709.5	6229.67	9894.6	12426.7	6425.03
K00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	46735.12	68960.84	48006.92999999999	55497.7	69389.95	50462.01	21163.75	15547.35	16202.4	21667.300000000003	38212.75	35901.619999999995	31055.4	31688.42	28860.4	38114.88	29951.8	27514.5	24192.11	12827.19	29631.05	20570.33	17431.7	11777.0	28478.47	22247.73	20657.72	28890.95	25813.050000000003	10858.0	24587.870000000003	20204.42	23739.76	28109.09	24933.32	29232.26	25985.07	36322.2	31368.1	26553.3	23485.77	30995.43
K00029	8367.460000000001	7285.0	8322.0	7727.26	1443.08	9179.69	2434.42	3515.5	3711.58	3985.99	2928.59	343.91	392.34	1183.75	2202.36	268.25	597.8299999999999	1028.0	1411.32	8368.75	2271.09	10348.01	10020.09	11702.16	6677.34	10946.37	7008.07	3995.32	5571.25	13917.4	11366.13	6504.93	6611.09	8591.75	8094.65	3733.5	6305.92	7338.25	4269.42	6581.299999999999	8206.849999999999	4679.68
K00030	76.28999999999999	58.16	65.0	78.84	207.5	82.5	0.0	0.0	0.0	0.0	412.0	38.0	465.0	87.0	1081.2	156.0	453.0	915.5	831.49	1674.0	10.5	140.0	178.0	125.0	124.75	164.32999999999998	393.17	9.5	340.0	36.0	1109.14	75.67	1001.43	302.67	185.67	313.5	110.0	539.0	210.67	234.33	216.0	739.6700000000001
K00031	8274.210000000001	7277.0	8381.09	7736.6	4843.25	9218.77	4343.42	3890.5	5540.88	5842.79	4997.59	491.36	967.99	1439.4	3639.4	2101.05	1437.88	1708.5	2123.2699999999995	11723.85	3726.64	10272.33	13286.62	11404.83	11375.06	12358.62	10899.32	7552.42	8984.75	16575.9	15462.179999999998	8180.18	9448.94	4309.17	6016.4	11179.51	6983.42	17320.5	6084.83	7339.57	4490.27	18795.26
K00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K00033	47030.04	69178.66	48399.0	55877.6	69873.34999999999	50635.92	23531.42	15156.5	16415.48	22319.01	34308.59	36127.53	30546.39	31845.82	28275.07	35395.380000000005	29561.88	27336.0	24927.19	15881.69	28730.14	24300.01	20781.34	18063.16	27755.14	25404.370000000003	20277.07	25229.67	22842.25	23261.5	29161.26	18495.93	23067.69	26026.5	22738.4	17658.25	19840.67	21421.05	29178.92	27941.300000000003	17545.85	11338.68
K00034	55.0	69.0	84.0	184.0	3550.0	102.0	23.0	127.0	20.0	48.0	513.0	248.67	152.0	57.67	82.67	116.33	337.0	461.0	631.6700000000001	140.34	303.0	899.5	807.0	448.0	286.0	251.0	153.0	762.0	441.0	3772.0	156.32999999999998	187.0	209.0	101.0	51.5	124.0	59.0	326.0	55.0	72.0	67.5	362.0
K00035	84.0	83.0	70.0	117.0	153.0	96.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	3.0
K00036	46952.04	69148.33	48349.33	55793.93	69801.75	50617.14	23528.42	15156.5	16395.68	22304.76	33721.59	36144.53	30576.39	31894.82	27721.4	35417.380000000005	29556.88	27303.0	24962.19	10281.69	28531.14	21728.01	17513.34	13402.16	23366.14	25404.370000000003	20286.07	25229.67	21662.25	29325.5	23673.26	16801.93	19722.69	26042.5	22746.4	17252.25	19090.67	20560.05	29184.92	25592.300000000003	17559.85	11255.68
K00038	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00039	6.29	0.0	0.0	9.0	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00040	7710.7	6826.67	7586.92	6861.1	230.85	8639.05	1614.75	3384.0	3677.75	3341.95	3096.75	29.75	450.6	944.0	4248.58	712.75	1766.0	2423.0	1848.7200000000005	840.75	2640.75	894.0	1703.7	637.0	2603.75	4210.33	5583.42	2854.5	4350.75	13.0	6703.17	3000.17	6119.04	2403.92	3950.42	5909.92	2608.5	9577.5	4165.67	2442.43	2661.0	12682.17
K00041	7793.41	6875.67	7725.17	7034.1	480.35	8743.47	1694.75	3538.67	3911.08	3588.2	4343.75	33.25	521.6	1145.92	3680.72	796.25	1348.0	1877.5	1263.98	3620.75	3133.25	4802.0	4136.95	3277.5	4623.5	7376.7	6414.07	4229.82	5845.75	3248.4	6388.599999999999	5022.6	6448.69	8452.52	9422.32	7726.67	6161.75	14357.75	7051.52	6090.33	9132.95	14645.52
K00042	15284.41	13617.67	15188.17	13707.1	405.7	17164.39	3249.5	6869.34	6758.16	6633.2	2762.0	117.5	804.6	1191.34	2263.39	1309.5	882.0	1644.0	1455.48	2100.5	2935.0	918.83	1505.7	731.0	786.67	5023.0	5667.0	5766.84	6404.0	13.0	3570.12	4434.16	3219.85	1536.67	631.0	3572.01	2508.67	1649.0	563.3299999999999	707.77	729.67	1716.16
K00043	1.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00045	70.5	55.0	65.0	111.0	136.0	56.0	15.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	250.5	22.0	7.0	0.0	35.0	182.5	40.0	408.5	709.5	292.0	20.0	1014.2	28.4	43.4	8.0	3235.0	214.4	53.6	2.0	87.6	33.4	19.0	199.5	193.0	12.6	16.4	47.2	17.6
K00046	2300.95	1484.34	1244.93	1515.11	5663.34	2298.18	723.67	285.83	732.97	840.9600000000002	12273.0	3242.37	2966.4	2660.82	4212.259999999999	4272.13	2479.8	2650.93	1368.11	4716.110000000001	5895.3	7700.0	6667.12	5181.33	8086.55	12845.36	10935.16	4056.25	5020.5	6348.57	12277.169999999998	5268.110000000001	9160.92	10954.61	13802.41	10366.09	8770.75	19799.25	10251.86	7781.99	12008.95	23199.86
K00048	46465.54	68595.17	47637.92	54973.6	65314.85	50094.5	20917.75	14742.67	15313.88	20572.550000000003	35371.75	35604.619999999995	30075.65	31409.74	28247.4	35686.88	29150.05	26730.5	23105.11	6544.1900000000005	28796.8	15651.83	12576.45	8097.0	23954.97	19761.95	18108.32	23113.42	20779.75	8031.5	22837.340000000004	13211.85	20964.44	16929.940000000002	18850.57	19383.34	8911.92	22003.0	27289.1	21744.0	8976.369999999999	19010.93
K00050	107.0	80.0	102.0	158.0	187.9	91.94	0.0	2.0	2.0	9.5	684.0	17.0	42.0	18.0	23.0	77.0	13.0	31.0	35.0	32.0	54.0	461.0	710.0	405.0	180.0	229.33	167.67000000000002	501.0	196.0	0.0	157.0	181.67	146.0	624.67	93.67	654.5	404.0	733.5	351.17	241.33	159.0	579.6700000000001
K00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00052	8313.54	7293.0	8383.34	7881.6	4946.049999999999	9300.3	4345.42	3890.5	5535.280000000001	5986.29	8341.59	545.86	1756.9899999999998	1737.65	3935.9	3284.55	1494.88	2131.5	2352.02	16022.85	4182.64	16663.84	16855.04	15385.16	13949.56	15943.1	12337.54	8581.17	11263.05	16660.9	16270.429999999998	11824.2	11768.02	11415.34	12944.47	15393.76	12299.74	24079.45	10554.52	11777.6	10848.12	25079.11
K00053	8306.54	7271.0	8371.34	7850.6	4937.049999999999	9249.3	4345.42	3890.5	5551.280000000001	5849.29	6612.59	475.86	1011.99	1616.65	3915.9	2309.55	1443.88	1866.5	2117.0199999999995	15808.85	4171.64	16296.84	16387.04	15401.16	13881.56	15744.1	11890.54	8105.17	10801.05	16647.9	16207.429999999998	11410.2	11675.02	12372.34	14413.47	14732.76	12960.74	24555.45	11423.52	11723.6	12806.12	25184.11
K00054	40870.5	63297.0	41137.0	49409.0	73809.0	43541.22	21146.0	11679.0	12792.6	18733.6	36729.0	38657.87	31929.800000000003	32568.07	27138.37	38020.13	30398.8	27370.0	23833.87	5887.9400000000005	29620.8	16918.0	12592.0	8682.0	21539.8	15544.0	13340.0	22659.6	17469.0	9553.0	18611.13	13359.0	17700.6	20654.0	17327.0	14880.0	15446.0	15594.0	23991.0	20433.0	12959.0	9172.0
K00055	142.0	211.0	188.0	148.0	264.0	104.0	22.0	0.0	28.0	86.0	141.0	170.0	155.0	123.0	131.0	128.0	417.0	83.0	228.0	0.0	101.0	141.0	78.0	498.0	38.0	47.0	41.0	1460.0	248.0	72.0	147.0	2609.0	74.0	5999.0	2673.0	1534.0	9450.0	4351.0	558.0	1673.0	6757.0	2498.0
K00057	49341.04	70654.0	49592.34	57284.6	75484.04999999999	52907.8	23613.42	15270.5	17012.08	23290.79	44634.59	39358.2	33730.99	34326.990000000005	30995.74	41319.21	31579.88	29120.5	25651.36	21528.53	33553.64	31359.51	27714.04	23262.16	35370.89	31239.43	25497.21	30392.17	28246.050000000003	23622.9	34715.090000000004	24713.870000000003	29175.02	33327.01	32995.14	32234.09	29625.07	41567.92	38437.19	33290.26	28011.120000000003	34219.45
K00058	10797.07	9081.66	9791.68	9467.28	10806.02	11693.35	4444.42	4211.5	6251.280000000001	6838.54	20949.59	3828.53	4920.99	3866.32	9432.66	10274.88	5108.88	6288.0	4942.16	20386.19	8948.64	20294.35	21742.71	17358.489999999998	18478.31	19007.43	16038.71	10039.17	14005.05	18912.9	25572.18	14780.87	19880.64	18930.51	19624.64	21412.43	19684.91	37918.45	16037.36	16450.93	19859.12	39634.61
K00059	106593.9	153251.15000000002	107471.95	124915.42	171826.06	114093.94	50119.17	30678.17	36545.96	50222.22	101886.84	85162.02	72893.54	74382.62999999999	72402.97	92445.39	70956.23	66342.0	57963.62999999999	46072.82	74587.49	67528.18	61267.36	49628.490000000005	81669.33	68633.28	59310.83	67513.19	64015.100000000006	51397.8	82493.04000000001	51733.32000000001	70839.36	62483.05	69113.61	72008.44	53469.73	92767.25	85705.65999999999	67163.82999999999	50874.69	85968.14
K00060	7763.29	6860.5	7692.92	6990.93	451.01	8678.5	1641.75	3434.67	3376.08	3234.33	242.25	12.75	21.0	543.17	1384.86	47.25	418.0	669.0	591.74	283.25	1467.25	546.0	1061.0	410.0	190.75	2434.2	2577.15	2446.07	2889.75	3235.0	1902.96	2105.93	1530.01	200.35	163.65	197.42	294.5	393.5	131.6	221.9	116.2	423.1
K00064	84.0	103.5	70.0	149.5	173.5	98.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	3.0
K00065	7717.58	6878.33	7659.25	6946.53	334.11	8661.39	1624.75	3436.67	3369.08	3242.0	19.75	12.75	19.0	543.17	2146.8900000000003	19.25	836.0	1338.0	1178.73	100.75	1388.75	19.0	130.0	16.0	5.25	2371.0	2454.25	2357.17	2873.25	0.0	2650.7	2079.83	2445.94	41.25	31.75	53.25	0.0	50.5	45.0	19.0	18.0	145.0
K00066	43.0	30.0	45.0	52.0	99.0	49.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K00067	2818.78	1918.5	1757.93	2041.18	6556.87	2714.46	2024.0	637.0	2310.2	2526.63	12635.0	3423.37	3315.4	2883.82	5358.41	6081.13	2904.8	3064.4999999999995	1602.11	16203.44	5630.3	17372.68	19194.29	16837.16	14000.39	15703.0	9803.09	6053.05	7560.8	28853.4	16504.969999999998	9308.740000000002	11277.1	14049.88	14267.94	16757.27	13147.33	23818.95	10522.89	11294.9	15104.69	23585.97
K00068	17046.58	14666.0	15867.5	14397.86	4933.36	18847.34	3249.5	6996.34	6748.96	6488.1	5066.5	3247.37	2388.8	3137.4100000000003	3208.59	3121.63	2305.8	2672.0000000000005	1752.35	61.440000000000005	5938.55	47.0	0.0	0.0	527.3	4616.5	5068.0	5907.9400000000005	5980.5	2119.0	3776.5	4161.16	3475.3700000000003	67.5	46.5	164.5	35.0	260.0	192.0	89.0	14.0	342.0
K00073	7577.29	6742.5	7541.92	6741.5	29.75	8511.84	1668.75	3569.34	3567.41	3364.75	19.75	12.75	19.0	549.84	1074.36	19.25	418.0	669.0	591.74	100.75	1403.0	0.0	81.0	0.0	5.25	2324.5	2483.75	2379.84	2906.25	0.0	1615.48	2073.66	1452.59	97.25	23.75	17.25	22.0	54.5	60.0	19.0	28.0	111.0
K00074	7938.62	7101.0	7990.26	7320.0	778.85	9019.1	1737.75	3699.34	4190.31	4361.75	5313.75	138.5	925.0	1024.34	3062.03	2754.75	1002.0	1139.5	769.24	7496.25	3182.0	7393.84	8938.67	4627.33	7081.17	7763.900000000001	7702.55	8755.34	8882.050000000001	86.0	7329.48	7928.76	7079.25	7276.92	7503.15	12631.09	10254.74	21507.7	7794.6	5969.37	8644.27	23670.590000000004
K00075	49261.37	70590.0	49488.67	57175.6	75336.72	52784.47	23613.42	15270.5	17026.08	23250.46	44886.09	39126.53	33731.99	34294.32	30989.07	41275.880000000005	31580.88	29091.0	25656.19	23083.19	33621.14	31404.34	27891.04	23411.16	35478.31	31284.1	25528.54	30201.17000000001	28261.550000000003	23658.9	34740.26	24746.200000000004	29175.52	34210.340000000004	33191.97	32447.76	29924.74	41798.75	38473.52	33461.6	28294.620000000003	34354.11
K00076	7581.0	6750.5	7518.25	6751.5	57.75	8494.5	1585.75	3310.0	3196.75	3114.95	588.25	12.75	43.6	536.5	223.5	1049.25	9.0	12.5	31.25	4430.75	1470.0	1542.5	1849.7	1605.0	3452.5	3806.5	3763.75	5507.5	5546.75	36.0	789.0	4422.5	1594.0	713.75	848.25	555.75	331.0	1330.5	613.0	704.1	893.0	2331.5
K00077	8122.62	7288.01	8140.6	7717.44	7893.120000000001	9080.37	3641.75	4071.67	5397.18	5599.78	3648.75	774.24	828.85	1175.31	5750.32	1655.51	2509.85	3457.5	3151.96	12719.13	3081.6	10246.0	12765.75	11340.5	9439.1	10901.29	8180.15	7526.52	7955.25	21229.5	15496.25	7390.18	9179.57	6085.0	5059.9	6913.67	6712.75	15596.5	4273.0	7952.299999999999	6596.599999999999	14727.6
K00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00086	13.29	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	20.0	10.0	8.0	1072.86	5.0	423.0	669.0	595.99	0.0	0.0	0.0	66.0	0.0	0.0	165.4	24.8	95.0	128.79999999999998	24.0	1041.14	151.6	1002.4299999999998	3263.0	1123.4	348.0	3065.4	2623.2	313.6	1676.2	3811.6	981.6
K00087	7591.83	6763.5	7565.25	6790.93	94.18	8541.17	1624.75	3438.67	3369.08	3246.95	447.75	49.75	62.6	543.17	378.0	66.25	4.0	15.0	14.75	356.75	1592.5	831.0	1238.2	397.0	423.25	2770.5	2677.75	2821.17	3327.25	0.0	1661.67	2639.33	1136.83	399.25	379.75	3166.92	2173.5	2208.5	495.0	405.1	371.0	2422.5
K00088	49341.79	70698.0	49607.01	57302.6	75540.04999999999	52907.8	23611.42	15270.5	17032.58	23273.79	44892.59	39128.03	33635.24	34362.32	30989.07	41255.880000000005	31569.13	29088.5	25629.69	21604.19	33543.89	32318.84	29883.29	24983.16	35293.56	35814.770000000004	29108.54	30593.92000000001	28246.050000000003	32594.4	38142.76	24708.200000000004	29142.02	34129.490000000005	33136.22	32514.01	29951.49	41747.75	38443.92	34045.0	28244.52	34331.11
K00090	7588.29	6767.5	7547.25	6778.93	62.18	8503.17	1624.75	3434.67	3374.08	3224.0	31.75	29.75	56.0	561.17	1083.36	41.25	427.0	669.0	626.74	2.75	1428.75	0.0	0.0	0.0	29.25	2296.0	2463.25	2357.17	2881.25	0.0	1614.56	2054.83	1443.51	22.25	18.75	12.25	0.0	6.5	47.0	0.0	0.0	13.0
K00091	41.0	32.83	25.0	33.17	65.7	23.5	0.0	0.0	0.0	13.0	12.0	17.0	37.0	18.0	9.67	22.0	7.0	0.0	35.0	98.0	40.0	7.0	81.0	0.0	20.0	3.0	9.0	0.0	8.0	2.0	0.0	3.0	0.0	66.0	17.0	198.0	150.0	122.0	6.0	92.0	19.0	142.0
K00094	7577.29	6742.5	7526.25	6741.5	29.75	8503.17	1624.75	3434.67	3369.08	3215.75	19.75	12.75	19.0	543.17	1074.36	19.25	418.0	669.0	591.74	2.75	1379.0	0.0	0.0	0.0	5.25	2279.5	2438.75	2340.17	2850.25	0.0	1605.81	2039.33	1440.26	15.25	15.75	4.25	0.0	4.5	41.0	0.0	0.0	5.0
