function	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
K01583	4.0	0.0	5.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	9.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	12.0	16.0	5.0	0.0	0.0	13.0
K01584	7583.0	6755.0	7570.25	6785.43	73.88	8511.84	1668.75	3571.34	3580.41	3411.75	19.75	12.75	19.0	549.84	5.5	19.25	2.0	0.0	4.75	2.75	1412.75	0.0	0.0	0.0	5.25	2341.0	2499.25	2396.84	2929.25	0.0	588.09	2086.16	466.41	15.25	18.75	4.25	0.0	6.5	41.0	0.0	0.0	5.0
K01585	8104.79	7125.0	8017.17	7414.43	1003.51	9094.25	1670.75	3464.67	3472.08	3652.33	1522.75	97.25	284.0	824.4200000000001	2176.36	113.75	475.0	825.5	644.99	8284.75	2142.25	9406.01	7787.92	9877.83	6642.0	6378.7	3461.9	3508.82	5571.25	3665.4	7881.459999999999	6843.93	6551.59	7625.35	7953.65	5002.0	6311.92	7053.75	3961.52	6384.9	8349.45	4464.68
K01586	49305.87	70672.67	49536.01	57287.27	75475.42	52919.630000000005	23611.42	15241.5	17013.08	23254.29	47510.59	39088.53	33168.99	34244.32	31040.74	41836.880000000005	31567.88	28849.5	25377.69	22209.19	34336.64	31887.67	28547.04	23922.16	37792.23	32310.1	27533.54	30410.17000000001	29175.050000000003	26085.9	37022.76	25236.200000000004	31503.35	34528.01	34487.47	33420.770000000004	30641.41	43893.25	39466.85	33241.77	29006.79	38253.77
K01588	49366.04	70692.0	49615.01	57316.6	75638.04999999999	52953.8	23611.42	15241.5	17026.08	23243.79	44857.59	39126.53	33633.99	34287.32	30988.57	41253.880000000005	31284.88	29088.5	25427.69	21487.19	33541.64	31254.84	26807.04	22916.16	35289.56	30557.1	25035.54	28845.17000000001	28048.050000000003	23574.9	34596.76	22120.200000000004	29122.02	30515.340000000004	30399.47	31206.76	22735.74	38904.45	35040.52	32081.6	24977.12	32606.11
K01589	87822.21	132401.83	89443.42	105053.43	140222.55	94079.39	42801.42	26357.5	27850.480000000003	39461.26	69127.59	74435.03	61794.39	63998.57	54278.9	73323.88	59030.880000000005	53860.5	47558.94	11303.19	57377.64	30901.0	21360.42	15326.83	42483.39	31740.0	27880.42	42880.02	36569.25	15611.5	37922.36	22537.83	35936.61	35768.0	31555.5	29376.5	18583.75	28024.0	46692.0	40790.0	21521.0	14857.0
K01590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01591	49329.29	70656.0	49597.34	57268.6	75482.04999999999	52891.3	23605.42	15258.5	17019.08	23236.79	44857.59	39126.53	33635.24	34287.32	30989.07	41253.880000000005	31569.13	29088.5	25629.69	21487.19	33543.89	31395.84	27893.29	23411.16	35289.56	31205.1	25494.54	30164.92000000001	28246.050000000003	23637.4	34688.76	24708.200000000004	29142.02	33932.090000000004	31969.22	32408.01	29212.49	40619.95	35733.52	33208.6	28157.120000000003	34240.11
K01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01593	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01595	9815.21	8191.5	8802.08	8076.76	5710.55	10710.89	4261.42	3821.5	4945.08	5186.16	4491.59	3293.16	2657.59	2913.5	2159.36	3112.75	2316.08	2055.5	2157.07	430.25	4722.84	1575.0	1653.42	1053.83	403.59	3016.0	3099.42	4547.42	3367.25	2333.5	2282.23	4756.83	2086.01	3587.0	1599.5	3795.5	8417.75	1986.0	752.0	1142.0	3246.0	1676.0
K01596	103.67	121.5	163.67000000000002	180.5	252.03	167.55	0.0	0.0	23.5	289.33000000000004	1520.0	0.75	215.0	0.0	417.0	1034.0	17.0	36.0	9.0	287.0	182.0	1781.0	1755.0	906.0	630.0	506.0	245.0	960.0	696.0	49.0	1040.0	1078.0	946.0	273.5	384.0	819.0	326.0	2378.0	509.0	401.0	354.5	2460.0
K01597	40867.5	63297.0	41137.0	49407.0	73809.0	43526.5	21146.0	11679.0	12792.6	18730.6	36729.0	38657.87	31924.800000000003	32568.07	27124.37	38020.13	30394.8	27370.0	23833.87	5855.9400000000005	29612.8	16480.0	12103.0	8451.0	21484.8	15430.0	13250.0	22183.6	17309.0	9553.0	18538.13	13243.0	17578.6	20632.0	17292.0	14781.0	15417.0	15327.0	23947.0	20383.0	12925.0	8868.0
K01598	1973.67	1257.33	923.67	1017.67	5019.33	1964.33	1851.0	414.0	1328.8	1531.9299999999998	5018.0	3221.87	2350.8	2051.07	1050.04	2982.13	1465.8	1334.0	568.87	413.94000000000005	3170.8	1412.0	574.0	536.0	546.8	47.0	175.0	1210.6	270.0	3093.0	580.13	109.0	654.5999999999999	0.0	19.0	17.0	13.0	21.0	12.0	15.0	18.0	13.0
K01599	8075.54	7133.83	8128.75	7495.43	4488.049999999999	9002.39	2479.42	3591.5	3984.48	4026.36	9663.59	373.16	422.19	947.5	2966.53	1847.75	1411.08	1665.5	2183.07	8429.75	4762.84	4706.5	8031.12	6787.83	11843.59	8019.69	11245.29	3227.82	8385.55	6631.5	14946.88	6607.450000000001	12246.01	5874.570000000001	7127.47	9262.17	6932.15	10159.2	7768.67	5582.33	5536.1	17715.370000000003
K01601	7.0	12.5	28.0	56.5	62.5	10.22	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	192.0	0.0	0.0	86.0	0.0	0.0
K01602	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01607	7456.62	11264.67	7788.59	9287.53	12795.26	7589.35	3647.0	158.0	2642.8	3638.25	9965.0	7037.5	7001.25	6773.25	10523.25	8235.5	7506.25	7775.0	6661.72	10085.5	6274.25	14681.84	15329.67	12010.33	10195.67	15040.7	9890.82	10209.9	8235.5	28871.9	12141.32	10079.27	9624.7	19268.99	15144.82	15132.34	19507.84	23853.25	12026.32	14443.2	16521.42	20340.51
K01608	7578.29	6755.0	7526.25	6765.0	53.45	8503.39	1624.75	3434.67	3377.08	3230.75	31.75	29.75	56.0	561.17	1083.36	41.25	425.0	669.0	626.74	2.75	1419.0	0.0	0.0	0.0	25.25	2279.5	2447.75	2340.17	2858.25	0.0	1605.81	2042.33	1440.26	22.25	15.75	12.25	0.0	4.5	47.0	0.0	0.0	13.0
K01609	513.0	434.5	590.93	903.84	4445.03	579.46	135.0	114.0	667.9	797.03	5557.0	75.25	597.6	695.75	2711.84	2027.0	849.0	998.5	705.25	13384.5	2469.5	11532.34	13015.12	12630.83	12796.92	11950.1	8906.62	5017.65	7270.8	14292.4	13547.9	7774.870000000001	8688.41	8797.84	9566.97	12481.26	9052.49	19018.95	7931.52	9567.1	8514.619999999999	19683.11
K01610	49086.91	70383.0	49236.67	56850.6	74925.51999999999	52563.75	21688.42	14842.5	15597.38	21246.46	42316.09	38725.11	32726.74	34091.65	31586.76	39927.55	31867.63	29399.0	25848.51	19015.85	33210.89	28428.84	25510.79	22138.16	34177.81	30242.370000000003	24706.07	29285.42	27012.25	20589.4	34220.07	23269.93	28884.950000000004	28506.92	29262.65	24614.01	21690.09	32473.75	32939.25	28717.57	20860.52	28034.340000000004
K01611	7646.29	6787.5	7588.25	6839.93	114.18	8577.67	1624.75	3434.67	3381.48	3386.75	2774.75	44.75	89.0	577.17	1167.36	583.25	438.0	670.0	653.74	666.75	2177.75	450.0	919.0	330.0	2498.25	4221.4	5265.05	2390.17	4442.55	36.0	4064.56	3474.43	4227.509999999999	1602.25	3153.65	1808.25	2718.9	2701.0	5599.6	1293.2	1677.1	4940.1
K01613	8394.460000000001	7298.0	8409.67	7716.26	1535.88	9287.47	2436.42	3575.5	3753.98	4211.19	5423.09	380.91	428.94	1183.75	2769.53	853.25	1244.83	1043.0	1882.32	9179.25	3244.09	11939.34	14202.29	13409.16	9368.51	14768.1	10859.04	6898.82	7417.05	14013.4	14050.13	13304.2	9185.92	17080.59	14404.22	11552.84	22855.49	16167.45	8644.52	9550.1	16781.62	16238.61
K01615	19.0	21.0	39.0	45.0	61.0	38.0	0.0	6.0	0.0	92.0	195.0	0.0	5.0	0.0	362.0	11.0	4.0	15.0	0.0	256.0	185.0	804.0	1166.0	361.0	397.0	466.0	234.0	481.0	459.0	0.0	1039.0	595.0	648.0	178.0	361.0	550.0	235.0	1894.0	458.0	365.0	315.0	2226.0
K01616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	6.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01617	1.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01619	49143.57000000001	70417.67	49319.01	57022.27	75080.68999999999	52740.8	24230.09	15311.33	17124.25	23341.120000000003	44187.09	38999.53	33558.74	34188.32	31957.43	41124.880000000005	31881.63	29634.0	26136.18	23231.36	33355.39	31291.84	27708.96	23108.49	35076.31	30468.77	24831.54	29564.42000000001	28121.550000000003	24627.57	35618.4	24638.200000000004	29994.95	32800.590000000004	32620.72	31579.35	29201.49	40419.75	37993.02	32136.6	27722.120000000003	33673.61
K01620	10143.87	8447.5	9048.26	8500.27	6188.38	11005.05	3555.75	3833.67	5308.08	5445.33	10843.75	3048.75	3367.25	3145.17	4539.2	4922.25	2465.25	2686.4999999999995	1563.2399999999998	13244.25	6478.0	12289.34	14461.42	12910.83	11733.17	13558.95	11567.82	7861.82	9395.75	13653.9	16199.71	9449.85	10344.17	7582.34	9178.57	12804.01	8484.59	20500.0	8635.17	8510.3	8697.27	22575.76
K01621	38993.75	62088.0	40306.0	48437.0	65572.0	41684.0	19266.0	11382.0	11467.6	17186.6	32476.0	35761.869999999995	29829.050000000003	30600.07	26409.87	35123.13	28643.05	25743.0	22757.87	5686.9400000000005	26459.05	15482.0	12384.25	8065.0	21725.8	15809.0	13273.0	21771.35	17251.0	6936.5	19041.13	13325.0	17618.6	20845.75	17643.75	15535.25	15737.75	17789.5	24424.0	21435.0	13207.0	11140.0
K01622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01623	84.0	124.5	112.0	284.5	3619.2	125.0	23.0	0.0	4.0	4.5	455.0	38.0	478.0	87.0	50.0	29.0	336.0	642.0	793.0	1839.0	237.0	423.0	399.0	217.0	4.0	83.0	376.0	32.0	576.0	1655.0	24.0	71.0	30.0	44.0	14.0	141.0	42.0	112.0	0.0	40.0	36.0	144.0
K01624	57019.23	77401.35	57203.61	64081.9	75694.27	61519.78999999999	25304.17	19002.17	21444.76	27098.74	48848.84	39923.02	36795.59	36115.63	36634.06	43979.39	33912.48	33069.5	28382.15	37281.82	36057.74	35717.0	33080.04	27287.16	43437.75	37009.6	32405.79	39006.03999999999	38128.8	25741.9	40438.61	31803.53	35533.5	33360.93	37581.22	42962.87	30588.58	58547.24999999999	44071.18	36429.94	28496.46	55485.93
K01625	19034.79	20460.5	17255.0	18245.1	26525.22	20165.47	7851.42	4095.5	7810.18	8983.06	23356.09	13441.98	13002.54	11749.72	11065.27	14472.68	10383.43	10370.0	8176.389999999999	16432.79	15541.69	15849.33	15197.12	14567.83	15276.11	16160.7	14530.74	13440.02	13021.25	19670.4	20790.06	12429.6	14368.79	15876.09	15724.32	17863.010000000002	17626.42	25100.25	14427.75	13693.4	17184.019999999997	24582.68
K01626	23442.5	20689.67	23386.75	21013.62	1692.08	26188.89	9483.92	11020.84	13553.57	13455.94	5517.43	728.32	1209.78	2802.67	5640.11	2275.25	2530.16	3447.5000000000005	4141.37	5850.08	5931.43	5290.83	4986.87	3745.83	6413.35	10322.33	11879.26	10630.01	12795.75	3636.83	9212.16	9524.66	9296.79	4444.09	5064.42	7298.26	3750.67	12639.5	5310.0	5079.6	3869.67	15922.33
K01627	8307.460000000001	7241.33	8311.0	7651.93	1393.88	9181.47	2436.42	3517.5	3686.58	3976.99	2256.59	343.91	392.34	1183.75	2200.03	270.25	595.8299999999999	997.0	1411.32	8368.75	2265.09	10360.01	9904.09	11590.16	6677.34	10939.37	7008.07	3970.32	5571.25	13917.4	11353.13	6843.93	6587.09	8073.75	8086.65	3680.5	6234.92	7465.25	4273.42	6532.299999999999	8151.849999999999	4744.68
K01628	7818.12	6906.5	7832.42	7047.1	560.05	8723.55	2397.42	3714.5	4062.78	4066.54	7236.59	719.28	1665.74	1489.0699999999997	2389.57	3027.38	1369.63	1585.5	1835.94	7767.19	3095.8900000000003	4021.0	5915.87	3552.33	7077.39	6557.7300000000005	7483.39	7564.27	8254.55	3522.0	6263.360000000001	9210.1	6429.939999999999	6743.59	6474.82	9402.43	11161.9	16357.37	6747.6	3351.13	7100.77	19258.1
K01629	7620.62	6797.17	7579.92	6792.6	104.85	8527.0	1654.75	3567.67	3447.88	3400.6	1098.25	388.62	196.8	676.2399999999999	1361.73	165.38	465.8	757.0	634.61	455.19	1515.55	2158.0	3396.5	2559.0	469.05	7953.95	6149.82	4017.67	2976.75	14309.4	5676.840000000001	2369.85	1656.61	2060.92	2124.32	3182.42	3423.5	3460.0	1259.67	712.63	2796.1	988.27
K01630	7640.29	6780.83	7588.25	6819.6	148.38	8584.17	1624.75	3440.67	3372.08	3215.75	98.75	12.75	24.0	543.17	1089.03	19.25	422.0	669.0	591.74	219.75	1407.75	651.0	967.0	284.0	112.25	2610.0	2623.25	2838.17	3152.25	0.0	1981.56	2270.83	1818.51	72.25	203.75	390.25	150.0	918.5	223.0	184.0	105.0	980.0
K01631	7660.58	6838.0	7596.25	6874.43	193.68	8601.39	1624.75	3434.67	3369.08	3215.75	31.75	29.75	56.0	561.17	2155.2200000000003	41.25	845.0	1338.0	1213.73	2.75	1428.75	0.0	0.0	0.0	25.25	2303.0	2463.25	2357.17	2881.25	0.0	2650.7	2054.83	2432.94	22.25	18.75	23.25	0.0	9.5	47.0	0.0	0.0	16.0
K01633	10246.79	8529.0	9207.0	8755.26	9785.55	11146.58	4306.42	3800.5	5034.48	5490.16	6716.59	3309.66	2709.34	3218.75	3290.36	3199.25	2382.83	2642.0	2539.32	8793.75	5649.09	12170.01	10785.09	12307.16	6926.34	11229.77	7297.87	4960.32	6236.55	16572.4	11914.13	7154.530000000001	7195.09	11464.25	9218.55	4581.0	9476.82	9742.45	4332.52	8218.5	12177.45	5574.78
K01635	49586.0	75116.33	49050.0	58740.67	86933.0	52396.0	26478.0	12079.0	16107.6	23237.2	47416.0	48502.74	39814.6	40310.14	33039.41	47372.26	36474.6	33079.0	27735.74	7082.88	37512.6	19658.0	12989.0	9427.0	25977.6	18075.0	15759.0	25626.2	20258.0	11617.0	22279.26	12110.0	21251.2	17165.0	17188.0	15707.0	7007.0	12777.0	27578.0	22151.0	7280.0	7540.0
K01637	7742.79	6884.0	7664.92	6985.43	424.58	8682.89	1654.75	3434.67	3425.08	3316.0	31.75	29.75	56.0	561.17	1083.36	41.25	427.0	669.0	626.74	2.75	1428.75	0.0	0.0	0.0	29.25	2303.0	2463.25	2357.17	2881.25	0.0	1614.56	2054.83	1443.51	22.25	18.75	23.25	0.0	9.5	47.0	0.0	0.0	16.0
K01638	15319.79	13626.5	15202.17	13729.93	468.13	17196.949999999997	3323.5	7004.01	6992.49	6687.0	51.5	42.5	75.0	1111.01	1088.86	60.5	427.0	669.0	631.49	5.5	2831.75	0.0	0.0	0.0	34.5	4627.5	4947.0	4737.01	5787.5	0.0	2193.9	4128.49	1906.67	37.5	34.5	27.5	0.0	14.0	88.0	0.0	0.0	21.0
K01639	41624.92	59201.0	41558.670000000006	47687.6	62236.85	45046.08	18162.42	14793.5	13530.58	18067.94	36337.09	31866.91	27052.94	28207.25	26292.06	34275.75	26463.83	24392.0	21566.31	12521.25	27978.09	19645.33	17365.62	12677.33	25535.01	26522.620000000003	21631.07	25293.82	22579.25	19055.0	25490.02	18605.68	21909.020000000004	21920.92	22857.15	22926.84	19348.92	26727.550000000003	28117.08	21962.57	15391.02	22538.51
K01640	222.5	192.5	251.67	329.5	485.5	211.22	9.0	16.0	31.0	177.25	12.0	17.0	50.0	18.0	40.0	22.0	19.0	0.0	35.0	64.0	56.0	878.5	1007.0	462.0	134.0	235.0	189.0	952.0	328.0	0.0	146.0	235.0	244.0	59.0	79.0	282.5	150.0	541.0	94.0	146.5	68.0	619.0
K01641	40867.5	63275.0	41124.0	49397.0	73786.0	43512.5	21146.0	11679.0	12792.6	18692.6	36741.0	38674.87	31961.800000000003	32586.07	27133.37	38042.13	30401.8	27370.0	23868.87	5855.9400000000005	29652.8	16468.0	12103.0	8451.0	21504.8	15430.0	13259.0	22183.6	17317.0	9553.0	18538.13	12907.0	17578.6	20567.0	17263.0	14776.0	15358.0	15222.0	23953.0	20383.0	12855.0	8856.0
K01643	9573.08	7973.84	8531.42	7713.1	5097.6900000000005	10434.0	2433.42	3708.17	4062.91	3702.41	4548.59	3256.41	2526.34	2903.17	3491.7200000000003	3137.75	3087.83	3060.5000000000005	2643.06	203.75	4792.59	764.0	647.1700000000001	864.33	503.59	2503.0	2833.42	5161.34	3610.25	1369.0	3990.04	5218.16	3306.77	6231.25	2998.75	2771.42	10082.0	6008.5	871.0	1904.0	7140.0	4173.0
K01644	9789.08	8212.34	8730.42	8086.6	5530.990000000001	10631.77	2394.42	3581.5	3876.58	3620.41	4548.59	3257.16	2526.34	2896.5	3494.7200000000003	3137.75	3091.83	3060.5000000000005	2643.06	208.25	4768.59	764.0	647.1700000000001	865.83	503.59	2472.0	2788.42	5121.67	3554.25	1369.0	3982.37	5183.83	3294.44	6231.25	3004.75	2845.42	10180.0	6018.5	871.0	1947.0	7140.0	4179.0
K01646	9571.25	7965.84	8512.42	7710.1	5089.6900000000005	10411.33	2389.42	3573.5	3864.58	3553.41	4548.59	3256.41	2526.34	2896.5	3491.7200000000003	3137.75	3087.83	3060.5000000000005	2643.06	203.75	4768.59	752.0	647.1700000000001	864.33	503.59	2458.0	2788.42	5121.67	3554.25	1369.0	3980.37	4844.83	3294.44	6159.25	2969.75	2756.25	10021.0	5903.5	871.0	1904.0	7070.0	4153.0
K01647	8325.33	7326.17	8394.43	7828.77	4921.32	9231.32	4346.42	3888.5	5552.780000000001	5978.29	7122.59	475.36	1588.9899999999998	1508.4	4730.93	3052.05	1890.88	2644.0	2918.76	13622.85	3680.14	13865.16	15969.62	13548.83	11969.48	13772.35	11504.29	8297.92	9904.05	16660.9	17018.32	10113.45	11458.7	5853.01	9021.97	10380.02	7186.99	22504.2	7948.43	9102.27	6450.540000000001	22941.69
K01649	8494.17	7444.83	8613.35	8148.77	5326.41	9451.18	4347.42	3892.5	5566.68	6229.37	9733.09	567.86	1953.99	1721.65	5000.43	4327.55	1908.88	2824.5	2985.01	16185.35	4305.64	16531.84	16666.04	15297.16	14084.06	16072.5	12296.84	8133.67	11314.35	16673.9	17300.07	11654.8	12722.95	11767.34	13180.37	17846.760000000002	14409.64	25501.65	11079.62	12133.8	10942.22	25714.21
K01652	64935.2	84474.0	65151.01	71491.62999999999	79968.24999999999	70298.91	28339.26	22333.5	24815.11	30665.16	49249.42999999999	39537.89	34349.73	36474.39	37577.39	44683.68000000001	33993.509999999995	32551.0	29144.68	30849.960000000003	38756.78	36816.33	35071.08	27409.82	45830.21000000001	40618.5	35630.509999999995	40420.11000000001	40952.850000000006	27505.07	44189.630000000005	32581.96	39469.490000000005	34466.85	37004.87	39293.95	26184.15	58164.65	42688.61	37207.41	27766.73	56163.19
K01653	15947.83	14047.5	15938.59	14640.53	5080.23	17812.97	6004.17	7405.17	9439.76	9488.24	11719.84	505.61	1678.59	2567.32	6239.93	5187.299999999999	2380.88	2982.5	2800.76	20955.6	6918.39	18881.67	19816.24	17770.16	20078.480000000003	21621.5	18782.59	13937.84	17874.1	16673.9	20802.99	16990.129999999997	16655.36	15475.259999999998	19222.12	21577.35	15965.81	36577.15	16320.45	15036.57	16409.89	40063.87
K01654	44.5	28.0	63.34	72.0	124.5	40.72	673.67	64.83	160.17	299.16	220.0	17.0	71.0	55.5	286.0	43.5	10.0	14.0	35.0	241.67	68.0	443.0	765.1700000000001	357.33	22.5	3.0	16.5	4.0	19.5	4218.17	16.0	3.0	5.0	63.5	73.0	828.0	398.0	765.0	137.0	173.0	48.5	299.5
K01655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01657	8162.04	7195.0	8232.01	7644.6	4680.049999999999	9128.8	2491.42	3599.5	4209.4800000000005	4324.69	5282.59	415.66	901.19	1609.25	3463.7	2098.75	1426.08	1793.0	2114.32	13413.25	3853.84	11408.84	12831.54	12553.16	12544.51	14033.1	11311.04	7384.07	9981.05	15601.9	14499.13	9481.7	9866.42	8771.84	9408.47	12043.76	9002.74	17827.949999999997	7620.52	9979.1	8334.619999999999	18094.61
K01658	763.0	557.5	827.0899999999999	1042.67	4859.87	759.63	866.6700000000001	162.82999999999998	860.4	1065.94	5238.84	402.91	893.94	1066.08	2360.34	2025.5	1006.83	1124.0	1522.58	13483.5	2462.84	13727.84	13874.29	14247.16	12705.26	12697.1	8998.79	5055.15	7243.8	15660.4	13069.57	8571.87	8918.91	10858.84	13178.97	12840.26	11311.99	20750.95	9350.52	9959.1	11890.62	20241.61
K01659	7647.0	6815.5	7611.25	6868.93	300.58000000000004	8563.0	1615.75	3308.0	3221.25	3161.0	31.75	29.75	56.0	554.5	14.5	41.25	7.0	0.0	39.75	2.75	1404.75	0.0	0.0	0.0	29.25	2251.0	2418.25	2317.5	2825.25	0.0	568.75	2020.5	441.75	22.25	15.75	64.25	96.0	4.5	47.0	43.0	0.0	13.0
K01661	8136.46	7227.0	8150.67	7561.26	4538.68	9079.25	2442.42	3632.5	3697.88	3969.49	2802.09	599.33	476.34	1232.42	2267.03	384.58	946.83	1458.0	2008.99	8477.09	2567.09	8829.51	9292.09	10453.16	6816.34	10078.37	6942.57	4246.82	5770.75	17689.4	11310.96	6134.93	6227.59	7311.75	5896.15	2529.5	4711.92	4940.25	3143.92	5930.299999999999	7003.35	2522.68
K01662	8612.539999999999	7515.5	8612.34	8010.1	1911.55	9506.8	2501.42	3634.5	4256.48	4693.889999999999	8796.59	869.33	1956.79	1912.92	4433.87	3431.08	1562.08	1884.5	2118.49	16135.59	4051.84	17141.84	20222.24	17870.16	14264.76	17620.05	13022.94	11338.97	11375.05	27106.3	16820.61	14649.55	11857.420000000002	22216.44	20753.37	22876.76	27795.74	32584.25	16629.620000000003	15451.6	25343.82	28659.71
K01663	43.0	30.0	45.0	52.0	93.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01664	7754.71	6896.83	7820.75	7060.43	3897.35	8717.67	2379.42	3485.5	3567.58	3621.66	123.59	392.41	381.59	929.5	1169.03	224.75	906.08	1207.5	1970.07	134.75	1778.84	494.0	362.42	276.33	57.59	2380.0	2554.42	2398.42	3155.25	2964.5	1680.23	2152.83	1531.01	367.0	21.5	3481.5	2232.75	395.0	41.0	694.0	273.0	63.0
K01665	8140.96	7101.33	8115.42	7452.93	4437.68	9017.72	2455.42	3513.5	3699.58	4002.99	769.59	411.41	437.34	1022.5	1999.53	248.75	925.83	1240.5	2005.07	6028.75	2055.59	7949.51	9012.34	9921.16	4663.59	8908.619999999999	6337.82	3497.07	4493.25	15572.4	11188.88	4852.18	5389.34	3090.75	4370.15	5199.75	5752.17	5234.0	2355.67	3156.8	4240.6	3058.9300000000003
K01666	7578.29	6755.0	7515.25	6756.0	39.45	8506.5	1600.75	3314.0	3201.75	3196.0	374.75	12.75	24.0	536.5	1094.03	41.25	444.0	674.0	591.74	70.75	1372.0	848.3299999999999	1135.0	483.0	192.92	2380.5	2510.75	2998.5	2945.25	0.0	1724.14	2177.0	1577.26	475.92	379.75	1066.59	364.67	2323.5	520.3299999999999	514.67	395.67	1469.66
K01667	7757.79	6860.5	7766.75	6926.76	389.18	8665.5	2393.42	3507.5	3602.58	3975.16	2698.59	357.41	760.34	929.5	1365.86	2121.75	604.8299999999999	851.5	1400.07	623.25	1504.84	3324.51	2268.34	2087.66	247.59000000000003	4360.45	2652.32	2463.07	3012.25	4556.0	2145.13	3383.68	1936.09	1692.35	2695.15	1892.42	2048.17	3036.5	1184.77	739.4	1853.2	2439.93
K01668	1.83	0.0	0.0	3.0	0.0	0.0	653.67	52.83	143.17	255.16000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.17	0.0	31.0	42.17	18.33	0.0	0.0	0.0	0.0	0.0	983.17	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0
