pathway	055B	056B	068B	071B	077B	078B	091B	092B	093B	094B	098B	099B	100B	101B	217B	218B	219B	220B	223B	224B	225B	241B	242B	243B	244B	245B	246B	248B
PWY-5863	1715.183053735183	7990.093223504232	8831.630236141085	12177.343527277097	1550.794894572563	3049.844807877336	9277.866483852296	29984.65951273585	17185.240134348427	11301.276750967918	18832.09342529279	16710.575327725495	18639.192174674048	3040.1777109459285	1928.1609480494808	8578.735460186288	9159.858119841449	5704.444143508946	4976.389292465337	7074.026216024204	6971.021529367848	5855.8541354344525	3876.0138220994927	3178.5968176496385	7364.642788855219	5807.582314457884	3351.099201695554	6491.17534242988
PWY-5896	1350.654403598458	9103.42203565621	845.3832999841045	142.69535428695733	384.0841736587557	688.0053533653611	8360.873508194685	4135.5221944084005	766.7287636690696	812.3814194319662	1276.4728105985723	13647.57506884842	62.81728750952724	1128.1713273544628	1686.275389394445	2761.977940599256	7706.533425154626	3382.3783100935707	4019.615331421944	3304.422465748672	3877.4215495741214	3389.861974791544	2572.1223531096857	3022.4280850024884	3389.549424907406	4702.564507212315	3092.6179851604866	2868.29817893936
PWY-5897	2389.6393572805805	9671.367328359582	7495.878352464506	14087.920620436424	2513.340990059232	3822.7701557811297	11138.195665644787	35192.58902450391	18135.86169198691	12961.264421803178	19213.354460326565	17929.531799954668	19716.63872538793	3492.5066194983538	2856.917051761486	9533.954362887362	9465.99823372712	7548.9044762230205	6994.514185556894	8217.914524243275	8109.999536013126	5777.906405422629	5194.465414138128	4735.394094941833	8810.381145462274	6183.523472999241	4731.222867732879	8037.390094716383
PWY-5898	2389.6393572805805	9671.367328359582	7495.878352464506	14087.920620436424	2513.340990059232	3822.7701557811297	11138.195665644787	35192.58902450391	18135.86169198691	12961.264421803178	19213.354460326565	17929.531799954668	19716.63872538793	3492.5066194983538	2856.917051761486	9533.954362887362	9465.99823372712	7548.9044762230205	6994.514185556894	8217.914524243275	8109.999536013126	5777.906405422629	5194.465414138128	4735.394094941833	8810.381145462274	6183.523472999241	4731.222867732879	8037.390094716383
PWY-5899	2389.6393572805805	9671.367328359582	7495.878352464506	14087.920620436424	2513.340990059232	3822.7701557811297	11138.195665644787	35192.58902450391	18135.86169198691	12961.264421803178	19213.354460326565	17929.531799954668	19716.63872538793	3492.5066194983538	2856.917051761486	9533.954362887362	9465.99823372712	7548.9044762230205	6994.514185556894	8217.914524243275	8109.999536013126	5777.906405422629	5194.465414138128	4735.394094941833	8810.381145462274	6183.523472999241	4731.222867732879	8037.390094716383
PWY-5910	2972.390867538093	5438.375513292602	10990.095972638792	22322.39600400566	3662.7970747522654	4278.818523332766	11233.54161713298	44872.60807666294	20401.73148152241	14910.355288823386	20619.1061068582	16675.81479127183	21805.085777524884	4268.738777156083	1880.0501268686392	9524.526268803787	7985.376929315262	4931.202984950981	5134.934211294781	7401.353358985643	7934.945403617691	6075.047062948735	4396.586520138912	2526.918426973866	8141.120899605077	5529.13811992925	3130.6446278791645	7392.561672764388
PWY-5913	3485.717574796135	9741.658060386011	4677.868099664612	5727.806678515773	2730.1517751840506	3900.804770614458	7419.935156591349	14799.805105193542	5046.979207143653	4014.172706529104	2584.7114066737854	7068.095637235406	1884.823043642943	2064.6996363768058	5171.040229830174	8269.507843651456	7068.314904119633	12889.347594772644	12662.259534848952	9760.170452637474	10278.414320156278	5695.722415280987	7993.624641318732	9625.804456223535	11444.71127944334	6420.559323582687	8622.364691118153	10767.954612006492
PWY-5918	4481.491857306477	10271.8686455221	5628.349618724348	8232.280403162918	3941.383413485301	5307.41744230425	9949.734563845088	15816.092922836724	12644.177755248817	9232.284841378289	5713.205482224629	10968.351677811115	3727.983353970169	2686.439317085171	2753.8942398079416	8895.625990912617	7679.735178391716	7344.134216204586	6886.098937448453	8304.572446047217	7392.931958663884	4066.571216979258	5149.318408506168	5287.247668272945	8525.864126807308	5376.15126732242	4856.021036224975	7989.062578426038
PWY-5920	2833.9126733336657	6319.58049305622	3550.9876497020887	5645.600999904878	2732.9104306249537	4499.968577776375	7892.324323420496	8986.5123111983	7717.992819472136	5965.056286280791	3680.58002817508	9280.877578052252	1962.7572532118336	2008.464864564726	1915.988868591698	4203.78701728714	5808.933072129847	4939.733247729338	5066.8236466710605	4753.487770046315	4935.494038374743	3095.0262854222624	3969.346014023589	3625.387143424805	5534.47348568943	4104.830560701458	3704.450376833116	5099.866797573592
PWY-5941	0.0	47.84179675270381	0.0	222.2499496051485	15.938827640956072	0.0	35.8789511580613	0.0	102.04629908943494	66.97433460990995	0.0	0.0	15.90286276780452	0.0	55.54773256922172	0.0	0.0	51.84183514863143	86.21266768471997	0.0	0.0	0.0	31.89166916535009	67.63089384546579	39.8781109035175	7.991174943810554	23.94834824309646	83.44374534354888
PWY-5971	8699.56889960105	15682.026043384983	18100.60503634835	13183.969303437863	8130.92201144751	9525.203456652756	13994.253483639364	19707.66169183769	14441.723511357462	11881.780093249095	8062.622511725368	12821.715416934594	5701.937579515136	4459.707622159428	6448.899246636343	8569.784722807819	9452.413299506165	12867.209754549784	13389.888265117535	11191.562390202247	13097.721682405974	9025.949137646485	10246.99634289346	10976.506698111352	13976.240345155293	8808.641956409163	10178.686051571076	12876.71807259662
PWY-5973	9544.441296902558	17458.429245451836	21281.016493227067	31336.43427573007	9238.563319415252	10997.814315287327	20131.82106316744	56844.15313207997	28502.712357214565	21733.396746659448	24875.81453435425	23301.103312954456	25486.008111864216	6228.890915190128	8944.19822615027	16302.425327240371	13522.609631591373	20596.14768339788	20655.44486591908	17437.33691004009	19360.76561799302	13101.723783782723	14017.71479470938	15779.663821518983	20342.697254230952	11474.918943615496	14461.678717611352	19106.047731447816
PWY-5989	8511.040120047679	15299.441499615768	14501.925958733244	9204.45017677768	7375.340953820915	9812.103162844242	11299.412057506524	13592.24237918183	11179.370491199308	9038.375011073484	6044.652946292921	9861.105526200488	3918.500005454817	3666.7476561402927	5592.785711426905	6865.928795450713	7832.012586159215	11219.009685370893	11444.721481764063	9754.40997397396	10734.892624024948	7177.93698707707	9019.483894329334	10173.032423039916	11755.766799371684	7524.998892402461	9224.199947178777	10820.32627696338
PWY-6071	221.13921829945485	7236.143052729862	184.3820477553696	54.15147024903388	205.0701923666431	195.8814350920836	3067.612405339483	461.6930109538552	52.20343403225311	154.4136598733114	261.3701974945218	4688.035557853883	27.917017622483947	256.3907981944871	361.6762532659546	482.89446985937263	3333.8656466317143	658.2071155285939	582.5108318577605	576.415210909968	753.4163089336116	897.91900339441	521.1821577385551	631.9766562820228	744.3981113066026	1755.8992555686852	791.672074863722	831.0471600419123
PWY-6107	0.0	0.0	111.71217322418802	0.0	63.56062658763759	63.48480966325037	16.475629405840884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.151258045640724	0.0	0.0	0.0	0.0	0.0	0.0	55.69862613572322	17.901996370235935	45.03467379592169	2.618904178664791
PWY-6121	6631.252416641772	13953.06249552288	16082.48158353349	26978.916282587743	6797.015048911391	7875.308777097379	17374.408141980286	51474.625630136026	24200.217084104	18132.263687482813	22784.54588043509	21609.1611222705	23761.11885940394	5412.242891463278	7654.839095702789	14636.954735152867	12591.898516447927	18365.95039760536	17961.342884602676	15214.450499089216	16868.27864668782	11203.624642276203	11886.905008922366	13538.506548341138	17718.17864326356	9986.13525356921	12536.943006668307	16784.628541910974
PWY-6122	6417.143259652302	13072.669137838076	15981.28427096044	27668.306467663017	6688.059890926949	7635.352796148007	17065.06694698924	52437.31912051442	24603.437544237768	18382.69668866646	23185.945067829587	21335.52300139112	24324.72739523636	5380.723916273295	7557.833645937254	14659.939988261276	12206.423980006775	18171.37636387031	17767.56731770212	15051.66175031428	16682.98880843632	11118.409654891197	11692.59401979232	13239.435320567844	17548.975142411866	9726.087136875196	12342.797901926697	16612.426823903843
PWY-6123	5692.460766023314	11907.737482203183	13709.075810863407	24604.8613448526	5897.315495191324	6815.73094665835	15163.651977904845	46980.76878335773	21548.180829224253	16266.482611028969	20378.87807654913	19067.482820986905	21494.67697629741	4814.742652608765	7066.604137142818	13238.037606180113	10963.39031956076	16911.82562275546	16440.368793465328	13695.99286528568	15269.295443886316	9924.553005438422	10832.683947821446	12155.813675944984	16015.149891243298	8767.747974828633	11375.579275281923	15144.248274474116
PWY-6125	6325.217373610634	13377.395744895788	15756.974896726411	27089.663180776377	6594.050834492531	7511.955753157604	17044.03795996399	48080.90524746141	23487.167207119648	17542.398789989624	21989.2664357298	20798.431408176937	23155.03215869597	5237.2616064355525	6368.009210377935	13352.597701342514	11818.22417748457	15129.264710168023	14818.341704218888	13285.006190791417	14965.158520625038	10110.293204531878	10117.387393053184	10927.56441792657	15553.780345478108	9139.984191424955	10295.508482173149	14405.997225010162
PWY-6126	6814.2642539002045	14710.101550778514	16403.723467714506	27902.739779689	6917.906073367248	8128.782046237405	17889.176863707144	52871.26750595032	25319.999839141045	18728.83540205235	23841.795688563405	22579.9974129786	24802.110008269017	5597.97937014728	7810.691772646365	15220.220683872729	13149.447733358504	18930.37313565057	18463.74692347138	15666.196060036124	17497.159568911367	11440.514786330945	11914.600547002528	13596.488737575915	18189.070435902588	10358.844392615183	12667.94569700012	17156.831025545387
PWY-6141	27.23170731707316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.94128017677065	35.89123867069487	18.97079383541727	0.0	0.0	40.70160381912783	19.23095125414104	9.164823378458168	0.0	48.4188120128022	39.76654377213156
PWY-6143	0.0	0.0	10.384486110871324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.60979980818812	0.0	51.93829900429181	30.40205679270665	23.798552760040288	40.20307751308122	0.0	38.51511513535382	5.8646419777617975	17.004363133161284	0.0	18.51286466499136	47.25775888667432
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	6312.378025067773	12326.389927888653	8145.99947518094	12025.35901307992	5287.250205408079	7634.45836574445	14195.680090069474	40758.661061994775	21542.579578690853	16322.74336956118	20636.878743882105	17211.163860964887	19570.6671334038	4446.99880229022	5733.4510910894605	11995.605246488094	10203.341380755322	13504.497890965624	12879.396519106687	12003.198047408952	12561.896720628976	6778.462726793178	9200.875653451876	10224.558336706985	13304.529245280411	7818.634739859162	9091.366838621583	12554.796233801777
PWY-6148	56.73205090346668	0.0	0.0	0.0	0.0	0.0	0.0	44.77406768705308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.8502868871799	94.54884433258064	51.94660626612784	26.23385791366264	0.0	147.13083728764605	70.98856039153621	9.580702336820764	0.0	171.9914533196879	116.87313666831952
PWY-6151	4173.293694752396	10636.682618837192	11877.679314620216	22013.04738262764	4090.725844925127	5237.075013753139	13150.74522662127	44058.11424413137	19919.894365405984	14449.00449696656	19844.543912689256	18527.345979690017	20819.452297533226	4183.575457923782	4407.713160640226	11066.08924583115	10489.185699089912	11347.708894118236	10547.60746370797	10498.765635620302	11469.675247668372	7888.624604400856	7080.822102571015	7104.078568561582	11759.933621006958	7330.54536440008	6975.4288009565	10980.780688277911
PWY-6163	6292.311017237807	13483.037690642052	14835.649615833012	14821.177389343771	5242.935117717058	7503.734158520415	14997.399938513432	37980.4833146028	21891.661540656365	16170.15426245726	20571.84763720978	17917.401608103057	19549.34354061653	4523.235496253794	7117.133268823168	13272.791186412978	11538.145633568249	16813.17460155281	16177.35710899601	14031.537583079024	15496.015414638692	10180.773250242317	10759.71192645238	12436.905952847415	15968.199143885811	9175.992336669202	11468.137908655064	15214.21411068138
PWY-6165	76.74383839068747	0.0	31.956918746971663	0.0	43.3215063538645	0.0	0.0	70.31853669714928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.02807554323064	140.48206155405296	39.321484642178255	75.35998927412868	0.0	95.74186335959588	52.54381656473057	36.72133858958424	0.0	121.72339867821827	74.43834141498024
PWY-6167	95.61607232042064	0.0	0.0	0.0	107.10036164185551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.09596671119132	109.96790788135978	38.83687679586411	0.0	0.0	105.81280363843156	52.28438163804695	14.489107092683382	0.0	144.56174177635842	93.83107116847503
PWY-6174	55.26427889588846	0.0	0.0	0.0	0.0	0.0	0.0	51.30144089181174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.71247033766919	121.39042834154527	32.00303809325367	32.11806673455962	0.0	79.43781370216024	45.90274012449408	13.531496726320205	0.0	121.6238588996154	74.52713088193339
PWY-6182	1740.6554906214576	2259.2447265588444	2465.1138548390136	1105.0914354912422	1466.9463876049383	1889.2816829333635	1080.4940852608245	1368.6415084469309	1214.073889341689	1069.0848778362542	512.4027518925075	295.995854186971	224.15381098735256	362.53791244366977	473.80443760195175	531.3481157646818	377.85066917571066	651.3762236148385	786.4258435438629	882.6499691547436	969.9474459953478	641.0437973769217	970.3558716168586	1090.869739422286	976.2112565816016	826.9229443350379	871.9916700023124	1070.4696602751574
PWY-6185	120.58267843381266	194.00315142959045	256.1201280854887	383.4458202086696	345.49496718619594	387.2609702520616	86.6492986766203	145.85221893562112	324.9978205736846	119.9824545666156	76.97318499168396	7.06960196239599	43.66554129975895	212.29417003389577	461.2251215885536	523.6518814871241	340.2438688271394	605.5078343918423	752.6720620657582	861.4999494335358	952.6519717026904	602.844588182451	941.6713962300266	1064.0716199904816	951.7208122682332	706.703680103116	873.9535056705977	1054.0112361263427
PWY-621	5103.671150108376	13476.335962979518	13125.624341856948	26869.47145364561	5637.639039737569	6158.861758803595	15116.829917334066	51871.47167934442	21503.0740458042	15158.9378133736	20381.69389426841	21298.489003075567	22261.9976613293	5080.826565195107	3826.11335575348	10819.45581494645	11931.998272935349	9779.773292659782	9464.22690271068	10207.272588584305	11944.15896893552	8474.859195200332	6905.0342759905	6590.9368963573925	11532.308435050987	8450.026580877207	6855.606970838371	10342.860798780384
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.774193548387096	0.0	0.0	0.0	0.0	0.0	8.552631578947368	52.03372911526145	0.0	58.96715524178574	50.17773736741783	18.333987661245093	61.41265548945376	0.0	38.59774160554174	21.71746567531816	82.556943082042	0.0	65.88096747893832	25.876958771173133
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	236.23904307284653	50.802456612077975	128.21953166052597	68.60529311172755	193.27140236112965	170.1926759630582	156.66968806837738	2.9996531718936628	183.09296415238623	151.38951782116817	47.7772356555983	0.0	0.0	108.0688762105355	880.9951609447978	829.81520548649	154.67945756023073	1469.4214519927316	1614.7458490356228	1268.732610412541	1508.574683951891	689.020374547123	1221.7527269050895	1573.6025937508175	1472.829203010523	556.1609583625573	1181.284921136554	1418.1627348294546
PWY-6269	2816.736270022846	6851.888169655502	3937.1869830896767	2006.127106176773	2262.67157381141	3222.3661930278827	4204.7731774014	2547.133581366735	2099.518921477428	1898.6129262398208	1187.5073372013542	2531.4555352188777	562.7110413976341	928.9992654486888	3698.429265895575	3372.95513688159	2921.26689545006	8851.307078576669	8976.452176444922	4880.421401582687	5998.148788479029	3427.985770249199	5151.772610140927	7183.016923709149	6339.440811454539	3120.286097509955	6339.696123804607	6436.7823797635065
PWY-6277	6417.143259652302	13072.669137838076	15981.28427096044	27668.306467663017	6688.059890926949	7635.352796148007	17065.06694698924	52437.31912051442	24603.437544237768	18382.69668866646	23185.945067829587	21335.52300139112	24324.72739523636	5380.723916273295	7557.833645937254	14659.939988261276	12206.423980006775	18171.37636387031	17767.56731770212	15051.66175031428	16682.98880843632	11118.409654891197	11692.59401979232	13239.435320567844	17548.975142411866	9726.087136875196	12342.797901926697	16612.426823903843
PWY-6282	8640.735954016849	15990.741030897812	15944.894710264029	9576.481975551022	7602.145559652816	9847.822262438203	11687.57886971321	13986.05322164251	11438.07800108147	9358.459761172524	6111.805578048042	10199.694263365398	3957.801928749704	3777.905427426309	5573.062118611845	6914.387122071637	8117.266747294911	11184.10784143392	11417.772911232303	9786.473153829798	10862.496945203966	7407.947869738349	9009.399621238128	10069.054056123216	11824.558985518845	7725.959834269501	9173.2103321138	10896.570612107966
PWY-6317	3590.2216654487256	12366.847914310065	13862.568476000164	26155.107649345533	4416.014384039559	5150.763048899964	15454.75087980357	50049.52560116913	22969.24317155452	16732.12223872938	22707.378287895543	21846.03815147512	23977.84622624908	4954.2276040849465	5104.490492084407	12673.725988734075	12228.674310121714	12944.159669070685	12615.558483102555	12030.831242987328	13137.224305410708	9611.40560538652	8232.5033845477	8325.94017732441	13530.022354766075	8720.951313749025	8016.374782539813	12468.714672746888
PWY-6338	79.0008660670086	35.85208999643364	67.21128329388338	110.0762875354246	121.09564285245052	126.7238241942109	127.21107528585944	165.3934311680253	45.72187492367931	36.00155630647813	26.866158076678737	0.0	0.0	0.0	71.83305847779687	57.01158059278934	65.2138557859452	127.36971547933118	94.81216483627487	57.513227270061165	37.0686607078222	38.83804157285539	53.5237453756168	69.85417053383131	81.38247609852186	21.057800310408723	75.23115332793184	28.198335663434115
PWY-6339	216.1291529179125	93.6284997376458	228.5943651313272	185.30346503795548	244.528712642975	352.53126514784293	208.47627866479164	610.527493516384	235.80637932721385	0.0	0.0	0.0	0.0	0.0	137.21096815431287	182.9897078878342	113.51247692930993	246.90630079146663	335.8515791017719	185.10730873555528	339.3048341271542	153.1857111465143	173.02959361267722	181.19630149224324	218.94900183403524	62.50887072683213	281.6946813266215	139.56094704618164
PWY-6349	30.380952380952376	0.0	14.0	0.0	0.0	0.0	0.0	22.24175824175824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.40050377833753	51.04189044038668	25.355242396213068	40.34449760765551	0.0	48.956242472902446	24.39075630252101	19.51539167834533	0.0	52.370322580645166	51.38379848475037
PWY-6350	30.09433962264151	0.0	13.548387096774194	0.0	0.0	0.0	0.0	24.682926829268293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.77779388317148	48.371335504886	20.10717984121505	34.57798985982702	0.0	44.26517361694019	21.676624346527262	10.98982202144451	0.0	49.76336439431094	44.02965198863637
PWY-6353	5726.458331723725	14700.797770724466	10942.436957705218	9873.384426406388	5620.153542522296	6384.12436433053	14277.713468158016	17710.833493910242	10769.06622676455	9010.805819629408	4764.4418634864	15280.334501476484	2794.6506018515297	2980.746821058561	3825.931481535564	5438.5496305612805	10485.954644794274	8162.954114975493	8837.067387100531	7656.877760120739	8796.25824550961	6393.5860937966745	6472.917988727783	7504.619401291179	8814.505686183758	7601.336467127889	7344.600896729743	8522.47486817075
PWY-6383	59.92755057080424	148.90066088643982	99.54132673663835	120.01470870292208	311.7331946824424	91.03072245692258	1748.2545341128225	49.31231553637538	177.2056312374195	47.92115833278951	9.997469584454109	25.98178834070184	113.6898176365453	145.4621037764254	209.9486940910569	283.035015857928	28.618389510507303	580.814931759628	686.1052581770018	347.5542407471803	205.73704682784995	141.56300944546678	210.32367124453847	186.85291712943808	397.1622773365087	97.29250595395897	490.10515890105154	456.5695705896217
PWY-6385	5631.805686909226	11930.802915509636	13981.5535523103	24926.99039680621	5998.958164818184	6407.97976853402	15404.411486436147	41904.635836335685	14588.725259796534	13639.38639817602	8001.787556024137	15526.103154622657	13385.860010871567	4351.4155389413145	7046.209788402188	11748.83718184243	9587.772041650422	16651.389500915404	16450.317534726455	12925.409614892642	14989.6807851203	9878.308816240447	10636.85408608237	11995.423880685308	15561.737819400225	8432.17289285095	11290.44236199316	14926.876115909145
PWY-6386	5934.939556522438	12710.759479626302	14649.78636249064	25494.228297814043	6126.741982469292	7217.478402885443	16446.46082455458	49851.70888229707	23439.994371449968	17404.542518171507	22189.756341830875	20633.8776812592	23143.052358843324	5113.469200273776	7119.914625822794	14126.48049030847	11894.8332737077	17164.23411873779	16776.64657342916	14252.633033157725	15873.589062580995	10408.968799989196	11010.989279722437	12198.036050475474	16565.697360807633	9326.568215472238	11490.483468125378	15743.762217303103
PWY-6387	5874.473813495962	12752.570823567356	14397.337318895025	25326.045836240944	6053.147950906616	7120.405116383884	16269.254494080214	48806.12189444875	22966.64652292645	17060.510953757417	21718.76285929089	20382.88083252295	22639.704883950228	5022.55990779244	7136.757926899537	13883.180609504268	11791.906596295576	16955.40113176971	16632.052296926897	14045.850005466154	15647.90139250608	10268.119659634967	10872.44929157548	12146.251987305031	16334.287983469789	9238.44497480384	11429.666444706583	15529.056680945843
PWY-6396	891.487464497512	743.0183931871757	599.4872557325549	14205.721914566797	1957.1615745849751	697.2114717223651	5719.4505554503785	25621.636863523992	1464.5340756376668	6861.999613257762	567.4985804681876	3305.858472270213	3790.4350664058375	1184.3918613087887	1000.1485372036218	931.994673007236	435.49173367699103	1300.8549088758411	1931.726262065697	1042.90425427138	1416.2700821494016	677.7912368642766	1510.5977944155295	1038.1275801760823	1685.5767423156624	957.8461704610874	1183.5897735513793	1353.5204876457676
PWY-6397	25.297022698515143	46.1282920558588	21.222924452853388	9.07493655940174	74.30999103303884	0.0	979.3748309569808	0.0	0.0	20.280813738638795	3.749129409239484	8.346987518139406	36.07242632194027	47.81284909811576	64.85498418247563	62.11982290881912	0.0	245.07206064775767	297.2689621626245	131.23213556190328	68.24368142754132	60.79795454423878	97.81495219284469	56.35452994024953	136.98952707323235	32.280242442199395	211.09327533101347	167.89651171569832
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	3477.2500000000005	8200.19	4590.84	2390.66	2815.6	3654.37	5006.13	3711.5	3209.95	2727.61	1202.3300000000002	4200.6	651.16	1034.0	3488.4500000000007	3500.0599999999995	3854.73	7298.85	7357.189999999999	4925.97	5871.66	3531.76	4947.78	6411.17	6214.639999999999	3584.33	5564.459999999999	5834.52
PWY-6470	1334.5116255296878	3087.6253306511285	1514.037296353192	17461.253679429898	3329.1661785051247	1551.5118482966657	7800.634462470889	23027.2390262345	3556.508253237941	6100.696159155241	1533.6700278149694	6376.295321662501	5836.54254261041	2019.572418627844	2393.104133543311	3023.2854481641566	2585.7973347778343	3713.087052785172	4972.902369227374	3048.574528353988	4274.125767468605	2971.3525783649147	3379.210299166269	2840.179945589065	4599.669332205534	2242.316681274292	3149.2825265930137	4634.27764569956
PWY-6471	4194.027620965895	9381.997721661111	13251.411513370744	20079.92073950125	4175.908418676056	5072.88055520775	12099.675197436363	33935.31359613306	9255.697525989692	9579.874631644803	5025.666703294973	12850.91841137692	8518.191434842545	3603.0346162789456	3429.3439959761245	7891.1923807130515	8690.016142974466	9426.368973647694	8473.221641575301	9150.959232093575	11261.897352036607	8309.973483773123	6907.954031859639	5484.456843140302	11192.165312362593	7002.077099667451	5601.463125287871	10412.548270476958
PWY-6478	3.9964937406982495	13.98672798479748	27.87589602620706	41.3049630418033	51.208265917086656	138.1511455609975	33.83052574902686	0.0	112.1341618841203	62.66113441492998	15.869869790943069	31.87285772585256	0.0	9.942213624017846	347.00244230130994	456.9926068271973	219.70421628394564	992.8282198916588	1094.268694966202	528.4390536758574	540.8082544958495	307.5162984646918	303.4023653348854	707.3899276860946	593.3705987927558	247.83151820291005	686.0570935731366	497.71802589370657
PWY-6505	0.0	41.104747403374304	0.0	0.0	0.0	0.0	0.0	0.0	30.618745854118696	0.0	0.0	0.0	0.0	0.0	22.55956606851535	99.5414228454923	0.0	135.12836694711936	99.41598725425072	40.18986650290344	116.93703802251092	0.0	75.61052756870045	55.91181548725075	178.16033937870762	0.0	138.30067923393202	59.59120105232689
PWY-6507	2201.7256755530407	8406.418437055221	10277.340662703657	6965.256519794532	1991.384988655019	2042.467664276057	5985.432905951443	3158.0008716783304	3458.4439844647995	2647.387424363821	773.2438060392475	6369.758488864944	226.1761963238899	563.9740391014512	2593.205892422449	2789.9594214558865	5069.219417004822	5886.386282648512	6009.735836218718	3895.1562881375207	5134.784144230493	5267.069570853224	3564.718088428335	4380.794358416261	5552.857747089016	3669.623139330965	4230.35755962258	4635.321530965565
PWY-6519	4941.036865625922	13226.601774037532	7621.48756628126	3448.979115476774	3916.52388908909	5614.085172405723	7885.057240572304	6982.177750783034	4422.330766438843	3821.9727009378657	2806.3893173336787	8454.999362094728	1505.741372669402	1963.0524026796927	4454.486013253879	5258.88190932005	7105.589739684141	9646.45232946252	9490.675053521118	7310.725763728329	8511.185491276454	5519.89684929542	6901.335926800056	8501.43382674289	9023.064509821255	6048.78808871526	7342.881785010181	8496.85107443106
PWY-6545	575.169803514152	335.8524211584326	608.2998902736393	166.4830465207071	658.9121008488687	343.43923799351865	4715.52445007715	420.2174313539469	483.116609237295	227.2975517512323	136.63361602014896	35.95523848548726	214.53967766982123	284.9253728907012	2681.6637006138776	3592.6424699721147	1252.5275403677367	7105.895050240679	6813.439250314012	4793.543829056106	5155.007628508277	2592.0845372672184	3661.1875633052414	4944.97354716825	5822.6423010747885	1695.6204327777666	4302.378773244409	5056.486774065034
PWY-6562	279.7853871785515	466.816270751008	403.81778489822494	142.58725859598692	151.86551894146757	190.6263598610899	214.9140081747139	1236.7021687379229	261.838547945188	342.3872872108877	95.80789146332933	89.94665897924871	174.95041442099082	108.79959958751692	675.7437734277883	876.2017001491467	763.022985673146	1704.6941763423297	1339.053182272225	1334.3900442925426	1730.5391236196083	450.07738363402206	858.5099887030657	1074.5303015947875	987.0678520510417	399.3478987911253	1022.2859284671204	1471.8041748639776
PWY-6565	0.0	14.883812662653789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.710554606178455	32.407895364705176	32.51374551944418	77.6300667179036	69.94080279300019	48.953082541636725	61.56255302905729	45.80870670453021	25.296200240259072	61.28225315147955	60.50625974655591	25.097107649019183	63.11485247085076	53.88841701768612
PWY-6572	16.550221099178774	0.0	124.45132706817928	0.0	0.0	61.45094738179567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.27732112318645	242.5009138253785	33.63369288308309	293.1164312034716	566.8761062319768	126.43607881176064	191.70198976580937	255.5097268345212	383.56576158043066	317.417816125445	204.2212123270733	154.9007692051547	331.81916347397083	285.4752421170104
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	0.0	14.736842105263156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588	552.5412860885837	8679.518076739105	944.121931320814	230.42057208851017	160.9524027101544	370.9247564840481	4546.066633418857	1738.0408592517858	296.89475369145833	569.2782657861613	421.4262582277967	5909.395040067869	171.84307446569318	334.2621499059297	2523.352607269391	2454.164370433234	6112.604884118356	6844.323115322867	5785.009914297442	4135.613290751827	5104.395268820729	3347.0492340277806	3037.7711518533783	3902.68721263769	4302.128574549978	4467.46511863976	4295.235796368006	5046.71626407673
PWY-6590	765.7679849519866	821.2216720650637	478.8402017993706	434.1178025014793	288.1827524573748	453.5126098749144	1287.0756427637032	763.547799523079	506.5456751599305	416.1094186987192	629.7767749333308	219.33270126241865	173.11375486729474	0.0	2792.4745807201457	3598.167964973285	1491.1215640523126	6892.340596125979	6612.780804706984	4723.763393938601	4862.502044828636	2993.85776509814	4320.373274142176	4918.358777188083	5380.26329422825	2258.031811398793	4678.228040534151	5628.047143193503
