K00105,26.93,20,22,16,14,9,0,0,9,6,0,15,37,11.93,11,13
K00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00108,2354.25,3941.28,764.54,339.32,7262.43,10204,7764.25,7925.46,7660.75,6990,3547.5,8718.72,5366.71,6574.5,7822.29,8703.11
K00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00111,78722.83,70120.4,74515.66,66057.72,62762.86,66492.09,55878.59,80377.19,80810.58,75923.17,39520.83,59245.14,69722.6,69860.34,54629.74,58888.55
K00112,520.91,250.35,558.21,388.32,6825.76,9925.5,7698.08,7712.8,7378.58,6791.5,3549.33,8577.67,4306.64,6425.67,7690.29,8682.44
K00113,525.91,250.35,558.21,388.32,6825.76,9925.5,7698.08,7712.8,7378.58,6791.5,3549.33,8577.67,4306.64,6425.67,7690.29,8682.44
K00114,17.5,34.2,22,7.5,41,9,18,29,10,22,0,11.72,74.5,19,23,14.5
K00116,5059.75,10540.68,523.87,196.82,7249.43,11127,7737.92,7741.8,7575.08,6906,3476.5,8659.67,4630.61,6505.5,7652.58,8644.47
K00117,331.75,559.18,654.21,314.82,7097.6,9869,7833.25,7829.63,7565.75,6933.83,3515.5,8762.67,4871.21,6539.5,7837.29,8719.61
K00118,83,183,86,110,93,64,75,50,65,66,9,68,200,81,71,47
K00121,2294.08,3951.78,766.54,404.82,7145.93,10188,7736.92,7847.63,7625.08,6963.5,3505.5,8742.44,5333.04,6575.83,7776.29,8675.61
K00122,0,9.7,4,7,21.5,0,0,11.5,0,12.5,0,0.22,24.5,2,1,3
K00123,3072.32,4409.59,2140.78,1110.35,27515.98,39709.66,30685.33,30883.07,29706.65,27201.83,14072.66,34340.73,18008.03,25658.68,30733.37,34670.18
K00124,797.91,610.25,869.54,641.32,7048.76,10035.83,7848.08,7848.13,7590.91,6881.5,3570.33,8705.83,5244.14,6543.34,7851.96,8800.94
K00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00126,121,119.2,114,80,100,40,55,67,79,44,21,51.22,354.5,54,78,41
K00127,783.41,586.25,851.54,607.32,7034.76,10015.83,7836.08,7830.13,7582.91,6881.5,3570.33,8687.83,5186.14,6533.34,7845.96,8776.94
K00128,6011.5,11710.1,1371.91,1063.25,1562.84,2035.42,818.6,818.77,1094.07,704.16,114,780.79,4149.4,830.33,745.83,451
K00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00130,2053.25,3673.58,486.53,145.32,7014.93,10107,7612.25,7743.96,7467.75,6858.5,3505.5,8579.72,4593.71,6423.5,7659.58,8637.97
K00131,5280.17,4861.17,5112,6201,908.67,636.67,817.67,1888,2698,1181.67,744,1827.83,2650.67,1578.17,1881,1996
K00132,2.17,2.17,4.33,2.33,4.67,3.17,2.67,1.5,2.17,2.67,0,1.83,11.84,2.84,1.83,0
K00133,84200.68,75638.05,79875.29,72862.57,57316.6,57862.09,49610.34,75039.22,76632.33,70692,36896.83,52954.02,69542.38,65407.44,49372.33,52690.63
K00134,85948.36,79260.86,80324.45,72983.46,64276.96,67958.09,57247.26,82735.06,84069.41,77502.5,40392.33,61548.8,74124.49,71833.87,57011.62,61321.74
K00135,8212.18,9538.31,6644.82,7174.39,8646.53,11259,8986.25,10242.34,10893.75,8549.33,4380.5,10849.61,9624.85,8560.43,10070.08,11033.97
K00137,28.25,50.18,324.87,18.32,6751.93,9674,7537.25,7640.3,7326.75,6742.5,3476.5,8511.84,4106.64,6318.5,7577.29,8559.11
K00138,263.75,352.38,598.87,242.32,6944.93,9872,7649.59,7753.47,7519.41,6822.5,3476.5,8617.89,4816.37,6443.5,7701.79,8642.61
K00140,654.33,774.94,779.32,802.83,383.5,373,424.51,313.01,378.32,241.67,85.83,299.05,1589.4,280.68,330.08,304.55
K00141,0,7.5,0,0,14.5,0,0,11.5,0,12.5,0,0,0,0,6.29,20.86
K00145,2982.35,4943.25,1615.29,1333.57,7826.6,10833.09,8380.34,8344.22,8230.33,7279,3631.83,9258.8,7413.38,6986.11,8326.04,9141.77
K00146,28.25,48.95,325.58,16.75,6750.5,9674,7530.92,7631.59,7329.08,6742.5,3476.5,8503.17,4165.83,6323.5,7578.29,8561.11
K00147,82231.68,71726.05,79418.62,72432.07,56908.6,57119.42,49371.34,74805.05,76310.66,70469,36821.83,52629.8,68389.38,65166.11,49087.21,52481.77
K00148,19,16,18.33,0,9,0,12,20,0,8,0,18,41,0,0,6
K00150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
K00151,0,10.5,3.33,0,23.5,0,11,26.17,6,12.5,0,8.67,40,0,6.29,20.86
K00153,5,0,7.33,18,0,0,0,0,0,0,0,0,29,0,0,0
K00154,174.5,261.2,248,204.5,131,64,97,86,139,85,0,115.5,603,95,94,53.5
K00156,86.92,93.51,383.04,59.49,6797.43,9705.34,7546.92,7675.8,7365.92,6785,3480,8536.72,4310.96,6349.83,7606.79,8585.44
K00158,1837.93,3615,225,176,257,481,161,158,228,167,75,152.22,274,204.93,101,113
K00161,83279.6,74633.23,78712.99,71874.17,50081.17,47731.67,41618.34,67046.67,68826.33,63689.83,33298,44036.21,63521.33,58708.93,41325.17,43741.33
K00162,83274.6,74614.23,78708.99,71874.17,50040.17,47622.67,41604.34,67030.67,68799.33,63672.83,33298,44036.21,63481.33,58698.93,41325.17,43736.33
K00163,697.91,488.75,792.53,586.32,6957.76,9974.83,7794.08,7784.13,7521.91,6862.5,3549.33,8626.89,5023.71,6504.34,7759.96,8727.44
K00164,2708.08,4466.88,1228.54,1011.99,7459.43,10732.5,8127.42,8053.3,7922.24,7128.83,3608.33,8986.94,6195.54,6791.34,8028.13,8923.27
K00166,1892.67,3768.33,265,283.67,379,637.67,230.34,196.67,254.33,200,38,243.33,813.33,180,171.67,107.33
K00167,1897.67,3768.33,269,283.67,379,637.67,230.34,196.67,254.33,200,38,243.33,820.33,180,171.67,107.33
K00169,20,42,43,16,41,19,29,31,15,24,0,30.5,111,2,24,47
K00170,20,42,43,16,41,19,29,31,15,24,0,30.5,111,2,24,47
K00171,20,42,43,16,41,19,29,29,5,24,0,30.5,101,2,24,47
K00172,20,42,43,16,41,19,29,31,15,24,0,30.5,111,2,24,47
K00174,2295.17,4431.67,916.51,798.5,1004.84,1037.51,622.84,655.01,710.17,499.5,98,690.33,2547,501.33,627.66,515
K00175,2295.17,4431.67,916.51,798.5,1004.84,1037.51,622.84,655.01,710.17,499.5,98,690.33,2547,501.33,627.66,515
K00176,335,498,455.42,404.25,433.5,310.42,292.25,323.42,317.92,234.5,62.5,360.75,1297,233.08,352.33,290.5
K00177,335,498,455.42,404.25,433.5,310.42,292.25,323.42,317.92,234.5,62.5,360.75,1297,233.08,352.33,290.5
K00179,58,196.5,151.17,126.5,140,94.67,102,121.67,87.17,85,23.5,92.5,360.25,73.33,72.83,84
K00180,58,196.5,151.17,126.5,140,94.67,102,121.67,87.17,85,23.5,92.5,360.25,73.33,72.83,84
K00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00184,234.67,341.33,284.67,268.17,215.67,159.67,188.67,174.5,233,138.33,17,220.33,810.5,183,158.17,139.33
K00185,234.67,341.33,282.67,268.17,215.67,159.67,188.67,174.5,226,138.33,17,220.33,800.5,183,158.17,139.33
K00186,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
K00187,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
K00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00194,8,0,9,0,7,10,0,0,0,6,0,15,33,19,0,0
K00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00196,8.17,23.17,31,20,17.67,25.67,12.67,14,9,14.67,0,15.83,65.67,6.17,7,19
K00197,10.5,2,9,0,7,12,0,2,0,6,0,15,41,19,0,0
K00198,14.84,21.34,16.33,12.33,22.34,25.84,5.34,1.5,6.17,15.34,0,18.66,68.51,23.01,1.83,8
K00200,0,0,4.67,0,1.67,0,0,0,0,2.33,0,0.22,0,0,0,0
K00201,0,0,4.67,0,1.67,0,0,0,0,2.33,0,0.22,0,0,0,0
K00202,0,0,4.67,0,1.67,0,0,0,0,2.33,0,0.22,0,0,0,0
K00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
