pathway	050A	052A	059A	064A	065A	073A	074A	075A	081A	083A	085A	086A	088A	095A	097A	103A	105A	106A	107A	215A	226A	227A	228A	229A	233A	234A	235A	237A	238A	239A
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.18313310424003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	1819.33	2018.499504950495	4228.75	1027.26	2184.9299999999994	2396.131452009379	672.7262889794154	282.4577459451266	595.8299999999999	1019.4729877714911	1411.7694268002715	3466.707746678813	2345.486885097485	4489.130718786529	2285.3133273112867	527.83	1229.452837601343	404.2839136858127	344.20895685433635	9235.465383323244	4008.904578782152	3704.1276164175256	3521.085322347745	3389.735411795208	6576.241671430333	6359.907406924321	2440.605874575323	8354.048892155808	4824.640448869933	1782.3917694666015
NONMEVIPP-PWY	2629.6517631953084	3551.980651721769	5837.001018124742	2353.5683930913174	3054.408182727302	10785.749122140636	4027.481242419255	4641.7754189513935	1767.3978578230167	2417.431452759379	2483.6104701551994	5044.9508938474655	5380.425015342227	7865.431451505379	5225.029761544061	998.0824963150616	2519.57332675943	2527.813978886468	794.0325336946516	17440.224122225613	5552.624413597614	5087.332851731513	4326.322567945651	4113.081188544906	8815.238221258069	9508.073808666795	3057.971957303805	17738.80515753171	11646.977360153382	6275.698362270467
NONOXIPENT-PWY	5906.364466567338	9141.990645574724	12575.956611237403	14057.554392624388	6749.610956679079	31763.80195552788	15004.850941721756	17238.633001483235	10477.10117113369	14317.439349881544	11809.192396319084	10347.601859334558	14873.897106022589	18637.277138272395	21009.348086228976	5309.821587544418	7749.457557054643	11001.106450676243	5862.997324980353	28700.70225411253	12797.24611613528	11649.091231955888	8974.255751338616	9161.758367257513	14934.047567420332	18765.462700280743	7504.294938693821	24825.189006473625	26244.175416917795	17453.428175943605
OANTIGEN-PWY	2672.856694549879	5977.937836495371	4406.942754050465	5963.513685239564	2418.6277996680674	24820.05804917702	16052.70273363444	15027.022864555776	8001.969361024629	8526.38015517573	5110.748948929867	4427.361960064873	13891.115412929626	10532.799987717766	12891.406257356408	9151.575635951389	8547.399734313616	9531.048025275117	9529.700011090146	16251.033468956388	7836.87020252271	6741.819989624343	2584.618135075915	4426.468223385479	12357.516263865497	12496.755921608414	6382.954584272487	14848.480628821404	17327.383391633866	11388.134638033189
ORNARGDEG-PWY	2360.6688280855114	2732.721579805435	5455.149431656258	1146.2423365759064	2695.087284084305	50.30643363628717	0.0	47.543072678531445	590.7756306541545	940.0379471755148	828.1927824889696	4704.870737465421	2289.463908458108	4794.2142586237	1659.777149875853	88.40823628015504	850.6048180341145	46.94726365682812	29.34644087068272	6.3625654688863085	4247.859033696112	4306.767336683419	4342.68683178431	4024.759574143409	1010.3244208353128	2387.394820110504	2091.710033744864	812.1775376631955	793.1242451949842	330.49460045436183
ORNDEG-PWY	3264.257473921109	3813.588665168682	7606.134894216294	1800.234934760621	4082.1906189681854	87.38203459034706	0.0	126.27239625928956	851.3333559575119	1304.8559262413448	1286.964353877527	6082.780625907444	2839.603036379261	6293.770794124276	2100.1379645170227	361.9855870100647	1150.3621586388224	185.4185350768093	93.37701608648862	5.497220905406051	5898.154118199515	5973.266117820045	5966.764886648322	5509.475730044635	1278.06586383517	3140.417069449616	3113.2681349726545	763.8810016408647	747.1913291066469	369.1962402274805
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.41765466375008	0.0	13.329415409692924	0.0	7.147551487929298	0.0	12.22473167836328	0.0	9.656898662588462	0.0
P105-PWY	2859.044026074631	3482.573744266858	6448.551164549906	1761.1639518938318	3155.7030143177867	444.2594723988378	355.1525274958788	414.9661964112554	1666.5528082911278	2322.179953468872	2291.5664351596306	5455.197642455121	4427.2204192995405	6854.544506258825	3834.292129329806	474.7873233208553	1813.506861946048	462.217861072592	163.9949211451418	40.299595961695225	5908.256054507076	5732.362862757473	5123.014795685238	5043.881676151854	3683.63861070546	6060.560430641815	3310.907063453628	3637.217245376218	3326.2760307688864	1327.4944965239697
P108-PWY	0.0	101.83887327057748	50.77314097492641	35.49738093126398	5.993518650190603	3651.196832982509	1021.696959768292	471.6174034537335	102.93077450632984	416.8815394231236	30.394885957887	121.4906292733551	1801.6732986449945	2252.004158758512	2607.424884618508	98.5787331570085	869.2050861489757	376.82202019162224	87.42863045281314	14651.632528794476	989.8434703839562	347.64182924818937	59.59311575622673	77.27308233653946	8669.22864652625	8464.116797602706	120.15697702395263	13875.066845569769	6892.536634867975	2755.3414741315164
P122-PWY	13098.18398048814	30119.32719566303	29546.7058375908	34678.98773701378	35875.69929004483	39513.46175730283	36239.91788293592	39298.41450491384	31308.71044997796	28780.65265386513	25533.06025675446	20918.99395473101	31047.6385730972	28480.13806167996	30204.93789390851	35311.712458969065	33627.23801621303	32698.10945729913	38440.88498434106	11218.67516664418	21809.890490387454	15590.218664523418	14618.595701161625	14561.841468635685	15257.24967587312	15042.205333997856	23006.909662537924	6770.269956432429	22201.719318248302	20226.604548318683
P124-PWY	14967.12196275599	34900.49376553548	33682.08317715197	39764.39917276023	41217.30214462141	49057.23633666181	43857.90108347252	47344.82642604642	36673.79152269429	33529.85464027661	29289.7899344266	24212.0605454022	37109.73358745118	33153.12087307133	35452.958688757186	41641.36680782271	39528.493845622696	38875.93749912078	45311.60033629997	14268.11245499765	24798.999662039296	17457.906756230117	16311.844485224789	16184.331027669949	18584.860686173542	18075.825805036864	25981.46582466903	8032.302141727513	26975.33159621102	23761.56780830708
P125-PWY	0.0	0.0	74.9453562761805	46.48058700669708	41.98474369084278	173.78030160058836	157.2942831598786	119.88902404723194	943.5396687258876	1179.1770304286588	1740.8079457039184	86.88600043785675	765.6002104430439	95.90715723617038	163.24395840999873	122.86278653513564	26.99322877510292	94.41245293327816	26.619018281593405	199.72832023694176	22.49353540849897	17.994346739611313	0.0	0.0	158.5147265485353	62.92152677987355	68.94050183227405	364.17712536965206	0.0	322.5485806837332
P161-PWY	20631.83396286186	46328.10457250715	45864.11498273597	51703.94569415943	53066.42450876764	61426.822499249785	56435.03145300805	59569.83721167791	47755.14499853003	44505.10720221699	39038.72412161808	32413.123677315914	49645.339770705	46073.26529750139	46427.79181782132	54151.82385226837	51116.621321110186	49607.59241870445	58602.29022712974	13056.794007699147	34683.350353329995	25686.512991780204	23186.858539640845	23353.407137822767	19410.55056087443	22148.11457299401	35075.733176481546	14006.883805482825	30589.76216143116	28059.33298909665
P162-PWY	0.0	0.0	0.0	0.0	0.0	65.01953030181888	35.09638101565275	32.94014207989875	12.27495670055597	0.0	0.0	0.0	176.67119349770945	14.136507125952056	55.81752480706043	0.0	0.0	17.856470564258295	0.0	0.0	73.14004460609821	0.0	4.338754382815576	0.0	0.0	0.0	0.0	32.577670767903456	0.0	15.12870917710348
P163-PWY	0.0	85.11015131213163	45.29802616675845	0.0	0.0	0.0	0.0	0.0	13.498898608542968	0.0	0.0	0.0	21.3185006746795	52.29123836920617	52.927384717029774	0.0	0.0	18.701018444542093	0.0	111.7709784343313	24.894655877758016	15.5578668388718	3.199763823491846	0.0	4.944281202090772	0.0	0.0	137.8841414377319	0.0	160.34204491727712
P164-PWY	2286.894356628573	3787.979593504829	0.0	679.3751401945285	0.0	2908.801613601672	927.9081460507504	693.9145478754127	755.8910814967188	1052.312980481615	968.857012195994	4476.642899167908	5105.982611126189	3541.994781857992	1674.506371182597	769.3354260063678	2247.8768474261155	543.342535810299	329.9376492272667	1672.0344100799869	2180.28509540366	165.51944410612913	930.6134288700158	1685.9724602168965	1022.0252666927364	3306.8490561684	0.0	1693.1691257030398	4047.6770436698007	1310.4048427598832
P184-PWY	0.0	0.0	0.0	0.0	2.709648558552616	0.0	0.0	0.0	2.5454302379898937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.420985019008258	0.0	0.0
P221-PWY	0.0	0.0	0.0	55.974778696979165	47.37210174044657	23.960216703673822	57.22851844552536	43.49028519842131	13.916630771950324	0.0	69.0472634315968	0.0	79.16235279649227	3.9978200514754327	17.92534387168529	125.65794041971157	35.45930421462518	71.94388923148321	32.22035550355251	0.0	86.22478705285924	0.0	0.0	37.15998320326173	0.0	0.0	0.0	0.0	25.96573911028076	0.0
P23-PWY	0.0	826.2193757951436	398.38756371032207	1102.973634946573	329.67993434071445	2752.182968904059	905.0345396115624	264.12899902820385	1303.6535269700323	1965.4116894287456	1863.5257478529463	682.7175254821384	4046.6091007920127	6815.799751953541	3337.2546407084374	455.1819244624037	1691.4092272791474	321.9775010186127	164.89085508533012	19.154877241833294	5126.852037775297	1684.292202930574	362.632208591376	527.432683769688	2863.4423682011043	5589.821284682422	810.1560139829512	2561.007541144219	2061.4800549135844	991.656801771315
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	1783.5	1946.0	4114.0	863.4300000000001	2017.9295044426715	26.08508353221957	0.0	19.25	420.0	676.489707475623	591.74	3337.0	1356.4950349393162	3365.79	1075.857908649824	46.0	536.5	19.0	12.75	2.75	3090.495087069556	3178.2474057151694	3300.0	3062.73802834107	610.25	1669.5	1580.75	411.49590190628	386.3929251269036	166.0
P341-PWY	0.0	0.0	0.0	49.957955534413614	0.0	36.23330462615062	33.732772058350044	24.99125258974895	0.0	0.0	0.0	0.0	186.89765652867703	0.0	160.7868015580212	0.0	0.0	0.0	0.0	484.9508045064928	0.0	0.0	0.0	0.0	36.211972755913074	203.86716329981132	0.0	0.0	572.1081440923015	343.4049630096444
P381-PWY	0.0	0.0	0.0	134.9728623601726	0.0	0.0	0.0	48.979216114988034	41.08162168639598	0.0	115.83899665759634	0.0	78.45974763602744	18.31628471515792	77.2669823164762	97.47924860808536	87.79432911753483	181.6773841604008	65.32911532936075	0.0	69.69656796960193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	5075.559283941386	7460.496207796276	11255.895078253254	4304.244112730092	6490.466236969866	15215.176652135562	8375.440396536524	8686.887709784229	4585.216686308245	5661.841212167496	5793.343275700231	9032.2846344883	10586.880736772144	12155.292685181385	7761.716640241831	3014.8053107782816	5675.30610311605	4882.284763437904	2256.2359563657697	4819.216034408792	10991.496922531986	9396.283730140329	7911.763058016133	8177.717026388786	7134.909721307564	9382.729486097269	8126.872425236324	5486.748748649699	11722.575300273153	8324.456192165124
P42-PWY	3759.333428610855	5048.799234116085	8072.10406371224	2129.253623327384	4000.88235405421	13966.28393998672	6606.908184287077	6277.780478067382	2332.098493681166	3332.3776910449524	2772.927546357986	6657.694948144795	7526.059779337309	9713.160277508488	6579.605540978918	835.0535877788298	3171.3471372108747	3206.0114994570545	1042.0838911052167	17338.612492625223	7065.206869130212	6370.483520455831	5921.513549459569	5664.065962992334	11262.363894792848	11955.68448727636	3486.7513858228986	19153.424427317856	11318.221254849896	5228.200638999012
P441-PWY	11084.026650922371	16916.9290204486	25181.43761350294	10590.8337795239	18615.455554511154	8301.742789496398	2674.8205761775807	2246.1778036908527	6640.990729363254	8721.344006451183	12395.67994427	18993.485380504226	14376.484112362208	22777.88365292144	11289.936073974945	5499.451676509263	9732.619480755584	3376.7341127530576	4070.7771179923866	888.365283600029	19779.426635720927	16602.80992549228	15641.863586937008	15275.449370549708	8906.75762981139	12777.121150964264	16379.865350859218	4586.6560336762	10528.021533714358	9294.295501904253
P461-PWY	9957.24343969951	14917.651856888591	21784.88223846628	6453.104825107876	13235.250528709112	15864.687670781936	12965.804744699684	10688.585714962468	7991.637149792726	8943.018805721727	6128.932912550293	17677.795410370938	17037.79323493403	19041.69115584152	10394.291869143364	10454.88264280272	10512.964518526836	8297.677079660989	11082.363692243942	242.73235803613167	15650.182726376068	13853.31363036398	13974.919165641162	13368.00677326064	4424.702746067562	8895.005748490843	9874.986393444697	2900.803937798824	7770.093864827041	2159.747372151732
P562-PWY	8.83	21.400528688822632	12.057563675156688	1239.9469458358597	132.38722772691267	257.76476677700884	270.11058858687414	296.9510956707643	702.6845690439122	986.3001719253838	1607.2030234935737	18.5	173.26307708285108	376.7855274722479	1404.0337388984517	496.7741823085681	377.6856210427324	293.7626899905005	330.3759086476577	76.8327501383545	282.66	172.80087633885103	50.830000000000005	175.78426862925485	387.7997214015497	122.66657836488234	733.1279504016578	24.52839425300991	709.33	801.4496908917561
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	2402.581099222165	2829.4836602467267	5498.516311074906	1602.494203321139	2860.2507760892654	3928.0802770743935	858.456671277973	664.2210797079973	1369.6472826888546	2110.5293488765747	2007.253277003805	4559.704494009791	3451.756254140624	5924.638222155151	3649.7863101769294	305.14147378421444	1253.5548204732424	476.8146705831767	192.91404521558496	11070.537195040788	5344.255123387455	4958.328771559171	4502.863510777424	4454.472834446149	7392.725635425026	7525.527422652561	2710.280392138389	11391.44276318799	6072.621485007883	1933.5370664179145
PANTOSYN-PWY	3593.7472190232884	4414.762979335989	8247.48354197682	2433.340376852316	4535.74480194788	6136.553846122023	1353.4295317941835	1017.8378371437764	2099.0373305049466	3198.589504203672	3038.8669671759544	6721.678317496192	5367.90369019513	8737.158060746297	5403.078458325672	484.8367187324042	2018.4375872988635	745.0184612922586	294.67767271345394	13530.296014269068	7623.365025866993	6828.338686956936	6254.541439188483	6164.98513838507	9774.382577925357	9883.722932197	4055.431560132828	13143.498896037616	8461.274643980838	2841.7198582601272
PENTOSE-P-PWY	6701.265556303983	10071.121063479062	14832.160771032022	7505.442691096498	8526.110733895815	21186.1205010036	12452.629058811037	10783.97929394659	8216.899204707286	9662.483967537915	8547.556075483208	11974.465834173148	14565.704965544352	16419.877613906305	12413.679388801123	6984.032129193176	8119.901564180134	8557.728096541054	7200.809310407639	9751.67035554962	12873.914815179967	11547.817595826606	10054.083105612292	9898.038283507623	6191.585576538181	10703.20420205616	8171.087561748555	14245.39279811202	14928.660353931024	6576.998610411163
PEPTIDOGLYCANSYN-PWY	15051.451271959058	33914.714211160805	33563.16727762749	37611.44811272078	39258.991147746514	49253.37762705066	42787.869096072616	45618.514441123225	34995.58166901796	32273.4366927585	28407.04194554289	24164.915249652207	37092.131297770014	33139.58650801377	34339.6284171798	40061.08399665832	38014.470339055966	37297.29813343188	43354.94923463421	23167.780787624444	25861.993776113537	18944.1957641991	17053.769585593003	17235.62734641973	20678.165959924663	20812.38189502208	26266.774823927644	19146.631387981364	29103.674709492065	24584.06554587548
PHOSLIPSYN-PWY	15162.083771040772	34118.23438832227	33773.59829819102	37867.03724812491	39368.42041653244	50007.706882064726	43348.26846452681	46302.26157897181	35240.51287611664	32352.45318289567	28556.57139533156	24398.102708035305	37458.890967862506	33440.607182352614	34529.01285263598	40338.40989942572	38170.08902554266	37444.20965082136	43596.86160582491	20234.508999543123	26088.97875505885	19215.60804562848	17174.672429556478	17363.07011004777	19351.72490426577	19809.77844704948	26386.57924498642	19597.443793584505	29695.959687207564	25116.18704305353
POLYAMINSYN3-PWY	0.0	94.80009125166464	45.0856331467602	9.49153902889618	12.42934561931922	1355.646611369435	145.68301859999792	168.69454501333544	49.07161682132409	215.53651434256275	7.109481892978916	64.55300887928854	400.4327767899445	165.4259096752031	122.79682140746073	0.0	190.44992380407484	105.81963821138372	9.87940843134266	716.1245489602538	2744.5433242613167	2423.4324129439296	760.6840697094289	1959.169523519188	1166.323497492409	1845.1915209864333	2141.5173279757178	718.0997938886867	3377.792461438776	433.6788210739322
POLYAMSYN-PWY	2379.223811567254	2699.298804583491	5800.547393079323	1346.9879893078753	2835.729349313731	2427.0836808633603	533.6076142933895	293.598118016669	662.5470032641027	1005.6547972519688	821.1783867702967	4588.841632621149	2777.781387175251	5634.895371467179	1985.246346463296	96.26261680896997	767.8324861718453	114.14109137371274	51.59453583135227	905.2965212421132	5226.544453732647	5125.069789798094	4665.159923242652	4609.177263776953	1523.623037885235	3045.5805892834555	2832.776629758189	2568.162140256692	3567.5788344337034	981.8949435458852
POLYISOPRENSYN-PWY	13443.566076240557	30323.941651059533	29977.23071859452	33607.14507555941	35162.73418097422	42660.10088806694	38031.76549774155	40412.89476289807	31385.806528334004	28883.10050969076	25382.90502253269	21676.60259495241	32882.11985000992	29086.991677382022	30245.545129599224	36043.42438740629	34016.76160060617	33351.50203817069	39047.93534134418	15437.44538394246	22945.48251346409	16802.0277744724	15231.49589846234	15412.662901083384	16677.09770793041	16841.59863740176	23397.2965983395	13407.250216085697	23665.405097099952	20903.19653835468
PPGPPMET-PWY	4016.744469734058	4728.118247320768	9298.707585009315	2413.2446855025087	5090.618649900854	116.34576758315094	514.172362788406	427.5182036420738	1406.4034455514468	1968.1823709301189	3258.561719529876	7476.736647157613	3612.777777953676	7771.136579480815	2677.2188415928067	1119.9102114844852	2180.390189571807	662.8297030174774	801.6023676489159	168.82190661659	7698.329686831446	7415.796436340206	7125.021084913942	6875.356048044876	2432.893521559477	4190.410781505071	5403.32551389183	1054.752852982409	2676.8651377062915	2321.0527808206925
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	0.0	1351.5339601954693	106.94477445609442	19.190756083371785	46.32835474411552	35.16242737406451	664.9405634261522	1034.7847710939247	959.3548667682704	0.0	109.51997461022732	525.8003860725462	1661.3454997428448	122.87612405946044	43.60070933547074	59.07512061630119	28.12348141216732	0.0	74.88121854605082	31.28718124426316	0.0	27.036530794817967	0.0	0.0	0.0	5.672355482210513	0.0	0.0
PRPP-PWY	10757.340317579175	17820.431547806136	24356.25875169788	12261.34689985652	19977.25989083209	10054.079006580436	5731.700771705094	3088.360649292983	7858.790064520197	10174.246935044452	13535.271377235416	17762.403891495036	15951.922301522338	22418.72885816664	12711.937271226954	7441.847695782364	11297.04043784426	4800.279266694868	5165.583171053841	1164.195321097694	19697.364478240022	15599.961272182032	14393.17374063927	14267.245829479054	10144.823270862904	13039.905498198	16884.55569685244	6148.592284813907	18307.998177246	10284.89929274587
PWY-1269	2078.5119669332007	2304.5085559409404	4831.9720898001815	1159.6563891613043	2489.801608737952	2349.257271756773	638.5730788532132	274.818441273326	667.5470832529112	1132.5339668869256	1556.059052832965	3955.581523891426	2504.1457313598994	4879.020093212759	2396.618614578482	537.7386675129172	1305.4605254035612	455.19002780204937	355.33322582123066	8733.175670850078	4477.436116173571	4191.155132112176	4013.8200127593386	3852.140562816626	6141.266537256049	6294.43749867593	2707.185550519052	7704.151828515045	4697.405303395672	1751.3069848654804
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1034571553410295	30.293910855123	0.0	0.0	0.0	0.0	25.879274825410807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	0.0	0.0	295.7443793796478	79.4923211962226	0.0	1259.1246950921495	445.4401149189666	341.2663481887321	2931.5041478613566	3656.2006610899766	4607.126064767101	341.04849897667947	2547.052208041167	463.318602525209	654.5117027002021	71.46087027893202	0.0	154.1986704429151	0.0	5364.848492359765	0.0	0.0	0.0	0.0	601.1031669240971	1815.009726099183	269.6096921120678	1409.60290552536	894.4455351094833	1634.552435507584
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	13223.88453605015	30169.68313493593	29593.87944011301	34319.9991192084	35170.02393462216	43286.48314197967	37962.38967263776	40640.70462085583	31540.605611965835	29071.743299488448	25524.73342911991	21193.69538021843	32804.31355485062	29125.951439572505	31133.09821089514	35435.77769909517	33832.19584172724	33044.87735471108	38339.6699901901	15455.978418594395	22473.64282927937	16249.636200772517	14677.954624390934	14855.026575966702	16801.715142451038	16752.96137748708	23123.28979533719	8990.490913084159	23868.965066628887	21211.55314613798
PWY-2942	14033.481081416649	31203.799704437435	31392.46974343479	35036.680293446574	35989.14380578224	47196.12234452606	39588.05129584287	42136.28663601687	32300.92501390644	30074.3538138077	26469.919678210383	22707.30100782268	34744.557548203404	31729.239637938583	32838.96274575692	36322.627712563815	34676.84193180438	33881.989802791766	39218.89281294102	24517.545712411447	24366.627060097013	18052.38914064097	16117.629089674449	16284.339693129725	20371.68631547604	20708.69753643955	24225.25712353559	20465.286645081625	29122.606008640083	23240.77317006175
PWY-3001	5172.513441656497	7503.48404279023	11829.06798233668	5429.277185158362	7027.952882209343	19107.869168415404	6996.531382704464	8037.494550734815	4641.976896078324	5749.986350207492	6392.194651928432	9126.486841267322	11897.123567841252	15477.491755103983	11600.74465755854	2308.0217863276084	5505.837169411219	4547.281714967351	1794.8164578002838	21743.617579369748	12957.687657964125	11201.856114118877	8607.887515683358	9336.079799476149	15076.089712185076	15664.324639871607	10403.782885360357	19568.45390043156	19527.40566685872	13084.627395196005
PWY-3661	0.0	0.0	0.0	0.0	4.973617901471623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3781	0.0	0.0	0.0	295.18040274170755	270.67515885220524	118.83032829795287	257.95184904869603	187.1715822835205	84.48374258045692	0.0	333.9117315880111	0.0	390.4240629001299	19.986504352182948	117.80124760037324	344.95237987869496	174.28799431229805	301.59023848876654	93.3288969337684	8.99855963427481	1598.4063315494825	318.6473773144185	43.916247973054745	33.946222552968365	106.69766738483676	3.9995859882043416	71.5510810141512	75.89019687698719	35.95265955669821	27.886453500392104
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	0.0	79.64805804192787	116.83577276863348	24.92882043810588	49.772169537377614	278.3503260859313	159.25817583308344	141.8624579418396	1392.3145877824902	942.0866056641725	1558.2214992442794	4472.557912024239	660.8898479968096	114.4437101669671	173.4064862181233	79.73933238538481	368.3224535200049	119.33771076065848	92.1566033528772	291.210203379244	152.54652579535875	47.36455855885796	0.0	22.46474098171081	131.21593097388103	466.6179619458752	57.2916589172025	388.0275482846904	0.0	401.5316206581337
PWY-5005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.768025042976947	80.78930177780204	0.0	37.85753373186294	0.0	14.368769999649604	0.0	28.648213447092207	158.931806491311	155.1806511042273	251.16743303929192	125.48754570142182	0.0	220.739725175814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5022	0.0	527.7978226577712	293.7044026515397	83.8929365755424	191.9228445399349	380.8502289852308	169.55078185718284	306.6602076124568	678.0713683997708	788.3296863603209	1205.3178161988376	504.1610698433308	1184.9964320832653	2189.0399384791035	477.8624931934133	237.13873008149864	195.6859940612508	239.0331027999732	97.86480284921944	650.8676162816515	839.9332046119089	121.53013148612838	45.01852158608853	20.69175065154345	338.49345251016445	303.06966076355815	113.66766855386356	1217.5326160219442	1550.774090010064	1151.0512740846334
PWY-5028	0.0	0.0	0.0	73.67300161337123	35.32618168502852	29.90461007067451	71.77567937747425	54.39449991030856	22.36446673112815	0.0	84.97070034239731	0.0	98.40217059089616	4.984648758817011	22.399080880786816	178.61580970857636	44.43720444677968	90.39915745521904	42.13859908666351	0.0	34.93551689958282	18.00181965239921	0.0	2.3684210526315788	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0120741302972656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.548950895588487	0.0	0.0	0.0	0.0	0.0
