pathway	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
PWY-3781	17.99337368972923	0.0	1457.823677666192	1654.4561178442043	569.140736542403	1845.1112118773465	670.2353807682022	149.54797060351785	535.7296823466638	59.94889704519535	129.7925156407946	169.57946636876005	5564.359472523609	5268.334185569599	1431.8824474421872	622.2076556516057	37.9566106667827	31.98807360315869	935.9599445805452	7.996777537590888	101.89919225357522	29.95652030874196	91.90672125897596	77.77952015440835	76.8681536655481	575.9492967102475
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.058909769551363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.77328468794718	129.07085884238785	38.32588267493842	6.967741935483871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	5255.848533290965	7124.472601607889	10468.562399647311	9050.14899667941	975.8131640598924	1834.4772259061149	7677.9326563439745	9519.2821556158	10833.578797481508	12325.269632530382	14334.236996673126	10212.139869484592	2048.949854988843	3474.463668742563	1448.149400670132	4963.734651379832	2782.266984117966	13068.92869917442	3246.378199042496	3277.362401260314	15389.139509640776	2750.371954166463	16430.803889946037	2018.328761772244	4919.616112163119	16393.533281782285
PWY-5005	0.0	23.96178020438138	0.0	11.688118729451848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	669.9802799689122	470.0209936885645	217.06711938904863	35.91277446527469	0.0	0.0	206.0037537947684	0.0	9.598357836112337	0.0	0.0	62.037414360271285	0.0	0.0
PWY-5022	4849.431901540468	6578.066197293424	9812.17767707522	8421.523985116786	880.6242123609063	1860.480534942062	5619.687867778293	8504.364581024674	11196.88260198294	12265.341144639391	14547.83379959556	9944.342307513878	2227.5499169885884	4895.9331344987	4028.106765501345	5065.570325961052	3676.517556353152	2500.3363540867617	2853.9004999192343	3307.316847441057	2539.7693564219453	5411.74595148721	3663.239948313398	4044.8373625710697	2728.334603086876	2243.4322926106006
PWY-5028	0.0	0.0	307.2847134493752	406.12226522293423	110.47908477019573	434.92941490364575	153.21705294002803	37.37189647046564	111.47650902794264	14.982234494688615	32.43298969613883	42.322209312252575	351.79210186553416	474.88688719718425	36.04599663026128	0.0	0.0	0.0	87.07934979953286	0.0	0.0	0.0	3.749341870255903	0.0	6.238382455517745	0.0
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.18426675541918	0.0	0.0	0.0	0.0	26.922928788531216	0.0	0.0	31.400973792415098	0.0	0.0	0.0	0.0	918.4926618144882
PWY-5097	15317.031796869436	18783.205860692786	37030.60240457287	39104.94038056501	37346.48762401236	24638.85098789688	23503.758504933216	24619.575788710536	14937.197263770078	21882.599178431767	20720.27381300083	21680.28717598646	16158.36348453251	32536.66913909216	11608.016454974402	32584.68072927829	24455.430988523105	25087.22725470516	21182.3953988477	23478.21835179503	31526.372555305137	27670.77517003584	29799.53711908396	19758.09653393924	16168.09914778674	33002.774674891625
PWY-5100	18663.97930888283	24418.48132090038	52140.05881892726	54427.10540791887	48363.26182607047	33463.24153112536	28624.12171252054	33817.69555257658	19922.24155284372	29558.622614249947	27461.975477453263	28140.9912610353	17687.552194506396	35995.91039778374	11011.71967212274	35214.36829129231	29955.101638385106	22733.68655289278	21934.789793415905	28347.709561586587	28967.31220148306	32092.45756070728	31792.611646962	24917.31328854984	17970.04360197277	31912.289274895425
PWY-5101	15813.049780089414	20190.24964632768	17532.81260330671	14877.341062321537	15534.50248731136	6844.289108376794	20047.924370684017	21000.63825542748	21707.08217875189	25510.11590738068	29179.831885088428	23476.67012108656	18236.882855153035	37196.49158853731	12698.97953534876	38131.45177747827	20039.94194534828	31672.20458831028	23389.65711267187	25079.23787570941	40524.79131216224	30807.417209748503	36128.26025816537	19505.429647360423	17612.65770902637	39858.690964074456
PWY-5103	13461.270694768806	15856.09191426841	11479.801335002783	9505.993594762978	5726.403265072803	4748.172115574106	15945.95249865482	15526.569253350886	17051.091928623373	18963.78012232972	22861.179810421505	17765.973891656493	15033.751696383468	31605.614293755967	10543.294827664968	33016.353491730544	15255.049534185166	24987.72313139357	19580.053003721816	20845.749214580723	32244.52982779332	25476.282189725007	28256.33399441704	16251.265052089162	13701.241128161046	31873.14203928709
PWY-5104	9905.87212367944	15087.719664701022	11426.87798169662	13054.380463300047	17049.51253913015	5151.897258428763	18222.062831264822	12777.086493423943	10490.3799096566	11106.292485395665	15304.048668835658	12390.380855194617	18317.0609148962	36918.28604749784	12144.203999558176	37469.565802665136	19803.643092031904	26094.33751239512	22429.800388472613	24582.68797539334	33959.98165233185	31004.49219748672	33070.401705181765	20319.827441580783	16849.54432369018	35224.072512098894
PWY-5121	7782.6016353027935	10919.726556550811	421.6384344639695	532.7991817293217	12445.882606846952	3200.5925527166128	13325.869777339982	8706.700405854466	8047.351480821208	8936.928666220936	11173.414936546833	9816.505802498536	14108.849897060654	28244.90538412136	8353.489934498495	28030.706710730254	14621.249780025886	21541.28978033276	16119.75929323974	17760.467780322124	27792.25437974244	22568.596508133724	25687.12303560374	14681.341520028587	11253.504700136657	28618.13762432434
PWY-5154	8252.56932134882	8736.14354056798	814.0359458243221	1043.8647212180483	448.4401081144811	3445.1176608196915	7642.910965163438	7320.152611773281	8874.361456689352	9482.390602665382	10249.021395344324	10391.289248111292	6271.991408908121	7032.211867115924	6526.076238565767	9011.17914110831	7336.526773991291	12491.2547623623	5277.466550516279	3295.8580322342023	15713.178424193093	3664.2159430596753	15942.210120944854	6373.16924935447	8446.47077920206	16932.361043272685
PWY-5177	0.0	95.7182394246322	0.0	29.9432453468356	80.67401015983825	0.0	405.8678251017155	342.2998776648454	0.0	21.98844771213345	73.88932737909394	0.0	3014.267569800591	3296.109415448073	1122.5138116307485	2850.423714706247	519.5136097594782	219.5795747164019	211.57660930685736	965.2570133925456	334.8432188378764	2702.443985034447	306.4559107192947	3288.530435471531	86.34662091489633	39.82699976594358
PWY-5178	0.0	0.0	55.30671306301872	69.57944268101232	83.17038956552254	63.4505788501672	141.91975367297596	38.36311321333498	0.0	98.74621512521534	0.0	134.02580271353085	277.2935526920332	353.724730675854	156.23033009817314	22.781267048853163	0.0	0.0	138.20050793417667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5180	6519.241487575737	6670.275361724822	250.6151782796163	362.66885731184937	329.2525728861412	394.1128908689725	6350.983765344045	6062.47724549375	7362.865151901161	7825.943762599973	8566.07464028317	8378.396046970702	1136.1396425830526	2862.2085726569007	5168.487287950603	3303.5767518297	2908.2796410646656	2501.7747642947525	4072.708980723061	2870.819838627883	2687.397856509338	3390.11377777206	644.7552431911937	1909.4953841781764	2547.642005276371	1863.370826182428
PWY-5181	0.0	0.0	28.31999282844085	22.286690775135828	24.68598051469563	20.301172897725674	0.0	0.0	574.303125454448	266.42109454254955	396.703314819978	383.748306955061	232.2171351742858	348.2260317633926	80.24370587019938	18.61217613816464	0.0	0.0	103.8449449211771	0.0	0.0	0.0	0.0	0.0	7.426036501334215	0.0
PWY-5182	6519.241487575737	6670.275361724822	250.6151782796163	362.66885731184937	329.2525728861412	394.1128908689725	6350.983765344045	6062.47724549375	7362.865151901161	7825.943762599973	8566.07464028317	8378.396046970702	1136.1396425830526	2862.2085726569007	5168.487287950603	3303.5767518297	2908.2796410646656	2501.7747642947525	4072.708980723061	2870.819838627883	2687.397856509338	3390.11377777206	644.7552431911937	1909.4953841781764	2547.642005276371	1863.370826182428
PWY-5183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0098472850117	333.60306592034823	73.66689799331746	0.0	0.0	0.0	46.02000611369385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5188	8245.951059448907	11335.606910271625	6214.563289865731	5255.517156648232	2703.654940156009	2246.0055009424764	9368.583943328964	9882.52611943172	12828.25374696976	13493.121324131398	16575.087656071082	12593.050525929782	7026.837355771061	22234.83448846487	6861.392694485522	22016.027914276427	7435.641989791754	4332.613540624222	10925.519995372924	13523.504470018685	6246.765951474294	16565.165357786405	6995.7672674667365	7380.345012067131	6443.430091878061	7719.095843925234
PWY-5189	7893.999999999999	10837.345235668296	5711.236959825576	4832.440223104218	7148.821518756419	2235.917456678363	9286.417993091603	9350.05029162456	12065.433753234092	12673.16738247877	15690.043360732368	11902.271924488115	6899.556864211556	21831.918666556387	6834.176631989594	21596.230623597083	8141.183503008882	4080.238802943252	10612.043530632349	13426.415208298054	5756.946062928758	16660.302179663995	6655.921915315961	7089.090726160506	6143.766007870546	7222.759102200041
PWY-5198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.817574208767448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5265	11172.578990640768	13995.351643117525	25480.241925917468	24298.85073236851	4065.631640483339	6491.274704821816	11686.873449786328	19072.14333714712	14226.907674369031	19246.727932340764	19109.40056782424	17721.36588099468	2751.300448402894	6334.501322970869	2740.1584234863512	12645.422423389951	8226.960481473265	1626.946548235205	8720.83838555026	9630.98324300978	5250.310663383078	5659.584264684219	1648.5632482355943	5529.986412457275	7115.725433353241	5560.307103822765
PWY-5304	0.0	0.0	3.0	2.0	0.0	16.0	0.0	0.0	3.0	4.0	24.0	0.0	378.5	385.25	100.0	119.4	29.600000000000005	11340.0	149.0	62.0	16663.0	38.5	8705.5	34.0	684.0	17546.0
PWY-5345	7876.721343126213	11224.437618525815	2015.1796046287704	2071.4760532088617	1183.9768681037951	2094.537071141075	9869.570155777736	9881.095171017623	11659.145028925024	12574.85886143966	15443.0680150844	11804.100553207008	3732.875493564512	8301.156447863867	7586.445817994204	9628.004261792286	6011.949563449366	8485.57267048665	7803.105979407721	6275.631004543022	10390.395680249954	5652.44237444572	5495.449828298065	3920.722192493872	6208.876046204869	7134.939421874858
PWY-5347	10773.6184281586	12650.488034097749	1477.5192613343213	1573.0046336188375	4412.084301476987	4268.116594276606	12441.332665496677	12311.647459728978	11749.58459104721	13751.12906325997	15315.41604820453	14123.472924262402	7311.862644120776	15154.806455875389	9015.376343042846	16256.196394645622	11860.017171699072	11149.389810154076	12445.7443528902	12960.406841776658	13788.710077348282	10892.665430008348	4731.468046195645	8408.068553803514	9813.891064633375	11703.763048075109
PWY-5384	9016.22899618062	8243.371639862475	1582.6364560637585	897.3154005112358	140.581091451696	2356.251318219432	8865.233274287013	9064.059824535216	8291.402210794864	8747.183229928685	9334.249073537118	9765.365015809692	2339.5323181328663	3470.4979461585044	6624.997629369558	5306.130686529628	9994.259620576237	7091.344240204264	7819.829083012369	5779.306321979654	6137.625176837726	3361.2679697076355	1773.2281352330986	4349.709534809796	2835.805643586114	4815.236968104236
PWY-5392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5415	6151.189631356597	6188.550458211483	37.58714090996496	46.80630660935664	116.02240262667722	42.97955638841145	5408.665690738326	5387.413042087144	6666.962575647141	7016.868798609969	7601.694111083743	7656.435067142784	871.2576297170854	2586.390492528065	4039.162653769313	2874.8215851961163	2396.627060875027	1907.7624910357888	3402.002410341656	2122.346592966945	2446.532331382019	2725.509505903093	536.0454439103869	1432.9743654776444	2058.2328747460047	1528.6606375768924
PWY-5417	0.0	0.0	125.0811171921494	167.47713030746706	53.132170991933	203.77348567910448	79.40627176317659	17.985676050621898	458.8226211600272	199.132372356856	305.6234793488736	294.64509067669104	260.9531440871523	332.705659546313	115.16929589725709	12.103703831573968	0.0	0.0	117.20221032062214	0.0	19.705308269163822	0.0	5.985306362345105	0.0	26.197164329228723	2.3991895246055264
PWY-5419	0.0	0.0	0.0	5.999261736320416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.490662547328306	27.860884160008425	0.0	4.338029418363998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.998290539225239	0.0
PWY-5420	0.0	0.0	0.0	9.683462976909796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.28004375289296	48.42695556178098	0.0	7.583032877584316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.987134623240043	0.0
PWY-5430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.75102828832065	63.634241521640064	0.0	8.66501660622507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5431	0.0	0.0	125.0811171921494	167.47713030746706	53.132170991933	203.77348567910448	79.40627176317659	17.985676050621898	458.8226211600272	199.132372356856	305.6234793488736	294.64509067669104	260.9531440871523	332.705659546313	115.16929589725709	12.103703831573968	0.0	0.0	117.20221032062214	0.0	19.705308269163822	0.0	5.985306362345105	0.0	26.197164329228723	2.3991895246055264
PWY-5484	20919.75753053848	25548.79423867311	36717.7176451819	38858.13239542126	34117.2683364276	20675.11269278305	29081.25120860616	31791.595002222828	22382.696177286314	30879.214006997263	30324.13771797444	29855.043830329567	11739.99427394867	19134.67565100395	13171.27612579186	23054.76049787328	27048.297706678964	31215.303104998373	22301.965630339822	23609.01378194768	39773.10792176853	20757.687947793875	33626.698044961464	20112.916313827587	18585.99733529851	40731.05987152756
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	8.996440763085008	5617.018229146946	44.92246337347381	59.84607531103459	3963.816023571635	166.96656762990793	8396.366144843601	1948.9256390557296	892.5929715220688	429.30941696707873	3589.4581507769003	742.9380006147403	11850.74042126529	30508.744472634728	5501.041445032938	30186.86858066131	11144.949648447728	7041.077168718278	15635.907638441173	19668.78752129593	7754.132509334295	24237.06842855657	15767.87802339334	14385.206145493365	7506.787303392385	11590.559929365225
PWY-5507	0.0	0.0	0.0	35.324904004258784	0.0	18.66831987268548	0.0	0.0	409.980293249773	98.5580048293884	226.84496171909305	217.7654044027329	1334.3066422661268	1359.5711677962586	326.1607003912554	35.244473158947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5509	29.846512880349348	5884.496728388792	157.70286696143148	228.24160135612155	8731.411487993457	462.4642158949145	7450.694991448136	3072.997691240008	2474.6913027097826	1966.7814154678288	5339.101930014821	2801.15763265786	9268.500621355017	11705.554154440655	6663.123742127362	11117.500868252177	8687.181448349012	18154.273055033496	8952.794845088622	6520.454805951749	25044.68070448045	11437.893545713883	14337.91391434523	7477.088540328126	4592.1761641373205	24878.806636174417
PWY-5529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531	5.996462196412974	0.0	0.0	0.0	0.0	0.0	5.969040857400704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.202663810607596	0.0	0.0	0.0	0.0	0.0
PWY-5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.00188131517636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.49266247379455	10.845862540252476	0.0	1.4155251141552512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PWY-5651	0.0	0.0	0.0	0.0	0.0	6.756281666839003	0.0	0.0	0.0	0.0	0.0	0.0	195.8110933486744	128.87257726270158	31.17359413202934	21.981382978723403	0.0	2.0	27.18535469107552	0.0	0.0	2.4923076923076923	0.0	2.479338842975207	3.345724907063197	0.0
PWY-5654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	8.955189692197568	0.0	1.1557922769640478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PWY-5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.52364699694246	24.668845434974365	0.0	3.25262262129402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.432633517205593	0.0
PWY-5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	12687.717816613978	14939.405734395748	593.6649535464762	789.5458205519234	11480.583140761342	2706.8368746286824	14622.026407159488	12504.790453983722	13238.121619212276	14747.610411988842	16398.80597069628	15989.584103190728	10081.020835133606	16832.543223677083	10316.686397920528	17282.233204919776	12146.21393303405	23539.226319090794	13089.807669646065	12957.767984312984	30839.388678481297	13214.103470060914	25130.39584443173	11204.867624595703	11413.441426201738	30576.569418039984
PWY-5667	18356.123018071947	22946.998162998207	43988.82603178916	45936.75211969792	42382.85051080394	28884.992156198565	27949.098306822965	30557.35193187365	19621.91601276156	27238.619218339423	27274.760218451785	26252.32285009705	17179.009731739912	36045.80969838759	13521.838421965214	35835.73090930677	26986.632281034334	22505.29013969812	25833.740414287844	27012.14104634155	28248.26925449809	30364.43523073296	28814.958310932707	21326.087312877426	16654.01459598013	29391.226165924367
PWY-5676	0.0	0.0	90.2159604613224	96.96146994709892	121.29824105656606	653.3068663030529	1948.75057980232	2281.960491400665	68.3213565458751	0.0	0.0	0.0	6920.278947901973	8739.241225313894	5537.8725253255725	2586.1941550633287	2970.6113257773345	2307.6567351214167	2654.696035118428	1073.041879003218	1866.778713415353	9136.35687622741	59.60484713042744	3218.3601420610576	729.099546581335	71.15927388396244
PWY-5677	0.0	21.92283615839269	0.0	21.21310762494836	28.22719819795682	0.0	420.3242467523296	403.6444158875457	0.0	23.17566399564748	32.91101052072033	0.0	2772.6477183411066	2784.7654460666645	1432.9590051421212	683.2278351513139	532.3038129082655	1025.9275109005546	611.7476437496495	268.525555385677	784.9886021046894	2210.3209055258685	2437.489158070326	596.595266392238	139.60519134886513	18.83844508230792
PWY-5679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	17139.83945046344	21370.05923868705	42955.78227073645	45050.66230475866	40478.81267927826	26542.28620122541	25824.662412171976	28721.137618995912	18331.998838700965	25602.61829509624	25268.90505153204	24571.678952389862	16981.879931935804	34665.43063022689	12053.325211738083	34464.984962152506	26054.669428935835	25985.22728544225	23206.796971509648	25618.28746449452	32662.2694997216	28822.282397623785	30884.6115827276	21217.35419406956	16750.394265284627	33968.99630013019
PWY-5695	17394.679254689512	19191.34950962597	2242.531118087012	1680.357099730452	1063.5950046014646	4866.115703517173	18934.408667674503	19339.50443394072	17302.563101781157	21423.10703869574	22022.643517296325	22454.5257872918	10736.449640395447	14869.630392580197	13579.777932064086	17117.698178872128	12894.637892303905	23789.71297963972	12777.084783588258	9114.17241992981	29600.15741435884	12435.888504849348	24786.46474958428	11587.411326161537	13245.561030532115	27050.98310161965
PWY-5705	5177.3458692594095	4953.723894593205	61.62744621834776	60.86341709305351	22.842616039656143	22.249753911664826	4152.367157249732	3770.655018055613	5227.442941736429	5228.579460956021	5699.816917046785	5972.711381765174	1050.744146912309	2036.5431565917115	4351.237399320453	2572.827775732412	1903.490774531615	2038.4510039302727	2570.1397118391696	1984.572525140651	2466.821640425442	2914.0690987586195	929.9002976173572	1243.9104748776497	2394.202734925748	2217.582475438257
PWY-5741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.214120923686885	42.50899106532256	20.70199932199647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	5087.113142698561	4869.098650042457	136.63598829669263	187.9919426958204	62.6603036313478	271.01171306771585	3910.235033994664	3681.174868828072	4802.244727512923	4982.823349653289	5330.33142057832	5667.67214962862	984.2749522076526	2212.3289530012576	4125.490579625228	2003.7453179016989	1521.4696365767877	1902.414941579884	2295.159805877493	1331.206525069379	1956.0065111872595	1402.0530787422265	396.30535833772507	824.1044290056449	1408.5464802871086	1144.3326801182163
PWY-5837	9239.245214040604	9728.137068207272	11980.644348550384	12944.237513638644	2428.8097301866924	3571.4546593183563	8313.780650298391	10908.78019226452	13136.84785279062	13745.535366426591	16488.392627682144	12953.33210239779	1455.8092872831844	3613.6255091447415	6646.325821935276	5805.376374709573	5509.890044161334	5399.464017376546	7290.612468091632	4777.472973287618	6431.237901284404	3456.692806508104	1521.957627484966	3380.997602588623	5158.363493267745	4704.020728104734
PWY-5838	9845.71776665633	10676.857198759102	1805.5143745473256	2095.702900949557	558.4452793977878	3304.178859543285	8976.647285653195	11455.460530063356	12549.042789676942	14097.755829617712	15146.312126291015	13793.214155876129	2969.2412865070432	4654.970561293635	5198.429525229366	6842.720872123471	8210.367941562574	11732.008031519248	4850.101335192057	3958.877408738207	14394.196350887489	3205.6844557855634	4452.072116736339	5591.966427555735	8277.040821641325	11579.072253031673
PWY-5840	10616.882051370094	11847.308637684624	10744.28196556839	9668.37052231743	1105.7064665397238	3826.263079717098	10187.788390962249	14157.33333616175	14264.180714582386	16592.31649429045	17843.020938997317	15556.37912051047	3025.395239601678	4852.765001400694	5323.921981085371	7220.327069301869	8959.331899543457	11310.840366033195	5319.426186056415	4681.032417369049	13772.649599899112	3523.9180051472085	4450.30806132293	5920.20651379513	8522.687476309538	11323.783619349404
PWY-5845	9842.846062164348	10656.581385026186	130.53838451265207	231.84140368490287	91.6076059088852	116.6471140390966	8947.381031769813	11429.699583358575	12518.611422141332	14091.998391701136	15137.41296719931	13785.334980777146	1990.710915429506	4170.015749508682	5151.176444749156	5985.705043989795	6493.824862252665	9078.78135137533	4693.795408059508	3820.146390407224	10334.036229661113	3104.7064059815966	2696.872872035289	4041.140172722233	6274.081123861709	7148.980893705671
PWY-5850	9842.846062164348	10656.581385026186	130.53838451265207	231.84140368490287	91.6076059088852	116.6471140390966	8947.381031769813	11429.699583358575	12518.611422141332	14091.998391701136	15137.41296719931	13785.334980777146	1990.710915429506	4170.015749508682	5151.176444749156	5985.705043989795	6493.824862252665	9078.78135137533	4693.795408059508	3820.146390407224	10334.036229661113	3104.7064059815966	2696.872872035289	4041.140172722233	6274.081123861709	7148.980893705671
PWY-5855	6485.871221616795	6385.868614491981	236.66684763223776	291.0301251433034	122.23714132436272	1445.124566858873	5140.537680248299	5067.253883283146	6758.667158621859	6881.082716094133	7466.626672947549	7655.563081873264	1665.0186731797623	3280.557645603056	5080.256566922609	2963.106375116163	2373.188411204371	3559.105373287702	3095.205207950615	1768.018079711737	3455.3288151255874	1887.260887939918	919.3794816331022	1305.187609200719	2090.6930355167847	1853.428266707202
PWY-5856	6485.871221616795	6385.868614491981	236.66684763223776	291.0301251433034	122.23714132436272	1445.124566858873	5140.537680248299	5067.253883283146	6758.667158621859	6881.082716094133	7466.626672947549	7655.563081873264	1665.0186731797623	3280.557645603056	5080.256566922609	2963.106375116163	2373.188411204371	3559.105373287702	3095.205207950615	1768.018079711737	3455.3288151255874	1887.260887939918	919.3794816331022	1305.187609200719	2090.6930355167847	1853.428266707202
PWY-5857	6485.871221616795	6385.868614491981	236.66684763223776	291.0301251433034	122.23714132436272	1445.124566858873	5140.537680248299	5067.253883283146	6758.667158621859	6881.082716094133	7466.626672947549	7655.563081873264	1665.0186731797623	3280.557645603056	5080.256566922609	2963.106375116163	2373.188411204371	3559.105373287702	3095.205207950615	1768.018079711737	3455.3288151255874	1887.260887939918	919.3794816331022	1305.187609200719	2090.6930355167847	1853.428266707202
PWY-5860	11225.894180818186	11802.567485359286	87.69691687890378	157.09202039865886	65.29202583780949	79.25794806169661	10081.388934577932	12099.489327127512	12794.069597319489	15018.986805907762	15390.579912119028	15157.1028114997	1483.7746063078212	3742.0309786107377	5280.832722880499	5154.275592834238	5831.431250836855	6789.9107176084	4884.49015616721	4416.78466269989	7572.642686805527	3533.2816831945984	1872.616072196304	3350.352678675757	5223.2095722299055	5080.022372844199
PWY-5861	11231.49848343797	11839.921175783113	1346.212840153022	1635.3072145325427	614.3833182274946	4723.582123310271	10137.247363327151	12142.849736210215	12841.809430677304	15028.798926182071	15404.38314975414	15171.396060201536	2349.421431191069	4352.369914153523	5355.694652537026	6149.014536375589	8117.43365063168	9098.164492634643	5143.219718588417	4702.580037456956	10975.557445134797	3734.069612473046	3177.283046463589	5114.157704676658	7485.112976131478	8578.281282871783
PWY-5862	11225.894180818186	11802.567485359286	87.69691687890378	157.09202039865886	65.29202583780949	79.25794806169661	10081.388934577932	12099.489327127512	12794.069597319489	15018.986805907762	15390.579912119028	15157.1028114997	1483.7746063078212	3742.0309786107377	5280.832722880499	5154.275592834238	5831.431250836855	6789.9107176084	4884.49015616721	4416.78466269989	7572.642686805527	3533.2816831945984	1872.616072196304	3350.352678675757	5223.2095722299055	5080.022372844199
PWY-5863	9368.93030980496	10114.83877642762	13106.073198297066	14138.733667181832	2748.8491824852185	3994.202606825752	8914.906528103738	11639.93519899843	12833.318640118125	14178.389143776874	16562.155231107707	13309.202796815687	1638.235991278533	4047.325611579941	6529.693728610367	6429.12744750574	6062.694567710957	5940.463278655084	7835.905783056484	5274.641208219594	7094.617995726087	3863.075773051137	1724.8890381537126	3755.069692479912	5577.17061652726	5246.614590578377
PWY-5896	9842.846062164348	10656.581385026186	130.53838451265207	231.84140368490287	91.6076059088852	116.6471140390966	8947.381031769813	11429.699583358575	12518.611422141332	14091.998391701136	15137.41296719931	13785.334980777146	1990.710915429506	4170.015749508682	5151.176444749156	5985.705043989795	6493.824862252665	9078.78135137533	4693.795408059508	3820.146390407224	10334.036229661113	3104.7064059815966	2696.872872035289	4041.140172722233	6274.081123861709	7148.980893705671
PWY-5897	10493.174625239457	11642.925490608366	10396.907162745189	9383.441749033003	1074.5677370768483	3668.417759628308	9883.046521875587	13712.25433110677	14316.024224589455	16370.74352461656	17753.723246486974	15368.087962050657	2814.7742508758674	4631.844936753184	5290.077345036804	6947.876877779987	8538.358598630111	11083.05610255802	5204.8185356990425	4523.517792530175	13535.485767012662	3396.00166393522	4021.534729202902	5602.14477430708	8252.58381462535	10748.685566420923
