pathway	050B	052B	059B	064B	065B	073B	074B	075B	076B	081B	083B	085B	086B	088B	095B	097B	103B	105B	106B	107B	215B	226B	227B	228B	229B	233B	234B	235B	237B	238B	239B
PWY-5860	15723.754224704797	16947.119600370996	6388.238154710895	47.0210373361764	176.59327944172296	377.6498234034124	180.01615828014116	204.3646786789145	224.44376936847232	397.5948425635751	1575.363693192191	218.1144523897473	6426.595277839119	356.33145409890415	10761.759537822776	6721.467534771353	1532.7507101778262	109.6581107425215	80.29270394498302	204.04619826564272	1638.9778764269877	4494.662410218497	1627.7630197114745	1928.972351719961	672.481077814894	850.6497206015224	2530.9880696059013	1842.6916319671243	1421.5878855064032	1786.4774103704867	566.8334106336263
PWY-5861	15887.9067799881	17310.271308487092	6979.133559577042	1757.8447441623382	2286.401281020845	2520.4985259855785	984.8416826086834	3586.6300982140497	492.1839586526247	3877.176083583257	8444.358790148573	4858.490820000856	6675.94311554887	1325.7890594256066	11365.39667028758	7475.537334707756	3223.7010993359218	1785.5339264364377	1463.6341866290638	1249.2493386982824	3045.9882980382126	6673.316848878774	3055.864343615964	3104.453166935	1675.5879169297375	1712.5456228314358	3289.937677149549	4049.380537434835	3840.150471105327	4354.472927019041	1853.0247518365832
PWY-5862	15723.754224704797	16947.119600370996	6388.238154710895	47.0210373361764	176.59327944172296	377.6498234034124	180.01615828014116	204.3646786789145	224.44376936847232	397.5948425635751	1575.363693192191	218.1144523897473	6426.595277839119	356.33145409890415	10761.759537822776	6721.467534771353	1532.7507101778262	109.6581107425215	80.29270394498302	204.04619826564272	1638.9778764269877	4494.662410218497	1627.7630197114745	1928.972351719961	672.481077814894	850.6497206015224	2530.9880696059013	1842.6916319671243	1421.5878855064032	1786.4774103704867	566.8334106336263
PWY-5863	10466.270847242458	10685.349526437463	4088.544756384178	987.8024761250576	1245.070376664837	1357.5722493991643	543.6689675825639	1972.726413771652	251.23770118647167	2148.096132974604	4978.177173548069	2773.0219808965453	3868.9169706285934	703.0981479896732	6821.580194962296	4441.445156533979	1848.065132690868	984.3027684047172	870.371190436541	681.636836101471	1986.06088454082	4439.20804895599	1998.1558912255148	1819.6519350570231	1141.014158282297	1110.1123648262137	1928.7434296606325	2490.287609724773	2205.3231682915552	2702.6587503598425	1022.7289411354718
PWY-5896	13072.958147556128	13680.237456828469	5322.358822726283	68.98206651608801	253.3907115092705	538.6844822491644	256.2679962397273	296.70578254234	316.4254277317197	564.187113911404	2098.6065907006355	317.43037062992795	5283.030300665225	487.58897901173	8985.247749891689	5427.122082355497	1793.0293651176253	158.41761744451034	117.1222993924702	280.24556415432147	2071.543444985204	5247.749013739429	1945.406853172146	2199.0533246413443	845.9104953991144	1112.7949196877323	2569.900885657375	2396.357501389544	1914.751020875933	2320.7853654965943	735.788773779836
PWY-5897	13162.995655687104	13825.487542906994	5563.688129654558	1416.3786799163663	2087.344525809872	2642.6812486689782	1067.8079472696588	3288.7213809437344	585.1874052386848	3604.48981312768	7438.6327554691	4258.490182612126	5356.119637235552	1377.5511087467798	9224.829680759944	5769.47117631378	2949.169732606883	1602.4210024086044	1402.9307119160444	1156.240450054422	3256.079418032536	6837.460601748547	3019.9481348806125	2989.680315853667	1656.961760480703	1890.1481078496377	2982.3169015421404	4329.578552397499	4179.787347724662	4548.848682347037	1772.3777169293376
PWY-5898	13162.995655687104	13825.487542906994	5563.688129654558	1416.3786799163663	2087.344525809872	2642.6812486689782	1067.8079472696588	3288.7213809437344	585.1874052386848	3604.48981312768	7438.6327554691	4258.490182612126	5356.119637235552	1377.5511087467798	9224.829680759944	5769.47117631378	2949.169732606883	1602.4210024086044	1402.9307119160444	1156.240450054422	3256.079418032536	6837.460601748547	3019.9481348806125	2989.680315853667	1656.961760480703	1890.1481078496377	2982.3169015421404	4329.578552397499	4179.787347724662	4548.848682347037	1772.3777169293376
PWY-5899	13162.995655687104	13825.487542906994	5563.688129654558	1416.3786799163663	2087.344525809872	2642.6812486689782	1067.8079472696588	3288.7213809437344	585.1874052386848	3604.48981312768	7438.6327554691	4258.490182612126	5356.119637235552	1377.5511087467798	9224.829680759944	5769.47117631378	2949.169732606883	1602.4210024086044	1402.9307119160444	1156.240450054422	3256.079418032536	6837.460601748547	3019.9481348806125	2989.680315853667	1656.961760480703	1890.1481078496377	2982.3169015421404	4329.578552397499	4179.787347724662	4548.848682347037	1772.3777169293376
PWY-5910	18172.2190843165	34786.060530279654	24078.77071211055	8757.510490810699	20240.722161921625	19574.915091855808	4049.311734910576	24622.583592854066	23829.648183543748	20268.96661551006	22282.38090236768	21706.731055856097	36678.93693055872	17617.229030087907	28832.98798570413	23993.63932387126	11646.37919688754	12340.249206879023	3433.517744494752	10777.832194644052	4091.644962366148	8714.348287937792	4738.025448780595	8590.208765712434	1867.064811974927	2178.8238108560163	9725.512551917293	6864.714367504381	11940.060609902406	7937.909741814916	9963.19985544221
PWY-5913	11930.17687243216	13604.24024730793	5924.107054829377	1169.166858755119	1845.157841150078	6874.245725264495	1582.5778963446448	3874.939209725421	2144.7148457828803	3813.8002541557626	6546.2958302632505	4291.4441161877	10076.004930434645	3760.177459278698	7741.731795595902	4968.057342808359	3425.8679383283475	2137.050324187797	1635.34062314999	1387.815766840225	5331.244230441856	9516.321815967947	3778.456574673772	3449.4919569755634	1996.4561555556083	3379.845802441855	3228.712490960806	7010.083978776695	6177.393228478343	7083.33246183732	2077.382737196838
PWY-5918	10420.399164346376	10711.243844726236	4181.567566481827	631.0687973865226	1689.9812044834407	3641.728922178385	1675.8055415827332	2699.3033662392018	1736.5860142091346	2955.540164830788	4582.050999686184	2528.170896494789	4213.801878273961	1770.4224168763592	7151.116676614386	3967.8662091248298	2461.8712694467454	1111.3137469388812	1158.7059432805615	948.4950503161028	3338.444526649478	6109.105524922536	2401.50597587496	2419.217031121327	1266.792198831423	2044.8639540800089	2292.8565261910244	4503.846249069927	4007.953299744202	3946.575144237681	1342.8513067627248
PWY-5920	879.6104493992954	987.5556921003044	1110.1772262981008	191.9239134967977	1013.3487473452244	1764.8787396086109	873.7467036177118	1444.3302559190718	1343.7537448762484	2099.767814023947	1549.8877529559954	1340.4309108979378	1156.8818134327291	1246.5773119452526	2120.929545686273	994.2630415483223	338.8859454564952	261.29756946498827	518.8339743949259	349.79455098981816	2116.462088963494	3940.832672730132	1387.6170607410586	1102.2465533137763	728.3322317421711	1338.1210398822532	989.8773923022492	2668.257787040516	1949.1909098498063	2577.60633890246	723.9921411565406
PWY-5941	0.0	0.0	43.880557812104016	0.0	0.0	0.0	0.0	0.0	0.0	23.934313501603608	0.0	0.0	0.0	0.0	0.0	0.0	27.919022567771727	0.0	0.0	0.0	51.70938042864288	0.0	0.0	15.975037813255096	0.0	0.0	10.668056590667057	0.0	0.0	49.8348623264986	0.0
PWY-5971	23731.011436821416	31629.40630611069	15888.375482681917	5819.050344043064	10804.588338023224	17575.70541452283	5889.338885914411	15976.280948535226	11346.51566688488	14277.60541054946	21522.63422000805	13905.630647965334	15474.277551404	9596.538946650591	22560.65095169752	15190.308970149455	11504.533091776511	8067.462955105077	4291.5954875996895	6252.286771665705	7869.047406512504	14789.28069415629	6554.797289782901	8364.777573942836	3687.2347151365407	5070.631204696517	7268.977980004937	11812.479109490152	12957.402215764749	11475.994907462971	6341.600248804002
PWY-5973	31283.436060835324	56198.61581495847	50267.75469322322	73757.84774888467	80339.56862634375	30027.62236284011	7103.321133482657	55063.43221303915	58874.38971211089	35997.03870459873	36192.31735086571	40341.038893708464	46974.64397440381	39137.27063437468	50616.06658485235	61474.28574890794	18267.40730397368	36302.16300340398	5766.350760128075	30232.770135705287	11600.351583185791	21511.397188185565	9592.809224667952	13780.923892933726	4322.627048206055	6865.189582941034	15868.69901686082	16905.754886301405	20067.68643025328	17369.21627708619	18689.48491788132
PWY-5989	16585.293543908007	19453.81319686532	8705.316073133175	2994.3933713631486	5619.334965062386	11665.467507979793	4658.983584940566	9057.680657685172	5983.72234040746	8645.876298442994	14747.40318170134	8280.67669470081	8369.503174664966	5336.115145327842	13304.649326488568	8181.464255897675	7870.99311999374	4401.843793695323	3276.4560115359905	3409.803827098548	6379.272010169957	11809.172338195429	5169.727366883877	6149.994940504398	3149.03711089011	4275.852265696248	4822.206792328491	9546.72732862748	9890.93915513709	9100.561968851454	3994.370785084508
PWY-6071	10915.047663321704	10534.822012483964	3269.2657310136656	15.115069270240523	31.56749947880084	72.05849735869192	53.77626777608815	75.39068280894665	37.924184103080606	51.53927811734428	373.3574868061515	31.45506679048285	3772.037415800955	59.75908374983358	6015.316715614521	3112.62284999958	597.3359689632748	34.4052939381814	30.67227314423532	30.442011818972134	397.7172552926376	1811.3802635965767	522.4233638277028	675.1227161914202	170.77021424519114	308.1936472882589	1131.3175580507193	450.44908536338943	366.4462260269759	567.6527785676429	182.7231703370444
PWY-6107	0.0	0.0	0.0	0.0	7.460855949895615	31.067788304475663	16.29308221989147	22.23725184896848	0.0	0.0	5.98523022388519	0.0	0.0	0.0	46.36766099180352	0.0	0.0	0.0	3.351508120649652	0.0	0.0	64.47644764476448	0.0	0.0	0.0	0.0	0.0	33.5115424973767	1.866343490304709	0.0	0.0
PWY-6121	30238.63996641996	54899.1997450057	49353.43857118832	73511.89464525788	79115.34461017739	27768.77063476282	6014.995785552587	53726.058965655	56927.32379984622	34203.024684974094	35657.53058301955	39499.56698801913	42489.82167641415	37631.19229129412	47839.06404737059	58606.64545373427	17321.55551221784	35830.118372397075	5284.585817799842	29663.98710740097	10423.022019918437	19673.205501343447	9219.682753583644	13543.906727972608	3969.079400806182	5854.518214803883	15440.90227075974	15126.43307624377	18499.25481499688	16353.333169432575	19004.15832212945
PWY-6122	29290.708130866387	54652.3805943371	50340.63366330003	76167.38220819746	81872.42813254205	28072.1358756266	5955.823340906964	55182.297798681895	58939.38737794851	34941.094854529096	35748.183611704524	40366.14006599983	43248.66752843104	38813.148932373486	48232.59426096338	59957.803553025165	17350.8525725888	36891.12720602261	5237.429495437705	30609.92596386866	10341.906647514408	19495.81225296793	9129.7970974784	13605.04015581083	3868.270889410604	5778.568410878255	15613.872071335049	15058.485025242217	18531.423297926714	16317.718542550232	19469.019430839347
PWY-6123	26904.62542349242	49943.94882068637	45836.57519565267	69264.2410913174	74444.61911265194	25666.25768239733	5431.110344623699	50218.62245655721	53569.65232924249	31901.83712521776	32613.99485637613	36968.75141587187	41142.17227902662	35349.044118300786	43947.51744112273	54594.25561191167	15883.73839210846	33581.778387323735	4769.103346603742	27840.43224842226	9319.503086007871	17370.989005159983	8172.830961218875	12372.20566738938	3537.155734683322	5273.754566221923	14259.382342755802	13399.305020905624	16932.50460356709	14445.812413965234	17718.20532094947
PWY-6125	29259.597416624576	52987.0522821906	48502.45739218576	74092.47573394282	79738.16324819275	25436.025799289226	5798.24821301837	53370.06530702759	57014.55768931328	34520.2003649675	34909.125140294964	40099.02442706901	50359.90859673147	36670.709479358105	47915.74241157684	59338.39610863165	16886.657687335155	35621.16755085153	5061.231385786803	29552.23569437485	8909.647396197592	17062.177733365847	8306.75305684074	12816.9977534062	3630.4389285967873	5035.551192408891	14923.871630861757	13273.76075416281	17464.76599593773	14442.146358108968	18633.762817759904
PWY-6126	30642.424617624794	54765.58667243605	49276.31382014167	74155.72543414777	79818.12043132518	26615.23389823287	5968.701487135544	53717.75134826192	57265.04127775341	34794.473386802245	35325.41715619367	40527.29236956777	56931.65523205468	37275.19217003339	48143.16675387075	58761.42014711456	17142.357659227255	35880.7447018132	5219.967150805841	29740.35656556264	10401.063489011747	19622.41256763499	9191.649419705616	13554.455477276711	4006.257299683238	5758.969741588647	15414.116220157155	14972.75616373906	19031.67738484215	16357.837284949335	19020.103604519143
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72611464968153	27.801487117413107	22.84518828451883	0.0	0.0	0.0	0.0	45.18510208660534	0.0	0.0	10.74367088607595
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	10.1477499860421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.00495718541651	50.868403861649895	9.595063911385864	0.0	0.0	19.38007290295417	16.27039011274117	43.65778986136289	35.515125322957154	0.0	10.619686212695695
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	10575.131134565998	12408.238960402568	5656.538536120544	1199.6050758297913	2274.9813336060915	8520.074327068874	2348.101746905288	4511.117990471765	2991.7625607381888	4114.073149954703	7394.598444752004	3906.532301191632	5570.922020953028	4561.327706319083	7428.622017764368	4585.476959767869	4272.1480077669175	2533.712096002749	2022.906923368382	1736.9617140563084	6024.219161487012	10716.578568974634	4856.322077282974	4473.048108453504	2332.634866742133	3665.101526002597	3862.313247661772	7943.718542237726	7624.639368821433	8623.041111082559	2778.609040868876
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.650252204832048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.27808568609734	103.3259551085603	90.57539443621005	0.0	0.0	0.0	0.0	138.4516738779403	0.0	0.0	45.08355738808274
PWY-6151	24734.04600546613	45657.53838931857	41841.623801578455	63397.650092852535	67767.0926151607	22223.434271262053	4200.109832137998	45326.17820113074	48248.67734614791	28616.62076693913	28993.01475730428	33815.41543072991	40545.5213524302	31813.54133072804	39932.91512483587	50047.73490684492	13863.511925359606	30518.4817417938	4018.790552522851	25217.308102950297	6792.569538617403	13586.96292210208	6827.305006848848	10580.186843659669	2804.447961781759	3665.322154956272	12584.70916180124	9755.563997040392	14414.017604917186	11419.019466261509	15784.240420226432
PWY-6163	11558.268595189787	12727.063458541012	5336.434338140455	1292.0226892196038	2348.430976619477	5519.882744326954	2222.380621126659	3938.437235572166	2431.897590707978	4023.480954464801	7307.26026049062	4041.0955785690553	5412.243238773975	3084.471298325833	8877.15398197945	5886.08173143266	4251.537875885252	2196.803937068594	2014.131730376561	1713.563770242219	7533.923285129416	13245.294728955683	5680.69118782462	5006.147254779107	2690.6044421843185	4343.298663229613	4401.599950372183	9592.429037390444	8791.979585584473	10225.82655370142	3131.9778967045786
PWY-6165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.26135434581756	0.0	0.0	0.0	5.328937712056505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.210087847618574	73.08044952276742	56.785846721539485	0.0	0.0	0.0	0.0	92.9628995395448	0.0	0.0	22.372785067290994
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.56854804927124	0.0	0.0	0.0	6.660916291370798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.96295395901021	75.00620876465558	67.94528916144843	0.0	0.0	0.0	0.0	99.21489350863652	0.0	0.0	33.07471501775258
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.65763873984405	0.0	0.0	0.0	2.008448903353424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.51953725068128	70.24686309633915	51.163771610445416	0.0	0.0	0.0	0.0	96.46567339171462	15.754848541099962	9.006858753348316	26.719501462729102
PWY-6182	706.0229510324958	1091.194961704064	472.7622925867012	118.01622944212184	440.1382914200152	1278.4077539576126	663.2031942861358	780.9761376162583	799.3450793856819	628.650955519761	1145.8944747503544	486.2449947675615	495.9685777427301	542.9556830233441	2441.958112261928	2917.801816713085	1008.1397036413716	132.51944797761158	261.4353939902781	225.94318642691977	542.7994429078384	1046.7242056244456	397.3931966382468	490.2037949201664	216.41031735232724	455.1753736513505	380.6030311111882	922.309256053806	897.1091233032168	746.6925104133795	301.9060687347683
PWY-6185	16.501780320347873	29.577257127194123	45.3346798910912	7.297967550893868	24.24147564404252	136.10801314954512	70.75206099451177	170.2139886446824	199.72344165460328	16.21213001839094	648.9976732611738	0.0	68.75345272073582	101.06899194342964	2335.2010029994394	3007.0222426784853	929.8284869272784	37.84562544550425	0.0	11.767399864653497	519.6025237547759	1015.8148662673552	390.3517219959868	321.4278417026246	201.07259953785203	447.5669525127026	356.60459484249986	885.9254483099863	840.8666370010682	746.9872761294376	299.73677100933
PWY-621	36917.42526425197	66203.46478269582	57796.10993115687	84441.61239579483	90485.1295395062	31580.717873305555	6180.281312703418	60921.76001621136	65144.22631416939	38683.65584333558	39224.65676370782	45442.6236092494	62200.86689525255	43302.38208944155	60237.79246802682	76887.40224613178	20250.10012411115	40868.582269473685	5509.064596124956	33764.5708154321	7696.24152294536	16142.482995751234	8714.423616990907	14139.610104427213	3455.9895803121017	4115.264901482468	16994.54475507333	12502.0555376771	18936.773832895746	14603.125053162868	20792.160396713025
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.489149689991144	26.540613963596847	0.0	7.82608695652174	4.090541632983023	0.0	46.29663763762984	50.71472222222222	36.84111939459783	0.0
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	138.42621994143468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	0.0	0.0	8.987952843730458	14.875346586401944	0.0	20.92809906956077	44.26035231511302	0.0	0.0	88.6355863969029	213.43556984061345	44.65902872321306	36.78332698423104	11.953911908550758	8.992775636152809	18.93519113649032	50.42798126378456	78.37810277259048	130.11351094533836	0.0	765.7652340027527	1408.2252332959793	427.6459441674669	331.6595605159177	222.7224608545048	608.6580285841088	340.13320624238446	1083.573644775195	840.1007038706659	1187.8664964346408	235.2512131112151
PWY-6269	4980.952087315944	6004.932664525238	2507.2550499859403	195.32037865101915	678.9820538246064	2229.3094680860127	1115.4382917287503	1181.7171708902133	1259.2786911733338	1116.6297407208287	1793.6165193805873	790.4896834213445	2948.107897385332	1025.4732834589597	5323.055726149253	2876.1616721534456	1439.4758138314287	567.9896612070538	649.7427372676364	602.1552104247421	4256.19916118697	7243.596019418384	2697.9736618076854	2326.15459538534	1175.9130703010162	2427.7783761522187	2100.412528429279	5278.391276694961	4358.041251769272	5091.266262663936	1223.5110048138904
PWY-6277	29290.708130866387	54652.3805943371	50340.63366330003	76167.38220819746	81872.42813254205	28072.1358756266	5955.823340906964	55182.297798681895	58939.38737794851	34941.094854529096	35748.183611704524	40366.14006599983	43248.66752843104	38813.148932373486	48232.59426096338	59957.803553025165	17350.8525725888	36891.12720602261	5237.429495437705	30609.92596386866	10341.906647514408	19495.81225296793	9129.7970974784	13605.04015581083	3868.270889410604	5778.568410878255	15613.872071335049	15058.485025242217	18531.423297926714	16317.718542550232	19469.019430839347
PWY-6282	20149.032104011363	25064.12444625624	11549.479493140883	3851.268645167128	7337.03150135866	14058.678815497826	5194.93617607709	11414.255354001642	7912.324362310506	10564.341528678471	17085.566119392097	10013.741894957857	11239.682495598016	6744.722281550771	17144.032559789262	10781.3142567474	9317.56669819186	5633.056770302927	3618.4666628559057	4331.282202357876	6462.026851579374	12139.665560904712	5328.687224612292	6642.822255247773	3211.7524435914365	4316.2554430305245	5399.079265866998	9775.01319458731	10463.48578775279	9335.642076169832	4496.283106434843
PWY-6317	27726.13958324552	49845.4566501884	44560.46083257422	66037.394902358	71053.73982822862	24487.92431413768	4946.135537146061	48032.83835316509	51109.25656269751	31240.41720180336	31174.093627534905	36739.31398785493	51923.313609886616	33801.93039446271	42965.75547864753	52243.604715721725	15246.4756617441	32167.39756864876	4550.302918417618	26660.420614895407	7543.238946660072	15330.607281141412	7301.579987263243	11243.223448596107	3147.170692351835	4140.705919698569	13622.391890730603	11386.91469424446	16226.047957689498	12264.437582133707	16115.394870805456
PWY-6338	0.0	0.0	4.8643191360897164	0.0	13.958036311898042	84.5691133735866	33.715945740842514	63.14142005368258	50.4424479594913	56.57276594618137	18.57946581257345	22.20982294262713	0.0	48.8007407589462	103.9661863533944	0.0	0.0	0.0	11.672673308176083	0.0	39.008032221935366	124.46275807612298	11.61766930531208	0.0	0.0	32.49556456253663	18.372207480322785	52.37545883690988	26.003620690647704	87.04435957839465	0.0
PWY-6339	0.0	0.0	25.99243368674881	0.0	47.98348540522687	189.36620566468173	67.58428107777648	107.8821742249652	0.0	87.88017929781726	117.81972440776671	101.86542466898788	0.0	111.81813231280198	164.47302355074353	0.0	0.0	0.0	0.0	0.0	164.9962079127492	268.47653423869133	133.2101711794296	0.0	43.79943601739602	152.38227790768423	60.146207838956585	113.65219681228584	97.77216536372649	160.03244557032554	0.0
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.421052631578947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.013698630136982	32.30001171920778	25.57377049180328	0.0	0.0	0.0	0.0	55.264927165039225	0.0	0.0	11.378299120234605
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.7920792079208	29.53450492927561	24.22360248447205	0.0	0.0	0.0	0.0	47.298334064007015	0.0	0.0	11.073059360730594
PWY-6353	27872.053446025457	37758.96271836439	17909.950221159488	2191.208877710626	6216.245334680224	13533.507535528845	4098.78955478711	9879.505187157272	7681.77629618338	10160.868646838107	12692.543870721296	8437.074675891192	23900.431043510474	8244.668336089462	24846.19067913838	4538.536423783508	7224.065713338482	4084.379616208611	2976.2040423933604	3642.478440738145	4982.4439875988455	11579.137977728618	4744.511562680523	6176.831690452499	2238.346106315186	3113.266808035465	6616.984391975421	7424.336617623749	8030.444333973996	7317.176825670107	2990.700185334696
PWY-6383	0.0	25.99259931847647	5.99956747785513	0.0	7.999525297452444	93.8001006691868	28.898314126895617	70.94362813164271	53.9698645921742	23.989797661605778	0.0	18.9946008691736	34.48734549064648	30.98484304560071	58.95621243649207	42.48183883652795	69.81874403870057	10.997998451629808	56.067817578503	27.98434384466356	278.6619397322737	545.3458193104545	85.33789355808652	69.75150752156549	78.59443375802459	107.90780868554798	75.1067397182725	305.6250108798728	92.17528059963036	285.5467954088779	77.80089662553854
PWY-6385	28082.08514361518	51676.94583289787	46967.6542354486	70535.19867862204	75820.30564972879	26207.908439398925	5531.605501157009	51134.549494870254	54568.79546132477	33083.38181119664	33172.68851027724	38763.962733046734	52378.90581825615	36046.92443107794	45258.91495251082	55892.82451113493	16251.451096907063	34249.00574481629	4885.818556726772	28394.028520218388	9592.771768644849	18114.57318295067	8456.633228673581	12603.603902440116	3728.984303981753	5395.568428184088	14702.02248405218	13963.987227586222	18193.58745372707	15014.163182880571	18004.919249130537
PWY-6386	27581.194510031808	50778.349739936646	46161.279549994135	69265.9423073077	74467.50309111846	25921.32379210195	5464.208403260031	50272.97015587844	53622.77836342004	32522.199765371344	32680.947678186498	38088.23101529095	51199.97716391423	35496.19320822404	44450.161137861774	54900.18924372632	16019.178116544896	33673.78915406444	4831.191646169777	27907.00263056918	9607.513452049749	18104.637194327734	8434.735972082952	12467.160871172424	3711.676575831247	5393.270058377956	14502.389480531132	13916.061160430309	18004.433720194695	14995.436815415462	17734.982633122952
PWY-6387	28897.287688389217	53189.675164514185	48310.09297192911	72531.90215681557	77952.52683986655	26851.82444334175	5654.29530496542	52531.16007440889	56091.29847849621	33956.07459707218	34002.934854930696	39795.37323401604	53765.61078498603	37021.25067882077	46575.3522493029	57498.37290811636	16666.280506913143	35196.568240233646	4991.271394748362	29182.49204962852	9755.038508292751	18462.078388387377	8618.14933182386	12906.669620026069	3788.8777405935616	5477.454478302197	15084.176963667916	14250.598923337882	18594.576277204407	15287.526530098952	18482.44624268218
PWY-6396	1775.4741747860758	2978.037407217884	2014.216444524204	572.0758825790315	1706.9630117852137	5607.04795026031	1968.3063680247096	3087.464139349705	2827.8338985246246	2233.889130027097	6102.442720344151	3281.54664117054	1406.4165759709797	2166.2103007543988	2365.225057545641	2938.5335611161167	3189.8355781337264	1571.7710209453878	1143.421812782075	1298.263293618642	1461.5538219811883	2829.615107101779	1128.5196490632031	1788.7671296557194	755.8229284298163	970.1554480475268	1070.8795229842658	2584.663568225267	2946.312762193558	2189.066297823279	1047.6657743333276
PWY-6397	0.0	0.0	0.0	0.0	4.173902381986065	17.838545059286396	6.066204829480036	37.04221080221063	0.0	10.434628541149673	0.0	8.685753395858576	7.497834460342688	10.956362031815978	9.454732149846294	3.737065395743473	36.51757788981427	5.739085041459619	6.83159685659965	0.0	89.20851918552093	221.47000757737163	44.855368965129855	38.0139191364939	44.08469944089384	39.108504129598494	30.540762572220867	117.98504361906188	41.72625678767169	119.29511377015322	42.08523917020335
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	9774.58	9827.59	3851.34	1046.67	1890.66	3462.84	1640.5299999999995	2958.22	1645.42	3332.6400000000003	5798.100000000001	3159.68	3815.12	1674.95	6476.88	3615.86	2657.16	1369.56	1368.4100000000003	1020.68	3724.380000000001	6645.92	2818.8	2755.8299999999995	1644.15	2452.56	2385.59	5332.750000000001	4562.42	4961.620000000001	1657.23
PWY-6470	3750.955792911314	14045.938367640994	11424.040641155669	552.6537257607273	1141.8143744993747	15540.737137055175	1818.4418271625864	8066.230507717321	6962.346379047854	2797.4239575883626	6299.417261933147	3441.8883318669195	11279.834932402757	14406.596387600765	4421.230036970314	6560.901810736842	5947.303520765196	6444.855980547854	2148.20168732603	3362.472792614832	3451.0280195088867	6945.188765137616	4333.347010593259	4750.0443922738605	1432.2808652329093	1630.1120369354885	5267.310533066182	3363.541265524359	6148.467219628304	6813.539940924749	4601.202693827514
PWY-6471	25603.26646790136	48306.15990172744	44226.52121981456	66251.77489867326	71186.66331254983	24237.733954635067	4989.461499150349	48021.00422974032	51243.37032907407	30914.29021072348	30820.588091993803	36308.13229559017	49424.580745195126	33857.71432728345	42440.45606785997	52625.88864200906	15116.879540432548	32165.02387919858	4411.914121636842	26647.770402799764	6927.33182864364	13733.0147725279	6767.247814004665	11236.362444601727	2846.320752479635	3659.480202690574	13434.232300147254	10721.719048391513	15755.590132562009	11787.054397546188	16666.77613725019
PWY-6478	0.0	0.0	0.0	2.796918944238757	9.972223653460071	29.86397085268842	7.977676648062889	0.0	0.0	86.69996030641633	35.902992531675864	45.69081714762272	31.85378818488809	52.85164742555519	0.0	0.0	53.02638685905243	0.0	64.90591690064599	3.5938822510846724	267.97612234456005	527.4790554730359	132.08821566578993	137.94933382547188	26.5451195930858	177.71475875095635	85.23832238619585	314.5628168318412	277.0894307997217	353.8949192550208	94.3634597713496
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.331989787967546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.25012898944765	49.91273537248159	0.0	19.670077033118687	11.002687668164077	0.0	88.93482796050601	98.78475680112804	73.71036296536357	0.0
