pathway	050B	052B	059B	064B	065B	073B	074B	075B	076B	081B	083B	085B	086B	088B	095B	097B	103B	105B	106B	107B	215B	226B	227B	228B	229B	233B	234B	235B	237B	238B	239B
PWY-1882	0.0	0.0	0.0	0.0	0.0	43.94906376812326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	23078.201784871988	45129.804601503965	41971.90309221865	63509.99021908263	68422.12202328676	23588.41442893667	4936.443590753964	46151.89239146652	49422.46627774624	29892.18447286661	29532.34351698186	34848.839970838395	47258.798494718096	32358.09682108449	40761.791035538256	51323.73126882549	14795.546737655031	30833.931246691474	4337.039872097013	25579.726706984977	6038.143596755086	12511.015629112131	6467.416462521187	10710.453451357696	2540.156808699456	3261.8411957777994	12721.673335755988	9657.948416096311	14156.895690277572	11077.532221514128	15960.054444274252
PWY-2942	27580.17121865863	49244.88104247957	43573.29530642859	63831.84765993937	69054.50394166545	25267.18431447035	5675.62789346588	47265.46867785406	50104.92730011891	31154.815313418498	31938.03252460209	36058.23879430027	48843.61144841863	33315.340701774854	43703.45767031064	53284.179973086175	15815.116049216858	31316.298437045178	4904.257443146656	25968.32189723068	10146.691697192828	18866.72664898264	8648.936826985813	12300.882997680055	3868.407193631419	5713.094014857012	13977.24363010202	14518.477364207372	17193.447844948216	15402.106578824383	16798.983930472456
PWY-3001	19464.87150533634	24099.45741015944	11962.961612288478	3880.362602530784	7269.40242767182	11194.612414465702	3952.583451803839	10577.484069802937	6843.277138022985	10692.336081379231	16024.81239356006	10891.209979663634	11975.28816225019	7390.764234195416	18135.91538700553	12126.539823050703	8152.825004756516	5521.625101601243	3425.489487953901	4043.675684803772	9302.188605759386	17091.425875012075	7628.067816834851	8602.334260691057	3517.057619628207	5314.857704901018	8499.893979489752	13079.614658236404	13932.82963987926	13743.723443411189	7043.818353839433
PWY-3661	1034.852995474048	1249.7772203256145	1437.162817463714	270.78549703653886	1463.947675781746	1999.769046209591	1047.7044089920478	1963.4206953711264	774.9345677352196	2976.4958885355	2174.872867498815	2029.1678130362147	1590.2416620124238	1766.2929294866717	2740.966887520667	354.55796059700265	402.31238650157	135.6074775964265	663.6066252821541	474.32089597557655	27.392999101133203	123.79562965682436	32.312367461825495	0.0	0.0	0.0	14.952165548708242	89.35410386376127	3.1242547258358067	57.21243318774339	22.392397792564523
PWY-3781	7370.542408628784	9952.100779709675	5962.940902517494	699.1998526133841	3009.8254996464475	8136.062106075947	4071.4932917002575	4710.331617997164	5009.201319556294	5573.880104424874	7157.957703806021	4155.426182538218	6792.117440111278	4309.936849541039	10448.8897654263	2853.9841290489644	4420.122195605084	1838.9456235272376	2322.353177358873	1917.207788899408	8765.595084243923	14421.234776313246	5406.09356922162	5415.536758052086	3120.4514911287984	5768.256874819601	3557.3291290211746	12169.05640601193	10345.506063150266	10223.652364793505	3149.9592071006355
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.6463635825229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.792453017854597	0.0
PWY-4361	0.0	0.0	16.51497150785022	0.0	0.0	0.0	0.0	0.0	0.0	16.782948689920435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46169404170249	19.92965738091008	11.039321088807364	0.0	0.0	66.20816719241151	18.308645780418686	19.894815399216057	17.704742944728174	27.017375015629806	13.150036197704486
PWY-4722	0.0	0.0	0.0	0.0	0.0	44.46498408047804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.975198871860682	11.960439262717449	0.0	27.66560449070415	0.0	0.0	0.0	108.92823340669756	321.06227650727647	74.17421931672187	0.0	0.0	106.50832210397154	73.03798933219382	211.6115774671482	253.4652128373737	122.34136728410763	94.36041358936484
PWY-4984	631.1949965600311	793.2436123413463	1096.3068611337503	156.2013238541641	1126.7402280221468	1825.1427561550545	895.4186450623647	1520.6990950132013	1664.0985216638533	3355.267443550981	2250.8778771181487	4012.382820173834	11670.011547966216	1643.5963671813583	2036.2380698470413	894.3122328903577	382.43207476733375	245.261723650696	692.0876143865872	438.5288775102642	1481.349677049134	2829.7776281939687	1166.280710056641	650.4134720190945	538.8188948434732	1148.133711422476	1018.456117258888	1960.3082073901408	1616.92840846468	1845.978850282341	613.0617883426686
PWY-5005	0.0	90.8665213745196	14.376600040953768	0.0	26.13451578972243	19.129539291850783	33.11551131992941	38.06458043998558	55.9577178789741	61.54310782804176	21.55057888459545	0.0	88.51789124992334	0.0	0.0	0.0	121.47812254981416	9.560561993327306	115.09306179793832	57.98462711792336	775.5706990319801	1490.8185343541943	596.2946900253079	427.7086742032757	149.56814770414232	507.1121334477824	497.266026275834	1090.8989710710707	1350.8174827381108	1089.9922972742552	358.49722812750497
PWY-5022	1989.6510172431947	3009.6140852634626	1524.8544481719032	406.6759905573337	1707.4077971893555	4247.451744954423	1963.8349012487488	2644.158224691705	2745.977084188732	2973.2957226824656	3850.047912108235	2340.9197392521623	1587.2006208795394	2326.61542918295	2310.111575332176	1149.1247838856448	1956.18357197122	1031.8311558186444	1127.0150518285905	1034.0789689919127	1884.736591108057	3447.782648785584	1345.695593322304	1557.7131407374984	754.392311171265	1275.94413786911	1497.6354021577974	3063.464806589303	3200.811274892781	2756.3649549758875	983.2891149743184
PWY-5028	815.8291317261375	1497.4759152885038	680.1302498880439	202.5286285484356	662.3555970605065	3151.019051237928	1182.654225372927	1361.2607883217374	1363.1576972360044	922.0465861544463	1837.2844060302489	801.4842357933092	762.1257524682559	1076.7018280525135	1014.4627453103452	490.9550115510166	1444.7722997699314	669.394200094722	523.0994786727534	567.6892095191317	624.2038094342614	1111.7188162940326	462.6332252712841	689.6555307912279	419.3826324215314	531.6820303066789	327.3168883876367	1353.0899653747133	1411.4617723829408	1006.4555913812068	387.138961400336
PWY-5088	0.0	0.0	0.0	0.0	0.0	19.21535629519575	0.0	0.0	0.0	24.20537217351633	27.52192044527484	20.04535827287811	10.447536239240712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.3696669015076	0.0	26.55635367139344	25.177795286041185	66.9130690672868	26.663181981095608	0.0	0.0	0.0	0.0
PWY-5097	27220.40103865926	48417.9231021049	43000.68409327801	63802.59923163504	68991.97405532606	24295.0893429582	5660.395362243207	47029.773935690406	49934.54047825521	31004.918743177524	31718.79850927575	35925.406469160014	48278.5345693836	32594.01716641938	43171.148750871565	52661.2855460834	15643.28430382114	31124.33202121129	4815.475207286533	25884.74519330632	9746.864156274594	18061.76409029996	8182.266657147535	12021.470852069691	3785.991717912188	5503.45233304181	13629.91439880881	14215.222245335184	16817.838860995314	14687.821639031135	16542.475610181635
PWY-5100	30582.4892966572	60775.80440911223	57663.00530905567	89235.02144264165	95273.59851710238	31032.18256393403	5987.026449081186	63348.45261359884	67987.61517851714	39949.5492604826	39718.68288478619	47658.75865796757	64623.804982573005	44360.16246208374	55360.11475555151	72135.7145024061	19708.40831205699	42964.99523842473	5445.9126394533705	35507.938777542964	8790.410225736452	17456.970859937664	8547.55491642093	14336.937287199104	3532.782211951076	4692.879084898222	17242.352359831097	13875.134956885891	20372.61919920189	15195.723502172144	21991.560836271216
PWY-5101	17854.986760376974	20245.323765502773	9496.811590750793	2815.6918723774456	6240.690929354172	12195.789858315517	4977.802737625311	9566.587795203905	6929.372056611486	10032.805636372756	15425.158612327665	9482.235223027204	9541.337482472807	6968.863897724815	15325.822354459357	8888.328635136932	8033.269656817261	4466.699684580559	3638.134882505566	3506.685011665891	10062.17921613798	17777.03295123133	7988.659110106123	7976.66067373453	3723.507754548501	5703.8524953503365	7176.921600823061	13438.492155154889	13078.064998765434	14268.433280480704	5574.590135976885
PWY-5103	17374.586817534204	19310.671442967483	8033.613268489322	2000.96584450701	3837.067891354409	7173.10673378537	2995.538016693293	5957.018675693481	3673.799872955721	6489.645615277448	10681.270149463757	6444.51615610608	8613.46420857217	4159.9126206841565	13816.93214074642	7805.347886152889	5475.503094101955	3027.075934221772	2631.50808567418	2192.551285524904	8169.940189336754	14380.476828951872	6525.3254870307865	6202.734503550942	2991.870070316658	4549.982714407453	5724.046851341377	10616.652893694658	10073.113797490589	11517.490037214038	4237.9358669397525
PWY-5104	13751.954931752733	14401.156897342247	5428.776592486546	170.88334766159377	1059.6524558887716	1629.7406208345585	891.7309550825472	1404.21919794031	1708.860942540521	2134.9079071616616	1421.245145820241	1363.9199905227008	6014.705419833421	1412.1595714749092	9159.705633822748	4932.852007256096	1364.8759460907686	321.44965865669366	658.4774806994535	798.7646035041303	8070.040432378128	14314.368367151345	5246.541138369493	5038.3983719226135	2109.250906190048	4322.561604947296	4472.8380024547605	10288.058010236196	8790.060766538634	10845.027882841436	3297.561593256538
PWY-5121	13233.924987295535	15719.997967776968	6945.34122145009	1958.7273239919548	3475.5373341406003	6308.873401314625	2396.7684372251924	5553.817845323903	3287.714220593844	5967.142838341643	9347.153854070666	6006.479184241657	7828.978535143258	3604.447441109656	10840.01060491341	6521.0001338399625	4466.466438669716	2694.0736622391983	2129.7422884120106	2245.023727767755	7027.007096863995	12331.51628032552	5070.398291757801	5338.704861749981	2449.620977426877	4044.178005028205	4935.823038636991	9397.71338895596	9197.927691098084	9498.272320945349	3769.394327234765
PWY-5154	14995.004129542833	17531.95753716347	7756.798905129951	2316.912299878395	4380.76205014881	8012.824594627004	3145.1209045705828	6794.7313113965	4272.326771641101	6838.132967675374	11667.956201357636	6833.090688288012	7596.85533178256	4121.250494619744	12697.477531087605	8572.84977148476	5790.391315862638	3249.711513886133	2476.5077995628208	2454.7336599988685	5276.330410641985	9812.674244095257	4336.541435824654	5044.6168408466565	2516.771452940691	3444.5903514375946	4150.520511697363	7968.235470888225	8167.938440966327	7573.823846383922	3319.701853069442
PWY-5177	0.0	0.0	0.0	0.0	65.18854428534819	0.0	104.05044949472948	0.0	0.0	141.8743376694291	88.59537660620425	0.0	199.37689029803747	0.0	0.0	15.981116567756304	75.32081100538524	31.6708232287754	321.4411189095472	142.89304106341888	1223.046597955648	1150.3401217212254	649.5697591798829	328.6592844766383	419.141788169263	483.2279545789521	301.4311516836075	1523.658142665489	676.7524476087311	1397.0375166143144	356.1617054253869
PWY-5178	212.506626042388	512.4191499562488	445.52856450271616	24.429567789147903	23.90008524402605	237.74932528759405	5.683687649542726	226.8441743937097	181.5362252095274	212.79563567663303	363.4128322122554	129.1475016679973	704.8653285486123	259.43851082290274	759.9620819587863	970.3228422121	346.6235808697781	204.23641854669776	71.64258474686797	14.139270890806642	671.171331000668	1189.327364723125	463.2547232476952	439.4671727578516	271.5327737288794	416.7775785724079	404.8333506509944	737.8243162248477	712.6054752123372	861.274043526849	262.43421307242085
PWY-5180	10843.688579340833	10740.047577806565	3421.5694256285688	169.26521606231452	587.9171375471242	1558.754495491492	733.429660180764	1006.6500070048568	964.7602333002112	911.9734565603565	1736.058532243882	753.5935564474979	3879.16486922576	821.8562855756061	6216.656346461692	3384.3225153750827	1024.7728759409126	500.67939472761833	476.6208564530285	402.3851526020962	1533.1304182475797	3053.1632470615464	1096.1308821711075	1042.6551069759223	494.779480306274	862.4923443711878	1334.4874598854697	1695.3336898287598	1310.7345758153128	1774.9330318327534	476.4201810048624
PWY-5181	26.30409603254627	47.063608411850566	72.17694014929178	11.587232519896425	38.67733221864643	214.13624147606268	111.3383667307028	265.85340396164924	312.5726489820745	25.94060468861413	948.6717767083384	0.0	109.43567018856449	160.29018531547572	3170.4788499480896	3555.549127916548	1211.266129266699	59.03113551737897	0.0	18.7081114630982	601.9795573339841	1160.7605525221677	440.8981338793074	411.7960808852682	267.3860320655395	491.5186576717471	362.1006248964858	1048.3840605748132	995.668874750068	834.1978321816655	330.63884593206143
PWY-5182	10843.688579340833	10740.047577806565	3421.5694256285688	169.26521606231452	587.9171375471242	1558.754495491492	733.429660180764	1006.6500070048568	964.7602333002112	911.9734565603565	1736.058532243882	753.5935564474979	3879.16486922576	821.8562855756061	6216.656346461692	3384.3225153750827	1024.7728759409126	500.67939472761833	476.6208564530285	402.3851526020962	1533.1304182475797	3053.1632470615464	1096.1308821711075	1042.6551069759223	494.779480306274	862.4923443711878	1334.4874598854697	1695.3336898287598	1310.7345758153128	1774.9330318327534	476.4201810048624
PWY-5183	0.0	0.0	0.0	0.0	0.0	109.8229797897769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	640.6739549836323	1182.8915496952586	453.92764950856616	405.7621591856534	271.5045062538572	429.2913267289006	385.2957414571291	793.2781760142635	707.401092495716	795.6504728264385	262.62362209564753
PWY-5188	9889.568590195828	10039.358596352386	4072.548253119116	1075.518633459351	2041.1557824209624	3922.77759766061	1822.313288419105	3269.841497051873	1888.0685606781035	3658.316720573708	6487.300546560304	3665.5990270522575	3995.8010739259016	1962.825614622716	6906.156040375496	3941.607755144696	2806.1216806280427	1451.129420287308	1492.0063712377214	1134.4227291503214	4728.619408687956	8404.478392796906	3452.3835137860065	3021.684662989216	1826.669522918904	2836.034228803032	2658.992808641324	6297.926407944659	5352.091140305323	5841.087386480647	1790.980087750854
PWY-5189	9892.594446250116	10055.774574731877	4037.753292626655	1076.056200766628	2004.698593084937	3916.3895010987935	1805.251421785158	3229.2064129389105	1836.638796512933	3554.539758500841	6458.58960448836	3608.341940622985	3951.5309859729496	1904.7570747941168	6819.559605315295	3944.002823935422	2827.7177061837915	1463.3810766987044	1469.5346712456785	1138.9876032556126	4483.677186259476	7991.280696309845	3318.8476874496105	2921.102776923869	1758.431841378199	2702.3205024529475	2539.28214306924	6026.121721887028	5172.128526065699	5537.0747947363325	1721.4780354915551
PWY-5198	0.0	0.0	0.0	0.0	0.0	6.28056750076186	0.0	9.699204472156524	5.325648414985591	0.0	34.78048780487805	3.8367346938775513	0.0	13.781348867573948	5.223530474924599	0.0	0.0	0.0	0.0	0.0	47.9854028258632	56.53682830930537	52.85714285714285	0.0	0.0	0.0	0.0	84.91469713570197	0.0	0.0	21.818181818181817
PWY-5265	0.0	167.21033063631398	1209.4315736725755	0.0	420.5025652045049	677.0329216601604	361.548350225526	354.96499568642	249.32938167970056	546.406545593244	3729.6887046579727	2489.857384426415	261.8010529754032	472.203978506528	1532.7996272262037	2800.606199683342	0.0	142.91111914346902	0.0	0.0	1555.437254898515	2787.8387092542134	617.8922604625809	566.0124032652684	440.38915409633887	940.8274620739822	687.8118988001095	1773.3629225892328	812.7643118465365	1724.6828932449853	472.2734266814091
PWY-5304	0.0	22.0	28.33	0.0	56.0	86.33	45.0	76.0	56.0	69.0	51.0	34.56	51.0	126.0	80.67	11.0	50.0	44.0	48.0	19.0	470.0	810.2	375.15	277.2	191.0	390.5	186.4	607.9	620.61	625.4300000000001	224.0
PWY-5345	3707.455940075863	5415.234177865327	3839.873651758802	580.4227228689819	1952.2835177874497	4095.870830950119	1892.8274696594283	3079.705777787835	2477.372330677552	3408.931631659604	5093.462591826225	2894.133742158064	2959.711278362732	2427.620050643512	5614.699018424245	3827.5233161338856	2811.695227777583	1406.885085884538	1441.262964394155	1076.5232055173642	4434.097282960772	8008.293355972774	3092.4340254491544	3317.684988332944	1728.083567873373	2903.6961168018343	3081.4906459929634	6143.926176702819	5602.3279404704845	5516.210594800036	1923.8305636020573
PWY-5347	16217.129730202238	19348.98272520249	9017.07846369768	2456.090380253399	4051.547453590544	8389.052054803438	2692.3519788597328	7030.362612194856	3833.8102791616416	6779.003228264856	11370.012334775774	6845.002121947876	8807.412345840632	4813.985483584032	13370.05278616775	10216.913053510414	5919.008718841832	3644.922569572271	2510.8765006588387	2584.2799078216085	6728.141456210688	12652.083654220523	5737.493109792446	6046.9675441201225	2582.9029641174925	3923.446003311609	5784.033906260293	9071.25147160438	9427.350293615396	9752.876861890618	4437.331465806292
PWY-5384	14849.45585897742	16193.158247182366	6453.767148477105	1916.0104009725617	2691.225409009863	4858.974582052499	1902.494938348128	4456.063532143619	1672.5327152663506	4108.454453196205	8738.693253794943	4718.695384343478	6212.279930400869	1862.144241899528	10322.574920776746	6651.061096887325	4221.74033437346	2314.8789045397275	1617.457245680397	1563.7672969132752	1618.2538941050416	4021.403333654057	2258.962373469364	2572.753866392046	1290.9550920798608	1054.940388414998	2615.8626268718035	2702.6213674076816	3287.0076707203	2968.3208761730248	1331.653395604916
PWY-5392	0.0	0.0	0.0	0.0	17.30929146901902	0.0	13.89564773036455	0.0	0.0	112.38353466043228	45.17512549920848	0.0	0.0	24.309001299103404	0.0	0.0	57.73784391886137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5415	664.2986163251373	729.7366878450198	1189.066637966565	14.347601207915886	13.590457938119044	189.62725598498383	88.61916535015035	155.43908301867236	118.02455164804783	137.9436318091553	502.31088443469696	79.07550165937862	1231.9062235446174	219.2890109447076	2238.6043126757504	1530.63951339786	613.5657721221764	149.70267030351494	48.56073086710688	8.040483929218908	1262.9518353604935	2653.2929150461564	998.7340624872456	825.4730313304399	443.01927950397993	693.4876097966102	909.8924941463904	1493.8118764521962	1107.1665533182943	1516.3468581261357	426.8755486607784
PWY-5417	612.0394364447836	952.5923854938886	415.0228089916019	153.05154826356792	434.610767781058	1744.5571422871576	830.751299058427	840.6614235622269	796.3973666499058	595.5957550562943	1354.9895644198514	467.4141855968891	434.3862301811161	528.5062757441458	2236.7902981242023	2954.5552178434777	1282.7232260830049	414.5007613748156	343.9077365935944	347.8036322628986	621.5982664562088	1021.5899057213926	399.4024084678344	532.4856510474763	269.7448719146315	482.0137162602832	350.8509896784472	961.161031835863	988.7006783328712	767.9710054746274	309.9114588001098
PWY-5419	0.0	0.0	0.0	0.0	0.0	62.98604840136915	0.0	0.0	21.835076579827245	0.0	0.0	5.992345681187758	17.862621662828428	19.90718816672992	0.0	1.659131714353037	29.650201653014943	0.0	0.0	0.0	195.4679562437965	142.53759356805114	162.74233971482784	74.65712725042103	35.24512243430762	22.775977368907487	3.992698820080432	260.99792579815426	140.38429020103246	144.90864492540987	17.163590814638635
PWY-5420	0.0	0.0	0.0	0.0	0.0	91.47539714645184	0.0	0.0	34.24651050834648	0.0	0.0	10.002136390353346	31.16459076528788	32.88219352580288	0.0	2.9025364181076045	50.47961177222561	0.0	0.0	0.0	309.3636656780624	240.7465555106129	257.52831761059645	124.72591277491551	58.43827177936368	38.99258136040333	6.973247629657383	409.07353964641896	227.6371834689685	238.3782222181728	29.25255309007633
PWY-5430	0.0	0.0	0.0	0.0	0.0	61.039826874636205	0.0	0.0	0.0	0.0	0.0	13.572937570885989	0.0	24.88961668321008	0.0	0.0	0.0	0.0	0.0	0.0	357.53358574911687	309.6253074424051	282.72778895225656	151.89297255295747	74.59523536393259	53.15020269890511	9.85839859073088	451.8584228597561	273.73071142140554	298.04312424282176	39.27035165260063
PWY-5431	612.0394364447836	952.5923854938886	415.0228089916019	153.05154826356792	434.610767781058	1744.5571422871576	830.751299058427	840.6614235622269	796.3973666499058	595.5957550562943	1354.9895644198514	467.4141855968891	434.3862301811161	528.5062757441458	2236.7902981242023	2954.5552178434777	1282.7232260830049	414.5007613748156	343.9077365935944	347.8036322628986	621.5982664562088	1021.5899057213926	399.4024084678344	532.4856510474763	269.7448719146315	482.0137162602832	350.8509896784472	961.161031835863	988.7006783328712	767.9710054746274	309.9114588001098
PWY-5484	33710.766184160624	53886.90520183786	35569.21911661184	14451.31646457622	20742.58455666368	18524.58993990456	5069.55921665938	25672.46969058868	13780.930561344549	21938.74673226108	28754.152878298	24829.910835103885	38122.7765559717	14606.996722094256	42101.94335589985	34452.21035164374	13559.002728480962	13800.68432079087	4660.45035038936	10894.65831032539	9938.376264543587	19374.64178077206	8779.486062293892	11765.448344029042	3938.852368661406	5618.124319704395	13012.041230968603	14389.234849703606	17307.988316885	15014.765062667657	11560.500731707423
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	127.5339071854206	158.41288928608608	68.75110513362414	30.12801821996901	187.40032303524592	590.3227169094446	235.36268154521176	243.2540342944932	418.6849834747151	247.1600768203297	910.0581557331992	277.3218012082531	380.92499669067473	292.76585654584574	3798.3397605132095	5242.5072020480375	926.5973431965496	35.73629958550804	351.7573053538832	225.95526084966212	2353.445483547985	3454.394389281698	1349.5977265428762	1046.7983780425066	366.3242719055771	1081.8336559835038	454.8936832028667	2852.822667645289	1911.3638148782688	2936.646191244965	415.98094726601386
PWY-5507	0.0	112.18084225981612	75.9032604520342	0.0	90.04943081888695	304.7240990769769	144.64406361608323	104.2955604036247	122.11413839219792	224.7528651966158	795.1020666948839	18.546751395578344	185.6373648262111	20.912736414557983	2336.6772067225443	1112.489814479972	948.0190658615531	35.4886231490439	305.8735508145649	203.79107526295883	1381.3441324604817	2104.507017588766	815.0773228149756	684.457553877534	280.0343213304158	836.8244019591201	515.2285002454746	1825.9065630352984	1566.6519001519057	1652.8913851387897	374.0535379304494
PWY-5509	4451.469769102379	5486.699140553633	2378.667608526228	194.94238061503128	680.2863058535554	2225.383735638428	1113.71844579235	1181.6523731312868	1259.9343131725686	1274.940395395486	1790.5776596730154	792.1119364627598	2768.0233964668614	1026.6918259514646	5172.306597075908	2861.0187286823	1433.4642204361196	564.6488863562098	647.6865783710434	599.7419985824295	4226.115330228582	7162.697368479072	2675.8514944559715	2303.165902020763	1167.442777291773	2408.311549256164	2062.1942049227323	5235.7051122433295	4326.598441625642	5060.132346869886	1214.720481317168
PWY-5529	0.0	0.0	0.0	0.0	0.0	115.05961453409604	0.0	16.851625152185168	57.07118860911269	0.0	0.0	0.0	0.0	22.765204047750537	149.76261871385867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.049801665356387	0.0	0.0	0.0
PWY-5531	0.0	0.0	13.69655050676714	0.0	0.0	146.6529007004121	0.0	52.28491719030435	74.11419729174327	85.58963214357703	52.16735447773582	0.0	0.0	25.83408364911777	166.78295004237995	0.0	0.0	0.0	25.934828604242096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.925548456810525	0.0	0.0	0.0
PWY-5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.179024108977803	0.0	0.0	9.375402867952731	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.520325203252034	0.0	0.0	3.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.8959963765027	30.30337405262076	0.0	21.0	13.534369045874248	0.0	54.27112564560351	57.42553392256156	43.11023391926804	0.0
PWY-5651	0.0	0.0	0.0	0.0	20.77048290830168	0.0	0.0	0.0	25.254829800358905	0.0	0.0	7.182463750632865	0.0	0.0	0.0	0.0	24.847138150333308	0.0	38.21806958293613	0.0	234.4169481445473	399.5283655163881	128.56724013625308	67.89718582648132	94.38161825326296	140.36499975131994	70.17103959830634	295.05900408883605	207.01638822842324	251.62380225711723	32.69923251728734
PWY-5654	0.0	0.0	0.0	0.0	0.0	19.256637168141594	0.0	0.0	12.968421052631578	0.0	0.0	3.428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.3387367915466	26.540613963596847	0.0	18.0	11.244444444444442	0.0	46.29663763762984	50.71472222222222	36.84111939459783	0.0
