function	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
K00001	39807.0	79723.3	48659.58	46154.66	56614.66	57101.16	84416.49	53288.5	5780.5	44589.3	5811.98	12180.17	6198.28	15183.78	10591.42	18402.9	23087.42	57818.75	12918.0	2468.0	25741.0	18213.83	67395.0	9852.77	32364.92	25307.98	31568.07	77315.92	119023.75	88478.5	61978.86	29585.4	52864.75	155032.25	44406.0	82887.0
K00002	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	51.0	81.0	25.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	4.0	15.0	27.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003	24492.980000000003	45306.97	27956.04	27308.34	32120.48	32480.59	47132.490000000005	30429.0	4102.7	25350.6	6940.4400000000005	12811.77	6100.93	10061.09	10489.46	11185.1	13805.21	32893.42	7703.75	2575.66	15109.45	11016.91	37962.33	13604.3	17832.77	16225.85	19472.65	45418.67	67022.67	52204.84	49081.35	20646.55	42319.76	90273.83	39802.17	54608.09
K00004	1740.4	814.0	595.0	1847.0	889.0	571.0	767.54	409.0	391.05	337.8	603.87	1076.67	378.67	536.5	1014.16	630.0	601.4	580.0	317.0	772.0	535.2	700.0	228.0	1649.84	1481.0	1156.0	945.0	80.67	40.0	22.0	41.0	44.0	37.0	59.0	64.0	26.0
K00005	3923.15	947.95	260.1	751.5899999999999	165.48000000000002	2440.37	5540.87	823.3	445.55	444.25	1507.65	3323.51	1700.15	1460.21	1612.0800000000002	697.22	1815.2	354.75	531.83	319.5	1535.48	392.42	351.0	4000.28	908.01	1732.2199999999998	1552.9	8449.42	4440.06	8540.09	22793.0	10234.25	19443.34	4855.27	21461.17	16550.17
K00006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00007	21.0	15.0	0.0	178.72	0.0	9.0	2505.44	8.0	0.0	0.0	53.67	37.42	22.75	9.0	71.17	17.71	19.33	15.0	0.0	0.0	602.14	14.71	9.0	55.67	11.33	11.33	0.0	0.0	2.57	28.71	0.0	2.0	0.0	1.43	0.0	0.0
K00008	161.66	84.0	63.0	617.97	322.25	116.25	2769.15	50.0	138.32	9.0	1488.66	2121.73	855.9300000000001	516.0	1702.79	161.71	105.92	121.75	49.0	151.07999999999998	698.3900000000001	221.46	43.0	5635.72	1182.17	2284.33	1586.0	898.6700000000001	7472.74	350.88	680.5	733.0	15274.51	350.34000000000003	10539.67	1614.17
K00009	18057.59	36566.09	23193.26	24242.69	28401.26	25631.7	41424.69	24587.060000000005	3036.99	20400.58	2165.37	5726.8	3221.73	7897.51	4307.16	8910.02	11727.58	26561.0	9753.5	920.83	13045.31	8661.04	30280.5	4452.719999999999	15796.84	12682.93	17077.31	47447.98	65035.99	58072.88	40991.67	27996.75	40685.67	74568.35	46263.0	52873.97
K00010	4791.5	3509.67	3610.77	6970.56	3460.5999999999995	1947.1200000000003	8787.58	1618.56	1433.48	1236.33	1345.13	2148.84	1394.5	1554.6799999999998	2193.4700000000003	1888.64	1387.58	1158.58	784.6700000000001	1266.75	2973.84	1046.38	536.17	1456.62	301.15	433.46	424.9	155.34	133.21	136.13	109.5	136.0	305.5	113.37	486.0	80.0
K00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00012	31306.0	70336.05	44241.44	42387.88	52482.18	47599.29	77981.84999999999	47529.9	5659.5	40246.15	9108.21	17492.98	7957.51	17341.53	14880.87	17263.309999999998	23292.25	53737.25	15449.58	3199.58	25170.39	17298.29	60922.25	20881.45	30857.99	26781.33	32938.75	61046.01	107933.91	86275.88	70026.62	31727.6	65445.66	147146.34	62830.5	73529.75
K00013	3613.57	3076.92	3408.6400000000003	6231.1	3506.1800000000003	2079.28	3950.69	1450.06	1445.0300000000002	1056.6799999999998	6099.780000000001	10226.240000000002	4060.9	3462.17	7525.21	1929.82	2663.98	1311.58	1050.25	946.58	1731.7599999999998	1215.79	652.17	14206.55	2242.42	4019.21	2664.53	1459.84	8262.74	1508.88	4627.35	3203.3	12539.17	3529.42	11096.17	4304.92
K00014	11035.57	5810.42	4933.38	9697.68	4770.25	5399.29	15143.33	3189.36	2532.28	2420.68	8311.349999999999	14582.990000000002	6117.719999999999	5659.74	10983.600000000002	3531.6600000000008	4231.360000000001	2863.83	1670.25	2453.99	5375.82	2424.76	1539.82	18687.91	3186.51	5464.389999999999	4034.61	27564.41	24474.19	18861.22	34071.35	21892.3	29666.0	9496.81	32706.17	32156.22
K00015	639.33	605.0	978.0	547.66	534.0	621.0	76.33	44.0	241.0	150.0	120.17	133.67000000000002	70.67	32.0	145.82999999999998	53.0	141.32999999999998	41.0	36.0	144.67000000000002	115.0	68.0	114.0	290.17	0.0	31.5	28.0	7.0	16.0	12.0	0.0	22.0	12.0	15.0	31.5	3.0
K00016	40523.8	86343.32	53710.13	48839.64	64943.41	61218.35	95822.72	58884.6	6067.75	48955.0	7674.280000000001	15700.17	7810.23	15988.05	12641.04	20403.31	25478.34	65029.42	24328.25	2596.75	30785.54	20900.14	74610.13	15662.8	36754.07	30940.01	43743.46	120445.0	148232.58	171128.05	228299.67	109599.0	196562.01	199908.85	206492.17	181713.84
K00018	2671.09	2320.67	2273.54	4931.17	2548.4300000000003	975.25	1022.84	1275.16	1077.91	844.63	3469.71	5719.07	2458.43	2273.63	4490.66	1339.5099999999998	875.33	802.58	557.42	633.5	824.4199999999998	680.25	343.42	8195.949999999999	923.24	2024.15	1626.3	18717.32	20793.92	9932.67	4215.93	10453.5	11470.59	2787.99	12665.67	15825.47
K00019	3342.75	2954.47	3228.92	5853.07	3341.93	1596.42	1329.84	1261.16	1186.16	908.13	1380.84	2398.59	1464.7400000000002	1315.1799999999998	2119.67	1383.31	887.91	666.83	608.4200000000001	811.41	948.4199999999998	846.91	359.17	2291.12	1036.32	832.49	592.3299999999999	78.67	43.0	31.0	41.0	67.8	37.0	70.58	94.0	32.0
K00020	3989.0	2919.02	3668.32	3136.66	2432.08	2682.35	757.41	862.3	975.65	973.6	3297.79	5019.959999999999	1872.64	1736.9900000000002	4103.9400000000005	949.2	1240.38	1010.67	367.25	1074.66	964.5	830.29	844.7299999999999	5646.41	525.87	1040.35	368.48	8581.17	4551.67	8793.17	28126.53	11179.9	17418.17	5528.84	20451.5	16323.67
K00021	17.0	8.0	0.0	0.0	0.67	0.0	0.0	0.0	2.25	12.0	37.75	121.02	27.83	8.0	67.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.83	3.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00023	696.67	612.0	988.0	593.0	570.67	635.0	74.0	65.0	228.0	123.0	505.75	829.52	270.83000000000004	224.33	762.0	86.5	141.32999999999998	61.0	28.0	137.66	140.0	122.66	135.0	918.33	69.0	66.75	35.0	2.0	16.0	14.0	0.0	26.0	9.0	15.0	30.0	3.0
K00024	5598.17	3224.7200000000003	3139.9700000000003	5421.35	3080.76	3427.86	4027.11	1509.06	1190.66	1017.18	3912.41	7054.07	2883.59	2512.77	5179.33	1295.52	2065.08	983.83	772.25	388.58	1357.31	691.04	335.42	9581.31	1862.57	2795.29	1685.1999999999998	1537.42	10129.82	2425.21	7289.1	4667.55	8663.83	2687.51	10082.5	4950.5
K00025	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	16627.42	42306.3	26385.79	24276.2	31800.48	28621.7	48693.19	28816.2	2866.39	24281.05	5617.71	11030.12	4801.34	8570.98	8190.41	9846.31	13969.78	32387.42	10715.4	1176.25	15216.14	10172.009999999998	37134.4	12960.44	17310.949999999997	16517.32	21155.98	53056.76	70899.65999999999	74332.38	94994.43	42989.05	81126.34	96985.26	82026.17	78426.17
K00029	4095.84	3565.2200000000003	4296.64	6324.4400000000005	3706.68	2314.28	3682.24	1401.56	1411.41	1124.6799999999998	3939.91	6929.92	2960.3	2815.5	5566.58	1733.52	2603.91	1177.08	940.25	930.99	1652.56	900.12	572.42	8088.97	1027.32	1772.65	1001.13	879.5	5251.07	1268.71	3753.1	2528.55	4638.08	2245.51	5696.0	2663.5
K00030	29.33	0.0	8.0	203.04	21.0	38.83	2508.6399999999994	0.0	68.0	9.0	153.64	446.5	102.5	80.67	355.33	18.71	8.0	11.25	3.0	8.01	585.14	33.71	11.0	485.59	40.0	89.25	13.0	2.67	208.57	32.71	21.0	37.0	284.33	7.18	221.0	0.0
K00031	5240.57	3827.72	3909.31	7318.85	3901.6	2561.7	4146.86	1861.56	1713.21	1355.98	6256.58	10775.080000000002	4896.299999999999	4463.42	7845.45	2508.12	3160.81	1683.58	1275.25	1463.58	2119.01	1561.54	819.17	13535.58	2664.34	4163.71	3267.7000000000003	756.92	3146.99	356.38	977.68	881.1	7838.76	2174.67	5962.17	1805.92
K00032	1645.0	725.0	496.67	1090.75	419.42	471.92	212.0	409.0	315.75	328.0	273.0	431.0	208.0	373.0	643.0	589.0	584.58	526.0	227.0	567.75	403.25	401.75	202.0	13.0	0.0	0.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	46.25	64.0	26.0
K00033	20222.92	45312.34	29715.73	29794.43	34964.97	30251.12	49878.52	30288.160000000003	4298.99	25153.08	5057.389999999999	10711.13	5699.82	9893.5	8149.99	11562.02	15111.35	33215.25	11345.75	2139.75	16313.56	11130.89	37718.3	9884.33	18583.620000000003	16366.91	21267.960000000003	65210.57	85494.23999999999	75732.38	69700.59	42479.5	64228.0	93058.85	68046.0	76219.22
K00034	1726.33	775.0	577.0	1492.25	669.81	513.42	480.29	417.0	340.75	328.0	643.75	1020.22	469.42	512.75	1131.88	620.0	581.8000000000001	568.0	261.0	670.42	469.25	547.75	228.0	1443.17	827.67	820.46	591.5799999999999	96.5	153.17	25.0	147.0	188.5	450.5	110.92	344.5	139.5
K00035	627.0	573.0	1006.0	512.0	519.0	612.0	74.0	40.0	175.0	116.0	36.0	46.0	13.0	8.0	53.0	40.0	90.33	31.0	23.0	123.0	82.0	46.0	86.0	39.0	0.0	9.0	3.0	0.0	16.0	12.0	0.0	22.0	9.0	11.0	8.0	0.0
K00036	21952.25	46040.34	30234.0	30984.85	35399.16	30698.37	50077.52	30689.36	4565.49	25468.08	4957.84	10706.95	5785.67	10123.35	8414.34	12172.02	15688.71	33746.25	11557.75	2710.83	16687.809999999998	11485.169999999998	37907.9	9682.46	18555.02	16334.39	21303.710000000003	65264.9	85229.23999999999	75750.38	69741.59	42511.5	63887.0	93105.1	67873.0	76245.22
K00038	51.0	43.0	64.0	0.0	33.0	43.0	13.0	0.0	36.25	0.0	404.0	799.25	264.0	153.0	282.33000000000004	0.0	0.0	0.0	0.0	0.0	31.0	0.0	8.0	462.5	45.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00039	21.0	15.0	0.0	178.72	0.0	9.0	2503.15	8.0	0.0	6.0	59.17	70.17	28.75	0.0	48.17	17.71	4.33	15.0	0.0	0.0	594.14	14.71	9.0	97.17	8.33	8.33	0.0	0.0	2.57	28.71	0.0	2.0	0.0	1.43	0.0	0.0
K00040	33.42	44.75	75.1	527.31	43.48	57.370000000000005	7514.7	43.8	21.5	9.25	746.96	1680.08	581.25	485.75	626.1600000000001	363.13	1494.47	197.5	300.5	35.5	1761.4199999999998	33.629999999999995	47.0	2338.38	233.91	802.66	429.5	174.92000000000002	1304.96	186.63	296.5	303.25	3949.33	95.04	1612.0	253.0
K00041	48.75	51.75	110.5	406.59	67.25	131.5	5022.549999999999	50.4	56.5	43.55	1137.64	2427.7200000000003	829.5699999999999	785.3199999999999	1179.17	389.42	1548.33	334.25	306.83	60.25	1214.28	105.92	69.0	2848.3600000000006	345.66	997.23	458.47	951.17	6275.14	1330.42	3900.5	2545.25	8299.08	1316.86	6233.0	2939.0
K00042	2365.83	1357.3	1501.27	2063.49	1012.92	1158.12	5302.799999999999	497.4	513.0	464.3	1153.79	3199.41	1075.17	1324.0	1545.49	1236.42	3726.41	964.0	870.66	744.74	1718.5300000000002	545.1600000000001	361.0	2718.01	362.33	1166.32	485.0	253.17	1623.81	147.59	269.5	264.0	2486.01	1000.27	3964.17	1074.67
K00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00045	2181.0	1263.0	1402.67	1588.75	938.42	1026.92	286.0	437.0	475.0	438.0	318.47	696.0	217.0	373.0	743.17	614.0	661.25	557.0	250.0	710.75	477.25	447.75	288.0	273.17	11.5	42.0	20.0	76.0	32.0	29.0	41.0	61.0	37.0	57.25	74.5	26.0
K00046	4713.33	1594.75	1264.6	1255.81	786.0	2894.2	3394.13	799.4	652.25	569.3	2500.05	3978.39	1534.24	1026.24	3029.2699999999995	436.01	451.74	547.25	191.25	427.25	1046.5700000000002	332.04	290.0	6549.25	561.52	1513.98	995.7	1064.4299999999998	7006.99	1372.21	4098.5	2679.5	10509.24	1420.85	6936.0	2985.5
K00048	16346.75	41980.75	25437.5	23621.47	30031.25	28213.5	48073.15	28488.0	2693.75	23866.25	2692.0	6721.57	3205.5	7598.65	5212.679999999999	9680.01	13520.58	31411.25	7167.83	823.5	14180.14	9467.21	36798.0	5852.150000000001	16034.85	14155.37	17422.3	36598.92	61545.16	43352.88	20551.25	9315.0	22373.09	83093.76000000001	14676.17	36660.92
K00050	2298.0	1322.0	1454.67	1675.08	997.75	1103.25	291.33	425.0	510.75	451.0	604.64	871.17	415.75	490.0	1093.17	639.0	685.25	567.0	261.0	695.41	477.25	473.74	288.0	711.84	40.33	138.82999999999998	59.0	106.67	144.0	32.0	82.0	147.0	264.33	810.25	572.5	148.0
K00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00052	3911.9	3167.92	3530.6400000000003	6330.700000000001	3628.18	2173.28	4059.86	1662.56	1672.2800000000002	1164.6799999999998	6201.780000000001	10751.490000000002	4866.9	4136.5	7547.71	2086.82	2865.98	1399.58	1148.25	1213.91	1957.76	1393.29	804.1700000000001	14766.38	2765.42	4572.21	3530.53	1497.84	8294.74	1529.88	6249.35	3441.3	12643.17	5012.42	11470.17	4343.92
K00053	3906.57	3173.92	3574.6400000000003	6324.700000000001	3618.18	2170.95	4065.69	1662.56	1677.2800000000002	1158.6799999999998	6145.780000000001	10614.240000000002	4839.9	4137.67	7681.54	2071.82	2888.98	1444.58	1148.25	1201.58	1987.76	1393.29	815.1700000000001	14587.8	2757.42	4455.21	3479.53	1489.84	8251.74	1529.88	4646.35	3196.3	12511.17	3564.42	11046.17	4317.92
K00054	20394.4	43204.62	26575.73	24360.33	31825.56	30756.67	46633.66	29528.3	3068.38	24431.0	3013.5600000000004	6507.6	3790.65	7951.82	5218.97	10134.8	12591.95	32107.17	10551.25	1335.83	14815.2	10359.63	37347.73	5661.589999999999	18083.870000000003	14980.260000000002	20762.98	46712.33	67113.67	65939.67	66103.67	32558.0	59611.67	91418.34	60281.0	61934.67
K00055	100.0	237.0	890.0	117.0	1385.0	148.0	316.0	225.0	66.5	140.0	340.79	634.1700000000001	269.75	190.0	291.17	58.0	157.0	733.0	3403.0	151.0	832.0	424.0	267.0	589.67	80.33	450.33	2360.0	8261.0	5105.0	22483.0	44973.0	22576.0	40502.0	8575.0	47054.0	25863.0
K00057	23943.57	46215.34	29999.370000000003	30251.03	35142.74	32608.95	50279.52	30925.36	4556.61	25621.68	9061.34	16962.010000000002	7825.049999999999	11520.9	13039.02	11938.82	15262.53	33542.67	11481.5	2234.41	16473.76	11283.419999999998	37890.15	19773.76	19517.36	18445.58	22946.44	65722.23999999999	88608.75	76057.54999999999	79042.01999999999	44330.3	72007.5	97622.43	74396.0	78001.72
K00058	8174.9	4825.92	4725.64	7943.17	4360.18	4901.11	12168.96	2238.96	1846.1	1716.6799999999998	8823.62	14844.05	6115.33	5271.09	10701.69	2248.95	3170.97	1541.83	1138.25	1244.9199999999998	3800.18	1430.25	1037.42	21196.94	3375.58	6009.25	4389.4400000000005	10136.35	15722.62	10416.51	26084.52	13826.8	36050.83	6247.629999999999	32776.17	19925.42
K00059	64269.880000000005	106715.07	69925.69	72146.08	78160.00000000001	76230.17	120414.12	69577.26	11958.67	58058.130000000005	24378.39	44237.6	19496.38	26686.23	35390.33	29262.370000000003	36812.89	75930.67	22381.83	9315.67	40121.21	27186.67	84707.47	50608.52	41194.74	41460.21	48152.01	127807.26	181304.52	137049.09999999998	113158.63	65293.2	111558.42	202258.49	105364.84	135781.44
K00060	592.42	550.75	923.1	701.8699999999999	532.92	595.7	2582.4	56.4	185.5	119.25	474.2	1360.94	436.08	414.08	450.71	315.71	1623.92	218.5	329.83	131.83	699.1400000000001	92.21	146.0	1435.37	157.25	539.41	191.0	94.92	1001.82	93.71	57.5	112.25	1439.0	72.68	1382.5	106.5
K00064	579.33	542.0	944.0	553.0	522.0	569.0	74.0	44.0	168.25	110.0	23.67	175.25	6.0	51.5	17.67	53.0	84.0	74.0	23.0	123.0	113.0	66.0	104.0	142.17000000000002	0.0	0.0	7.0	1.67	16.0	12.0	0.0	26.0	9.0	11.0	8.0	0.0
K00065	630.75	581.75	980.5	882.1700000000001	549.8399999999999	620.25	5093.549999999999	62.4	239.75	132.25	403.67	1638.78	484.58	558.25	439.84	361.42	1644.16	240.5	341.83	138.25	1278.5300000000002	70.67	105.0	1169.4899999999998	151.41	457.99	221.0	22.25	310.89	72.92	1.0	31.75	467.0	23.36	317.0	17.5
K00066	1624.0	737.0	496.67	1080.75	419.42	485.92	212.0	397.0	315.75	328.0	273.0	461.0	204.0	382.4	641.0	589.0	575.25	526.0	227.0	567.75	395.25	401.75	202.0	48.0	0.0	0.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	46.25	64.0	26.0
K00067	7839.73	3225.0	2426.63	3578.1400000000003	1802.51	4177.17	3623.14	1640.5	1171.12	1416.1	4986.45	8334.300000000001	3551.44	3412.53	6809.139999999999	2019.01	1848.98	1849.75	652.0	1453.58	1880.84	1300.04	982.25	13086.65	2597.68	3745.53	2835.93	3760.26	11500.83	1940.05	12292.77	5058.0	14771.59	5053.17	12840.34	4548.84
K00068	3573.5	896.17	174.93	657.3399999999999	33.5	2063.87	5339.879999999999	568.4	185.33	287.5	156.87	1698.18	484.0	624.5	184.87	676.7199999999999	3031.33	408.67	661.66	35.33	1154.28	49.75	28.33	1565.63	316.43	1070.06	430.73	8.83	83.31	73.09	11.67	9.5	62.67	31.700000000000003	9.0	7.67
K00073	22.75	23.75	12.5	184.87	10.25	34.5	2522.15	13.0	3.5	3.25	168.5	1088.0	335.75	356.25	193.5	292.71	1514.41	172.5	313.16	26.5	595.14	14.21	8.0	776.92	119.75	406.66	168.0	22.25	446.32	43.21	1.0	9.75	426.0	9.68	313.0	57.5
K00074	2465.08	1486.85	1748.77	2053.22	1178.17	1435.2800000000002	2840.4	599.9	757.8199999999999	606.85	4697.06	7839.110000000001	3094.1	2393.42	5443.97	1119.81	2516.99	988.5	623.16	972.16	1269.39	731.6200000000001	448.0	10314.44	888.24	2406.82	1556.83	8429.09	4143.49	8481.38	22717.67	10382.85	20461.84	4144.84	19762.67	16221.67
K00075	23910.57	46215.34	29999.370000000003	30234.03	35142.74	32613.620000000003	50279.52	30925.36	4496.61	25627.68	9054.35	16952.510000000002	7866.049999999999	11571.73	13118.36	11938.82	15234.86	33550.17	11479.5	2241.08	16488.76	11300.419999999998	37901.15	19631.92	19490.02	18358.570000000003	22875.11	65797.07	89167.90999999999	76129.54999999999	79383.51999999999	44744.3	72970.34	97918.51	75365.17	78324.39
K00076	5.75	12.75	21.5	44.15	10.25	12.5	0.0	23.0	12.5	3.25	322.62	1459.15	398.5	392.75	481.95	281.0	1478.75	214.5	300.5	34.5	0.0	28.5	19.0	2003.55	324.25	955.5	478.0	138.25	1538.25	64.0	83.5	132.25	2303.0	91.0	1754.0	159.5
K00077	4506.82	2518.6200000000003	2323.66	4355.139999999999	2075.26	2224.06	8783.61	1229.8	1032.45	1045.25	5296.23	8883.5	4134.629999999999	3621.02	6646.46	1987.03	3163.14	1764.42	1024.33	1651.9	3257.12	1600.4500000000005	933.58	12439.48	3087.12	4653.65	3440.28	8777.42	4170.8	8721.3	21230.35	10259.3	18957.42	2917.3	18654.0	15568.92
K00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00082	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	11.0	6.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00086	0.0	0.0	0.0	163.72	0.0	22.5	2542.15	22.0	6.57	12.0	77.57	88.67	26.18	15.0	60.6	8.71	43.0	25.0	11.0	0.0	592.14	58.71	0.0	91.67	40.33	11.33	31.0	8069.0	2458.57	8336.71	20629.0	9704.0	14635.0	1828.43	15700.0	14807.0
K00087	24.75	12.75	12.5	15.15	10.25	27.5	0.0	17.0	36.5	3.25	419.5	1307.4	401.75	451.25	324.2	269.0	1491.08	176.5	311.83	24.5	0.0	9.5	25.0	1322.8	144.75	535.0799999999999	410.0	66.25	300.25	3.5	106.5	30.75	687.5	702.75	2227.5	771.5
K00088	24001.57	46286.34	30023.370000000003	30246.03	35157.24	32648.620000000003	50304.77	30936.86	4569.11	25649.68	9418.85	17614.09	8017.049999999999	11689.4	13406.53	11941.32	15331.2	33728.67	11485.5	2236.66	16646.76	11332.419999999998	37940.15	20758.93	19543.69	18724.570000000003	23072.11	65914.91	88960.90999999999	76057.54999999999	79104.26999999999	44436.05	72523.09	98152.76	75259.67	78144.64
K00090	1748.75	850.55	532.06	1341.62	480.67	554.62	2722.69	439.4	355.25	339.05	667.6099999999999	1715.43	638.0799999999999	796.92	1045.62	890.01	2106.16	728.5	538.83	593.58	1025.39	457.29	248.0	948.5399999999998	198.08	449.33	175.0	78.25	28.32	50.21	42.43	44.55	28.0	55.93	64.0	28.5
K00091	1695.0	718.0	493.67	1133.16	424.17	481.83	214.33	405.0	342.0	328.0	461.92	709.3399999999999	325.83000000000004	442.17	828.5	595.8	627.0	546.0	230.0	565.67	429.0	406.0	220.0	330.17	41.0	44.17	45.0	96.0	457.0	34.0	41.0	77.8	546.0	63.0	497.0	41.0
K00094	5.75	12.75	12.5	176.27	10.25	12.5	2503.15	13.0	3.5	3.25	55.67	835.67	233.5	306.25	47.67	277.71	1491.08	172.5	306.83	12.5	577.14	14.21	8.0	569.42	121.08	400.66	155.0	2.25	12.32	32.21	1.0	0.75	0.0	9.68	0.0	2.5
K00096	16.0	10.0	4.0	6.33	24.67	0.0	0.0	0.0	22.0	0.0	140.0	232.0	156.0	64.4	137.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	24.0	236.5	20.0	21.5	139.0	0.0	21.0	0.0	0.0	21.5	117.5	6.0	153.5	45.5
K00097	2531.67	1427.55	1706.4799999999998	2411.82	1067.51	1303.12	7833.32	586.8	663.5	586.35	3877.63	6569.18	2297.23	2293.82	5040.92	1112.4299999999998	2399.25	1133.25	588.58	830.66	2428.67	693.0400000000001	457.25	8726.39	931.66	2185.32	1188.3	939.5	6046.71	1350.63	3745.6	2456.05	6134.08	1961.04	6425.0	2538.5
K00098	21.0	15.0	0.0	15.0	3.0	0.0	0.0	8.0	0.0	6.0	25.22	121.67	53.67	38.17	46.17	27.0	4.33	15.0	0.0	11.0	22.0	10.0	9.0	208.42	22.5	48.5	51.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K00099	3030.17	2531.7200000000003	2517.6400000000003	5378.700000000001	2800.1800000000003	1311.9499999999998	3571.86	1387.06	1321.48	1089.6799999999998	6093.280000000001	10505.37	4138.9	3605.33	7894.1	1782.02	2601.58	1398.83	913.25	786.58	1610.56	909.79	467.42	14153.33	1412.82	3389.4299999999994	2115.38	19034.24	21546.74	10105.88	12979.35	11836.3	12583.17	6345.42	14594.17	16196.72
K00100	17729.67	43392.6	27510.050000000003	24709.1	31403.96	29708.51	46011.0	28855.6	3077.14	24361.9	6795.15	12563.71	5271.88	9122.62	10048.31	10028.2	12691.53	31946.92	6962.0	1124.08	14075.0	9769.6	37243.8	14682.21	17581.120000000003	15443.36	18487.54	65370.66	86026.75	61963.0	52951.36	31222.7	45611.91	88869.25	43342.0	67028.8
K00101	1793.17	2263.7200000000003	2718.68	4594.9400000000005	2744.01	1142.28	3378.24	847.0600000000001	890.9099999999999	621.38	1141.0	2682.09	1255.81	1184.26	1454.29	1036.52	1819.82	274.33000000000004	662.25	161.17000000000002	1061.56	244.46	163.17000000000002	1903.79	477.9	609.32	229.33	10.26	28.32	49.21	1.0	25.55	9.0	24.26	8.0	5.5
K00102	661.33	607.0	926.0	581.0	580.0	620.0	74.0	36.0	202.0	123.0	467.3	753.0	304.5	164.0	495.33	67.0	118.33	46.0	28.0	136.32999999999998	107.0	62.33	112.0	849.1700000000001	87.0	71.5	30.0	0.0	16.0	13.0	0.0	24.0	9.0	612.0	52.0	3.0
K00103	0.0	0.0	33.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	24.0	3.0	26.0	0.0	2.0	12.0	0.0	15.0	0.0	43.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00104	2405.08	1373.75	1495.17	1878.31	1092.98	1170.1699999999998	292.16	515.0	568.8199999999999	512.25	1989.13	3521.41	1209.58	1139.12	2546.46	960.0	2294.97	798.75	583.83	786.83	587.0	550.8299999999999	343.0	3041.88	281.92	727.11	429.75	90.43	159.92000000000002	51.17	1655.0	287.75	382.84	2734.91	541.17	128.17000000000002
K00105	277.0	78.0	106.0	90.33	112.0	103.0	92.83	212.5	203.0	102.0	259.66	638.55	851.0	666.42	164.54	127.8	185.33	88.0	98.0	261.0	211.0	177.5	150.0	922.39	575.27	778.86	947.98	30.0	1.67	21.0	19.0	0.0	13.0	42.67	13.0	13.0
K00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
