function	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
K02062	1563.59	2106.42	2594.93	4463.6900000000005	2629.26	1010.03	3373.53	830.5600000000001	798.66	569.58	783.04	1916.52	1157.9	1065.26	920.45	952.22	1734.91	246.33	637.5	135.5	988.31	252.71	134.17000000000002	1475.53	352.07	606.57	286.83	3.92	28.32	44.21	1.0	30.75	12.0	23.01	8.0	2.5
K02063	1563.59	2106.42	2594.93	4463.6900000000005	2629.26	1033.03	3381.53	830.5600000000001	823.66	569.58	853.04	1977.52	1192.9	1112.26	981.95	971.22	1748.91	283.33000000000004	654.5	135.5	1010.31	252.71	152.17000000000002	1530.03	364.07	614.57	321.83	6.92	28.32	49.21	1.0	30.75	12.0	23.01	8.0	2.5
K02064	1563.59	2106.42	2594.93	4463.6900000000005	2629.26	1033.03	3381.53	830.5600000000001	823.66	569.58	853.04	1977.52	1192.9	1112.26	997.95	971.22	1748.91	283.33000000000004	654.5	135.5	1010.31	252.71	152.17000000000002	1544.03	364.07	614.57	321.83	6.92	28.32	49.21	1.0	30.75	12.0	23.01	8.0	2.5
K02065	5250.59	3790.22	3953.56	6985.85	3644.77	2275.19	3827.86	1807.56	1708.16	1423.6799999999998	4622.98	8066.92	3363.3	3436.83	6974.48	2340.02	3171.16	1687.08	1175.5	1390.41	2007.81	1314.87	708.42	9202.34	1082.82	1911.98	1094.13	964.17	5251.07	1273.71	3794.1	2545.55	4657.08	2877.76	5774.0	2689.5
K02066	5361.59	3828.22	4009.56	7094.84	3717.44	2339.19	3833.19	1824.56	1708.16	1431.6799999999998	4836.65	8191.42	3447.3	3452.83	7158.75	2343.02	3207.16	1687.08	1202.5	1403.08	2015.81	1329.87	708.42	9424.34	1121.82	1907.98	1108.13	968.18	5275.07	1287.71	3794.1	2545.55	4720.08	2895.76	5966.0	2737.5
K02067	5328.59	3828.22	3957.56	7063.51	3709.11	2325.86	3830.86	1807.56	1691.16	1416.6799999999998	4943.98	8091.42	3365.3	3396.5	7216.75	2342.02	3158.82	1687.08	1180.5	1384.41	2015.81	1292.87	708.42	9303.34	1120.82	1863.98	1095.13	995.53	5338.07	1273.71	3835.1	2631.55	4807.08	2440.76	6251.0	2808.5
K02068	3734.75	1065.5	318.5	988.2	441.81	2221.87	3328.7699999999995	676.1999999999999	259.5	387.25	1011.85	2063.85	654.0699999999999	676.97	1089.86	751.01	1876.13	372.25	400.08	135.32999999999998	811.1400000000001	320.34000000000003	189.4	2597.13	1823.78	1179.55	772.22	10471.25	4514.32	8697.71	21602.75	10706.0	15860.25	2612.68	16027.0	15027.25
K02069	3718.42	962.5	249.5	908.2	345.48	2148.87	3175.7699999999995	590.1999999999999	259.5	336.25	1187.73	2297.12	690.15	716.47	1280.61	730.51	1844.13	306.25	400.08	135.32999999999998	784.1400000000001	263.34	82.4	2854.21	1829.28	1218.55	789.22	10382.92	4446.32	8546.71	21579.75	10765.0	15977.25	2442.6800000000003	16474.0	15021.25
K02071	38942.24	81172.23	51007.990000000005	51202.36	60342.16	56034.05	93080.23	54503.76000000001	6996.27	45570.18	9958.53	19450.52	9692.73	18222.67	15496.15	20294.14	25773.35	59520.26	17302.08	3451.57	29221.29	19509.25	68200.56000000001	19109.34	33828.14	28847.92	36305.02	77593.58	119584.97	101941.64	98779.37	42766.35	81772.84	165332.13999999998	77648.0	93363.01
K02072	38913.24	81158.23	51007.990000000005	51202.36	60355.16	56032.05	93080.23	54520.76000000001	6996.27	45570.18	9974.78	19445.52	9712.23	18183.67	15424.15	20294.14	25750.020000000004	59515.26	17305.75	3451.57	29252.29	19540.25	68209.56000000001	19000.34	33820.14	28788.590000000004	36265.02	77593.58	119617.97	101941.64	98779.37	42766.35	81819.84	165330.13999999998	77708.0	93357.01
K02073	45197.16	84403.25	53394.39	57321.17	63123.64	59052.35	102234.12	56284.32000000001	8259.68	46797.36	12276.25	24053.38	11492.91	20112.870000000003	18893.18	21988.78	28165.27	60426.59	18249.58	4184.15	31864.13	20387.06	68544.53	23128.0	35171.24	30114.57	37205.600000000006	103353.23	135550.43	118933.27	119573.37	60396.1	96973.84	167710.26	97701.0	120370.31
K02074	18180.0	42976.17	26767.0	24878.47	31857.48	28871.96	48604.77	29157.7	3056.33	24303.0	2911.32	6225.89	3070.9	7589.9	5626.969999999999	10382.21	13021.47	32498.67	10523.0	1545.33	15461.39	10354.59	37306.73	4123.32	16665.93	13610.23	19239.0	46851.0	67030.07	65927.38	66047.92	32540.75	59486.92	91729.35	60191.5	61938.92
K02075	18183.33	42962.17	26767.0	24887.47	31858.15	28871.96	48604.77	29181.7	3056.33	24326.0	2934.32	6283.89	3070.9	7596.9	5647.969999999999	10363.71	13021.47	32498.67	10523.0	1545.33	15461.39	10354.59	37317.73	4199.32	16665.93	13639.23	19239.0	46851.0	67030.07	65933.38	66047.92	32540.75	59486.92	91729.35	60191.5	61938.92
K02076	16516.0	42262.67	25596.33	23975.0	30393.0	28415.67	46118.16	28713.0	2669.33	24000.0	2523.06	5589.22	2911.67	7128.42	4690.04	9433.8	12108.0	31344.67	6942.0	934.33	13775.0	9711.33	37015.33	4534.56	16548.27	13933.86	17383.98	44485.33	62953.67	51792.67	40963.67	18769.0	32746.67	85106.34	28666.0	51032.67
K02077	18180.0	42976.17	26800.0	24909.07	31967.15	28903.96	48605.52	29157.7	3078.33	24309.0	3038.9800000000005	6493.22	3166.9	7693.9	5785.969999999999	10673.71	13307.81	32506.67	10525.0	1562.66	15476.39	10369.59	37308.73	4504.32	17535.6	13748.23	19257.0	49108.0	68737.57	66090.38	66828.17	33416.5	60391.17	92107.35	60332.5	61952.17
K02078	35827.310000000005	57603.79	36907.56	38334.12	42020.990000000005	42096.85	64896.310000000005	38497.46000000001	6573.98	31546.48	15102.76	27367.740000000005	12073.490000000002	15449.27	21486.62	16006.64	19529.310000000005	41145.59	13782.25	4448.070000000001	21624.74	14662.63	45964.05	33891.5	22357.89	24257.29	29034.960000000003	81151.91	106617.56	92874.31	106379.3	57044.65	102530.27	119024.61	102467.51	102813.48
K02079	8.42	12.75	12.5	12.15	10.25	12.5	5.25	13.0	3.5	3.25	70.25	852.52	215.25	304.25	77.5	272.5	1524.91	172.5	313.16	12.5	0.0	9.5	8.0	558.12	115.75	406.41	155.0	2.25	9.75	3.5	1.0	0.75	0.0	8.25	0.0	2.5
K02080	24.75	23.75	31.5	16.15	28.25	28.5	0.0	13.0	10.5	29.25	40.5	855.0	234.75	313.25	38.5	269.0	1491.08	172.5	306.83	12.5	0.0	19.5	8.0	1048.5	182.75	713.33	319.0	2.25	26.75	3.5	1.0	7.75	41.0	8.25	65.0	2.5
K02081	20.42	12.75	23.5	27.15	16.25	43.5	5.25	13.0	14.5	10.25	195.84	1091.23	276.5	405.65	241.34	272.5	1501.58	185.5	306.83	12.5	10.0	9.5	19.0	927.01	154.41	482.66	191.33	2.25	38.08	3.5	1.67	7.75	232.0	12.25	225.67	37.17
K02082	6812.42	8896.5	5089.5	4266.48	5448.25	7769.5	8664.75	6151.5	788.5	4763.25	1081.58	2940.44	1640.25	1199.0	1428.83	2619.3	3919.91	5927.0	1837.08	448.0	2657.0	1944.0	7081.0	2666.84	2722.02	3616.32	4237.23	8675.25	12846.42	8033.5	6249.0	2707.75	4626.0	16968.67	2833.0	6718.5
K02083	77.75	80.75	63.1	359.59	10.25	51.7	5032.839999999999	26.4	23.5	30.25	363.84	1319.2199999999998	359.0	425.33	433.08	319.92	1525.91	172.5	313.83	28.5	1191.28	33.92	8.0	1172.29	187.08	511.78	174.25	109.25	1430.39	115.42	57.5	77.25	1774.0	49.11	1653.5	207.5
K02086	20363.4	43194.95	26541.4	24334.33	31895.56	30773.67	46630.33	29489.3	3071.8	24519.0	2996.46	6631.02	3823.32	7903.82	5095.31	10144.8	12570.95	32192.5	10538.25	1334.5	14815.2	10348.3	37343.4	5664.259999999999	18007.87	14963.260000000002	20698.98	46778.0	67142.67	65987.0	72949.0	33379.0	59553.0	92835.67	60642.0	62008.0
K02092	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02093	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02094	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02095	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02096	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02097	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02099	24.75	12.75	25.1	175.87	10.92	23.7	2510.69	14.4	3.5	3.25	160.96	1086.99	300.75	396.08	245.49	281.71	1524.91	172.5	313.16	14.5	577.14	14.21	18.0	976.34	154.07999999999998	500.49	195.0	89.25	621.3199999999999	81.71000000000001	144.0	85.25	552.5	747.1800000000001	2431.5	820.5
K02100	5.75	12.75	12.5	175.87	10.25	12.5	2508.4	13.0	3.5	3.25	75.67	856.67	241.25	334.75	84.92	281.21	1501.58	172.5	306.83	12.5	577.14	14.21	8.0	585.04	121.08	400.66	155.0	2.25	12.32	32.21	1.0	0.75	0.0	9.68	0.0	2.5
K02101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02103	13429.0	34019.0	20587.0	19576.0	24759.56	22880.67	37427.0	23120.0	2193.0	19532.0	1857.9	4227.05	2458.65	7013.4	3721.6	7725.0	10019.55	25641.0	5572.0	684.0	11252.0	7923.0	30001.0	4505.2	14855.6	11680.4	14434.0	37998.0	53279.5	43828.5	37509.5	17404.0	33385.5	70079.0	29670.5	45264.5
K02106	2615.92	2316.2200000000003	2175.33	4899.42	2521.84	931.91	997.84	1218.16	959.66	788.38	941.5	2360.42	1340.4	1442.1	1440.66	1517.31	2211.66	793.33	856.5	636.25	757.42	589.75	271.17	1290.5	349.73999999999995	625.16	313.33	94.25	58.75	20.5	42.0	42.55	185.0	56.83	147.0	28.5
K02107	19.0	8.0	0.0	13.6	0.0	9.5	0.0	6.0	0.57	9.0	308.5	281.75	194.43	137.0	321.43	0.0	28.0	38.67	5.0	2.0	3.0	8.0	12.0	581.38	67.0	138.5	99.0	17651.4	14093.5	8612.5	182.5	7694.5	1558.0	768.0	5583.0	12646.8
K02108	23929.57	46215.34	29999.370000000003	30228.03	35142.74	32589.620000000003	50274.69	30878.36	4538.86	25560.68	8764.43	16461.59	7737.549999999999	11437.73	12787.86	11929.82	15260.2	33481.0	11462.5	2195.41	16496.76	11252.419999999998	37875.15	18852.0	19480.69	18323.070000000003	22978.61	48093.17	74495.90999999999	67429.04999999999	79003.51999999999	36731.8	70316.84	97683.76	70788.17	66215.59
K02109	24553.57	46765.34	30976.370000000003	30783.03	35666.74	33176.95	50345.69	30916.36	4745.86	25676.68	9088.73	17095.09	7909.799999999999	11555.23	13306.11	11987.82	15360.2	33527.0	11485.5	2318.41	16578.76	11310.419999999998	37961.15	19311.75	19519.19	18206.570000000003	22908.61	48126.17	74719.90999999999	67452.04999999999	79003.51999999999	36762.8	70747.84	98291.76	71084.17	66575.59
K02110	24007.57	46253.34	30011.370000000003	30287.03	35193.74	32625.620000000003	50274.69	30878.36	4538.86	25560.68	8758.759999999998	16567.59	7727.549999999999	11437.73	12787.86	11929.82	15270.2	33481.0	11462.5	2194.74	16496.76	11252.419999999998	37875.15	18522.0	19417.69	18097.070000000003	22827.61	48093.17	74495.90999999999	67429.04999999999	79003.51999999999	36731.8	70316.84	97683.76	70788.17	66215.59
K02111	23929.57	46215.34	29999.370000000003	30228.03	35142.74	32589.620000000003	50274.69	30878.36	4538.86	25560.68	8741.43	16412.59	7711.549999999999	11445.73	12809.59	11929.82	15260.2	33481.0	11462.5	2195.41	16496.76	11252.419999999998	37875.15	18470.0	19417.69	18103.070000000003	22827.61	48093.17	74511.90999999999	67429.04999999999	79017.51999999999	36744.8	70356.84	97683.76	70798.17	66215.59
K02112	23929.57	46215.34	29999.370000000003	30228.03	35142.74	32589.620000000003	50274.69	30878.36	4538.86	25560.68	8772.43	16525.59	7724.549999999999	11446.73	12744.86	11929.82	15272.2	33481.0	11469.5	2195.41	16496.76	11252.419999999998	37875.15	18489.0	19417.69	18096.070000000003	22852.61	48093.17	74495.90999999999	67429.04999999999	79003.51999999999	36731.8	70316.84	97683.76	70788.17	66215.59
K02113	23659.57	46148.34	29893.370000000003	30140.03	35030.74	32479.620000000003	50182.69	30666.36	4298.61	25464.68	7817.929999999999	14841.59	6547.049999999999	10557.23	11782.36	11797.82	15057.2	33389.0	11356.5	1940.41	16291.76	11082.419999999998	37701.15	16699.5	18881.69	17352.57	21765.11	48052.17	74473.90999999999	67408.04999999999	78984.51999999999	36731.8	70122.84	97648.76	70565.17	66190.59
K02114	23929.57	46215.34	29999.370000000003	30228.03	35142.74	32589.620000000003	50274.69	30878.36	4538.86	25560.68	8677.43	16532.59	7692.549999999999	11412.73	12756.86	11929.82	15260.2	33481.0	11462.5	2196.74	16501.76	11258.75	37890.15	18424.0	19405.69	18097.070000000003	22827.61	48093.17	74473.90999999999	67430.04999999999	79003.51999999999	36731.8	70300.84	97683.76	70757.17	66215.59
K02115	23929.57	46215.34	29999.370000000003	30228.03	35142.74	32589.620000000003	50274.69	30878.36	4538.86	25566.68	8757.43	16541.59	7727.549999999999	11437.73	12787.86	11929.82	15260.2	33481.0	11462.5	2195.41	16496.76	11252.419999999998	37875.15	18487.0	19417.69	18101.070000000003	22839.61	48093.17	74495.90999999999	67429.04999999999	79003.51999999999	36731.8	70316.84	97683.76	70788.17	66215.59
K02116	3447.84	3005.42	3248.6400000000003	6054.04	3366.68	1662.45	3851.53	1287.56	1162.41	925.58	2203.58	4126.03	1942.9	1908.6	2978.45	1644.02	2400.49	814.33	913.25	853.58	1505.56	821.79	364.17	3818.12	1316.5699999999997	1313.7399999999998	946.33	104.25	270.32	79.21000000000001	42.43	108.55	410.0	687.26	386.0	333.5
K02117	74.0	23.75	31.0	72.6	31.0	79.5	36.16	65.0	96.57	141.0	3310.74	4917.68	1777.55	1285.11	3673.95	79.8	98.33	304.59	53.25	70.5	58.0	67.0	89.0	8717.720000000001	684.6	2179.5	1301.88	17944.24	16876.84	8775.67	494.67	8047.0	7718.5	950.83	9317.17	13328.47
K02118	74.0	23.75	31.0	72.6	31.0	79.5	36.16	65.0	96.57	141.0	3266.74	4974.68	1746.55	1266.11	3662.95	79.8	98.33	304.59	53.25	70.5	58.0	67.0	89.0	8661.720000000001	677.6	2149.5	1243.88	17936.24	16876.84	8775.67	494.67	8047.0	7663.5	950.83	9317.17	13328.47
K02119	60.0	23.75	8.0	59.6	31.0	79.5	21.33	18.0	96.57	74.0	1998.66	3118.8500000000004	1045.93	780.4200000000001	2163.37	42.8	54.33	103.84	34.25	33.5	21.0	30.0	54.0	5036.96	426.77	1344.86	735.98	17893.74	16348.67	8735.0	419.0	8021.0	6409.66	890.1700000000001	8779.0	12938.8
K02120	74.0	23.75	31.0	77.2	31.0	79.5	36.16	65.0	96.57	141.0	3305.74	4950.68	1784.55	1249.11	3656.95	79.8	98.33	304.59	53.25	70.5	58.0	67.0	91.0	8800.720000000001	691.6	2174.5	1268.88	17952.24	16876.84	8775.67	494.67	8047.0	7773.5	950.83	9317.17	13328.47
K02121	33.0	23.75	31.0	44.6	0.0	62.5	15.5	57.0	44.57	80.0	2092.08	3096.03	1209.55	809.77	2513.09	16.8	69.33	245.92	27.25	36.5	40.0	67.0	71.0	6084.74	480.6	1534.67	961.38	17695.07	14472.17	8639.5	199.17	7707.5	2537.66	816.1700000000001	6231.5	12734.8
K02122	60.0	23.75	8.0	60.6	31.0	71.5	22.16	18.0	96.57	74.0	2335.99	3621.35	1236.43	869.09	2437.7	57.8	54.33	103.84	32.25	39.5	21.0	30.0	54.0	5721.05	438.77	1422.19	803.48	17914.24	16483.84	8738.67	429.0	8033.0	6965.17	904.83	9058.67	13257.47
K02123	74.0	23.75	31.0	72.6	31.0	79.5	36.16	65.0	96.57	141.0	3315.74	5022.68	1770.55	1284.11	3672.95	73.8	90.33	304.59	50.25	70.5	58.0	67.0	89.0	8719.720000000001	684.6	2166.5	1288.88	17944.24	16876.84	8775.67	494.67	8047.0	7718.5	950.83	9317.17	13328.47
K02124	74.0	23.75	31.0	72.6	31.0	79.5	36.16	82.0	96.57	141.0	3270.74	4955.68	1746.55	1255.11	3663.95	73.8	90.33	304.59	66.25	70.5	58.0	67.0	89.0	8741.720000000001	684.6	2151.5	1255.88	17944.24	16876.84	8775.67	494.67	8047.0	7718.5	950.83	9317.17	13328.47
K02128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02160	23907.9	46228.42	29240.04	30673.72	34036.8	32504.45	52648.810000000005	30811.86	4406.03	25490.38	7348.81	14764.7	6971.65	10751.17	10877.13	11538.53	14891.66	32591.75	8103.25	2070.25	16115.47	11003.8	37738.57	15040.15	18902.44	17043.83	19999.81	70713.98999999999	81774.39	69091.42	70955.43	38032.05	54155.0	91108.86	53739.67	79475.97
K02164	1614.0	703.0	493.67	1093.5	416.17	467.17	212.0	397.0	313.0	334.0	350.0	556.0	265.0	420.0	757.0	579.0	573.0	526.0	227.0	565.0	392.0	396.0	202.0	192.0	17.0	40.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	45.0	64.0	26.0
K02167	2204.42	1279.55	1422.0600000000002	1788.62	949.34	1071.62	2796.69	484.4	476.25	448.05	976.99	1966.43	689.41	923.25	1292.62	906.51	2167.5	744.5	550.5	723.25	1079.39	471.96	316.0	1427.0000000000002	198.08	488.0	177.0	78.25	44.32	61.21	42.43	64.55	37.0	66.93	72.0	28.5
K02168	2686.17	2383.82	2214.31	5187.1900000000005	2539.43	1012.87	3514.78	1261.56	1027.91	789.98	1923.04	3594.6	1757.98	1812.77	2488.61	1534.12	2276.08	741.33	837.9200000000001	605.25	1352.81	646.21	290.17	2658.8500000000004	508.4	706.91	267.33	78.25	28.32	54.21	42.43	55.15	31.0	59.51	64.0	28.5
K02169	2753.84	2373.2200000000003	2240.6400000000003	5202.040000000001	2580.6800000000003	1017.95	3518.53	1269.56	1007.41	870.88	2512.42	4613.6900000000005	2159.6	2155.7	3371.45	1587.52	2334.24	1047.08	866.25	660.0	1378.56	646.79	334.17	5195.87	863.65	1508.0499999999995	886.73	837.5	4963.07	1233.71	3661.1	2310.55	4139.08	1278.51	4589.0	2412.5
K02170	1653.42	753.55	531.06	1289.62	430.34	539.62	2722.69	448.4	369.25	344.05	1144.91	2403.7	823.91	1034.25	1606.12	913.51	2133.83	698.5	550.83	612.25	980.39	437.96	239.0	2010.87	249.08	549.5799999999999	170.0	82.25	28.32	54.21	42.43	40.55	28.0	55.93	64.0	28.5
K02171	0.0	2.0	0.0	10.0	16.0	7.0	0.0	4.0	60.0	12.0	1016.0	1522.4	633.0	312.0	1160.2	77.0	18.0	91.0	3.0	68.0	0.0	28.0	18.0	4260.81	420.0	1602.66	1130.0	339.67	3048.34	171.34	466.0	431.5	7922.85	242.32	3858.84	1223.84
K02172	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	27.0	0.0	460.5	524.4	264.0	140.0	393.2	63.0	10.0	87.0	0.0	54.0	0.0	28.0	11.0	2848.1400000000003	361.0	1273.16	836.0	237.0	2344.84	130.84	389.5	329.5	6435.02	193.32	2561.34	800.3399999999999
K02173	5.75	12.75	12.5	12.15	10.92	12.5	5.25	13.0	3.5	9.25	41.5	845.0	217.75	306.25	37.5	280.0	1501.58	172.5	306.83	12.5	0.0	9.5	8.0	542.75	119.75	410.33	155.0	2.25	26.75	3.5	1.0	7.75	41.0	8.25	65.0	2.5
K02182	5.75	17.75	12.5	31.15	10.25	19.5	5.25	21.0	3.5	3.25	196.5	1026.0	329.75	388.25	261.0	302.5	1524.91	187.5	313.16	12.5	40.0	19.5	17.0	798.75	143.75	426.99	168.0	3.92	17.08	3.5	1.0	2.75	10.67	12.25	13.67	13.17
K02183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02188	1721.0	795.0	563.67	1358.82	457.17	628.67	2734.15	459.0	459.57	441.0	2614.62	4039.07	1573.47	1285.77	3405.9700000000003	700.71	685.33	838.25	244.0	646.0	1103.14	486.71	318.0	5648.950000000001	466.6599999999999	1370.8	981.9	406.84	2600.74	199.88	2132.67	644.0	6457.17	2935.59	4973.67	1517.17
K02189	2253.0	1315.0	1466.67	1806.07	979.42	1128.42	2797.15	461.0	611.3199999999999	494.0	2282.87	3632.24	1357.35	1116.25	2988.4700000000003	690.71	761.58	677.25	267.0	736.75	1122.39	462.46	344.0	4544.280000000001	296.83	936.99	734.5	393.17	2588.74	205.88	2132.0	666.0	6406.84	2943.34	4958.67	1520.17
K02190	100.0	28.0	132.0	280.32	29.0	170.5	2533.15	68.0	147.57	182.0	1857.57	2753.98	1127.68	944.8	2535.4700000000003	133.71	99.0	278.5	5.0	116.0	733.1400000000001	147.70999999999998	134.0	5780.110000000001	574.6600000000001	2050.11	1186.4699999999998	299.17	2509.74	178.88	3709.67	776.5	5430.67	5597.59	6364.17	2101.67
K02191	48.0	11.0	32.0	221.32	2.0	8.5	2511.15	4.0	62.57	34.0	434.57	671.42	279.18	213.75	575.27	8.71	25.0	43.25	11.0	12.0	620.14	4.71	21.0	800.3	48.33	114.83	137.5	13.0	2.57	28.71	1696.0	213.0	101.0	2139.4300000000003	1824.0	768.0
K02192	1839.0	837.55	610.81	1386.62	481.34	603.62	2720.4	456.4	378.25	339.05	1371.66	2592.2	986.08	1164.92	1892.62	922.51	2146.16	713.5	558.58	601.58	1008.39	454.29	277.0	2295.46	262.58	572.08	263.0	98.92	53.32	55.21	228.43	48.55	84.33	1439.93	3312.0	1488.5
K02193	3254.17	2864.42	3207.3500000000004	5421.72	3071.68	1497.28	1082.38	1247.56	1160.41	916.58	1116.84	2763.0199999999995	1400.9	1529.26	2004.45	1580.5100000000002	2367.16	804.83	869.25	755.58	819.4199999999998	703.0799999999999	367.17	1860.53	419.57	653.5699999999999	260.33	156.75	587.25	105.5	383.5	485.75	1014.5	958.83	1054.5	343.5
K02194	3267.17	2875.42	3237.3500000000004	5429.72	3090.68	1513.28	1082.38	1239.56	1174.41	942.58	1202.84	2848.0199999999995	1412.9	1605.2600000000002	2077.45	1566.5100000000002	2367.16	779.83	869.25	755.58	802.4199999999998	703.0799999999999	358.17	1937.28	419.57	673.5699999999999	271.33	156.75	587.25	105.5	383.5	483.75	1014.5	958.83	1054.5	343.5
K02195	3273.17	2875.42	3237.3500000000004	5429.72	3095.68	1513.28	1082.38	1239.56	1174.41	942.58	1202.84	2854.0199999999995	1412.9	1605.2600000000002	2084.45	1571.5100000000002	2367.16	789.83	869.25	755.58	802.4199999999998	703.0799999999999	358.17	1950.28	419.57	673.5699999999999	271.33	156.75	587.25	105.5	383.5	483.75	1014.5	958.83	1054.5	343.5
K02196	3208.84	2848.42	3110.3500000000004	5387.72	3048.68	1467.95	1082.38	1239.56	1139.41	909.58	857.84	2350.5199999999995	1285.9	1475.76	1610.95	1547.51	2323.16	772.33	867.25	724.58	802.4199999999998	678.0799999999999	347.17	1390.28	351.56999999999994	600.0699999999999	252.33	97.25	128.75	33.5	83.0	155.75	190.0	227.83	571.0	150.5
K02197	3273.17	2875.42	3237.3500000000004	5419.72	3095.68	1513.28	1082.38	1239.56	1174.41	942.58	1202.84	2854.0199999999995	1412.9	1605.2600000000002	2084.45	1571.5100000000002	2367.16	789.83	869.25	736.58	802.4199999999998	703.0799999999999	347.17	1942.28	419.57	673.5699999999999	271.33	156.75	587.25	105.5	383.5	483.75	1011.5	958.83	1054.5	343.5
K02198	3275.84	2875.42	3237.3500000000004	5429.72	3096.35	1513.28	1082.38	1239.56	1174.41	954.58	1202.17	2878.79	1405.23	1605.2600000000002	2156.45	1572.0100000000002	2367.16	789.83	869.25	755.58	802.4199999999998	703.0799999999999	358.17	1969.61	419.57	680.5699999999999	266.33	175.75	674.25	105.5	424.5	569.75	1164.5	1114.83	1531.5	462.5
K02199	4237.01	4432.09	4881.18	9173.54	5184.6900000000005	1916.28	1871.22	2018.72	1786.57	1372.91	1251.51	3160.12	2034.55	2125.44	2286.78	2199.52	2539.49	815.16	1176.92	736.58	1119.59	885.5799999999999	387.34	1827.36	619.56	747.73	330.66	98.25	128.75	33.5	83.0	163.75	193.0	230.16	572.5	150.5
K02200	5530.51	4177.42	4696.02	7014.47	4005.77	2529.53	1379.38	1693.56	1664.16	1366.58	1702.47	3718.96	1826.9	2120.93	3117.45	2195.01	3065.41	1344.33	1119.25	1448.66	1316.67	1203.16	679.17	2713.86	485.57	807.57	346.33	194.25	247.75	63.5	165.0	312.75	380.0	445.08	1143.5	298.5
K02201	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02203	1627.0	713.8	500.96	1094.75	419.42	482.92	212.0	443.0	357.75	332.8	1031.24	1428.34	673.8299999999999	662.17	1449.0	597.8	596.25	537.5	243.0	599.75	395.25	401.75	209.0	1728.17	72.0	267.17	291.5	174.5	540.5	90.5	298.93	349.3	1093.5	178.75	774.5	303.5
K02204	2338.25	1352.8	1471.71	1696.01	997.4199999999998	1143.25	296.33	461.0	506.75	454.8	897.21	1417.34	567.3299999999999	678.17	1452.0	680.8	728.58	609.0	274.75	712.75	536.25	464.08	326.0	1304.42	155.0	99.17	53.0	99.0	119.0	35.0	82.43	149.8	187.0	217.25	571.0	148.0
