function	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
EC:1.1.1.1	70364.81	135689.88999999998	84736.54	83753.0	98473.2	96433.44	153943.6	90747.26	11666.73	75481.23	17140.09	35354.83	16683.14	29289.75	26427.56	34303.35999999999	46374.69	98555.92	27267.41	6365.91	48008.77	32342.27	112867.7	32531.700000000004	54508.74	47714.8	58637.36	165286.5	218806.44	188138.22	190705.71	93444.95	153326.0	274338.24	149097.0	194961.22
EC:1.1.1.100	64269.880000000005	106715.07	69958.69	72159.08	78202.00000000001	76230.17	120414.12	69577.26	11958.67	58058.130000000005	24412.39	44237.6	19496.38	26686.23	35414.33	29262.370000000003	36853.89	75930.67	22383.83	9327.67	40121.21	27201.67	84707.47	50626.52	41194.74	41460.21	48152.01	127807.26	181304.52	137049.09999999998	113158.63	65293.2	111558.42	202258.49	105364.84	135781.44
EC:1.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.103	592.42	550.75	923.1	701.8699999999999	532.92	598.0300000000001	2582.4	56.4	185.5	119.25	474.2	1360.94	436.08	414.08	450.71	315.71	1623.92	218.5	329.83	131.83	699.1400000000001	92.21	146.0	1435.37	157.25	539.41	191.0	94.92	1001.82	93.71	57.5	112.25	1439.0	72.68	1382.5	106.5
EC:1.1.1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.108	2242.0	1311.0	1461.67	1966.75	1161.42	1062.92	552.0	457.0	497.25	438.0	403.0	672.5	287.0	431.0	796.33	645.0	676.25	594.0	284.0	773.75	570.25	608.75	297.0	861.0	743.0	586.0	487.0	84.0	43.0	29.0	41.0	63.0	92.0	64.25	72.0	26.0
EC:1.1.1.11	21.0	15.0	0.0	178.72	0.0	9.0	2505.44	8.0	0.0	0.0	53.67	37.42	22.75	9.0	71.17	17.71	19.33	15.0	0.0	0.0	602.14	14.71	9.0	55.67	11.33	11.33	0.0	0.0	2.57	28.71	0.0	2.0	0.0	1.43	0.0	0.0
EC:1.1.1.122	579.33	542.0	944.0	553.0	522.0	569.0	74.0	44.0	168.25	110.0	23.67	175.25	6.0	51.5	17.67	53.0	84.0	74.0	23.0	123.0	113.0	66.0	104.0	142.17000000000002	0.0	0.0	7.0	1.67	16.0	12.0	0.0	26.0	9.0	11.0	8.0	0.0
EC:1.1.1.125	630.75	581.75	980.5	882.1700000000001	549.8399999999999	620.25	5093.549999999999	62.4	239.75	132.25	403.67	1638.78	484.58	558.25	439.84	361.42	1644.16	240.5	341.83	138.25	1278.5300000000002	70.67	105.0	1169.4899999999998	151.41	457.99	221.0	22.25	310.89	72.92	1.0	31.75	467.0	23.36	317.0	17.5
EC:1.1.1.130	971.92	1567.42	1684.33	3787.97	2109.59	433.83	777.8399999999999	792.1600000000001	641.66	459.58	228.92	1343.56	889.5699999999999	947.43	488.03	914.51	1656.41	215.33	614.5	12.5	305.17	178.0	24.17	637.0	319.74	505.49	225.33	15.25	175.25	20.5	7.5	38.75	101.5	29.08	358.5	18.5
EC:1.1.1.132	1624.0	737.0	496.67	1080.75	419.42	485.92	212.0	397.0	315.75	328.0	273.0	461.0	204.0	382.4	641.0	589.0	575.25	526.0	227.0	567.75	395.25	401.75	202.0	48.0	0.0	0.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	46.25	64.0	26.0
EC:1.1.1.133	7839.73	3225.0	2426.63	3578.1400000000003	1802.51	4177.17	3623.14	1640.5	1171.12	1416.1	4986.45	8334.300000000001	3551.44	3412.53	6809.139999999999	2019.01	1848.98	1849.75	652.0	1453.58	1880.84	1300.04	982.25	13086.65	2597.68	3745.53	2835.93	3760.26	11500.83	1940.05	12292.77	5058.0	14771.59	5053.17	12840.34	4548.84
EC:1.1.1.136	7.0	0.0	0.0	19.66	13.0	26.83	2.33	6.0	54.57	0.0	69.17	79.0	47.93	30.4	37.43	29.0	30.0	10.0	5.0	13.67	4.0	7.0	18.0	172.17000000000002	14.0	68.58	53.5	67.0	482.33	37.5	50.0	46.5	759.17	42.5	705.17	86.67
EC:1.1.1.137	289.0	86.67	131.73	103.0	112.0	145.67000000000002	95.33	244.8	241.33	102.0	83.4	159.79999999999998	63.4	76.39999999999999	204.27	142.0	200.67	117.34	113.0	259.33	197.0	189.63	183.73	274.2	23.6	24.4	5.0	41.33	34.0	25.67	114.67	3.0	31.67	729.6700000000001	1626.0	745.6700000000001
EC:1.1.1.14	161.66	84.0	63.0	617.97	322.25	116.25	2769.15	50.0	138.32	9.0	1488.66	2121.73	855.9300000000001	516.0	1702.79	161.71	105.92	121.75	49.0	151.07999999999998	698.3900000000001	221.46	43.0	5635.72	1182.17	2284.33	1586.0	898.6700000000001	7472.74	350.88	680.5	733.0	15274.51	350.34000000000003	10539.67	1614.17
EC:1.1.1.140	3573.5	896.17	174.93	657.3399999999999	33.5	2063.87	5339.879999999999	568.4	185.33	287.5	156.87	1698.18	484.0	624.5	184.87	676.7199999999999	3031.33	408.67	661.66	35.33	1154.28	49.75	28.33	1565.63	316.43	1070.06	430.73	8.83	83.31	73.09	11.67	9.5	62.67	31.700000000000003	9.0	7.67
EC:1.1.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	2465.08	1486.85	1748.77	2053.22	1178.17	1435.2800000000002	2840.4	599.9	757.8199999999999	606.85	4697.06	7839.110000000001	3094.1	2393.42	5443.97	1119.81	2516.99	988.5	623.16	972.16	1269.39	731.6200000000001	448.0	10314.44	888.24	2406.82	1556.83	8429.09	4143.49	8481.38	22717.67	10382.85	20461.84	4144.84	19762.67	16221.67
EC:1.1.1.159	5.75	12.75	21.5	44.15	10.25	12.5	0.0	23.0	12.5	3.25	322.62	1459.15	398.5	392.75	481.95	281.0	1478.75	214.5	300.5	34.5	0.0	28.5	19.0	2003.55	324.25	955.5	478.0	138.25	1538.25	64.0	83.5	132.25	2303.0	91.0	1754.0	159.5
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.169	4506.82	2518.6200000000003	2323.66	4355.139999999999	2075.26	2224.06	8783.61	1229.8	1032.45	1045.25	5296.23	8883.5	4134.629999999999	3621.02	6646.46	1987.03	3163.14	1764.42	1024.33	1651.9	3257.12	1600.4500000000005	933.58	12439.48	3087.12	4653.65	3440.28	8777.42	4170.8	8721.3	21230.35	10259.3	18957.42	2917.3	18654.0	15568.92
EC:1.1.1.17	18057.59	36566.09	23193.26	24242.69	28401.26	25631.7	41424.69	24587.060000000005	3036.99	20400.58	2165.37	5726.8	3221.73	7897.51	4307.16	8910.02	11727.58	26561.0	9753.5	920.83	13045.31	8661.04	30280.5	4452.719999999999	15796.84	12682.93	17077.31	47447.98	65035.99	58072.88	40991.67	27996.75	40685.67	74568.35	46263.0	52873.97
EC:1.1.1.173	0.0	0.0	6.0	11.0	0.0	20.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	15.0	0.0	0.0	17.0	10.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
EC:1.1.1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.18	4791.5	3509.67	3610.77	6970.56	3460.5999999999995	1947.1200000000003	8787.58	1618.56	1433.48	1236.33	1345.13	2148.84	1394.5	1554.6799999999998	2193.4700000000003	1888.64	1387.58	1158.58	784.6700000000001	1266.75	2973.84	1046.38	536.17	1456.62	301.15	433.46	424.9	155.34	133.21	136.13	109.5	136.0	305.5	113.37	486.0	80.0
EC:1.1.1.193	3934.17	3182.7200000000003	4298.64	6348.700000000001	4867.18	1990.61	4032.94	1657.06	1637.23	1260.6799999999998	5267.280000000001	9283.84	3764.9	3481.75	7085.68	1941.02	2904.58	1929.33	4457.25	1370.58	2659.56	1544.79	714.4200000000001	11624.03	2014.32	3432.8099999999995	4290.13	1089.34	8937.74	15292.38	29946.6	15800.55	34271.09	10543.17	40749.17	14739.17
EC:1.1.1.2	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	51.0	81.0	25.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	4.0	15.0	27.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.202	0.0	0.0	0.0	163.72	0.0	22.5	2542.15	22.0	6.57	12.0	77.57	88.67	26.18	15.0	60.6	8.71	43.0	25.0	11.0	0.0	592.14	58.71	0.0	91.67	40.33	11.33	31.0	8069.0	2458.57	8336.71	20629.0	9704.0	14635.0	1828.43	15700.0	14807.0
EC:1.1.1.203	1738.0	790.0	508.67	1194.41	478.42	524.92	215.16000000000005	413.0	315.75	328.0	400.0	650.88	255.0	430.42	820.21	625.0	604.58	556.0	227.0	606.75	446.25	428.08	220.0	252.67	14.0	2.12	12.25	76.0	16.0	18.0	41.0	43.0	28.0	46.25	64.0	26.0
EC:1.1.1.205	24001.57	46286.34	30023.370000000003	30246.03	35157.24	32648.620000000003	50304.77	30936.86	4569.11	25649.68	9418.85	17614.09	8017.049999999999	11689.4	13406.53	11941.32	15331.2	33728.67	11485.5	2236.66	16646.76	11332.419999999998	37940.15	20758.93	19543.69	18724.570000000003	23072.11	65914.91	88960.90999999999	76057.54999999999	79104.26999999999	44436.05	72523.09	98152.76	75259.67	78144.64
EC:1.1.1.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	75.0	6.0	11.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	11.0	52.5	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.215	1748.75	850.55	532.06	1341.62	480.67	554.62	2722.69	439.4	355.25	339.05	667.6099999999999	1715.43	638.0799999999999	796.92	1045.62	890.01	2106.16	728.5	538.83	593.58	1025.39	457.29	248.0	948.5399999999998	198.08	449.33	175.0	78.25	28.32	50.21	42.43	44.55	28.0	55.93	64.0	28.5
EC:1.1.1.219	1695.0	718.0	493.67	1133.16	424.17	481.83	214.33	405.0	342.0	328.0	461.92	709.3399999999999	325.83000000000004	442.17	828.5	595.8	627.0	546.0	230.0	565.67	429.0	406.0	220.0	330.17	41.0	44.17	45.0	96.0	457.0	34.0	41.0	77.8	546.0	63.0	497.0	41.0
EC:1.1.1.22	31306.0	70336.05	44241.44	42387.88	52482.18	47599.29	77981.84999999999	47529.9	5659.5	40246.15	9108.21	17492.98	7957.51	17341.53	14880.87	17263.309999999998	23292.25	53737.25	15449.58	3199.58	25170.39	17298.29	60922.25	20881.45	30857.99	26781.33	32938.75	61046.01	107933.91	86275.88	70026.62	31727.6	65445.66	147146.34	62830.5	73529.75
EC:1.1.1.220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	5.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.23	3613.57	3076.92	3408.6400000000003	6231.1	3506.1800000000003	2079.28	3950.69	1450.06	1445.0300000000002	1056.6799999999998	6099.780000000001	10226.240000000002	4060.9	3462.17	7525.21	1929.82	2663.98	1311.58	1050.25	946.58	1731.7599999999998	1215.79	652.17	14206.55	2242.42	4019.21	2664.53	1459.84	8262.74	1508.88	4627.35	3203.3	12539.17	3529.42	11096.17	4304.92
EC:1.1.1.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.25	11049.57	5810.42	4933.38	9725.67	4784.58	5399.29	15147.99	3189.36	2561.28	2420.68	8409.02	14710.490000000002	6228.719999999999	5687.74	11101.100000000002	3541.6600000000008	4231.360000000001	2873.83	1670.25	2454.6600000000003	5379.82	2431.76	1539.82	19097.41	3189.51	5502.389999999999	4071.11	27564.41	24474.19	18861.22	34071.35	21892.3	29666.0	9496.81	32706.17	32156.22
EC:1.1.1.251	5.75	12.75	12.5	176.27	10.25	12.5	2503.15	13.0	3.5	3.25	55.67	835.67	233.5	306.25	47.67	277.71	1491.08	172.5	306.83	12.5	577.14	14.21	8.0	569.42	121.08	400.66	155.0	2.25	12.32	32.21	1.0	0.75	0.0	9.68	0.0	2.5
EC:1.1.1.26	639.33	605.0	978.0	547.66	534.0	621.0	76.33	44.0	241.0	150.0	120.17	133.67000000000002	70.67	32.0	145.82999999999998	53.0	141.32999999999998	41.0	36.0	144.67000000000002	115.0	68.0	114.0	290.17	0.0	31.5	28.0	7.0	16.0	12.0	0.0	22.0	12.0	15.0	31.5	3.0
EC:1.1.1.261	16.0	10.0	4.0	6.33	24.67	0.0	0.0	0.0	22.0	0.0	140.0	232.0	156.0	64.4	137.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	24.0	236.5	20.0	21.5	139.0	0.0	21.0	0.0	0.0	21.5	117.5	6.0	153.5	45.5
EC:1.1.1.262	2531.67	1427.55	1706.4799999999998	2411.82	1067.51	1303.12	7833.32	586.8	663.5	586.35	3877.63	6569.18	2297.23	2293.82	5040.92	1112.4299999999998	2399.25	1133.25	588.58	830.66	2428.67	693.0400000000001	457.25	8726.39	931.66	2185.32	1188.3	939.5	6046.71	1350.63	3745.6	2456.05	6134.08	1961.04	6425.0	2538.5
EC:1.1.1.264	21.0	15.0	0.0	15.0	3.0	0.0	0.0	8.0	0.0	6.0	25.22	121.67	53.67	38.17	46.17	27.0	4.33	15.0	0.0	11.0	22.0	10.0	9.0	208.42	22.5	48.5	51.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
EC:1.1.1.267	3030.17	2531.7200000000003	2517.6400000000003	5378.700000000001	2800.1800000000003	1311.9499999999998	3571.86	1387.06	1321.48	1089.6799999999998	6093.280000000001	10505.37	4138.9	3605.33	7894.1	1782.02	2601.58	1398.83	913.25	786.58	1610.56	909.79	467.42	14153.33	1412.82	3389.4299999999994	2115.38	19034.24	21546.74	10105.88	12979.35	11836.3	12583.17	6345.42	14594.17	16196.72
EC:1.1.1.27	40523.8	86343.32	53710.13	48839.64	64943.41	61218.35	95822.72	58884.6	6067.75	48955.0	7674.280000000001	15700.17	7810.23	15988.05	12641.04	20403.31	25478.34	65029.42	24328.25	2596.75	30785.54	20900.14	74610.13	15662.8	36754.07	30940.01	43743.46	120445.0	148232.58	171128.05	228299.67	109599.0	196562.01	199908.85	206492.17	181713.84
EC:1.1.1.271	740.75	582.75	1080.5	670.41	589.92	688.5	102.58	124.0	264.5	220.55	1686.55	3399.7200000000003	1214.44	1144.94	2319.38	416.5	1692.0	572.25	336.83	233.92	244.0	213.5	188.25	6607.64	685.6700000000001	2171.4	1151.47	811.5	5282.17	1205.67	3712.0	2411.25	6012.26	1877.16	5209.17	2561.67
EC:1.1.1.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.276	0.0	0.0	24.0	0.0	0.0	20.0	0.0	0.0	25.0	0.0	0.0	67.0	6.0	0.0	37.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	11.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.28	19336.34	44744.89	28706.83	29411.17	34341.39	29628.16	52328.05	30116.56	3776.49	24934.63	5460.7	11758.85	5650.07	9942.67	8796.83	11666.53	16330.85	33329.75	11503.08	1789.24	16634.7	10916.93	37511.55	12402.0	18600.12	17110.37	21359.210000000003	63010.9	72793.81	82703.09	109228.84	52314.3	92277.83	97468.78	94099.0	92735.47
EC:1.1.1.281	1659.0	703.0	493.67	1100.49	453.84	473.17	214.33	422.0	313.0	328.0	271.17	529.0	212.0	371.0	718.0	591.0	594.0	536.0	243.0	565.67	400.0	403.0	202.0	198.5	0.0	3.5	6.0	76.0	16.0	17.0	41.0	39.0	28.0	45.0	65.5	26.0
EC:1.1.1.282	5.75	12.75	12.5	12.15	10.25	12.5	5.25	13.0	3.5	3.25	40.5	819.0	217.75	306.25	54.5	272.5	1524.91	172.5	313.16	12.5	0.0	9.5	8.0	553.75	112.75	401.66	155.0	2.25	9.75	3.5	1.0	0.75	0.0	8.25	0.0	2.5
EC:1.1.1.284	2477.67	1436.55	1618.8100000000002	2280.62	1285.34	1245.45	3064.3499999999995	506.4	555.25	490.05	2083.9	3680.52	1297.41	1295.34	2538.75	998.51	2266.49	771.5	601.25	822.58	1163.39	666.29	343.0	3809.3	1128.25	1305.21	752.5799999999999	102.59	336.99	67.21000000000001	42.43	73.55	406.0	85.6	332.5	31.5
EC:1.1.1.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	23.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	7.0	15.0	19.0	8.0	0.0	0.0	0.0	0.0	233.0	0.0	144.0	24.0
EC:1.1.1.289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.3	128.5	53.5	28.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.5	30.0	25.5	24.0	8.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0
EC:1.1.1.29	2671.09	2320.67	2273.54	4931.17	2548.4300000000003	975.25	1022.84	1275.16	1077.91	844.63	3469.71	5719.07	2458.43	2273.63	4490.66	1339.5099999999998	875.33	802.58	557.42	633.5	824.4199999999998	680.25	343.42	8195.949999999999	923.24	2024.15	1626.3	18717.32	20793.92	9932.67	4215.93	10453.5	11470.59	2787.99	12665.67	15825.47
EC:1.1.1.290	1713.67	769.55	609.81	1333.62	430.34	595.62	2747.69	506.4	354.25	423.55	2321.61	3864.53	1463.03	1514.02	2861.37	937.01	2192.58	1042.25	536.58	667.0	1055.39	519.96	270.0	4762.62	514.83	1320.72	598.0699999999999	837.5	5041.07	1237.71	3670.43	2300.55	4312.75	1312.18	4696.0	2422.5
EC:1.1.1.291	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.3	25576.990000000005	46941.14	29825.07	31512.9	34265.66	33064.32	52967.71000000001	31276.96	4841.860000000001	25889.730000000003	9790.15	18781.88	8575.23	12426.0	14251.910000000002	12477.53	17094.780000000002	33625.0	8631.41	2639.41	16729.899999999998	11395.83	38079.75	20524.13	18746.17	18255.4	20564.45	46178.42	72060.06	53451.76	52711.35	22916.05	46609.51	91551.77	44424.17	57007.09
EC:1.1.1.30	3342.75	2954.47	3228.92	5853.07	3341.93	1596.42	1329.84	1261.16	1186.16	908.13	1380.84	2398.59	1464.7400000000002	1315.1799999999998	2119.67	1383.31	887.91	666.83	608.4200000000001	811.41	948.4199999999998	846.91	359.17	2291.12	1036.32	832.49	592.3299999999999	78.67	43.0	31.0	41.0	67.8	37.0	70.58	94.0	32.0
EC:1.1.1.302	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	33.5	29.0	27.0	0.0	30.0	8.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	171.0	17.0	80.83	14.0	76.0	509.83	32.5	56.5	58.5	770.6700000000001	42.0	1093.67	404.67
EC:1.1.1.303	1740.4	814.0	595.0	1847.0	889.0	571.0	767.54	409.0	391.05	337.8	603.87	1076.67	378.67	536.5	1014.16	630.0	601.4	580.0	317.0	772.0	535.2	700.0	228.0	1649.84	1481.0	1156.0	945.0	80.67	40.0	22.0	41.0	44.0	37.0	59.0	64.0	26.0
EC:1.1.1.304	19989.65	42973.0	25601.75	23943.72	30077.12	30312.54	48517.98	29117.2	2784.05	24178.8	2332.8900000000003	5152.39	2708.15	7068.57	4574.299999999999	9470.71	12120.17	31303.0	6920.75	841.0	14260.34	9584.009999999998	36855.4	3510.41	15801.93	13131.98	16835.0	52441.0	65235.57	59973.71	61526.0	28451.0	47347.0	86589.43	44334.0	65712.0
EC:1.1.1.305	15.75	19.75	18.1	190.12	13.5	38.45	2510.69	14.4	6.25	3.25	300.62	1046.84	304.0	370.25	260.87	303.21	1503.83	197.5	306.83	35.25	580.39	33.96	8.0	1696.87	253.08	851.41	442.0	18.25	57.32	32.21	1.0	15.75	373.0	10.93	7.0	2.5
EC:1.1.1.306	39.0	35.5	10.0	0.0	6.5	10.5	21.25	5.5	28.25	14.0	100.17	259.5	43.0	35.0	143.17000000000002	2.5	21.0	0.0	0.0	2.25	46.0	32.0	0.0	146.17000000000002	0.0	25.0	0.0	1.67	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
EC:1.1.1.308	32.0	16.0	32.0	6.33	6.67	0.0	0.0	0.0	9.0	24.0	37.0	26.0	13.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.31	3989.0	2919.02	3668.32	3136.66	2432.08	2682.35	757.41	862.3	975.65	973.6	3297.79	5019.959999999999	1872.64	1736.9900000000002	4103.9400000000005	949.2	1240.38	1010.67	367.25	1074.66	964.5	830.29	844.7299999999999	5646.41	525.87	1040.35	368.48	8581.17	4551.67	8793.17	28126.53	11179.9	17418.17	5528.84	20451.5	16323.67
EC:1.1.1.310	30.0	0.0	0.0	14.66	8.0	3.0	2.33	0.0	0.0	0.0	5.67	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.67	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.312	95.0	54.0	44.0	59.0	51.0	56.0	0.0	0.0	9.0	7.0	83.0	129.0	67.0	29.0	57.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	67.0	35.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.313	0.0	0.0	0.0	177.72	0.0	0.0	2503.15	0.0	0.0	6.0	42.17	34.67	15.75	8.0	36.17	8.71	0.0	0.0	0.0	0.0	577.14	4.71	0.0	64.67	8.33	12.33	0.0	0.0	2.57	28.71	0.0	0.0	0.0	1.43	0.0	0.0
EC:1.1.1.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.320	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	69.33	95.0	27.5	11.17	94.16	0.0	12.0	0.0	7.0	12.0	0.0	0.0	0.0	97.67	9.0	0.0	0.0	20.0	87.0	0.0	41.0	86.0	150.0	156.0	477.0	119.0
EC:1.1.1.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.328	0.0	0.0	33.0	13.0	0.0	7.0	0.0	0.0	0.0	14.0	55.67	6.0	0.0	0.0	28.67	3.0	26.0	0.0	2.0	12.0	0.0	15.0	0.0	76.67	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.333	16.0	35.5	10.0	0.0	24.5	10.5	3.25	5.5	6.0	0.0	78.5	221.25	43.0	35.0	106.5	2.5	36.0	0.0	0.0	2.25	28.0	32.0	15.0	72.0	0.0	15.0	0.0	1.67	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
EC:1.1.1.335	14.0	0.0	0.0	9.0	10.0	0.0	0.0	30.0	0.0	51.0	92.62	166.0	19.0	100.0	147.0	22.0	13.0	0.0	0.0	40.0	0.0	0.0	26.0	272.67	74.33	45.67	49.33	23.0	123.0	0.0	41.67	114.0	193.33	156.0	717.0	119.0
