pathway	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
PWY-5899	2642.6812486689782	3288.7213809437344	3604.48981312768	7438.6327554691	4258.490182612126	1377.5511087467798	5769.47117631378	1602.4210024086044	1402.9307119160444	1156.240450054422	3256.079418032536	6837.460601748547	3019.9481348806125	2989.680315853667	4329.578552397499	1998.575895354264	3368.5482067372245	915.260798030992	1224.4781147157146	398.4700817763946	2090.424408359719	938.45833028997	307.0699969904886	7453.108452923952	2769.4364407116163	3340.275584287369	2026.2104155465345	422.7120121492692	2830.0854953967355	645.6376981766966	1862.9196266694385	1912.7798301809755	4368.176286750052	962.6665048739044	2883.2618688369416	1215.294030661756
PWY-5910	19574.915091855808	24622.583592854066	20268.96661551006	22282.38090236768	21706.731055856097	17617.229030087907	23993.63932387126	12340.249206879023	3433.517744494752	10777.832194644052	4091.644962366148	8714.348287937792	4738.025448780595	8590.208765712434	6864.714367504381	9128.896086210372	11815.565985137871	14993.63042315807	9344.88201770226	1707.1042930448975	11381.716962753811	7933.028420740608	7963.128063058317	7741.493508559063	11508.653662137986	11674.711761016282	14173.307076449026	29922.862171744186	28308.26402419141	49233.08464031198	66633.97291615386	33256.088172968455	59608.25394085256	39900.73845681004	62040.75099745105	52026.26260683029
PWY-5913	6874.245725264495	3874.939209725421	3813.8002541557626	6546.2958302632505	4291.4441161877	3760.177459278698	4968.057342808359	2137.050324187797	1635.34062314999	1387.815766840225	5331.244230441856	9516.321815967947	3778.456574673772	3449.4919569755634	7010.083978776695	2195.166804753793	3076.359174149792	1682.7463873452227	2000.1886813303008	1006.488805750824	2386.907645854186	1313.4466552934664	669.9281268866413	13069.186807056718	2321.0376652172818	3547.2651549357283	3497.944375791622	4383.734885036925	7212.011211397806	12590.516511877498	23213.279662855653	14283.254389375705	21207.31726343173	9475.855920071705	26449.14979668466	14553.195745832922
PWY-5918	3641.728922178385	2699.3033662392018	2955.540164830788	4582.050999686184	2528.170896494789	1770.4224168763592	3967.8662091248298	1111.3137469388812	1158.7059432805615	948.4950503161028	3338.444526649478	6109.105524922536	2401.50597587496	2419.217031121327	4503.846249069927	1655.8222486738098	2811.871079255632	1092.5426217591132	940.6037898301972	962.5960754740393	1644.8884323705083	932.4000436441172	487.4888581200507	6461.752329923298	1563.92350980427	1797.9121185338267	1267.013671241643	239.8939440224832	204.88782460782363	173.79626745493547	200.55662701280508	264.51809814831137	180.5930344656033	312.0038272128701	343.63183496615034	147.26636509907607
PWY-5920	1764.8787396086109	1444.3302559190718	2099.767814023947	1549.8877529559954	1340.4309108979378	1246.5773119452526	994.2630415483223	261.29756946498827	518.8339743949259	349.79455098981816	2116.462088963494	3940.832672730132	1387.6170607410586	1102.2465533137763	2668.257787040516	281.336645995224	409.8859495771346	588.2758161984531	146.5589894209609	381.40694519433606	778.3214003672615	588.4337547872523	298.403396616838	4069.134736342605	833.6080426203357	1286.8814424039335	629.481139549926	28.437122093834912	61.85095511417909	40.99524014019456	0.0	72.43835287445758	32.01399333869151	53.48055370149938	98.40605790150164	11.40372484373505
PWY-5941	0.0	0.0	23.934313501603608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.70938042864288	0.0	0.0	15.975037813255096	0.0	0.0	59.558994010757736	0.0	0.0	0.0	31.831556810441786	0.0	0.0	0.0	0.0	0.0	0.0	6.672742456587506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	17575.70541452283	15976.280948535226	14277.60541054946	21522.63422000805	13905.630647965334	9596.538946650591	15190.308970149455	8067.462955105077	4291.5954875996895	6252.286771665705	7869.047406512504	14789.28069415629	6554.797289782901	8364.777573942836	11812.479109490152	7871.772986725185	10108.783815719687	7566.122569508722	4580.026551393672	2935.22069772453	7501.276107843004	5189.6148164486085	3680.3692458681567	13846.57457525452	3503.26371647915	3763.080433177465	3288.246794316295	1172.867265959125	697.3975692033594	536.6130206807745	620.0060032176801	1025.8107300827996	881.0610552828662	796.5099231549653	3153.132297617981	415.5926892965263
PWY-5973	30027.62236284011	55063.43221303915	35997.03870459873	36192.31735086571	40341.038893708464	39137.27063437468	61474.28574890794	36302.16300340398	5766.350760128075	30232.770135705287	11600.351583185791	21511.397188185565	9592.809224667952	13780.923892933726	16905.754886301405	14159.30553722136	18406.48894610601	39313.003010881286	10665.948888936491	3195.480727193521	19840.89415034338	13397.809829017317	44423.67664370843	24938.09811888461	21370.55937946341	21254.72237850293	24770.98712029843	73729.75477603883	98397.86357579884	76395.27283894602	70145.26647276629	39394.13053159598	60480.80337915962	108283.06419800084	58825.74349946421	81817.81160749866
PWY-5989	11665.467507979793	9057.680657685172	8645.876298442994	14747.40318170134	8280.67669470081	5336.115145327842	8181.464255897675	4401.843793695323	3276.4560115359905	3409.803827098548	6379.272010169957	11809.172338195429	5169.727366883877	6149.994940504398	9546.72732862748	5178.258418890842	6424.955883481921	4176.144018836007	2670.9912053129683	2558.9826578084394	4503.861559097556	3150.936590323529	1857.700172036279	10739.254980604728	2087.0899257771207	2331.501177676311	1952.8934789392167	691.4397369221026	418.4915595511664	319.49394535490137	371.803797170055	615.7202413287274	529.723665941495	475.8935088659223	1908.6844106389028	249.03427944605087
PWY-6071	72.05849735869192	75.39068280894665	51.53927811734428	373.3574868061515	31.45506679048285	59.75908374983358	3112.62284999958	34.4052939381814	30.67227314423532	30.442011818972134	397.7172552926376	1811.3802635965767	522.4233638277028	675.1227161914202	450.44908536338943	516.97603478545	2134.973467821488	330.4697973211814	484.28350232062746	33.63904888337523	914.6127170618	35.65234763268106	20.474660424699987	1181.8165601851476	227.84743221560345	618.915914856806	255.0090737954491	9.139810108087293	21.367369182630345	54.08067165297572	2.559482422713592	3.814132282789824	0.0	21.05756357401292	0.0	5.716431395756701
PWY-6107	31.067788304475663	22.23725184896848	0.0	5.98523022388519	0.0	0.0	0.0	0.0	3.351508120649652	0.0	0.0	64.47644764476448	0.0	0.0	33.5115424973767	43.39174668223296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2478669481241784	0.0	14.81796116504854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	27768.77063476282	53726.058965655	34203.024684974094	35657.53058301955	39499.56698801913	37631.19229129412	58606.64545373427	35830.118372397075	5284.585817799842	29663.98710740097	10423.022019918437	19673.205501343447	9219.682753583644	13543.906727972608	15126.43307624377	13641.293759383218	17686.598181062433	38194.1266516936	9480.241559777824	2450.376015537844	18383.56218706832	12750.513300053966	43712.62956936052	23164.77549047951	21700.729396301467	21389.51458484354	24002.566472843228	53538.6880945932	85010.48628092841	62188.52065933073	63398.97280821307	27581.58297158399	54973.058698081135	105968.5173457209	49296.078967631525	65155.069785828455
PWY-6122	28072.1358756266	55182.297798681895	34941.094854529096	35748.183611704524	40366.14006599983	38813.148932373486	59957.803553025165	36891.12720602261	5237.429495437705	30609.92596386866	10341.906647514408	19495.81225296793	9129.7970974784	13605.04015581083	15058.485025242217	13767.212390645132	17789.54930477151	39486.30373139272	9622.83869117172	2395.184443948237	18737.44300735612	13057.068927978791	45366.5799433651	23113.04352931994	22373.933676617457	21937.18840179864	24820.37036455196	55507.45996555227	87465.82848256576	64420.40193161095	64997.26714545618	28188.403964476747	56510.22753216717	109856.87297295337	50366.36548622681	67273.90074480324
PWY-6123	25666.25768239733	50218.62245655721	31901.83712521776	32613.99485637613	36968.75141587187	35349.044118300786	54594.25561191167	33581.778387323735	4769.103346603742	27840.43224842226	9319.503086007871	17370.989005159983	8172.830961218875	12372.20566738938	13399.305020905624	12605.632469351607	16231.64924204965	35927.05283428945	9252.745523317431	2201.2236524405566	17225.408577301703	11939.575723377831	41265.66541079251	20357.831385734265	20361.46159712065	19413.46583013088	22612.32966316774	52981.24036647526	79889.27639282643	61424.33088328908	61306.6482942448	27067.01713353996	51291.57263091664	100713.51152769818	46847.25970944212	63368.444847613566
PWY-6125	25436.025799289226	53370.06530702759	34520.2003649675	34909.125140294964	40099.02442706901	36670.709479358105	59338.39610863165	35621.16755085153	5061.231385786803	29552.23569437485	8909.647396197592	17062.177733365847	8306.75305684074	12816.9977534062	13273.76075416281	13501.46434130398	17597.036439730866	38494.42668603999	11973.94930707691	2461.324572850566	18961.54455341381	12889.991415929158	44128.46777605632	18768.990335304326	21811.532306454304	20166.765095977244	25018.292570081496	60689.05706719924	86418.43295560348	75782.16836489445	72336.93873785067	35952.92945161236	63008.67797909219	107559.22508479004	60149.36738118036	75764.9534287693
PWY-6126	26615.23389823287	53717.75134826192	34794.473386802245	35325.41715619367	40527.29236956777	37275.19217003339	58761.42014711456	35880.7447018132	5219.967150805841	29740.35656556264	10401.063489011747	19622.41256763499	9191.649419705616	13554.455477276711	14972.75616373906	13793.20113075471	17970.304955349642	38784.19815879331	13849.704449683704	2679.5839060722374	19008.316814840728	13055.122738406735	44190.83323592872	23315.56339943818	22307.089110562112	21081.48405760436	26697.23427282666	65447.64402898782	93709.3338959746	87307.42858502135	95545.51582077554	51945.42935854306	87944.03883436529	111098.63884035416	91516.03708496454	88235.64049739753
PWY-6141	0.0	8.88888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72611464968153	27.801487117413107	22.84518828451883	0.0	45.18510208660534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.78756950243177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.00495718541651	50.868403861649895	9.595063911385864	0.0	43.65778986136289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33359392005999	10.239984704388323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	8520.074327068874	4511.117990471765	4114.073149954703	7394.598444752004	3906.532301191632	4561.327706319083	4585.476959767869	2533.712096002749	2022.906923368382	1736.9617140563084	6024.219161487012	10716.578568974634	4856.322077282974	4473.048108453504	7943.718542237726	2547.7786282950183	3311.2306938191214	1887.342213097393	1348.787094227739	1553.7278932509962	2402.0903964564063	1714.296542928969	990.3841120702996	13906.903395652853	2795.972404332441	4194.442672212667	3256.599890694985	9624.00140916604	10874.670682087504	10049.013047382436	27449.22832465317	13299.379414179744	25861.51327842189	6594.696808901983	26949.66177509074	19475.27659589061
PWY-6148	0.0	10.650252204832048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.27808568609734	103.3259551085603	90.57539443621005	0.0	138.4516738779403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.3357271916805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	22223.434271262053	45326.17820113074	28616.62076693913	28993.01475730428	33815.41543072991	31813.54133072804	50047.73490684492	30518.4817417938	4018.790552522851	25217.308102950297	6792.569538617403	13586.96292210208	6827.305006848848	10580.186843659669	9755.563997040392	11350.217099707848	14601.552193874835	32547.09260017424	9239.690640203073	1511.9296675357316	15644.616415039854	10652.347652683406	37619.27977482345	14391.592588443238	19233.879645456807	17307.934408441983	21156.668316722444	58033.42426857425	82105.50085624486	64104.17355837097	63579.60594269023	31301.747273785124	54853.63824806676	93380.7207873274	50994.75197308541	66292.4162840037
PWY-6163	5519.882744326954	3938.437235572166	4023.480954464801	7307.26026049062	4041.0955785690553	3084.471298325833	5886.08173143266	2196.803937068594	2014.131730376561	1713.563770242219	7533.923285129416	13245.294728955683	5680.69118782462	5006.147254779107	9592.429037390444	2618.6094088805144	3593.821651485593	1959.3938936065224	1393.739424526851	1589.4475045431932	2770.381670859293	1727.9126903410424	1077.6529785815787	17919.28606953718	3214.4681427422606	5260.303943038873	3903.973762992042	27785.445135944345	25055.493708163525	18695.12731575152	34103.28754068783	21992.462909090475	29158.28859295108	8787.107945806105	31618.55618022873	31478.53631569464
PWY-6165	0.0	21.26135434581756	0.0	0.0	5.328937712056505	0.0	0.0	0.0	0.0	0.0	51.210087847618574	73.08044952276742	56.785846721539485	0.0	92.9628995395448	0.0	0.0	0.0	15.886018731678828	0.0	0.0	0.0	0.0	287.52797059077244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	0.0	26.56854804927124	0.0	0.0	6.660916291370798	0.0	0.0	0.0	0.0	0.0	52.96295395901021	75.00620876465558	67.94528916144843	0.0	99.21489350863652	0.0	0.0	0.0	19.828731896716125	0.0	0.0	0.0	0.0	317.553143308302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	0.0	18.65763873984405	0.0	0.0	2.008448903353424	0.0	0.0	0.0	0.0	0.0	43.51953725068128	70.24686309633915	51.163771610445416	0.0	96.46567339171462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.41742979422847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182	1278.4077539576126	780.9761376162583	628.650955519761	1145.8944747503544	486.2449947675615	542.9556830233441	2917.801816713085	132.51944797761158	261.4353939902781	225.94318642691977	542.7994429078384	1046.7242056244456	397.3931966382468	490.2037949201664	922.309256053806	571.1263631091588	772.0697179338673	393.6132618132312	264.5386837231326	305.7718403400068	1044.704139961496	175.41377108751917	171.51942078814017	607.6228823068117	77.35043006223688	91.7839764733984	0.0	16.573693687377062	22.225787606110863	50.26679387999243	3.3013294304183445	36.5233394165018	17.852297592997814	35.980035799252704	21.4468085106383	12.75995080026682
PWY-6185	136.10801314954512	170.2139886446824	16.21213001839094	648.9976732611738	0.0	101.06899194342964	3007.0222426784853	37.84562544550425	0.0	11.767399864653497	519.6025237547759	1015.8148662673552	390.3517219959868	321.4278417026246	885.9254483099863	138.21314026355046	90.6486536614282	69.78336651378463	0.0	58.246177166874055	1057.4156647510597	92.12792079963988	73.48886532343585	565.9791315329729	70.3453361726016	90.43142482819626	0.0	0.0	9.858182082117622	51.84594471594268	2.0853621155779205	15.91871558979748	0.0	6.620807183627286	0.0	0.0
PWY-621	31580.717873305555	60921.76001621136	38683.65584333558	39224.65676370782	45442.6236092494	43302.38208944155	76887.40224613178	40868.582269473685	5509.064596124956	33764.5708154321	7696.24152294536	16142.482995751234	8714.423616990907	14139.610104427213	12502.0555376771	15601.662122172256	20614.51982253788	44530.79262026734	14807.794416478342	2618.149287313878	23829.30907570503	14744.151666404936	50365.73644584726	17628.548484540326	25387.28180341911	24392.99031791275	30186.875755907964	68894.44263896946	107212.1736480912	89162.25774538572	74084.67591143512	37558.34149310124	77091.34329839819	128512.84682675026	76666.67066627936	84948.90346854927
PWY-6210	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	26.489149689991144	26.540613963596847	0.0	46.29663763762984	3.75	0.0	0.0	0.0	0.0	0.0	10.08296815640113	0.0	45.08624939524891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	20.92809906956077	0.0	88.6355863969029	213.43556984061345	44.65902872321306	11.953911908550758	18.93519113649032	78.37810277259048	130.11351094533836	0.0	765.7652340027527	1408.2252332959793	427.6459441674669	331.6595605159177	1083.573644775195	70.45885252806309	99.8308729230986	141.17093885497343	63.45554790314899	2.00722578731132	11.95123758345926	85.69153301503464	0.0	1843.654191562947	140.0374680423503	178.6622131899515	149.36414869924383	0.0	210.704598481018	29.89852177716533	29.964202761804945	0.0	517.1971655153586	1560.6271363138603	311.6250047618475	29.94773202570271
PWY-6269	2229.3094680860127	1181.7171708902133	1116.6297407208287	1793.6165193805873	790.4896834213445	1025.4732834589597	2876.1616721534456	567.9896612070538	649.7427372676364	602.1552104247421	4256.19916118697	7243.596019418384	2697.9736618076854	2326.15459538534	5278.391276694961	1036.9913614863249	2085.462182942871	1064.3109484751656	543.0654816265805	802.6437560844483	1215.8859705195514	590.5982502964598	436.60486215544034	9241.283408100686	836.5930434610538	2242.402331847438	1403.9797365001066	422.1094530763687	2794.0678459655605	234.5035096090492	2204.294639667928	688.3753840412794	6707.952169732587	2759.6831019582214	5339.00385427429	1608.5167926643771
PWY-6277	28072.1358756266	55182.297798681895	34941.094854529096	35748.183611704524	40366.14006599983	38813.148932373486	59957.803553025165	36891.12720602261	5237.429495437705	30609.92596386866	10341.906647514408	19495.81225296793	9129.7970974784	13605.04015581083	15058.485025242217	13767.212390645132	17789.54930477151	39486.30373139272	9622.83869117172	2395.184443948237	18737.44300735612	13057.068927978791	45366.5799433651	23113.04352931994	22373.933676617457	21937.18840179864	24820.37036455196	55507.45996555227	87465.82848256576	64420.40193161095	64997.26714545618	28188.403964476747	56510.22753216717	109856.87297295337	50366.36548622681	67273.90074480324
PWY-6282	14058.678815497826	11414.255354001642	10564.341528678471	17085.566119392097	10013.741894957857	6744.722281550771	10781.3142567474	5633.056770302927	3618.4666628559057	4331.282202357876	6462.026851579374	12139.665560904712	5328.687224612292	6642.822255247773	9775.01319458731	6199.877489810352	7967.648495887651	5175.339654029337	3415.304869433958	2727.2761564445686	5517.513768057424	3824.0747405112206	2462.118671354803	10832.412886922226	2291.313132253406	2443.34582054204	2113.508153051738	713.6127967686446	419.8926008516946	323.85381665422904	373.512494430203	622.6621004684711	531.5576403722088	480.2769612123656	1929.167639382173	250.06293607624315
PWY-6317	24487.92431413768	48032.83835316509	31240.41720180336	31174.093627534905	36739.31398785493	33801.93039446271	52243.604715721725	32167.39756864876	4550.302918417618	26660.420614895407	7543.238946660072	15330.607281141412	7301.579987263243	11243.223448596107	11386.91469424446	12496.86004360692	16162.644029281835	35174.69120604633	12549.551961380506	2046.328430082359	17321.749383356993	11825.626277075904	39474.1672376883	17488.94085166317	20137.670495385508	19554.476400822827	24462.85589212565	53910.01498204663	83326.82020680403	74434.25926513544	86856.4891157035	41331.97224200927	79217.02961953294	103192.36177806208	79400.12627025833	73143.38367149477
PWY-6338	84.5691133735866	63.14142005368258	56.57276594618137	18.57946581257345	22.20982294262713	48.8007407589462	0.0	0.0	11.672673308176083	0.0	39.008032221935366	124.46275807612298	11.61766930531208	0.0	52.37545883690988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.72681035374907	8.988098303837603	0.0	9.596971006310609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6339	189.36620566468173	107.8821742249652	87.88017929781726	117.81972440776671	101.86542466898788	111.81813231280198	0.0	0.0	0.0	0.0	164.9962079127492	268.47653423869133	133.2101711794296	0.0	113.65219681228584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.7379129957555	69.87531698747522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6349	0.0	8.421052631578947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.013698630136982	32.30001171920778	25.57377049180328	0.0	55.264927165039225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.9338388569803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.7920792079208	29.53450492927561	24.22360248447205	0.0	47.298334064007015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.76306275715453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	13533.507535528845	9879.505187157272	10160.868646838107	12692.543870721296	8437.074675891192	8244.668336089462	4538.536423783508	4084.379616208611	2976.2040423933604	3642.478440738145	4982.4439875988455	11579.137977728618	4744.511562680523	6176.831690452499	7424.336617623749	5488.624455279144	9338.554636137866	5215.434718641186	4536.853039611231	1949.897648824893	4707.694824228317	3251.535003021523	2128.876853091555	10507.9616384688	1859.2680910308056	4448.250392430942	2921.604731649962	1290.9897770589605	3141.0677061003275	516.2891370212234	1852.508261886161	1296.885417437332	5985.057439728275	5733.241848623377	13748.760050959909	5321.799233634689
PWY-6383	93.8001006691868	70.94362813164271	23.989797661605778	0.0	18.9946008691736	30.98484304560071	42.48183883652795	10.997998451629808	56.067817578503	27.98434384466356	278.6619397322737	545.3458193104545	85.33789355808652	69.75150752156549	305.6250108798728	4.998876712262715	41.939954152952936	25.9897359896959	0.0	4.494029135277833	145.3348038365431	63.811232482762286	53.96129774496054	372.7356045078786	0.0	49.925762063909474	9.997713420650848	3.339897881181712	0.0	0.0	0.0	9.998669713575683	0.0	0.0	0.0	0.0
PWY-6385	26207.908439398925	51134.549494870254	33083.38181119664	33172.68851027724	38763.962733046734	36046.92443107794	55892.82451113493	34249.00574481629	4885.818556726772	28394.028520218388	9592.771768644849	18114.57318295067	8456.633228673581	12603.603902440116	13963.987227586222	13153.893727788934	16916.553464253248	37187.846185383765	12593.120809776494	2392.8384744812856	18252.33558160292	12464.298828982706	42073.03759588855	20724.324252893108	21476.43440320979	20163.518910704475	25186.24133527616	68379.93147929362	95219.04760578334	82284.4508526359	86335.82094794136	47011.1646393831	78502.10811008858	108258.1042606521	80982.01817225722	83845.01972820934
PWY-6386	25921.32379210195	50272.97015587844	32522.199765371344	32680.947678186498	38088.23101529095	35496.19320822404	54900.18924372632	33673.78915406444	4831.191646169777	27907.00263056918	9607.513452049749	18104.637194327734	8434.735972082952	12467.160871172424	13916.061160430309	12938.916685359154	16614.070294444347	36526.492512679	12298.264534968304	2379.7377506396774	17930.662885997455	12263.376596452084	41324.31198688521	20892.565685119363	21159.273723305632	19923.51096913754	24787.604441896743	74401.84182393886	98561.01580359558	83670.8415196566	84103.63378332612	48749.45716905098	76638.34771788806	106233.40544194136	79753.72437131258	86645.72689779085
PWY-6387	26851.82444334175	52531.16007440889	33956.07459707218	34002.934854930696	39795.37323401604	37021.25067882077	57498.37290811636	35196.568240233646	4991.271394748362	29182.49204962852	9755.038508292751	18462.078388387377	8618.14933182386	12906.669620026069	14250.598923337882	13498.91466699502	17394.95074267119	38232.804388467375	12905.177633800446	2436.182415364384	18755.73544212312	12804.32692322701	43266.50642810509	21101.547435357035	22047.729668991924	20687.6718974353	25843.19288101389	76379.89049586876	101863.94451628864	87058.80337847711	88361.76240196894	50520.242927381136	80281.88651830942	111245.37258332947	83568.21923871925	89777.01702369419
PWY-6396	5607.04795026031	3087.464139349705	2233.889130027097	6102.442720344151	3281.54664117054	2166.2103007543988	2938.5335611161167	1571.7710209453878	1143.421812782075	1298.263293618642	1461.5538219811883	2829.615107101779	1128.5196490632031	1788.7671296557194	2584.663568225267	2131.8721162336496	2119.6222221478256	2200.63300796547	1124.6647613525106	952.2221727202692	1937.547508473204	2321.826231453996	895.598212858205	3106.0927518179788	4708.029053005863	3739.63786915172	3272.059322121504	321.1579114853784	159.71815858917046	87.89954666140436	163.63727009452933	175.12038010385476	147.6514603378319	235.52358907076444	254.84106775067224	103.8694088651062
PWY-6397	17.838545059286396	37.04221080221063	10.434628541149673	0.0	8.685753395858576	10.956362031815978	3.737065395743473	5.739085041459619	6.83159685659965	0.0	89.20851918552093	221.47000757737163	44.855368965129855	38.0139191364939	117.98504361906188	2.6086706665540293	24.583606995188727	0.0	0.0	2.347681644237671	21.81198868602296	33.38715643082357	15.651904794914142	80.28160534613953	0.0	17.06479883609014	0.0	0.0	0.0	0.0	0.0	5.471868533342087	0.0	0.0	0.0	0.0
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	3462.84	2958.22	3332.6400000000003	5798.100000000001	3159.68	1674.95	3615.86	1369.56	1368.4100000000003	1020.68	3724.380000000001	6645.92	2818.8	2755.8299999999995	5332.750000000001	1701.5199999999998	2543.58	1141.0800000000002	912.25	787.33	1575.5599999999995	849.7900000000001	477.42	7786.469999999999	1021.32	1806.65	1027.13	862.5000000000001	5180.07	1255.71	3712.1	2446.55	4520.08	2078.51	5428.0	2544.5
PWY-6470	15540.737137055175	8066.230507717321	2797.4239575883626	6299.417261933147	3441.8883318669195	14406.596387600765	6560.901810736842	6444.855980547854	2148.20168732603	3362.472792614832	3451.0280195088867	6945.188765137616	4333.347010593259	4750.0443922738605	3363.541265524359	3169.7255204617672	2111.5603564645403	1800.6007308121325	2158.0426775551578	1361.8663459656086	2985.159096162473	3327.0000290845096	2816.282425117304	8343.741032508862	8268.339798205208	8192.80095907112	9299.70903413975	865.602499133395	711.4779104316463	644.6840792500221	1143.1488457890848	390.30030810048623	587.7050115614142	1134.0759952188737	628.717920990462	388.6380036902445
PWY-6471	24237.733954635067	48021.00422974032	30914.29021072348	30820.588091993803	36308.13229559017	33857.71432728345	52625.88864200906	32165.02387919858	4411.914121636842	26647.770402799764	6927.33182864364	13733.0147725279	6767.247814004665	11236.362444601727	10721.719048391513	12297.232296401102	15844.203320861408	34839.97127448883	11857.177313628454	2038.919027695625	17100.90138731765	11641.23683176298	39492.50836685373	13266.811699449454	19938.17744344072	18502.30331320649	23494.00311475564	63257.51200955964	87746.29208580569	77638.99537614355	79939.02189716868	43235.60535124564	74010.87985449121	101106.09259864458	75255.59092026143	78249.10325741975
PWY-6478	29.86397085268842	0.0	86.69996030641633	35.902992531675864	45.69081714762272	52.85164742555519	0.0	0.0	64.90591690064599	3.5938822510846724	267.97612234456005	527.4790554730359	132.08821566578993	137.94933382547188	314.5628168318412	41.538635378493765	105.70532388156523	39.09180663342345	3.9920070727908494	26.15237392736348	0.0	42.74299875766605	0.0	914.4616008766174	44.75515122275189	180.5069617107435	81.21527693061188	84.36409274604885	248.4090930872803	38.738709517333184	46.70690984969085	113.26454422897436	957.261142509371	0.0	700.8047066635355	108.016068565511
PWY-6505	0.0	0.0	0.0	0.0	6.331989787967546	0.0	0.0	0.0	0.0	0.0	0.0	69.25012898944765	49.91273537248159	0.0	88.93482796050601	7.811465131249227	0.0	0.0	0.0	0.0	0.0	21.603858368155485	0.0	105.65981526103256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	1278.7149798948876	1098.3595660702244	1826.2254356709373	1085.7147633106786	997.294725991585	1228.9917452526713	251.0403949184717	162.56174986180935	456.93262540314777	332.0825196608225	2477.2717933025315	5235.624242411124	1863.971527663312	1731.2685761245689	2961.7268302913044	688.0780978498757	2261.86211262846	946.6424127991328	649.42700779609	317.2090903972092	336.73810489950404	231.01849060811105	251.14873450399	6624.454485676023	769.1143474954471	2096.323055443864	1177.872763149818	1261.2523190462146	8239.457281719004	2316.16203815865	6887.390798929461	4309.847652962046	10952.694968165102	2396.880761522272	9839.003803604692	4277.988834345307
