pathway	1	2	7	8	11	13	22	23	24	25	30	40	41	42	46	47
1CMET2-PWY	5726.386963399572	6252.467343492899	6920.818897121527	5540.590493866415	20957.234340436007	25763.08927400777	21113.33807964851	23484.67676853362	23354.623937895336	20795.551648990524	10409.418115087154	23186.750185794364	23174.925138363767	19784.710411322383	21111.381621110853	22754.80130408581
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	19.219651303194112	0.0	0.0	37.36346432689744	0.0	18.8623374442876	40.705412809924624	0.0	21.475397656645125	0.0	13.640037614619178	57.46222916672884	0.0	13.569156938180893	38.09659444301067
AEROBACTINSYN-PWY	0.0	22.76679841897233	0.0	17.5	0.0	0.0	11.0	11.28830587023687	0.0	18.430379746835445	0.0	10.141986417657046	29.69514720446565	10.029850746268655	0.0	5.743589743589744
ALL-CHORISMATE-PWY	1058.1136125657524	1047.574264299459	1531.539083080686	538.5494800111132	9954.653514719465	13833.91019805136	10715.89332542952	10936.117904727682	10771.390968952655	9598.145845983188	4875.082055746215	12018.573713201084	8343.454684899794	9174.182434445378	10816.262211528008	11964.6645043395
ANAEROFRUCAT-PWY	19378.76447922363	26810.623081131907	15408.04531021592	11604.161465271816	53229.97377492575	60942.16592693741	50471.97934575429	64880.80405067607	64796.03155998315	59381.85275147593	30669.106702834182	54730.24903135643	51978.31408682427	55495.685201392334	50303.74667011856	54523.689596474105
ANAGLYCOLYSIS-PWY	90331.00123835725	81667.5977054151	85500.03719814935	77811.36515654273	64986.78122804152	66865.1514468354	57024.29928016033	84361.7958314402	85932.51888224194	79265.7276197265	41361.86619547039	61040.411601958345	76796.80970614904	73406.66085143834	56752.99026887264	60722.36337731016
ARG+POLYAMINE-SYN	394.6467777763122	373.32440990789735	1320.779422644469	169.34843152843487	11661.817749193067	15828.41750892226	12493.217273668732	13268.132426473014	13205.83306625053	11584.162325382174	5928.078888010623	14277.10166682768	9408.135551079296	11109.095977806785	12866.537662245828	14286.876070355956
ARGDEG-PWY	67.59266886670963	83.9060883932886	623.8607259578472	46.80271490409321	8910.793254676393	12428.01777664332	9721.621384544676	10101.71767301263	9867.824030967897	8846.614338143363	4543.639492312311	11070.86179291729	6226.202565848949	8398.832276135805	9931.558839190911	11120.606045744637
ARGORNPROST-PWY	4907.168213189142	6885.17187316922	1527.21322726886	1069.2225988290006	1331.6688830017713	1304.346040130008	783.4271044898353	890.4734792680335	1157.513290702825	726.4966125411959	228.63097611592377	727.0688677157231	3290.1673853681064	771.5666152898909	890.4654428884601	615.2991161669773
