pathway	071B	077B	091B	093B	100B	101B	218B	219B	220B	224B	242B	245B	246B	248B	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
PWY-6470	17461.253679429898	3329.1661785051247	7800.634462470889	3556.508253237941	5836.54254261041	2019.572418627844	3023.2854481641566	2585.7973347778343	3713.087052785172	3048.574528353988	3379.210299166269	2242.316681274292	3149.2825265930137	4634.27764569956	15540.737137055175	8066.230507717321	2797.4239575883626	6299.417261933147	3441.8883318669195	14406.596387600765	6560.901810736842	6444.855980547854	2148.20168732603	3362.472792614832	3451.0280195088867	6945.188765137616	4333.347010593259	4750.0443922738605	3363.541265524359
PWY-6471	20079.92073950125	4175.908418676056	12099.675197436363	9255.697525989692	8518.191434842545	3603.0346162789456	7891.1923807130515	8690.016142974466	9426.368973647694	9150.959232093575	6907.954031859639	7002.077099667451	5601.463125287871	10412.548270476958	24237.733954635067	48021.00422974032	30914.29021072348	30820.588091993803	36308.13229559017	33857.71432728345	52625.88864200906	32165.02387919858	4411.914121636842	26647.770402799764	6927.33182864364	13733.0147725279	6767.247814004665	11236.362444601727	10721.719048391513
PWY-6478	41.3049630418033	51.208265917086656	33.83052574902686	112.1341618841203	0.0	9.942213624017846	456.9926068271973	219.70421628394564	992.8282198916588	528.4390536758574	303.4023653348854	247.83151820291005	686.0570935731366	497.71802589370657	29.86397085268842	0.0	86.69996030641633	35.902992531675864	45.69081714762272	52.85164742555519	0.0	0.0	64.90591690064599	3.5938822510846724	267.97612234456005	527.4790554730359	132.08821566578993	137.94933382547188	314.5628168318412
PWY-6505	0.0	0.0	0.0	30.618745854118696	0.0	0.0	99.5414228454923	0.0	135.12836694711936	40.18986650290344	75.61052756870045	0.0	138.30067923393202	59.59120105232689	0.0	0.0	0.0	0.0	6.331989787967546	0.0	0.0	0.0	0.0	0.0	0.0	69.25012898944765	49.91273537248159	0.0	88.93482796050601
PWY-6507	6965.256519794532	1991.384988655019	5985.432905951443	3458.4439844647995	226.1761963238899	563.9740391014512	2789.9594214558865	5069.219417004822	5886.386282648512	3895.1562881375207	3564.718088428335	3669.623139330965	4230.35755962258	4635.321530965565	1278.7149798948876	1098.3595660702244	1826.2254356709373	1085.7147633106786	997.294725991585	1228.9917452526713	251.0403949184717	162.56174986180935	456.93262540314777	332.0825196608225	2477.2717933025315	5235.624242411124	1863.971527663312	1731.2685761245689	2961.7268302913044
PWY-6519	3448.979115476774	3916.52388908909	7885.057240572304	4422.330766438843	1505.741372669402	1963.0524026796927	5258.88190932005	7105.589739684141	9646.45232946252	7310.725763728329	6901.335926800056	6048.78808871526	7342.881785010181	8496.85107443106	7101.632482655335	6092.25108952036	5787.280010520902	11348.685138233575	6122.777536256435	2941.921485059715	7672.440202707121	3212.88906096698	2254.4988512704454	2320.673758348918	5213.550642728591	9734.937670773214	4341.264465023715	4937.942436649072	7478.897507726011
PWY-6545	166.4830465207071	658.9121008488687	4715.52445007715	483.116609237295	214.53967766982123	284.9253728907012	3592.6424699721147	1252.5275403677367	7105.895050240679	4793.543829056106	3661.1875633052414	1695.6204327777666	4302.378773244409	5056.486774065034	282.54273379595827	235.44047186712413	174.80886140128405	357.1518750623156	29.233447311771805	152.50629173973329	14.622175275895213	69.64413300323166	153.0275507483301	169.3424640911789	3263.5799923136533	6518.959758508575	2346.115894602892	1671.1065290041083	4675.181702889286
PWY-6562	142.58725859598692	151.86551894146757	214.9140081747139	261.838547945188	174.95041442099082	108.79959958751692	876.2017001491467	763.022985673146	1704.6941763423297	1334.3900442925426	858.5099887030657	399.3478987911253	1022.2859284671204	1471.8041748639776	1637.3098108933898	1166.8410070809175	1036.5065252164177	1764.074805099796	806.4650241999345	666.4620678332237	475.698977529606	919.0199651827942	734.0664565945518	627.7876450144988	1072.2302482824011	1602.586611018187	1324.0035801395993	1210.046569428666	1408.3129760937372
PWY-6565	0.0	0.0	0.0	0.0	0.0	0.0	32.407895364705176	32.51374551944418	77.6300667179036	48.953082541636725	25.296200240259072	25.097107649019183	63.11485247085076	53.88841701768612	43.62640319330683	0.0	0.0	0.0	2.008510218129555	0.0	0.0	0.0	0.0	17.8173834299784	58.25806960580294	135.98824034230594	23.34249843310489	15.919881956376848	69.44546220521481
PWY-6572	0.0	0.0	0.0	0.0	0.0	0.0	242.5009138253785	33.63369288308309	293.1164312034716	126.43607881176064	383.56576158043066	154.9007692051547	331.81916347397083	285.4752421170104	0.0	20.308510381166464	31.35280731899874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.84820489268873	172.71751405772008	120.14798066308155	139.3981417888168	423.44897020042606
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	14.736842105263156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588	230.42057208851017	160.9524027101544	4546.066633418857	296.89475369145833	171.84307446569318	334.2621499059297	2454.164370433234	6112.604884118356	6844.323115322867	4135.613290751827	3037.7711518533783	4467.46511863976	4295.235796368006	5046.71626407673	374.137288440119	176.0911525065334	336.58517337447176	666.9852538542707	311.8748662938048	386.0321111897345	2240.47047907029	250.2008434683209	506.9720709601119	571.3409551231416	3071.9795608232744	6858.623244759989	3354.357462183468	2964.0624499014634	3820.149394012682
PWY-6590	434.1178025014793	288.1827524573748	1287.0756427637032	506.5456751599305	173.11375486729474	0.0	3598.167964973285	1491.1215640523126	6892.340596125979	4723.763393938601	4320.373274142176	2258.031811398793	4678.228040534151	5628.047143193503	207.2768111452993	152.15785323046563	176.80518945817815	126.62689177494346	155.42482633398112	152.5273778068795	65.36894685165238	80.94677441457348	116.53105502105308	30.47201731508622	2976.122097800396	4797.144938478357	1910.8153445573653	1560.6606823899924	3769.417807180863
PWY-6608	8161.01492442611	5593.142994258855	14941.51246402548	9111.948212801306	2108.7897125794143	2647.547785998906	3963.278470071851	10865.28240237886	6433.522257889796	6188.296484878917	5473.303630413648	7821.382660877959	7631.362538505044	6971.463189981107	11401.318288249367	7315.465746472434	7853.77032247166	9651.128499625578	5969.477826408948	6174.468557174698	4918.569190957244	2826.745670637369	2600.682704360554	2614.3975535245263	3976.3453934981335	10084.419041456942	3752.9963188163615	4874.473028008014	6028.00209896767
PWY-6609	24800.1215220367	4877.105869653084	14844.479758754647	21551.32501567522	21157.39092424721	4639.963439118992	12633.093465324162	11102.10919796576	16076.144724741012	13025.992557355714	9889.312139897076	8666.64998054128	10308.440846356189	14498.441700671743	24845.16641769996	46227.96207675306	29328.49040048105	29727.93393004897	34222.684535259155	33457.75014691457	51617.59161674816	31079.47581991126	4469.860800216451	25709.59961689288	8913.52182341722	16878.83485592334	8142.724610882597	11689.217816228384	12279.40958054876
PWY-6612	15550.703036085231	5544.396564294544	16357.654952016794	22162.116991132327	20865.325630579333	4775.047213774304	12571.620792509028	11951.665018133714	14284.225036260106	12588.911431332288	9546.61881773328	8819.105724400451	9722.832165483484	13444.86833117296	10281.359352468502	7473.772558026896	6991.117943209848	11500.156449195863	6971.406735560468	6192.998831857834	8383.991661021502	4122.744299721596	2684.2444063841003	2874.8979399063624	6959.298967275178	12930.929306794662	5867.098666684543	6146.24678988724	9382.873264349177
PWY-6628	9584.622876071082	5229.223623093467	12067.582580186658	12461.194460573564	6467.098922465178	3883.05778432986	8987.81814867744	9742.594460978022	12461.626928857482	10677.785185665784	8991.203876453048	7975.119066525899	9461.655627539152	12010.266356200786	5520.985328901456	3651.239880876489	3413.095340098155	6638.840658159055	3199.9355763246786	2624.450092909008	5647.313423165362	2016.218441085136	1848.3071530862064	1585.16086199547	6342.06134829982	11279.387720267829	4647.04736737692	4360.128115475506	8412.439446414697
PWY-6629	71.682696634448	97.40446983246088	9844.525677685602	136.64134373217476	62.82391108751083	881.1588658421801	603.864855992832	8992.810245171879	999.7164361596228	819.9776189369198	326.320076177426	5556.011812094233	1577.2484026223167	1030.1898701819343	68.27268993755135	148.31846952324082	145.65202796316697	143.4992872314164	120.11461397571908	143.69599875875252	62.40921822175494	147.29024755600244	41.278936294245455	38.251023295137415	458.4513842531046	5831.782797749714	1835.6090845475376	2221.565482466435	615.7897756878689
PWY-6630	9488.755404901542	4859.480749726742	12005.977568469278	12354.51503364271	6455.26496509636	3741.413948851091	8858.211747005289	9684.64693813226	12134.500129684053	10454.153759495208	8620.676659838546	7780.170967535026	9049.410853664953	11682.88951276242	4788.289146324898	3444.894795449856	3303.3793115168623	6371.725819348831	3130.958124528797	2461.783731358213	5307.851262603778	1872.0918315239512	1754.406028838558	1479.9819926564105	6099.189358474312	10901.26839768502	4513.71221661176	4165.19196514032	7951.290793976156
PWY-6641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.10467466988155	43.45739007889304	27.399156419605703	0.0	0.0	39.42781887076489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.21434035352818	34.26196277001334	34.974830686156615	0.0	69.06625773003178
PWY-6654	0.0	63.60350279002593	0.0	0.0	0.0	0.0	0.0	0.0	53.87637507847759	21.98016548906724	63.76045086936783	0.0	82.58551812837494	55.873542157325325	0.0	15.93249259161715	0.0	0.0	3.9952006189640494	0.0	0.0	0.0	0.0	0.0	29.909566931463857	43.88604803270072	39.762185232833936	0.0	59.72022323266978
PWY-6690	13.814706160688935	12.357056549057514	2305.311853421856	17.129778830963666	13.058433560353574	151.7664959305276	98.43174184253186	2729.422668177632	188.1789197299325	146.38097683224674	129.21681116415354	1310.0911349429614	275.33778103829474	230.0534969618096	8.617799194163126	19.046498993963784	18.64113217888928	258.90770251220823	19.01251966127008	18.632568241943243	2630.142754967125	19.345709068776628	5.235849056603774	4.863382218148487	166.72384317037756	1063.8914645659204	305.28398558187433	405.54600988377416	212.00424047975795
PWY-6700	17331.66540856105	4778.452501103009	12188.448515136684	20880.17692101797	20047.243217215524	4218.171344968811	11533.763633434251	10215.941832899896	11883.211217034468	10895.9031509007	8070.752005773321	7604.678191651026	8019.393275086637	11363.992383632078	9823.263348394514	5840.871943781192	6245.44147637079	10364.317793738232	6335.275725466754	6501.203505310973	7358.230319180771	3059.7750540967945	2286.3171914517234	2162.1704485137634	5349.756936232738	9588.385340179111	4319.268408257944	4383.80813092872	7517.800867529442
PWY-6703	12385.041396581031	4845.498161548076	12359.77962596046	22879.820341141243	21856.456883843264	4256.325602000176	11696.102136469888	10625.955637362753	10793.74908641879	10790.72086953584	7443.108528875774	7400.790002062995	7187.371500344376	10672.719259482164	4245.707348802192	3430.8475018171093	3682.1277731928863	6804.014337525367	3698.730206187317	2135.790303924425	4163.805634394986	1604.2907608636235	1526.7938364931745	1210.4111619384323	4348.065223775504	7707.735903824729	3323.274224981628	3098.63976922443	6019.018625060679
PWY-6708	2741.763067963235	3042.7697920214428	6336.875051693337	3493.318135598586	858.7941592613942	1113.7815227581425	2380.170858783868	4491.523352977651	4069.850257421106	3481.4789716992373	3246.281562777235	3159.6746092315084	3365.508397002828	3774.8303305446207	3609.253034156454	3005.1611523769925	3274.6782521543296	6069.084949597098	3208.5297386940742	1652.737526718846	4323.566740829457	1388.4085897635246	1295.7372630578425	1017.0966811476036	2411.35519535284	4655.183248079458	2166.037153291817	2218.173606703437	3384.728233751
PWY-6713	0.0	7.57190486679047	0.0	25.03136007980754	0.0	0.0	34.92864318695242	64.27537713810601	83.5230164562118	0.0	17.551993612378638	4.990193312719516	0.0	0.0	0.0	0.0	10.956880208123648	25.86660481743175	0.0	20.86905845332497	0.0	13.27342022302734	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6728	21.35578342169879	80.55508964316752	742.0571962003143	92.14330781172534	21.21285088719328	0.0	566.2790370186003	335.2789753410617	1228.323198468851	815.4167355657826	530.793229684482	493.3392233289677	790.0652937602571	883.1281699650965	53.86074572777155	28.638888553814127	73.71255995745385	192.43365113228603	0.0	52.94342392427181	0.0	43.81519069074314	0.0	22.37682903840177	475.5536497909295	1291.9237515901684	473.6896592210383	307.237969240391	792.8707951419739
PWY-6731	0.0	0.0	47.27491504290826	19.906172691726937	0.0	0.0	0.0	12.483667878268715	34.80657421423979	0.0	0.0	0.0	0.0	0.0	37.37361957167188	0.0	0.0	0.0	0.0	7.487597744197766	0.0	0.0	0.0	14.940942410589107	17.418219859545342	0.0	0.0	0.0	0.0
PWY-6737	4667.504343781899	3281.0595362525264	8390.94773185265	4562.90360466333	2150.546191086485	2111.163329037784	6285.233878783874	6793.295559121856	13132.63133022024	8768.91228440713	7433.384153493694	5753.590546213159	8634.498102670583	10010.523059211197	12950.954748739034	8777.69840568953	6536.82739982179	12289.991981469228	7090.452668778423	8508.16208006744	10440.287669584432	5665.291716341629	2792.068525728059	3501.953242816597	7030.43755468107	13069.106004424526	6761.655203645431	7591.573568163582	9352.307536975022
PWY-6749	7.998683956770337	37.8868308963685	22.82357422774403	127.63318148198576	0.0	0.0	310.06613593630004	121.81022305359105	493.3712835975667	277.365671823811	330.00014005880485	148.66041181637277	434.9057559907658	616.6855001309154	0.0	0.0	17.99467276318913	61.9370095038848	9.998587070500376	0.0	0.0	19.99352934748826	0.0	0.0	551.0416564484495	501.9072406040772	249.27740925889225	140.11704940865604	376.5231189806681
PWY-6876	128.4906836596131	3.188579351769108	79.06651615274863	137.84476446190598	14.487313155130172	0.0	85.56175772611678	0.0	273.72559834917223	154.94362529558646	51.86086601031354	81.52454100101204	203.1912845118821	154.46351405252912	67.58893331437302	22.481873127185327	0.0	21.64661062421296	0.0	0.0	0.0	15.514420416887354	0.0	0.0	41.88396200641714	89.69240458069406	65.53472443454086	96.87909114797571	135.02349062792905
PWY-6891	6848.69232016003	1958.7478773970024	7614.061314213326	9480.219455789304	2934.575765970801	2191.1357091542213	7909.062938571124	6594.90804033408	3785.7645822220616	6471.419251784216	3042.41886301612	4224.074781226057	1877.4489329348703	5590.7902747467815	174.45119648754385	142.81324806082455	112.12709037078224	806.7262211101396	525.0203163994547	124.04690774266028	3159.5708539351144	101.66128238968383	161.63421656317314	86.36346205072219	1622.2011776094191	3454.0778917542634	1118.3742276778455	1084.704082207506	1614.4982283724908
PWY-6892	398.2156203357231	138.9003386776267	5563.672084004414	484.52854086548064	210.8633676282419	658.2952110998446	6000.378163610659	5671.67373947089	10869.902699991282	7420.81396910857	6548.899695593695	4623.932257193682	7037.579815528891	8858.251467705104	167.13676691371415	49.54703980237205	298.39674498679017	830.8220715243946	203.2917079046172	233.5494997645797	3542.4724571295988	236.47891169156344	398.8521222925184	376.9570273985943	4667.059001798795	7949.37171174432	2841.446441711002	2745.2524897240646	5920.46924988798
PWY-6895	3123.2440605753363	2752.6197462026043	7465.345124051239	4170.598336962959	1389.173268399681	1747.3229771543065	5885.399918292131	5727.362838672618	7828.714733926748	7200.501761487987	5499.705574162437	4824.220550883109	4778.414127333401	7885.622636218451	730.2523834152848	592.7048108158059	489.1852978279457	2497.877757639327	1518.128472187709	476.7472442633318	3636.614020902407	394.7543169755735	554.499993056599	328.35254242579	3543.325897882404	6767.782859481104	2429.3962727004578	2317.9079098703205	4152.865280078378
PWY-6897	13097.881342459585	3061.804314759788	13957.0400842354	20638.883223158668	19083.045370475524	3987.848043826727	10913.995750571745	10319.156218970693	11568.648796585638	10286.286605052654	7169.81090263892	7203.0341505243805	8021.537542353958	10976.893687914297	3684.695458647709	3018.873814187325	3351.083990845207	6075.262350075732	3484.397613344544	1671.256916063922	4025.106014002144	1612.5367619684444	1527.2200686424703	1172.3475050418083	5180.128686798829	9125.299297007146	3569.720911993689	3353.7068879594963	7043.530266304338
PWY-6901	11641.463618225462	5155.474396884798	13465.275946154155	10774.366507947552	3456.694340159668	3125.8939529976687	6205.142350443331	8383.521365679344	9266.272288161292	7445.272610331866	6405.999260923617	6559.8790344298895	6899.7324376932165	8723.207999853226	7997.3447499625	5216.804091114188	5616.4039866968005	7511.517117697101	4311.046523628711	4823.772076117746	12624.097994725058	2235.722908687036	1945.016893765356	2081.952107644802	5086.866838803623	9924.615896716128	4068.829448209908	4793.499148353558	7084.417154404291
