pathway	071B	077B	091B	093B	100B	101B	218B	219B	220B	224B	242B	245B	246B	248B	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
P122-PWY	19143.51507331696	3738.755536485152	7424.188640672119	4906.984619199383	5211.595689957845	2514.068555771284	2521.130107048347	2266.2328719620305	3401.98271387651	3323.4490103029734	3481.172686886639	3262.343553524872	3190.70165825764	4696.599173834597	21653.649561850303	46382.11498029103	29737.950969179543	29171.362248299258	35057.61087174814	31736.834473596857	51536.20123953797	31190.344918704388	4002.852437874722	25937.703541585422	4753.569860729276	9785.975045669264	5008.5677003434685	9784.132343494495	8205.491222346302
P124-PWY	21939.266381945457	4475.146677750529	8182.040042784269	6041.981410004952	7239.553583474935	2914.2579226812163	3079.5453255220223	2594.4660435001265	4143.979452872609	3981.569303940577	4209.793230570037	3735.821155505339	3881.001416761323	5683.696022628048	25266.34050345477	53304.6264121253	34075.65991795138	32171.35800302397	40188.54878250352	37216.107316041554	58111.444112936624	35970.208331628	4394.120326981736	29995.72535222975	5925.422042060887	11942.281395405756	5905.453702503221	11466.25806428866	10144.934463308044
P125-PWY	18590.950769690666	4091.279487344803	13368.060222601564	36386.20616008881	38941.595515541565	6159.776014480796	15050.154794473878	12611.196719261608	4917.142523688913	10603.381155775684	4431.040997064383	7133.698416854357	2640.697141824231	8164.155521577701	2525.429708317547	1210.8873381570927	884.1337505761134	2694.535275712499	1317.3488649731548	849.4067095930236	1143.787404412211	609.6074367994138	562.101814443194	503.4694423780048	848.5379173913633	1535.1235179403686	550.7844653581014	785.9231138966301	1431.022883218662
P161-PWY	23942.222994873067	3032.8330006224774	13092.487488536384	4247.502051898268	4780.262400029826	2574.470779332621	4998.399474329206	11000.173948183634	9235.074653950927	6629.911982736679	5824.781419177658	6852.438755089313	6103.295921459332	8112.131545311583	32843.215520512764	67452.49474450368	42440.95591019288	42427.98840188354	50440.83526877023	47300.90067961097	78523.70706891667	45559.86983858652	5709.817643609366	37639.7477191596	7827.867856196467	17184.71593715134	8534.707791196046	14675.97047606156	11606.288879010028
P162-PWY	374.91891722648654	0.0	682.2386039480202	309.74952038650366	274.96461417062204	322.9207951422349	1080.0986790356055	439.0909678661191	1932.6497627912963	859.9440282237571	1097.9844618610707	316.0068665113769	1743.0494226855292	1845.2095914511951	0.0	0.0	242.27762313137825	168.05678513342662	0.0	0.0	30.46291304047509	59.64273767613922	391.6653345340869	217.9871684818595	1050.3022290217696	1258.4548576611728	646.1489290262896	460.213317118768	1523.259022067816
P163-PWY	0.0	12.136661730208822	60.52364302047977	23.77763829388378	0.0	0.0	415.8489108543569	184.8058846859984	754.2016886595053	476.60131340937903	328.6598624551469	148.85715050458273	526.1229383404136	833.4657330978512	32.406622723705475	0.0	0.0	26.1901847116899	0.0	58.261309112767	12.791944855641946	41.638635481197326	0.0	96.33845456482209	386.1417310576664	544.7631348037045	228.93991280306287	230.8742381586299	394.0156898145647
P164-PWY	6940.896098320198	1113.74187172241	5062.197878002771	2888.607380220787	595.8928352498419	1470.269270726375	2975.637209012762	5173.317981598359	4953.912970906305	4644.762296596383	4007.478866543911	4880.339551354447	4895.401368950955	5207.67376834636	7310.630985813067	3362.7180556287194	1245.4693151388817	1891.1728235879384	344.7899247935061	3680.207050027213	1671.7031929016212	1576.5775244319054	986.792971174326	1179.1131500040722	2747.451655672856	6651.630854827368	2407.248661496885	2552.855058009825	4118.677231874456
P184-PWY	130.83408291470587	181.33887576113827	159.18479566809515	158.21226062648117	0.0	0.0	81.32060224518101	73.34112964420916	151.86482414204264	72.32697868784435	69.11679485526378	36.41439760469258	89.01228099000237	68.140315284726	133.35385434230474	79.47737715436861	63.03726636442683	83.43695968086766	69.39708113396709	73.32102804067422	0.0	0.0	12.189806158189304	8.908666786315454	71.4824967403627	139.63490681950992	38.74472227492517	26.61566500924232	76.39232522204692
P221-PWY	1781.8076080203891	2327.943608241461	1405.1588972120426	1942.021543505276	836.5019457082087	1129.211104640333	1070.0439803367883	516.2477382506062	1423.3564043317567	1714.7018342626725	1667.1873324292426	1312.0068902846174	1625.4865601710533	1921.327305320868	2767.27373277418	1320.904424639025	940.8648500836484	1978.8637279606664	782.0778452424418	867.5994240688116	394.614083378884	734.5823272621969	563.3353273881696	572.6204308167166	1054.947516433274	1558.8903630127663	649.3214194404867	889.140399040585	1637.5795767254574
P23-PWY	5723.455850919063	1241.139961893083	10059.456373508989	4848.744762402394	725.6271983211913	2003.543144647608	7075.47483383556	9268.516320675892	9571.740769021848	7977.842575427075	7335.556408300204	6910.534195548455	7813.3313139374095	9688.807258852235	930.7333103965476	477.882772078119	907.8196276511856	1703.1725376766783	824.868902176104	967.572409221811	1965.8192946068923	624.2134351022893	954.1885407358666	980.0030547913532	5214.806793983521	9206.254552169226	3540.4945534073063	3438.741241772408	6716.711569866596
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	9.530256565692586	2.296435524335173	46.40074557315937	24.684089769554983	66.9316596586331	0.0	81.52639713658179	45.4273549760511	5.999288216244795	12.000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.662488809310656	43.16476345840131	32.88519637462236	0.0	58.31166419019317
P261-PWY	34.2954448077052	0.0	0.0	23.50280326758438	0.0	0.0	0.0	0.0	82.29906597110309	36.4648845467477	88.3019500421898	16.0674590747977	126.08282438083609	81.95770800666259	16.09273799135389	19.61290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.02927700460524	71.41894547700602	44.24870258681147	11.886657011523203	86.06626517762967
P281-PWY	271.4827160979762	435.253805502763	2660.372392297704	371.9612920484012	9.999781245442614	151.54925636653556	230.0922589833557	2591.875007201539	472.6032554526069	348.47666005797555	349.8448455441752	1153.84842578194	463.26501279375793	487.1967902426829	207.1757410102436	144.34564073164873	106.81527914584557	400.3536302443317	126.9157712970069	102.00863743523831	2539.611055449481	30.29391891891892	23.238218486533583	6.342058221397536	258.68983390955	1212.3410306932306	355.03055539294047	400.9176064769837	250.73362178507668
P341-PWY	0.0	0.0	0.0	0.0	0.0	31.144574115625144	0.0	0.0	34.95971972477578	11.245094808961497	34.93726434492044	0.0	49.87951141702076	0.0	0.0	0.0	0.0	0.0	0.0	17.49444895062432	0.0	0.0	0.0	0.0	18.72851697324869	0.0	0.0	0.0	0.0
P381-PWY	1258.440531568043	1021.3739535387032	2185.109553111552	1905.747485906916	419.97704178048906	652.4679160222547	1148.1728054905236	547.8749928591792	2496.6022527294394	1865.155206443373	1852.2941091275927	1025.5699108840763	2080.263754973496	2173.57586408921	1003.657075331662	361.32959798342574	791.5715543458555	1155.513956179724	511.0867878561865	701.4189018000501	795.1935021831755	360.5776953132057	559.9525313346369	477.06226176770446	1396.1871886457357	2149.290844248476	793.7491757434017	779.0190857654094	1997.086801826899
P4-PWY	11176.819790775746	5064.289334936587	11591.449453911358	9379.610082507495	4096.241720142024	3070.315220183543	8084.331084531675	7882.158507052267	12328.48690596707	9577.803954614585	8037.910477127841	6674.986623979319	8666.306239659723	10718.708917055685	11344.023551731832	9835.050014878929	8984.633792211776	14118.757924931318	9038.756110405368	6955.759039794849	12164.690430409864	5173.272241163594	2969.3267858303698	3748.457401483472	6677.520662739614	12627.545406378144	5795.732106614195	6721.648916023325	9368.920535491889
P42-PWY	15014.12431948573	4521.893372140995	14414.213245635958	25249.522323144723	24593.851079783784	4646.375354695847	14278.027393395829	11472.372174493086	15471.036311773278	13377.383386049363	10194.197922224132	8899.302027381525	10844.212900013245	14233.69212031194	1707.5897843422797	1204.9227101482204	2520.224374848972	3917.412848762882	2090.109266996143	1905.512023326913	5514.250262091511	1454.2490869516753	1374.1831742578884	1357.9163154292878	7669.336994001273	14002.620262491926	5174.149534754595	5129.06688365796	10433.658715079504
P441-PWY	10617.761386934744	4042.2250433770128	12493.752948039068	9112.3463176879	4867.918918874315	3437.400041482286	7719.300326428991	10382.877369776255	9586.871831277864	8424.490402640324	6741.699907925513	7288.765097249106	6678.918231795138	9729.688631781037	13904.359588189169	19757.649702777733	18863.09863510061	24436.090371434333	20502.17639976451	10335.911708633752	28317.953173701186	8851.749184094235	3741.906395797259	6357.960164556059	6548.509059267204	12990.492531813949	5731.39379942792	7848.23869720488	9541.58087125872
P461-PWY	8619.946962457829	3110.8006058458523	9504.2340630526	5264.7609468448845	1884.647363567954	2181.6793341077	4617.201646774145	9607.076324712576	5074.500593383616	5062.601015232911	3959.50034919896	5392.753533183691	2777.941576363539	5990.914181004367	10615.121942874925	3441.254967774528	2389.218704843502	5288.258329396723	1919.2503324365548	7261.821216732494	17457.456357013114	2187.6950535889514	1417.1836301111175	1544.7213076010214	3495.4055926535407	7062.843281452169	2901.725944810836	3722.137858729867	5147.424922112902
P562-PWY	2189.5754556315765	2682.6816546803443	2356.8621723651167	2673.5485399849367	644.3169833370082	739.8833633449784	657.0450508865405	835.1089785166033	1053.080226271825	1235.42570156095	844.0793900554188	1070.3493318225264	1215.8274291267946	1177.074283577259	3360.1159794775044	2897.874291352123	3178.53939705434	5765.670475646751	3102.064657926416	1529.6397741022406	4288.50852191985	1266.3724637344783	1159.446315712965	940.0868592127284	833.8760609742344	1368.5281048415693	1041.453326515825	1121.909506004777	1376.6605395941613
P621-PWY	21.881362662574823	0.0	78.49999765624634	0.0	7.937621832358675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	15099.004322797517	4998.478959640885	14085.12373418936	22871.244638524106	22231.06653164208	4400.70482462102	12851.0322514637	10739.097309657374	13224.88930055654	12291.242077582569	9024.341025848656	7898.432720007814	9038.558543260591	12845.845313046426	3939.277700864274	2324.6148210731653	2564.9159495212784	3736.044255554744	2053.2093605007594	2147.668907367441	5155.139355685948	1011.6546203138108	1059.2311909836244	978.0054987209496	5761.352481386	9985.157556525031	3834.04699249596	3677.8714320031663	7512.382688792682
PANTOSYN-PWY	17114.39057001392	5214.435495048774	13933.075165411086	21920.32623321197	21387.831052674093	4421.901633635064	12648.054733578074	10586.43817190571	13908.886758675688	12371.57649574521	9320.933817874598	7995.069325310676	9519.733393946615	13266.24633187062	5785.542024067779	3632.673730293447	4005.6419299003055	5603.09272375583	3237.9875919435217	3307.298697814082	7667.459323506181	1584.7052170072898	1466.3684819572263	1497.9851502363508	6618.1925464987935	11771.15555738716	4694.491791237457	4941.395908844788	8966.271960367374
PENTOSE-P-PWY	17619.476761627866	5442.706412370927	14175.666937159724	11942.249280881782	8462.405423535622	3720.168443389269	7176.649539077381	8566.25275624817	9801.33595159845	8573.475550553097	6875.26520305409	6936.7081493739925	7201.468643913203	9783.223132209068	11708.70964549172	8090.358814575661	7468.128079225311	12380.706184817613	7318.602858353468	7898.829707265919	17849.113940780782	4372.845215072446	2795.4178595230374	3249.1947093162225	6259.830287493738	12349.45342700462	5516.737622964051	6383.970586425457	9047.223464540011
PEPTIDOGLYCANSYN-PWY	24936.81434689177	5998.958164818184	16065.31179924425	22692.50887135948	22347.863653159224	4964.00841323727	13741.15919591444	11605.664349107808	16830.95237122125	13921.3803812208	10793.716482365737	9122.38541881503	11341.781483391109	15393.929887713655	26214.355754642867	51135.5287135642	33083.38181119664	33174.4475510636	38767.12903542768	36047.90163886017	55892.82451113493	34250.47788982253	4887.818842768283	28395.501644012897	9615.87738154977	18145.58443846549	8467.937849080081	12608.850683216157	14012.04540050537
PHOSLIPSYN-PWY	27755.538428656942	8206.102685534897	18829.630980984497	25931.60807507212	24112.79970759078	5906.265031739944	14869.347884434434	12590.18188983864	17922.331140257193	15462.288378846148	11908.7345618392	10325.068999431976	12250.169992960426	16837.740259099723	28639.653113504944	52509.87165010537	34402.1316357562	35242.77024846745	39903.95087011338	37075.40972417658	56325.28602455238	34826.689778656844	5525.706378250941	28876.460794631872	10278.74754819088	19317.85648912718	9023.276795740803	13234.90179868665	14999.429952035418
POLYAMINSYN3-PWY	1202.6611019494478	352.84970626830966	1798.5377387760216	472.51494572564417	190.39605279123745	307.9850819619997	1387.2565207373243	1301.197672424145	2656.3438013957	1877.6347692672125	2040.671240831956	1515.6247017686978	1936.9022357501024	2435.294477455507	254.4722609260112	156.97174959209647	139.93687087985924	309.9322795911655	101.8539078542215	202.6043926537778	320.1041292050893	73.88172541873249	292.52190126781267	133.45482205505118	1479.5140798945165	2959.6856401556333	1483.003227642281	1192.1561724739315	1899.8459019889413
POLYAMSYN-PWY	1718.929832539542	516.8955673224539	4011.1851493881272	1225.8520609416005	316.4837248642028	495.2136951058792	1577.0221533278282	3783.811388893868	3658.515280890839	1973.442182487169	2124.19235901614	2298.8878658580747	2366.86868390898	2614.014446237388	512.9433105839094	220.64338869903963	243.2220314951988	588.5344164112777	258.2769955223088	286.0105201158005	3301.6730360799734	186.4767216895923	343.277777085854	178.09164805772136	1849.2762215622552	3993.030936157552	1787.054581701827	1523.8619452268829	2282.0745185035044
POLYISOPRENSYN-PWY	22845.227331957947	4649.990185701216	14251.969919404231	20724.544458163607	21067.64281682262	4488.976517356327	11557.655966023583	10370.335379929818	12814.239232882675	10585.76556253983	8306.614446114148	7610.433947998442	8971.82949714624	11262.644578748695	22967.8539861044	45434.8353454431	29080.805962512448	28601.940972636072	34262.57677320015	32146.215474223776	49991.67999145469	30569.17380760184	4052.332414195575	25322.28126802585	6789.342657001531	13552.765426541671	6532.87576489329	10653.77593988837	10242.233677025011
PPGPPMET-PWY	2883.519320230727	2528.6985749638093	7833.462568021883	3830.7628831769416	460.1212405321489	503.4694315789396	2452.5561844062454	6548.962668886748	4533.870756004627	3110.7744835965573	2832.831795316258	3886.0317928792433	3052.89364844652	3754.42271356836	3666.7529352967513	5094.992135682488	6009.020323627361	9760.867728355486	6116.505233247992	2526.413438270905	7924.548315776278	2037.931655380636	1766.0943066518416	1438.0750438995376	2501.5341519875824	5676.026217024278	2706.953195305517	2772.901570322534	3215.3159512956504
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	3088.019054035996	3598.2432583245463	3402.7910048380595	3515.28455814826	756.0810539502559	1079.4256416498315	854.27671551663	379.8270515834236	1124.9158225243948	1471.778806748783	1600.8424466375373	1120.0069442217232	1578.2360260449188	1788.3193613428812	3300.78985629966	2047.107590347832	2248.547229980719	2697.782542966112	1500.9681817215094	1627.3486070360495	4189.80336696852	700.1402126606283	702.2909839486603	707.8771346444986	934.0295758786192	1713.864252614933	624.77577023825	760.9547556892762	1588.7504640426914
PRPP-PWY	14367.756888161495	5526.781303689026	15025.28291692704	14578.712277754888	5482.472516712882	3604.2938191855633	11255.836615267634	10748.49074290326	13989.008424912823	12092.578185001936	9488.197948311712	8432.506084953975	9721.56999930557	13274.279365598042	14981.83017199455	22718.33445066835	19517.88614453697	25259.92755060629	22126.56498296696	13793.788635499392	30819.313281252867	13014.004426615247	4118.149032926163	9871.08911715595	8230.42837020884	15785.20000076634	7384.379488325016	10258.16900558764	12103.647046491084
PWY-1269	2723.2986795885104	2840.5770359817543	5426.491263421346	3231.8049072790664	654.4505494465478	1058.4678069653305	3664.792601549325	4339.066354222665	7578.694565401547	5022.311187895266	5064.713147793122	3842.99185521648	5852.448996659347	6084.5011202140895	3485.499748877756	2981.355767115938	3382.3021788305023	5858.885611818139	3162.236280570537	1710.978977724454	4034.796767672856	1360.3640925276095	1351.513423038257	1016.9767965016262	3920.440259433567	6993.378323352004	2930.259935973117	2905.337940242167	5507.789593938888
PWY-1361	41.317306852440105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.00098892824393	0.0	38.26802359025691	0.0	14.891128659117228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	32.9301161254332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	19.92736664890468	0.0	104.7639930591881	19.37021192067152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.78226857071537	38.62265416970338	33.710153515238815	0.0	79.05683957850752
PWY-1622	0.0	16.58465052487507	40.21436695789493	0.0	9.823971869929643	0.0	83.14803417746828	26.760990446422497	117.6307685370504	80.80255861552418	49.17618872695732	26.492857187570824	103.75281415549826	80.31585440952058	74.69855310187039	0.0	0.0	0.0	8.11845912417789	7.494470961323816	0.0	0.0	0.0	0.0	85.07354264009693	100.3199310662566	30.96084396277099	0.0	65.28132437936772
PWY-181	205.8426850551832	29.19726679193012	1060.4790101637554	638.9019096355981	35.25000851001311	149.16657039865623	426.83188304663	96.96678218420293	840.5536508418477	464.10330809214827	690.0508480565101	346.0826464257796	835.657033230577	785.3316301378618	231.2946112154301	39.60593419721485	0.0	198.0596485013758	67.93633023401784	23.81598803642264	18.30904778422348	61.58425245319296	17.7972182360786	131.46636310234567	460.77219106223055	923.50665650563	270.735521659467	204.95427515614665	751.9905735265903
PWY-1861	20248.83889561616	4702.7351666401655	17597.621998530984	28461.5435964052	27061.366465621955	5585.766098473641	16524.112589936918	14749.21604269114	12295.747451050893	15069.91866789359	8754.735105954283	10290.817725774205	6299.816141042505	14917.589837924845	436.1124517131474	181.0347854087693	392.750230072755	3563.8111284313463	2216.9061332736783	364.9964741776176	2878.6687844621056	47.63275445988096	0.0	0.0	1230.049557031604	2596.593644395158	702.3969016434953	523.2666005929262	1903.605443588704
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.94906376812326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	58.265717184878525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	22519.4038239982	4735.888192207668	12834.314777142075	12491.697359271486	8925.159540707942	3947.99179169281	9872.095627591892	8402.687212531082	7945.324331411163	9759.132720140851	6311.884192057305	6735.219971928015	4903.822723862646	10006.289477000795	23588.41442893667	46151.89239146652	29892.18447286661	29532.34351698186	34848.839970838395	32358.09682108449	51323.73126882549	30833.931246691474	4337.039872097013	25579.726706984977	6038.143596755086	12511.015629112131	6467.416462521187	10710.453451357696	9657.948416096311
PWY-2942	25796.657032809915	6920.003493830301	17648.44532511288	24791.583448810536	23356.92422787772	5442.501590072254	14468.699355866587	12165.568710976877	18328.792642579472	15185.631178794563	11951.44017446226	9859.28310418238	12430.12515433032	16719.421921994126	25267.18431447035	47265.46867785406	31154.815313418498	31938.03252460209	36058.23879430027	33315.340701774854	53284.179973086175	31316.298437045178	4904.257443146656	25968.32189723068	10146.691697192828	18866.72664898264	8648.936826985813	12300.882997680055	14518.477364207372
PWY-3001	20921.769633707303	6922.8809572866	16858.87625990695	25951.742418492748	24736.92756166018	5581.502672636498	14612.397690718108	12979.284478968264	18194.715073281062	14957.481980956043	11559.35182682998	9905.03232876086	12299.917756845534	16011.15172370731	11194.612414465702	10577.484069802937	10692.336081379231	16024.81239356006	10891.209979663634	7390.764234195416	12126.539823050703	5521.625101601243	3425.489487953901	4043.675684803772	9302.188605759386	17091.425875012075	7628.067816834851	8602.334260691057	13079.614658236404
PWY-3661	4622.752761384296	2849.0658320968864	5697.085001960972	5733.419012909576	435.6036460341312	311.8362512787729	81.71635803132766	0.0	212.3996211532369	54.76909057180043	59.68299084967046	0.0	29.92323198015892	180.0234633433245	1999.769046209591	1963.4206953711264	2976.4958885355	2174.872867498815	2029.1678130362147	1766.2929294866717	354.55796059700265	135.6074775964265	663.6066252821541	474.32089597557655	27.392999101133203	123.79562965682436	32.312367461825495	0.0	89.35410386376127
PWY-3781	22691.059446128085	12082.731287292989	23759.067256913306	24502.7187163748	5709.447822305388	5780.897179876884	10005.815832788954	3165.060887438937	16673.84896253778	13748.309349559437	13350.09094730824	7551.825421772078	13619.840260866633	15608.2384325828	8136.062106075947	4710.331617997164	5573.880104424874	7157.957703806021	4155.426182538218	4309.936849541039	2853.9841290489644	1838.9456235272376	2322.353177358873	1917.207788899408	8765.595084243923	14421.234776313246	5406.09356922162	5415.536758052086	12169.05640601193
PWY-3801	0.0	0.0	4547.484923609283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.6463635825229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	28.309971746907856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	56.165124773606415	0.0	54.95775000091576	0.0	39.424528122516726	0.0	15.598532260614748	0.0	92.69059712868408	59.54054494497695	19.5878612738427	0.0	38.57976345515213	125.86842128398024	0.0	0.0	16.782948689920435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46169404170249	19.92965738091008	11.039321088807364	0.0	19.894815399216057
PWY-4722	0.0	0.0	118.43883011827918	0.0	10.307629885592991	0.0	121.35848974013892	48.098933074684766	370.040560142254	184.79315107705213	209.71250291301843	90.36164781479688	157.05694374653564	236.7284506683864	44.46498408047804	0.0	0.0	0.0	0.0	8.975198871860682	0.0	0.0	0.0	0.0	108.92823340669756	321.06227650727647	74.17421931672187	0.0	211.6115774671482
PWY-4984	14259.804507948844	3869.455699668909	10938.350538886103	21536.687780831315	21734.84630199137	3733.144677337381	10020.252597478588	8295.770244000241	6208.612248504895	8302.231969976236	4353.500801539093	5114.618549336139	3601.831541748465	7240.312302827072	1825.1427561550545	1520.6990950132013	3355.267443550981	2250.8778771181487	4012.382820173834	1643.5963671813583	894.3122328903577	245.261723650696	692.0876143865872	438.5288775102642	1481.349677049134	2829.7776281939687	1166.280710056641	650.4134720190945	1960.3082073901408
PWY-5005	145.3147516016138	19.091899922794333	1062.546716286438	45.00168021523079	71.86067995952276	84.9103491905414	684.3024519779624	332.63548012507187	1994.6532489384444	929.3450623194168	955.3762888156951	462.733487351158	1169.362940640552	1336.9252139746402	19.129539291850783	38.06458043998558	61.54310782804176	21.55057888459545	0.0	0.0	0.0	9.560561993327306	115.09306179793832	57.98462711792336	775.5706990319801	1490.8185343541943	596.2946900253079	427.7086742032757	1090.8989710710707
PWY-5022	15050.106429030871	5088.962425753193	11013.318432841364	25016.89932497792	25587.981378257093	4596.651686799946	10126.937016837448	8773.775593911781	4940.100401148049	7700.735314538959	4182.483130700646	5487.313257808823	3216.439622951564	6785.517926566461	4247.451744954423	2644.158224691705	2973.2957226824656	3850.047912108235	2340.9197392521623	2326.61542918295	1149.1247838856448	1031.8311558186444	1127.0150518285905	1034.0789689919127	1884.736591108057	3447.782648785584	1345.695593322304	1557.7131407374984	3063.464806589303
PWY-5028	2126.276554654861	2461.12866889574	1747.313890292358	2700.2870429004647	1035.7622616594483	1162.4841940945118	832.0194012871693	371.8779114325351	753.4885455042305	1455.6374333861777	1297.7828245325093	1197.435382740529	1405.1484011568923	1266.408878535179	3151.019051237928	1361.2607883217374	922.0465861544463	1837.2844060302489	801.4842357933092	1076.7018280525135	490.9550115510166	669.394200094722	523.0994786727534	567.6892095191317	624.2038094342614	1111.7188162940326	462.6332252712841	689.6555307912279	1353.0899653747133
PWY-5088	22.889294470726067	26.79427013717989	5.978555683909938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.894007832816907	261.7778728219287	272.2012377182924	19.21535629519575	0.0	24.20537217351633	27.52192044527484	20.04535827287811	0.0	0.0	0.0	0.0	0.0	0.0	232.3696669015076	0.0	26.55635367139344	0.0
PWY-5097	22841.65275684693	6687.929220944368	14526.962615944767	12033.80017322871	8267.009523184606	4075.0588677770666	10434.575467051312	8889.78707888431	16936.389606944183	12692.19318966151	10894.772505026112	8340.840341573134	11866.30590047316	14600.87304751609	24295.0893429582	47029.773935690406	31004.918743177524	31718.79850927575	35925.406469160014	32594.01716641938	52661.2855460834	31124.33202121129	4815.475207286533	25884.74519330632	9746.864156274594	18061.76409029996	8182.266657147535	12021.470852069691	14215.222245335184
PWY-5100	28866.441162287563	5041.75453937767	15748.07597383152	22940.77959329891	25067.456137588204	5230.816430348897	13681.907628864468	11253.426111071833	14570.745651872818	13009.588261024512	8973.821212586989	8569.340132230405	9546.38954877917	14195.94041389378	31032.18256393403	63348.45261359884	39949.5492604826	39718.68288478619	47658.75865796757	44360.16246208374	72135.7145024061	42964.99523842473	5445.9126394533705	35507.938777542964	8790.410225736452	17456.970859937664	8547.55491642093	14336.937287199104	13875.134956885891
PWY-5101	25671.110624674755	9515.043443109447	20644.480224733263	33368.75320314151	30707.14717458374	6813.083244665365	18411.24518986061	15742.894035109868	21706.61188618828	19034.97961139016	14120.012652476556	12123.158914188429	14705.011823843415	19837.265895288063	12195.789858315517	9566.587795203905	10032.805636372756	15425.158612327665	9482.235223027204	6968.863897724815	8888.328635136932	4466.699684580559	3638.134882505566	3506.685011665891	10062.17921613798	17777.03295123133	7988.659110106123	7976.66067373453	13438.492155154889
PWY-5103	17566.903563669428	6787.988204818249	16766.467618742783	27784.845412769235	25762.83431713005	5483.222207567266	15397.68559888938	13423.42035330226	17804.690598814344	15673.418347471175	11414.161200882778	9907.193638562258	11862.475132019048	16197.560323934398	7173.10673378537	5957.018675693481	6489.645615277448	10681.270149463757	6444.51615610608	4159.9126206841565	7805.347886152889	3027.075934221772	2631.50808567418	2192.551285524904	8169.940189336754	14380.476828951872	6525.3254870307865	6202.734503550942	10616.652893694658
PWY-5104	6505.784892730921	2812.7236742460364	7363.250265304318	3682.370985255625	264.36278171902774	1000.7567597083593	9247.404248170453	7908.618062952703	17545.36600273954	12178.55828943907	10007.834755750948	7395.392541967649	11693.57376888762	14167.695312786424	1629.7406208345585	1404.21919794031	2134.9079071616616	1421.245145820241	1363.9199905227008	1412.1595714749092	4932.852007256096	321.44965865669366	658.4774806994535	798.7646035041303	8070.040432378128	14314.368367151345	5246.541138369493	5038.3983719226135	10288.058010236196
PWY-5121	7375.050616222726	3749.709821941926	9217.487708923689	6414.515666741497	1635.6817357165216	1884.5983772334205	7830.110145259701	6414.941653549488	14289.712323127798	9776.971280486749	8490.927489590866	5834.771240270139	9680.025726442547	11411.93247332035	6308.873401314625	5553.817845323903	5967.142838341643	9347.153854070666	6006.479184241657	3604.447441109656	6521.0001338399625	2694.0736622391983	2129.7422884120106	2245.023727767755	7027.007096863995	12331.51628032552	5070.398291757801	5338.704861749981	9397.71338895596
PWY-5154	7713.496274712314	5417.73427472279	9649.736812376905	8686.189538453005	2867.984048451653	2925.4206163589565	5620.492043856813	6272.649121830161	9359.546574026188	7984.846176830012	6963.476553212792	5671.342649629244	7614.535564624851	8137.7781174613	8012.824594627004	6794.7313113965	6838.132967675374	11667.956201357636	6833.090688288012	4121.250494619744	8572.84977148476	3249.711513886133	2476.5077995628208	2454.7336599988685	5276.330410641985	9812.674244095257	4336.541435824654	5044.6168408466565	7968.235470888225
