function	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
K00001	52502.2	45386.0	13660.5	18786.5	23623.0	2872.67	698.0	4657.92	4357.75	4645.25	8817.0	10147.33	3934.33	67759.0	69305.5	54393.0	49298.5	42462.25	54222.5	49505.0	59235.25	57774.0	69743.5	12557.0	31373.33	21006.0	22477.0	35101.0
K00002	0.0	0.0	0.0	0.0	0.0	70.5	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	2.0
K00003	40111.53	33471.77	14843.9	16240.57	16106.5	24297.370000000003	4270.43	23430.870000000003	5329.3	6660.0	13857.36	8922.51	8863.66	42951.0	41012.3	30675.05	28069.5	24079.7	31391.55	28809.54	33065.9	33231.25	38626.95	13184.1	19366.33	13357.7	11750.0	21220.0
K00004	9285.0	820.0	3948.0	18091.0	11607.0	1573.25	636.0	4158.0	306.0	1276.0	1402.0	2522.0	1392.0	116.0	80.0	635.0	796.0	1185.0	514.0	109.0	18.0	63.0	17.75	134.0	15.0	12.0	0.0	46.0
K00005	458.75	7947.02	8099.73	6765.52	6231.389999999999	8721.04	7798.85	7755.7	4830.88	4576.83	5146.9400000000005	3575.2200000000003	4740.58	9233.25	4633.05	2795.8	3255.0000000000005	2072.93	5685.55	4093.59	2690.57	3234.0	3166.95	3268.85	5134.0	5057.88	3811.67	3509.75
K00006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00007	3.0	0.0	0.0	219.85	207.86	44.83	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	3.25	5.0	0.0	0.0
K00008	4582.0	7395.67	9284.0	10952.02	6306.360000000001	23713.55	4078.33	24085.1	3255.5	5895.5	10780.66	11245.17	12286.66	6664.5	2933.5	1267.0	1519.0000000000002	1256.99	2287.0	3463.03	407.5	677.6	17.0	6639.5	517.03	524.0	88.0	72.0
K00009	34352.95	23326.68	15313.9	20094.67	20185.2	2719.01	6476.4400000000005	4523.59	4811.55	5114.17	4881.780000000001	6082.05	3857.08	31290.59	31756.88	25602.63	23484.5	21163.94	26017.39	23171.23	27667.570000000003	26894.14	32203.28	6298.52	17350.1	12845.21	14783.67	17480.75
K00010	371.87	119.17	105.83	686.72	664.5799999999999	369.15	79.33	67.08	8216.17	12167.0	34.17	562.3299999999999	12833.17	267.84000000000003	315.5	1426.83	2147.5	2613.3	206.34	3517.25	419.33	324.34000000000003	344.66	245.50000000000003	282.66	174.5	50.83	745.67
K00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00012	43215.95	41379.92	17929.33	15161.27	22056.03	22966.27	6843.3	21800.54	84714.32	117675.91	13279.21	17097.08	121415.08	56840.25	58628.25	47130.25	42895.5	37665.99	45691.5	45523.2	50953.92	48689.45	57291.0	22605.25	32135.480000000003	22932.58	25994.67	33254.75
K00013	4792.42	8526.19	11354.56	16386.34	12085.03	26437.31	8458.83	27633.77	19043.13	24840.58	13287.510000000002	10393.59	24767.58	8341.59	3284.55	1472.88	2131.5	2344.02	4171.64	3915.9	1703.65	1681.9899999999998	513.86	15674.85	4496.29	4236.280000000001	3603.5	2494.42
K00014	14034.62	12179.35	16764.9	19330.74	13629.64	44666.3	11752.73	43230.67	20384.47	26537.42	18523.41	12222.92	28685.51	13810.09	7602.379999999999	5228.88	6620.5	5513.65	7949.14	10404.509999999998	4336.82	4737.1900000000005	3919.28	20471.86	6741.6	6249.25	4154.33	5056.09
K00015	14.0	11.0	2.0	0.0	0.0	49.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	9.5	12.0	0.0	0.0
K00016	79117.73	63430.69	36042.48	32926.32	32876.7	12889.27	8036.92	12672.19	8829.44	9743.18	18025.52	12598.77	15418.18	79724.5	77939.76	62106.1	56159.5	48914.23	60845.6	56863.44	65722.64	65258.3	77577.48999999999	15891.38	36482.850000000006	24779.1	23162.0	40488.0
K00018	183.67	7337.34	4646.83	1452.84	270.5	22550.63	2686.56	21736.18	4569.92	4828.25	11261.73	6984.54	5252.83	7296.34	3034.5	712.8299999999999	993.0	1139.58	2441.34	2755.67	1060.08	1496.94	421.16	15557.0	1047.11	785.5	150.82999999999998	815.6700000000001
K00019	4759.67	468.17	2004.33	9122.67	5834.0	1355.49	445.58	2147.33	170.67000000000002	678.5	740.1700000000001	1286.33	722.1700000000001	90.84	203.5	477.83	538.5	1392.33	399.84	94.0	370.33	298.34000000000003	327.66	130.0	392.66	200.5	50.83	755.67
K00020	8684.53	8759.26	4464.74	1175.4	607.6700000000001	3128.71	2802.42	1618.8000000000002	1130.97	1421.34	2356.4300000000003	2303.38	3617.76	3502.0	1442.13	199.8	487.0	451.87	346.3	244.04	293.07	1141.4	571.62	2020.94	528.8	140.1	135.0	67.0
K00021	0.0	0.0	0.0	0.0	0.0	19.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0
K00023	20.0	15.0	2.0	0.0	0.0	359.5	53.0	27.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	78.25	20.0	0.0	2.0
K00024	4625.42	520.4200000000001	5974.16	14706.27	11672.53	4872.49	4849.4	8732.75	27841.58	38205.83	6352.15	10518.87	37292.92	7631.59	3244.75	2352.83	2766.5	2489.57	6074.59	3780.03	3429.0	2660.34	3242.16	11157.25	3993.49	3763.08	3505.5	2483.42
K00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	47646.95	35286.68	23337.39	22913.17	22685.38	26317.13	10972.35	26066.9	8499.369999999999	9412.49	16245.32	11331.26	12306.02	38212.75	38114.88	29951.8	27514.5	24192.11	29631.05	28860.4	31688.42	31055.4	35901.619999999995	12827.19	21667.300000000003	16202.4	15547.35	21163.75
K00029	232.42	100.42	3972.66	5522.77	5855.530000000001	4040.24	4529.4	4454.0	15894.83	20513.58	3299.15	5397.62	19065.92	2928.59	268.25	597.8299999999999	1028.0	1411.32	2271.09	2202.36	1183.75	392.34	343.91	8368.75	3985.99	3711.58	3515.5	2434.42
K00030	0.0	7.0	74.0	219.85	207.86	302.17	3.0	1354.17	0.0	83.0	72.0	12.0	0.0	412.0	156.0	453.0	915.5	831.49	10.5	1081.2	87.0	465.0	38.0	1674.0	0.0	0.0	0.0	0.0
K00031	5367.42	2832.19	10580.56	16399.34	12102.03	25074.390000000003	8170.33	23473.85	16461.05	22878.33	10167.51	6879.34	24293.58	4997.59	2101.05	1437.88	1708.5	2123.2699999999995	3726.64	3639.4	1439.4	967.99	491.36	11723.85	5842.79	5540.88	3890.5	4343.42
K00032	163.0	46.0	51.0	13.0	17.0	12.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0
K00033	39982.15	28078.68	17113.9	21104.67	22046.2	4795.81	6772.07	6888.07	17679.300000000003	23159.92	8434.08	10511.13	22894.78	34308.59	35395.380000000005	29561.88	27336.0	24927.19	28730.14	28275.07	31845.82	30546.39	36127.53	15881.69	22319.01	16415.48	15156.5	23531.42
K00034	13064.2	2440.66	3927.84	10015.5	6222.67	1353.75	2081.67	2409.0	957.67	1330.34	1584.33	2075.5	1175.66	513.0	116.33	337.0	461.0	631.6700000000001	303.0	82.67	57.67	152.0	248.67	140.34	48.0	20.0	127.0	23.0
K00035	9.0	11.0	4.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00036	40127.95	28128.68	17190.9	21117.67	22063.2	4602.16	6750.67	6852.87	25864.300000000003	35106.92	8330.68	11050.63	35703.18	33721.59	35417.380000000005	29556.88	27303.0	24962.19	28531.14	27721.4	31894.82	30576.39	36144.53	10281.69	22304.76	16395.68	15156.5	23528.42
K00038	0.0	0.0	4.0	0.0	0.0	187.5	81.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0
K00039	0.0	0.0	0.0	219.85	207.86	47.83	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
K00040	23.75	1027.25	5429.0	7022.3	6398.08	6054.54	5977.25	6661.35	4029.25	3640.0	3268.75	1822.25	1936.75	3096.75	712.75	1766.0	2423.0	1848.7200000000005	2640.75	4248.58	944.0	450.6	29.75	840.75	3341.95	3677.75	3384.0	1614.75
K00041	23.75	1027.25	6238.33	7059.45	6290.889999999999	6453.79	6242.32	8870.77	4592.33	4240.58	5666.48	5362.0	2181.75	4343.75	796.25	1348.0	1877.5	1263.98	3133.25	3680.72	1145.92	521.6	33.25	3620.75	3588.2	3911.08	3538.67	1694.75
K00042	228.5	5983.17	8719.66	11034.87	11710.06	5209.88	8895.92	5277.44	4146.66	4732.66	2947.32	4413.67	3941.5	2762.0	1309.5	882.0	1644.0	1455.48	2935.0	2263.39	1191.34	804.6	117.5	2100.5	6633.2	6758.16	6869.34	3249.5
K00043	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00045	172.0	57.0	51.0	13.0	17.0	81.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	250.5	18.0	37.0	17.0	182.5	0.0	0.0	0.0	15.0
K00046	8354.0	4226.76	5287.74	2911.3900000000003	1045.46	7691.56	4788.5	9950.68	7114.39	5683.09	9771.93	4811.88	1566.83	12273.0	4272.13	2479.8	2650.93	1368.11	5895.3	4212.259999999999	2660.82	2966.4	3242.37	4716.110000000001	840.9600000000002	732.97	285.83	723.67
K00048	26314.75	28651.18	14389.070000000002	13293.669999999998	16422.7	6595.4	8033.77	7149.27	7071.55	6703.67	6838.9400000000005	5333.72	3209.74	35371.75	35686.88	29150.05	26730.5	23105.11	28796.8	28247.4	31409.74	30075.65	35604.619999999995	6544.1900000000005	20572.550000000003	15313.88	14742.67	20917.75
K00050	183.0	65.0	202.0	13.0	17.0	555.3299999999999	301.75	91.0	101.0	60.0	169.0	37.5	244.5	684.0	77.0	13.0	31.0	35.0	54.0	23.0	18.0	42.0	17.0	32.0	9.5	2.0	2.0	0.0
K00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00052	5226.42	8526.19	11427.56	16386.34	12085.03	26790.640000000003	8722.83	27727.6	19195.13	24961.58	13468.510000000002	10478.59	24794.58	8341.59	3284.55	1494.88	2131.5	2352.02	4182.64	3935.9	1737.65	1756.9899999999998	545.86	16022.85	5986.29	5535.280000000001	3890.5	4345.42
K00053	5226.42	2789.19	11346.56	16386.34	12085.03	25459.31	8145.83	27016.77	19049.13	24673.58	12669.510000000002	10047.59	24247.58	6612.59	2309.55	1443.88	1866.5	2117.0199999999995	4171.64	3915.9	1616.65	1011.99	475.86	15808.85	5849.29	5551.280000000001	3890.5	4345.42
K00054	39754.53	28084.26	13332.240000000002	15645.9	16207.67	2312.17	2749.67	2697.37	3367.4700000000003	3559.34	5217.93	5255.8	4199.26	36729.0	38020.13	30398.8	27370.0	23833.87	29620.8	27138.37	32568.07	31929.800000000003	38657.87	5887.9400000000005	18733.6	12792.6	11679.0	21146.0
K00055	132.0	134.0	3032.0	0.0	36.0	175.32999999999998	84.75	50.0	9.0	0.0	567.0	0.0	1900.0	141.0	128.0	417.0	83.0	228.0	101.0	131.0	123.0	155.0	170.0	0.0	86.0	28.0	0.0	22.0
K00057	39977.95	37453.51	23823.24	23477.34	22705.370000000003	27858.460000000003	11598.57	28237.97	22592.47	28134.59	17902.24	14411.67	28369.17	44634.59	41319.21	31579.88	29120.5	25651.36	33553.64	30995.74	34326.990000000005	33730.99	39358.2	21528.53	23290.79	17012.08	15270.5	23613.42
K00058	13703.62	29775.85	17020.9	19085.89	13157.28	41992.72	14990.0	41126.94	22956.63	30253.92	26771.84	15398.34	31617.24	20949.59	10274.88	5108.88	6288.0	4942.16	8948.64	9432.66	3866.32	4920.99	3828.53	20386.19	6838.54	6251.280000000001	4211.5	4444.42
K00059	103682.97	86719.29	52779.71	67923.06	59800.01	78203.31999999999	26615.99	78995.70999999999	52678.15	66504.93	42662.51	34386.69	67873.5	101886.84	92445.39	70956.23	66342.0	57963.62999999999	74587.49	72402.97	74382.62999999999	72893.54	85162.02	46072.82	50222.22	36545.96	30678.17	50119.17
K00060	28.75	19.25	4234.83	5508.6	5845.530000000001	1753.66	4117.17	2404.92	1987.58	2215.83	970.08	2478.25	2336.42	242.25	47.25	418.0	669.0	591.74	1467.25	1384.86	543.17	21.0	12.75	283.25	3234.33	3376.08	3434.67	1641.75
K00064	9.0	11.0	2.0	0.0	0.0	21.5	24.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00065	28.75	19.25	3906.83	5728.45	6046.389999999999	1941.16	4166.92	2030.17	1975.08	2148.83	941.58	1434.75	1128.42	19.75	19.25	836.0	1338.0	1178.73	1388.75	2146.8900000000003	543.17	19.0	12.75	100.75	3242.0	3369.08	3436.67	1624.75
K00066	163.0	46.0	64.0	13.0	17.0	43.0	8.0	0.0	0.0	4.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0
K00067	9195.2	11311.1	7740.74	3332.59	1105.03	26109.82	6269.83	24024.69	26459.38	35669.09	10788.75	9536.68	36864.98	12635.0	6081.13	2904.8	3064.4999999999995	1602.11	5630.3	5358.41	2883.82	3315.4	3423.37	16203.44	2526.63	2310.2	637.0	2024.0
K00068	8337.83	2896.76	10473.9	12203.85	12192.73	3126.01	10254.61	4323.34	4949.63	4838.0	2617.36	3676.3	2739.5	5066.5	3121.63	2305.8	2672.0000000000005	1752.35	5938.55	3208.59	3137.4100000000003	2388.8	3247.37	61.440000000000005	6488.1	6748.96	6996.34	3249.5
K00073	47.75	8.25	3971.66	5727.85	5938.200000000001	1672.5	4287.09	2092.34	2078.41	2223.16	981.91	1493.25	1184.09	19.75	19.25	418.0	669.0	591.74	1403.0	1074.36	549.84	19.0	12.75	100.75	3364.75	3567.41	3569.34	1668.75
K00074	223.75	7383.42	9250.66	7002.52	6157.700000000001	28010.83	9547.42	24785.34	5869.74	5897.16	13498.57	4373.67	6382.75	5313.75	2754.75	1002.0	1139.5	769.24	3182.0	3062.03	1024.34	925.0	138.5	7496.25	4361.75	4190.31	3699.34	1737.75
K00075	39977.95	35451.85	21959.9	22607.34	22316.7	27848.96	10136.9	28123.47	21884.800000000003	27570.92	17531.239999999998	14389.34	28394.840000000004	44886.09	41275.880000000005	31580.88	29091.0	25656.19	33621.14	30989.07	34294.32	33731.99	39126.53	23083.19	23250.46	17026.08	15270.5	23613.42
K00076	19.75	58.25	4875.0	5153.0	5492.0	15098.3	4030.75	14362.1	2337.25	2841.5	3689.75	3882.25	4621.75	588.25	1049.25	9.0	12.5	31.25	1470.0	223.5	536.5	43.6	12.75	4430.75	3114.95	3196.75	3310.0	1585.75
K00077	26628.28	7890.27	17159.309999999998	27742.6	19259.59	24699.19	11543.46	24898.42	16374.52	23091.51	11877.64	9331.64	26766.57	3648.75	1655.51	2509.85	3457.5	3151.96	3081.6	5750.32	1175.31	828.85	774.24	12719.13	5599.78	5397.18	4071.67	3641.75
K00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00086	0.0	0.0	1133.0	219.85	207.86	32.33	5.75	0.0	0.0	2.0	514.0	0.0	1237.0	0.0	5.0	423.0	669.0	595.99	0.0	1072.86	8.0	10.0	20.0	0.0	0.0	0.4	0.0	0.0
K00087	19.75	50.25	4331.33	5286.0	5592.67	3556.88	4592.42	3634.27	2135.58	2353.83	3754.58	1472.25	1146.42	447.75	66.25	4.0	15.0	14.75	1592.5	378.0	543.17	62.6	49.75	356.75	3246.95	3369.08	3438.67	1624.75
K00088	39977.95	35451.85	21959.9	22607.34	22316.7	27977.46	10144.9	28033.97	33224.8	44390.92	17631.239999999998	15073.34	45934.84	44892.59	41255.880000000005	31569.13	29088.5	25629.69	33543.89	30989.07	34362.32	33635.24	39128.03	21604.19	23273.79	17032.58	15270.5	23611.42
K00090	193.75	54.25	3955.83	5521.6	5855.530000000001	1739.83	4155.17	2014.42	1975.08	1992.83	841.58	1449.04	1126.42	31.75	41.25	427.0	669.0	626.74	1428.75	1083.36	561.17	56.0	29.75	2.75	3224.0	3374.08	3434.67	1624.75
K00091	163.0	50.0	64.0	13.0	17.0	93.0	0.0	17.0	0.0	178.0	100.0	70.0	143.0	12.0	22.0	7.0	0.0	35.0	40.0	9.67	18.0	37.0	17.0	98.0	13.0	0.0	0.0	0.0
K00094	19.75	8.25	3876.33	5468.85	5793.530000000001	1524.83	4105.17	2004.67	1975.08	1981.83	841.58	1430.25	1126.42	19.75	19.25	418.0	669.0	591.74	1379.0	1074.36	543.17	19.0	12.75	2.75	3215.75	3369.08	3434.67	1624.75
K00096	0.0	0.0	57.5	45.0	24.5	194.5	0.0	11.0	0.0	1.5	36.5	0.0	18.0	0.0	3.5	3.0	14.0	3.0	24.5	28.67	37.5	29.0	0.0	0.0	15.0	9.0	0.0	0.0
K00097	212.75	891.25	4810.83	6430.3	6278.25	7479.990000000001	6059.32	7907.67	24194.660000000003	33092.08	4323.48	7297.79	33570.25	1883.25	363.75	1636.0	2499.5	1828.9700000000005	2319.75	4652.75	862.4200000000001	166.0	33.25	8507.75	3705.33	3854.08	3550.67	1736.75
K00098	0.0	0.0	0.0	0.0	0.0	56.25	12.83	6.33	17.67	43.5	34.17	22.83	20.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.17	245.16000000000005	143.17	50.83	653.67
K00099	214.42	7356.59	8689.66	6961.4400000000005	6109.030000000001	25945.04	7649.23	25413.6	18606.33	24060.58	12427.31	9157.79	24195.58	8128.59	3233.75	1173.08	1718.5	1795.8199999999997	3928.84	3864.7	1719.25	1709.19	468.66	15631.25	4526.69	4233.48	3591.5	2465.42
K00100	26457.0	32630.5	10472.5	6696.0	9840.0	14147.009999999998	4903.03	13998.08	16303.42	22396.75	12851.37	9562.41	23037.370000000003	39515.0	36877.5	29186.0	27053.5	23175.25	28129.5	28284.0	30982.25	31159.6	35550.5	13149.67	18300.19	12461.77	11485.83	20065.67
K00101	50.42	35.42	3934.66	5509.77	5838.530000000001	2207.82	4224.92	2044.92	1975.08	1996.83	851.58	1450.75	1132.25	46.59	171.75	576.8299999999999	809.5	1374.07	1511.59	1112.36	895.5	267.34000000000003	323.41	8.58	3308.5	3413.91	3434.67	1701.75
K00102	23.0	15.0	0.0	0.0	0.0	293.5	54.0	37.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	24.0	2.0	0.0
K00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
K00104	202.75	496.42	3996.83	5266.67	5611.67	2699.42	4386.75	2254.24	1993.08	2074.33	977.24	1534.42	1432.58	31.75	52.25	27.0	4.0	47.75	1422.0	26.84	595.17	126.0	61.75	6.25	3448.58	3380.88	3446.67	1631.75
K00105	8759.2	2786.26	2589.74	1162.4	547.6700000000001	124.02	2053.27	360.17	1064.47	942.34	991.53	879.8	514.66	610.0	87.13	15.8	88.0	32.870000000000005	26.8	13.87	58.07	126.8	308.87	371.94000000000005	1525.6	1328.8	414.0	1851.0
K00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00108	5125.75	574.25	5970.0	14584.1	11605.86	2933.08	4392.5	4044.75	2024.75	2552.5	1507.25	2649.54	1770.75	107.75	114.25	755.0	1067.0	1271.74	1721.75	1157.36	590.5	143.0	64.5	69.75	3171.0	3235.75	3300.0	1633.75
K00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0
K00111	31135.17	26710.84	19166.49	26741.54	27530.06	24069.82	11515.5	27050.17	21847.74	27321.910000000003	13197.49	14333.5	25986.5	37447.84	36963.5	30131.83	28246.5	25360.56	31178.84	29713.89	32645.92	30922.34	35815.41	14797.0	24317.16	18907.160000000003	18230.17	23310.17
K00112	22.42	24.42	3906.66	5509.77	5838.530000000001	1795.4899999999998	4126.0	2023.0	2608.08	2423.33	875.75	1453.08	1146.92	46.59	171.75	572.8299999999999	809.5	1374.07	1511.59	1106.36	895.5	267.34000000000003	323.41	67.75	3501.66	3543.58	3487.5	2356.42
K00113	22.42	24.42	3906.66	5509.77	5838.530000000001	1770.4899999999998	4126.0	2021.0	2608.08	2423.33	875.75	1453.08	1146.92	46.59	171.75	572.8299999999999	809.5	1374.07	1511.59	1106.36	895.5	267.34000000000003	323.41	67.75	3501.66	3543.58	3487.5	2356.42
K00114	329.0	96.0	119.0	26.0	34.0	183.0	48.0	0.0	0.0	8.0	0.0	0.0	0.0	24.0	44.0	14.0	0.0	70.0	80.0	18.0	36.0	74.0	34.0	0.0	19.0	0.0	0.0	0.0
K00116	14057.75	1261.25	9872.83	33046.45	23509.39	4455.91	5163.92	8337.92	2436.08	3900.83	2946.58	5220.25	3231.25	199.75	150.25	1792.0	2532.0	2973.73	2179.75	2311.2200000000003	579.17	132.0	47.5	203.75	3355.75	3395.58	3456.67	1704.75
K00117	191.75	65.25	3970.83	5521.6	5855.530000000001	1829.83	4129.17	2014.42	1975.08	1996.83	841.58	1449.04	1126.42	31.75	41.25	425.0	669.0	626.74	1428.75	1087.03	561.17	59.0	29.75	2.75	3220.75	3396.08	3434.67	1654.75
K00118	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K00121	4776.75	2461.91	7707.34	15404.1	11960.53	3250.42	5950.17	4294.09	2732.42	3333.84	2058.58	2739.04	1795.41	532.75	135.57999999999998	753.0	1130.0	1223.41	1659.75	1146.03	594.17	166.0	261.42	209.09	3241.0	3226.75	3300.0	1633.75
K00122	3.0	4.0	0.0	0.0	0.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00123	4859.34	521.34	17729.81	31937.79	29912.37	8541.22	17151.26	11914.51	8227.99	8836.65	4180.99	7090.66	5797.85	1626.1799999999998	501.0	3572.66	5427.0	6302.59	6320.68	7627.69	2902.01	622.6800000000001	689.32	212.5	13734.57	14077.05	13999.01	8041.34
K00124	205.42	89.42	3972.66	5522.77	5855.530000000001	2354.74	4254.5	2175.75	2010.75	2042.33	880.75	1453.08	1402.92	1431.09	215.75	585.8299999999999	872.5	1409.07	1632.59	1115.36	913.5	304.34000000000003	340.41	67.75	3597.66	3569.48	3497.5	2361.42
K00125	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00126	172.0	61.0	53.0	13.0	17.0	88.0	15.0	9.0	0.0	0.0	5.0	0.0	0.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	26.0	8.0	0.0	0.0
K00127	205.42	89.42	3972.66	5522.77	5855.530000000001	2264.74	4228.0	2073.25	1998.75	2038.33	880.75	1507.08	1545.92	1402.59	193.75	581.8299999999999	871.5	1409.07	1563.59	1115.36	913.5	304.34000000000003	340.41	67.75	3586.66	3562.58	3493.5	2361.42
K00128	14455.0	1864.5	8205.0	28000.5	17739.0	19349.02	2396.0	22799.620000000003	5329.58	5961.75	8913.5	9588.79	5867.0	4862.5	1948.5	1098.0	1610.0	2216.75	2698.5	1335.34	758.25	1228.2	193.5	9327.0	572.15	272.0	14.0	114.0
K00129	0.0	0.0	0.0	0.0	0.0	27.83	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00130	4933.75	506.25	5906.0	14790.95	11796.72	2673.41	4349.25	4039.75	2024.75	2548.5	1502.25	2647.04	1770.75	95.75	92.25	1164.0	1736.0	1823.73	1681.75	2211.2200000000003	572.5	106.0	47.5	69.75	3121.0	3206.75	3300.0	1633.75
K00131	760.0	193.0	242.0	90.0	51.0	77.0	35.0	75.0	67.0	74.0	73.0	104.5	37.0	4432.0	2939.0	1464.0	1246.0	606.0	3224.0	1053.0	2029.0	2298.0	2947.0	358.0	1507.5	1318.0	287.0	1851.0
K00132	0.0	0.0	0.0	0.0	0.0	9.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00133	40140.95	35497.85	22010.9	22840.19	22541.56	27584.29	10155.65	28013.97	21884.800000000003	27570.92	17531.239999999998	14389.34	28358.840000000004	44869.59	41275.880000000005	31992.88	29757.5	26160.68	33581.64	32069.43	34305.32	33670.99	39143.53	21487.19	23270.04	17026.08	15243.5	23613.42
