pathway	2	5	10	11	18	20	22	25	27	32	36	39	40	44	46
1CMET2-PWY	6252.467343492899	28185.9728179096	27799.463090902704	20957.234340436007	26283.04474017176	30365.69179186106	21113.33807964851	20795.551648990524	24802.02246571392	24230.915459990912	27330.44265381309	33436.64064639483	23186.750185794364	30542.292428954115	21111.381621110853
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	19.219651303194112	50.53738331140606	35.23307586554866	37.36346432689744	42.43681930988831	122.92975052529728	18.8623374442876	21.475397656645125	58.631874145217424	41.284271638309015	16.181970286996492	128.4987529182709	13.640037614619178	81.86188130979465	13.569156938180893
AEROBACTINSYN-PWY	22.76679841897233	41.34706807360947	18.6527241615332	0.0	17.28522884513039	40.74094129613739	11.0	18.430379746835445	49.84629782889564	41.60424469413233	53.20249776984835	199.60166415815624	10.141986417657046	64.43003560621487	0.0
ALL-CHORISMATE-PWY	1047.574264299459	25583.960058639408	27135.555043555105	9954.653514719465	21290.96444604519	18377.843909652456	10715.89332542952	9598.145845983188	23380.34883063469	17113.483460743144	2364.825454768719	2270.0545856077947	12018.573713201084	17094.608270908637	10816.262211528008
ANAEROFRUCAT-PWY	26810.623081131907	40213.550019155824	40767.99789230947	53229.97377492575	38849.13902526799	52932.543200013686	50471.97934575429	59381.85275147593	30486.959523842488	38672.34297530735	70489.29860446998	50735.34738144781	54730.24903135643	53866.18853879077	50303.74667011856
ANAGLYCOLYSIS-PWY	81667.5977054151	40966.37051958287	41472.6503838698	64986.78122804152	38936.54187073938	52056.96238452127	57024.29928016033	79265.7276197265	32047.24192558195	37724.98662362184	89155.6741450372	84785.54650649267	61040.411601958345	54086.65674511818	56752.99026887264
ARG+POLYAMINE-SYN	373.32440990789735	23715.86664459424	25177.73793061114	11661.817749193067	22172.576947100155	19556.98697391333	12493.217273668732	11584.162325382174	22816.37493252962	18240.58756520859	2095.591795709993	3192.8407518810604	14277.10166682768	18697.97324053276	12866.537662245828
ARGDEG-PWY	83.9060883932886	19849.3238451744	21528.14653233776	8910.793254676393	19722.213604528224	15419.537720874549	9721.621384544676	8846.614338143363	21177.24860503089	15633.015586988931	116.44367503706108	133.73065608184808	11070.86179291729	14462.192397371531	9931.558839190911
ARGORNPROST-PWY	6885.17187316922	3480.7121291407584	3944.483483106461	1331.6688830017713	1261.113544547157	2770.768152924441	783.4271044898353	726.4966125411959	2118.5800409252324	1080.687432797852	16415.670083828627	8051.21472160107	727.0688677157231	3818.551250291217	890.4654428884601
ARGSYN-PWY	10294.336507081558	29611.43228940105	30745.90299520056	16132.922186327103	23739.36807284607	24777.388873217275	16509.372240318517	16179.967645715433	23255.11919751216	20102.04994803893	36250.19547069953	25536.700763818782	19295.956627725045	24797.688691868505	17671.577370575138
ARGSYNBSUB-PWY	12373.102653148562	30085.69771906169	31358.272465762104	14801.630419969504	23708.64884908529	24069.483364221967	15334.646446989822	14646.169881701722	23736.38289158912	19845.913775355813	41687.394345844434	22312.32237499129	17664.865148382287	23552.404188664368	16057.74356341885
ARO-PWY	6315.515162955032	30099.4134283439	31618.992552957145	10058.442641654698	21842.822765211764	19880.95097128038	10617.589422827732	9525.865807479771	25562.465812088605	17597.99257285111	28472.477898997426	15180.93112977894	12214.038794037588	19097.43601079628	11077.167427357646
ASPASN-PWY	4517.173080123708	24592.43991743771	23699.37891133085	14796.503649844522	23791.04701252413	25830.316075312203	15124.853350665497	13939.103520598566	24537.62755617039	21554.432219524864	23259.50337757945	26985.5572920614	16846.43589349815	25751.712289876323	15189.05827823084
AST-PWY	222.0927660899724	15217.137782509086	16601.84508714551	6807.886770618136	16140.797217682026	12056.486924980309	7581.815954327657	6795.413561321636	17392.028623172275	12691.529686867603	736.487080177007	987.8500466265186	8593.481863429515	11000.65454151072	7631.678641682038
BIOTIN-BIOSYNTHESIS-PWY	1749.273078948862	26369.856096894426	27522.510382080025	13447.91335420891	25205.78627875381	22781.364470758854	14529.93051495947	13171.818926009586	26124.133684351487	21255.733213335665	8515.831985426657	9498.61858323913	16124.968022628056	21442.3826869019	14457.78214416397
BRANCHED-CHAIN-AA-SYN-PWY	11406.879515516655	35274.0068845128	36385.07205636073	14571.874696816802	26091.408503700444	26814.056137599982	15002.837341555927	13649.793351315247	27830.74779358768	22032.32098407864	43232.43478865659	24023.758838935373	16494.671799020663	25107.77631692685	14867.944565118809
CALVIN-PWY	18610.43492890623	41134.78878854799	41592.06255362128	34705.12390352469	37208.45589655839	43330.6747404698	34313.27171793465	36503.55527636159	33994.041826756555	34225.78436935563	55248.08936780424	38298.65337413126	38215.34261370804	43570.97869639015	34966.85930944726
CATECHOL-ORTHO-CLEAVAGE-PWY	24.92737923404477	89.33270602158176	44.72619859122927	48.1302449222592	51.49425287356322	146.1652501777103	25.91489361702128	21.563334813148806	99.92653057026408	73.47117411432497	221.54345144062583	353.457075106156	0.0	136.6765174294474	31.198179559971614
CENTBENZCOA-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY	452.7420305343055	1235.641657310239	598.5670126571717	389.5033044210537	325.22207775452347	1436.641928150882	264.44517399655075	202.78718940301343	978.8397381143102	653.1342447408655	2747.6780487566907	3624.8969773300646	278.6417584794326	1709.963228989063	225.4915549022437
CHLOROPHYLL-SYN	25.02522518784251	77.30309416275077	0.0	0.0	27.933368308106	20.97255138213421	0.0	0.0	11.400344857129792	0.0	35.718123859270165	114.64437344417092	0.0	0.0	0.0
