function	071B	077B	091B	093B	100B	101B	218B	219B	220B	224B	242B	245B	246B	248B	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
K02409	4738.83	4075.67	5288.5	3746.2	988.0	1339.0	2340.34	3364.08	5035.12	3839.95	3598.19	3072.55	3812.82	3914.68	4045.42	2146.75	2021.77	2859.23	1434.34	1680.12	529.87	936.4	900.07	798.25	2698.27	5107.99	1950.68	1866.58	3802.51
K02410	3873.83	2806.67	4616.83	2780.2	584.0	771.0	2689.84	3440.08	6719.120000000001	4275.16	4007.19	2855.55	4421.82	4610.18	2431.42	1447.75	1533.77	1787.5600000000002	1045.0100000000002	1226.12	317.87	543.4	587.0699999999999	463.25	3089.27	5808.49	2167.6800000000003	1712.58	3996.01
K02411	2769.83	1654.25	3180.5	1348.54	479.0	698.0	1670.09	3073.58	3652.37	2732.45	2697.19	2301.05	2695.07	2744.18	1822.42	880.75	627.77	1254.9	492.0100000000001	658.12	219.54	467.4	430.07	347.25	1871.35	3865.74	1481.18	1338.58	2547.01
K02412	4738.83	4075.67	5254.5	3772.2	988.0	1347.0	2852.09	3599.08	6652.870000000001	4528.16	4364.69	3285.05	4809.07	4946.51	4048.09	2146.75	2021.77	2873.23	1478.34	1690.12	532.87	940.4	900.07	812.25	3296.52	6129.24	2266.1800000000003	2060.58	4551.01
K02413	2686.83	1567.0	2996.08	1249.34	479.0	698.0	1493.34	2978.33	3330.12	2542.41	2535.44	2294.3	2528.99	2572.68	1791.42	900.75	553.77	1218.5	491.34	614.12	241.54	475.4	383.82	347.25	1773.6	3613.49	1386.93	1297.08	2378.76
K02414	1575.83	1399.75	2831.08	1127.74	433.5	685.5	886.22	2799.33	1563.58	1536.6	1552.78	1916.0	1652.2199999999998	1466.08	1665.42	789.75	519.77	1145.3	441.01	564.12	219.54	437.4	360.82	338.25	1066.03	2498.36	933.93	966.25	1480.88
K02415	4757.66	4084.5	5342.83	3728.96	1012.75	1326.5	2230.61	3258.08	4053.62	3483.95	3451.44	3071.8	3457.06	3636.34	4036.09	2141.75	2030.44	2861.65	1431.1	1681.04	505.54	902.4	862.57	791.25	2470.6	4423.51	1766.01	1771.66	3387.01
K02416	3815.83	2792.0	4581.5	2784.54	569.0	785.0	2543.84	3399.08	6390.620000000001	3942.66	3829.69	2776.55	4253.99	4422.18	2407.42	1431.75	1501.77	1780.9	1060.34	1219.12	315.54	543.4	575.0699999999999	463.25	2986.1	5584.49	2044.68	1678.58	3818.51
K02417	4742.83	4136.67	5323.25	3810.2	988.0	1347.0	3189.84	3682.33	7515.52	4998.51	4722.59	3515.6	5221.42	5394.78	4098.42	2151.75	2069.77	2909.56	1454.0100000000002	1720.12	529.87	950.4	900.07	798.25	3549.67	6625.99	2568.4300000000003	2244.08	4975.76
K02418	2709.83	1594.0	2996.08	1252.34	474.5	685.5	1547.34	3042.33	3591.62	2631.91	2476.94	2333.8	2501.99	2671.68	1825.42	902.75	618.77	1223.5	491.34	627.12	241.54	484.4	389.82	347.25	1944.6	3662.49	1476.43	1329.08	2426.26
K02419	4738.83	4064.67	5242.83	3772.2	988.0	1361.0	2851.34	3583.08	6671.120000000001	4525.66	4371.19	3293.55	4803.82	4956.01	4048.09	2146.75	2021.77	2873.56	1485.0100000000002	1683.12	529.87	940.4	900.07	812.25	3296.27	6053.99	2288.6800000000003	2059.58	4538.51
K02420	4738.83	4075.67	5246.83	3794.2	988.0	1361.0	2860.34	3588.08	6657.120000000001	4544.66	4369.19	3297.55	4783.82	4942.01	4048.09	2146.75	2021.77	2884.56	1490.0100000000002	1690.12	532.87	940.4	929.07	812.25	3286.27	6086.99	2267.6800000000003	2054.58	4546.51
K02421	4738.83	4075.67	5246.83	3808.2	988.0	1352.0	2556.59	3489.08	5676.12	4147.16	3962.94	3149.55	4453.82	4519.26	4048.09	2146.75	2021.77	2884.56	1490.0100000000002	1688.62	532.87	934.4	925.5	812.25	2991.27	5403.24	2072.25	1910.83	4151.08
K02422	2802.83	1641.5	3180.5	1441.74	479.0	706.0	2587.34	3414.58	6444.620000000001	4117.45	4026.19	2812.55	4338.49	4609.68	1837.42	916.75	631.77	1297.3	542.01	645.12	241.54	523.4	439.07	347.25	3063.1	5795.49	2162.1800000000003	1741.58	3966.18
K02423	1744.0	228.75	2153.75	184.12	35.25	100.5	382.95	2589.33	777.83	658.31	596.03	1252.75	781.06	648.1700000000001	121.75	120.75	45.1	105.15	71.25	140.7	7.54	46.4	30.5	19.25	610.45	1551.84	559.6700000000001	500.75	544.28
K02424	20516.09	6570.280000000001	14974.509999999998	22028.01	21531.83	5172.82	8326.52	9585.64	4141.32	7038.52	4202.7	5853.3	3122.0	6392.97	25493.32	46825.62	29539.67	31034.27	34098.86	32812.13	50510.53	31302.86	4656.21	25743.58	3913.3600000000006	9177.56	5924.72	10152.66	6708.65
K02425	6.0	16.75	2033.75	11.45	5.25	88.5	168.95	2510.33	256.83000000000004	240.1	198.25	1178.75	331.06	187.5	5.75	12.75	15.1	25.15	10.25	33.7	7.54	14.4	3.5	3.25	256.45	1034.17	292.0	373.75	230.45
K02426	2222.66	2645.08	6730.58	2754.07	620.41	1086.7	2866.35	6169.56	6006.15	4162.1	3992.03	4298.41	4806.19	4628.85	3390.34	2921.17	3333.7000000000003	5873.639999999999	3102.6	1636.65	6121.219999999999	1338.96	1240.16	1020.13	3050.09	6369.67	2647.72	2802.58	4315.37
K02427	2254.66	2782.93	4637.38	2872.04	628.16	807.0	1942.96	3650.68	3539.0	2959.16	2619.42	2750.6800000000003	2716.3900000000003	3091.8500000000004	3360.84	2941.2200000000003	3199.6400000000003	5644.4400000000005	3101.68	1598.28	3588.53	1263.56	1185.41	923.38	2011.25	3916.36	1905.73	1859.43	2966.95
K02428	23623.97	6028.900000000001	17517.43	21719.13	21316.94	4969.84	14805.88	10684.06	20240.29	15587.21	12840.69	9415.5	13974.09	17619.46	24098.57	46305.84	30201.77	30354.43	35195.8	32738.79	50352.52	31014.660000000003	4641.61	25768.98	10851.71	19728.9	8760.02	12485.37	15307.46
K02429	492.0	230.25	4618.25	882.2	118.39	458.09	3836.18	3648.44	8982.26	4799.27	5606.0	3747.57	6543.01	6666.49	286.75	174.75	1184.1	489.84	1313.06	434.12	5162.839999999999	178.4	294.25	214.85	3798.14	6753.57	2382.1	2450.35	5020.57
K02430	42.83	58.58	2126.25	82.95	86.91	155.9	208.08	3107.8500000000004	574.24	521.26	107.08	1419.76	378.71	415.77	982.92	1567.42	1684.33	4439.85	2109.59	433.83	10795.69	792.1600000000001	641.66	465.58	306.51	1380.5	929.32	928.93	528.42
K02431	1239.83	1461.58	4187.75	2324.62	394.41	531.06	377.83	3163.6800000000003	1200.74	799.4200000000001	394.0	1554.01	742.21	911.35	1837.92	2175.42	2696.33	4571.12	2756.59	1098.83	3802.1	1036.16	1003.91	677.5799999999999	502.0	1861.98	1086.8200000000002	1049.4299999999998	752.2
K02433	25573.78	8687.8	16059.31	24298.05	21713.14	5260.85	11419.16	7712.88	11383.65	11082.5	8208.09	6812.28	7998.150000000001	12169.91	25399.31	46031.92	29646.04	28169.56	34067.98	33196.619999999995	49746.43000000001	30547.2	4235.95	25541.8	7139.2300000000005	12690.28	6247.58	9941.32	10641.2
K02434	23346.77	5699.799999999999	12914.31	21376.88	21154.64	4523.0	10515.54	7368.55	9781.77	9605.23	6902.09	5882.78	6408.79	10422.65	22853.980000000003	44612.92	28167.44	26222.34	33024.48	32031.59	46951.990000000005	30063.8	3744.7	25070.8	6112.17	11290.19	5598.33	9295.32	9136.16
K02435	23346.77	5699.799999999999	12903.81	21376.88	21154.64	4523.0	10494.54	7368.55	9760.77	9597.23	6895.09	5864.78	6342.79	10375.65	22853.980000000003	44612.92	28167.44	26222.34	33018.48	32028.59	46954.990000000005	30063.8	3744.7	25070.8	6095.17	11266.19	5572.33	9286.32	9120.16
K02436	6.0	8.25	2020.25	11.45	5.25	105.35	61.17	2502.67	115.5	95.09	47.33	1083.0	176.67	122.09	5.75	12.75	12.5	175.87	10.25	12.5	2503.15	13.0	3.5	3.25	55.67	835.67	233.5	306.25	47.67
K02437	14474.0	5511.32	13816.87	20861.33	19185.75	4198.5	11064.58	9582.2	10578.92	10615.78	7953.88	7469.13	8044.68	11020.28	4320.0	2246.55	2244.48	3523.36	1806.59	1899.87	3401.1799999999994	1017.9	1091.5	999.55	4787.14	8028.29	2845.7	2889.44	6247.96
K02438	1186.16	1534.9199999999998	4121.74	1433.36	567.66	812.1999999999999	1695.13	3592.51	4071.79	3046.6	2253.17	2656.76	3278.0600000000004	3184.4300000000003	2794.59	2403.92	2255.6000000000004	5294.08	2600.18	997.11	6032.089999999999	1220.06	1043.41	840.5799999999999	2058.57	4186.07	2008.15	1936.76	2820.94
K02439	995.66	1353.58	2987.58	1217.37	521.66	763.35	1073.13	3360.1800000000003	1816.32	1697.52	1473.75	2366.01	1664.64	1767.09	2654.59	2331.42	2223.6000000000004	5092.4400000000005	2529.6800000000003	1005.95	3522.53	1225.56	974.41	803.5799999999999	1248.04	2612.52	1538.9	1619.2600000000002	1865.95
K02440	34615.43	5578.51	14330.47	21160.63	23318.050000000003	5364.54	9251.34	10843.69	6440.7	7994.85	5704.08	7413.559999999999	4109.0	8612.59	39812.32	87820.62	55175.0	53124.69	65880.23999999999	60220.12	96115.44	59566.36000000001	6926.03	49357.58	6664.240000000001	15306.51	8998.9	17207.829999999998	11506.07
K02441	910.83	1355.17	2819.41	997.53	434.0	707.35	944.47	3009.67	1599.66	1421.52	1485.75	2298.01	1529.97	1648.42	1675.42	762.75	522.77	1304.28	438.34	515.62	2736.0199999999995	432.4	319.25	337.25	1058.37	2267.53	831.75	1003.75	1519.62
K02442	900.83	1291.0	631.33	978.42	424.25	583.4	334.92	173.0	311.0	633.75	630.25	572.25	590.33	594.33	1624.0	740.8	496.67	1080.75	419.42	471.92	212.0	397.0	315.75	328.8	354.37	529.52	262.83000000000004	399.0	736.0
K02443	8905.5	1194.25	7481.75	16270.12	18177.25	2590.85	7045.42	8170.67	3306.25	5124.84	2294.11	4177.0	1745.59	4220.09	120.75	100.75	70.5	603.47	277.25	132.0	2777.15	37.0	67.07	12.25	759.6700000000001	2026.49	672.1	640.0	820.8
K02444	3192.66	3696.68	5988.38	4049.04	695.16	837.35	997.17	3444.3500000000004	2114.61	1925.36	1557.59	2363.51	1974.4300000000003	2032.6	3788.59	3400.42	4041.6	6083.4400000000005	3583.68	2124.95	3659.53	1266.56	1308.41	1022.58	1354.93	3182.07	1588.15	1658.59	2104.83
K02445	19635.66	3853.41	9354.58	18271.45	21126.82	3908.51	7633.349999999999	9521.36	3961.47	6427.22	3156.29	5574.02	2486.56	5223.43	26505.76	54665.76	34996.76	36808.59	41381.02	36970.280000000006	58620.7	36382.72	4843.9	29692.41	3471.96	8513.83	5040.719999999999	9120.240000000002	6960.28
K02446	1775.0	314.33	5275.0	270.4	223.16	322.85	1116.28	5889.51	2979.97	1694.6999999999998	1324.18	2870.0600000000004	1873.91	1868.44	1077.6699999999998	1671.67	1787.4299999999998	4040.44	2262.01	556.53	3328.78	838.0600000000001	780.4099999999999	637.8299999999999	1383.61	3958.94	1705.25	1647.59	1863.89
K02448	873.83	1282.5	736.33	972.17	419.0	576.0	390.6	153.0	524.0	723.0	735.0	523.0	579.0	616.0	1614.0	703.0	493.67	1107.5	416.17	467.17	212.0	397.0	313.0	334.0	401.0	613.0	323.0	454.0	825.0
K02450	39.0	137.0	174.0	97.2	4.5	0.0	110.92	27.0	247.25	133.5	197.75	51.5	171.41	161.66	109.67	38.0	21.0	65.4	51.67	57.0	3.0	0.0	0.0	25.0	93.75	193.02	56.83	56.5	133.0
K02451	35.0	126.0	174.0	96.0	4.5	16.85	34.59	18.67	109.5	51.84	74.58	29.5	63.83	98.0	92.67	38.0	12.0	222.72	51.67	57.0	2503.15	0.0	0.0	13.0	57.25	81.19	29.58	11.5	73.17
K02452	1082.0	1447.85	2841.8	1187.45	432.75	709.75	974.87	2821.0	1371.86	1276.3300000000002	1478.5	1842.17	1420.39	1495.09	1749.42	808.55	568.39	1337.87	470.92	571.0300000000001	2717.44	435.4	325.5	351.05	869.8599999999999	2041.7	786.16	929.25	1274.87
K02453	1221.0	1519.02	3099.3	1292.56	473.5	787.75	1433.91	2959.58	2168.2	1765.16	2008.17	2107.17	2007.64	2239.67	1801.09	842.55	648.39	1428.7799999999995	482.17	625.7800000000001	2736.0199999999995	458.4	443.25	398.05	1322.85	2647.86	1097.91	1154.75	1787.62
K02454	2199.83	2915.29	3866.68	2429.64	897.75	1396.15	2186.0	3198.25	3283.4700000000003	2706.8900000000003	3341.59	2855.59	3134.6400000000003	3533.51	3544.09	1648.35	1143.35	2590.86	953.9199999999998	1188.0300000000002	2937.0999999999995	871.4	759.0	733.85	2010.1	3631.14	1545.74	1675.4199999999998	2826.12
K02455	1159.0	1550.02	2985.88	1276.36	441.5	750.75	1426.47	2943.25	2107.86	1766.8300000000002	2017.5	2118.17	2006.64	2227.34	1812.42	842.55	592.39	1411.71	488.84	614.7800000000001	2730.7699999999995	454.4	395.25	358.05	1207.5300000000002	2737.7000000000003	1046.91	1109.75	1759.12
K02456	1213.0	1563.62	3061.35	1329.03	441.5	759.75	1910.9	3097.5	3001.29	2216.32	2687.65	2350.8900000000003	2615.24	3244.36	1830.42	911.55	600.68	1440.38	499.17	645.11	2730.7699999999995	460.4	453.25	380.05	1848.17	3247.0400000000004	1328.99	1308.2499999999998	2342.54
K02457	1068.0	1449.75	2857.25	1179.7	441.5	685.35	770.5400000000001	2786.0	1129.08	1110.44	1232.58	1836.25	1248.39	1188.92	1756.42	811.75	567.1	1339.12	474.17	564.7800000000001	2717.44	428.4	378.25	344.25	705.62	1885.86	719.33	900.08	1186.37
K02458	1096.0	1456.35	2860.05	1201.7	441.5	713.75	1148.47	2878.0	1624.86	1465.5800000000002	1699.0	1990.92	1663.14	1812.84	1759.42	815.55	577.39	1339.12	474.17	575.7800000000001	2717.44	444.4	378.25	352.05	1023.86	2236.2	845.16	1005.25	1446.37
K02459	1096.0	1456.35	2860.05	1201.7	441.5	709.75	1060.47	2851.0	1553.36	1416.5800000000002	1659.0	1930.92	1575.64	1644.84	1759.42	815.55	577.39	1339.12	474.17	582.7800000000001	2717.44	435.4	378.25	351.05	895.8599999999999	2189.7	806.16	962.25	1354.87
K02460	1096.0	1456.35	2907.05	1201.7	441.5	713.75	1145.87	2878.0	1649.36	1481.5800000000002	1699.0	1990.92	1677.64	1812.84	1759.42	815.55	577.39	1339.12	474.17	582.7800000000001	2717.44	444.4	378.25	351.05	1023.86	2266.2	849.16	1012.25	1450.87
K02461	1096.0	1445.35	2907.05	1201.7	441.5	713.75	954.87	2835.0	1420.36	1229.5800000000002	1530.25	1907.92	1392.64	1521.84	1759.42	815.55	568.39	1339.12	474.17	582.7800000000001	2717.44	435.4	378.25	345.05	829.8599999999999	2027.7	772.16	949.25	1289.37
K02462	1068.0	1431.85	2858.05	1172.25	436.25	685.35	941.87	2826.0	1356.11	1185.3300000000002	1469.5	1852.17	1300.28	1454.09	1749.42	804.75	555.39	1337.47	470.92	567.0300000000001	2715.15	419.4	350.5	344.25	807.8599999999999	1959.2	772.16	919.25	1267.37
K02463	107.0	163.1	181.8	190.25	17.25	20.85	529.25	137.0	922.53	546.89	798.1700000000001	289.92	629.41	863.0	105.67	57.0	23.29	234.97	54.92	61.75	2503.15	8.0	27.75	19.0	483.99	628.36	310.66	208.0	543.0
K02464	6.0	8.25	2020.25	11.45	5.25	105.35	58.42	2502.67	107.25	84.09	40.08	1083.0	171.92	107.34	5.75	12.75	12.5	175.87	10.25	12.5	2503.15	13.0	3.5	3.25	55.67	826.67	227.5	304.25	47.67
K02465	0.0	0.0	0.0	0.0	0.0	16.85	5.2	1.33	6.58	4.6000000000000005	0.0	6.0	6.44	1.5	0.0	0.0	2.6	163.72	0.0	4.2	2505.44	1.4	0.0	0.0	8.7	6.17	2.75	0.0	3.7
K02466	6.0	16.75	2033.75	11.45	5.25	105.35	66.37	2504.0	121.58	112.9	47.33	1083.0	179.62	140.59	5.75	12.75	15.1	175.87	10.25	16.7	2508.4	14.4	25.5	3.25	75.87	839.84	233.5	306.25	80.87
K02467	6.0	24.5	2033.75	11.45	5.25	105.35	66.37	2504.0	121.58	94.9	47.33	1083.0	179.62	123.59	5.75	12.75	15.1	175.87	10.25	16.7	2508.4	14.4	3.5	3.25	75.87	839.84	233.5	306.25	80.87
K02468	6.0	16.75	2033.75	11.45	5.25	105.35	75.04	2511.67	148.83	113.24	66.66	1104.0	205.04	153.93	5.75	12.75	15.1	175.87	10.25	16.7	2508.4	14.4	3.5	3.25	106.04	856.51	249.25	306.25	106.04
K02469	23578.27	5919.299999999999	15410.39	21852.74	21277.94	4812.74	14420.0	11285.03	19895.11	15193.81	12019.37	9316.94	13211.34	17270.99	24015.9	46220.34	30001.370000000003	30287.69	35188.3	32650.62	50300.600000000006	30943.36	4628.11	25637.68	10694.35	19604.74	8688.3	12152.4	14871.56
K02470	23578.27	5913.299999999999	15384.39	21838.74	21277.94	4803.74	14408.0	11285.03	19924.11	15214.81	12052.37	9305.94	13126.34	17213.99	23986.9	46217.34	30001.370000000003	30264.69	35188.3	32643.62	50300.600000000006	30937.36	4628.11	25655.68	10676.02	19593.74	8670.3	12115.4	14797.56
K02471	2188.49	2593.66	4665.58	2833.21	693.82	769.5	1135.5299999999995	3995.690000000001	2172.71	2051.26	1341.17	2586.77	1703.58	1921.6	4262.09	4467.09	4812.43	9205.54	5147.35	1973.28	1863.68	2005.72	1786.57	1360.91	1331.84	3243.6	2044.39	2128.94	2385.53
K02472	114.83	233.58	3115.25	133.95	116.91	105.35	811.77	3029.51	1794.56	1314.38	1087.94	1460.42	1324.7800000000002	1217.98	1030.92	1621.42	1753.9299999999998	4006.69	2119.59	469.03	3288.53	817.5600000000001	652.91	459.58	882.04	2614.35	1324.85	1113.4499999999998	1383.79
K02473	43.0	27.0	41.5	85.0	0.0	78.0	570.3299999999999	51.5	922.84	577.95	782.53	322.0	792.79	846.1700000000001	19.0	11.0	42.29	22.0	24.0	30.0	0.0	0.0	23.0	26.0	538.29	682.3499999999999	241.5	202.0	624.5
K02474	190.0	54.0	165.42000000000002	279.0	26.0	110.4	1462.16	267.75	2870.92	1648.87	1827.95	670.25	2103.67	2208.9700000000003	93.0	43.8	155.29	54.0	24.0	80.0	0.0	68.0	111.0	77.8	1272.91	1974.27	630.49	609.74	1794.75
K02475	38.0	0.0	0.0	0.0	0.0	20.0	187.92	104.0	553.25	298.5	340.25	71.5	464.83	348.66	21.67	0.0	0.0	12.33	20.67	1.5	0.0	0.0	0.57	6.0	332.75	652.52	223.26	182.33	333.43
K02476	57.0	0.0	53.0	0.0	0.0	28.0	188.92	105.33	631.5	349.83000000000004	368.92	92.0	529.83	383.41	21.67	5.5	20.0	32.33	20.67	10.5	0.0	12.0	18.82	18.0	343.75	755.02	225.83	189.33	346.5
K02477	714.0	174.25	4301.92	359.9	24.0	462.2000000000001	2485.3100000000004	5473.05	6081.05	3454.75	3899.18	3583.25	4488.11	4335.860000000001	100.17	74.5	317.2	454.34	102.17	225.9	5059.379999999999	75.8	108.57	143.3	2578.84	5950.59	1965.83	2027.9	3617.8
K02478	634.6700000000001	63.25	4105.5	37.9	10.5	250.7	524.4100000000001	5130.0	1156.56	771.52	693.56	2436.8	905.72	858.44	26.17	25.5	30.2	390.34	29.17	56.9	5029.379999999999	28.8	10.0	12.5	654.3900000000001	2434.9500000000003	728.76	834.58	746.6700000000001
K02479	11.0	0.0	0.0	14.0	4.0	20.0	0.0	0.0	45.0	0.0	57.0	21.0	57.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	29.0	21.0	11.0	34.0
K02480	902.83	1373.5	671.33	1076.84	449.0	576.0	385.17	234.0	455.5	811.5	757.78	543.0	758.16	716.5	1640.33	729.0	517.67	1102.5	426.84	510.17	212.0	405.0	329.0	335.0	524.83	915.94	416.0	470.0	880.5
K02481	977.0	65.34	67.66	53.56999999999999	4.5	14.0	723.7	94.0	1859.94	989.83	1203.47	363.6	1176.73	1370.29	62.33	16.0	56.0	53.92	21.0	14.0	29.66	24.0	38.0	9.5	879.14	1110.16	394.12	324.17	1001.5
K02482	930.0	0.0	0.0	12.0	7.5	0.0	119.67	24.5	274.3	160.6	172.65	40.8	200.26	134.26	17.67	0.0	0.0	0.0	0.67	3.0	0.0	0.0	0.0	12.0	147.70000000000002	219.27	54.83	33.33	173.5
K02483	7093.66	8381.84	11116.58	8869.710000000001	1376.39	1642.19	3272.5	3632.5	5643.88	4725.14	4700.17	3571.67	5066.02	5474.42	6246.09	4033.85	5120.8	4642.389999999999	3204.57	3720.09	772.1999999999999	1015.5	1475.25	1207.85	3190.87	6085.360000000001	2084.91	2083.75	4540.92
K02484	8840.5	4373.0	9965.6	19229.050000000003	19088.75	3894.0	9082.38	8750.83	6140.709999999999	8140.06	5403.48	6000.25	4746.83	7563.51	3546.08	1598.25	1200.77	2812.15	1170.42	1237.87	758.54	935.9	748.25	730.75	2742.09	5256.0	1854.62	1988.92	4178.37
K02485	32.0	59.75	2063.75	45.45	5.25	125.35	225.62	2533.0	380.08	282.44	300.58	1218.75	418.48	234.51000000000005	26.75	27.75	15.1	192.87	10.25	33.7	2510.69	14.4	28.5	3.25	286.62	1127.84	318.75	373.75	292.62
K02486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	10.0	60.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	9.0	7.0
K02487	865.0	1277.5	628.0	972.25	424.25	576.0	326.67	160.67	368.0	640.1299999999999	629.08	584.75	582.03	559.8399999999999	1624.0	706.0	491.0	1079.25	412.25	468.75	214.29	397.0	315.75	328.0	356.92	484.0	277.25	416.0	738.17
K02488	1083.0	1147.0	1524.0	1384.0	90.0	65.0	32.0	9.0	201.0	64.0	20.0	31.0	96.0	127.0	572.0	531.0	912.0	502.0	519.0	558.0	74.0	28.0	157.0	116.0	70.0	117.5	50.0	46.0	109.0
K02490	1622.0	43.0	31.0	0.0	26.0	0.0	83.0	40.0	288.8	163.2	175.58	3.6	191.2	183.2	22.33	43.0	10.0	7.0	10.0	36.0	0.0	12.0	27.0	9.0	175.8	295.17	132.67000000000002	53.0	121.5
K02491	73.0	21.0	62.0	0.0	52.0	0.0	17.0	0.0	25.0	28.5	16.0	0.0	20.0	20.0	17.0	32.0	10.0	0.0	0.0	14.0	0.0	12.0	11.0	9.0	6.0	10.0	4.0	0.0	22.83
K02492	9646.33	3032.1	9753.13	18052.7	18780.66	3467.5	9612.0	9499.76	8574.56	8813.59	5829.53	6164.7300000000005	5644.79	8654.67	2989.17	2518.7200000000003	2425.6400000000003	5708.700000000001	2974.1800000000003	1165.28	3812.11	1337.06	1211.98	921.38	3676.35	6677.74	2845.58	2502.9300000000003	4792.58
K02493	23528.94	5851.129999999999	15299.56	21694.08	21252.050000000003	4798.35	13131.5	10929.03	16290.69	13439.31	10483.37	8630.439999999999	10893.25	14960.990000000002	23924.57	46223.34	30032.370000000003	30259.03	35147.74	32613.620000000003	50279.52	30929.36	4547.29	25635.68	9135.009999999998	17022.59	7885.049999999999	11515.4	13075.69
K02494	1113.66	1541.9299999999998	3091.38	1399.04	519.66	742.0	1374.46	3451.1800000000003	2162.6000000000004	2012.66	1908.92	2410.6800000000003	1941.89	2262.8500000000004	2755.84	2386.2200000000003	2222.6400000000003	5136.4400000000005	2580.6800000000003	1017.95	3511.53	1235.56	1007.41	801.38	1444.95	2978.36	1590.73	1654.93	2087.95
K02495	18393.55	9987.73	21636.1	26416.94	20855.57	6425.460000000001	17826.59	18024.49	26640.18	20639.82	17082.68	14432.5	18786.51	22959.01	14198.83	8446.51	8135.120000000001	14767.25	7810.620000000001	7086.41	8463.55	4384.52	3958.34	3465.31	12737.81	22883.68	9469.38	8814.759999999998	16688.79
K02496	178.66	257.33	2462.58	285.04	96.66	131.35	696.13	3187.1800000000003	1486.3200000000002	1132.52	896.25	1735.01	1022.64	1152.26	1115.59	1671.42	1723.6	4047.440000000001	2171.6800000000003	519.95	3299.53	814.5600000000001	669.41	472.58	832.71	2046.52	1227.9	1177.76	1069.95
K02497	8269.5	1143.0	5320.5	16254.0	18172.0	2485.5	6672.0	5567.0	2186.0	4481.5	1799.78	2890.0	1008.0	3470.0	75.0	73.0	58.0	388.0	267.0	76.0	266.0	24.0	27.0	9.0	294.0	549.6700000000001	188.67	101.0	284.83000000000004
K02498	2172.66	2673.33	4595.58	2807.04	608.66	776.35	1068.13	3359.1800000000003	1833.32	1790.52	1519.25	2282.01	1632.64	1784.9300000000003	3324.59	2913.42	3123.6000000000004	5638.4400000000005	3099.68	1564.95	3585.53	1247.56	1164.41	916.58	1209.71	2702.52	1494.9	1598.7600000000002	1898.95
K02499	8439.17	1269.5	5622.5	16384.33	18234.0	2630.16	8221.54	6043.0	6797.21	6668.35	3800.69	3604.3	3545.9400000000005	6324.85	139.32999999999998	80.67	145.32999999999998	478.0	350.0	163.5	277.33	90.0	193.15	64.0	2108.56	3594.38	1202.6	761.0	2518.4800000000005
K02500	10824.73	4282.4	11137.03	19636.15	18875.66	3629.2	11707.48	10036.76	13939.42	11969.15	8589.93	7277.7	9312.73	12478.240000000002	3613.57	3076.92	3408.6400000000003	6231.1	3506.1800000000003	2067.28	3950.69	1450.06	1445.0300000000002	1056.6799999999998	6158.780000000001	10274.78	4073.9	3457.17	7572.71
K02501	10816.73	4347.4	11534.03	19725.15	18899.66	3629.2	11600.81	10018.76	13638.249999999998	11838.65	8385.6	7209.030000000001	9114.23	12232.570000000002	3636.57	3092.92	3408.6400000000003	6231.1	3506.1800000000003	2067.28	3967.86	1450.06	1465.0300000000002	1056.6799999999998	6018.450000000001	10092.78	4026.4	3425.0	7431.38
K02502	3827.23	2831.9	2823.53	2846.29	579.75	756.35	2640.68	990.03	6308.5	3898.57	3705.57	1785.12	4527.27	5099.31	2404.65	1412.0	1577.71	1739.75	1028.42	1460.75	350.0	551.0	683.12	522.8	3228.61	4827.66	1802.93	1524.67	3807.63
K02503	24301.77	7040.629999999999	15511.059999999998	22578.08	21653.050000000003	5282.35	13395.6	11104.53	16188.54	13804.81	11117.37	9035.44	11496.17	15365.66	25523.9	46889.84	30421.370000000003	31338.03	35579.91	33082.45	50488.27	31316.86	4820.360000000001	25949.68	9505.88	17784.34	8236.55	11999.4	13592.36
K02504	42.83	66.33	2142.25	82.95	86.91	123.35	309.61	3114.1800000000003	707.0699999999999	679.77	278.75	1502.76	483.48	470.18	991.92	1580.42	1688.9299999999998	3961.690000000001	2109.59	455.03	3299.53	793.5600000000001	641.66	465.58	472.29	1583.0	989.07	983.93	666.95
K02505	42.83	66.33	2237.58	82.95	86.91	123.35	309.61	3114.1800000000003	693.0699999999999	679.77	278.75	1502.76	483.48	470.18	991.92	1580.42	1688.9299999999998	3968.02	2116.26	455.03	3299.53	793.5600000000001	641.66	459.58	472.29	1583.0	989.07	983.93	666.95
K02506	42.83	58.58	2095.25	81.75	86.91	123.35	199.41	3098.8500000000004	519.99	502.92	87.75	1388.76	301.29	351.42999999999995	991.92	1580.42	1686.33	3948.29	2109.59	433.83	3297.24	792.1600000000001	641.66	459.58	261.34000000000003	1339.8300000000002	905.57	919.93	496.25
K02507	96.83	66.33	2200.25	101.95	118.91	160.35	384.61	3137.1800000000003	888.0699999999999	689.77	324.08000000000004	1508.76	619.48	596.18	991.92	1580.42	1688.9299999999998	3963.690000000001	2109.59	455.03	3299.53	797.5600000000001	689.66	484.58	580.29	1660.0	1024.07	1005.26	814.62
