function	071B	077B	091B	093B	100B	101B	218B	219B	220B	224B	242B	245B	246B	248B	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
K00001	28243.17	7024.14	11811.9	21508.24	22374.0	4453.9	9013.95	6195.33	6447.97	7372.299999999999	5583.3	4612.01	4342.889999999999	7937.69	39807.0	79723.3	48659.58	46154.66	56614.66	57101.16	84416.49	53288.5	5780.5	44589.3	5811.98	12180.17	6198.28	15183.78	10591.42
K00002	0.0	0.0	0.0	0.0	0.0	0.0	62.5	0.0	154.0	75.0	119.0	27.0	178.5	135.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	51.0	81.0	25.0	85.0
K00003	25629.57	6890.07	12676.28	21887.28	21503.14	5056.8	10989.64	7235.28	11303.48	10736.07	7938.66	6587.04	8084.69	11688.9	24492.980000000003	45306.97	27956.04	27308.34	32120.48	32480.59	47132.490000000005	30429.0	4102.7	25350.6	6940.4400000000005	12811.77	6100.93	10061.09	10489.46
K00004	15898.57	3542.0	11689.9	33422.4	36411.5	5568.6	13514.0	11107.0	4184.0	9296.25	3801.53	6223.5	2237.24	7065.3	1740.4	814.0	595.0	1847.0	889.0	571.0	767.54	409.0	391.05	337.8	603.87	1076.67	378.67	536.5	1014.16
K00005	2682.4	333.55	4444.15	1234.65	316.14	570.79	1270.8200000000002	3287.27	2772.91	1852.53	1508.88	2063.83	1952.9	2283.91	3923.15	947.95	260.1	751.5899999999999	165.48000000000002	2440.37	5540.87	823.3	445.55	444.25	1507.65	3323.51	1700.15	1460.21	1612.0800000000002
K00006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00007	11.0	43.0	11.0	76.67	4.0	16.85	23.92	7.67	51.25	40.09	49.83	29.5	51.53	65.76	21.0	15.0	0.0	178.72	0.0	9.0	2505.44	8.0	0.0	0.0	53.67	37.42	22.75	9.0	71.17
K00008	7393.17	1377.5	5574.5	16502.92	18155.25	2617.85	7593.52	5990.0	4966.92	5943.45	3074.5	3577.75	3255.5200000000004	5815.17	161.66	84.0	63.0	617.97	322.25	116.25	2769.15	50.0	138.32	9.0	1488.66	2121.73	855.9300000000001	516.0	1702.79
K00009	17277.0	2277.71	8852.75	17363.08	19954.91	3271.51	7128.74	8978.380000000001	3007.96	5277.1	2316.22	4804.66	1518.5600000000002	4554.29	18057.59	36566.09	23193.26	24242.69	28401.26	25631.7	41424.69	24587.060000000005	3036.99	20400.58	2165.37	5726.8	3221.73	7897.51	4307.16
K00010	3002.83	3865.33	2940.49	3606.09	1022.91	1300.5500000000002	1133.88	1009.18	1585.97	1851.4500000000005	1474.19	1722.51	2545.21	2102.36	4791.5	3509.67	3610.77	6970.56	3460.5999999999995	1947.1200000000003	8787.58	1618.56	1433.48	1236.33	1345.13	2148.84	1394.5	1554.6799999999998	2193.4700000000003
K00011	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00012	21943.33	6329.12	9233.59	5633.59	4508.5	3123.5	5768.2	3997.18	12414.69	7910.73	8264.02	5050.06	9500.28	9673.56	31306.0	70336.05	44241.44	42387.88	52482.18	47599.29	77981.84999999999	47529.9	5659.5	40246.15	9108.21	17492.98	7957.51	17341.53	14880.87
K00013	10824.73	4236.4	11114.03	19636.15	18871.16	3629.2	11635.48	10036.76	13857.42	11848.65	8521.93	7249.7	9309.23	12384.740000000002	3613.57	3076.92	3408.6400000000003	6231.1	3506.1800000000003	2079.28	3950.69	1450.06	1445.0300000000002	1056.6799999999998	6099.780000000001	10226.240000000002	4060.9	3462.17	7525.21
K00014	16193.09	7491.459999999999	15659.719999999998	23607.6	20131.55	5368.59	13811.88	11648.71	17558.94	15168.37	11832.11	10175.12	12742.080000000002	16535.28	11035.57	5810.42	4933.38	9697.68	4770.25	5399.29	15143.33	3189.36	2532.28	2420.68	8311.349999999999	14582.990000000002	6117.719999999999	5659.74	10983.600000000002
K00015	2255.0	1321.67	1629.33	1452.33	151.5	102.0	64.0	0.0	332.0	128.0	49.28	32.0	170.0	226.0	639.33	605.0	978.0	547.66	534.0	621.0	76.33	44.0	241.0	150.0	120.17	133.67000000000002	70.67	32.0	145.82999999999998
K00016	40558.37	5375.73	23300.19	35837.26	40839.56	6931.17	17055.55	13020.61	11728.690000000002	13523.01	8099.870000000001	8939.17	6842.389999999999	14057.1	40523.8	86343.32	53710.13	48839.64	64943.41	61218.35	95822.72	58884.6	6067.75	48955.0	7674.280000000001	15700.17	7810.23	15988.05	12641.04
K00018	1056.66	1413.33	1186.25	1310.17	560.91	696.75	3108.19	1392.23	7391.46	4644.110000000001	4268.95	2335.08	5380.52	5725.54	2671.09	2320.67	2273.54	4931.17	2548.4300000000003	975.25	1022.84	1275.16	1077.91	844.63	3469.71	5719.07	2458.43	2273.63	4490.66
K00019	10476.66	3786.93	7638.46	19010.76	18770.91	3181.15	7626.26	6412.18	3922.07	6285.92	3140.53	3985.76	2455.87	5069.77	3342.75	2954.47	3228.92	5853.07	3341.93	1596.42	1329.84	1261.16	1186.16	908.13	1380.84	2398.59	1464.7400000000002	1315.1799999999998	2119.67
K00020	9854.2	5819.0	9104.0	6467.740000000001	835.39	1165.4499999999998	3036.15	1339.72	5830.33	4435.110000000001	4415.450000000001	2649.4000000000005	4995.719999999999	5959.02	3989.0	2919.02	3668.32	3136.66	2432.08	2682.35	757.41	862.3	975.65	973.6	3297.79	5019.959999999999	1872.64	1736.9900000000002	4103.9400000000005
K00021	4.0	0.0	0.0	0.0	0.0	0.0	19.92	11.0	67.5	27.5	40.5	29.0	122.91	45.58	17.0	8.0	0.0	0.0	0.67	0.0	0.0	0.0	2.25	12.0	37.75	121.02	27.83	8.0	67.5
K00023	1321.0	1343.0	1754.0	1690.67	110.5	77.0	490.92	155.0	899.25	685.5	700.25	289.5	744.41	848.17	696.67	612.0	988.0	593.0	570.67	635.0	74.0	65.0	228.0	123.0	505.75	829.52	270.83000000000004	224.33	762.0
K00024	9940.5	2966.35	10773.3	19047.78	18496.41	3008.5	10098.56	9327.06	9608.92	9037.240000000002	6459.860000000001	6092.58	6490.1	9192.12	5598.17	3224.7200000000003	3139.9700000000003	5421.35	3080.76	3427.86	4027.11	1509.06	1190.66	1017.18	3912.41	7054.07	2883.59	2512.77	5179.33
K00025	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	23482.04	2609.38	12414.66	17452.850000000002	20246.64	3546.24	9782.14	9555.05	9613.68	8887.17	6091.59	6706.61	6229.799999999999	9791.72	16627.42	42306.3	26385.79	24276.2	31800.48	28621.7	48693.19	28816.2	2866.39	24281.05	5617.71	11030.12	4801.34	8570.98	8190.41
K00029	3561.66	4097.18	6513.63	4729.96	716.66	1015.0	3691.56	3982.56	7510.95	5264.8	5234.62	3691.33	5721.6	6203.360000000001	4095.84	3565.2200000000003	4296.64	6324.4400000000005	3706.68	2314.28	3682.24	1401.56	1411.41	1124.6799999999998	3939.91	6929.92	2960.3	2815.5	5566.58
K00030	51.0	5.34	51.66	50.32	4.5	16.85	190.67	55.5	552.0699999999999	246.5	373.08	107.67	362.17	380.17	29.33	0.0	8.0	203.04	21.0	38.83	2508.6399999999994	0.0	68.0	9.0	153.64	446.5	102.5	80.67	355.33
K00031	12001.56	5535.25	12151.66	20698.99	19267.91	4157.6	11944.16	10489.26	13430.28	12236.63	9061.2	7892.65	9207.21	12604.89	5240.57	3827.72	3909.31	7318.85	3901.6	2561.7	4146.86	1861.56	1713.21	1355.98	6256.58	10775.080000000002	4896.299999999999	4463.42	7845.45
K00032	873.83	1334.0	662.33	983.09	424.25	584.0	276.6	153.0	214.0	553.25	547.75	553.75	524.75	487.75	1645.0	725.0	496.67	1090.75	419.42	471.92	212.0	409.0	315.75	328.0	273.0	431.0	208.0	373.0	643.0
K00033	25008.07	5435.43	14603.97	21126.61	21215.44	4621.49	9651.920000000002	9957.58	7400.41	8512.369999999999	5593.4	6880.72	5450.48	8702.64	20222.92	45312.34	29715.73	29794.43	34964.97	30251.12	49878.52	30288.160000000003	4298.99	25153.08	5057.389999999999	10711.13	5699.82	9893.5	8149.99
K00034	10414.5	2400.83	6241.83	17568.25	18572.14	3146.39	7088.12	6139.67	2544.55	5347.41	2558.29	4024.09	1825.11	4406.09	1726.33	775.0	577.0	1492.25	669.81	513.42	480.29	417.0	340.75	328.0	643.75	1020.22	469.42	512.75	1131.88
K00035	1220.0	1194.0	1491.0	1396.67	90.0	73.0	17.0	26.0	156.0	5.0	31.0	0.0	15.0	76.0	627.0	573.0	1006.0	512.0	519.0	612.0	74.0	40.0	175.0	116.0	36.0	46.0	13.0	8.0	53.0
K00036	24311.03	6881.030000000001	15411.77	22234.1	21592.800000000003	5180.0	9648.35	10064.98	7023.52	8781.87	5992.790000000001	7183.57	5415.380000000001	8672.890000000001	21952.25	46040.34	30234.0	30984.85	35399.16	30698.37	50077.52	30689.36	4565.49	25468.08	4957.84	10706.95	5785.67	10123.35	8414.34
K00038	1122.0	56.0	30.5	13.0	0.0	20.0	172.0	120.0	448.0	267.0	486.0	7.0	442.0	401.75	51.0	43.0	64.0	0.0	33.0	43.0	13.0	0.0	36.25	0.0	404.0	799.25	264.0	153.0	282.33000000000004
K00039	0.0	43.0	48.0	76.67	0.0	16.85	8.67	7.67	37.75	34.34	31.33	21.0	63.42	66.84	21.0	15.0	0.0	178.72	0.0	9.0	2503.15	8.0	0.0	6.0	59.17	70.17	28.75	0.0	48.17
K00040	107.0	83.25	2226.25	91.45	19.64	162.94	581.04	2746.0	1549.33	888.2800000000001	645.66	1407.25	1094.24	908.76	33.42	44.75	75.1	527.31	43.48	57.370000000000005	7514.7	43.8	21.5	9.25	746.96	1680.08	581.25	485.75	626.1600000000001
K00041	648.0	36.75	2199.75	300.7	14.75	210.2	930.69	2815.1400000000003	2114.85	1256.0700000000002	1239.27	1672.65	1779.4	1662.22	48.75	51.75	110.5	406.59	67.25	131.5	5022.549999999999	50.4	56.5	43.55	1137.64	2427.7200000000003	829.5699999999999	785.3199999999999	1179.17
K00042	2143.5	2695.0	6477.5	2751.32	535.75	912.6	961.97	5297.25	1743.33	1752.19	1391.86	3042.0	1985.04	1948.76	2365.83	1357.3	1501.27	2063.49	1012.92	1158.12	5302.799999999999	497.4	513.0	464.3	1153.79	3199.41	1075.17	1324.0	1545.49
K00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
K00045	1983.83	2434.0	2152.33	2362.42	514.25	649.0	352.1	153.0	339.65	665.45	575.25	574.25	727.85	602.0	2181.0	1263.0	1402.67	1588.75	938.42	1026.92	286.0	437.0	475.0	438.0	318.47	696.0	217.0	373.0	743.17
K00046	5715.67	1772.3	3229.99	3303.38	410.0	637.56	2184.38	1358.1699999999998	5694.16	3427.0200000000004	3543.83	2121.65	4212.59	4499.91	4713.33	1594.75	1264.6	1255.81	786.0	2894.2	3394.13	799.4	652.25	569.3	2500.05	3978.39	1534.24	1026.24	3029.2699999999995
K00048	10329.0	1181.38	3090.75	749.25	1952.25	750.35	915.77	3168.54	2399.98	1418.69	1421.59	1755.74	1526.02	1660.96	16346.75	41980.75	25437.5	23621.47	30031.25	28213.5	48073.15	28488.0	2693.75	23866.25	2692.0	6721.57	3205.5	7598.65	5212.679999999999
K00050	2097.83	2607.17	2360.83	2497.08	517.75	645.0	589.77	245.0	705.6499999999999	1027.92	822.25	677.75	980.84	983.59	2298.0	1322.0	1454.67	1675.08	997.75	1103.25	291.33	425.0	510.75	451.0	604.64	871.17	415.75	490.0	1093.17
K00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00052	11206.73	4467.4	12130.53	20506.15	19189.16	3985.2	11746.81	10382.76	14039.499999999998	12058.15	8844.6	7442.530000000001	9314.73	12551.070000000002	3911.9	3167.92	3530.6400000000003	6330.700000000001	3628.18	2173.28	4059.86	1662.56	1672.2800000000002	1164.6799999999998	6201.780000000001	10751.490000000002	4866.9	4136.5	7547.71
K00053	11242.73	4454.4	12172.03	20503.15	19193.16	3965.2	11782.48	10294.76	14010.42	12006.15	8762.93	7427.7	9164.23	12408.240000000002	3906.57	3173.92	3574.6400000000003	6324.700000000001	3618.18	2170.95	4065.69	1662.56	1677.2800000000002	1158.6799999999998	6145.780000000001	10614.240000000002	4839.9	4137.67	7681.54
K00054	19958.77	2755.53	8932.93	18257.8	20486.89	3647.85	7836.19	6484.47	3461.7700000000004	5661.91	3162.74	4209.81	2085.98	5497.25	20394.4	43204.62	26575.73	24360.33	31825.56	30756.67	46633.66	29528.3	3068.38	24431.0	3013.5600000000004	6507.6	3790.65	7951.82	5218.97
K00055	1140.0	17.0	1816.0	101.0	56.0	0.0	181.67	94.67	519.0	344.84000000000003	395.33	187.0	438.42	622.84	100.0	237.0	890.0	117.0	1385.0	148.0	316.0	225.0	66.5	140.0	340.79	634.1700000000001	269.75	190.0	291.17
K00057	23474.6	5826.459999999999	15578.39	21910.08	21252.050000000003	4747.35	13202.5	11199.7	16212.85	13488.97	10495.37	8723.779999999999	10882.84	14831.740000000002	23943.57	46215.34	29999.370000000003	30251.03	35142.74	32608.95	50279.52	30925.36	4556.61	25621.68	9061.34	16962.010000000002	7825.049999999999	11520.9	13039.02
K00058	16142.07	5971.74	15184.85	21909.47	19028.16	3959.75	14063.19	11260.1	19543.63	15216.66	11946.6	9167.21	13627.54	16908.02	8174.9	4825.92	4725.64	7943.17	4360.18	4901.11	12168.96	2238.96	1846.1	1716.6799999999998	8823.62	14844.05	6115.33	5271.09	10701.69
K00059	83058.14	28661.03	49445.45	89700.95	82246.94	19313.88	44043.51	34829.73	44881.09	43704.81	32674.02	28493.2	31897.62	45526.94	64269.880000000005	106715.07	69925.69	72146.08	78160.00000000001	76230.17	120414.12	69577.26	11958.67	58058.130000000005	24378.39	44237.6	19496.38	26686.23	35390.33
K00060	1193.67	1194.75	3548.25	1475.45	103.75	182.85	401.31	2562.83	800.4200000000001	551.47	608.0	1274.25	697.13	564.6700000000001	592.42	550.75	923.1	701.8699999999999	532.92	595.7	2582.4	56.4	185.5	119.25	474.2	1360.94	436.08	414.08	450.71
K00064	1189.67	1147.0	1549.0	1583.0	93.5	65.0	76.5	34.0	147.0	67.0	66.0	32.0	117.0	168.59	579.33	542.0	944.0	553.0	522.0	569.0	74.0	44.0	168.25	110.0	23.67	175.25	6.0	51.5	17.67
K00065	1749.0	1250.75	3644.08	1414.37	131.0	203.2	278.26	2613.67	890.08	593.4300000000001	579.41	1331.75	797.74	749.34	630.75	581.75	980.5	882.1700000000001	549.8399999999999	620.25	5093.549999999999	62.4	239.75	132.25	403.67	1638.78	484.58	558.25	439.84
K00066	900.83	1291.0	672.33	978.42	424.25	576.0	290.6	153.0	163.0	548.85	576.35	553.75	542.75	500.75	1624.0	737.0	496.67	1080.75	419.42	485.92	212.0	397.0	315.75	328.0	273.0	461.0	204.0	382.4	641.0
K00067	7396.73	4251.3	4378.22	4836.29	1134.5	1580.95	5241.74	1985.0	10583.74	7005.139999999999	7095.92	4047.28	8063.790000000001	8838.330000000002	7839.73	3225.0	2426.63	3578.1400000000003	1802.51	4177.17	3623.14	1640.5	1171.12	1416.1	4986.45	8334.300000000001	3551.44	3412.53	6809.139999999999
K00068	2803.67	175.13	4577.0	646.83	81.5	341.36	237.79	5531.54	344.24	342.65	293.21	2715.74	461.66	647.1299999999999	3573.5	896.17	174.93	657.3399999999999	33.5	2063.87	5339.879999999999	568.4	185.33	287.5	156.87	1698.18	484.0	624.5	184.87
K00073	72.0	65.25	2232.25	240.45	311.25	133.35	221.5	2522.0	417.25	236.25	173.0	1161.0	535.25	367.75	22.75	23.75	12.5	184.87	10.25	34.5	2522.15	13.0	3.5	3.25	168.5	1088.0	335.75	356.25	193.5
K00074	5857.67	3009.95	7254.18	3191.54	593.0	1046.15	3899.6	3866.83	9426.64	5964.63	5847.88	3433.2200000000003	7022.02	7503.18	2465.08	1486.85	1748.77	2053.22	1178.17	1435.2800000000002	2840.4	599.9	757.8199999999999	606.85	4697.06	7839.110000000001	3094.1	2393.42	5443.97
K00075	23473.6	5780.129999999999	15288.56	21666.08	21252.050000000003	4710.35	13175.830000000002	10913.03	16272.52	13423.31	10427.7	8687.439999999999	10910.17	14813.240000000002	23910.57	46215.34	29999.370000000003	30234.03	35142.74	32613.620000000003	50279.52	30925.36	4496.61	25627.68	9054.35	16952.510000000002	7866.049999999999	11571.73	13118.36
K00076	14.0	39.25	2078.67	77.45	5.25	121.0	345.25	2586.25	769.42	489.0	372.75	1268.25	570.67	536.5	5.75	12.75	21.5	44.15	10.25	12.5	0.0	23.0	12.5	3.25	322.62	1459.15	398.5	392.75	481.95
K00077	25944.07	6710.61	18534.19	37637.630000000005	37575.75	6815.91	17411.58	15999.82	12721.87	15221.11	9882.1	11065.65	8967.06	14933.31	4506.82	2518.6200000000003	2323.66	4355.139999999999	2075.26	2224.06	8783.61	1229.8	1032.45	1045.25	5296.23	8883.5	4134.629999999999	3621.02	6646.46
K00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	10.0	52.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	9.0	7.0
K00082	27.67	0.0	0.0	0.0	0.0	20.0	25.0	0.0	14.0	26.0	0.0	0.0	23.0	10.5	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	11.0	6.0	0.0	0.0	0.0
K00086	919.0	13.0	1405.0	0.0	0.0	16.85	22.67	7.67	63.65	48.940000000000005	91.73	64.8	78.94	184.94000000000003	0.0	0.0	0.0	163.72	0.0	22.5	2542.15	22.0	6.57	12.0	77.57	88.67	26.18	15.0	60.6
K00087	6.0	14.25	2212.25	11.45	5.25	88.5	242.75	2550.0	855.5	382.25	279.5	1259.0	1071.5	757.0	24.75	12.75	12.5	15.15	10.25	27.5	0.0	17.0	36.5	3.25	419.5	1307.4	401.75	451.25	324.2
K00088	23571.94	6060.629999999999	16730.059999999998	21709.08	21346.050000000003	4861.35	13449.5	10929.03	17143.690000000002	13783.31	10775.37	8770.939999999999	11593.67	15472.740000000002	24001.57	46286.34	30023.370000000003	30246.03	35157.24	32648.620000000003	50304.77	30936.86	4569.11	25649.68	9418.85	17614.09	8017.049999999999	11689.4	13406.53
K00090	1589.83	1499.35	2898.88	1242.54	433.5	688.75	604.8	2786.0	807.8599999999999	1020.3300000000002	1047.5	1790.67	1057.98	1043.68	1748.75	850.55	532.06	1341.62	480.67	554.62	2722.69	439.4	355.25	339.05	667.6099999999999	1715.43	638.0799999999999	796.92	1045.62
K00091	930.83	1291.77	668.46	1072.83	427.0	604.0	413.93	201.5	476.57	747.5	685.17	601.67	829.0	740.09	1695.0	718.0	493.67	1133.16	424.17	481.83	214.33	405.0	342.0	328.0	461.92	709.3399999999999	325.83000000000004	442.17	828.5
K00094	6.0	8.25	2020.25	12.65	5.25	105.35	61.17	2502.67	115.5	90.59	47.33	1083.0	194.67	122.09	5.75	12.75	12.5	176.27	10.25	12.5	2503.15	13.0	3.5	3.25	55.67	835.67	233.5	306.25	47.67
K00096	939.0	48.0	1.33	13.0	0.0	20.0	93.5	6.0	305.0	124.6	162.6	42.0	244.5	272.5	16.0	10.0	4.0	6.33	24.67	0.0	0.0	0.0	22.0	0.0	140.0	232.0	156.0	64.4	137.0
K00097	2434.66	2835.02	4889.46	3255.62	537.5	1045.1999999999998	3692.99	3429.05	7988.94	4878.73	5157.360000000001	3424.82	6127.959999999999	6062.77	2531.67	1427.55	1706.4799999999998	2411.82	1067.51	1303.12	7833.32	586.8	663.5	586.35	3877.63	6569.18	2297.23	2293.82	5040.92
K00098	0.0	43.0	48.0	76.67	3.5	0.0	28.08	228.67	82.22999999999999	96.08	47.42	293.01	104.58	164.17	21.0	15.0	0.0	15.0	3.0	0.0	0.0	8.0	0.0	6.0	25.22	121.67	53.67	38.17	46.17
K00099	3063.83	2011.6	4872.63	2029.95	675.1599999999999	1054.5	5402.93	4455.56	12994.56	7928.150000000001	7395.39	4491.63	8879.77	9480.990000000002	3030.17	2531.7200000000003	2517.6400000000003	5378.700000000001	2800.1800000000003	1311.9499999999998	3571.86	1387.06	1321.48	1089.6799999999998	6093.280000000001	10505.37	4138.9	3605.33	7894.1
K00100	13573.9	3789.2	5866.349999999999	3623.62	2206.28	989.28	4611.32	1580.4199999999998	11250.07	6273.44	6397.87	2770.31	7768.02	8146.64	17729.67	43392.6	27510.050000000003	24709.1	31403.96	29708.51	46011.0	28855.6	3077.14	24361.9	6795.15	12563.71	5271.88	9122.62	10048.31
K00101	1432.84	1667.1799999999998	4087.55	1978.54	229.66	242.00000000000003	927.4	3143.1800000000003	2026.66	1633.5300000000002	1289.83	1638.17	1550.12	1777.85	1793.17	2263.7200000000003	2718.68	4594.9400000000005	2744.01	1142.28	3378.24	847.0600000000001	890.9099999999999	621.38	1141.0	2682.09	1255.81	1184.26	1454.29
K00102	2673.0	1334.0	1717.0	1569.67	97.5	69.0	331.0	113.83	812.15	580.8299999999999	517.1700000000001	116.0	681.5	578.6700000000001	661.33	607.0	926.0	581.0	580.0	620.0	74.0	36.0	202.0	123.0	467.3	753.0	304.5	164.0	495.33
K00103	8.67	26.0	0.0	28.0	0.0	0.0	0.0	0.0	59.0	27.0	0.0	0.0	36.0	49.0	0.0	0.0	33.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	24.0
K00104	2984.84	2919.92	4641.33	2886.95	549.64	910.39	1360.41	2965.98	3251.68	2103.03	1997.16	2020.52	2581.69	2800.06	2405.08	1373.75	1495.17	1878.31	1092.98	1170.1699999999998	292.16	515.0	568.8199999999999	512.25	1989.13	3521.41	1209.58	1139.12	2546.46
K00105	3205.0	213.13	934.33	1119.8	214.0	436.0	301.79	807.8699999999999	250.97	310.41	408.39	699.41	108.5	662.62	277.0	78.0	106.0	90.33	112.0	103.0	92.83	212.5	203.0	102.0	259.66	638.55	851.0	666.42	164.54
K00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00108	12911.66	8711.95	14404.51	23819.63	19721.75	4582.25	8366.52	8753.33	4097.860000000001	7110.08	4534.0	6118.92	3785.02	6349.43	6781.42	3897.55	4330.73	5471.37	3123.76	3256.87	3637.94	1382.4	1455.25	1345.05	2002.99	3836.43	1423.41	1908.25	3264.12
K00109	0.0	26.0	0.0	41.0	0.0	0.0	0.0	0.0	14.0	18.5	0.0	0.0	0.0	21.0	0.0	0.0	33.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	10.0
K00111	21142.0	6509.6	15214.38	21027.07	20868.41	4229.1	9537.259999999998	12046.26	9540.79	9379.23	6212.92	7421.93	6200.43	9136.85	20478.340000000004	45667.97	29683.7	30341.24	34138.76	30631.98	52089.51	29897.460000000003	4116.9800000000005	25078.13	5781.5	12340.81	5742.58	9792.16	8829.27
K00112	52.83	66.58	2142.25	85.95	86.91	123.35	356.61	3125.1800000000003	815.48	726.29	381.02	1536.51	533.2	594.59	1002.59	1594.42	1710.9299999999998	3968.690000000001	2109.59	455.03	3297.24	793.5600000000001	641.66	459.58	544.29	1678.52	1019.65	992.16	732.7
K00113	52.83	66.58	2142.25	82.95	86.91	123.35	356.61	3125.1800000000003	797.48	737.29	358.02	1529.51	519.2	576.59	1002.59	1594.42	1710.9299999999998	3968.690000000001	2109.59	457.36	3297.24	793.5600000000001	641.66	459.58	544.29	1678.52	1019.65	992.16	732.7
K00114	1862.83	2551.5	1463.33	2085.17	841.5	1152.0	745.6	330.5	732.9	1304.0	1312.5	1049.0	1293.0	1113.67	3309.0	1434.0	1045.67	2196.5	850.17	934.17	424.0	802.0	644.0	656.0	668.3	1146.5	514.5	856.0	1524.0
K00116	23481.16	6144.35	20128.13	50741.96	55200.75	8819.6	21131.64	19481.42	7957.48	15260.78	7110.69	11171.5	4861.89	12278.65	3506.75	1644.05	1171.4399999999998	3708.09	1605.59	1147.04	6259.379999999999	868.9	737.5	669.05	1922.51	3945.26	1373.92	1658.25	2899.38
K00117	2072.83	2463.02	4281.21	2599.53	519.5	796.15	852.5500000000001	2769.5	1305.8100000000002	1119.08	1229.0	1884.17	1458.73	1357.93	2249.75	1310.35	1475.0600000000002	1808.28	999.6699999999998	1082.62	2799.0199999999995	459.4	492.25	468.85	779.1800000000001	2038.18	674.58	865.92	1221.62
K00118	27.0	7.0	38.0	63.0	0.0	27.0	10.5	0.0	55.0	0.0	8.5	0.0	29.0	16.67	19.0	11.0	25.0	4.0	18.0	36.0	0.0	0.0	7.0	38.0	8.67	6.0	5.0	2.5	0.0
K00121	11187.67	3868.68	9995.71	19151.21	18679.0	3374.5	8285.029999999999	8811.17	4922.65	6659.24	4192.17	5106.35	3325.8900000000003	6270.76	2477.67	1436.55	1618.8100000000002	2280.62	1285.34	1245.45	3064.3499999999995	506.4	555.25	490.05	2083.9	3680.52	1297.41	1295.34	2538.75
K00122	0.0	32.0	20.0	0.0	0.0	8.0	0.0	0.0	40.0	17.0	32.0	0.0	19.0	32.5	30.0	0.0	0.0	6.0	2.0	0.0	0.0	12.0	0.0	0.0	10.67	11.0	4.0	11.0	11.0
K00123	10491.32	4346.83	17629.66	19488.64	18935.82	3800.45	9300.07	17303.7	6889.84	8814.09	4999.31	9402.82	5165.070000000001	7695.08	4601.67	4805.34	4969.47	11044.44	5601.530000000001	2241.77	19697.06	2144.52	1890.57	1491.66	3346.67	8424.2	3680.55	3669.77	4640.45
K00124	2332.16	2785.33	5184.33	2779.96	631.91	776.35	1431.23	3487.9300000000003	2330.4700000000003	2495.37	1913.4	2380.3100000000004	2093.63	2378.78	3349.92	2979.42	3161.27	5694.6900000000005	3108.5999999999995	1560.37	3583.24	1265.56	1122.91	922.58	1591.0300000000002	3335.27	1688.15	1684.2600000000002	2469.37
K00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	22.0	64.0	0.0	83.0	50.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	44.0	40.0	0.0	60.0
K00126	2101.83	2468.5	2164.33	2432.84	516.5	641.0	384.6	172.0	425.0	737.0	723.0	565.0	682.0	707.6700000000001	2241.0	1304.0	1431.67	1596.5	935.17	1039.17	286.0	433.0	479.0	444.0	393.0	650.0	281.0	419.0	838.0
K00127	2304.49	2705.33	4617.33	2725.96	610.91	776.35	1284.73	3476.9300000000003	2049.74	2207.27	1719.0	2379.51	1905.53	2185.93	3328.59	2965.42	3161.27	5694.6900000000005	3103.5999999999995	1560.37	3583.24	1265.56	1120.66	922.58	1389.79	3132.52	1640.15	1632.2600000000002	2262.2
