pathway	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
PWY-1269	222.04257113022507	87.3431913325874	4534.7705426616	6310.579134813584	6690.644801753689	4270.410806943163	5148.3343383677175	4828.270594077658	17912.83806802964	23179.108547883505	3470.7139593181214	5836.851148076979	21526.387263748573	2349.257271756773	274.818441273326	667.5470832529112	1132.5339668869256	1556.059052832965	2504.1457313598994	2396.618614578482	1305.4605254035612	455.19002780204937	355.33322582123066	8733.175670850078	4477.436116173571	4191.155132112176	4013.8200127593386	2707.185550519052
PWY-1361	8.849412645070991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	26.68320773001289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	11.992349123493469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	0.0	31.46465363869168	0.0	0.0	0.0	463.7050552164361	94.84674114796483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1034571553410295	0.0	0.0	0.0	0.0	25.879274825410807	0.0	0.0	0.0
PWY-1861	17819.150745652383	3601.120150915603	14219.554761991129	28551.77124809101	22340.40574793039	7559.662280263636	3181.336642066587	16558.968686496824	1761.700398579828	6711.99734861859	6249.305720092239	9007.90573576315	8454.859247017304	1259.1246950921495	341.2663481887321	2931.5041478613566	3656.2006610899766	4607.126064767101	2547.052208041167	654.5117027002021	0.0	154.1986704429151	0.0	5364.848492359765	0.0	0.0	0.0	269.6096921120678
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	39154.86878009923	34394.4504234854	19433.18381513927	19839.413051800144	20669.40140467101	7084.934676772039	5276.832467469693	9780.800951689967	8785.386741482067	9989.864544583434	13525.851908686764	10589.594559877836	12062.879394882591	43286.48314197967	40640.70462085583	31540.605611965835	29071.743299488448	25524.73342911991	32804.31355485062	31133.09821089514	33832.19584172724	33044.87735471108	38339.6699901901	15455.978418594395	22473.64282927937	16249.636200772517	14677.954624390934	23123.28979533719
PWY-2942	40795.25067421071	37596.81261852661	24088.33123915816	25045.470075495174	24338.74443767644	31561.728621078742	11652.427562062749	32410.70560291308	25732.58610194632	32394.50418991137	20076.84387646334	16479.58761391592	33664.50465990631	47196.12234452606	42136.28663601687	32300.92501390644	30074.3538138077	26469.919678210383	34744.557548203404	32838.96274575692	34676.84193180438	33881.989802791766	39218.89281294102	24517.545712411447	24366.627060097013	18052.38914064097	16117.629089674449	24225.25712353559
PWY-3001	15432.175712326094	9845.36850853154	18041.068148902246	23987.959882986303	20906.84842609456	30786.049266359045	10849.797438211835	32200.74895162776	25484.595219132905	32962.89408642708	17551.255724920768	14585.406220593248	33134.886258001825	19107.869168415404	8037.494550734815	4641.976896078324	5749.986350207492	6392.194651928432	11897.123567841252	11600.74465755854	5505.837169411219	4547.281714967351	1794.8164578002838	21743.617579369748	12957.687657964125	11201.856114118877	8607.887515683358	10403.782885360357
PWY-3661	44.629853689362	53.50573988206625	4.9877515186400565	0.0	0.0	19.832638246381247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3781	1654.4561178442043	569.140736542403	670.2353807682022	129.7925156407946	169.57946636876005	5268.334185569599	1431.8824474421872	622.2076556516057	31.98807360315869	101.89919225357522	77.77952015440835	76.8681536655481	575.9492967102475	118.83032829795287	187.1715822835205	84.48374258045692	0.0	333.9117315880111	390.4240629001299	117.80124760037324	174.28799431229805	301.59023848876654	93.3288969337684	8.99855963427481	1598.4063315494825	318.6473773144185	43.916247973054745	71.5510810141512
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	129.07085884238785	38.32588267493842	6.967741935483871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	9050.14899667941	975.8131640598924	7677.9326563439745	14334.236996673126	10212.139869484592	3474.463668742563	1448.149400670132	4963.734651379832	13068.92869917442	15389.139509640776	2018.328761772244	4919.616112163119	16393.533281782285	278.3503260859313	141.8624579418396	1392.3145877824902	942.0866056641725	1558.2214992442794	660.8898479968096	173.4064862181233	368.3224535200049	119.33771076065848	92.1566033528772	291.210203379244	152.54652579535875	47.36455855885796	0.0	57.2916589172025
PWY-5005	11.688118729451848	0.0	0.0	0.0	0.0	470.0209936885645	217.06711938904863	35.91277446527469	0.0	9.598357836112337	62.037414360271285	0.0	0.0	0.0	4.768025042976947	80.78930177780204	0.0	37.85753373186294	14.368769999649604	28.648213447092207	155.1806511042273	251.16743303929192	125.48754570142182	0.0	220.739725175814	0.0	0.0	0.0
PWY-5022	8421.523985116786	880.6242123609063	5619.687867778293	14547.83379959556	9944.342307513878	4895.9331344987	4028.106765501345	5065.570325961052	2500.3363540867617	2539.7693564219453	4044.8373625710697	2728.334603086876	2243.4322926106006	380.8502289852308	306.6602076124568	678.0713683997708	788.3296863603209	1205.3178161988376	1184.9964320832653	477.8624931934133	195.6859940612508	239.0331027999732	97.86480284921944	650.8676162816515	839.9332046119089	121.53013148612838	45.01852158608853	113.66766855386356
PWY-5028	406.12226522293423	110.47908477019573	153.21705294002803	32.43298969613883	42.322209312252575	474.88688719718425	36.04599663026128	0.0	0.0	0.0	0.0	6.238382455517745	0.0	29.90461007067451	54.39449991030856	22.36446673112815	0.0	84.97070034239731	98.40217059089616	22.399080880786816	44.43720444677968	90.39915745521904	42.13859908666351	0.0	34.93551689958282	18.00181965239921	0.0	0.0
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.922928788531216	31.400973792415098	0.0	0.0	918.4926618144882	0.0	0.0	0.0	0.0	0.0	0.0	3.0120741302972656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097	39104.94038056501	37346.48762401236	23503.758504933216	20720.27381300083	21680.28717598646	32536.66913909216	11608.016454974402	32584.68072927829	25087.22725470516	31526.372555305137	19758.09653393924	16168.09914778674	33002.774674891625	45488.98290134425	41138.64842268109	31783.263738818503	29569.261816412592	26029.26666003865	33564.59659980329	32461.2757115602	34024.596211142016	33222.15515408117	38333.77296817837	23953.78925172717	23774.01778246512	17577.907255283317	15919.379860361298	23553.224986562767
PWY-5100	54427.10540791887	48363.26182607047	28624.12171252054	27461.975477453263	28140.9912610353	35995.91039778374	11011.71967212274	35214.36829129231	22733.68655289278	28967.31220148306	24917.31328854984	17970.04360197277	31912.289274895425	63796.07164021144	58518.05735583985	44589.7435252739	41508.04692045634	36546.749984036025	46666.71901811783	43930.35917758334	48117.56298133811	48034.46034526291	54808.41303061047	26221.69054625279	30566.84547028689	21978.6494354028	19925.529496098898	31865.24980044052
PWY-5101	14877.341062321537	15534.50248731136	20047.924370684017	29179.831885088428	23476.67012108656	37196.49158853731	12698.97953534876	38131.45177747827	31672.20458831028	40524.79131216224	19505.429647360423	17612.65770902637	39858.690964074456	15297.084429694343	6371.252687966016	3326.6397851047795	4282.913375728161	4996.281242988301	8253.90174277921	7781.494098022975	3393.938333696808	2806.000607647153	1064.1684335771035	22833.05385740873	10479.428204814889	9353.168105780756	6772.524364566791	7795.463629368881
PWY-5103	9505.993594762978	5726.403265072803	15945.95249865482	22861.179810421505	17765.973891656493	31605.614293755967	10543.294827664968	33016.353491730544	24987.72313139357	32244.52982779332	16251.265052089162	13701.241128161046	31873.14203928709	10929.152568105015	4150.448873943577	2503.7254342279866	3182.797596661359	3639.271418932171	6681.047621327125	6284.159511656461	2689.636571391891	1818.1091259400027	819.8425855137878	19740.09702316232	8995.584820958318	8311.543670414383	6568.728272630793	6592.328696783001
PWY-5104	13054.380463300047	17049.51253913015	18222.062831264822	15304.048668835658	12390.380855194617	36918.28604749784	12144.203999558176	37469.565802665136	26094.33751239512	33959.98165233185	20319.827441580783	16849.54432369018	35224.072512098894	15205.99379923249	6652.910648135	2172.645352681247	3204.2476047714767	2184.34140195486	7238.911661997378	6815.510230567216	2925.004577992006	2735.019018960873	910.8803544981832	21495.62474914993	7835.724201293537	6731.1632130997605	5600.813174616493	3383.8159011794846
PWY-5121	532.7991817293217	12445.882606846952	13325.869777339982	11173.414936546833	9816.505802498536	28244.90538412136	8353.489934498495	28030.706710730254	21541.28978033276	27792.25437974244	14681.341520028587	11253.504700136657	28618.13762432434	13954.551126155928	6438.236489762803	2468.6519015641047	3337.120706539439	3400.8938687999294	7222.2366425281725	7045.260677191687	3529.3878590734694	3539.264345659832	1115.3702129466958	18178.49275663272	7215.099550126172	6426.625175383711	5483.054803471379	4157.709757591034
PWY-5154	1043.8647212180483	448.4401081144811	7642.910965163438	10249.021395344324	10391.289248111292	7032.211867115924	6526.076238565767	9011.17914110831	12491.2547623623	15713.178424193093	6373.16924935447	8446.47077920206	16932.361043272685	3686.331570898108	756.3378533985646	2096.836552433804	3034.128118083002	3435.063824158143	4770.388191580473	5778.788512030141	2467.842250535376	1049.6435786751229	785.3111929843298	12453.060213829762	6465.055621989354	6050.832447055695	5757.759420822865	3297.48375992015
PWY-5177	29.9432453468356	80.67401015983825	405.8678251017155	73.88932737909394	0.0	3296.109415448073	1122.5138116307485	2850.423714706247	219.5795747164019	334.8432188378764	3288.530435471531	86.34662091489633	39.82699976594358	177.08276645018796	20.93135108538251	7.980215583880633	29.804171644898943	0.0	353.3514710254061	644.7654208420729	0.0	9.805657469703585	0.0	181.5948249596946	181.8694872810957	0.0	11.98996115323994	0.0
PWY-5178	69.57944268101232	83.17038956552254	141.91975367297596	0.0	134.02580271353085	353.724730675854	156.23033009817314	22.781267048853163	0.0	0.0	0.0	0.0	0.0	26.918062785285763	40.48516161290902	534.5942954184665	281.4579130433903	530.654762310759	89.22432845029013	308.3269087219687	40.26995059462183	49.91111220960697	25.96050272056928	0.0	29.759026748301483	10.886456476571365	0.0	0.0
PWY-5180	362.66885731184937	329.2525728861412	6350.983765344045	8566.07464028317	8378.396046970702	2862.2085726569007	5168.487287950603	3303.5767518297	2501.7747642947525	2687.397856509338	1909.4953841781764	2547.642005276371	1863.370826182428	591.5846686214732	72.20182625517225	656.9275847743628	968.0620629696152	981.7109727772852	1817.836763694248	1444.9987826805996	719.3573971136541	101.62215701367798	56.74562047859808	122.337012496195	4041.613355891852	4024.9372456524334	4158.382100456548	2071.62638995854
PWY-5181	22.286690775135828	24.68598051469563	0.0	396.703314819978	383.748306955061	348.2260317633926	80.24370587019938	18.61217613816464	0.0	0.0	0.0	7.426036501334215	0.0	0.0	0.0	561.0275127641495	879.3888290116021	813.6435310482611	0.0	1417.0068430412173	0.0	0.0	0.0	0.0	46.95337186332156	18.1559125959773	0.0	0.0
PWY-5182	362.66885731184937	329.2525728861412	6350.983765344045	8566.07464028317	8378.396046970702	2862.2085726569007	5168.487287950603	3303.5767518297	2501.7747642947525	2687.397856509338	1909.4953841781764	2547.642005276371	1863.370826182428	591.5846686214732	72.20182625517225	656.9275847743628	968.0620629696152	981.7109727772852	1817.836763694248	1444.9987826805996	719.3573971136541	101.62215701367798	56.74562047859808	122.337012496195	4041.613355891852	4024.9372456524334	4158.382100456548	2071.62638995854
PWY-5183	0.0	0.0	0.0	0.0	0.0	333.60306592034823	73.66689799331746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.670743519607203	0.0	0.0	0.0
PWY-5188	5255.517156648232	2703.654940156009	9368.583943328964	16575.087656071082	12593.050525929782	22234.83448846487	6861.392694485522	22016.027914276427	4332.613540624222	6246.765951474294	7380.345012067131	6443.430091878061	7719.095843925234	3171.8205042241134	2156.698444566712	1227.7352829432532	1567.7823763782917	2126.381842855372	2839.6826921237043	2305.94229577792	1419.9272884390032	1041.7812057877484	432.1903315900034	6162.395813900211	4292.273013467213	3984.321582203663	3560.134975047431	2458.82516500545
PWY-5189	4832.440223104218	7148.821518756419	9286.417993091603	15690.043360732368	11902.271924488115	21831.918666556387	6834.176631989594	21596.230623597083	4080.238802943252	5756.946062928758	7089.090726160506	6143.766007870546	7222.759102200041	4205.589032491691	2753.7022534359853	1226.9808852908295	1509.823065658176	2078.285907358308	2752.5399057946	2427.660505646072	1380.914172840144	1062.9260718375335	432.1733793666237	5915.012027652664	4360.521414474564	3982.075360149156	3557.865728972915	2455.335301910442
PWY-5198	0.0	0.0	0.0	0.0	0.0	13.817574208767448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5265	24298.85073236851	4065.631640483339	11686.873449786328	19109.40056782424	17721.36588099468	6334.501322970869	2740.1584234863512	12645.422423389951	1626.946548235205	5250.310663383078	5529.986412457275	7115.725433353241	5560.307103822765	4854.626827458503	344.73947345352246	3571.709366719972	5870.482209297966	6539.899555510504	2720.1399082270286	583.8350738224343	1007.5320002782238	4804.002158794178	450.2529362701504	7347.213669586907	0.0	0.0	0.0	272.51077363087506
PWY-5304	2.0	0.0	0.0	24.0	0.0	385.25	100.0	119.4	11340.0	16663.0	34.0	684.0	17546.0	0.0	0.0	0.0	0.0	0.0	0.0	241.5	75.0	0.0	2.0	182.5	95.5	47.0	20.0	36.0
PWY-5345	2071.4760532088617	1183.9768681037951	9869.570155777736	15443.0680150844	11804.100553207008	8301.156447863867	7586.445817994204	9628.004261792286	8485.57267048665	10390.395680249954	3920.722192493872	6208.876046204869	7134.939421874858	455.4399333888348	284.2051288438668	1446.9101911204643	2013.4575626415867	2177.018185154649	3528.98793781563	2831.225486546021	1258.3131382387842	314.22030894451257	128.3155338918918	499.7722819539684	5410.727088931274	4941.922292540416	1963.207046364269	3045.2075090010903
PWY-5347	1573.0046336188375	4412.084301476987	12441.332665496677	15315.41604820453	14123.472924262402	15154.806455875389	9015.376343042846	16256.196394645622	11149.389810154076	13788.710077348282	8408.068553803514	9813.891064633375	11703.763048075109	12581.991559654449	6742.12010027753	3630.889538102506	4752.283430326367	4923.015417449756	9038.997030917782	8056.331622419092	4537.223886461147	3866.207148208915	1630.256504932969	3039.2117181128974	9333.850847426478	8326.388340707788	6893.376195574316	6813.89000557366
PWY-5384	897.3154005112358	140.581091451696	8865.233274287013	9334.249073537118	9765.365015809692	3470.4979461585044	6624.997629369558	5306.130686529628	7091.344240204264	6137.625176837726	4349.709534809796	2835.805643586114	4815.236968104236	5197.55675494219	1094.033988360531	1140.041184833418	1579.796862146842	2686.160075732246	4125.682036729284	2166.30169589806	1780.8202837581182	603.262625123813	675.0061843334134	2048.735241764424	7856.142897241983	7378.564685529462	6014.030868635654	6058.560277824958
PWY-5392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5415	46.80630660935664	116.02240262667722	5408.665690738326	7601.694111083743	7656.435067142784	2586.390492528065	4039.162653769313	2874.8215851961163	1907.7624910357888	2446.532331382019	1432.9743654776444	2058.2328747460047	1528.6606375768924	74.53210888722272	62.78040477272489	588.3250239836533	886.8670555677146	853.4136152541626	914.8854868517532	259.8837154603242	131.10360328382572	47.0360755717572	25.80787406479413	65.6889992878422	350.4811735787851	61.48278060683749	304.7495752820921	111.66571786589154
PWY-5417	167.47713030746706	53.132170991933	79.40627176317659	305.6234793488736	294.64509067669104	332.705659546313	115.16929589725709	12.103703831573968	0.0	19.705308269163822	0.0	26.197164329228723	2.3991895246055264	13.387994143484628	23.855421686746983	462.9315960912052	729.8181818181818	675.8025566036531	47.73535492763612	1177.4995365099064	21.46392272154557	39.217665615141954	18.44759825327511	0.0	12.751434535821334	8.885204187115466	0.0	0.0
PWY-5419	5.999261736320416	0.0	0.0	0.0	0.0	27.860884160008425	0.0	4.338029418363998	0.0	0.0	0.0	3.998290539225239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5420	9.683462976909796	0.0	0.0	0.0	0.0	48.42695556178098	0.0	7.583032877584316	0.0	0.0	0.0	6.987134623240043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5430	0.0	0.0	0.0	0.0	0.0	63.634241521640064	0.0	8.66501660622507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5431	167.47713030746706	53.132170991933	79.40627176317659	305.6234793488736	294.64509067669104	332.705659546313	115.16929589725709	12.103703831573968	0.0	19.705308269163822	0.0	26.197164329228723	2.3991895246055264	13.387994143484628	23.855421686746983	462.9315960912052	729.8181818181818	675.8025566036531	47.73535492763612	1177.4995365099064	21.46392272154557	39.217665615141954	18.44759825327511	0.0	12.751434535821334	8.885204187115466	0.0	0.0
PWY-5484	38858.13239542126	34117.2683364276	29081.25120860616	30324.13771797444	29855.043830329567	19134.67565100395	13171.27612579186	23054.76049787328	31215.303104998373	39773.10792176853	20112.916313827587	18585.99733529851	40731.05987152756	34265.61772885592	20487.109317697104	13206.467788465348	15506.945329309716	16974.6777197946	26925.63497244663	21840.52870067565	17834.218790722844	11622.095371464518	8365.4264689935	24582.31229737872	25547.38860755952	20348.24888661468	18440.50676475897	21200.34133401136
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	59.84607531103459	3963.816023571635	8396.366144843601	3589.4581507769003	742.9380006147403	30508.744472634728	5501.041445032938	30186.86858066131	7041.077168718278	7754.132509334295	14385.206145493365	7506.787303392385	11590.559929365225	8795.584547697043	3815.084624245541	1292.2878743145416	1696.4097659386807	1460.4877801448065	3526.562031504502	3166.3628502853653	1067.2060841128782	1179.7403699201386	147.83056622620876	12249.103112743622	959.1409468624064	1412.30181670875	259.2882854951584	100.89204412604526
PWY-5507	35.324904004258784	0.0	0.0	226.84496171909305	217.7654044027329	1359.5711677962586	326.1607003912554	35.244473158947	0.0	0.0	0.0	0.0	0.0	0.0	55.50238506820364	77.76411731722833	0.0	179.8823240832593	77.90028310107806	178.31993415912677	123.62421774207952	261.1424959922951	93.03978112429394	0.0	217.26454588354056	0.0	0.0	0.0
PWY-5509	228.24160135612155	8731.411487993457	7450.694991448136	5339.101930014821	2801.15763265786	11705.554154440655	6663.123742127362	11117.500868252177	18154.273055033496	25044.68070448045	7477.088540328126	4592.1761641373205	24878.806636174417	5609.026263173555	2240.204327921762	994.8682842641152	1170.167635924664	755.3932371168222	2819.730740554821	2742.7147885387376	1001.4453886438243	872.8368799578844	119.49563660714136	2091.0930685155613	2916.8267031137884	2508.5079628868675	790.3406850703437	420.3758152969445
PWY-5529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531	0.0	0.0	5.969040857400704	0.0	0.0	0.0	0.0	0.0	0.0	9.202663810607596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5647	0.0	0.0	0.0	0.0	0.0	10.845862540252476	0.0	1.4155251141552512	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5651	0.0	0.0	0.0	0.0	0.0	128.87257726270158	31.17359413202934	21.981382978723403	2.0	0.0	2.479338842975207	3.345724907063197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.33093994170182	0.0	0.0	0.0
PWY-5654	0.0	0.0	0.0	0.0	0.0	8.955189692197568	0.0	1.1557922769640478	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5655	0.0	0.0	0.0	0.0	0.0	24.668845434974365	0.0	3.25262262129402	0.0	0.0	0.0	3.432633517205593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	789.5458205519234	11480.583140761342	14622.026407159488	16398.80597069628	15989.584103190728	16832.543223677083	10316.686397920528	17282.233204919776	23539.226319090794	30839.388678481297	11204.867624595703	11413.441426201738	30576.569418039984	6704.673077303812	4511.870465842361	2503.505158741856	3577.760819837604	3728.59211188611	7401.713561698925	7951.442503393142	3543.288825307864	1733.0522794626156	684.783812253527	19421.18160705124	10950.640437608556	10083.294158403767	9468.469867160637	5806.655859360012
PWY-5667	45936.75211969792	42382.85051080394	27949.098306822965	27274.760218451785	26252.32285009705	36045.80969838759	13521.838421965214	35835.73090930677	22505.29013969812	28248.26925449809	21326.087312877426	16654.01459598013	29391.226165924367	52570.75425662836	47803.716897498656	36294.46011433466	33348.41584522438	29410.49635533256	38847.86351457124	35905.845970731694	39361.52369152691	38548.5587403287	44897.64708902967	23168.817443309	26988.481290841344	19898.492399242023	17734.053715813352	27208.246992136235
PWY-5676	96.96146994709892	121.29824105656606	1948.75057980232	0.0	0.0	8739.241225313894	5537.8725253255725	2586.1941550633287	2307.6567351214167	1866.778713415353	3218.3601420610576	729.099546581335	71.15927388396244	0.0	0.0	132.881959423525	0.0	0.0	271.82925982411217	463.9542246605273	0.0	153.40914302678468	0.0	921.7585720075836	833.0294300661851	230.0859291076868	69.48102978723956	23.26214421904175
PWY-5677	21.21310762494836	28.22719819795682	420.3242467523296	32.91101052072033	0.0	2784.7654460666645	1432.9590051421212	683.2278351513139	1025.9275109005546	784.9886021046894	596.595266392238	139.60519134886513	18.83844508230792	26.728351775829047	38.815341342283446	20.07503065867397	0.0	0.0	137.19444708575512	80.80802300792236	0.0	32.50726448135079	0.0	140.13477279960216	194.7909371046928	19.574521231290326	14.437695991997836	0.0
PWY-5679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	45050.66230475866	40478.81267927826	25824.662412171976	25268.90505153204	24571.678952389862	34665.43063022689	12053.325211738083	34464.984962152506	25985.22728544225	32662.2694997216	21217.35419406956	16750.394265284627	33968.99630013019	49930.6281463046	45693.44858293841	34698.95935246583	31918.59724767376	27707.835346635136	36898.14569585947	34376.77897072079	37344.86796831613	36751.72984004861	42571.26912640746	25051.26097380666	25310.03350708508	18624.15481121985	16669.475368479765	25265.669963198445
PWY-5695	1680.357099730452	1063.5950046014646	18934.408667674503	22022.643517296325	22454.5257872918	14869.630392580197	13579.777932064086	17117.698178872128	23789.71297963972	29600.15741435884	11587.411326161537	13245.561030532115	27050.98310161965	14992.28395598788	6479.835855783228	6767.094212012241	7964.991397957627	7946.550673261129	14437.063594706831	12244.26262896388	8560.081151969815	5668.434409856431	6693.199168065463	20515.87425422659	16585.22967698296	14911.904320028149	14322.93261743488	12481.700322395249
PWY-5705	60.86341709305351	22.842616039656143	4152.367157249732	5699.816917046785	5972.711381765174	2036.5431565917115	4351.237399320453	2572.827775732412	2038.4510039302727	2466.821640425442	1243.9104748776497	2394.202734925748	2217.582475438257	393.0556833409506	62.51096599310005	584.284640883978	954.0994834498548	887.5811544578371	1469.0072136263864	1462.8676936787588	575.4647209591532	40.288554695547255	20.206352022711144	314.213432423808	3331.3236649623195	3430.014079040255	3467.885076419043	1643.0273101966543
PWY-5741	0.0	0.0	0.0	0.0	0.0	42.50899106532256	20.70199932199647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7339559862634495	0.0	0.0	0.0	0.0	7.255745513814813	0.0	0.0	0.0
PWY-5744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	187.9919426958204	62.6603036313478	3910.235033994664	5330.33142057832	5667.67214962862	2212.3289530012576	4125.490579625228	2003.7453179016989	1902.414941579884	1956.0065111872595	824.1044290056449	1408.5464802871086	1144.3326801182163	35.856447571318434	51.355421686746986	10.054657953808553	0.0	52.65050191359223	1438.791226037706	19.578241418108146	614.914415781487	70.35165424862232	38.54382576262156	4.548355997564442	3277.4468229993995	3306.9069682238023	3355.716713061712	1759.0056638209385
