#NAME,Experiment,Tissue type,DOL,Genotype
127B,C,colon,DOL28,Sig HET 
128B,C,colon,DOL28,Sig HET 
129B,C,colon,DOL28,Sig WT
130B,C,colon,DOL28,Sig Homo
131B,C,colon,DOL28,Sig HET 
132B,C,colon,DOL28,Sig HET 
133B,C,colon,DOL28,Sig Homo
134B,C,colon,DOL28,Sig WT
135B,C,colon,DOL28,Sig WT 
136B,C,colon,DOL28,Sig HET
137B,C,colon,DOL28,Sig WT 
138B,C,colon,DOL28,Sig Homo
