feature,t-statistic,p-value
totaltfa,0.8403842491779852,0.41015969098665306
totcla,0.855712454454829,0.4018152833507398
totfolat,0.6637567674071597,0.5140678217651795
totsugar,-0.07001382310640535,0.9448451034770651
tryptoph,1.1181364170580421,0.27613717021161227
tyrosine,0.9894891229259661,0.33368870764580194
V_DRKGR,-0.2673868111493434,0.7917798215521522
V_ORANGE,1.2085398378184409,0.2402726665442054
V_OTHER,0.3359634203808528,0.7402320556452242
V_POTATO,0.8121015174112947,0.42584380083891815
V_STARCY,0.4290025812798913,0.6722902287185339
V_TOMATO,0.476004511204665,0.638985871641553
V_TOTAL,0.6176644838371019,0.5434371369633253
valine,1.0218330634049027,0.3184879736841232
vita_iu,0.8009508246094226,0.4321293247985901
vita_rae,1.096474819484751,0.28528621705116575
vita_re,0.9998083839327788,0.32878525819007576
vitb12,0.5997435523512101,0.5550938216296069
vitb6,1.2149348291146933,0.23787521118487903
vitc,0.01322612512823048,0.9895722358431642
vitd,1.2315014950283139,0.23174877417270623
vitd_iu,1.2315014952322691,0.23174877409802874
vitd2,0.9064417724118213,0.3749858197691234
vitd3,1.2310790901482167,0.2319034752327754
vite_iu,1.3861314869124597,0.18024999629537442
vitk,0.14892155632560158,0.8830363735108078
water,-1.2401558257801768,0.22859650230515888
wgrain,1.4999091526440578,0.14852296160015468
xylitol,-0.1887253965047608,0.8521200044611021
zinc,0.8329519137893711,0.41424522763516836
