feature,t-statistic,p-value
RECNO,-0.19577417125965343,0.8465839182426909
PFS_3,-inf,0.0
PFS_6,-4.387482193696061,0.0002341423804256831
TIME,-0.5693554959813906,0.5748827201445978
SRVID,0.4651293388804665,0.6464099485326384
Age,,
Height,,
Weight,,
BMI,,
EER,,
Visit,,
UserId,0.4651293388804665,0.6464099485326384
DOB,,
MultivitaminFreq,,
MultivitaminDose,,
MultivitaminAvg,,
CalciumDose,,
CalciumAvg,,
FRT5DAY,-0.5350637603741312,0.5979731105988182
FRTSUMM,-0.5018278239813969,0.6207739421477073
VEG5DAY,-0.8992264529812263,0.37826945200407147
VEGSUMM,-0.22985541831587317,0.8203278205651019
AlcoholServings,-0.5369846880678815,0.596667803525091
CalciumFromDairyServings,0.25946324908497864,0.7976903782150253
CalciumServings,0.2564317613782493,0.8000002080701112
LowFatDairyServing,0.02738173293278243,0.9784021366134104
FriedFishServings,1.179126369432952,0.2509431272009814
NonFriedFishServings,0.6797916385254793,0.5037272888179063
FishServings,1.0060951801128697,0.32530812502897
FriedFoodServings,1.826913495405801,0.08131243034079376
FruitServings,-0.9424965416126878,0.35617406356844417
JuiceServings,0.002255063480950465,0.9982210449308466
SaladVegetableServings,-1.3470320119807475,0.19168237525546925
SweetServings,0.015807426550873277,0.9875305052573349
VegetableServings,-0.9077881422413379,0.3738272207758673
WholeGrainServings,0.35418151251034186,0.7265750022361266
HEIScore,-0.6942172235619741,0.49481221975755685
HEI_Fruit,-0.859515001416127,0.3993257377950793
HEI_NonJuiceFrt,-0.5236195829008009,0.6057782428627463
HEI_Veg,-0.41550660633775005,0.6817958153844155
HEI_DrkG_OrgVeg_Leg,-1.204475826412743,0.24120423417698889
HEI_Grains,-0.8843080841605464,0.38609254254414627
HEI_Whl_Grains,-0.46990432266064663,0.64304790481109
HEI_Milk,0.10201936318208114,0.9196654644409806
HEI_Meat_Beans,0.35367978602222483,0.7269457823941767
HEI_Oils,1.0309459124466804,0.31376757156596347
HEI_SatFat,-0.983123094540228,0.33623595461579914
HEI_Sodium,0.42870215734069606,0.672308437001698
HEI_SolFat_Alc_AddSug,-0.4627560911038277,0.6480838241239845
HEI2010Score,-0.6917508216850259,0.4963300502793925
HEI2010_Fruit,-0.859515001416127,0.3993257377950793
HEI2010_Whole_Fruit,-0.5236195829008009,0.6057782428627463
HEI2010_Veg,-0.41550660633775005,0.6817958153844155
HEI2010_Greens_Beans,-1.1976693306216375,0.24379084005495483
HEI2010_Whole_Grains,-0.46560122727536774,0.6460773485164002
HEI2010_Dairy,0.10201936318208114,0.9196654644409806
HEI2010_Protein_Foods,0.334308461655176,0.7413128568684512
HEI2010_SeaFoods_PlantProteins,-0.570420222179794,0.5741730534237539
HEI2010_Fatty_Acids,-0.641897473457613,0.5275721253995513
HEI2010_Refined_Grains,0.5326042653843249,0.5996464063442344
HEI2010_Sodium,0.5441996241724888,0.5917775472504276
HEI2010_Empty_Calories,-0.773889198617706,0.44723334172372176
HEI2015Score,-0.6599268211368822,0.5161508770633204
HEI2015_Fruit,-0.859515001416127,0.3993257377950793
HEI2015_Whole_Fruit,-0.5236195829008009,0.6057782428627463
HEI2015_Veg,-0.45123644098546595,0.6562356704786192
HEI2015_Greens_Beans,-1.3246789810265667,0.19887401820089712
HEI2015_Whole_Grains,-0.46560122727536774,0.6460773485164002
HEI2015_Dairy,0.10201936318208114,0.9196654644409806
HEI2015_Protein_Foods,0.334308461655176,0.7413128568684512
HEI2015_SeaFoods_PlantProteins,-0.4983986175970705,0.6231493615191805
HEI2015_Fatty_Acids,-0.641897473457613,0.5275721253995513
HEI2015_Refined_Grains,0.5326042653843249,0.5996464063442344
HEI2015_Sodium,0.5441996241724888,0.5917775472504276
HEI2015_Saturated_Fat,-1.0355139833405893,0.3116778888750316
HEI2015_Added_Sugars,-0.10435004231565449,0.917837059069544
A_BEV,-0.5369886835722142,0.5966650899496129
A_CAL,-0.366884138515161,0.7172106937211651
acesupot,-1.1179691464083403,0.27564011712050374
ADD_SUG,-0.007296388357085811,0.9942441362463998
addsugar,0.039487348914572847,0.9688579934083641
adsugtot,-0.026027089083249154,0.9794703789786606
alanine,1.4993080917580397,0.14800784353089083
alcohol,-0.5725549601304981,0.5727515347583664
alphacar,0.16680678138699961,0.8690457438894137
alphtoce,1.2034045509796971,0.2416099652754488
alphtoco,1.0014850793373333,0.3274811208113563
arginine,1.516227802099628,0.14369987766093634
ash,0.3736245047400063,0.7122600179782534
aspartam,0.7717301395572698,0.44848502943555313
aspartic,1.50885980372776,0.14556306476034972
avcarb,0.3074215578301061,0.7614138460556776
betacar,-0.6228734260870131,0.5397714045871747
betacryp,0.3414657848852783,0.7359929341191405
betaine,0.7605230277447669,0.4550163054553069
betatoco,1.4954920816727126,0.1489938902078003
biochana,0.8954214385526106,0.3802547977499555
caffeine,-0.6097689930926131,0.5482617613166121
calcium,0.25644037634707817,0.7999936412666686
calories,0.7876693638972131,0.4392946488201418
carbo,0.28698345948014203,0.7768105525209681
cholest,1.1440569525343243,0.26489579626599935
choline,1.0817962243955836,0.2910588804421094
clac9t11,1.4420311174664555,0.16337911020528
clat10c12,1.6311260869245354,0.1170978243561294
copper,0.41746366042942507,0.6803852755491967
coumest,0.162549005263428,0.8723573328617774
cystine,1.4455252697582632,0.162405852979302
D_CHEESE,-0.21380449318279032,0.8326686214110229
D_MILK,0.2602322559189094,0.7971047367272511
D_TOT_SOYM,0.25945891579042957,0.7976936786053324
D_TOTAL,0.25945891579042957,0.7976936786053324
D_YOGURT,0.4061545945290219,0.6885526005659226
daidzein,3.770357160684088,0.0010542275181075855
delttoco,2.111126810118661,0.046354814909243376
DISCFAT_OIL,0.6029752916218961,0.5526910190491958
DISCFAT_SOL,0.9846435695387616,0.3355049427945459
erythr,-1.3714484472765258,0.1840622967543167
F_CITMLB,-0.4877820285296248,0.6305300391057738
F_NJ_CITMLB,-0.7221227573341081,0.4778251519565072
F_NJ_OTHER,-0.6731376400752647,0.5078698630441416
F_NJ_TOTAL,-0.7547203075197607,0.4584204102456513
F_OTHER,-0.2712718114890237,0.7887111259655532
F_TOTAL,-0.48620753870908573,0.6316280184604495
fat,1.0513461556600292,0.3045114287135311
fiber,-0.051778441886138976,0.9591725047973534
fibh2o,-0.16041277221875466,0.8740197458180916
fibinso,-0.005233992759687969,0.9958710688916939
fol_deqv,0.047001594581720964,0.9629360208314697
fol_nat,0.3173827126736743,0.7539457857211188
fol_syn,-0.28099731771333103,0.7813382496151395
formontn,1.5748971453676146,0.12955232723159363
fructose,0.13148827497541377,0.8965841304420257
FULLFATDAIRY,0.4322648105335691,0.6697564047679412
G_NWHL,0.3068919850359091,0.7618115501028928
G_TOTAL,0.35432171409907304,0.7264714043043413
G_WHL,0.354182622279128,0.7265741821833989
galactos,0.3803362897016618,0.707343187365029
gammtoco,1.250048744758503,0.22441602865976074
genistn,3.56039820559239,0.0017507071817747565
GLAC,0.3243630718618086,0.7487270599049398
GLTC,0.3150832201534058,0.7556676045149865
glucose,0.11438277697660063,0.909971865428699
glutamic,1.2524862027473185,0.22354388713868706
glycine,1.5432554249851085,0.13703205939801047
glycitn,3.6658367769223594,0.00135770689209129
grams,-0.9729168544310478,0.34117124825025313
histidin,1.4654705701711999,0.15693955663212406
inositol,-0.3844059302303507,0.7043682318261613
iron,0.8153864835577409,0.423591282105083
isoleuc,1.4590011389011268,0.1586960316807974
isomalt,,
joules,0.7876701924805067,0.43929417409182003
lactitol,,
lactose,0.3408750024201017,0.7364315452228793
LEGUMES,-0.15763886628199714,0.8761792814932369
leucine,1.3976811145468613,0.1761447488026175
LineGi,0.1947733317887243,0.847357884264452
lutzeax,-1.4085973406709573,0.17293101548179865
lycopene,-0.04317941671807502,0.9659480256970957
lysine,1.4738269425341906,0.15469412728573007
M_EGG,1.014506026524744,0.32136951813651665
M_FISH_HI,0.9328517264032818,0.361022308039742
M_FISH_LO,0.609345291292347,0.548537451088696
M_FRANK,0.37138386799702094,0.7139042991249138
M_MEAT,1.776373498817754,0.08950456679353744
M_MPF,1.4230454822060266,0.168749754774548
M_NUTSD,0.2118636596787973,0.8341638991157472
M_ORGAN,-0.946725438225255,0.35406218836784886
M_POULT,0.23090071482830662,0.8195257513609248
M_SOY,2.7115168525921955,0.012744689173739783
magnes,0.45752042140532073,0.6517833192715904
maltitol,,
maltose,0.049370449566098845,0.9610695643052056
mangan,0.3509829136837719,0.7289399640058717
mannitol,-0.07777436194610429,0.9387105748731028
methhis3,1.4425524927756164,0.1632335892006845
methion,1.3788968356683908,0.18178607250788836
mfa141,1.612786845254821,0.12104482261635258
mfa161,1.420302749324855,0.16953720102229874
mfa181,0.9738132420934228,0.3407358169913236
mfa201,1.4581605728406564,0.15892541203975236
mfa221,0.7308623057175704,0.4725759685924934
mfatot,1.0049108637762092,0.3258653994338693
natoco,0.272951040605527,0.7874366393116792
nccglbr,0.23945942821494065,0.8129662130810787
nccglgr,0.23955491329884104,0.8128931098605499
niacin,0.9385738388686097,0.3581406052617253
niacineq,1.0885284687583214,0.2881431654504397
nitrogen,1.4475418716055477,0.16184628273945073
omega3,1.2752445999363828,0.21552550022728137
oxalic,-0.7787101235322333,0.44444614926656323
oxalicm,-0.6597984157952217,0.5162317321710039
pantothe,0.5329564572830404,0.5994066566417404
pectins,-0.1017132797072177,0.9199056192706028
pfa182,0.8421554890311017,0.4087630058487538
pfa183,1.1064487564596013,0.2804847719477486
pfa183n3,1.0968691952623146,0.28456010902373885
pfa184,0.7673014079945131,0.45105917843072185
pfa204,1.250862076466085,0.22412472359067187
pfa205,0.7226165455617378,0.47752766456895845
pfa225,1.1197469927722223,0.27489795002462014
pfa226,1.0146809859185815,0.32128794361698276
pfatot,0.8965447028658322,0.3796679999569287
phenylal,1.4118125956786958,0.17199343101317927
phosphor,0.9574197778015048,0.3487593487250302
phytic,1.5407717973008994,0.1376339478061682
pinitol,2.2405533642930933,0.03547814615947524
potass,0.514229556126446,0.6122186225658359
proline,1.152822759478477,0.26135570726811386
protanim,1.2390690874342718,0.22837689040351164
protein,1.4199744179744416,0.16963166298847746
protveg,1.5781275162955084,0.12880812826857752
retinol,0.5864859453115584,0.5635190249805444
rgrain,0.4921178471579098,0.6275109437618726
ribofla,0.6353839310494748,0.5317319920153191
sacchar,,
satoco,1.369292146221311,0.1847254567591562
selenium,1.0527956044088191,0.3038612226035543
serine,1.418605801933133,0.1700258726928918
sfa100,1.1581285367275032,0.2592300151759847
sfa120,0.7456672050860333,0.4637617096566903
sfa140,1.1747136651809964,0.2526680217521118
sfa160,1.1171254676637385,0.27599282425978583
sfa170,1.624710663250704,0.11846610555453532
sfa180,1.0013023710812639,0.3275674484392529
sfa200,0.9516810740543137,0.3515981723034367
sfa220,0.5415998724365998,0.5935373802025457
sfa40,1.1471875114885135,0.26362747795557995
sfa60,1.2762047168647985,0.21519215610166004
sfa80,0.9631991566800995,0.3459161814080809
sfatot,1.101958125121613,0.28238987074365907
sodium,0.542725879381129,0.592774845132568
solidfat,1.0695277366572895,0.29642675336813884
sorbitol,-0.5735668517063038,0.5720783423409668
starch,0.7283392036588132,0.4740879095401782
sucpoly,0.3124417939552933,0.7576470595183393
sucrlose,,
sucrose,-0.2566446225164783,0.7998379580239943
tagatose,-0.2959971694059047,0.7700082330205266
tfa161t,1.2555977253538633,0.2224343294258563
tfa181t,0.8544853781787024,0.40204550501987424
tfa182t,0.35544230814405775,0.7256435659720255
tgrain,0.49878708089755724,0.6228800607069286
thiamin,0.5995103412301619,0.5549572552172151
threonin,1.4060562065404394,0.17367490962928875
totaltfa,0.8212651996981432,0.42030630164542904
totcla,1.4814024814461653,0.1526811268240798
totfolat,0.1285967186087101,0.8988451299554653
totsugar,0.014435521659071556,0.9886126333006242
tryptoph,1.2402580613370402,0.2279454192896822
tyrosine,1.384792432973247,0.18000025826351757
V_DRKGR,-1.1840576612659195,0.24902593477832036
V_ORANGE,0.3969723667273392,0.6952126821888422
V_OTHER,-0.47702675968362074,0.6380475412194997
V_POTATO,1.6012775607818772,0.12357825417948891
V_STARCY,-0.6346934184754891,0.5321740272018369
