function	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
EC:3.3.1.1	0.0	0.0	64.0	22.0	17.0	48.0	887.4300000000001	37.43	528.29	224.71	692.5	597.8	1073.0	546.0	435.0	718.0699999999999	687.0	890.2800000000001	621.99	122.0	381.5	312.5	746.7900000000001	1715.85	1851.2	34.0	74.0	1470.5	93.0	60.0	19.75	3277.5	4507.0	3589.25	428.16	119.4	22.0	36.0	221.0	538.5	80.0	1228.0	1500.5	73.0	8701.0	7370.0	2943.0	1755.0	5874.0	9813.95	8585.02	3333.9	1639.5	8263.93	3211.55	2170.2	5173.7	4553.9	238.5	5217.5	53.0	3678.4	6784.0	3619.8	3000.83	1918.17	3251.8	3005.5	4316.95	2795.79	1829.1	5974.29	2919.9299999999994	2276.28	3957.31	6505.95	5823.0	3819.0	2921.6	2064.5	5170.5	5788.5	3360.0	3098.0	3722.0	3291.0	2050.0	91.0	10327.83	12192.0	5617.5	5363.5	4963.5	4406.5	6287.5	2020.85	2568.7	1492.0500000000002	1651.5	1857.85	1473.25	2927.74	2015.1	7983.76	6456.24	5977.3	3408.8	2648.7	3069.15	2554.15	3334.3500000000004	2159.0	2954.6000000000004	2840.5	7980.4	7950.2	5864.2	6178.15	1809.85	2783.7	4074.0	2379.5	2383.9	916.6	6159.7	4122.4	498.34	768.36	749.0	670.1700000000001	603.84	554.34	324.34000000000003	488.5	249.34	419.34	411.5	512.5	324.66	61.5	403.38	1975.25	355.0	305.5	350.63	274.02	872.6600000000001	544.59
EC:3.3.2.1	1810.5	3343.25	1996.33	4280.58	4217.92	4041.67	1707.86	2080.03	1020.83	393.42	19.75	0.0	19.25	822.0	836.0	523.14	1338.0	1744.5600000000002	1178.73	3421.83	922.75	1388.75	3694.16	2770.2000000000003	2143.2200000000003	283.0	42.0	118.75	543.17	19.0	12.75	6.5	2.75	3117.6400000000003	3259.0	3369.08	3434.67	3168.25	1903.75	1073.75	1685.92	642.58	1724.83	1624.75	8.75	423.25	382.75	176.33	157.0	877.33	2296.0	2518.0	3267.42	2039.42	1986.08	2555.92	2454.25	834.25	2592.5	1147.08	650.08	2357.17	794.5	1625.5	3390.78	3908.81	2873.25	1856.17	2051.83	2768.08	2729.05	2650.7	2432.94	3221.39	162.97	3.75	4.0	5.25	6.5	5.75	419.0	132.25	94.0	49.75	10.0	677.0	117.75	2100.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	11.75	17.75	7.75	0.0	2.0	7.25	20.83	41.0	12.17	4.28	9.25	15.75	0.0	13.75	24.5	14.25	15.25	5.5	10.0	14.25	11.5	5.0	24.75	3.25	28.5	4.75	4.25	0.0	2.5	4.5	8.5	38.25	33.18	23.18	321.54	18.32	6742.93	9674.0	8067.25	8010.46	7526.25	7625.63	7320.75	6742.5	3476.5	8511.17	4097.64	6318.5	9020.42	7583.58	8576.97	1982.57	3617.36
EC:3.3.2.12	1810.5	3319.75	1982.33	4244.08	4188.67	4010.67	863.4300000000001	2054.6	514.54	204.71	19.75	0.0	19.25	411.0	418.0	266.57	669.0	872.2800000000001	591.74	3400.33	915.5	1379.0	3430.12	1575.35	1074.36	283.0	42.0	153.75	543.17	19.0	12.75	12.0	2.75	3093.0600000000004	3242.75	3374.08	3448.67	3182.25	1921.75	1085.75	1685.92	642.58	1724.83	1630.75	8.75	423.25	401.75	176.33	157.0	870.33	2279.5	2500.25	3243.92	2025.92	1971.83	2534.92	2438.75	828.0	2574.25	1136.08	644.58	2340.17	790.0	1611.5	3360.85	3864.74	2850.25	1839.42	2039.33	2733.54	1797.4	1605.81	1440.26	2366.36	158.11	3.75	0.0	5.25	6.5	5.75	421.0	132.25	94.0	49.75	10.0	677.0	117.75	2100.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	11.75	17.75	7.75	0.0	0.0	7.25	27.54	41.0	10.46	2.14	9.25	15.75	0.0	13.75	17.5	14.25	15.25	5.5	10.0	14.25	11.5	5.0	24.75	3.25	28.5	6.75	4.25	0.0	2.5	4.5	8.5	70.25	80.25	81.25	376.58	50.25	6793.0	9693.0	8094.75	8029.17	7559.25	7675.92	7372.75	6776.0	3476.5	8535.17	4287.0	6369.5	9044.92	7602.79	8583.11	1599.0	3578.93
EC:3.3.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.3.2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.3.2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	57.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
EC:3.3.2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.4.11.1	1819.33	3376.25	2015.5	4335.91	4258.75	4062.67	1878.69	2198.36	1375.16	594.25	807.5899999999999	448.83	246.75	1286.34	1313.83	1047.81	1919.5	2358.73	2611.06	3469.33	1125.59	1819.59	3734.16	2877.53	2246.8900000000003	598.83	565.83	2063.92	913.5	356.94	378.16	259.83	139.25	7214.93	3758.86	3604.08	3497.5	3369.75	2706.41	1714.79	2258.05	1096.74	1861.49	2421.42	868.0699999999999	681.45	1115.08	1167.99	897.84	925.33	2396.0	2847.17	3533.26	2083.62	2051.41	2613.92	2547.42	943.25	2821.34	1249.41	1325.74	2421.67	928.66	1768.84	3745.45	4277.9800000000005	3163.25	2357.84	2494.83	2999.25	3236.38	2731.37	2544.44	3750.89	1298.13	108.25	175.82999999999998	85.59	163.26	145.41	974.83	601.75	241.0	260.75	217.1	807.8399999999999	340.42	5607.24	541.6700000000001	2990.0	580.37	523.5	429.83	342.7	432.42	3257.65	3582.05	1791.35	1004.1	868.2	1095.35	1051.83	3076.5	1658.67	2461.28	2955.25	1306.75	2360.0	2510.25	1567.0	3624.75	1696.25	881.5	1087.0	721.25	860.5	417.0	561.75	10443.75	1611.0	1777.25	5094.25	3590.0	2339.0	2705.8	5453.5	2852.91	4710.48	4374.42	1403.83	1155.89	7571.36	10763.83	8846.25	8523.59	8158.75	8105.01	7997.24	7203.33	3612.33	9016.11	6689.179999999999	6831.34	9458.09	8086.25	8980.3	3032.13	4426.69
EC:3.4.11.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	181.0	24.0	0.0	14.0	0.0	24.0	9.0	3.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	84.0	63.0	58.0	63.0	35.5	50.0	57.0	46.0	22.5	5.0	41.0	79.0	39.0	0.0	40.5	190.5	61.0	17.0	30.5	34.0	51.0	81.0
EC:3.4.11.14	0.0	5.0	0.0	0.0	0.0	18.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	1419.0	283.0	610.0	0.0	182.0	202.0	2360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	397.0	0.0	44.0	0.0	0.0	29.0	0.0	882.0	0.0	0.0	178.0	167.0	0.0	242.0	280.0	0.0	0.0	307.0	0.0	679.0	3162.0	0.0	620.0	1178.0	0.0	450.0	0.0	330.0	0.0	0.0	1318.0	0.0	598.0	21.0	1323.0	198.0	0.0	2588.0	30.0	69.0	92.0	20.0	918.0	26.0	34.0	11.0	0.0	0.0	0.0	0.0	9.0	1420.0	63.0	12.0	846.0	212.0	2824.0	1058.0	48.0	1084.0	141.0	495.0	1554.0	288.0	2281.0	1169.0	5829.0	439.0	1243.0	340.0	2108.0	693.0	16.0	1298.0	1579.0	1564.0	3166.0	2853.0	3545.0	7873.0	3339.0	5183.0	7182.0	194.0	171.0	1633.0	21.0	1793.0	7601.0	122.0	1148.0	6427.0	5497.0	1713.0	8831.0	0.0	16.0	14.0	10.0	15.0	12.0	0.0	25.0	14.0	25.0	0.0	9.0	0.0	19.0	11.0	69.0	18.0	0.0	18.0	0.0	0.0	15.0
EC:3.4.11.18	13714.6	27883.72	31006.0	29489.31	30494.75	23587.47	35349.03	35454.36	29107.16	34418.45	48549.59	40276.14	43101.380000000005	29951.96	32541.88	35342.42999999999	30417.5	24753.06	26535.68	21902.590000000004	35951.009999999995	35004.14	31494.56	32045.88	33557.1	36944.93	36261.9	8914.17	34928.82	34714.99	39251.28	42509.08	33292.19	15546.46	23786.04	17644.38	15368.5	15506.55	22196.38	19825.39	21668.83	24332.68	23492.4	23698.42	42453.51	26664.550000000003	31155.6	24975.85	35247.89	44149.96000000001	40283.05	39088.56	33608.509999999995	34933.189999999995	29255.02	31751.57	33861.11	39032.48	35556.69	42800.21	29755.31	34006.56999999999	35231.76	37426.82	27629.69	30623.83	32739.050000000003	29597.59	28252.72	30090.34	31262.849999999995	42813.05	33955.11	35051.05	37857.25	37642.14	44226.66	41374.06	38863.740000000005	41583.03	33718.399999999994	32725.88	33984.119999999995	39194.93	24750.69	27787.85	29954.53	19344.99	46496.83	42716.3	39215.21000000001	37547.35	33440.49	43005.62	37031.26	42109.63	43177.34	35274.57000000001	39101.73	36664.67	44892.45	41184.06	44644.19	61700.14	56043.77	40058.01	39997.04	34814.89	44836.58	43186.48	46051.34	39297.68	39313.32	48189.99	62685.52	60455.64	50843.04	46976.99	37291.87	39543.4	45625.66	43012.1	36548.41	24475.1	54621.42	45831.34	84746.85	76070.72	82410.16	80293.78	73250.40000000001	57671.27	58076.93	50708.66	55299.72	49881.01	75323.39	76931.67000000001	70945.67	36986.33	53274.35	70943.97	65681.61	55678.81	49721.990000000005	52876.630000000005	74327.29999999999	67017.53
EC:3.4.11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	169.0	0.0	3.0	0.0	0.0	0.0	526.19	35.0	20.0	2.0	9.0	20.0	2.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	19.0	0.0	12.0	11.0	8.5	0.0	14.0	0.0	29.0	2.5	0.0	16.0	19.0	0.0	0.0	0.0	3.5	0.0	0.0	17.0	0.0	24.0	6.5	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.5	4.0	6.0	0.0	12.5	27.5	107.67	23.67	3.0	0.0	6.0	0.0	63.0	129.7	79.16	46.33	59.33	82.5	24.5	41.0	11.0	34.67	45.67	66.5	38.5	0.0	27.0	230.0	34.67	16.0	37.83	23.0	44.33	33.0
EC:3.4.11.2	13260.33	26918.25	29862.5	28679.91	29633.75	21625.67	33017.26	35025.93	28574.87	32687.54	36832.59	36303.83	38099.75	26343.09	30648.08	32859.24	27726.5	23543.45	24635.07	21398.33	34628.59	30908.84	26937.87	26251.68	28182.03	35675.83	36014.83	8115.360000000001	33498.5	32093.59	38690.16	13696.33	5522.25	7108.8	20837.66	15081.58	14750.5	14181.75	20066.41	16625.239999999998	16340.25	11456.24	11628.49	21661.42	19093.07	2662.75	15320.08	16666.989999999998	17652.84	19498.33	22235.67	23186.17	26149.26	18273.25	15808.41	20780.92	19284.42	22200.25	33289.34	28536.41	28983.49	25180.42	19771.66	26571.09	12032.02	21008.41	19932.25	15099.51	15229.83	17234.629999999997	18465.23	23554.23	18953.34	20538.36	20372.270000000004	12046.25	21487.83	21247.59	22097.910000000003	23128.74	13724.49	11160.75	10134.66	13002.59	9276.17	10175.51	10395.6	13121.24	19926.75	15367.5	13801.09	16356.01	9811.16	12529.0	12376.59	21008.75	16516.95	22156.35	21217.4	16142.8	25308.25	18216.68	24195.07	2958.66	12627.81	13906.75	17784.5	13378.4	22019.52	23337.1	23960.78	21684.4	18650.03	29822.67	5715.92	2936.83	9252.33	7933.0	10883.17	22050.25	8963.58	15292.5	15973.42	12718.92	16284.0	18931.92	81945.91	71216.04999999999	77750.83	79080.54	72118.82	56463.93	56863.5	49585.75	54596.8	49065.08	74544.8	75960.58	70254.33	36799.33	52341.89	67237.20999999999	64991.67	54849.59	48788.54	52213.44	72767.56	65866.93
EC:3.4.11.21	214.5	455.5	565.0	359.5	426.5	876.0	687.0	223.0	35.0	796.0	4247.5	1427.17	1775.5	1273.5	568.0	772.5	682.5	28.0	410.5	145.5	274.0	1455.5	1484.0	2048.5	1273.67	649.0	166.0	971.0	546.5	1049.6	141.75	3947.5	6854.5	1644.15	419.7	523.5	86.0	5.0	276.57	888.8	982.8	1467.5	2193.0	37.0	4857.67	5862.7	4142.17	2755.83	3850.75	8010.0	3607.33	6308.91	3534.5	3780.53	4716.84	3840.25	4960.17	5147.33	999.5	5820.25	139.0	3966.0	6340.5	4763.5	4852.67	3397.5	4682.5	3853.0	3568.17	3882.67	3532.5	3341.0	3935.16	4408.67	5002.5	6730.17	8126.0	6244.92	7173.68	5205.17	1634.16	1208.8300000000002	1499.56	2966.84	3345.27	2084.84	2396.6800000000003	540.0	3441.0	89.4	4575.87	3287.84	2859.3300000000004	1830.37	4086.67	5957.48	8403.470000000001	2853.26	4740.1	3945.2	4457.6	7813.34	9462.17	23121.66	17698.18	8998.33	6997.67	6549.67	7407.84	5225.5	7883.33	4645.84	5041.67	5228.17	23382.66	24495.17	17333.16	15133.67	13832.5	6901.25	14705.83	12792.01	7498.34	4950.0	15162.3	9395.68	79.17	172.17000000000002	199.0	127.33	127.33	107.67	70.84	109.83	74.0	56.67	67.17	70.84	52.67	16.0	127.33	470.84	81.42	108.5	104.16	58.0	161.82999999999998	162.92000000000002
EC:3.4.11.23	1819.33	3360.25	2015.5	4298.91	4228.75	4044.67	993.26	2158.93	846.87	356.54	46.59	206.83	171.75	549.34	572.8299999999999	456.24	809.5	1141.4500000000005	1374.07	3440.33	982.59	1511.59	3460.87	1599.68	1106.36	551.83	453.83	528.25	895.5	267.34000000000003	323.41	75.33	67.75	3894.150000000001	3539.66	3551.58	3485.5	3334.75	2571.41	1686.24	2231.25	1026.24	1838.49	2356.42	847.0699999999999	435.75	1104.08	969.99	770.84	877.33	2296.0	2522.17	3343.26	2039.42	1987.41	2555.92	2456.42	834.25	2747.34	1157.41	1196.74	2364.67	851.6600000000001	1689.84	3386.02	3895.41	2873.25	1871.84	2051.83	2759.96	1805.23	1619.23	1455.01	2391.61	192.27000000000004	7.25	61.83	36.59	104.66	73.41	443.83	162.75	118.0	129.25	76.5	700.8399999999999	160.92000000000002	2640.24	85.17	1295.0	42.17	31.0	18.33	7.5	9.92	11.75	17.75	7.75	0.0	0.0	7.25	18.54	41.0	10.46	2.14	9.25	15.75	0.0	13.75	17.5	14.25	15.25	5.5	10.0	14.25	11.5	5.0	24.75	3.25	28.5	4.75	4.25	0.0	2.5	4.5	8.5	612.91	394.35	427.33	683.54	498.32	6862.76	9944.83	8222.25	8155.3	7730.08	7732.13	7451.91	6815.5	3549.33	8624.67	4585.21	6455.34	9116.09	7724.96	8709.44	2109.56	3827.93
EC:3.4.11.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.4.11.4	13491.27	27408.22	30448.83	29112.48	30099.42	22757.47	34449.200000000004	35136.03	28739.83	33484.619999999995	43257.25	37848.84	40086.38	30028.870000000003	32446.8	35028.259999999995	29967.0	24964.89	26183.35	24020.590000000004	35369.67	33517.55	29543.06	29573.05	31750.76	36063.1	35766.07	6866.17	33991.99	33374.4	38862.12	30217.75	20974.19	11104.97	22740.55	16836.08	15365.67	15524.65	22097.32	18487.05	19542.5	18815.02	18951.24	22863.75	25667.59	17938.05	25452.6	21298.66	23934.05	31882.11	31512.43	35955.89	30152.67	27194.63	24783.14	27452.370000000003	25804.54	33659.98	35047.35	36686.05	29190.9	31013.92000000001	27745.93	33830.43	22869.02	27849.66	28143.550000000003	24667.42	26114.370000000003	26444.17	27137.07	34630.23	29240.78	31085.63	31719.840000000004	28520.22	32715.83	34674.72	31404.730000000003	35595.37	25005.07	22355.98	25766.22	28700.43	19564.19	21909.18	23381.86	24997.0	33829.08	26084.4	28429.79	31552.85	23912.16	30184.620000000003	26549.59	35694.25	34847.34	35497.39	31812.43	29679.050000000003	36080.27	33766.54	35652.86	33744.96	36735.4	32271.38	33032.39	31154.120000000003	40842.33	40489.23	44833.26	36951.26	37693.35	49825.26	37127.06	32944.37	33056.11	29181.65	33470.770000000004	41428.95	30165.33	34001.18	35466.16	24929.02	39004.45	44647.75	85023.69	78085.85	84139.51	79037.29	71902.40000000001	56952.77	57809.1	49983.66	54851.88	49113.85	74631.56000000001	76157.34	70376.34	36874.0	52568.41	67684.05	65134.77	55065.14	48976.07000000001	52317.8	73076.31000000001	65992.7
EC:3.4.11.5	26.0	145.0	186.0	178.0	164.0	179.0	369.0	426.0	290.0	313.0	967.5	510.5	310.0	3137.5	838.0	1611.0	197.0	576.0	625.0	4793.0	317.0	360.0	188.0	236.0	322.0	255.0	557.0	2037.26	323.0	531.0	376.0	532.5	98.0	1728.01	219.0	48.0	29.0	2.0	1909.4	87.5	102.0	192.5	375.0	44.0	598.0	290.0	252.5	127.5	374.5	296.5	862.0	3553.5	192.0	706.0	1279.5	165.0	683.5	189.0	961.5	276.5	342.0	2990.5	217.0	1548.5	125.0	2741.5	519.5	155.0	5227.5	124.0	790.5	345.0	251.5	2362.5	1613.0	817.5	642.0	351.5	584.0	385.5	466.5	440.0	2988.4	232.5	283.0	1798.0	291.5	4787.0	2020.0	144.4	1627.5	409.0	1226.0	2946.0	785.5	13345.0	9956.0	16398.5	4090.5	9002.5	6324.5	6141.5	1716.0	696.5	4326.5	5862.0	5532.5	14043.0	12447.0	15520.0	29850.0	13429.5	19181.0	27909.0	1411.5	1014.5	5622.0	688.0	7207.0	22078.0	1154.5	4267.0	19519.5	17299.0	8869.0	29526.0	894.5	1014.9	932.33	981.33	854.0	568.5	434.0	582.0	477.5	557.67	662.1700000000001	739.3299999999999	583.5	180.0	449.22	1850.33	625.0	456.5	476.5	435.5	743.0	739.5
EC:3.4.11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	48.0	54.0	60.0	18.0	48.0	57.0	27.0	21.0	0.0	39.0	79.0	25.0	0.0	36.0	164.0	51.0	9.0	27.0	30.0	51.0	66.0
EC:3.4.11.7	484.27	434.47	1065.0	1410.4	522.0	398.8	58.34	0.0	0.0	17.2	5473.0	4007.87	3011.13	2329.87	1801.8	2158.87	1976.0	801.3299999999999	1361.87	995.26	3808.67	3407.8	679.4	1161.6	1099.37	2183.6	2997.07	831.0	2138.07	2828.8	3259.87	1338.0	2154.94	1229.07	1536.6	1339.6	414.0	1245.4	1374.33	1457.0	1664.5300000000002	1150.94	1501.66	1874.0	2168.11	1433.7200000000005	3038.93	1924.0	2305.8	200.0	162.0	901.0	696.0	214.0	170.0	254.0	565.0	557.0	2257.6	1102.8000000000002	1447.0700000000002	1242.6	854.6	1185.13	1274.0	1250.0	902.0	371.0	223.0	579.0	300.07	604.13	671.5999999999999	964.07	625.0	239.93	936.0	561.8	808.1999999999999	1393.1999999999998	648.0	347.4	408.0	872.0	656.0	591.0	915.0	5134.0	2627.0	4748.0	846.0	1874.0	769.0	635.0	797.0	554.67	661.0	255.0	379.0	405.0	184.0	246.0	350.0	565.0	191.0	271.0	198.0	228.0	56.0	103.0	217.0	94.0	123.0	85.0	1025.0	379.0	169.0	47.0	263.0	519.0	662.0	424.0	258.0	85.0	542.0	292.0	6941.93	8307.0	7681.0	5140.0	6235.0	1056.0	1141.0	580.0	780.0	857.0	1902.0	2749.0	1210.0	744.0	1870.0	2714.0	1617.9299999999998	1928.47	1894.0	2009.0	7504.0	3539.0
