function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:1.5.1.39	1909.0	1125.3	7.8	148.5	13.45	514.8	437.2	213.65	104.8	78.7	6749.6	83.6	42.8	0.0	0.0	270.0	86.67	153.32999999999998	103.0	112.56	125.34	97.62	241.0	225.33	127.3	354.8	432.9	147.2	153.55	434.13
EC:1.5.1.41	19.75	19.25	418.0	669.0	591.74	1388.75	1074.36	543.17	19.0	12.75	2.75	3219.0	3379.08	3434.67	1624.75	20.42	12.75	15.1	188.87	10.92	33.7	2510.69	14.4	3.5	9.25	336.37	1126.36	329.58	384.08	331.12
EC:1.5.1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	14.67	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	6.0	19.75	46.52	7.83	5.33	23.5
EC:1.5.1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	116.0	252.0	88.0	51.0	81.33
EC:1.5.1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.5	44857.59	41253.880000000005	31850.88	29088.5	25740.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23945.57	46289.34	30736.04	30247.53	36392.91	32617.79	50312.52	30957.36	4582.61	25648.68	9137.81	17056.34	7914.049999999999	11581.4	13159.69
EC:1.5.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	8.75
EC:1.5.1.7	4431.0	719.5	452.0	537.5	85.25	1691.5	1874.0	270.25	98.6	3.5	9411.5	2030.53	1757.0	387.0	1922.0	347.0	126.0	255.0	163.0	151.0	225.0	113.0	313.0	289.0	202.3	2508.96	4428.71	2183.57	1661.07	2697.33
EC:1.5.1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
EC:1.5.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	23.0	7.0	0.0	0.0
EC:1.5.3.1	84.0	154.0	49.0	0.0	245.0	280.0	63.67	126.0	259.0	119.75	0.0	27.5	8.0	0.0	0.0	16045.66	9592.0	10966.02	11718.66	7087.02	7788.68	2081.58	3119.0	3610.5	3220.0	2264.84	4013.8	1670.0	2831.0	5141.67
EC:1.5.3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.3.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	13.0	12.0	14.0
EC:1.5.3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EC:1.5.5.1	12.0	22.0	9.0	0.0	35.0	40.0	12.0	18.0	37.0	17.0	0.0	91.25	44.0	0.0	32.0	2346.92	1352.8	1534.71	1689.75	990.76	1147.92	286.0	470.0	543.75	451.8	1178.96	1654.09	694.83	740.67	1751.5
EC:1.5.5.2	58.59	193.75	581.8299999999999	809.5	1409.07	1551.59	1119.03	913.5	304.34000000000003	343.16	74.75	3651.99	3631.08	3493.5	2401.42	3446.84	2969.7200000000003	3306.6400000000003	5732.1	3117.1800000000003	1706.45	3620.11	1283.06	1230.66	927.38	2095.28	3995.69	1922.48	1939.43	2907.87
EC:1.5.8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1131.0	1068.0	1844.0	1004.0	1038.0	1110.0	148.0	56.0	323.0	220.0	11.0	50.0	13.0	0.0	36.0
EC:1.5.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0
EC:1.5.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	26.0	0.0	35.0
EC:1.5.99.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0
EC:1.5.99.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	16.0	32.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	29.0	37.0	3.75	3.5	41.75
EC:1.6.1.1	31.75	41.25	425.0	669.0	626.74	1428.75	1083.36	561.17	56.0	29.75	2.75	3264.0	3405.08	3434.67	1654.75	1660.67	753.55	522.8100000000001	1297.95	431.67	518.9499999999999	2725.0199999999995	448.4	319.25	338.05	1103.2800000000002	2117.9300000000003	766.41	971.75	1390.12
EC:1.6.1.2	129.18	409.5	1176.41	1619.0	2853.14	3149.9300000000003	2248.7200000000003	1845.0	649.4300000000001	697.82	135.5	7261.32	7241.16	6971.0	4808.84	9151.18	7225.24	8016.74	13080.63	7204.78	4301.820000000001	7454.73	3056.12	2912.57	2532.5600000000004	4698.3	9090.56	3972.29	4327.03	7037.4
EC:1.6.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	6.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
EC:1.6.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0
EC:1.6.3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
EC:1.6.5.2	816.5	326.63	1799.8	2774.0	2540.33	2924.3	4426.31	1226.7400000000002	370.8	505.37	447.61000000000007	8339.76	8122.8	7227.5	5806.17	5768.82	3052.3	2680.16	4591.030000000001	1854.76	2223.65	10894.929999999998	1471.8	1314.8	1282.1	3351.26	6984.36	3218.16	3460.4300000000003	4591.3
EC:1.6.5.3	25022.5	3600.5	5703.0	9785.0	7387.9	24315.5	24508.14	7879.2	2525.0	503.5	87652.0	37039.3	35846.8	34814.7	17144.5	25121.3	14131.5	17001.1	20941.800000000003	11589.7	13266.0	28560.2	5618.0	6848.6	5573.5	36971.1	62377.7	21891.69	21140.19	48947.15
EC:1.6.5.5	55.75	85.25	443.0	669.0	696.74	1508.75	1114.03	597.17	133.0	63.75	2.75	3422.0	3420.58	3434.67	1626.75	6433.75	3448.25	3496.11	4756.78	2515.1800000000003	2810.28	3333.0199999999995	1338.4	1372.5	1335.25	2696.21	5001.950000000001	1940.91	2185.92	3982.96
EC:1.6.99.1	35926.0	37776.0	29648.0	26801.0	22907.0	29248.0	26932.0	32387.0	31630.0	38179.0	5375.0	17057.0	11447.0	11222.0	19244.0	19920.0	42854.0	25542.0	23713.0	30005.0	30226.0	45871.0	28983.0	2803.0	24125.0	1965.0	4704.17	2601.42	6912.5	4137.75
EC:1.6.99.3	42797.59	41256.380000000005	32768.63	29992.0	26365.19	35332.89	30429.9	35780.82	34628.14	41949.53	14242.69	22666.01	16505.08	15141.5	23592.42	31225.250000000004	49119.86	31993.620000000003	33523.93	36567.47	35845.96	51220.77	32034.36	5184.32	26467.480000000003	7734.500000000001	15273.18	7314.17	11473.88	12166.46
EC:1.7.1.13	2377.09	356.25	913.83	1395.0	1996.32	2596.09	2249.7	1183.75	419.34	380.91	8435.75	3877.99	3694.58	3501.5	2448.42	3821.57	3117.42	3494.6400000000003	6253.1	3494.6800000000003	1867.95	3969.86	1609.56	1530.21	1128.6799999999998	3591.88	6402.92	2798.3	2689.83	5177.75
EC:1.7.1.15	87.5	126.5	1232.0	1918.57	1837.4700000000005	2937.5	3125.73	1158.34	186.0	93.5	5.5	6593.5	6816.16	6869.34	3309.5	6967.84	3155.1	2219.46	5158.51	1901.36	2172.58	8063.37	1752.2	1351.5	1404.1	2806.83	5789.400000000001	2157.99	2797.33	4311.5
EC:1.7.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.5
EC:1.7.1.7	37420.75	38041.38	30814.8	28070.0	24425.61	31007.55	28198.73	33111.24	31943.800000000003	38670.62	5858.6900000000005	21890.6	16166.68	15099.67	22764.75	20441.42	43234.5	26600.5	24571.2	31885.48	30815.37	49141.02	29507.7	3117.5	24463.25	3118.4300000000003	7457.380000000001	4102.9	8214.9	5172.759999999999
EC:1.7.2.1	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.75	2.0	19.5	6.5	0.0	0.0	1661.0	722.5	535.67	1122.5	420.17	507.67	233.25	397.0	383.0	334.0	565.1700000000001	973.5	401.0	488.0	1022.67
EC:1.7.2.2	75.09	193.75	158.82999999999998	140.5	787.0799999999999	1580.59	520.5	1045.5	267.34000000000003	325.41	439.75	3637.41	3613.58	3493.5	2401.42	1041.59	1608.42	1806.33	3830.97	2120.26	512.8299999999999	805.0899999999999	836.1600000000001	658.66	475.58	895.5	2606.76	1329.9	1318.4299999999998	1585.58
EC:1.7.2.3	1410.34	191.0	154.82999999999998	202.5	791.8299999999999	2950.59	43.0	1452.01	286.34000000000003	336.16	68.5	7018.66	7310.32	7189.51	4068.17	1008.68	1580.17	1696.83	3797.12	2121.18	446.33	783.0899999999999	805.1600000000001	645.16	480.83	410.5	2481.6	1137.9	1226.1799999999998	938.58
EC:1.7.2.4	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	3.0	3.0	0.0	0.0	1614.0	703.0	504.67	1093.5	416.17	497.17	212.0	397.0	338.0	334.0	388.0	550.0	340.0	441.0	786.0
EC:1.7.2.5	12.0	22.0	7.0	0.0	35.0	40.0	9.67	18.0	37.0	17.0	0.0	8.0	16.0	0.0	1.0	1654.0	716.0	523.67	1128.83	422.84	497.17	241.0	403.0	358.0	334.0	649.5	1054.0	499.5	564.5	1103.0
EC:1.7.2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	2.25	14.0	11.0	13.25	0.0	0.0	2.5
EC:1.7.7.1	1005.5	76.0	49.0	246.5	262.5	117.0	87.34	121.0	573.6	107.0	1674.0	65.2	0.0	2.0	0.0	63.0	8.0	24.0	32.33	6.67	10.0	8.0	4.0	51.57	25.0	388.5	668.4	197.0	186.75	437.2
EC:1.7.7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	3.0	11.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0	10.5	13.75	5.5	9.25
EC:1.7.99.1	6587.25	1902.75	946.0	1273.5	804.99	3458.25	3355.36	940.42	801.2	240.25	9685.25	4105.9	3837.88	3532.67	1694.75	1777.42	771.75	638.77	1399.97	538.09	697.87	2760.4	485.4	468.14	545.55	4599.72	8059.969999999999	3052.76	2635.0	6075.76
EC:1.7.99.4	2979.59	451.25	3060.83	4859.07	5011.51	10099.09	7468.33	4213.18	589.34	541.91	84.25	22673.410000000003	23476.9	23836.18	12021.92	8533.17	5210.22	4959.06	10139.39	4555.86	3203.36	18981.4	2658.66	2370.16	2034.88	4491.34	12025.39	4631.73	5425.93	6764.88
EC:1.8.1.14	52.0	29.0	314.0	398.0	575.0	237.0	50.0	0.0	13.0	0.0	67.0	0.0	0.0	0.0	23.0	58.0	30.0	48.0	388.0	257.0	40.0	266.0	12.0	0.0	0.0	125.0	269.0	56.0	50.0	182.0
EC:1.8.1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	6.0	6.5	0.0	0.0	47.0	35.5	12.0	0.0	6.5	10.5	21.25	5.5	28.25	0.0	100.17	253.5	43.0	35.0	127.17
EC:1.8.1.2	231.5	191.5	1801.0	2532.0	3013.48	3608.5	2332.3900000000003	1140.34	188.0	76.5	208.5	6745.66	6825.16	6919.34	3402.5	6003.09	3078.1	2780.54	5481.92	2613.7700000000004	2407.49	6542.67	1392.8	1402.25	1179.1	3888.54	7685.150000000001	2851.4	3065.67	5401.49
EC:1.8.1.4	46056.09	40909.380000000005	31120.88	29112.0	26019.19	33515.64	30714.07	34014.82	33374.39	39107.28	21905.19	23348.840000000004	16588.58	15173.5	23658.42	28745.97	49018.39	32358.6	34005.34	36166.27	34928.74	51120.600000000006	31800.86	5639.59	26577.480000000003	11157.3	20129.29	9142.54	12780.64	15841.7
EC:1.8.1.7	5738.59	3297.01	2382.43	2629.5	2685.81	4986.1900000000005	2239.1	3030.64	2804.94	3891.15	604.63	5155.86	4932.58	4055.5	4230.42	7292.24	3889.29	3502.88	6450.77	3515.92	4031.3	4407.69	2079.46	1547.54	1414.58	2239.15	4538.34	2731.5	2598.08	2996.02
EC:1.8.1.8	2288.34	309.5	1022.83	1666.0000000000002	2038.06	3693.84	3527.8900000000003	1744.92	448.34	373.66	8554.0	7196.49	7094.66	6950.17	4102.17	4684.26	3265.77	3008.37	6611.219999999999	3116.19	1704.4	6263.839999999999	1775.96	1450.66	1259.73	4704.57	8708.119999999999	3630.46	3763.92	6717.950000000001
EC:1.8.1.9	119850.59	115948.51	90774.93	83015.49999999999	72495.56	90787.19	85464.10999999999	97924.89	96766.64	113281.4	37534.130000000005	59875.84	41806.08	38287.5	64059.42	63051.97	132794.96	83518.77	79862.46	98197.47	92929.63	142779.93	89439.66000000002	11005.56	74613.68	17944.97	34805.19	16513.72	28309.39	27415.54
EC:1.8.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	10.0	0.0	0.0	0.0
EC:1.8.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	16.0	8.0	5.0	21.0	15.0	20.0	64.0	0.67	0.0	0.0	10.0	0.0	0.0	311.0	513.0	245.25	172.0	398.75
EC:1.8.2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	5.0	17.0	0.0	9.0	31.0	0.0	0.0	0.0	10.0	0.0	0.0	90.0	233.5	74.0	38.0	139.0
EC:1.8.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0
EC:1.8.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	24.0
EC:1.8.4.11	40851.09	38814.64	32137.480000000003	30198.0	26970.93	32864.74	30549.31	34075.96	33650.99	39765.27	18152.07	23237.79	16909.68	15411.5	23663.42	24494.490000000005	46465.76	30341.120000000003	31190.71	35810.73	32923.88	50916.350000000006	31191.36	4846.6900000000005	25796.68	9444.83	17779.87	8099.62	11691.6	13400.48
EC:1.8.4.12	39375.42999999999	38627.880000000005	31221.71	28993.0	26538.02	32212.48	29728.57	34312.15	33599.73	39458.19	17808.52	22949.09	16545.41	15206.5	23668.42	25233.66	47884.43	31906.95	34222.28	37363.59	33174.79	51154.19	31952.52	5426.1	26195.01	8937.34	17053.12	8315.529999999999	12020.91	13028.740000000002
EC:1.8.4.8	291.75	88.25	741.0	1067.0	1201.74	1669.25	1141.53	561.17	74.0	30.5	74.25	3388.33	3426.58	3458.67	1691.75	2554.67	1488.05	1683.8100000000002	2388.28	1365.84	1302.45	3068.2699999999995	556.9	596.5	505.85	2149.29	4139.01	1352.48	1484.17	2756.75
EC:1.8.5.2	0.0	0.0	0.0	0.0	0.0	0.0	241.5	75.0	0.0	2.0	182.5	95.5	47.0	20.0	36.0	86.33	76.0	69.0	51.0	34.56	126.0	11.0	44.0	48.0	19.0	470.0	810.2	375.15	277.2	607.9
EC:1.8.5.3	2121.25	85.25	430.0	762.0	591.74	1661.75	1074.36	556.51	19.0	12.75	2.75	3517.0	3790.74	3704.01	1712.75	27.42	12.75	14.5	175.87	10.92	39.5	2508.4	13.0	3.5	33.25	623.4200000000001	1406.19	385.5	446.58	761.1700000000001
EC:1.8.7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	3.0	0.75	0.0	46.0	6.5	16.0	13.0	76.33	49.5	47.0	123.26	61.5	38.5	5.58	25.5	15.25	49.0	324.17	712.0	222.5	153.0	373.73
EC:1.8.7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.98.1	667.5	84.0	0.0	3.0	0.0	235.5	243.0	0.0	45.0	0.0	0.0	204.0	119.4	30.0	45.0	72.0	90.0	114.0	90.0	0.0	228.0	69.0	42.0	51.0	0.0	1398.9	2103.0	765.0	558.0	1758.0
EC:1.8.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	8.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	18.0	122.8	164.0	114.0	0.0	156.0
EC:1.8.99.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.8	92.0	8.0	0.0	52.0
EC:1.8.99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.8	92.0	8.0	0.0	52.0
EC:1.9.3.1	60.0	110.0	43.0	0.0	175.0	200.0	59.36	90.0	203.0	87.25	4.5	855.0	161.5	22.0	36.0	13325.92	8177.5	9632.45	9890.2	6366.799999999999	7082.59	1658.06	2519.5	3321.5	2761.0	6627.82	10760.6	4232.59	4238.83	9489.09
EC:1.97.1.4	112084.68	97312.56	70989.56	66579.5	57589.55	80261.07999999999	74570.75	77019.88	75618.98	85305.76	66605.98	58319.75	45491.42	37900.34	55869.34	47867.48	98336.08	61544.52	62537.03	72737.19	68896.73000000001	115849.33	66815.12000000001	8881.18	55042.26	19653.95	38440.47	17998.21	24368.36	27837.04
EC:1.97.1.9	428.25	143.75	848.0	1338.0	1198.23	4366.0	2178.7200000000003	1643.18	198.6	75.25	323.25	9805.45	10305.57	10442.68	4918.25	36.25	38.25	37.5	366.89	30.75	52.5	5016.799999999999	39.0	21.5	9.75	338.67	2768.07	767.0	1010.75	341.37
EC:2.1.1.10	37357.0	38805.0	30737.0	27889.0	24233.99	29517.0	28125.86	32422.0	31908.0	38269.0	6028.5	18757.0	12765.0	11509.0	21140.0	20011.730000000003	42999.87	26361.93	24330.120000000003	31558.56	30574.87	48844.48	29229.4	2884.38	24214.0	2462.37	5794.76	3603.42	7711.83	4592.46
EC:2.1.1.100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
EC:2.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.103	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	6.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	28.0	25.6	0.0	0.0	8.0	0.0	0.0	0.0	70.0	15.0	35.0	52.0	49.0
EC:2.1.1.107	5736.84	3160.5	2308.83	3013.0	3404.3	4901.34	4984.42	1952.17	1209.94	491.66	7360.5	7721.19	7535.059999999999	7034.17	4087.17	9266.92	5973.97	5919.02	10504.79	5404.12	3991.86	9633.49	2670.36	2580.48	2198.63	6920.4800000000005	12538.73	5015.49	4865.92	9467.87
EC:2.1.1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	19.0	32.0	23.0	0.0	10.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	5.0
EC:2.1.1.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.67	1.5	7.17	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
EC:2.1.1.13	8353.09	4175.75	1166.83	1454.5	1562.82	4010.59	3881.7	1662.92	1354.94	430.66	15575.25	4878.19	4415.31	3752.17	2521.42	4711.92	4113.72	5309.89	6927.700000000001	4375.68	2942.28	3772.82	1439.56	1857.98	1262.6799999999998	6292.110000000001	10709.99	4345.4	3672.5	7780.94
EC:2.1.1.130	4749.5	1749.0	878.0	1082.0	723.99	1132.0	1943.03	93.0	319.6	54.0	1160.5	516.2	410.4	94.0	52.0	2299.0	1341.0	1498.67	1845.07	979.42	1209.42	2808.15	487.0	583.3199999999999	552.0	2129.12	3233.32	1135.47	1063.12	2578.97
EC:2.1.1.131	4927.5	1836.5	966.0	1132.0	731.99	1592.5	2548.03	459.5	787.6	103.0	1365.5	630.2	507.4	92.0	37.0	2282.0	1330.0	1466.67	1829.07	989.42	1140.42	2797.15	461.0	611.3199999999999	508.0	2503.87	4111.74	1456.35	1166.25	3137.4700000000003
EC:2.1.1.132	5140.5	1901.0	953.0	862.0	153.0	1786.0	2227.84	538.0	764.2	34.75	1531.5	825.4	914.0	180.0	83.0	2288.0	1326.5	1484.67	1672.08	997.09	1258.42	300.25	495.0	574.75	537.0	2312.55	3769.55	1336.29	1122.02	2921.4
EC:2.1.1.133	4927.5	1836.5	966.0	1132.0	731.99	1592.5	2548.03	459.5	787.6	103.0	1365.5	610.2	507.4	92.0	37.0	2290.0	1330.0	1468.67	1829.07	979.42	1140.42	2797.15	461.0	611.3199999999999	508.0	2480.87	3854.74	1447.35	1142.25	3104.4700000000003
EC:2.1.1.14	352.59000000000003	266.54999999999995	1766.88	2580.5	3205.25	1817.64	3346.62	958.9	388.39	458.36	476.35	5215.26	4954.38	3923.5	4294.42	3266.57	2712.4300000000003	2623.2300000000005	6185.54	3025.19	1342.16	9013.06	1644.36	1440.2	1058.38	3184.67	6384.639999999999	3252.48	3009.7699999999995	4201.219999999999
EC:2.1.1.144	55.75	41.25	425.0	669.0	626.74	1419.0	1086.36	561.17	56.0	29.75	2.75	3218.75	3369.08	3434.67	1624.75	2201.75	1275.75	1421.17	1781.62	948.67	1058.75	2789.15	438.0	476.25	455.25	416.09	1543.67	460.0	775.25	829.3399999999999
EC:2.1.1.148	1787.5	1062.0	29.0	22.0	17.0	72.0	47.0	34.0	275.0	32.75	184.0	259.0	16.9	10.0	7.0	63.33	52.5	39.0	80.0	6.5	34.0	3.25	15.5	34.82	37.8	1040.67	2102.65	672.38	414.05	1458.81
EC:2.1.1.151	4749.5	1749.0	878.0	1082.0	723.99	1132.0	1943.03	93.0	319.6	54.0	1160.5	510.2	410.4	94.0	52.0	2299.0	1341.0	1498.67	1845.07	979.42	1204.42	2808.15	487.0	583.3199999999999	538.0	2084.12	3161.82	1135.47	1063.12	2554.97
EC:2.1.1.152	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	6.0	0.0	0.0	0.0	1664.0	753.0	530.67	1080.75	419.42	494.92	212.0	397.0	324.75	334.0	354.0	576.0	217.0	388.0	717.0
EC:2.1.1.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0
