pathway	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
P125-PWY	173.78030160058836	119.88902404723194	943.5396687258876	1179.1770304286588	1740.8079457039184	765.6002104430439	163.24395840999873	26.99322877510292	94.41245293327816	26.619018281593405	199.72832023694176	22.49353540849897	17.994346739611313	0.0	68.94050183227405	2525.429708317547	1210.8873381570927	884.1337505761134	2694.535275712499	1317.3488649731548	849.4067095930236	1143.787404412211	609.6074367994138	562.101814443194	503.4694423780048	848.5379173913633	1535.1235179403686	550.7844653581014	785.9231138966301	1431.022883218662
P161-PWY	61426.822499249785	59569.83721167791	47755.14499853003	44505.10720221699	39038.72412161808	49645.339770705	46427.79181782132	51116.621321110186	49607.59241870445	58602.29022712974	13056.794007699147	34683.350353329995	25686.512991780204	23186.858539640845	35075.733176481546	32843.215520512764	67452.49474450368	42440.95591019288	42427.98840188354	50440.83526877023	47300.90067961097	78523.70706891667	45559.86983858652	5709.817643609366	37639.7477191596	7827.867856196467	17184.71593715134	8534.707791196046	14675.97047606156	11606.288879010028
P162-PWY	65.01953030181888	32.94014207989875	12.27495670055597	0.0	0.0	176.67119349770945	55.81752480706043	0.0	17.856470564258295	0.0	0.0	73.14004460609821	0.0	4.338754382815576	0.0	0.0	0.0	242.27762313137825	168.05678513342662	0.0	0.0	30.46291304047509	59.64273767613922	391.6653345340869	217.9871684818595	1050.3022290217696	1258.4548576611728	646.1489290262896	460.213317118768	1523.259022067816
P163-PWY	0.0	0.0	13.498898608542968	0.0	0.0	21.3185006746795	52.927384717029774	0.0	18.701018444542093	0.0	111.7709784343313	24.894655877758016	15.5578668388718	3.199763823491846	0.0	32.406622723705475	0.0	0.0	26.1901847116899	0.0	58.261309112767	12.791944855641946	41.638635481197326	0.0	96.33845456482209	386.1417310576664	544.7631348037045	228.93991280306287	230.8742381586299	394.0156898145647
P164-PWY	2908.801613601672	693.9145478754127	755.8910814967188	1052.312980481615	968.857012195994	5105.982611126189	1674.506371182597	2247.8768474261155	543.342535810299	329.9376492272667	1672.0344100799869	2180.28509540366	165.51944410612913	930.6134288700158	0.0	7310.630985813067	3362.7180556287194	1245.4693151388817	1891.1728235879384	344.7899247935061	3680.207050027213	1671.7031929016212	1576.5775244319054	986.792971174326	1179.1131500040722	2747.451655672856	6651.630854827368	2407.248661496885	2552.855058009825	4118.677231874456
P184-PWY	0.0	0.0	2.5454302379898937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.35385434230474	79.47737715436861	63.03726636442683	83.43695968086766	69.39708113396709	73.32102804067422	0.0	0.0	12.189806158189304	8.908666786315454	71.4824967403627	139.63490681950992	38.74472227492517	26.61566500924232	76.39232522204692
P221-PWY	23.960216703673822	43.49028519842131	13.916630771950324	0.0	69.0472634315968	79.16235279649227	17.92534387168529	35.45930421462518	71.94388923148321	32.22035550355251	0.0	86.22478705285924	0.0	0.0	0.0	2767.27373277418	1320.904424639025	940.8648500836484	1978.8637279606664	782.0778452424418	867.5994240688116	394.614083378884	734.5823272621969	563.3353273881696	572.6204308167166	1054.947516433274	1558.8903630127663	649.3214194404867	889.140399040585	1637.5795767254574
P23-PWY	2752.182968904059	264.12899902820385	1303.6535269700323	1965.4116894287456	1863.5257478529463	4046.6091007920127	3337.2546407084374	1691.4092272791474	321.9775010186127	164.89085508533012	19.154877241833294	5126.852037775297	1684.292202930574	362.632208591376	810.1560139829512	930.7333103965476	477.882772078119	907.8196276511856	1703.1725376766783	824.868902176104	967.572409221811	1965.8192946068923	624.2134351022893	954.1885407358666	980.0030547913532	5214.806793983521	9206.254552169226	3540.4945534073063	3438.741241772408	6716.711569866596
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.999288216244795	12.000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.662488809310656	43.16476345840131	32.88519637462236	0.0	58.31166419019317
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.09273799135389	19.61290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.02927700460524	71.41894547700602	44.24870258681147	11.886657011523203	86.06626517762967
P281-PWY	26.08508353221957	19.25	420.0	676.489707475623	591.74	1356.4950349393162	1075.857908649824	536.5	19.0	12.75	2.75	3090.495087069556	3178.2474057151694	3300.0	1580.75	207.1757410102436	144.34564073164873	106.81527914584557	400.3536302443317	126.9157712970069	102.00863743523831	2539.611055449481	30.29391891891892	23.238218486533583	6.342058221397536	258.68983390955	1212.3410306932306	355.03055539294047	400.9176064769837	250.73362178507668
P341-PWY	36.23330462615062	24.99125258974895	0.0	0.0	0.0	186.89765652867703	160.7868015580212	0.0	0.0	0.0	484.9508045064928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.49444895062432	0.0	0.0	0.0	0.0	18.72851697324869	0.0	0.0	0.0	0.0
P381-PWY	0.0	48.979216114988034	41.08162168639598	0.0	115.83899665759634	78.45974763602744	77.2669823164762	87.79432911753483	181.6773841604008	65.32911532936075	0.0	69.69656796960193	0.0	0.0	0.0	1003.657075331662	361.32959798342574	791.5715543458555	1155.513956179724	511.0867878561865	701.4189018000501	795.1935021831755	360.5776953132057	559.9525313346369	477.06226176770446	1396.1871886457357	2149.290844248476	793.7491757434017	779.0190857654094	1997.086801826899
P4-PWY	15215.176652135562	8686.887709784229	4585.216686308245	5661.841212167496	5793.343275700231	10586.880736772144	7761.716640241831	5675.30610311605	4882.284763437904	2256.2359563657697	4819.216034408792	10991.496922531986	9396.283730140329	7911.763058016133	8126.872425236324	11344.023551731832	9835.050014878929	8984.633792211776	14118.757924931318	9038.756110405368	6955.759039794849	12164.690430409864	5173.272241163594	2969.3267858303698	3748.457401483472	6677.520662739614	12627.545406378144	5795.732106614195	6721.648916023325	9368.920535491889
P42-PWY	13966.28393998672	6277.780478067382	2332.098493681166	3332.3776910449524	2772.927546357986	7526.059779337309	6579.605540978918	3171.3471372108747	3206.0114994570545	1042.0838911052167	17338.612492625223	7065.206869130212	6370.483520455831	5921.513549459569	3486.7513858228986	1707.5897843422797	1204.9227101482204	2520.224374848972	3917.412848762882	2090.109266996143	1905.512023326913	5514.250262091511	1454.2490869516753	1374.1831742578884	1357.9163154292878	7669.336994001273	14002.620262491926	5174.149534754595	5129.06688365796	10433.658715079504
P441-PWY	8301.742789496398	2246.1778036908527	6640.990729363254	8721.344006451183	12395.67994427	14376.484112362208	11289.936073974945	9732.619480755584	3376.7341127530576	4070.7771179923866	888.365283600029	19779.426635720927	16602.80992549228	15641.863586937008	16379.865350859218	13904.359588189169	19757.649702777733	18863.09863510061	24436.090371434333	20502.17639976451	10335.911708633752	28317.953173701186	8851.749184094235	3741.906395797259	6357.960164556059	6548.509059267204	12990.492531813949	5731.39379942792	7848.23869720488	9541.58087125872
P461-PWY	15864.687670781936	10688.585714962468	7991.637149792726	8943.018805721727	6128.932912550293	17037.79323493403	10394.291869143364	10512.964518526836	8297.677079660989	11082.363692243942	242.73235803613167	15650.182726376068	13853.31363036398	13974.919165641162	9874.986393444697	10615.121942874925	3441.254967774528	2389.218704843502	5288.258329396723	1919.2503324365548	7261.821216732494	17457.456357013114	2187.6950535889514	1417.1836301111175	1544.7213076010214	3495.4055926535407	7062.843281452169	2901.725944810836	3722.137858729867	5147.424922112902
P562-PWY	257.76476677700884	296.9510956707643	702.6845690439122	986.3001719253838	1607.2030234935737	173.26307708285108	1404.0337388984517	377.6856210427324	293.7626899905005	330.3759086476577	76.8327501383545	282.66	172.80087633885103	50.830000000000005	733.1279504016578	3360.1159794775044	2897.874291352123	3178.53939705434	5765.670475646751	3102.064657926416	1529.6397741022406	4288.50852191985	1266.3724637344783	1159.446315712965	940.0868592127284	833.8760609742344	1368.5281048415693	1041.453326515825	1121.909506004777	1376.6605395941613
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	3928.0802770743935	664.2210797079973	1369.6472826888546	2110.5293488765747	2007.253277003805	3451.756254140624	3649.7863101769294	1253.5548204732424	476.8146705831767	192.91404521558496	11070.537195040788	5344.255123387455	4958.328771559171	4502.863510777424	2710.280392138389	3939.277700864274	2324.6148210731653	2564.9159495212784	3736.044255554744	2053.2093605007594	2147.668907367441	5155.139355685948	1011.6546203138108	1059.2311909836244	978.0054987209496	5761.352481386	9985.157556525031	3834.04699249596	3677.8714320031663	7512.382688792682
PANTOSYN-PWY	6136.553846122023	1017.8378371437764	2099.0373305049466	3198.589504203672	3038.8669671759544	5367.90369019513	5403.078458325672	2018.4375872988635	745.0184612922586	294.67767271345394	13530.296014269068	7623.365025866993	6828.338686956936	6254.541439188483	4055.431560132828	5785.542024067779	3632.673730293447	4005.6419299003055	5603.09272375583	3237.9875919435217	3307.298697814082	7667.459323506181	1584.7052170072898	1466.3684819572263	1497.9851502363508	6618.1925464987935	11771.15555738716	4694.491791237457	4941.395908844788	8966.271960367374
PENTOSE-P-PWY	21186.1205010036	10783.97929394659	8216.899204707286	9662.483967537915	8547.556075483208	14565.704965544352	12413.679388801123	8119.901564180134	8557.728096541054	7200.809310407639	9751.67035554962	12873.914815179967	11547.817595826606	10054.083105612292	8171.087561748555	11708.70964549172	8090.358814575661	7468.128079225311	12380.706184817613	7318.602858353468	7898.829707265919	17849.113940780782	4372.845215072446	2795.4178595230374	3249.1947093162225	6259.830287493738	12349.45342700462	5516.737622964051	6383.970586425457	9047.223464540011
PEPTIDOGLYCANSYN-PWY	49253.37762705066	45618.514441123225	34995.58166901796	32273.4366927585	28407.04194554289	37092.131297770014	34339.6284171798	38014.470339055966	37297.29813343188	43354.94923463421	23167.780787624444	25861.993776113537	18944.1957641991	17053.769585593003	26266.774823927644	26214.355754642867	51135.5287135642	33083.38181119664	33174.4475510636	38767.12903542768	36047.90163886017	55892.82451113493	34250.47788982253	4887.818842768283	28395.501644012897	9615.87738154977	18145.58443846549	8467.937849080081	12608.850683216157	14012.04540050537
PHOSLIPSYN-PWY	50007.706882064726	46302.26157897181	35240.51287611664	32352.45318289567	28556.57139533156	37458.890967862506	34529.01285263598	38170.08902554266	37444.20965082136	43596.86160582491	20234.508999543123	26088.97875505885	19215.60804562848	17174.672429556478	26386.57924498642	28639.653113504944	52509.87165010537	34402.1316357562	35242.77024846745	39903.95087011338	37075.40972417658	56325.28602455238	34826.689778656844	5525.706378250941	28876.460794631872	10278.74754819088	19317.85648912718	9023.276795740803	13234.90179868665	14999.429952035418
POLYAMINSYN3-PWY	1355.646611369435	168.69454501333544	49.07161682132409	215.53651434256275	7.109481892978916	400.4327767899445	122.79682140746073	190.44992380407484	105.81963821138372	9.87940843134266	716.1245489602538	2744.5433242613167	2423.4324129439296	760.6840697094289	2141.5173279757178	254.4722609260112	156.97174959209647	139.93687087985924	309.9322795911655	101.8539078542215	202.6043926537778	320.1041292050893	73.88172541873249	292.52190126781267	133.45482205505118	1479.5140798945165	2959.6856401556333	1483.003227642281	1192.1561724739315	1899.8459019889413
POLYAMSYN-PWY	2427.0836808633603	293.598118016669	662.5470032641027	1005.6547972519688	821.1783867702967	2777.781387175251	1985.246346463296	767.8324861718453	114.14109137371274	51.59453583135227	905.2965212421132	5226.544453732647	5125.069789798094	4665.159923242652	2832.776629758189	512.9433105839094	220.64338869903963	243.2220314951988	588.5344164112777	258.2769955223088	286.0105201158005	3301.6730360799734	186.4767216895923	343.277777085854	178.09164805772136	1849.2762215622552	3993.030936157552	1787.054581701827	1523.8619452268829	2282.0745185035044
POLYISOPRENSYN-PWY	42660.10088806694	40412.89476289807	31385.806528334004	28883.10050969076	25382.90502253269	32882.11985000992	30245.545129599224	34016.76160060617	33351.50203817069	39047.93534134418	15437.44538394246	22945.48251346409	16802.0277744724	15231.49589846234	23397.2965983395	22967.8539861044	45434.8353454431	29080.805962512448	28601.940972636072	34262.57677320015	32146.215474223776	49991.67999145469	30569.17380760184	4052.332414195575	25322.28126802585	6789.342657001531	13552.765426541671	6532.87576489329	10653.77593988837	10242.233677025011
PPGPPMET-PWY	116.34576758315094	427.5182036420738	1406.4034455514468	1968.1823709301189	3258.561719529876	3612.777777953676	2677.2188415928067	2180.390189571807	662.8297030174774	801.6023676489159	168.82190661659	7698.329686831446	7415.796436340206	7125.021084913942	5403.32551389183	3666.7529352967513	5094.992135682488	6009.020323627361	9760.867728355486	6116.505233247992	2526.413438270905	7924.548315776278	2037.931655380636	1766.0943066518416	1438.0750438995376	2501.5341519875824	5676.026217024278	2706.953195305517	2772.901570322534	3215.3159512956504
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	19.190756083371785	35.16242737406451	664.9405634261522	1034.7847710939247	959.3548667682704	109.51997461022732	1661.3454997428448	43.60070933547074	59.07512061630119	28.12348141216732	0.0	74.88121854605082	31.28718124426316	0.0	0.0	3300.78985629966	2047.107590347832	2248.547229980719	2697.782542966112	1500.9681817215094	1627.3486070360495	4189.80336696852	700.1402126606283	702.2909839486603	707.8771346444986	934.0295758786192	1713.864252614933	624.77577023825	760.9547556892762	1588.7504640426914
PRPP-PWY	10054.079006580436	3088.360649292983	7858.790064520197	10174.246935044452	13535.271377235416	15951.922301522338	12711.937271226954	11297.04043784426	4800.279266694868	5165.583171053841	1164.195321097694	19697.364478240022	15599.961272182032	14393.17374063927	16884.55569685244	14981.83017199455	22718.33445066835	19517.88614453697	25259.92755060629	22126.56498296696	13793.788635499392	30819.313281252867	13014.004426615247	4118.149032926163	9871.08911715595	8230.42837020884	15785.20000076634	7384.379488325016	10258.16900558764	12103.647046491084
PWY-1269	2349.257271756773	274.818441273326	667.5470832529112	1132.5339668869256	1556.059052832965	2504.1457313598994	2396.618614578482	1305.4605254035612	455.19002780204937	355.33322582123066	8733.175670850078	4477.436116173571	4191.155132112176	4013.8200127593386	2707.185550519052	3485.499748877756	2981.355767115938	3382.3021788305023	5858.885611818139	3162.236280570537	1710.978977724454	4034.796767672856	1360.3640925276095	1351.513423038257	1016.9767965016262	3920.440259433567	6993.378323352004	2930.259935973117	2905.337940242167	5507.789593938888
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.78226857071537	38.62265416970338	33.710153515238815	0.0	79.05683957850752
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.69855310187039	0.0	0.0	0.0	8.11845912417789	7.494470961323816	0.0	0.0	0.0	0.0	85.07354264009693	100.3199310662566	30.96084396277099	0.0	65.28132437936772
PWY-181	0.0	0.0	0.0	0.0	0.0	0.0	5.1034571553410295	0.0	0.0	0.0	0.0	25.879274825410807	0.0	0.0	0.0	231.2946112154301	39.60593419721485	0.0	198.0596485013758	67.93633023401784	23.81598803642264	18.30904778422348	61.58425245319296	17.7972182360786	131.46636310234567	460.77219106223055	923.50665650563	270.735521659467	204.95427515614665	751.9905735265903
PWY-1861	1259.1246950921495	341.2663481887321	2931.5041478613566	3656.2006610899766	4607.126064767101	2547.052208041167	654.5117027002021	0.0	154.1986704429151	0.0	5364.848492359765	0.0	0.0	0.0	269.6096921120678	436.1124517131474	181.0347854087693	392.750230072755	3563.8111284313463	2216.9061332736783	364.9964741776176	2878.6687844621056	47.63275445988096	0.0	0.0	1230.049557031604	2596.593644395158	702.3969016434953	523.2666005929262	1903.605443588704
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.94906376812326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	43286.48314197967	40640.70462085583	31540.605611965835	29071.743299488448	25524.73342911991	32804.31355485062	31133.09821089514	33832.19584172724	33044.87735471108	38339.6699901901	15455.978418594395	22473.64282927937	16249.636200772517	14677.954624390934	23123.28979533719	23588.41442893667	46151.89239146652	29892.18447286661	29532.34351698186	34848.839970838395	32358.09682108449	51323.73126882549	30833.931246691474	4337.039872097013	25579.726706984977	6038.143596755086	12511.015629112131	6467.416462521187	10710.453451357696	9657.948416096311
PWY-2942	47196.12234452606	42136.28663601687	32300.92501390644	30074.3538138077	26469.919678210383	34744.557548203404	32838.96274575692	34676.84193180438	33881.989802791766	39218.89281294102	24517.545712411447	24366.627060097013	18052.38914064097	16117.629089674449	24225.25712353559	25267.18431447035	47265.46867785406	31154.815313418498	31938.03252460209	36058.23879430027	33315.340701774854	53284.179973086175	31316.298437045178	4904.257443146656	25968.32189723068	10146.691697192828	18866.72664898264	8648.936826985813	12300.882997680055	14518.477364207372
PWY-3001	19107.869168415404	8037.494550734815	4641.976896078324	5749.986350207492	6392.194651928432	11897.123567841252	11600.74465755854	5505.837169411219	4547.281714967351	1794.8164578002838	21743.617579369748	12957.687657964125	11201.856114118877	8607.887515683358	10403.782885360357	11194.612414465702	10577.484069802937	10692.336081379231	16024.81239356006	10891.209979663634	7390.764234195416	12126.539823050703	5521.625101601243	3425.489487953901	4043.675684803772	9302.188605759386	17091.425875012075	7628.067816834851	8602.334260691057	13079.614658236404
PWY-3661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1999.769046209591	1963.4206953711264	2976.4958885355	2174.872867498815	2029.1678130362147	1766.2929294866717	354.55796059700265	135.6074775964265	663.6066252821541	474.32089597557655	27.392999101133203	123.79562965682436	32.312367461825495	0.0	89.35410386376127
PWY-3781	118.83032829795287	187.1715822835205	84.48374258045692	0.0	333.9117315880111	390.4240629001299	117.80124760037324	174.28799431229805	301.59023848876654	93.3288969337684	8.99855963427481	1598.4063315494825	318.6473773144185	43.916247973054745	71.5510810141512	8136.062106075947	4710.331617997164	5573.880104424874	7157.957703806021	4155.426182538218	4309.936849541039	2853.9841290489644	1838.9456235272376	2322.353177358873	1917.207788899408	8765.595084243923	14421.234776313246	5406.09356922162	5415.536758052086	12169.05640601193
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.6463635825229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.782948689920435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46169404170249	19.92965738091008	11.039321088807364	0.0	19.894815399216057
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.46498408047804	0.0	0.0	0.0	0.0	8.975198871860682	0.0	0.0	0.0	0.0	108.92823340669756	321.06227650727647	74.17421931672187	0.0	211.6115774671482
PWY-4984	278.3503260859313	141.8624579418396	1392.3145877824902	942.0866056641725	1558.2214992442794	660.8898479968096	173.4064862181233	368.3224535200049	119.33771076065848	92.1566033528772	291.210203379244	152.54652579535875	47.36455855885796	0.0	57.2916589172025	1825.1427561550545	1520.6990950132013	3355.267443550981	2250.8778771181487	4012.382820173834	1643.5963671813583	894.3122328903577	245.261723650696	692.0876143865872	438.5288775102642	1481.349677049134	2829.7776281939687	1166.280710056641	650.4134720190945	1960.3082073901408
PWY-5005	0.0	4.768025042976947	80.78930177780204	0.0	37.85753373186294	14.368769999649604	28.648213447092207	155.1806511042273	251.16743303929192	125.48754570142182	0.0	220.739725175814	0.0	0.0	0.0	19.129539291850783	38.06458043998558	61.54310782804176	21.55057888459545	0.0	0.0	0.0	9.560561993327306	115.09306179793832	57.98462711792336	775.5706990319801	1490.8185343541943	596.2946900253079	427.7086742032757	1090.8989710710707
PWY-5022	380.8502289852308	306.6602076124568	678.0713683997708	788.3296863603209	1205.3178161988376	1184.9964320832653	477.8624931934133	195.6859940612508	239.0331027999732	97.86480284921944	650.8676162816515	839.9332046119089	121.53013148612838	45.01852158608853	113.66766855386356	4247.451744954423	2644.158224691705	2973.2957226824656	3850.047912108235	2340.9197392521623	2326.61542918295	1149.1247838856448	1031.8311558186444	1127.0150518285905	1034.0789689919127	1884.736591108057	3447.782648785584	1345.695593322304	1557.7131407374984	3063.464806589303
PWY-5028	29.90461007067451	54.39449991030856	22.36446673112815	0.0	84.97070034239731	98.40217059089616	22.399080880786816	44.43720444677968	90.39915745521904	42.13859908666351	0.0	34.93551689958282	18.00181965239921	0.0	0.0	3151.019051237928	1361.2607883217374	922.0465861544463	1837.2844060302489	801.4842357933092	1076.7018280525135	490.9550115510166	669.394200094722	523.0994786727534	567.6892095191317	624.2038094342614	1111.7188162940326	462.6332252712841	689.6555307912279	1353.0899653747133
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	3.0120741302972656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.21535629519575	0.0	24.20537217351633	27.52192044527484	20.04535827287811	0.0	0.0	0.0	0.0	0.0	0.0	232.3696669015076	0.0	26.55635367139344	0.0
PWY-5097	45488.98290134425	41138.64842268109	31783.263738818503	29569.261816412592	26029.26666003865	33564.59659980329	32461.2757115602	34024.596211142016	33222.15515408117	38333.77296817837	23953.78925172717	23774.01778246512	17577.907255283317	15919.379860361298	23553.224986562767	24295.0893429582	47029.773935690406	31004.918743177524	31718.79850927575	35925.406469160014	32594.01716641938	52661.2855460834	31124.33202121129	4815.475207286533	25884.74519330632	9746.864156274594	18061.76409029996	8182.266657147535	12021.470852069691	14215.222245335184
PWY-5100	63796.07164021144	58518.05735583985	44589.7435252739	41508.04692045634	36546.749984036025	46666.71901811783	43930.35917758334	48117.56298133811	48034.46034526291	54808.41303061047	26221.69054625279	30566.84547028689	21978.6494354028	19925.529496098898	31865.24980044052	31032.18256393403	63348.45261359884	39949.5492604826	39718.68288478619	47658.75865796757	44360.16246208374	72135.7145024061	42964.99523842473	5445.9126394533705	35507.938777542964	8790.410225736452	17456.970859937664	8547.55491642093	14336.937287199104	13875.134956885891
PWY-5101	15297.084429694343	6371.252687966016	3326.6397851047795	4282.913375728161	4996.281242988301	8253.90174277921	7781.494098022975	3393.938333696808	2806.000607647153	1064.1684335771035	22833.05385740873	10479.428204814889	9353.168105780756	6772.524364566791	7795.463629368881	12195.789858315517	9566.587795203905	10032.805636372756	15425.158612327665	9482.235223027204	6968.863897724815	8888.328635136932	4466.699684580559	3638.134882505566	3506.685011665891	10062.17921613798	17777.03295123133	7988.659110106123	7976.66067373453	13438.492155154889
PWY-5103	10929.152568105015	4150.448873943577	2503.7254342279866	3182.797596661359	3639.271418932171	6681.047621327125	6284.159511656461	2689.636571391891	1818.1091259400027	819.8425855137878	19740.09702316232	8995.584820958318	8311.543670414383	6568.728272630793	6592.328696783001	7173.10673378537	5957.018675693481	6489.645615277448	10681.270149463757	6444.51615610608	4159.9126206841565	7805.347886152889	3027.075934221772	2631.50808567418	2192.551285524904	8169.940189336754	14380.476828951872	6525.3254870307865	6202.734503550942	10616.652893694658
PWY-5104	15205.99379923249	6652.910648135	2172.645352681247	3204.2476047714767	2184.34140195486	7238.911661997378	6815.510230567216	2925.004577992006	2735.019018960873	910.8803544981832	21495.62474914993	7835.724201293537	6731.1632130997605	5600.813174616493	3383.8159011794846	1629.7406208345585	1404.21919794031	2134.9079071616616	1421.245145820241	1363.9199905227008	1412.1595714749092	4932.852007256096	321.44965865669366	658.4774806994535	798.7646035041303	8070.040432378128	14314.368367151345	5246.541138369493	5038.3983719226135	10288.058010236196
PWY-5121	13954.551126155928	6438.236489762803	2468.6519015641047	3337.120706539439	3400.8938687999294	7222.2366425281725	7045.260677191687	3529.3878590734694	3539.264345659832	1115.3702129466958	18178.49275663272	7215.099550126172	6426.625175383711	5483.054803471379	4157.709757591034	6308.873401314625	5553.817845323903	5967.142838341643	9347.153854070666	6006.479184241657	3604.447441109656	6521.0001338399625	2694.0736622391983	2129.7422884120106	2245.023727767755	7027.007096863995	12331.51628032552	5070.398291757801	5338.704861749981	9397.71338895596
PWY-5154	3686.331570898108	756.3378533985646	2096.836552433804	3034.128118083002	3435.063824158143	4770.388191580473	5778.788512030141	2467.842250535376	1049.6435786751229	785.3111929843298	12453.060213829762	6465.055621989354	6050.832447055695	5757.759420822865	3297.48375992015	8012.824594627004	6794.7313113965	6838.132967675374	11667.956201357636	6833.090688288012	4121.250494619744	8572.84977148476	3249.711513886133	2476.5077995628208	2454.7336599988685	5276.330410641985	9812.674244095257	4336.541435824654	5044.6168408466565	7968.235470888225
PWY-5177	177.08276645018796	20.93135108538251	7.980215583880633	29.804171644898943	0.0	353.3514710254061	644.7654208420729	0.0	9.805657469703585	0.0	181.5948249596946	181.8694872810957	0.0	11.98996115323994	0.0	0.0	0.0	141.8743376694291	88.59537660620425	0.0	0.0	15.981116567756304	31.6708232287754	321.4411189095472	142.89304106341888	1223.046597955648	1150.3401217212254	649.5697591798829	328.6592844766383	1523.658142665489
PWY-5178	26.918062785285763	40.48516161290902	534.5942954184665	281.4579130433903	530.654762310759	89.22432845029013	308.3269087219687	40.26995059462183	49.91111220960697	25.96050272056928	0.0	29.759026748301483	10.886456476571365	0.0	0.0	237.74932528759405	226.8441743937097	212.79563567663303	363.4128322122554	129.1475016679973	259.43851082290274	970.3228422121	204.23641854669776	71.64258474686797	14.139270890806642	671.171331000668	1189.327364723125	463.2547232476952	439.4671727578516	737.8243162248477
PWY-5180	591.5846686214732	72.20182625517225	656.9275847743628	968.0620629696152	981.7109727772852	1817.836763694248	1444.9987826805996	719.3573971136541	101.62215701367798	56.74562047859808	122.337012496195	4041.613355891852	4024.9372456524334	4158.382100456548	2071.62638995854	1558.754495491492	1006.6500070048568	911.9734565603565	1736.058532243882	753.5935564474979	821.8562855756061	3384.3225153750827	500.67939472761833	476.6208564530285	402.3851526020962	1533.1304182475797	3053.1632470615464	1096.1308821711075	1042.6551069759223	1695.3336898287598
