pathway	111A	115A	119A	120A	124A	129A	134A	135A	137A	111B	115B	119B	120B	124B	129B	134B	135B	137B
P161-PWY	37119.33069418669	45664.682290668	33253.53886160426	26423.13275271625	35972.89319126563	27153.702621806067	34826.46919435622	30502.858860849552	34831.200625349	93165.41255805951	120070.3328346562	107180.63875958323	107649.53820612856	57531.09456722297	90795.39158729084	142035.9860419589	93476.968187239	108322.8833900577
P162-PWY	0.0	72.76872116866416	48.26629191670455	69.60785317489248	48.415020962651205	127.50116087694887	145.23347349893152	0.0	158.57193015945003	85.60036637956179	19.31845931613809	0.0	22.25179274298042	24.92387846965907	142.9540631240103	0.0	131.57606985245476	33.58594051171361
P163-PWY	260.9416232590777	577.0337288804186	687.4453272618938	692.3126626172145	816.2585785190706	1358.543817579845	1012.6175278686968	680.2000787125837	1359.8316540972155	37.81982982463597	99.25355943067385	20.364126572825697	2.654373842144363	0.0	300.0923343965188	0.0	286.4812002382702	0.0
P164-PWY	1367.2859780468436	2003.7766435050687	2098.483974951202	2578.822890825641	2741.890362865796	4089.2111016052577	8120.289750633637	4345.299572890591	3617.513899824489	577.7312068124623	3105.745148319252	266.4231550594693	3605.8536317845214	891.810492108927	5633.428263141292	4171.348680002419	7002.977754270178	1797.9202532779384
P184-PWY	0.0	0.0	3.8181388091059634	0.0	0.0	0.0	0.0	0.0	2.5454430417288663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	6.997864431060398	11.994698644380415	5.998893630548903	0.0	13.993076360539602	15.993636136988863	42.93711361559448	0.0	0.0	150.09252158271107	31.973050025884984	33.89527864048637	82.57974235898939	79.26078390214826	55.87805829079136	91.832808250322	127.4904348728741	51.88279836554526
P23-PWY	404.7901949885113	503.55081844539177	327.6989281141954	733.2019329951028	2804.555756551581	671.5033330782435	2980.51777327742	1324.5099471142105	415.4795358158415	535.1018085114488	578.9151600829222	259.8958495793155	389.3642200825126	577.292332800877	895.1399343828273	3792.284650727236	2611.070380072288	702.961970151385
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	0.0	43.942583732057415	22.351694915254235	0.0	20.164809782608696	7.203274215552524	7.385264855621624	0.0	9.2345166163142	3.67750900894329	19.3873670041146	37.618550762076985	1.3228346456692914	5.158354946429903	0.0	15.354961613610635	0.0	4.041015048686928
P341-PWY	509.2897899516386	196.93011868510777	282.40922315469646	194.2564296287531	312.1033169357012	1080.360154491719	427.4430464180598	138.39421899075407	306.34141719958546	266.84426483112867	2666.861835834085	81.19763018177832	124.87620385169664	145.95385324118595	4031.962674755412	83.7071992969915	3050.929416151216	219.62285800952887
P381-PWY	0.0	0.0	0.0	0.0	66.00519993032378	80.23396364774945	271.70584673773345	0.0	27.203609043919585	123.06318911037071	146.02016696245292	102.86025804164528	286.5000253795598	287.3042043462051	265.11830718968486	439.9250994180844	610.6918883252445	195.7075945106576
P4-PWY	8148.216973691426	3022.5510866373465	4060.163527456146	4149.897932646231	6050.015433442167	6462.104518743818	5680.577012909588	3673.865218350879	10669.028197181726	2797.797522848924	3803.746766703529	1733.4670286473108	2235.0731912069814	1384.62600152089	3669.656277063198	7121.510119199233	6150.436860955958	1833.2154150681213
P42-PWY	17295.376574694565	13766.503687693134	20359.72633091345	19293.47338781188	21063.151896717845	14470.635375848078	12223.04425695036	16112.217918734535	21903.17942646076	4688.275146574183	21366.692760911803	6856.58951099558	16262.333808462992	10513.344405408609	18196.208261115025	7296.241972283279	20485.06622471653	12908.962414630412
P441-PWY	813.6531155936526	1078.3726798867135	705.053896463739	1609.7402631085924	6959.359910521035	1453.9524939966705	8961.270584002377	2875.985873093732	822.2991561472697	1477.2188174876762	1547.8578615105782	771.8139394481497	1119.5572102378037	1683.0790114505212	2351.0717213294542	27838.031823641744	6836.509599277842	1964.0734034461063
P461-PWY	352.8997793163758	756.585140641159	209.82217228111307	489.20675303437497	2322.8195199081374	1293.979625660676	3084.444446823007	899.85161401327	1012.4501530975258	440.4453444216186	459.8137528792558	291.7064031806032	332.6621336696268	510.029853850586	706.9903259825817	9765.15651147476	2158.1855932193325	587.1224660030607
P562-PWY	107.52036767716704	138.73287723936534	25.28170821597053	24.71264183693934	84.20064730535286	470.4941531955787	223.27812469660128	58.250355618776666	378.0356066222399	84.53819897908731	103.81513038432836	72.09395086836295	61.77577196252267	90.00934552972163	165.69299080657328	70.73902840646025	357.41596416352155	45.6108597285068
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	9742.94890760965	7209.684420381408	11437.296432823605	11440.310265425136	11738.617841248064	12439.565375198828	10926.763368429349	11814.605127607998	15674.7249444123	1805.5899275926813	7589.57875453518	2454.495471117082	9715.54295593286	4847.887931367827	10487.463108823562	5732.428286200854	12989.8499090049	6608.271183948981
PANTOSYN-PWY	13590.636609981168	10412.165071863856	15483.196266016996	14974.440362033569	15568.90818774135	15344.628426746602	13927.082440814684	15313.700544714417	20353.46297417245	2692.7675309191545	11819.958151815625	3697.181468044176	14145.646009586855	7045.735778625215	15065.67112289381	7543.951384728944	18576.176852503195	9746.036741054284
PENTOSE-P-PWY	15293.992209315964	16562.394073731804	17453.49879785944	16648.25588426574	18176.34489915716	18917.354645792624	22002.986007597643	21356.89437274134	26380.6007474238	23438.23308237392	18041.528238982115	22494.657810705983	43047.824948821566	23396.982264213068	41431.727058736935	18072.882044211663	44578.30591990097	37724.72423012012
PEPTIDOGLYCANSYN-PWY	36322.42209560339	42202.64279569629	35785.54179899149	30172.366173456605	36762.84744183476	36495.23301271748	35326.11933982043	32292.02474529506	44867.76147705069	73984.40861782488	98933.99230146092	84613.21229723365	86335.82094794136	49165.27046011938	78518.92227903525	108263.00851992544	81626.04136645615	87178.2028095456
PHOSLIPSYN-PWY	35237.14406577475	42634.60294946564	34501.220324887334	28542.527363021305	35136.29329712481	39147.4728615044	37424.68614027065	32473.060058241583	46017.01249362699	75063.25471036044	98736.31642647086	85434.12223446419	87374.22318043456	49585.02746662915	79699.6455350736	109338.5148634578	83786.41465192488	88013.24128176205
POLYAMINSYN3-PWY	794.8786811605906	221.2252303102341	465.10331313440247	433.0578214464442	792.5408115317246	1222.222962183278	555.019176627814	259.2782131312006	1168.8843190637208	544.6151006421239	1394.4118780616848	333.2314176764376	858.0761837898419	1057.1695155058835	1791.581270421805	568.8290146888097	1551.3720603896222	727.4508498342699
POLYAMSYN-PWY	1865.8876097214893	5027.580677576224	4112.951411956143	2329.1274755033187	2254.42932321019	5998.81065629898	2701.8203643903908	3490.836924610376	3943.282367861189	337.2776313211008	2882.775146913646	345.10337969211724	2104.491418431243	1408.6513181493028	2380.1017127546666	1864.0395533595847	3215.146469608956	580.452797134572
POLYISOPRENSYN-PWY	28945.905861659536	33586.12053991354	27037.40410808938	21992.79410150832	29410.36903024827	20353.66137799644	27536.391479581493	25859.35714663356	29934.57586587689	59667.26813595212	82094.29704290074	73257.67257291122	75792.59714355707	40758.26753719759	68598.01683983799	96971.94626834369	71618.40402311286	73766.69641449816
PPGPPMET-PWY	0.0	102.39237984847556	39.357397777290046	0.0	38.10975173896952	19.99590345464172	38.108636735141694	0.0	18.74700997597096	13.124034617069984	70.77783443653732	122.95840033015791	3.574949168246732	78.83280864789252	29.996217419705115	57.51203380034922	19.99839730530121	6.249841070917959
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	9.598084584228417	0.0	0.0	11.198372751052188	17.59619420372903	30.38475078113965	0.0	4.7997585659825335	126.20586450011162	55.28247573627657	96.40615242069164	66.12920480702056	105.53639801983644	59.183939573966846	93.80795549172868	115.1440422718862	45.33938531702816
PRPP-PWY	10215.9217364791	12021.250701080273	18578.977739796035	12856.622040482453	16402.231752888	15481.543438496585	11579.604700555728	13828.073462563969	19623.853023364663	1654.29580331768	3317.4038694897386	1291.0555419466905	1556.8386496309845	2588.616972371064	5729.350825739607	4293.916163686931	9769.761578496396	2638.12499540622
PWY-1269	6538.018796841261	4284.701164787221	8098.819151051529	8166.4238103891485	8094.355758030385	4758.311488550816	3733.0540113476304	6236.918077206567	7473.100156899401	863.0614016055542	5187.369014832585	1263.6105090566016	3712.34994949971	2448.482907808287	4551.893763919629	2204.9300661897614	5461.613705193689	2548.1095729589583
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.841111895498804
PWY-181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.13502492694974	0.0	0.0	0.0	15.769382667760311	0.0	0.0	0.0	22.910844078551936
PWY-1861	747.7647515972699	312.6506499165049	416.4122565520767	277.4098969394664	486.0075535226752	1815.673139526195	911.3134185278803	262.21816660443244	835.5071341062985	344.96410539657177	3016.3486098104554	129.52659436861268	225.14291880704013	240.3834311995153	5538.0320246999245	229.01686433704523	5212.862573838055	507.4787506580447
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	29972.699352151296	34608.3001406574	28550.74462993765	22887.202824061133	30008.164959908103	22217.530926756383	27008.205637977404	25578.9178659695	31912.863549465328	59144.89839449862	82755.67175110168	74199.28106478299	75845.83096657663	40905.4154179554	69884.55756095922	97061.95140599024	72612.76995403974	74947.02663921205
PWY-2942	35267.987853648665	40437.451185397935	35758.838236689044	30280.82467055872	35580.28767714914	38867.65471115356	35257.29045595566	32151.888014092103	45933.94470604636	66333.74246977794	90621.54764760082	77505.73190457842	79389.75340601052	45193.389650344376	74312.73942177626	98562.18350657892	77651.06005202584	80544.42830611304
PWY-3001	23666.45633649115	24622.719665522924	24459.742166610173	20515.84136772569	23118.9916970112	32959.47926559687	26992.254626590555	21057.74710657925	35957.99456546181	7597.829152077339	28887.20601840194	6960.410501473345	20326.91383595327	11438.57997187151	29012.774344385085	18563.49012671125	28120.77823273567	17291.563278198704
PWY-3661	0.0	0.0	0.0	0.0	0.0	14.45500644898867	53.27436540576051	0.0	14.584471369253071	0.0	74.84644020282683	56.42236813161679	0.0	104.4133354602008	43.51607673163416	53.48931330330078	39.40873304976347	0.0
PWY-3781	99.7971371800487	692.8249359941811	43.96528589947814	0.0	87.85291869394658	963.3294320483652	673.4142540784993	388.4374105926983	776.2787581870207	717.5192907269419	380.116849707411	352.2234173937769	403.8721917949607	724.0839319727137	422.5007153972592	594.5225690410181	828.2228345928352	297.07033304031614
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	3542.6773815568417	9572.035437637063	7268.200730896656	6329.718681898741	6497.018990711086	4203.565808673156	7633.567710798946	13372.35855500785	8992.636677559889	17060.57662221803	13245.738637520648	17017.03766721936	31819.239242897987	17272.01297379512	29990.856491278584	11265.932513616275	31479.778462196777	27617.633830054743
PWY-5005	0.0	0.0	0.0	905.908380017021	583.7022241072005	85.56580109200611	2806.424229492999	1103.8948386389434	47.841150914909626	14.324919304653262	0.0	0.0	4956.07744194129	912.4764610195872	391.4804136670927	3697.171054007323	927.7897189560896	178.33528636916665
PWY-5022	985.7451096054708	1683.301363189095	1569.3337188290498	1306.2417384668374	1232.5089766148164	4996.346645029072	3003.662149764976	1528.9470065133155	5106.462619946606	183.62135547938527	247.51225291665685	115.21154840414049	3179.4811274726967	553.7578534782858	1070.9051885157253	3023.4964380895453	985.7812742310676	234.80571291090777
PWY-5028	0.0	14.935190132700212	14.970179401649622	0.0	17.44746571092491	19.91828656726148	19.91062877337965	0.0	9.987353657068295	92.27370069551422	36.42706992241759	32.56646341338573	98.95739765513513	88.37264051142287	65.00830958679506	111.08419553372975	145.55477050677237	47.16069181113231
PWY-5088	0.0	137.8557038120212	30.44984934854669	0.0	0.0	17.817675847670646	14.990366127270638	0.0	16.100074400129337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097	35097.64952031356	40211.89527889319	35531.68425421128	30057.706161058093	35327.79330878256	38775.35158900355	35189.05132815468	31958.20639809456	45784.755133722974	65950.57416787124	90227.78451728086	77266.37856803209	79181.08795213039	44924.46411530183	74122.42069561593	98417.94984736523	77490.34296116776	80210.98391486384
PWY-5100	44071.39297960133	51943.443192193896	42826.16459323975	35784.443313961456	44874.86032722916	43115.86811679665	43026.124235306575	38136.30899217507	54135.50066346557	87412.59608461853	119060.50301950968	104608.89680445223	105573.09739525209	57309.83924368914	99108.05955252152	136729.42964715709	98332.49755987411	106459.89759241954
PWY-5101	19752.279922067028	19442.97844262312	22424.54345516283	18752.497307551195	19621.69248920649	36474.48589576348	24804.669664706056	19794.8306258964	38500.67812474111	3336.901912047015	16408.95152025416	3137.085252726187	10678.706694650382	6421.38556007742	21883.131095712404	9216.631742193536	19928.842153038582	8912.87066089626
PWY-5103	16595.658881738542	16615.277648996434	19559.93018261123	16629.60487313778	16896.714275394683	31470.124451319985	20612.792626611343	17046.955874066352	32483.643206299424	2570.3407343173403	13303.90120247851	2554.0004173312245	7863.233528570325	5123.650309645839	18031.800219273617	6442.323335410209	16186.661846694604	7110.386803839082
PWY-5104	18370.62066206716	19013.4977375329	21381.17699845152	18344.31626023775	18723.018422597976	35283.81173824047	24883.40016965106	19509.839569115946	37950.35297158486	4085.8279222358847	17642.982469462106	3672.463285837225	11807.108630746316	7123.297937214013	20858.752233013794	9791.96903807287	20211.87310609054	10007.36011691506
PWY-5121	18349.301263341826	20833.63791082973	20985.89672125169	19652.67057837456	19280.96739125979	29749.97883550884	22993.71600576548	19871.658731539	32433.449488009875	29066.726472118982	34001.79116146614	18521.31882373346	23426.53860652678	19037.7255256581	23529.29366704629	12753.268625151535	26662.89831338372	28002.14505636828
PWY-5154	10894.68615716952	6490.910136375918	11531.586064490351	9327.22260612702	10856.211618448828	8580.635349717671	6534.678329406519	9077.379533119709	11984.480416102862	1920.927900953361	8519.31500733822	1265.926418903653	3600.3903697167902	3084.5608762495103	9141.758700588754	3178.7259563144867	9759.774979432275	4660.036885015126
PWY-5177	169.4103235908221	230.78130400716137	141.05796915062766	64.44326491017388	122.8722981928997	598.6840717064059	352.119551073924	179.1215399009513	504.8605360003615	74.54872861472917	11.645106691675936	0.0	11.589643956296513	13.647145722351375	189.2484207581172	0.0	85.55652125916416	20.229828115130683
PWY-5178	0.0	12.435970956339988	0.0	0.0	0.0	14.93437422815179	17.868670895728542	0.0	0.0	82.172519696878	37.523092000373694	69.46129842623073	54.69916264796077	40.74967625204376	58.88464522324405	70.47329795259013	103.27909751464485	45.95893092312122
PWY-5180	95.27612525973456	158.67021267021542	95.04317366403824	65.1396669995395	0.0	547.088322810202	211.01319477558133	29.385744573159503	481.8890168179231	118.64973810944628	156.766614759287	76.56641074770823	71.53146607302209	61.49644519622883	155.55468597750632	91.18247147068828	134.24723092641028	81.65889122991044
PWY-5181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.21785497921596	68.63617005128147	3.2860660724836217	24.322365004020263	0.0	10.297838198660571	0.0	0.0
PWY-5182	95.27612525973456	158.67021267021542	95.04317366403824	65.1396669995395	0.0	547.088322810202	211.01319477558133	29.385744573159503	481.8890168179231	118.64973810944628	156.766614759287	76.56641074770823	71.53146607302209	61.49644519622883	155.55468597750632	91.18247147068828	134.24723092641028	81.65889122991044
PWY-5183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12155904796279	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5188	3259.936995602998	5718.8582352652	4274.350603836718	3657.64262971178	3676.349819488923	14245.238076391994	10200.809514586725	6651.464960940221	14381.953776821823	424.7916178837465	1787.9920595928406	256.6902759494211	2702.188517469401	1068.3418967972832	5189.185146819235	3488.908748181506	5495.529206489486	2190.586451787577
PWY-5189	3707.285832384842	5802.898839209521	4735.338659330472	3813.913566533573	3645.45243032808	15366.08517764555	10470.684643608336	6582.733727243449	14507.51422711458	457.494941115338	1971.9196282553755	243.569228359665	2558.68939071404	945.0511191185376	5425.688347149902	3373.9766960425627	5394.32696681904	1932.174923600895
PWY-5198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5265	44.94574140615961	0.0	63.249245568483126	178.12159260443283	0.0	85.88072235394509	46.46230209324244	82.98617539448703	0.0	16.73206185719235	306.2741789681911	0.0	0.0	80.4321011727436	419.79319622937845	148.82568105462937	621.398410709272	9.55200871772379
PWY-5304	303.06	86.54	144.4	213.2	227.5	162.54000000000002	676.0	199.5	190.0	5.34	58.0	0.0	0.0	28.0	114.66	2372.0	174.0	0.0
PWY-5345	240.52827607092587	748.095470227809	1043.0922696442458	908.6870029597152	1175.1931355920733	713.3616375162544	1446.8064248166886	1162.874762574321	1126.5269030184995	270.9733175630764	319.64148579713924	189.8118220971944	167.76842040251458	274.0009122030028	438.65944916393175	730.3448273003265	752.41831016107	135.99479467510162
PWY-5347	5478.252704190284	1477.849308732002	2098.35443960503	2174.479251051485	3428.783825452694	3604.481977301222	2976.720649355603	1839.4139384859725	6271.013857401425	1815.352826737696	1888.014849173364	1307.086729328629	1270.399683178738	715.9138698202089	1731.1956365519798	6004.743955522974	3085.2392559145424	873.8386294254801
PWY-5384	5114.298865178884	3825.844307890039	5078.759928013505	8673.350798851921	8397.228620359898	8499.437990442053	7783.226966153515	10270.247122174194	7660.710084939421	14293.083508259506	6588.093256716084	15032.5268893937	33497.52308830143	15765.315017863111	27391.52167349604	6140.91382674354	29794.499789354617	25559.81121139749
PWY-5392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5415	32.19231559783317	18.969456672872663	24.485812023328183	17.730826471414723	0.0	17.257074576256716	41.29552055204216	22.391410645263143	17.23537320767574	65.35103779683897	57.80940713412495	66.67734020918867	48.29121802363128	31.38925796163509	119.14183030429058	66.52612784226285	104.0393054884062	51.94228899619046
PWY-5417	0.0	7.020746887966805	0.0	0.0	7.902748414376322	8.984293193717276	9.459779847586791	0.0	0.0	77.188085698026	21.456255030014123	50.912932489465774	41.5239231595275	44.11523998721454	29.1830985915493	50.49923071064633	65.20754716981132	26.85565507186003
PWY-5419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.987665224260628	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.408528598105478	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.240666356528077	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5431	0.0	7.020746887966805	0.0	0.0	7.902748414376322	8.984293193717276	9.459779847586791	0.0	0.0	77.188085698026	21.456255030014123	50.912932489465774	41.5239231595275	44.11523998721454	29.1830985915493	50.49923071064633	65.20754716981132	26.85565507186003
PWY-5484	30750.486952092167	34133.412853005495	32270.631649736675	29117.9493305161	32296.36830426284	36722.08621466738	34482.5453416206	28884.30138730477	44180.89216249621	10557.924663678235	46543.15631651776	12653.257992796329	56537.59739817804	23622.478992709595	51232.69603845716	44603.06675546427	47222.18214471852	25207.537150871027
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	8850.391105939581	11922.69353979306	12066.652176645626	9052.091670294134	8198.987832789237	29328.26954568522	19004.632541012	11820.527512798422	27526.332835557245	884.3068115471247	6167.420780862895	408.4028825916348	1300.841105304208	1017.048435925472	13832.17546001586	2318.466999596141	11060.88039730631	3902.978545169501
PWY-5507	0.0	0.0	0.0	0.0	139.62614292771963	143.4962761742852	1272.40230587754	1386.4442153585808	56.45963262640302	76.22864163984167	23.560521918186097	114.37767285650442	630.1392044997348	442.9107608631133	407.6889853568681	916.587018014123	1265.4773578079764	368.5985515351798
PWY-5509	4684.370815818942	8128.5803517737	7722.685503241107	6733.140859238051	5345.789077750622	19425.7470792252	12281.455586760234	8492.845841474415	17708.72033627123	418.4236514560303	2769.480558687923	232.1700580458016	2188.767866626323	682.5729529616613	6677.717510839266	2754.501998606379	5306.027633548655	1595.765388323887
PWY-5529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5531	0.0	0.0	0.0	0.0	0.0	0.0	59.69566757570044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.77821868262568	17.951088489261704	0.0
PWY-5532	10.53061224489796	0.0	0.0	0.0	0.0	0.0	0.0	21.33333333333333	0.0	0.0	0.0	0.0	0.0	8.57319587628866	0.0	0.0	41.99021207177814	0.0
PWY-5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	18389.83526655488	20701.491661347405	19901.91246097693	17309.87561753954	16499.343409013763	18845.554252495964	19383.09205972076	20107.792576055304	26851.51829414707	46717.20086539271	46583.43700123639	29719.525604055696	7629.05105397015	25283.41232252381	11746.26715758362	7329.124768328195	24420.519699394805	41007.40519269621
PWY-5667	37974.11806517057	45278.36053873597	38112.44519848756	31831.484786828903	38829.57245352943	42493.53898364456	40055.18754777916	35730.13972842806	50193.160133065256	78078.23487994613	103661.60451272893	88589.4593480875	90536.8292409018	52019.61433250152	83773.3983848847	112685.92660544207	87658.11073095287	91911.60029598507
PWY-5676	1357.8079844683373	1123.7494781438486	1127.165707251538	1040.3916269187916	918.9999038516028	6738.493414232228	2974.928937406006	1715.8731275492844	5988.705580432332	146.46092932197027	182.43367810152705	150.58442434683587	0.0	298.2413442927544	1835.501444968348	176.6777075913633	355.6098337660145	35.890167397601246
PWY-5677	273.954941886232	491.4795480820344	450.530211778492	355.2924856335049	418.82846736579097	1463.9720423333383	684.8636152653244	356.38200290242287	1193.6128359967856	62.038383336023	46.483054217675445	15.719322398165634	29.88979679696848	27.35645678567356	292.99678520914046	0.0	119.01935242408877	19.702391735710084
PWY-5679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	36891.97977087583	40445.19257427527	36748.6944209486	32810.2045612803	38711.35915563916	41458.50972667735	37456.22854115475	34544.271140155244	48011.41737259418	53557.49141834783	84230.1181865293	77879.7947917657	93583.43643631406	43903.03447796463	87241.40147066276	108770.76769691912	87205.55085383097	76364.56799569275
PWY-5695	18258.144311194825	13086.377164761803	21070.13480215665	23593.5984510068	23779.766759018177	14864.949995092224	15934.591203861371	21946.632843248623	22069.36341287748	3729.489822543564	22832.378544073566	26685.944258696123	51590.94746989156	25052.13425916592	43479.89065717688	23406.55665959696	49525.85860833807	26399.081243442582
PWY-5705	34.9404389939072	122.80871799651172	63.79697114530772	45.206951026856245	140.40866788802012	275.2969253953209	146.5152394990607	36.240852956968624	239.6599542952624	120.98838895054992	687.385236702679	91.9750475303156	62.34413073849053	82.23938262155164	824.6753639935172	57.125303195635226	783.5906154617198	96.19216511430004
PWY-5741	65.89792700791048	0.0	0.0	0.0	0.0	0.0	83.76608182286188	137.3412434515072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.073871451055056	30.672362471102552	3.999105581618377
PWY-5744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	43.0	59.69308430085815	20.535714285714285	0.0	22.25	17.010043041606885	71.26964594240496	96.0	9.614854174751486	79.74071207430342	26.86767437932782	32.32285488152448	42.43	41.98581278992122	28.0	58.79302942290692	73.38666666666667	28.5
PWY-5837	392.7027304813411	140.9748306785633	310.58841986953985	270.3433715242433	664.7719297145594	231.91724038701105	137.22322464352277	121.78782748261794	227.1216147210591	142.83936119747446	1015.2920658481916	219.9009656651097	637.314753908184	672.1925429775049	1567.8283121556196	335.996118755581	1004.1222667349056	414.7016192618166
PWY-5838	1276.0550287665303	468.9062824035395	1022.8050220475816	896.6949442056014	2124.5358440299224	754.789693110711	457.908936565265	410.55953492004096	755.2975853663334	471.2402112099356	3121.517683933033	718.102532276627	2071.938035806761	2092.7336317237205	4726.585682371248	1069.726506098485	3194.908189251485	1353.6425184436855
PWY-5840	1283.8074027967605	470.8611661327759	1026.5205402165627	899.2222863172191	2141.1941609175046	759.4342459565019	460.1171351572534	411.3997309233816	757.8805265099069	481.9602490679524	3195.868065219545	735.2899983700422	2118.8307337784177	2164.35237815174	4926.675028809104	1092.6491713311575	3268.185821005009	1383.0571847885735
PWY-5845	984.8605640371712	357.8458169249142	783.7028616514057	684.178442971669	1656.445399668072	584.0444016845468	349.9340703858691	311.04953483477937	565.106263681772	354.4218829814107	2477.3584626621305	568.4367396881714	1640.3897139245107	1693.28857774417	3948.554648559465	815.6346369912901	2552.458370861642	1068.9459194033266
PWY-5850	984.8605640371712	357.8458169249142	783.7028616514057	684.178442971669	1656.445399668072	584.0444016845468	349.9340703858691	311.04953483477937	565.106263681772	354.4218829814107	2477.3584626621305	568.4367396881714	1640.3897139245107	1693.28857774417	3948.554648559465	815.6346369912901	2552.458370861642	1068.9459194033266
