pathway	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
PWY0-1296	13768.69580367707	27621.89821306386	31060.05675039568	29885.469527867568	30367.476793418184	22916.092665031538	34189.515596155106	35137.396221007606	28672.720650003925	33501.990496786246	46576.18733007801	40490.200114053616	42799.91324057459	27993.331932012603	32246.07037188184	34848.36591366776	30028.62551546577	24349.11405275416	25714.86840256545	20156.56314311211	37394.5977516688	34741.015222537775	29948.820700783235	29917.435377726342	31438.210291891093	37398.011948850966	37604.628565929226	7660.611702405775	35179.11593099414	34861.209329336634	40779.47820705333	23955.84043511846	17418.863356633985	9149.280333575052	23676.3793940542	17565.05567920985	15435.52825443075	16035.227903208155	21377.50617214786	19599.715450849504	20777.34551776901	16520.357314514433	17425.27514296585	24231.56994003675	22265.13509645863	12477.220176054136	25789.8990469244	22467.165099647304	22415.45917436472	29244.32442235704	25603.47513322099	28979.645871998146	30321.27591935922	21571.65285350281	21305.031019913087	26425.14240975332	22919.47891552568	31213.36980977752	35915.15740108633	36893.1402401919	30237.05276584648	28758.02623519453	28477.60123029733	32663.282341214093	20322.725558703856	25168.13937561826	26816.736876855062	22620.21828586751	19368.28047752492	23884.3976102506	24791.65964124996	29695.124217426604	27212.05577157323	27622.76067124773	28337.72582348829	23577.454054738944	31911.672002606232	32074.267899372368	31235.68852309397	33987.16951354148	18371.433367134327	13510.677686921565	15082.154141735116	18605.91658809848	16486.316695804795	14472.725351011672	17010.940605931355	17103.458068310163	25344.390853112825	15185.822036169577	20779.881043958023	25529.12717261422	15512.955857356745	16433.52238876582	18553.090711308458	28698.72720277227	29385.204749990146	21453.3043338014	28615.52411039563	23312.36218856764	32716.441484995223	27486.325273037764	35432.17035043986	33276.13933879528	34597.91286153052	25901.005851198235	27082.300636145	21243.17962806889	31737.565906075422	29393.02333216624	27608.74524050564	26426.259908550783	22535.869053174265	31826.3300216282	35695.21012806292	32750.25425753788	29305.3906110481	27984.28048022072	30162.24317346265	24297.927136740404	28451.7934977739	31943.07111410921	20978.29942031036	14039.455078528055	35116.24440269508	24435.03653482936	86483.39619157506	77395.38807049519	83526.50987848856	81947.04435040806	75398.19396003983	57278.02171482508	57791.05481412499	50097.120406692746	55122.76205565302	49518.05861997439	75645.45935657789	77570.87981678685	70995.1160755048	37220.430017613886	53557.858421198434	69169.45995023752	65926.46378602793	56171.51936062063	49979.11119144628	53447.92276283684	77184.28824902725	68006.47747132854
PWY0-1297	13897.49669542343	27952.43954096084	31041.547563931686	30155.979879530547	30838.45244299581	23390.2537610512	34431.58829814386	35470.17528573561	28849.34257423516	33460.87828939006	44732.012753760966	39441.2104252488	41679.45510474381	28116.49214823201	32056.684546118904	34553.1032139841	29838.658397786243	24551.82187214921	25785.45874235149	21397.794814573823	36598.70198175421	34073.893983919574	30134.90062924784	29936.645489815364	31343.054160104657	36869.123979928205	36919.80230989359	7575.534980329122	34716.193601794344	34209.04693793648	40029.42619685819	21424.30000990906	13691.791243773472	9201.43591946592	23782.856293307697	17733.097221360742	15824.816812980747	16223.428596692806	21814.983935552795	19361.04610192362	20632.635181849728	15779.327940868368	17018.62187410866	24139.08679413787	20652.323571437995	12061.089050200304	24547.987076822206	21341.82714239096	21086.012369832617	26787.269478314807	25344.415521420706	29027.093444557733	30383.654474318948	21183.08635695066	21211.843802703	26365.917669378563	22743.54817850427	30204.706665978058	35707.904713581265	34855.489415475815	30043.89692307795	28564.665205287834	26003.40597094395	32011.5875736939	20062.90617954498	25671.86835665629	26541.744959171498	22247.77653808088	19723.85283043433	23812.75442464794	24853.311600443853	29297.246468196845	26845.226343909435	27685.9953033082	27377.71994237082	22441.9553894564	30023.07472637377	29960.18771290711	29858.224440571845	32709.05575697438	17569.479189743703	12699.148071945065	14696.88850908414	17305.46628748509	15304.592128506794	14254.011687498927	15941.28280427207	17481.124867784933	23511.33520578644	13048.88399737896	19418.395859690423	23990.47082070857	14115.514674350712	15732.959814206995	17016.495630652655	28386.79383966932	28215.09126592332	22603.59642209535	28060.67927884879	22713.103209130644	32142.901906778257	27126.67659860164	34568.96937315033	25983.09530972771	30963.97620533501	25289.220038924406	26559.763584958324	20889.974638006533	31097.10471787731	29339.00280509756	28941.077673825548	26417.799912900013	23051.00618493737	32921.73894384002	30165.4545759662	25263.89110528772	25730.10330642871	23187.19032992481	27922.70440435913	25470.27431263187	23598.20806011304	29342.506457299	21734.384566597582	14908.609241224029	31187.38642826178	25303.56863731489	85078.89266183013	76086.32208822983	82278.14411539714	80759.53416978312	73943.94294962859	58035.57574191671	58983.56242845113	51131.77347325652	56143.07557052714	50448.6506901184	76364.97340358434	78060.83060251638	71745.11343951983	37592.48720802816	54371.247896575245	69041.59284529067	66515.4517848209	57048.682765381294	50661.247720111096	54251.143466251866	75756.51611730143	67741.04816070285
PWY0-1298	13737.63207724486	27803.52965078524	30611.057849081262	29730.017663110542	30787.508334673945	23430.56305541133	34267.78123783224	35494.27681059952	28809.15823362836	33263.18534543451	43348.55686488316	38203.0132145606	40711.95774755729	27506.597562833296	31448.399850109778	33792.81923949149	29262.25686130233	24275.5445457403	25504.94532105545	20649.514017406706	35372.22994453953	33020.312730868754	29794.49584336434	29665.396083400527	30566.53295611383	36032.151205827184	35906.48784872427	7020.405743090781	33905.642924953114	33256.20435448927	38953.557703340826	20621.661748880942	13804.11258845854	8957.88666290274	23220.180996306422	17242.658457386297	15753.095212118971	15885.942961910492	21119.80125929624	18663.171954790287	20039.222764931907	14823.54464063719	15941.726680728409	23541.74967501024	19719.146566232608	12167.877275347411	23321.801731358617	20403.628402053884	19915.49224621352	26150.77709381828	24391.761808807587	28284.09085747426	30115.73342868645	20451.851446237382	20734.07691644513	26080.623023655964	22154.883977455785	29408.54517093653	34733.48652444317	33571.87141364879	29545.0360365382	27122.27714151584	24992.70316349384	30523.629721236848	19634.37915556063	25300.5811469908	25679.52332143948	21452.10547743546	18813.018799950765	23133.516814717703	24620.36638687113	28069.08609243219	25976.28134953455	26967.73038306845	26703.141326738503	21805.828174997507	29194.465519370657	29082.04138144214	29670.152555383487	31706.622259682383	16619.858551700763	12348.62002969997	14308.610805667502	16666.646050150553	14644.09032985753	13724.83448160482	15216.996380628423	16513.281536648992	22705.888546973027	13525.354670911409	18699.46348212151	22503.86898939335	13773.122627697694	15397.402152505374	16541.2410393755	26716.132344147853	26010.02238383651	21880.759942025084	26766.17438257048	21468.663652142823	30863.8384058314	25741.73109175725	33895.50233668861	26517.770899956024	30620.563257990816	24358.094069310995	25060.627683393723	19489.94900252428	29197.364381658623	27868.078805886184	27980.98911352377	25122.484398668093	21724.374421053984	31800.94598946941	30497.84445068909	26020.59693024856	25760.060457021336	23164.791702775776	24877.54341730376	24077.50368706318	23179.23888273597	26447.65220007808	20488.655367944382	13859.702671391897	30122.59970640983	24173.5671824389	82952.1798320671	73497.51120931236	79844.0012731069	79007.46965944786	71890.8214859407	57806.312602487415	58940.36625287913	51100.5666607278	56094.04427626675	50316.94577859656	75888.910794733	77296.56838528297	71489.92452338141	37431.6639068295	53907.607098049775	67932.27242952614	66090.96699760816	56612.21385112002	50160.30799336801	53755.730557625815	73315.63146432594	66572.6755000319
PWY0-1319	15649.475292022576	31730.80806292374	35168.178011559234	33735.77274674585	34841.45909680661	26635.209163094903	39024.73091637875	40553.60155017176	32774.97383741968	38563.87519729851	52570.75425662836	44867.52858751583	47803.71689749866	32554.750006868708	36294.46011433466	39571.78601739297	33348.41584522438	27408.7036038108	29410.496355332554	25184.65843418469	41050.12588173467	38847.86351457123	34772.36900642226	33767.67420243563	35905.845970731694	41778.16139285248	41511.24420285801	11413.485275835765	39361.52369152692	38548.5587403287	44897.64708902967	33003.175079672634	23168.817443309	15202.121979206013	26988.481290841348	19898.492399242023	17734.053715813352	17923.06466541368	25302.711654752693	22242.12550650114	24147.782822414407	21282.11004250036	21504.226126698555	27208.246992136235	29775.311208977964	22234.26705012621	32332.70026649192	26247.496158801296	28340.85942013287	38707.08353994237	35392.93004519653	39201.512098187086	35835.82667882516	30701.11047689604	28466.8480209938	32568.27237918341	29706.445692100737	39717.85459804466	40579.25572729332	44404.623093351	34221.31189062433	35654.2783164191	34728.253889575775	39594.99214972444	26543.09500135684	31718.728145672936	33204.97900674168	29892.76786649874	28604.444748557	30840.512920768007	31486.335553249683	38769.43183971808	33729.222692492905	35373.18092906668	38323.01497902899	34116.81162243248	40801.49055468577	40820.6024359697	38099.840386623146	42411.69738630134	27461.40266410961	22727.185628162388	26168.102430778414	27886.12722205622	23483.36253208901	22811.990684119388	24287.16106836127	21895.17915494366	36605.97544985188	24344.091089000965	31332.611955840017	34987.338287448576	24911.40732410301	29122.74504719697	28433.763527923955	40599.637061924	40399.54048012256	36112.54627244629	37974.11806517057	33095.623180160626	43014.26598849765	38826.253891839166	45278.36053873597	49204.90001343596	49289.7988060098	38734.72690448371	38112.44519848756	31831.484786828903	43863.789762498745	42051.111063671466	46056.28346616857	38829.57245352943	37024.91725021445	48824.19321817187	50845.93275075484	47176.43650835368	42493.53898364457	39238.888700467534	36505.05048179079	40363.30546472501	39176.54450038766	40055.18754777917	35730.13972842807	24611.01548403996	50193.160133065256	44370.75251270747	96516.6888844296	86608.14900932943	93776.61622842868	91421.61440426254	83389.80204533276	66194.77457407913	66944.11473488082	58317.588992084064	63641.32163228437	57404.243644677146	86455.82995480562	88266.90082884174	81419.96977785404	42498.22385990033	61229.629707205066	80284.0696955836	75370.36026114062	64125.66936117412	57117.95288597022	60892.659893590506	84324.44424234952	76518.84047576202
PWY0-1338	1849.6859391554408	3422.2939207030563	2076.420617469816	4326.155100005249	4238.798268791017	4076.392216020253	872.7029177076464	2076.7266202157107	517.088489351164	239.99251126519093	45.22547483769139	0.0	46.83808002187241	423.7612508305982	430.3459915611815	381.1608491546664	675.7187948350072	872.2800000000002	592.3375763288113	3438.842124876791	943.499247990532	1462.5385491717611	3496.5050977246083	1642.940185222359	1205.9098721397893	324.2968520152986	45.73619631901841	141.95503290798305	594.1017567334353	23.48251333728512	14.395161290322582	75.05305202087249	6.868295457903603	3043.772022756053	3239.278226712397	3415.0414364671205	3434.67	3168.25	1897.75	1298.2705716897583	1716.5238549551136	1049.6422492194506	2359.975599139119	1624.75	21.719565237032647	878.1125302871784	678.3238274776609	385.6975662380712	363.0111321174138	1759.7603127498107	3008.8925498598405	3548.9718838314748	4026.954129872	2801.620799767469	2787.17363766944	3173.6258106991377	3062.6531358499547	1428.7557339871898	2703.7094001632745	2207.415304216346	669.4859582680016	3460.004511620461	1661.601498484021	2653.706340453138	4525.461096586879	4570.215673478185	4050.778522798371	2544.111742897379	3035.295857298778	3493.781548389527	1867.0426803683788	1712.1548526855274	1933.053268899528	2858.5618490224565	347.71704155902734	9.334239998790082	4.994773047184513	13.092746068233556	16.18812014981726	13.664257014557268	661.6492231991743	254.8624242137085	278.18034316918124	116.62685733073803	24.714591190474973	832.504370740238	258.29604864075617	2127.6103001911592	0.0	0.0	116.9559750467384	0.0	72.74678615913703	61.3607918572286	96.42686976148188	111.07749093800452	175.8971845166705	37.039549734292216	2.491960352296328	35.4476642368313	47.007131127827854	94.69395046702888	437.46044703348525	1320.2725959341976	1250.1452690159326	44.72351888815616	60.73244540049351	0.0	66.5528395360275	53.85452284737333	41.77740013294102	35.35992536449073	29.99059292814289	35.14270496148047	887.4984168813714	1303.6205224357302	482.6471933050252	696.1305511236011	51.32759357846247	280.47868836009366	241.4300040175345	185.53373319237687	72.73568123250853	39.879181816759086	623.0256004868371	88.5037498069374	304.9568592165589	71.73319347319347	100.957574722548	363.4089354386244	48.14908024829254	6785.911566391317	9696.324907431142	8112.97706619861	8031.987867752396	7541.721724219725	7644.5769346930365	7358.418919002223	6766.43924612711	3487.688288107969	8525.597013010369	4241.076018558894	6359.58191713716	9037.356517873084	7608.646800183485	8576.865362983674	1614.4092210118897	3589.622161239715
PWY0-1415	2459.547815428405	4565.679012853799	2806.3366898286417	5844.621050901786	5890.060400369692	5853.602639591541	1454.0708937247746	2977.488526955804	902.9292147911054	449.721614982691	244.4686385013744	107.53446771289364	113.57957001644851	822.7635447045849	810.3871517527353	615.8256689383995	1194.7196014104677	1443.0538092417094	1293.934697634102	4630.416543171172	1495.448632219511	2514.55046085273	5371.385688458565	2781.7037984848253	1958.79740325436	605.9163563208967	279.7646931639076	1169.8665091704495	1009.7107526560084	149.13856894352136	81.89247038079388	200.6415491703161	356.8298862311996	5573.184203112404	4796.893060239704	4751.705770212928	4590.740896304398	4334.330898576386	3120.3990194172707	1916.5347586310413	2872.036380851362	1373.8957571628284	2989.260513453864	2733.4698675612185	63.16430735399139	1100.283384461232	974.636538787212	464.8759941697546	418.1543143304293	2161.0110265088992	4597.94247602726	4403.390898072787	5416.351977145185	4118.487693510962	3466.5715279092183	4369.291318494237	4670.84441962175	1576.4882605451603	3800.2147429240536	1887.3894067208275	1242.5692695966966	3576.188448996312	1404.0276128360456	2634.2370935291046	5613.572919580433	6051.357225692093	4788.859086897713	3303.4667277442245	3472.249912630572	4603.724675309272	3536.5415239624363	3637.528321231621	2692.748823777232	4420.972201616265	486.0979146088976	566.6680262036082	224.9783019521793	62.58586869651892	92.98051382286737	109.52000200624865	1090.4561017683063	2160.1414455198774	906.8794709175336	445.4018495709037	516.3624329689865	1641.798851248023	766.5688145176032	4199.122698557585	2800.02197994652	3436.1442667917336	1217.8365792845686	1018.18437568074	995.913677848616	573.3958834448165	1132.3446894057015	167.05438841441443	241.2598384138973	61.58489835853944	56.05406466096297	100.64859391287688	90.33763968741124	817.8378034347888	458.6359016356377	1585.3814927954772	1485.323660777959	320.0404335466683	188.94479963035224	394.7887146474802	618.9974473713348	734.4533644653034	622.5152281738618	1433.9774702001432	492.77207006279417	674.3843814396952	1648.9272421694477	1671.8476013913364	828.3832259787355	972.9708074813298	478.2282857586096	790.8123708320444	622.405939707893	589.4787753643265	1043.7164830690797	472.63621125117936	1182.3540737560245	1332.5614437522102	1504.5971677644457	1586.0448604452358	1547.653621104994	1196.9443492451946	826.2049776852847	9581.307048246676	13477.411653355764	11228.934817142794	11056.307435094432	10519.565505493694	10679.095644937894	10434.56703628725	9430.756153023212	4833.544016462668	11733.98746396122	7179.972717669468	8958.765549529699	12338.590418342324	10532.115896231318	11753.028961117565	2968.6600776313285	5482.145335647386
PWY0-1479	3206.5340463711773	5986.524794206348	3817.725504459031	7510.262860405276	7426.457266636944	6873.952090381295	1984.5217776057325	4111.152377802389	1679.4259165793487	766.4358927759152	1550.8445515850774	774.6188325872275	418.811244756004	1186.5843741035324	1144.8723595717092	1071.5583436892912	1644.9131334596475	2205.9974209720217	2666.4853153007152	5988.496328761825	2158.864825387497	3083.610281186533	6444.227429757341	3309.468011083005	2342.2231491945267	1150.7147044240348	1030.4874528808766	2605.0388501752896	1778.175338551327	655.8778864354837	692.5330213465427	226.3200652659988	183.21328792556443	7535.36108905285	6331.534473485145	5934.371020502824	5679.969091289311	5518.873151023853	4725.717647866122	3215.805956895845	4083.056097964218	1970.502635462896	3375.361006098209	4331.895082086926	1650.5249044194	1098.6781969144397	2456.994462773247	1973.3861115218224	1529.4329111586828	2166.545495406541	4631.833689483206	5064.15329750922	6146.112221217903	4187.620534818035	3910.985479866108	4895.3747838152	4665.926044108188	1941.6695205359888	5180.774954550144	2442.484615096099	2366.742207428273	4671.985464898594	2020.319502911149	3601.2391389687327	6163.910286017419	7170.996770089735	5530.050388049559	4097.372952211029	4157.161092966293	5387.197137848915	4488.813870034254	3589.012924826311	3127.6644209350497	5325.100761886181	2756.623491616705	48.097187917483794	247.86664335968445	149.86215867256655	339.3002088966176	290.367209957676	1588.6300154756586	1100.8112092823692	319.0556914730219	465.6830026289394	317.73531213677484	1700.9174008723703	411.4532096111929	4731.027897937322	305.1893729045972	2477.065038491531	477.323828231243	91.32681314541937	386.1500006547004	48.90877363967832	120.15112013022062	1190.843335295196	1248.5313969622448	2028.6532577869627	534.56946766297	270.10822018320886	446.2213973196758	412.4365541624961	210.6417024905257	177.24315071034073	49.38925812527891	79.53334826187628	162.56792438790205	368.3323938011098	542.7678811329873	645.1067193374379	439.9771964360066	1528.7162191213592	399.4371073222307	536.6086409312375	240.75429855131256	157.4844481093497	199.20482480381284	129.05607799156587	903.1342538704056	1059.696870204311	904.681851729342	1098.9162285766563	888.9882775981649	544.9540428449947	179.23684577534976	1112.927542600848	1758.71294694585	1452.3803536348555	1576.0022662431545	1951.8594009558608	1528.923133785098	12744.429571033204	17248.96888562368	14489.78908911335	14423.37385729937	13709.996130128437	14342.712236101326	13998.882908738127	12740.949110417529	6566.289952648384	15130.857251491443	10262.631584394469	12049.59282307902	15883.598511139637	13671.364098300017	15148.67081494024	4494.266052623493	7708.472680540756
PWY0-1533	2228.3076923076924	4122.687460267462	2457.9674639294485	5268.406153846154	5191.286153846155	4974.363076923078	1255.235454801625	2552.74281089255	747.3237062930223	297.3609131889684	34.91399435038286	0.0	116.5941644562334	677.8040294840295	612.598319327731	388.6215926646629	991.9776764952096	1268.7709090909093	861.4372451326851	4219.777518814712	1229.5704968413863	1907.921221355312	4596.233390287504	2249.4016204412205	1664.9691379447756	356.042866365397	65.29682365826945	336.58764887632685	751.5403851232619	32.23966446974236	20.28438948995364	14.288591590572128	4.888169403202231	4503.468949355528	4104.2569836391685	4193.878796439449	4234.829708081804	3912.538452734491	2397.773715607807	1378.429386167662	2376.3732415154736	1086.872075738568	2705.955665451552	2015.683338176324	15.547090522284437	737.1386880085095	651.7868617957746	287.93041739791505	275.00470891413846	1782.5905961024182	3883.429271650777	3716.826994333736	4195.371457168193	3391.548443581471	3086.2415857752585	3737.358907181086	3857.1550719005054	1405.413833298664	3208.452993529295	1799.1961401923468	816.801688817158	3309.937375786344	1223.8897312198485	2333.061422839348	5156.407017503048	5262.433847102135	4191.208493974687	3033.3393422034865	3300.565973110763	4265.678067764799	2859.485500560058	2826.3817461502	2365.327087513942	3693.20216373592	348.2024247523165	332.4779897898135	211.13423316045484	189.3245385183362	195.1287234819885	112.86042701967406	750.0148076911365	234.03885173362875	175.3917477512575	190.9096327029856	17.7653012205465	1186.669424915903	208.2211408174067	2597.933806488992	0.0	0.0	81.60635987946269	40.84861853943597	31.9776454942136	0.0	42.18414131110911	84.4798347693686	115.56497153420906	54.447371498200326	43.67715811766587	0.0	52.70447263481842	32.91906089981776	72.56447477262908	69.9934983908705	16.238240451735404	25.31865188965126	42.167017507158455	0.0	24.42760410938692	39.955668846281725	46.60331126367264	27.08706132138923	9.775210878223314	28.41900285491157	191.19022955435784	50.55107469910767	91.99969283519592	125.0940157805514	44.57159631655463	218.64461123288544	246.97326332334532	161.47747911087458	0.0	17.66739036659427	87.7362307980517	259.37272692440234	242.9671844355867	263.3736569797287	286.6392683004883	670.3873106161312	176.60417181420087	8680.803141273876	12210.261174583931	10270.894408455368	10040.60195044683	9506.340395665697	9646.784210446016	9307.535325448798	8493.254960550064	4334.255461966524	10731.30380397812	6054.955793354399	7991.119933079045	11293.417308805792	9598.74267706644	10734.008842640527	2297.211651565737	4660.283574290687
PWY0-1586	16358.30763333168	32548.13804095288	34894.670361468605	35656.27111593904	36148.12764168765	28576.97803892096	36101.84988874337	38433.79791378642	29537.702258576963	35154.383709549016	52725.87089424383	44422.17815434741	47315.96019623492	31487.57742026228	34158.00936571254	37885.10798899576	31594.144973240844	25622.71659009486	27477.264491114503	26700.57170767517	40618.99953134425	39489.23083858687	36145.88769177857	35033.34489512934	34569.2953574979	39737.186465705854	39273.55819553165	9816.07793161887	37595.073867591454	36859.63852535968	42235.89589527455	27040.496811512872	18033.66365889012	12217.849267123136	28011.13708459852	21599.34366015888	19325.57707061688	19550.94868488097	25386.6058833111	22563.197383836283	23879.273474492114	18658.54634555644	20114.031025218697	26867.09124990885	26186.07391928956	13199.039578764428	31129.46099109376	26529.397761556687	26313.57683349524	37240.96797454722	31378.3121845743	40738.43565437605	38572.06049299861	26383.35153314972	28926.60601015857	33541.83433525392	29231.630785805617	37131.798980986925	41172.70218227984	45215.53154189232	32044.473641047567	36980.50190725959	37212.549769384255	40879.17830985432	25203.566806552943	33678.228067189724	34390.01371219567	28181.710491518672	27371.61853340676	29578.985086027307	30298.66712234349	33731.72265321687	32350.169682926644	34918.73949760596	34851.849805621416	28067.88516732136	40326.99938513711	38749.95179615833	39953.56450138595	39634.517190676444	18804.882274817748	13377.5024208607	16577.483885961632	18992.061502701952	19000.12130859106	16718.584178331843	18002.70861614204	21101.891700369142	26473.790022795885	14142.926136478534	24841.048896447828	27619.06916633841	16510.92528529515	18308.775559948102	19570.25943513021	33307.849175371324	30874.34246414832	31089.27515694688	33125.2105427902	26843.885465592462	37727.08359639607	34923.29378010641	42005.97949431957	40686.21188315599	44531.38385311253	28067.35383445733	31808.161493981068	25043.370172675623	37168.16294888455	35644.7857591623	39097.76133020264	33028.5452058007	31030.07812891452	44331.15129460024	41325.4662357408	41446.41201837587	39932.52204930461	34444.87239557899	21804.80016144828	36920.94927853359	33308.38106590576	32112.31910812577	28401.67441637994	21752.85793052924	43038.7555798965	33695.565344480885	89190.4960693913	79585.88529424724	85783.31715307214	85115.12116706932	78626.02572890562	66293.99482112461	69446.72991593706	60120.460324894295	65262.782957691066	59160.40523366462	86232.81273687977	88021.59266843817	80321.30753251596	42056.1916836502	64140.36716007959	77095.01776426185	74787.55332840586	67408.88971553357	59610.02460941881	64044.26908099568	82348.05147360853	74424.51798671295
PWY0-162	15040.2505937294	30689.34368924644	33931.020535082214	32345.71714840413	33671.55893324287	25449.97160583089	38082.76750866002	39620.39701384351	32096.70816597744	37579.1366482821	47447.66505061268	41911.57702658318	45056.97671455189	30928.620834355675	35020.18909927612	37910.65519056276	32268.02169854732	26760.511859218816	28427.233756536385	23783.1560177514	38887.73994578431	36334.93471485756	32923.7579371162	31880.630305800965	34383.29610298632	40114.86724990932	39686.57705382998	9560.356052091114	37775.21105649306	36814.02421229091	43071.82532655254	32447.23668973171	20827.90042135492	13254.094531329994	25997.32195034374	19071.28202233499	17165.16859954084	17360.60694822756	24264.143098848188	21169.18671953241	22591.90330291122	20833.020924152614	20520.458474649	26208.36181392962	28644.10720185352	15256.615067961886	28143.011900634665	24130.768599924075	26813.1461976387	33136.169140449376	33032.11941818898	32901.76861844308	33148.43361673843	27763.99165273494	24313.39100438194	29633.332296037217	27212.99601303315	34810.58686578096	38563.78397891607	39956.27806243722	33114.73389136985	32642.024587721982	30252.907448537524	35881.19015107559	24067.218520654314	28838.41746935212	30121.4438061973	26243.763361971123	24653.898544849664	27805.982607786107	29379.04882032688	38274.07976703704	31233.406013545104	32175.127038730134	32919.48575313729	26636.912194403296	35239.68582217711	37582.79985235236	33454.79405228637	38823.47608834146	26810.714016817565	24135.677092739268	25662.132586751635	29698.75077414119	19871.98552322441	21925.12211754256	23880.016950667035	20420.44105755621	36771.04691161485	27161.13434759293	28833.486124873507	32201.509426843644	24230.39886892588	30806.95729146733	26757.01911183267	34122.51421445314	31979.787642739764	30157.808446614094	34022.965461469954	29965.19155098676	39699.01041363138	30443.138602163544	37026.80263817556	14002.76238554857	29878.931830197667	26087.53469699325	30067.8952363616	22967.29154660364	35732.38330201293	35609.69878362276	33268.00955812101	32614.55132151493	28313.33362208312	40725.43082236911	19505.162598294835	12832.404547998416	22118.66877654552	21928.54468414097	23545.3205685794	31056.833724203552	25164.36591078724	29046.89966201044	23836.08572618277	16701.451716720847	34723.25884098402	28136.32700607448	93002.42474389526	83421.57269488697	90569.13124332324	88139.52334214696	79868.38309507426	64150.842331540814	64783.83029660447	56440.020736308295	61722.34858170901	55520.56006328399	83811.62153259137	85335.89657909231	79150.21743212391	41288.34738705017	58961.75069749925	77118.38875980281	73073.92951242455	61754.83108512704	54921.31833044932	58593.27473661975	80267.80480497202	73728.01273963664
PWY0-166	14010.137631463387	28581.712585389585	31453.310382904907	30136.622467033565	31432.70117268533	23513.041624737776	35081.24307995476	37032.79964524676	30112.6097603864	34724.03011332013	42537.46474808318	38120.19502680463	40723.67114699063	28180.68694255807	32212.65854079236	34704.151875119875	29704.039984809795	24960.101036858203	26598.56245580301	22067.62078549402	35929.29926477428	33092.54526451419	29819.434487622744	28778.320185221448	30836.94893104277	37146.888002555614	36999.45714674316	8778.069059200161	34987.62156999662	33923.93591285922	40173.20983647231	24787.66813432185	14658.663195333002	11501.864882553027	24190.25930359752	17648.57495671656	16161.31173490472	16417.33559687293	22557.41810130028	19588.52521129825	20315.672226815284	17359.201531606515	17387.694233875503	24897.727384271933	22206.71784008376	11029.819974510425	24895.21635663453	21699.383729969275	21928.83769561054	26794.06394542555	27267.961784501324	28912.172232581765	29783.10691083573	22805.603194689247	20743.75314407752	25884.00155615836	22677.10164755953	30238.32790435028	35573.0510744489	34704.55327813178	31109.04152931565	28876.41356556025	25900.61842525573	31632.908650762703	19823.721729836776	25826.15677627169	26106.588433321245	22170.10367644708	21032.9422805515	23863.93725811637	24969.700043028653	30933.83287376086	26354.183734930688	27491.07881591008	28344.60122948678	21654.37831239086	29061.522433799528	30886.34603472466	28588.41104175075	32897.47840888565	21149.59027706216	17653.85559739041	19615.13862765801	21545.50450090996	16099.390547328092	17189.68838157699	18485.110304645325	18776.3329687639	27158.408657508106	19657.31014592018	22480.045015480093	26557.23851397978	17983.98081091153	22356.802754332915	20366.096582325084	30081.066079666747	27662.31664986514	26687.84631317258	28969.8275973939	24722.51159146986	33899.23884255973	26016.236729053853	33098.76509691742	12320.10593180121	24826.523777184764	23590.22721215486	25910.29560772872	19847.809818491165	30980.20420501404	30680.823551717105	30437.925707798346	28260.16172743928	24450.08159465369	35864.44766066351	16223.51702024781	10944.730761513028	18003.69171700324	17214.860317554518	21785.077236640944	27441.200315194787	20009.09153673966	25068.50078647744	21553.30469977018	15243.577537600784	28583.26939725576	25632.23999795268	86461.80033238819	77373.64312188192	84126.68777812031	81857.53376644546	74095.52778919664	60011.490170326186	60882.304385086725	52915.39017528224	57964.60797100153	52077.24115014112	78496.59701761225	79790.34937685895	74167.0037302183	38744.82012217248	55213.91939033468	71251.54876610801	68425.15530058167	57893.204631117136	51408.250129732	54951.15377030178	74429.74515676498	68695.0388783769
