pathway	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
FERMENTATION-PWY	5276.7837067157625	9159.095020528908	7496.009217053231	12771.640226723244	11182.136092324046	9880.819490287064	2847.1163761151247	5748.81077061476	2313.5021374673347	1239.917335387074	12820.86461505785	9445.532589346363	7584.364299182217	7440.237131494745	5505.973060334998	6452.606657216353	5370.888621795492	4553.780933536517	5363.641769955597	12354.756395635126	10022.664987031285	11156.852890961987	12701.14489416698	6966.556879664718	8643.071711537661	5920.695044166548	5323.808643292188	4761.8788199872	6839.396499759514	5815.493939327243	4331.491589827734	21660.134394321944	15645.77936983368	12888.399201186376	11314.811314628194	10339.757572747956	8384.966239155516	9186.633349632591	10041.698046811209	6930.804056176031	9618.898219523426	12501.100462480106	13326.587650814005	9144.792694552396	21762.62700373739	15603.13980690823	11931.187116184215	6043.439845053886	17130.805012092216	23729.048786725027	23758.88904755819	17206.76144009825	11455.921767174585	20914.652393600663	15127.97385876153	15028.354052805103	19747.98702469657	15090.721597655036	11069.894568430942	14628.699249983893	4951.838648040344	14002.474779031874	9983.551355948945	11694.572656443932	18194.089500309987	14512.26047738775	15569.48216325734	16676.71272808023	15904.016931311427	17295.335234336762	13881.000215700542	26355.051245923667	16587.603976595998	17043.85951501941	16002.85031565176	19148.02911338345	19303.204473895184	17871.030202509264	9495.955719050293	18284.403150670594	18792.15396184597	15580.511865320834	15968.876304595964	17966.21793237357	13272.437772147336	14436.952333623109	16237.881104216216	12544.315099489311	28632.445141379267	17457.82185655165	21496.67228212038	19875.922581096205	17559.98183861399	20061.979163120017	20390.611369440747	17628.192449232007	19576.48678098315	15108.891623441734	15824.564117952952	16172.680326855954	17958.219152546117	16027.232362658124	13771.84613102359	22987.191933526054	18885.623806348383	13570.595277777353	14584.829478498588	11603.6431700318	14026.095531709503	12146.687102052596	18296.68814686931	11876.394735762358	13571.09065755702	17739.725899425954	22225.21975094629	18196.06365741884	15693.379799120405	17290.540982816095	14323.229251317967	16294.775380951962	17389.820813088918	12057.137775146735	16371.208604021009	11528.32908793541	21667.32668763404	22000.604936817886	12624.095589654618	13687.875333744383	13010.372163619051	11912.809187691451	10903.606651803591	19584.75475008643	25325.98452812691	21110.207315407188	21230.540498885148	20552.214710510565	23692.919776795123	24875.881275857468	20122.80065126992	10542.235928523927	24295.553632494928	20572.32936316912	20004.425444255143	25278.344930329	22286.583146645346	24454.07082750552	19862.95339346186	18050.915051416792
FOLSYN-PWY	6369.655001687956	11723.234067918307	9110.11420281821	14710.105579572924	13962.539233867115	12580.66217362756	3179.7493812655102	7905.663921165142	2645.3049522207034	2299.506018425616	7070.5863130760445	4293.983927915345	2865.180053797917	5232.414299684652	5081.174332696527	5262.816084339682	5833.669410845536	4945.22522605498	6427.221636124792	11316.114994849237	8092.1344589784385	11720.97436564662	14102.84793475492	8768.833060641082	8216.89730142429	4906.216710424177	4887.263110445746	5404.899054015901	6636.58387836114	3852.83282879361	3841.912143555031	22563.904820638105	17126.055730766366	13120.52529340959	12919.14715272076	11215.675825765396	9607.7109777623	9970.5600251525	9919.169631786956	7629.943064392354	9902.5493619679	13477.306182707063	13758.558611372851	9772.706110260047	19704.48513963108	15229.579271683198	14445.272210182991	7283.603986945612	15633.02297204233	20491.56281987933	23317.22257816749	16855.246364066585	15222.220527107134	20838.34943727334	14101.9955448666	14955.10171915008	18463.34246602081	15557.820795905927	12476.151801668148	12205.369790263085	5828.943539979468	15182.978594285662	10782.25115111488	11518.70253744535	19619.024070826083	16289.57649357511	17368.63860681571	16538.434686592933	16690.97040437209	18328.666672587	16633.202296731975	24447.736707463213	17526.059704009473	19030.68875127087	13224.47672025752	18575.58583764393	14300.09362869336	18599.8045662602	5380.381747080636	19191.50421880353	20409.82809993368	19580.566858398048	20547.040867503885	23344.16304219221	13545.840352655914	16834.697469053575	17749.80939382602	13316.005819080325	27128.615310997546	22641.54934925008	21168.34234970365	21750.97293078792	20056.063895576284	24873.52335115045	21412.51117066846	22248.88603266022	23383.043279032165	15473.89589595987	15241.63542098504	19141.236483102653	19287.395356283218	16500.667982718023	13721.334173789524	24910.045387087128	21605.109611002	22262.04936744564	18115.6999314717	17862.05673412066	20185.31746002448	19751.8300963674	20713.046310858183	16610.12769408524	20327.923054157403	21198.167046444625	22991.7877724838	20805.290831917984	17988.425905925982	17643.71995795532	19619.23206279229	17550.208443603824	20047.51554089298	18612.117041783844	19820.214056114743	11632.341096513404	24059.072114127343	26820.625258962453	15839.568492335362	20256.149562290368	19576.81062051121	10016.59993556626	9019.45687400178	24863.374778168745	31255.49338303118	26183.47146488376	26400.359457026065	25056.94941291856	29132.861138756623	29675.43273784441	25447.88839412265	13109.1071591006	28360.13984117488	24948.5099042945	24570.639058621506	29533.87232995915	26008.089479087022	28296.158737194204	17038.260061441648	19874.889570677697
FUC-RHAMCAT-PWY	2081.416196900224	3868.0099833487257	2386.454837560198	4859.8409078619015	4819.10188037575	4854.267144313487	1190.3432643081303	2431.8264754635547	744.271969385553	389.03804505327474	722.100468675535	351.89675735939056	262.28442914071525	719.7083256025215	674.0362120936365	559.2440082202554	1000.5337563460488	1141.9520424422085	1020.3390881187968	4051.631637889194	1294.775386875839	2070.044104635762	4489.140091344178	2323.970442783671	1714.7015429520743	537.7424699156321	241.6249406607616	637.7418928093082	965.6539313204532	292.7182880224932	399.6850949994186	383.7778932213313	443.8841257643337	4450.387557281018	3985.1340588331664	4016.777139769632	3931.5979226589857	3763.226614090284	2635.75808289464	1741.4102682930177	2687.6621490679054	1298.6316218179595	2545.844279087617	2194.679194048405	3282.069649221651	1910.9367033893816	2343.2326396216467	841.1272367840594	2286.22613236979	3056.5276493261213	5418.305023198993	3832.3808749457344	4498.5001558393815	4535.174042714501	3479.653348306382	4032.977475493408	5228.262608296409	1554.7929352410565	3611.46340494324	2089.116098905655	1393.242570440191	4090.453834996885	1920.35620650652	2849.236010704707	4566.0922459479325	5208.241198842179	4060.7068300635706	2914.116937483942	3122.6374167997888	3895.9430594714136	2879.4156124871806	4083.911353311975	2402.157033761543	3720.879808873057	932.6092858810944	779.6524358599746	1613.013195173611	353.3481530723648	423.28293761318713	748.096914736312	1563.6664517910297	728.8302431183755	929.7016688744033	616.4547874701593	825.2446048788465	2102.606440811302	631.6393336695115	3487.086169555357	1232.461169265699	3774.082585682685	1299.006909112612	576.3512230163956	476.98480221671406	349.76675864129004	593.568089716789	220.6478574201327	472.092599393468	148.4065037962559	463.3439551370206	287.62843745383765	363.5656034088661	792.8790191511603	333.26262012879704	975.2967249170746	605.6818294745939	265.4741629070718	443.60939986018457	350.86719453572385	199.8486793932425	358.33233063164624	183.4377297732686	581.9763451480909	191.5142090233216	179.89518919956296	1516.3682395723054	892.4111113377045	749.1966118432152	1083.386329021982	272.4594880222228	580.1003530200704	1046.3108461145653	873.4427594033167	444.0531611608663	145.71870208942963	1190.6534021990378	882.0776393647224	337.18971666106285	358.1141975498196	416.6262915532831	671.4272254615175	301.8356902822761	7684.313142406153	10887.267233079285	9091.841422192008	8992.392098634611	8525.561283852821	8632.429729114065	8318.400003054076	7624.119367725488	3933.910341752929	9531.65959026855	5199.427149676591	7183.273016735127	10105.98752545183	8533.006618274843	9575.980993710587	2156.506439857764	4257.474337558143
FUCCAT-PWY	1895.2908361925963	3527.5569351316976	2171.4102166326675	4456.333901145635	4434.880052595863	4464.448414450883	1074.099585469463	2236.6187939176207	865.8881056516951	448.8603930422554	505.7538288176869	380.6085326769766	339.5547646753909	818.1295893981518	687.6526423991529	705.350239711343	948.9805917210828	1210.350133811162	1519.8390298493223	3909.9812235383233	1113.8105901216622	2007.842583455144	4154.352351223846	2344.714550457209	1461.0173843122454	643.5106346843495	479.808535805468	848.0106675972465	1000.78167825708	348.66705777939603	375.6776465396724	246.35343998945729	300.17568537968384	4470.187960559488	3782.408368983348	3831.349156998957	3646.3364312042295	3484.2739468559253	2900.2292204380774	1927.972711508104	2586.4949079063754	1305.707809369742	2349.2590138102887	2405.843702624559	1818.0085922743128	994.987116943557	2074.7686353538893	1331.2065626350554	1270.7874724283697	1847.7302138076896	3392.672697870676	3825.1975292857487	4375.799516929725	2897.1006598371864	3006.1051625399664	3630.322391822692	3668.652917412599	1451.1851418966949	3211.4732646400275	1631.2759265167692	1318.5751667749	3137.044944779552	1386.2134708288252	2340.572136011162	4444.573918063069	4963.8683250538415	3846.062124157175	2689.774896704187	2860.5795761086724	3620.102817331437	2891.780202724601	2611.0167542335425	2383.4715042207026	3632.6526464788185	747.0634805948692	446.7918593100236	908.4124756167046	410.88494816730974	530.1199277661527	610.1959609537031	819.9923176427396	348.0401691278683	507.8385850388868	298.46512537959893	558.163633660022	1222.732723233103	364.7784110353987	3024.083506339576	582.6353268998068	1952.0939724579123	687.381251611526	286.04523600256107	229.87461668665875	162.539130103901	283.5561255844788	131.88006107950622	291.1263788051634	99.16183179942897	343.51856477048574	195.5539790429857	235.26245527725783	415.2845384565682	263.2873443178505	920.7025550600448	458.89684168498303	129.41065094421236	233.9006325238554	177.58823091181682	115.57043212560284	167.57616829381593	112.15041881347608	367.62896946403225	109.328589284712	130.23753130639332	1353.7731677545294	731.6442702092663	679.4394702331722	779.5388229811117	136.74867305199407	348.5287419771779	689.4127172098882	533.2705194182719	259.0582368149832	185.0740137032961	752.0063604053151	499.7035930105764	340.85865082907355	305.2257478705264	384.28076487517205	616.3000827711915	432.95191082269474	6903.501444654534	9969.174703920276	8227.811232640566	8148.183553076249	7764.372039871368	7762.728885967164	7439.563264156586	6835.239240622316	3572.1670069807246	8637.896131800086	4530.567316621099	6450.339641908597	9162.75495142736	7739.42995659262	8709.0677532464	2079.4270167418726	3840.897364037848
GALACT-GLUCUROCAT-PWY	2947.7577165759712	5352.828663016527	4269.731149167673	6909.096024787515	6465.333003152871	6345.156893490627	3749.091271289397	3475.1179315100526	1845.5145285149656	2024.884526598844	8370.650482102137	3204.3022186662874	2451.832962293084	3275.556974386074	2678.774257831693	2499.3861256640434	3394.387387915614	2967.742356729333	2408.8139327560043	5436.634743510253	3415.583115929392	5842.893158920233	7754.63513485292	6964.09562590179	5819.248843705253	1942.7907519511527	215.76526091437972	596.0222778769318	2537.3522353717326	1524.8951962644032	94.79618722237002	5493.763533431082	5179.760585359771	5316.29515026852	5552.327027174079	5466.101536909807	3968.984306509329	4541.485358939425	3771.3975137835705	3023.5277703100364	5464.730361652127	3641.125107718489	5493.050019175453	3237.1289398569684	4850.283595403341	9974.719776956272	5733.53123054422	2951.4477984339896	4419.144365221973	8321.133917553034	9822.943768135508	10171.768473123691	7505.525269267109	8490.219422438939	8261.543457726206	8398.307175365124	8756.284981392686	8363.323247251032	5934.139100323952	5917.955314579028	1513.8121199299849	6273.935213926176	4630.538105467261	6568.427416892972	8151.363353547682	8067.6313171982865	7316.812523005104	8081.92927937137	6454.8765165756295	8093.552401712111	8972.60835287768	10322.29069384788	8929.42329866064	10220.12538080609	7430.04618638733	10463.65037596282	8325.896087299161	5717.526252388032	7208.812497132502	8684.256869993718	6218.198488159609	3429.2109430469463	5284.332922520096	4756.633189243283	5945.362229551331	7148.368318934784	5592.088194625997	4070.293006927696	6856.77590515168	6333.385665051914	5276.736651706534	7495.783807108003	5072.356874649566	4184.156781703926	5556.68790186321	6251.979560058113	8065.098867750315	5405.702720251829	6765.2328896165445	6847.148642670119	6618.224016838897	8895.116015934711	7730.648229696703	22668.28664686984	16232.655124912992	7896.980576549252	8290.564401380901	8133.025022990392	9464.398016019491	9300.62208162106	8429.22578233793	8552.476535996808	8941.564669857653	7856.239650493645	23209.303283353514	23088.38046977206	16840.714135177957	15994.630397189916	5131.55139137607	6028.414938782289	14515.048484188534	9468.272757137624	5756.587792495747	3804.788430413432	15505.967472538125	7230.736761116861	895.8796529069206	1552.4245521077405	1224.1572239054883	2043.5354772509384	1049.7583908457916	10328.086143919189	13385.18579873038	11299.761779720511	11305.486141490215	10850.211750281283	12067.694387400628	12307.168322428515	10538.97365218298	5456.661210048753	12637.481645099087	9174.940339838418	10200.53273240706	13212.528624612423	11503.983509329017	12660.605989002905	5822.185005096673	7531.554555895632
GALACTARDEG-PWY	2069.1428571428573	3820.857142857144	2315.4614010896084	4901.035745407128	4838.927788535972	4628.924414520769	1002.435651575129	2376.940461613884	596.82222255152	247.2242477221756	54.436014839535815	0.0	31.031283179712865	591.9728148008306	488.20324261813647	357.2814406309179	785.4568826995179	1004.1570983246942	706.4043472259563	3910.662857142856	1078.3451737181754	1627.7117160982457	4026.4868916570017	1848.3762043659235	1254.079745379709	340.80655489537816	74.3093553983718	248.09309255825627	634.5710552173587	39.61587279166205	20.10183299389002	9.674037837568012	63.91751095448382	3511.0859810201114	3696.1015566364495	3856.578433195105	3927.2938849459697	3621.020364005185	2172.5872301970685	1407.0837776222893	1968.1711677784672	747.2514545516946	2026.1008832132047	1856.857142857143	11.582975339411032	564.6117977334915	507.01762435044594	297.3892323694509	203.67733629438663	1531.1423101825724	2855.324524919263	3137.121903533634	3821.790313873351	2655.581948977432	2478.470188064656	3087.8611728615056	2982.888416278336	1268.111575289496	3073.4906816929606	1470.1406892588093	750.0097460701239	3247.628546886737	1288.2757153130815	2350.5691089363468	4227.252181937154	4644.704079712578	3542.738441107278	2370.845556728112	2520.167524875068	3476.2273119627853	2204.753879083971	2044.9715345228565	1870.8958691072512	3036.4443908590565	305.4267917897033	271.7729039771515	106.5530287697214	113.95366826274756	65.28842020152116	87.84206457664366	567.3211094602644	202.5097367936056	156.7123287671233	84.60976878009774	19.322506464606708	1200.4624989066942	172.06690932561355	2419.998674318972	62.89295654824307	0.0	691.0553175610804	556.2780244961762	295.26561208484884	326.5641982123558	556.7663443445898	36.7245615868596	143.72021175789158	62.194883859397976	85.38311332523362	51.69895499224004	62.20618112959377	139.84717005131765	147.64071957745543	691.10501442291	442.44964473475386	100.51804291456996	91.52885810341672	57.374139279513386	103.5517266373285	111.66857389976394	69.28167790558149	67.01365401844762	97.92871234165864	41.63812027050467	1375.780614075121	924.0001816446944	521.9403854755096	596.7368265801482	80.78407403763728	238.99146195294992	412.4847102216416	192.12348952586908	68.55497278121469	21.649829398222	464.9204376641856	136.58546728593652	98.39797083461612	83.76116190089132	108.18272539378768	430.2975217887726	42.50098761258157	7769.065538784408	11079.37590304903	9258.053105839064	9179.824571589596	8650.330302885814	8766.316688097111	8412.435387632422	7737.160109599024	3977.788593894853	9770.20168223488	4842.496891832842	7260.358467116234	10330.106543175296	8700.638771438258	9810.908316940271	1837.7173075956216	4106.069978972103
GALACTUROCAT-PWY	2892.6451312600543	5293.200953552784	4287.073286339633	6751.493040139528	6360.157484781644	6247.279110759383	3517.182938695846	3359.313460557903	1685.9906561298408	1978.392832921916	11435.089332193627	4675.083019086178	5021.413254800756	4226.603229085443	2684.8139390654533	2825.67809112074	3459.6105412672778	2835.449424773751	2387.885968267069	5548.408516690372	3530.936631636748	5958.610013229562	8256.86903893522	7149.384429029352	6118.724804504094	1792.6234470794502	194.8954044512133	961.9669080075802	2379.843831300248	2023.1165551683025	82.67545127347644	6951.972242417224	6767.197979997946	6162.640742782393	5561.340351432405	5326.499293788335	3814.314335414411	4322.508490242966	3692.549512888704	3189.7053640481445	5559.273993379043	3863.512370683455	5717.859836805821	3004.3739884125257	5362.072846791432	10920.758710257704	7132.584110950847	3313.475464707145	5379.779270024625	11395.26836100956	10911.368838143291	10497.689759268127	7839.573978514742	9725.587893774866	9197.34647606648	9641.981478527936	9608.06463516961	10128.76139230204	6112.916714913197	6224.281338596636	1440.9788751529802	7418.366597969885	5469.837847922984	8536.791566251464	9692.671535424935	9098.874915957253	8458.457449219217	9525.918392108755	7768.439993238689	9458.156041160188	9649.73225039756	11537.02589864042	9796.178726610286	11143.549798862983	9737.212856958784	13584.583678753404	10814.393933271444	8240.679708542431	8541.425489200268	10895.082342873488	6759.068138276703	3851.311308509367	6173.719115005949	5189.195570659466	6889.963621217662	8232.056271922651	6319.951060195078	4486.275172353794	8912.177936271206	6571.073465868336	8870.498941770216	9403.49729803892	6943.996020356728	6051.547707145594	8547.680641852205	7721.134790882646	10591.966251737484	6288.508295490992	9069.346268347184	9030.876080333068	9189.818631055934	12365.635610280566	9856.367788601034	26606.69663451062	19166.382439494144	11174.462132937617	12040.623074939062	11806.032057434692	13149.618268484455	12546.344500748168	11919.434490887932	11087.123879230308	12610.89403958254	10951.463878702172	27394.320463432465	26687.38716211032	19561.30669348289	18886.58162940332	8266.908221176745	8895.620822850906	17571.181006016173	11486.52743080207	9070.126156717271	5442.48178847812	19627.417157028365	11184.569313366284	1332.7416728277133	2015.641942637516	1866.979735605703	2472.42814889457	1563.4588225667687	10118.518035562414	12973.045936715853	11019.311008444323	10927.721943424784	10544.178311624291	11755.69921973984	12004.957499872984	10244.209074527556	5252.360789610796	12333.392870918564	9906.300040415055	9910.30158014288	12819.25371784768	11207.038370374456	12251.956849354568	5313.041741463119	7372.853980707069
GALLATE-DEGRADATION-I-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	249.7577250922315	0.0	0.0	0.0	0.0	0.0	150.92779862374496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	27.50877192982456	60.44720388042511	43.0	51.7936352165989	63.72413793103448	66.7935368043088	17.0	33.0	19.0	15.0	47.02645502645503	25.0	54.14373716632444	0.0	50.44433442788584	180.4719880795937	29.10236220472441	9.0	19.48717948717949	3.428571428571429	18.02409638554217	24.96
GALLATE-DEGRADATION-II-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.571428571428571	175.16426166988072	0.0	0.0	0.0	0.0	0.0	118.36435662051908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	5.714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.50877192982456	53.36113481386397	43.0	51.7936352165989	59.935135135135134	52.6392694063927	17.0	33.0	19.0	15.0	34.326797385620914	25.0	44.38674033149172	0.0	50.44433442788584	180.4719880795937	29.10236220472441	9.0	19.48717948717949	3.0	13.357142857142856	24.96
GLCMANNANAUT-PWY	15188.244711599044	30639.823368173576	33899.68075612729	32445.233411208905	33480.8343830074	25297.803243876377	37858.16129100019	39039.79162188796	31713.259473454684	37342.55786867069	48179.06768637173	42929.736504615765	46041.344225559966	31647.822065346143	35317.72005152394	38235.22730080101	32560.802088722256	27145.10791446652	28696.008609619195	24270.21586531949	39469.09784662096	36928.83114422781	33413.64650337346	32594.934630323427	34893.71354904992	40263.1369261862	39911.55446007096	7951.083959753798	37912.86131553038	36768.72513413937	42902.23033576938	24727.27163699308	17920.353374048656	8131.250071265531	24582.96058729321	18240.124261185843	18415.5241409598	16496.198949866397	23205.26518152935	20284.2482785309	21139.058005114028	17271.71446108314	18510.355235591225	24963.22905726838	29537.93931128644	14971.063645027643	27665.67500540184	26207.683150807272	27027.55548899788	35806.57367871879	34051.353943167305	33784.706048723085	33881.196800516074	27929.025108423502	25533.868039034754	30811.84821507614	28210.132562317383	35697.60610843676	38511.755134388986	41431.0572229359	32213.04385012172	33774.28921396945	32133.216089197475	37551.9859780214	22011.121562853456	29363.943421873468	30256.100166497967	25303.198625560155	24265.30909880285	26629.4269016546	26649.573542949507	34384.12179652741	29215.852538174862	30332.223922757374	32631.829267427624	28047.12853438996	37055.29738047345	35221.44032123241	34912.89092318992	35524.37119915978	21972.437504708665	16443.57839579169	17389.86773561132	19636.52213242297	19823.175296345675	17659.47168940603	17962.05171578306	17946.69423195042	31140.44338432241	26487.92710379795	24509.11264843236	27720.47402619672	17912.357038290604	19634.621935084968	21983.76168147816	24651.96778566841	25708.147556822256	20514.996176043776	30328.7556264956	21847.421887444954	33254.004183081866	29752.27769163404	38100.99577709824	29033.92389711456	34330.584107377465	27028.54917677672	30079.58398787735	19688.52374699693	32044.83170895815	30648.99936793956	30831.123721481752	28742.7274184144	23496.84519877976	31092.255206398782	32433.75733301544	29682.706829062903	28547.93755267079	27536.45629644715	21783.7083832304	28568.046815170463	25769.86771469912	30338.971321542067	23729.042656402708	16762.26787087376	34599.472199080345	26335.467611494045	93364.38539189647	83706.16467703135	91098.21599809984	88162.25433467049	80299.4480594352	63553.70597392465	64729.179791246206	55715.89328888564	61483.89983352393	55083.46133694438	83940.97826261097	85207.47247773473	78913.09943259353	41258.65278218208	59158.53589993724	75358.52926268673	72804.73718400806	61853.45977568725	54861.09831802828	58797.14047596653	81767.41942097821	73786.97213988313
GLUCARDEG-PWY	2051.3967837998807	3775.393789810634	2291.606096363412	4847.957484448463	4789.812223475353	4575.719197745215	1011.9333899241556	2373.175574333414	603.4318890460872	254.99581317508864	71.17067372322397	0.0	33.203278629847695	598.768339714062	490.4227568904212	372.4272152183629	785.4568826995179	1009.800009033432	717.0914793365516	3868.973818763934	1087.7311170066148	1632.8050215044534	3974.41090723062	1861.4167487696325	1257.001190749599	349.16650551150644	79.25266130784271	253.73290882308456	638.141292560062	42.2028768314712	21.417431565266835	9.674037837568012	63.91751095448382	3530.74485035346	3611.527407541916	3730.922894012415	3837.754823984019	3548.7649665371205	2095.912502836852	1379.1374950826787	1910.1731061651008	724.9209699179895	1987.4154310548283	1827.785032803292	11.582975339411032	554.6356090964923	507.01762435044594	288.7888507700104	203.67733629438663	1492.7391376860646	2801.3324372084858	3115.284929401926	3813.429080847347	2623.496298302789	2450.534146539414	3055.854044848242	2958.176077826194	1256.7051300207067	3058.40658527843	1467.0588530716268	748.9310568617249	3221.4091239384734	1267.8564454928733	2398.729616964982	4171.908902294997	4598.482363757771	3503.988751673894	2333.8905064460378	2498.926513597816	3427.396056827553	2199.98318640367	2023.5451810678344	1862.0630478297644	3014.0437666638704	316.38393106022306	288.60356311955405	136.95506390364707	132.7580849776461	75.50495181784792	152.0392582548732	567.3211094602644	202.5097367936056	159.73310268132954	84.60976878009774	19.322506464606708	1194.826925864954	172.06690932561355	2419.998674318972	108.00692685481047	0.0	691.0553175610804	556.2780244961762	295.26561208484884	321.0112305186252	542.0948388322278	40.91109453212108	151.4643990103736	62.194883859397976	85.38311332523362	57.14470938595247	62.20618112959377	125.22316443055868	148.82048566375607	675.2941092616718	410.67243628305766	100.51804291456996	91.52885810341672	57.374139279513386	114.74913398949133	122.35043911905916	74.74334641092294	74.74403182052608	105.54676005167292	41.63812027050467	1261.0175249940098	859.1451858506155	515.6665579226202	537.9656856455335	80.78407403763728	215.81104909112264	427.1342065528236	203.93697417875308	49.29790032956564	21.649829398222	444.0608732711109	101.21039813374531	87.56187995442086	83.76116190089132	108.18272539378768	430.2975217887726	42.50098761258157	7769.065538784408	11079.37590304903	9252.128159206442	9174.147356404788	8650.986060126663	8759.961114642105	8412.435387632422	7737.160109599024	3977.788593894853	9765.817933144082	4840.131724525449	7260.358467116234	10323.765524286326	8700.638771438258	9810.908316940271	1837.7173075956216	4108.716040462572
GLUCARGALACTSUPER-PWY	2069.1428571428573	3820.857142857144	2315.4614010896084	4901.035745407128	4838.927788535972	4628.924414520769	1002.435651575129	2376.940461613884	596.82222255152	247.2242477221756	54.436014839535815	0.0	31.031283179712865	591.9728148008306	488.20324261813647	357.2814406309179	785.4568826995179	1004.1570983246942	706.4043472259563	3910.662857142856	1078.3451737181754	1627.7117160982457	4026.4868916570017	1848.3762043659235	1254.079745379709	340.80655489537816	74.3093553983718	248.09309255825627	634.5710552173587	39.61587279166205	20.10183299389002	9.674037837568012	63.91751095448382	3511.0859810201114	3696.1015566364495	3856.578433195105	3927.2938849459697	3621.020364005185	2172.5872301970685	1407.0837776222893	1968.1711677784672	747.2514545516946	2026.1008832132047	1856.857142857143	11.582975339411032	564.6117977334915	507.01762435044594	297.3892323694509	203.67733629438663	1531.1423101825724	2855.324524919263	3137.121903533634	3821.790313873351	2655.581948977432	2478.470188064656	3087.8611728615056	2982.888416278336	1268.111575289496	3073.4906816929606	1470.1406892588093	750.0097460701239	3247.628546886737	1288.2757153130815	2350.5691089363468	4227.252181937154	4644.704079712578	3542.738441107278	2370.845556728112	2520.167524875068	3476.2273119627853	2204.753879083971	2044.9715345228565	1870.8958691072512	3036.4443908590565	305.4267917897033	271.7729039771515	106.5530287697214	113.95366826274756	65.28842020152116	87.84206457664366	567.3211094602644	202.5097367936056	156.7123287671233	84.60976878009774	19.322506464606708	1200.4624989066942	172.06690932561355	2419.998674318972	62.89295654824307	0.0	691.0553175610804	556.2780244961762	295.26561208484884	326.5641982123558	556.7663443445898	36.7245615868596	143.72021175789158	62.194883859397976	85.38311332523362	51.69895499224004	62.20618112959377	139.84717005131765	147.64071957745543	691.10501442291	442.44964473475386	100.51804291456996	91.52885810341672	57.374139279513386	103.5517266373285	111.66857389976394	69.28167790558149	67.01365401844762	97.92871234165864	41.63812027050467	1375.780614075121	924.0001816446944	521.9403854755096	596.7368265801482	80.78407403763728	238.99146195294992	412.4847102216416	192.12348952586908	68.55497278121469	21.649829398222	464.9204376641856	136.58546728593652	98.39797083461612	83.76116190089132	108.18272539378768	430.2975217887726	42.50098761258157	7769.065538784408	11079.37590304903	9258.053105839064	9179.824571589596	8650.330302885814	8766.316688097111	8412.435387632422	7737.160109599024	3977.788593894853	9770.20168223488	4842.496891832842	7260.358467116234	10330.106543175296	8700.638771438258	9810.908316940271	1837.7173075956216	4106.069978972103
