#NAME,1913-4,1914-4,1915-4,1916-4,1917-4,1918-4,1919-4,1920-4,1945-4,1947-4,1948-4,1949-4,1951-4,1952-4
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,1542,10456,26252,8250,10681,6333,7728,6720,21206,13057,5462,14707,5321,9263
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA,32235,19592,21752,27118,17027,20682,34865,21277,33688,41287,19611,13259,17991,20867
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes,4165,4359,4586,3684,8234,4081,2510,9914,0,7,0,9,5,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter,0,0,0,0,0,0,0,0,546,876,1092,1775,9218,6870
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,5,8,0,0,2,0,7813,10470,6860,8085,5628,7412
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK4A136_group,4163,5181,6767,7063,6741,13519,3975,4280,13795,15248,6237,7664,11496,7279
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia,1478,1200,1186,2903,12894,5394,9026,6799,1009,842,714,39,99,144
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;A2,1582,2432,1174,5679,79,176,722,63,455,1668,549,207,389,123
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA,7156,5103,4857,6026,39359,24049,5406,44329,9657,8472,5441,6163,9017,4185
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium,779,1724,960,2050,983,492,270,600,2205,3733,1363,1402,2002,708
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma,324,62,350,604,12,127,686,1333,1899,2890,1719,1123,99,821
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium,1260,2962,1987,2919,2036,3367,2342,3414,4056,1669,1410,1283,3842,1239
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1,0,11,7,0,0,0,0,0,1871,2539,1715,319,1185,695
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_vadinBB60_group;NA,1147,317,607,923,4081,3418,311,5106,934,3006,666,3177,1192,1741
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium_9,378,564,219,699,1383,763,258,2020,1081,967,757,392,701,325
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter,624,1286,400,1037,140,292,277,176,896,1271,444,388,877,354
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas,372,404,174,796,275,110,248,171,497,603,274,478,1011,193
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_1,58,9,758,134,0,4,4,0,2489,1883,1233,375,329,971
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-006,333,833,313,315,79,103,255,45,705,624,742,131,415,118
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-001,429,1889,116,542,253,578,421,957,382,396,146,710,2122,563
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_2,0,0,0,0,0,0,0,0,0,0,0,0,305,174
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium_6,88,0,0,57,10,0,10,0,896,895,326,523,629,615
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium_5,336,395,211,1062,425,344,330,442,170,298,117,240,489,123
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium,246,124,549,210,398,490,984,118,0,0,0,0,10,15
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GCA-900066575,172,289,80,163,290,443,487,955,273,213,105,118,286,157
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;ASF356,414,1145,100,873,382,77,1026,1994,117,146,23,124,207,116
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA,220,163,234,715,56,143,164,223,532,859,464,224,618,373
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,273,2053,84,3526,30,38,577,0,452,738,335,249,1587,236
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella_3,62,46,66,12,0,0,99,17,279,361,226,233,424,190
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus,20,25,0,19,162,68,43,455,98,87,46,61,69,31
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Angelakisella,294,151,0,0,25,119,194,53,300,349,227,68,104,76
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor,102,230,102,181,631,812,7,1293,483,287,222,435,620,332
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia,0,0,0,0,0,0,0,0,313,390,462,12,513,339
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-009,0,16,59,0,109,0,4,0,203,147,119,44,79,34
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus_Soleaferrea,33,43,38,94,0,0,0,0,419,279,184,39,47,56
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-014,1107,711,2165,379,0,0,16,0,284,1239,220,604,718,1155
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;NA,20,16,43,64,0,0,46,0,122,103,81,47,97,19
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-004,72,83,0,51,19,213,0,0,40,65,31,73,214,63
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus,0,11,57,21,321,306,6,139,144,247,131,210,481,85
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-005,10,329,21,13,0,0,0,0,271,365,132,27,78,20
Bacteria;Tenericutes;Mollicutes;Mollicutes_RF39;NA;NA,90,104,49,38,0,0,0,0,49,140,47,275,157,419
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter,0,0,0,0,0,0,0,0,358,290,174,325,813,312
